"plh0204_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"4","2004","Employed","Couple + C. GT 16 ","278","0.101458504160825","0.0900906958366483","0.112826312485002"
"4","2004","Employed","Couple + C. LE and GT 16","103","0.0855928332278643","0.0700590377927392","0.101126628662989"
"5","2004","Not Employed","1-pers.-HH","281","0.184000327988765","0.164069787629158","0.203930868348373"
"5","2004","Not Employed","(Married) couple without C. ","741","0.2116158198172","0.198164440216112","0.225067199418289"
"5","2004","Not Employed","Single parent ","64","0.158464697941064","0.122128903383992","0.194800492498137"
"5","2004","Not Employed","Couple + C. LE 16 ","171","0.235105594363453","0.204896870787021","0.265314317939886"
"5","2004","Not Employed","Couple + C. GT 16 ","245","0.182610981206824","0.160678497884992","0.204543464528657"
"5","2004","Not Employed","Couple + C. LE and GT 16","123","0.257590239307308","0.220672062427376","0.29450841618724"
"5","2004","Employed","1-pers.-HH","334","0.239252953398383","0.217331699833117","0.261174206963649"
"5","2004","Employed","(Married) couple without C. ","843","0.235763167841432","0.222109869574586","0.249416466108279"
"5","2004","Employed","Single parent ","179","0.25101653631618","0.218941525173918","0.283091547458441"
"5","2004","Employed","Couple + C. LE 16 ","726","0.224257470776336","0.210020392322305","0.238494549230366"
"5","2004","Employed","Couple + C. GT 16 ","605","0.227035707252888","0.211263580997557","0.24280783350822"
"5","2004","Employed","Couple + C. LE and GT 16","283","0.234164220610123","0.210650726794451","0.257677714425795"
"6","2004","Not Employed","1-pers.-HH","95","0.0641118815282937","0.0515125933063206","0.0767111697502668"
"6","2004","Not Employed","(Married) couple without C. ","272","0.0726966445912851","0.0641461367190025","0.0812471524635676"
"6","2004","Not Employed","Single parent ","44","0.0982165835577141","0.0686040366227237","0.127829130492704"
"6","2004","Not Employed","Couple + C. LE 16 ","71","0.0916360711362526","0.0710836343245168","0.112188507947988"
"6","2004","Not Employed","Couple + C. GT 16 ","143","0.116045618085149","0.0978637181681882","0.134227518002111"
"6","2004","Not Employed","Couple + C. LE and GT 16","64","0.0855306225476815","0.0619204528554777","0.109140792239885"
"6","2004","Employed","1-pers.-HH","173","0.118872515566124","0.102243111155029","0.135501919977219"
"6","2004","Employed","(Married) couple without C. ","440","0.124296540054497","0.113684627341979","0.134908452767014"
"6","2004","Employed","Single parent ","75","0.116149606237851","0.0924479996202073","0.139851212855494"
"6","2004","Employed","Couple + C. LE 16 ","432","0.131089392496322","0.119569194524805","0.142609590467839"
"6","2004","Employed","Couple + C. GT 16 ","347","0.119109103864857","0.106913677592944","0.131304530136769"
"6","2004","Employed","Couple + C. LE and GT 16","164","0.120941445884928","0.102836986944847","0.139045904825009"
"7","2004","Not Employed","1-pers.-HH","66","0.0391128509373509","0.0291413459262936","0.0490843559484082"
"7","2004","Not Employed","(Married) couple without C. ","228","0.0671081303345921","0.0588681336620261","0.075348127007158"
"7","2004","Not Employed","Single parent ","49","0.0953846596096677","0.0661563654563289","0.124612953763007"
"7","2004","Not Employed","Couple + C. LE 16 ","52","0.0706848738840809","0.0524272230157079","0.0889425247524539"
"7","2004","Not Employed","Couple + C. GT 16 ","124","0.100463221470143","0.0833975659171924","0.117528877023093"
"7","2004","Not Employed","Couple + C. LE and GT 16","69","0.126228620747156","0.0981916212133168","0.154265620280996"
"7","2004","Employed","1-pers.-HH","242","0.151860730154444","0.133420220398671","0.170301239910216"
"7","2004","Employed","(Married) couple without C. ","480","0.122767203469643","0.112211571787767","0.13332283515152"
"7","2004","Employed","Single parent ","90","0.112260546572","0.088907912620896","0.135613180523105"
"7","2004","Employed","Couple + C. LE 16 ","442","0.131008194473984","0.11949102682463","0.142525362123338"
"7","2004","Employed","Couple + C. GT 16 ","392","0.134598386221142","0.121748708884538","0.147448063557746"
"7","2004","Employed","Couple + C. LE and GT 16","158","0.112018813635662","0.0945067858948063","0.129530841376517"
"8","2004","Not Employed","1-pers.-HH","55","0.0378351414583597","0.0280213413158397","0.0476489416008796"
"8","2004","Not Employed","(Married) couple without C. ","142","0.0371352483352209","0.0309079507050362","0.0433625459654056"
"8","2004","Not Employed","Single parent ","25","","",""
"8","2004","Not Employed","Couple + C. LE 16 ","46","0.0612104305819984","0.0441340039570655","0.0782868572069312"
"8","2004","Not Employed","Couple + C. GT 16 ","76","0.055514286640414","0.0425152837126655","0.0685132895681625"
"8","2004","Not Employed","Couple + C. LE and GT 16","54","0.104931837046364","0.0790595154222016","0.130804158670527"
"8","2004","Employed","1-pers.-HH","154","0.0955234478098523","0.0804202035768621","0.110626692042843"
"8","2004","Employed","(Married) couple without C. ","320","0.0790572230864714","0.0703781625582509","0.0877362836146919"
"8","2004","Employed","Single parent ","62","0.0979311396897662","0.0759444531468506","0.119917826232682"
"8","2004","Employed","Couple + C. LE 16 ","232","0.0712606939320139","0.0624793587563907","0.0800420291076371"
"8","2004","Employed","Couple + C. GT 16 ","223","0.0754779461222768","0.0655323202045434","0.0854235720400103"
"8","2004","Employed","Couple + C. LE and GT 16","101","0.0766170850930744","0.0618483670318078","0.0913858031543409"
"9","2004","Not Employed","1-pers.-HH","15","","",""
"9","2004","Not Employed","(Married) couple without C. ","20","","",""
"9","2004","Not Employed","Single parent ","10","","",""
"9","2004","Not Employed","Couple + C. LE 16 ","12","","",""
"9","2004","Not Employed","Couple + C. GT 16 ","30","0.0164771728335215","0.00925041446587091","0.0237039312011721"
"9","2004","Not Employed","Couple + C. LE and GT 16","17","","",""
"9","2004","Employed","1-pers.-HH","27","","",""
"9","2004","Employed","(Married) couple without C. ","73","0.0199652615925602","0.0154659729653429","0.0244645502197775"
"9","2004","Employed","Single parent ","17","","",""
"9","2004","Employed","Couple + C. LE 16 ","60","0.0136718828925567","0.00970806686710314","0.0176356989180103"
"9","2004","Employed","Couple + C. GT 16 ","59","0.0180162745591127","0.0130084617518155","0.0230240873664099"
"9","2004","Employed","Couple + C. LE and GT 16","30","0.0237125640357749","0.0152643058386287","0.0321608222329211"
"10 Very willing to take risks","2004","Not Employed","1-pers.-HH","7","","",""
"10 Very willing to take risks","2004","Not Employed","(Married) couple without C. ","20","","",""
"10 Very willing to take risks","2004","Not Employed","Single parent ","7","","",""
"10 Very willing to take risks","2004","Not Employed","Couple + C. LE 16 ","4","","",""
"10 Very willing to take risks","2004","Not Employed","Couple + C. GT 16 ","9","","",""
"10 Very willing to take risks","2004","Not Employed","Couple + C. LE and GT 16","11","","",""
"10 Very willing to take risks","2004","Employed","1-pers.-HH","18","","",""
"10 Very willing to take risks","2004","Employed","(Married) couple without C. ","38","0.0100428015352151","0.00683563681768409","0.0132499662527461"
"10 Very willing to take risks","2004","Employed","Single parent ","9","","",""
"10 Very willing to take risks","2004","Employed","Couple + C. LE 16 ","35","0.0106061259808099","0.00710948038291008","0.0141027715787096"
"10 Very willing to take risks","2004","Employed","Couple + C. GT 16 ","19","","",""
"10 Very willing to take risks","2004","Employed","Couple + C. LE and GT 16","24","","",""
"0 Not at all Willing to take risks","2005","Not Employed","1-pers.-HH","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","(Married) couple without C. ","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","Single parent ","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","Couple + C. LE 16 ","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","Couple + C. GT 16 ","","","",""
"0 Not at all Willing to take risks","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"0 Not at all Willing to take risks","2005","Employed","1-pers.-HH","","","",""
"0 Not at all Willing to take risks","2005","Employed","(Married) couple without C. ","","","",""
"0 Not at all Willing to take risks","2005","Employed","Single parent ","","","",""
"0 Not at all Willing to take risks","2005","Employed","Couple + C. LE 16 ","","","",""
"0 Not at all Willing to take risks","2005","Employed","Couple + C. GT 16 ","","","",""
"0 Not at all Willing to take risks","2005","Employed","Couple + C. LE and GT 16","","","",""
"1","2005","Not Employed","1-pers.-HH","","","",""
"1","2005","Not Employed","(Married) couple without C. ","","","",""
"1","2005","Not Employed","Single parent ","","","",""
"1","2005","Not Employed","Couple + C. LE 16 ","","","",""
"1","2005","Not Employed","Couple + C. GT 16 ","","","",""
"1","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"1","2005","Employed","1-pers.-HH","","","",""
"1","2005","Employed","(Married) couple without C. ","","","",""
"1","2005","Employed","Single parent ","","","",""
"1","2005","Employed","Couple + C. LE 16 ","","","",""
"1","2005","Employed","Couple + C. GT 16 ","","","",""
"1","2005","Employed","Couple + C. LE and GT 16","","","",""
"2","2005","Not Employed","1-pers.-HH","","","",""
"2","2005","Not Employed","(Married) couple without C. ","","","",""
"2","2005","Not Employed","Single parent ","","","",""
"2","2005","Not Employed","Couple + C. LE 16 ","","","",""
"2","2005","Not Employed","Couple + C. GT 16 ","","","",""
"2","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"2","2005","Employed","1-pers.-HH","","","",""
"2","2005","Employed","(Married) couple without C. ","","","",""
"2","2005","Employed","Single parent ","","","",""
"2","2005","Employed","Couple + C. LE 16 ","","","",""
"2","2005","Employed","Couple + C. GT 16 ","","","",""
"2","2005","Employed","Couple + C. LE and GT 16","","","",""
"3","2005","Not Employed","1-pers.-HH","","","",""
"3","2005","Not Employed","(Married) couple without C. ","","","",""
"3","2005","Not Employed","Single parent ","","","",""
"3","2005","Not Employed","Couple + C. LE 16 ","","","",""
"3","2005","Not Employed","Couple + C. GT 16 ","","","",""
"3","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"3","2005","Employed","1-pers.-HH","","","",""
"3","2005","Employed","(Married) couple without C. ","","","",""
"3","2005","Employed","Single parent ","","","",""
"3","2005","Employed","Couple + C. LE 16 ","","","",""
"3","2005","Employed","Couple + C. GT 16 ","","","",""
"3","2005","Employed","Couple + C. LE and GT 16","","","",""
"4","2005","Not Employed","1-pers.-HH","","","",""
"4","2005","Not Employed","(Married) couple without C. ","","","",""
"4","2005","Not Employed","Single parent ","","","",""
"4","2005","Not Employed","Couple + C. LE 16 ","","","",""
"4","2005","Not Employed","Couple + C. GT 16 ","","","",""
"4","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"4","2005","Employed","1-pers.-HH","","","",""
"4","2005","Employed","(Married) couple without C. ","","","",""
"4","2005","Employed","Single parent ","","","",""
"4","2005","Employed","Couple + C. LE 16 ","","","",""
"4","2005","Employed","Couple + C. GT 16 ","","","",""
"4","2005","Employed","Couple + C. LE and GT 16","","","",""
"5","2005","Not Employed","1-pers.-HH","","","",""
"5","2005","Not Employed","(Married) couple without C. ","","","",""
"5","2005","Not Employed","Single parent ","","","",""
"5","2005","Not Employed","Couple + C. LE 16 ","","","",""
"5","2005","Not Employed","Couple + C. GT 16 ","","","",""
"5","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"5","2005","Employed","1-pers.-HH","","","",""
"5","2005","Employed","(Married) couple without C. ","","","",""
"5","2005","Employed","Single parent ","","","",""
"5","2005","Employed","Couple + C. LE 16 ","","","",""
"5","2005","Employed","Couple + C. GT 16 ","","","",""
"5","2005","Employed","Couple + C. LE and GT 16","","","",""
"6","2005","Not Employed","1-pers.-HH","","","",""
"6","2005","Not Employed","(Married) couple without C. ","","","",""
"6","2005","Not Employed","Single parent ","","","",""
"6","2005","Not Employed","Couple + C. LE 16 ","","","",""
"6","2005","Not Employed","Couple + C. GT 16 ","","","",""
"6","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"6","2005","Employed","1-pers.-HH","","","",""
"6","2005","Employed","(Married) couple without C. ","","","",""
"6","2005","Employed","Single parent ","","","",""
"6","2005","Employed","Couple + C. LE 16 ","","","",""
"6","2005","Employed","Couple + C. GT 16 ","","","",""
"6","2005","Employed","Couple + C. LE and GT 16","","","",""
"7","2005","Not Employed","1-pers.-HH","","","",""
"7","2005","Not Employed","(Married) couple without C. ","","","",""
"7","2005","Not Employed","Single parent ","","","",""
"7","2005","Not Employed","Couple + C. LE 16 ","","","",""
"7","2005","Not Employed","Couple + C. GT 16 ","","","",""
"7","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"7","2005","Employed","1-pers.-HH","","","",""
"7","2005","Employed","(Married) couple without C. ","","","",""
"7","2005","Employed","Single parent ","","","",""
"7","2005","Employed","Couple + C. LE 16 ","","","",""
"7","2005","Employed","Couple + C. GT 16 ","","","",""
"7","2005","Employed","Couple + C. LE and GT 16","","","",""
"8","2005","Not Employed","1-pers.-HH","","","",""
"8","2005","Not Employed","(Married) couple without C. ","","","",""
"8","2005","Not Employed","Single parent ","","","",""
"8","2005","Not Employed","Couple + C. LE 16 ","","","",""
"8","2005","Not Employed","Couple + C. GT 16 ","","","",""
"8","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"8","2005","Employed","1-pers.-HH","","","",""
"8","2005","Employed","(Married) couple without C. ","","","",""
"8","2005","Employed","Single parent ","","","",""
"8","2005","Employed","Couple + C. LE 16 ","","","",""
"8","2005","Employed","Couple + C. GT 16 ","","","",""
"8","2005","Employed","Couple + C. LE and GT 16","","","",""
"9","2005","Not Employed","1-pers.-HH","","","",""
"9","2005","Not Employed","(Married) couple without C. ","","","",""
"9","2005","Not Employed","Single parent ","","","",""
"9","2005","Not Employed","Couple + C. LE 16 ","","","",""
"9","2005","Not Employed","Couple + C. GT 16 ","","","",""
"9","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"9","2005","Employed","1-pers.-HH","","","",""
"9","2005","Employed","(Married) couple without C. ","","","",""
"9","2005","Employed","Single parent ","","","",""
"9","2005","Employed","Couple + C. LE 16 ","","","",""
"9","2005","Employed","Couple + C. GT 16 ","","","",""
"9","2005","Employed","Couple + C. LE and GT 16","","","",""
"10 Very willing to take risks","2005","Not Employed","1-pers.-HH","","","",""
"10 Very willing to take risks","2005","Not Employed","(Married) couple without C. ","","","",""
"10 Very willing to take risks","2005","Not Employed","Single parent ","","","",""
"10 Very willing to take risks","2005","Not Employed","Couple + C. LE 16 ","","","",""
"10 Very willing to take risks","2005","Not Employed","Couple + C. GT 16 ","","","",""
"10 Very willing to take risks","2005","Not Employed","Couple + C. LE and GT 16","","","",""
"10 Very willing to take risks","2005","Employed","1-pers.-HH","","","",""
"10 Very willing to take risks","2005","Employed","(Married) couple without C. ","","","",""
"10 Very willing to take risks","2005","Employed","Single parent ","","","",""
"10 Very willing to take risks","2005","Employed","Couple + C. LE 16 ","","","",""
"10 Very willing to take risks","2005","Employed","Couple + C. GT 16 ","","","",""
"10 Very willing to take risks","2005","Employed","Couple + C. LE and GT 16","","","",""
"0 Not at all Willing to take risks","2006","Not Employed","1-pers.-HH","199","0.133809443314267","0.117529849886814","0.150089036741719"
"0 Not at all Willing to take risks","2006","Not Employed","(Married) couple without C. ","337","0.0916572073408095","0.0827041814405055","0.100610233241113"
"0 Not at all Willing to take risks","2006","Not Employed","Single parent ","31","0.091065179475085","0.0630108461322534","0.119119512817917"
"0 Not at all Willing to take risks","2006","Not Employed","Couple + C. LE 16 ","40","0.0688240551626329","0.0507304472956055","0.0869176630296604"
"0 Not at all Willing to take risks","2006","Not Employed","Couple + C. GT 16 ","66","0.0711642633035204","0.0555688000824036","0.0867597265246372"
"0 Not at all Willing to take risks","2006","Not Employed","Couple + C. LE and GT 16","14","","",""
"0 Not at all Willing to take risks","2006","Employed","1-pers.-HH","39","0.0267439619250875","0.018966496479596","0.0345214273705791"
"0 Not at all Willing to take risks","2006","Employed","(Married) couple without C. ","99","0.0301012791318393","0.0247089183633035","0.0354936399003751"
"0 Not at all Willing to take risks","2006","Employed","Single parent ","19","","",""
"0 Not at all Willing to take risks","2006","Employed","Couple + C. LE 16 ","78","0.0272001370374209","0.0215222937429374","0.0328779803319044"
"0 Not at all Willing to take risks","2006","Employed","Couple + C. GT 16 ","73","0.0346456799145892","0.02762823571357","0.0416631241156083"
"0 Not at all Willing to take risks","2006","Employed","Couple + C. LE and GT 16","39","0.0461727371348157","0.0335984353817578","0.0587470388878735"
"1","2006","Not Employed","1-pers.-HH","152","0.0929148872031058","0.0790326288718684","0.106797145534343"
"1","2006","Not Employed","(Married) couple without C. ","216","0.0600657502669479","0.0526930965925245","0.0674384039413713"
"1","2006","Not Employed","Single parent ","22","","",""
"1","2006","Not Employed","Couple + C. LE 16 ","43","0.05141782758279","0.0356332300962576","0.0672024250693225"
"1","2006","Not Employed","Couple + C. GT 16 ","32","0.0350176663196062","0.0238669922167184","0.046168340422494"
"1","2006","Not Employed","Couple + C. LE and GT 16","15","","",""
"1","2006","Employed","1-pers.-HH","42","0.0250896761861054","0.0175501938677089","0.0326291585045019"
"1","2006","Employed","(Married) couple without C. ","121","0.0299971892365098","0.0246138710577431","0.0353805074152765"
"1","2006","Employed","Single parent ","21","","",""
"1","2006","Employed","Couple + C. LE 16 ","76","0.0234178167741607","0.0181392781241218","0.0286963554241996"
"1","2006","Employed","Couple + C. GT 16 ","57","0.0218639581456634","0.0162525084234272","0.0274754078678996"
"1","2006","Employed","Couple + C. LE and GT 16","27","","",""
"2","2006","Not Employed","1-pers.-HH","205","0.118244377167832","0.102804003083385","0.133684751252278"
"2","2006","Not Employed","(Married) couple without C. ","457","0.118047553200912","0.108035740350835","0.12805936605099"
"2","2006","Not Employed","Single parent ","42","0.0990363146293016","0.0699084741735008","0.128164155085102"
"2","2006","Not Employed","Couple + C. LE 16 ","84","0.100205810974203","0.0787444521230434","0.121667169825362"
"2","2006","Not Employed","Couple + C. GT 16 ","78","0.0890272036467217","0.0717524480394351","0.106301959254008"
"2","2006","Not Employed","Couple + C. LE and GT 16","31","0.050436375456023","0.0293558277802253","0.0715169231318208"
"2","2006","Employed","1-pers.-HH","112","0.0621313725470813","0.0504944500367401","0.0737682950574224"
"2","2006","Employed","(Married) couple without C. ","292","0.080792542595506","0.0721922014394714","0.0893928837515406"
"2","2006","Employed","Single parent ","50","0.0624549729956012","0.0452513120565499","0.0796586339346525"
"2","2006","Employed","Couple + C. LE 16 ","283","0.08990876634082","0.0799241911810086","0.0998933415006313"
"2","2006","Employed","Couple + C. GT 16 ","182","0.0655298000265386","0.0560344014129664","0.0750251986401108"
"2","2006","Employed","Couple + C. LE and GT 16","73","0.0613140111000415","0.0469393956914614","0.0756886265086217"
"3","2006","Not Employed","1-pers.-HH","230","0.134907898462464","0.118571989213058","0.151243807711869"
"3","2006","Not Employed","(Married) couple without C. ","514","0.123426879728932","0.113220761552155","0.133632997905708"
"3","2006","Not Employed","Single parent ","35","0.0783965209114367","0.0521858669863807","0.104607174836493"
"3","2006","Not Employed","Couple + C. LE 16 ","106","0.137989325362732","0.113339250739317","0.162639399986146"
"3","2006","Not Employed","Couple + C. GT 16 ","128","0.113376435483951","0.0941442395017296","0.132608631466172"
"3","2006","Not Employed","Couple + C. LE and GT 16","47","0.0787987194461895","0.0528458867619487","0.10475155213043"
"3","2006","Employed","1-pers.-HH","178","0.11429102914948","0.0989532225369125","0.129628835762047"
"3","2006","Employed","(Married) couple without C. ","464","0.118627848412091","0.108423241961636","0.128832454862545"
"3","2006","Employed","Single parent ","89","0.115134763076326","0.0924422237112958","0.137827302441357"
"3","2006","Employed","Couple + C. LE 16 ","380","0.119594661462639","0.108268484673345","0.130920838251934"
"3","2006","Employed","Couple + C. GT 16 ","299","0.109297296689042","0.0973248710890561","0.121269722289027"
"3","2006","Employed","Couple + C. LE and GT 16","120","0.104702121934398","0.0863571217084052","0.12304712216039"
"4","2006","Not Employed","1-pers.-HH","155","0.0865112993016809","0.0730687555896273","0.0999538430137345"
"4","2006","Not Employed","(Married) couple without C. ","427","0.0979991260639073","0.0887739168578821","0.107224335269932"
"4","2006","Not Employed","Single parent ","35","0.0687266522537207","0.0440572520641108","0.0933960524433306"
"4","2006","Not Employed","Couple + C. LE 16 ","75","0.111439947255155","0.0889492452169005","0.133930649293409"
"4","2006","Not Employed","Couple + C. GT 16 ","96","0.100314950319626","0.0820916964769755","0.118538204162276"
"4","2006","Not Employed","Couple + C. LE and GT 16","36","0.104801482092741","0.075296774838065","0.134306189347417"
"4","2006","Employed","1-pers.-HH","170","0.109825855565085","0.0947527948073604","0.12489891632281"
"4","2006","Employed","(Married) couple without C. ","437","0.120739307753375","0.110456624892216","0.131021990614534"
"4","2006","Employed","Single parent ","61","0.0837905413198666","0.0640919042648474","0.103489178374886"
"4","2006","Employed","Couple + C. LE 16 ","326","0.10600205694497","0.0952569309626181","0.116747182927323"
"4","2006","Employed","Couple + C. GT 16 ","287","0.109028117203158","0.0970686369225178","0.120987597483798"
"4","2006","Employed","Couple + C. LE and GT 16","114","0.106638605037192","0.0881447682528227","0.125132441821562"
"5","2006","Not Employed","1-pers.-HH","361","0.204904113887275","0.185603170259389","0.224205057515162"
"5","2006","Not Employed","(Married) couple without C. ","969","0.243647731455125","0.230327711172206","0.256967751738043"
"5","2006","Not Employed","Single parent ","89","0.214957475653555","0.174900304478589","0.255014646828522"
"5","2006","Not Employed","Couple + C. LE 16 ","164","0.207237997084084","0.178268211758067","0.236207782410101"
"5","2006","Not Employed","Couple + C. GT 16 ","253","0.240641341871672","0.214711107835782","0.266571575907562"
"5","2006","Not Employed","Couple + C. LE and GT 16","91","0.241117878764073","0.199912891121914","0.282322866406233"
"5","2006","Employed","1-pers.-HH","382","0.229549969934942","0.209276759770183","0.2498231800997"
"5","2006","Employed","(Married) couple without C. ","904","0.239491885163938","0.226023342724049","0.252960427603827"
"5","2006","Employed","Single parent ","213","0.275112348680292","0.243363229004118","0.306861468356466"
"5","2006","Employed","Couple + C. LE 16 ","713","0.231416818327039","0.216696099984336","0.246137536669743"
"5","2006","Employed","Couple + C. GT 16 ","635","0.254786955927077","0.23806681742693","0.271507094427224"
