"plh0204_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"5","2011","Part Time","middle vocational","680","0.261046885515054","0.244190595393815","0.277903175636293","5"
"5","2011","Part Time","vocational + Abi","83","0.227254115026993","0.184840363709671","0.269667866344314","5"
"5","2011","Part Time","higher vocational","75","0.310877655306531","0.258761820755905","0.362993489857157","5"
"5","2011","Part Time","higher education","182","0.192606197579613","0.167699693015699","0.217512702143528","5"
"5","2011","Not Working","in school","45","0.154129941283096","0.109281872116621","0.198978010449571","5"
"5","2011","Full Time","higher vocational","151","0.226305125597105","0.194691623137161","0.257918628057048","5"
"5","2011","Full Time","vocational + Abi","118","0.218693128999631","0.184395872410482","0.252990385588779","5"
"5","2011","Not Working","vocational + Abi","51","0.236838249807011","0.186314234482277","0.287362265131745","5"
"5","2011","Full Time","higher education","426","0.190900126647448","0.174810537321162","0.206989715973734","5"
"5","2011","Part Time","in school","12","","","","5"
"5","2011","Not Working","inadequately","28","","","","5"
"5","2011","Not Working","general elemantary","224","0.156590551687335","0.136611387137281","0.176569716237389","5"
"5","2011","Not Working","middle vocational","989","0.230055597517137","0.217403905133162","0.242707289901113","5"
"5","2011","Not Working","higher vocational","122","0.205703345889156","0.169275829259545","0.242130862518768","5"
"5","2011","Not Working","higher education","329","0.257057077667536","0.233606006529569","0.280508148805504","5"
"6","2011","Full Time","in school","1","","","","6"
"6","2011","Full Time","inadequately","3","","","","6"
"6","2011","Full Time","general elemantary","56","0.132459720952301","0.101780211482405","0.163139230422198","6"
"6","2011","Full Time","middle vocational","459","0.123687187879717","0.113024152270952","0.134350223488483","6"
"6","2011","Full Time","vocational + Abi","71","0.102097457430583","0.0769755242789123","0.127219390582254","6"
"6","2011","Full Time","higher vocational","102","0.189445613327095","0.159840010000256","0.219051216653934","6"
"6","2011","Part Time","inadequately","7","","","","6"
"6","2011","Part Time","general elemantary","38","0.0902073872202345","0.0634395052974437","0.116975269143025","6"
"6","2011","Part Time","middle vocational","294","0.107839767732328","0.0959354310894169","0.11974410437524","6"
"6","2011","Part Time","vocational + Abi","50","0.149037334860213","0.112993146693615","0.185081523026812","6"
"6","2011","Part Time","higher vocational","26","","","","6"
"6","2011","Part Time","higher education","139","0.145844753066045","0.123552767215737","0.168136738916353","6"
"6","2011","Not Working","in school","45","0.159313734002835","0.113857651761166","0.204769816244504","6"
"6","2011","Not Working","inadequately","11","","","","6"
"6","2011","Not Working","general elemantary","98","0.070765150842365","0.0566674666182978","0.0848628350664321","6"
"6","2011","Full Time","higher education","336","0.140496670960313","0.126270186858903","0.154723155061723","6"
"6","2011","Part Time","in school","8","","","","6"
"6","2011","Not Working","middle vocational","367","0.0857725646167748","0.0773546626943965","0.094190466539153","6"
"6","2011","Not Working","vocational + Abi","31","0.0977524225252884","0.062459285211236","0.133045559839341","6"
"6","2011","Not Working","higher vocational","44","0.0940586174267302","0.0677518875637248","0.120365347289736","6"
"6","2011","Not Working","higher education","160","0.101761622852682","0.0855376208395813","0.117985624865783","6"
"7","2011","Full Time","in school","","","","","7"
"7","2011","Part Time","general elemantary","47","0.131285827558082","0.0997307589186258","0.162840896197538","7"
"7","2011","Part Time","higher education","134","0.158274648839478","0.135221734818235","0.18132756286072","7"
"7","2011","Full Time","inadequately","7","","","","7"
"7","2011","Full Time","general elemantary","74","0.161230133456165","0.127948380986091","0.194511885926239","7"
"7","2011","Full Time","middle vocational","501","0.141294311279832","0.130012640307368","0.152575982252296","7"
"7","2011","Full Time","vocational + Abi","84","0.141014397517811","0.112137158869402","0.16989163616622","7"
"7","2011","Full Time","higher vocational","110","0.12763222441271","0.102422358516098","0.152842090309322","7"
"7","2011","Full Time","higher education","356","0.142307400747951","0.12800462402984","0.156610177466062","7"
"7","2011","Part Time","inadequately","6","","","","7"
"7","2011","Part Time","vocational + Abi","37","0.0856286246530692","0.0573079723347569","0.113949276971382","7"
"7","2011","Part Time","higher vocational","37","0.11449299311703","0.0786410885026108","0.15034489773145","7"
"7","2011","Part Time","in school","10","","","","7"
"7","2011","Part Time","middle vocational","270","0.124606033365925","0.111930518539154","0.137281548192695","7"
"7","2011","Not Working","in school","51","0.21520692606989","0.164161818849108","0.266252033290672","7"
"7","2011","Not Working","inadequately","7","","","","7"
"7","2011","Not Working","general elemantary","70","0.0467531094984622","0.0351470908328308","0.0583591281640936","7"
"7","2011","Not Working","middle vocational","321","0.0753604844695871","0.0674252346442373","0.0832957342949369","7"
"7","2011","Not Working","vocational + Abi","26","","","","7"
"7","2011","Not Working","higher vocational","39","0.0783340167559949","0.0541192941464473","0.102548739365542","7"
"7","2011","Not Working","higher education","164","0.136553888246396","0.118127516414228","0.154980260078565","7"
"8","2011","Full Time","in school","2","","","","8"
"8","2011","Part Time","vocational + Abi","26","","","","8"
"8","2011","Full Time","inadequately","3","","","","8"
"8","2011","Part Time","general elemantary","52","0.115050489674829","0.0852361472496313","0.144864832100026","8"
"8","2011","Part Time","middle vocational","166","0.063331362640481","0.0539838361809501","0.0726788891000118","8"
"8","2011","Part Time","inadequately","2","","","","8"
"8","2011","Part Time","higher vocational","16","","","","8"
"8","2011","Part Time","higher education","53","0.0597210210232898","0.0447542910590012","0.0746877509875784","8"
"8","2011","Full Time","general elemantary","56","0.101353952854147","0.074040516098513","0.12866738960978","8"
"8","2011","Full Time","middle vocational","318","0.0902544623332149","0.0809737090058642","0.0995352156605655","8"
"8","2011","Full Time","vocational + Abi","61","0.113164435797645","0.0868794635194773","0.139449408075813","8"
"8","2011","Full Time","higher vocational","57","0.104129797491782","0.0810543242389745","0.12720527074459","8"
"8","2011","Full Time","higher education","191","0.0994462714455254","0.0871947548948067","0.111697787996244","8"
"8","2011","Part Time","in school","9","","","","8"
"8","2011","Not Working","higher education","91","0.0730651338134448","0.0590998464258211","0.0870304212010684","8"
"8","2011","Not Working","general elemantary","48","0.0299079215247552","0.020543630310443","0.0392722127390673","8"
"8","2011","Not Working","in school","34","0.148892810799504","0.104677018525727","0.193108603073281","8"
"8","2011","Not Working","inadequately","3","","","","8"
"8","2011","Not Working","vocational + Abi","18","","","","8"
"8","2011","Not Working","higher vocational","28","","","","8"
"8","2011","Not Working","middle vocational","232","0.0509455374953166","0.0443355417396303","0.0575555332510029","8"
"9","2011","Full Time","general elemantary","19","","","","9"
"9","2011","Full Time","middle vocational","84","0.0221290759889164","0.0173646418528341","0.0268935101249986","9"
"9","2011","Full Time","vocational + Abi","8","","","","9"
"9","2011","Full Time","higher vocational","9","","","","9"
"9","2011","Full Time","higher education","37","0.0200559856761083","0.0143166262655937","0.0257953450866229","9"
"9","2011","Full Time","in school","","","","","9"
"9","2011","Full Time","inadequately","2","","","","9"
"9","2011","Not Working","inadequately","","","","","9"
"9","2011","Part Time","higher vocational","2","","","","9"
"9","2011","Part Time","higher education","12","","","","9"
"9","2011","Not Working","in school","12","","","","9"
"9","2011","Not Working","general elemantary","13","","","","9"
"9","2011","Not Working","middle vocational","39","0.00934349839810812","0.00645136151947903","0.0122356352767372","9"
"9","2011","Part Time","in school","5","","","","9"
"9","2011","Not Working","higher vocational","3","","","","9"
"9","2011","Part Time","vocational + Abi","5","","","","9"
"9","2011","Part Time","general elemantary","6","","","","9"
"9","2011","Part Time","middle vocational","47","0.0173201693943657","0.0123131832888029","0.0223271554999284","9"
"9","2011","Not Working","vocational + Abi","2","","","","9"
"9","2011","Part Time","inadequately","1","","","","9"
"9","2011","Not Working","higher education","9","","","","9"
"0 Not at all Willing to take risks","2012","Full Time","in school","","","","","0"
"0 Not at all Willing to take risks","2012","Full Time","inadequately","5","","","","0"
"0 Not at all Willing to take risks","2012","Full Time","general elemantary","19","","","","0"
"0 Not at all Willing to take risks","2012","Full Time","middle vocational","103","0.020993888810272","0.0169373361612288","0.0250504414593151","0"
"0 Not at all Willing to take risks","2012","Full Time","vocational + Abi","16","","","","0"
"0 Not at all Willing to take risks","2012","Full Time","higher vocational","11","","","","0"
"0 Not at all Willing to take risks","2012","Full Time","higher education","26","","","","0"
"0 Not at all Willing to take risks","2012","Part Time","in school","","","","","0"
"0 Not at all Willing to take risks","2012","Part Time","inadequately","3","","","","0"
"0 Not at all Willing to take risks","2012","Part Time","general elemantary","24","","","","0"
"0 Not at all Willing to take risks","2012","Part Time","middle vocational","114","0.0294366384056535","0.0240560812169533","0.0348171955943538","0"
"0 Not at all Willing to take risks","2012","Part Time","vocational + Abi","24","","","","0"
"0 Not at all Willing to take risks","2012","Part Time","higher vocational","7","","","","0"
"0 Not at all Willing to take risks","2012","Part Time","higher education","19","","","","0"
"0 Not at all Willing to take risks","2012","Not Working","in school","","","","","0"
"0 Not at all Willing to take risks","2012","Not Working","inadequately","30","0.210637859705052","0.156005800879012","0.265269918531093","0"
"0 Not at all Willing to take risks","2012","Not Working","general elemantary","156","0.12212179476202","0.105758014238197","0.138485575285842","0"
"0 Not at all Willing to take risks","2012","Not Working","middle vocational","307","0.0709826674893579","0.0638454829235599","0.0781198520551559","0"
"0 Not at all Willing to take risks","2012","Not Working","vocational + Abi","19","","","","0"
"0 Not at all Willing to take risks","2012","Not Working","higher vocational","28","","","","0"
"0 Not at all Willing to take risks","2012","Not Working","higher education","59","0.040143506343441","0.0304275430095873","0.0498594696772947","0"
"1","2012","Full Time","in school","","","","","1"
"1","2012","Part Time","higher vocational","10","","","","1"
"1","2012","Full Time","general elemantary","16","","","","1"
"1","2012","Part Time","middle vocational","136","0.0426565006064907","0.0362237352918257","0.0490892659211557","1"
"1","2012","Part Time","vocational + Abi","28","","","","1"
"1","2012","Part Time","general elemantary","27","","","","1"
"1","2012","Full Time","inadequately","3","","","","1"
"1","2012","Part Time","higher education","59","0.0318462599581441","0.0231578960885623","0.040534623827726","1"
"1","2012","Full Time","middle vocational","122","0.026174527020072","0.021657029157467","0.0306920248826769","1"
"1","2012","Full Time","vocational + Abi","25","","","","1"
"1","2012","Full Time","higher education","61","0.0187514918284847","0.0139031995401697","0.0235997841167996","1"
"1","2012","Part Time","in school","","","","","1"
"1","2012","Part Time","inadequately","6","","","","1"
"1","2012","Full Time","higher vocational","20","","","","1"
"1","2012","Not Working","higher vocational","20","","","","1"
"1","2012","Not Working","higher education","47","0.0330957478179637","0.0242414750627883","0.0419500205731391","1"
"1","2012","Not Working","in school","8","","","","1"
"1","2012","Not Working","inadequately","19","","","","1"
"1","2012","Not Working","general elemantary","117","0.0922406227913228","0.0777790206766155","0.10670222490603","1"
"1","2012","Not Working","middle vocational","256","0.0530692552136134","0.0468388044773231","0.0592997059499037","1"
"1","2012","Not Working","vocational + Abi","20","","","","1"
"10 Very willing to take risks","2012","Part Time","higher vocational","3","","","","10"
"10 Very willing to take risks","2012","Part Time","higher education","16","","","","10"
"10 Very willing to take risks","2012","Not Working","in school","8","","","","10"
"10 Very willing to take risks","2012","Not Working","inadequately","13","","","","10"
"10 Very willing to take risks","2012","Not Working","general elemantary","22","","","","10"
"10 Very willing to take risks","2012","Not Working","middle vocational","55","0.00926764256014838","0.00660445549558555","0.0119308296247112","10"
"10 Very willing to take risks","2012","Not Working","vocational + Abi","5","","","","10"
"10 Very willing to take risks","2012","Not Working","higher vocational","3","","","","10"
"10 Very willing to take risks","2012","Not Working","higher education","16","","","","10"
"10 Very willing to take risks","2012","Full Time","in school","","","","","10"
"10 Very willing to take risks","2012","Full Time","inadequately","2","","","","10"
"10 Very willing to take risks","2012","Full Time","general elemantary","32","0.0382009295902019","0.023686838920586","0.0527150202598177","10"
"10 Very willing to take risks","2012","Full Time","middle vocational","89","0.0145500283061906","0.0111618428103637","0.0179382138020176","10"
"10 Very willing to take risks","2012","Full Time","vocational + Abi","17","","","","10"
"10 Very willing to take risks","2012","Full Time","higher vocational","14","","","","10"
"10 Very willing to take risks","2012","Full Time","higher education","15","","","","10"
"10 Very willing to take risks","2012","Part Time","in school","2","","","","10"
"10 Very willing to take risks","2012","Part Time","inadequately","3","","","","10"
"10 Very willing to take risks","2012","Part Time","general elemantary","25","","","","10"
"10 Very willing to take risks","2012","Part Time","middle vocational","56","0.0170079424643317","0.0128919734921748","0.0211239114364887","10"
"10 Very willing to take risks","2012","Part Time","vocational + Abi","7","","","","10"
"2","2012","Full Time","middle vocational","327","0.0723031244952811","0.0649748867779951","0.079631362212567","2"
"2","2012","Full Time","inadequately","6","","","","2"
"2","2012","Full Time","general elemantary","36","0.0504263080111316","0.0338570289374402","0.0669955870848231","2"
"2","2012","Full Time","higher vocational","79","0.0980448651669213","0.0789223449607081","0.117167385373135","2"
"2","2012","Full Time","higher education","257","0.0788673096606479","0.0692336569121682","0.0885009624091276","2"
"2","2012","Full Time","vocational + Abi","69","0.0783233689496228","0.0599894171748865","0.0966573207243591","2"
"2","2012","Full Time","in school","","","","","2"
"2","2012","Part Time","higher education","158","0.0959774557302441","0.0814023784486475","0.110552533011841","2"
"2","2012","Not Working","in school","19","","","","2"
"2","2012","Not Working","inadequately","22","","","","2"
"2","2012","Not Working","general elemantary","198","0.148034191902671","0.130285676788666","0.165782707016676","2"
"2","2012","Not Working","middle vocational","553","0.117486374959949","0.108536987256432","0.126435762663465","2"
"2","2012","Not Working","vocational + Abi","52","0.125926761607379","0.0941977623079705","0.157655760906788","2"
"2","2012","Part Time","in school","1","","","","2"
"2","2012","Part Time","inadequately","10","","","","2"
"2","2012","Part Time","higher vocational","49","0.130397914578628","0.0953687706558997","0.165427058501356","2"
"2","2012","Part Time","middle vocational","377","0.0943444246243673","0.0850395430218552","0.103649306226879","2"
"2","2012","Part Time","vocational + Abi","89","0.0908077637495126","0.0698197571313419","0.111795770367683","2"
"2","2012","Not Working","higher vocational","57","0.0992164973096838","0.0736684697346493","0.124764524884718","2"
"2","2012","Part Time","general elemantary","59","0.095706765098754","0.0738665122720318","0.117547017925476","2"
"2","2012","Not Working","higher education","137","0.0759589034545412","0.0628456622838318","0.0890721446252506","2"
"3","2012","Full Time","in school","","","","","3"
"3","2012","Full Time","inadequately","9","","","","3"
"3","2012","Full Time","general elemantary","63","0.091839397679201","0.069971525243954","0.113707270114448","3"
"3","2012","Full Time","middle vocational","538","0.104617857654551","0.0959577140302982","0.113278001278805","3"
"3","2012","Full Time","vocational + Abi","104","0.139178991056847","0.115559834353637","0.162798147760057","3"
"3","2012","Full Time","higher vocational","94","0.0888254481568791","0.0705314037641924","0.107119492549566","3"
"3","2012","Full Time","higher education","422","0.13714502565219","0.124849692223381","0.149440359080999","3"
"3","2012","Part Time","middle vocational","504","0.130596902144442","0.11987064441069","0.141323159878195","3"
"3","2012","Part Time","higher education","256","0.152486665881476","0.13469871901741","0.170274612745543","3"
"3","2012","Part Time","inadequately","9","","","","3"
"3","2012","Part Time","general elemantary","73","0.0848812257605539","0.0641904746847466","0.105571976836361","3"
"3","2012","Part Time","higher vocational","46","0.148818394904958","0.111795247402182","0.185841542407733","3"
"3","2012","Not Working","in school","29","","","","3"
"3","2012","Not Working","inadequately","21","","","","3"
"3","2012","Not Working","general elemantary","191","0.129845265281815","0.113046350534421","0.146644180029209","3"
"3","2012","Not Working","middle vocational","670","0.13250683882897","0.1230837987584","0.14192987889954","3"
"3","2012","Not Working","vocational + Abi","59","0.137429677688865","0.104502010340946","0.170357345036783","3"
"3","2012","Not Working","higher vocational","67","0.131316700386726","0.102453403541346","0.160179997232106","3"
"3","2012","Part Time","in school","8","","","","3"
"3","2012","Part Time","vocational + Abi","100","0.134283068159405","0.109378419093028","0.159187717225783","3"
"3","2012","Not Working","higher education","202","0.113991331170921","0.0982612863516936","0.129721375990148","3"
"4","2012","Full Time","in school","","","","","4"
"4","2012","Full Time","inadequately","6","","","","4"
"4","2012","Full Time","general elemantary","40","0.0369740320633305","0.0226858131534824","0.0512622509731787","4"
"4","2012","Full Time","middle vocational","435","0.0894289100197169","0.0813544429669119","0.0975033770725219","4"
"4","2012","Part Time","higher education","186","0.116697239127789","0.100810977744893","0.132583500510684","4"
"4","2012","Not Working","in school","39","0.100334175522142","0.0698848733041718","0.130783477740112","4"
"4","2012","Full Time","vocational + Abi","98","0.11117997974068","0.0897292867977961","0.132630672683564","4"
"4","2012","Full Time","higher vocational","91","0.0950282142446655","0.076170717656157","0.113885710833174","4"
"4","2012","Full Time","higher education","348","0.123863232307973","0.112088839112433","0.135637625503514","4"
"4","2012","Part Time","in school","6","","","","4"
"4","2012","Part Time","inadequately","9","","","","4"
"4","2012","Part Time","general elemantary","57","0.0779828280107088","0.0580760626688863","0.0978895933525313","4"
"4","2012","Part Time","middle vocational","405","0.109359084444043","0.0994244943438293","0.119293674544257","4"
"4","2012","Part Time","vocational + Abi","82","0.161292494831589","0.13442704063965","0.188157949023527","4"
"4","2012","Part Time","higher vocational","47","0.137920289731578","0.102051088396093","0.173789491067063","4"
"4","2012","Not Working","inadequately","9","","","","4"
"4","2012","Not Working","general elemantary","123","0.0745748594650025","0.0614457039711553","0.0877040149588497","4"
"4","2012","Not Working","middle vocational","510","0.103873142568151","0.0953935449606119","0.112352740175689","4"
"4","2012","Not Working","vocational + Abi","39","0.0871082002211711","0.0601393383358876","0.114077062106455","4"
"4","2012","Not Working","higher vocational","72","0.130558295839534","0.101765907632646","0.159350684046422","4"
"4","2012","Not Working","higher education","194","0.125867029479868","0.109449046396136","0.142285012563601","4"
"5","2012","Full Time","in school","","","","","5"
"5","2012","Full Time","inadequately","19","","","","5"
"5","2012","Full Time","middle vocational","1116","0.243708624172137","0.231560814128433","0.25585643421584","5"
"5","2012","Full Time","vocational + Abi","163","0.211336171107472","0.183477910576629","0.239194431638315","5"
"5","2012","Full Time","higher vocational","205","0.233880984401116","0.206661129139913","0.26110083966232","5"
"5","2012","Part Time","higher education","323","0.200053995664419","0.180259676392167","0.219848314936672","5"
"5","2012","Not Working","in school","63","0.14145353747378","0.106135131211479","0.176771943736082","5"
"5","2012","Full Time","general elemantary","146","0.267838210642708","0.234306903246107","0.301369518039308","5"
"5","2012","Not Working","general elemantary","322","0.212792934630149","0.192338239214542","0.233247630045756","5"
"5","2012","Not Working","inadequately","48","0.17978553121887","0.128335897625942","0.231235164811797","5"
"5","2012","Full Time","higher education","529","0.172251867440698","0.158755638048094","0.185748096833301","5"
"5","2012","Part Time","in school","13","","","","5"
"5","2012","Part Time","inadequately","20","","","","5"
"5","2012","Part Time","general elemantary","175","0.275730079021546","0.2425540807866","0.308906077256493","5"
"5","2012","Part Time","middle vocational","971","0.233959414298161","0.220483217287713","0.24743561130861","5"
"5","2012","Part Time","vocational + Abi","152","0.197240237416694","0.168175098765695","0.226305376067694","5"
"5","2012","Part Time","higher vocational","79","0.222939491325415","0.17964278733547","0.266236195315361","5"
"5","2012","Not Working","middle vocational","1229","0.244138752738571","0.232199469311491","0.256078036165651","5"
"5","2012","Not Working","vocational + Abi","112","0.247830437825813","0.206539129353257","0.289121746298369","5"
"5","2012","Not Working","higher vocational","138","0.274250001953362","0.236123930252629","0.312376073654094","5"
"5","2012","Not Working","higher education","365","0.240984656585853","0.219815915286865","0.262153397884841","5"
"6","2012","Part Time","higher vocational","41","0.099749284112814","0.0685768621827844","0.130921706042844","6"
"6","2012","Full Time","inadequately","15","","","","6"
"6","2012","Full Time","in school","","","","","6"
"6","2012","Full Time","general elemantary","57","0.0752110074997637","0.0552412533261361","0.0951807616733913","6"
"6","2012","Part Time","higher education","201","0.123089002695116","0.106832616652605","0.139345388737627","6"
"6","2012","Not Working","general elemantary","109","0.0644161348981734","0.0521471504388544","0.0766851193574923","6"
"6","2012","Full Time","middle vocational","632","0.118882612791689","0.109724752252615","0.128040473330764","6"
"6","2012","Not Working","inadequately","15","","","","6"
"6","2012","Not Working","in school","65","0.14871161715145","0.112651835596573","0.184771398706327","6"
"6","2012","Not Working","middle vocational","533","0.104814659634398","0.096301194606246","0.113328124662549","6"
"6","2012","Full Time","higher education","452","0.147872006302705","0.135184485245964","0.160559527359446","6"
"6","2012","Not Working","vocational + Abi","44","0.131060820501455","0.0987866880615515","0.163334952941359","6"
"6","2012","Not Working","higher vocational","59","0.085744403365255","0.0618172009213441","0.109671605809166","6"
"6","2012","Full Time","vocational + Abi","102","0.108543129024718","0.0873169191698192","0.129769338879617","6"
"6","2012","Full Time","higher vocational","130","0.156074225656451","0.132736530970172","0.17941192034273","6"
"6","2012","Part Time","general elemantary","75","0.101853733574548","0.0793997338476952","0.124307733301401","6"
"6","2012","Part Time","middle vocational","430","0.126423288392043","0.115844516223274","0.137002060560813","6"
"6","2012","Part Time","vocational + Abi","91","0.123911067391935","0.0998446752512666","0.147977459532604","6"
"6","2012","Not Working","higher education","222","0.137889402702171","0.120823785537336","0.154955019867007","6"
"6","2012","Part Time","in school","15","","","","6"
"6","2012","Part Time","inadequately","8","","","","6"
"7","2012","Part Time","inadequately","11","","","","7"
"7","2012","Part Time","in school","30","0.322039369712589","0.229528710736939","0.414550028688238","7"
"7","2012","Full Time","vocational + Abi","135","0.163447992492656","0.138215660801266","0.188680324184045","7"
"7","2012","Full Time","higher education","537","0.177748521748221","0.164084243179732","0.19141280031671","7"
"7","2012","Full Time","higher vocational","151","0.168318517084387","0.144259122310023","0.192377911858752","7"
"7","2012","Part Time","general elemantary","94","0.152825815640729","0.126113199725317","0.179538431556141","7"
"7","2012","Part Time","middle vocational","447","0.124411591464907","0.113905247296941","0.134917935632873","7"
"7","2012","Full Time","middle vocational","725","0.155120234950444","0.144876704788287","0.165363765112601","7"
"7","2012","Full Time","in school","","","","","7"
"7","2012","Full Time","inadequately","3","","","","7"
"7","2012","Full Time","general elemantary","116","0.15476600512432","0.127379478576757","0.182152531671884","7"
"7","2012","Part Time","higher education","228","0.165776790317038","0.147375866939072","0.184177713695003","7"
"7","2012","Not Working","in school","65","0.175277142826448","0.136744486578505","0.213809799074392","7"
"7","2012","Not Working","inadequately","21","","","","7"
"7","2012","Not Working","general elemantary","140","0.0722772406489277","0.059335883857263","0.0852185974405923","7"
"7","2012","Not Working","middle vocational","471","0.089654765920294","0.0817146176308075","0.0975949142097805","7"
"7","2012","Not Working","vocational + Abi","31","0.0803222414228732","0.0543290744123704","0.106315408433376","7"
"7","2012","Not Working","higher vocational","47","0.133088549113638","0.104060828530064","0.162116269697212","7"
"7","2012","Part Time","vocational + Abi","92","0.120679964452788","0.0968856654886981","0.144474263416878","7"
"7","2012","Part Time","higher vocational","47","0.142300854092716","0.105959160979892","0.178642547205541","7"
"7","2012","Not Working","higher education","185","0.107166381499919","0.0918558730806911","0.122476889919147","7"
"8","2012","Full Time","in school","","","","","8"
"8","2012","Part Time","vocational + Abi","43","0.056419781579251","0.0395664037621125","0.0732731593963896","8"
"8","2012","Part Time","general elemantary","65","0.0791583227538063","0.0591148727379864","0.0992017727696261","8"
"8","2012","Part Time","middle vocational","270","0.0715570616815485","0.0633521283423739","0.0797619950207231","8"
"8","2012","Part Time","higher vocational","23","","","","8"
"8","2012","Part Time","higher education","105","0.0838290506401517","0.0701163766362953","0.0975417246440081","8"
"8","2012","Not Working","in school","61","0.20147681018303","0.160826057662105","0.242127562703954","8"
"8","2012","Full Time","inadequately","9","","","","8"
"8","2012","Full Time","general elemantary","105","0.16871020739257","0.140353383031415","0.197067031753725","8"
"8","2012","Full Time","middle vocational","555","0.122242238583403","0.112973599834853","0.131510877331954","8"
"8","2012","Not Working","inadequately","14","","","","8"
"8","2012","Not Working","general elemantary","123","0.0543530858651943","0.043022652237152","0.0656835194932365","8"
"8","2012","Not Working","middle vocational","308","0.0609382822678419","0.0542896695869188","0.067586894948765","8"
"8","2012","Part Time","inadequately","10","","","","8"
"8","2012","Not Working","vocational + Abi","35","0.0651130254646475","0.0415171042233224","0.0887089467059726","8"
"8","2012","Not Working","higher vocational","29","","","","8"
"8","2012","Not Working","higher education","121","0.100334828786548","0.0854637877254918","0.115205869847604","8"
"8","2012","Full Time","vocational + Abi","78","0.0938533016332839","0.0739536648064116","0.113752938460156","8"
"8","2012","Full Time","higher vocational","113","0.102239182570814","0.0827573753433982","0.121720989798229","8"
"8","2012","Full Time","higher education","289","0.104636145633416","0.0936960272179949","0.115576264048836","8"
"8","2012","Part Time","in school","19","","","","8"
"9","2012","Full Time","inadequately","3","","","","9"
"9","2012","Full Time","general elemantary","40","0.073257330042155","0.0535278421518998","0.0929868179324101","9"
"9","2012","Full Time","middle vocational","156","0.0319779531962425","0.0269995974811242","0.0369563089113608","9"
"9","2012","Full Time","in school","","","","","9"
"9","2012","Part Time","higher vocational","3","","","","9"
"9","2012","Part Time","higher education","18","","","","9"
"9","2012","Not Working","in school","17","","","","9"
"9","2012","Not Working","inadequately","2","","","","9"
"9","2012","Full Time","vocational + Abi","18","","","","9"
"9","2012","Full Time","higher vocational","21","","","","9"
"9","2012","Full Time","higher education","71","0.0229139062319953","0.0175658328349971","0.0282619796289936","9"
"9","2012","Part Time","in school","4","","","","9"
"9","2012","Part Time","inadequately","4","","","","9"
"9","2012","Part Time","general elemantary","23","","","","9"
"9","2012","Part Time","middle vocational","81","0.0202471514740118","0.0157637107510364","0.0247305921969871","9"
"9","2012","Part Time","vocational + Abi","12","","","","9"
"9","2012","Not Working","general elemantary","37","0.0211895751156895","0.0139920972058529","0.028387053025526","9"
"9","2012","Not Working","middle vocational","81","0.0132676178187066","0.0100875599114878","0.0164476757259254","9"
"9","2012","Not Working","vocational + Abi","4","","","","9"
"9","2012","Not Working","higher education","20","","","","9"
"9","2012","Not Working","higher vocational","6","","","","9"
"0 Not at all Willing to take risks","2013","Part Time","inadequately","1","","","","0"
"0 Not at all Willing to take risks","2013","Part Time","general elemantary","25","","","","0"
"0 Not at all Willing to take risks","2013","Part Time","middle vocational","98","0.0448219200750917","0.0364757448255059","0.0531680953246776","0"
"0 Not at all Willing to take risks","2013","Full Time","higher vocational","16","","","","0"
"0 Not at all Willing to take risks","2013","Full Time","higher education","37","0.0155542309161748","0.010275565398228","0.0208328964341215","0"
"0 Not at all Willing to take risks","2013","Part Time","in school","1","","","","0"
"0 Not at all Willing to take risks","2013","Part Time","vocational + Abi","15","","","","0"
"0 Not at all Willing to take risks","2013","Part Time","higher vocational","15","","","","0"
"0 Not at all Willing to take risks","2013","Part Time","higher education","20","","","","0"
"0 Not at all Willing to take risks","2013","Not Working","in school","13","","","","0"
"0 Not at all Willing to take risks","2013","Not Working","inadequately","67","0.150123087679332","0.115757339572738","0.184488835785925","0"
"0 Not at all Willing to take risks","2013","Not Working","general elemantary","271","0.147358144815718","0.132364664101775","0.162351625529661","0"
"0 Not at all Willing to take risks","2013","Not Working","middle vocational","494","0.0913978968766013","0.0837971746724138","0.0989986190807888","0"
"0 Not at all Willing to take risks","2013","Not Working","vocational + Abi","74","0.0839535958618071","0.0649493855686776","0.102957806154937","0"
"0 Not at all Willing to take risks","2013","Not Working","higher vocational","32","0.070163413703168","0.0476395294355923","0.0926872979707437","0"
"0 Not at all Willing to take risks","2013","Not Working","higher education","106","0.0429593728395184","0.0347508796770417","0.0511678660019951","0"
"0 Not at all Willing to take risks","2013","Full Time","middle vocational","113","0.0341851049059397","0.0279216977135799","0.0404485120982995","0"
"0 Not at all Willing to take risks","2013","Full Time","vocational + Abi","8","","","","0"
"0 Not at all Willing to take risks","2013","Full Time","in school","","","","","0"
"0 Not at all Willing to take risks","2013","Full Time","inadequately","2","","","","0"
"0 Not at all Willing to take risks","2013","Full Time","general elemantary","19","","","","0"
"1","2013","Part Time","middle vocational","172","0.0727962441110845","0.0623167051915917","0.0832757830305774","1"
"1","2013","Full Time","higher education","84","0.0354063653218236","0.0275229057780496","0.0432898248655977","1"
"1","2013","Part Time","in school","1","","","","1"
"1","2013","Part Time","inadequately","4","","","","1"
"1","2013","Part Time","general elemantary","23","","","","1"
"1","2013","Part Time","vocational + Abi","22","","","","1"
"1","2013","Part Time","higher vocational","13","","","","1"
"1","2013","Full Time","in school","","","","","1"
