"plh0175","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Employed","Female","73","0.0267605737481427","0.0208439420480246","0.0326772054482607","0"
"0 Completely dissatisfied","1984","Employed","Male","153","0.0328896884321976","0.0277508350383069","0.0380285418260883","0"
"0 Completely dissatisfied","1984","Not Employed","Female","124","0.0368417598502304","0.0303902488103603","0.0432932708901006","0"
"0 Completely dissatisfied","1984","Not Employed","Male","92","0.0551917847449611","0.0426278309815832","0.0677557385083391","0"
"1 on Scale 1 to 10","1984","Employed","Female","37","0.0127308067978219","0.00862060887711011","0.0168410047185337","1"
"1 on Scale 1 to 10","1984","Employed","Male","52","0.0102416417465781","0.00734064180339369","0.0131426416897625","1"
"1 on Scale 1 to 10","1984","Not Employed","Female","61","0.0169257580082278","0.012507921283574","0.0213435947328817","1"
"1 on Scale 1 to 10","1984","Not Employed","Male","24","","","","1"
"10 Completely satisfied","1984","Employed","Female","421","0.150229347583618","0.137130133694667","0.163328561472569","10"
"10 Completely satisfied","1984","Employed","Male","566","0.118913245741743","0.109586657702902","0.128239833780585","10"
"10 Completely satisfied","1984","Not Employed","Female","573","0.181249304428069","0.168055912798626","0.194442696057513","10"
"10 Completely satisfied","1984","Not Employed","Male","193","0.162957219179633","0.142637022367743","0.183277415991522","10"
"2 on Scale 1 to 10","1984","Employed","Female","97","0.0319587276330776","0.02551022834909","0.0384072269170653","2"
"2 on Scale 1 to 10","1984","Employed","Male","140","0.0292662561854519","0.0244096600553368","0.0341228523155669","2"
"2 on Scale 1 to 10","1984","Not Employed","Female","132","0.037109192261013","0.0306352069468461","0.0435831775751798","2"
"2 on Scale 1 to 10","1984","Not Employed","Male","66","0.0504905328234315","0.0384437271028863","0.0625373385439768","2"
"3 on Scale 1 to 10","1984","Employed","Female","145","0.0520711715096977","0.0439259383852533","0.060216404634142","3"
"3 on Scale 1 to 10","1984","Employed","Male","255","0.0535666695663981","0.047078970792307","0.0600543683404893","3"
"3 on Scale 1 to 10","1984","Not Employed","Male","82","0.0613778566379449","0.0481719404400733","0.0745837728358165","3"
"3 on Scale 1 to 10","1984","Not Employed","Female","171","0.0510958544963041","0.0435545505671939","0.0586371584254143","3"
"4 on Scale 1 to 10","1984","Employed","Female","148","0.0489982224746996","0.041084190405749","0.0569122545436502","4"
"4 on Scale 1 to 10","1984","Employed","Male","275","0.0552734638889144","0.0486891619335726","0.0618577658442562","4"
"4 on Scale 1 to 10","1984","Not Employed","Female","174","0.0504908736629509","0.0429919582762792","0.0579897890496225","4"
"4 on Scale 1 to 10","1984","Not Employed","Male","69","0.0509716505528222","0.0388706516532801","0.0630726494523643","4"
"5 on Scale 1 to 10","1984","Employed","Male","855","0.181885974277962","0.170771092038802","0.193000856517121","5"
"5 on Scale 1 to 10","1984","Not Employed","Female","571","0.172732876936221","0.159786363552561","0.185679390319882","5"
"5 on Scale 1 to 10","1984","Not Employed","Male","202","0.154905999646314","0.134999087098876","0.174812912193752","5"
"5 on Scale 1 to 10","1984","Employed","Female","526","0.183353578845243","0.169166966356469","0.197540191334016","5"
"6 on Scale 1 to 10","1984","Employed","Male","442","0.0955297371055242","0.0870601004640563","0.103999373746992","6"
"6 on Scale 1 to 10","1984","Employed","Female","283","0.0965897393891055","0.085759825952068","0.107419652826143","6"
"6 on Scale 1 to 10","1984","Not Employed","Female","272","0.0856383526897883","0.0760546001373347","0.0952221052422418","6"
"6 on Scale 1 to 10","1984","Not Employed","Male","109","0.0874775747088185","0.0719326930584213","0.103022456359216","6"
"7 on Scale 1 to 10","1984","Employed","Female","379","0.133750901442411","0.121271701717389","0.146230101167432","7"
"7 on Scale 1 to 10","1984","Employed","Male","701","0.155591161690708","0.145147153875231","0.166035169506184","7"
"7 on Scale 1 to 10","1984","Not Employed","Female","417","0.122545701098135","0.111315081108274","0.133776321087996","7"
"7 on Scale 1 to 10","1984","Not Employed","Male","159","0.134011415321362","0.115268192828366","0.152754637814359","7"
"8 on Scale 1 to 10","1984","Employed","Male","819","0.184765773294445","0.173582979786808","0.195948566802083","8"
"8 on Scale 1 to 10","1984","Employed","Female","518","0.184968546120671","0.170733689241525","0.199203402999818","8"
"8 on Scale 1 to 10","1984","Not Employed","Female","535","0.167306631487301","0.154523373037259","0.180089889937342","8"
"8 on Scale 1 to 10","1984","Not Employed","Male","167","0.142213989510399","0.122997328927016","0.161430650093782","8"
"9 on Scale 1 to 10","1984","Employed","Female","231","0.0785883844555127","0.0687227958668013","0.0884539730442241","9"
"9 on Scale 1 to 10","1984","Employed","Male","369","0.0820763880700774","0.0741675855754726","0.0899851905646821","9"
"9 on Scale 1 to 10","1984","Not Employed","Female","245","0.0780636950817589","0.0688757699058396","0.0872516202576781","9"
"9 on Scale 1 to 10","1984","Not Employed","Male","106","0.0876122630861296","0.0720565670245535","0.103167959147706","9"
"0 Completely dissatisfied","1985","Employed","Female","53","0.0225185088609108","0.0168014329020572","0.0282355848197644","0"
"0 Completely dissatisfied","1985","Employed","Male","92","0.0246525226178701","0.0199438464479818","0.0293611987877585","0"
"0 Completely dissatisfied","1985","Not Employed","Female","83","0.0240268399217632","0.018484931764439","0.0295687480790874","0"
"0 Completely dissatisfied","1985","Not Employed","Male","59","0.0421632454989915","0.0307115844727435","0.0536149065252395","0"
"1 on Scale 1 to 10","1985","Employed","Female","26","","","","1"
"1 on Scale 1 to 10","1985","Employed","Male","42","0.00999682153825874","0.00697591198710249","0.013017731089415","1"
"1 on Scale 1 to 10","1985","Not Employed","Female","51","0.017676071586005","0.0129072365781762","0.0224449065938339","1"
"1 on Scale 1 to 10","1985","Not Employed","Male","22","","","","1"
"10 Completely satisfied","1985","Employed","Female","312","0.128939573939316","0.11602538506698","0.141853762811652","10"
"10 Completely satisfied","1985","Employed","Male","403","0.0946276201569764","0.0857394770636111","0.103515763250342","10"
"10 Completely satisfied","1985","Not Employed","Female","427","0.151165128703795","0.138201413697791","0.1641288437098","10"
"10 Completely satisfied","1985","Not Employed","Male","164","0.152214744678087","0.131744312580964","0.172685176775211","10"
"2 on Scale 1 to 10","1985","Employed","Male","115","0.0252010550750763","0.0204416206759117","0.0299604894742409","2"
"2 on Scale 1 to 10","1985","Not Employed","Female","99","0.0324697467899463","0.02605523234776","0.0388842612321325","2"
"2 on Scale 1 to 10","1985","Employed","Female","102","0.0421812329967928","0.0344357022379768","0.0499267637556088","2"
"2 on Scale 1 to 10","1985","Not Employed","Male","66","0.0489882887959863","0.0366885812286154","0.0612879963633572","2"
"3 on Scale 1 to 10","1985","Employed","Female","134","0.0521420151738457","0.0435752784740971","0.0607087518735943","3"
"3 on Scale 1 to 10","1985","Employed","Male","189","0.0455479264143198","0.03921652532958","0.0518793274990596","3"
"3 on Scale 1 to 10","1985","Not Employed","Male","74","0.0582175992337247","0.0448744559400363","0.071560742527413","3"
"3 on Scale 1 to 10","1985","Not Employed","Female","145","0.053688604014071","0.0455312342186005","0.0618459738095416","3"
"4 on Scale 1 to 10","1985","Employed","Female","126","0.0473616803848317","0.0391765151411417","0.0555468456285216","4"
"4 on Scale 1 to 10","1985","Employed","Male","258","0.059096741206344","0.0519362517249845","0.0662572306877035","4"
"4 on Scale 1 to 10","1985","Not Employed","Male","64","0.0490540235352217","0.0367464919531754","0.0613615551172681","4"
"4 on Scale 1 to 10","1985","Not Employed","Female","177","0.0511874153240921","0.0432118058964569","0.0591630247517272","4"
"5 on Scale 1 to 10","1985","Employed","Male","683","0.164217514338324","0.152967713646234","0.175467315030414","5"
"5 on Scale 1 to 10","1985","Employed","Female","451","0.175770540461788","0.161103348121422","0.190437732802154","5"
"5 on Scale 1 to 10","1985","Not Employed","Female","502","0.171449585027634","0.157809416120261","0.185089753935006","5"
"5 on Scale 1 to 10","1985","Not Employed","Male","196","0.158862230771692","0.138031734624775","0.179692726918609","5"
"6 on Scale 1 to 10","1985","Employed","Female","264","0.103024859304009","0.0913107008267025","0.114739017781315","6"
"6 on Scale 1 to 10","1985","Employed","Male","494","0.116259985230707","0.106526556576802","0.125993413884611","6"
"6 on Scale 1 to 10","1985","Not Employed","Male","117","0.0966896732175666","0.0798488137220833","0.11353053271305","6"
"6 on Scale 1 to 10","1985","Not Employed","Female","284","0.0983512306782269","0.0875741618630194","0.109128299493434","6"
"7 on Scale 1 to 10","1985","Employed","Female","413","0.153275956083317","0.139393770698803","0.167158141467832","7"
"7 on Scale 1 to 10","1985","Not Employed","Female","389","0.136005705761704","0.123599869039245","0.148411542484163","7"
"7 on Scale 1 to 10","1985","Not Employed","Male","154","0.135357235461415","0.11586261374326","0.15485185717957","7"
"7 on Scale 1 to 10","1985","Employed","Male","704","0.175517056414129","0.163965541067595","0.187068571760662","7"
