"plh0175","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Full Time","Female","42","0.0268071724126975","0.0189612168462484","0.0346531279791467","0"
"0 Completely dissatisfied","1984","Full Time","Male","103","0.0243631444902021","0.0195805496160366","0.0291457393643676","0"
"0 Completely dissatisfied","1984","Not Working","Female","124","0.0368417598502304","0.0303902488103603","0.0432932708901006","0"
"0 Completely dissatisfied","1984","Not Working","Male","92","0.0551917847449611","0.0426278309815832","0.0677557385083391","0"
"0 Completely dissatisfied","1984","Part Time","Female","31","0.0267055400711759","0.0176956738298355","0.0357154063125162","0"
"0 Completely dissatisfied","1984","Part Time","Male","50","0.0822452996486958","0.0608765022866742","0.103614097010717","0"
"1 on Scale 1 to 10","1984","Full Time","Female","16","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Male","41","0.00842323135963","0.00558821635935342","0.0112582463599066","1"
"1 on Scale 1 to 10","1984","Not Working","Female","61","0.0169257580082278","0.012507921283574","0.0213435947328817","1"
"1 on Scale 1 to 10","1984","Not Working","Male","24","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Female","21","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Male","11","","","","1"
"10 Completely satisfied","1984","Full Time","Female","229","0.13838117756127","0.121607936423662","0.155154418698878","10"
"10 Completely satisfied","1984","Full Time","Male","501","0.121365141487986","0.111235267974036","0.131495015001937","10"
"10 Completely satisfied","1984","Not Working","Female","573","0.181249304428069","0.168055912798626","0.194442696057513","10"
"10 Completely satisfied","1984","Not Working","Male","193","0.162957219179633","0.142637022367743","0.183277415991522","10"
"10 Completely satisfied","1984","Part Time","Female","192","0.164222202698369","0.143518077428296","0.184926327968441","10"
"10 Completely satisfied","1984","Part Time","Male","65","0.104720530144639","0.0809052081789116","0.128535852110366","10"
"2 on Scale 1 to 10","1984","Full Time","Male","102","0.025453370456954","0.0205676705732799","0.0303390703406281","2"
"2 on Scale 1 to 10","1984","Not Working","Female","132","0.037109192261013","0.0306352069468461","0.0435831775751798","2"
"2 on Scale 1 to 10","1984","Full Time","Female","56","0.0313489927726722","0.0228841995472291","0.0398137859981152","2"
"2 on Scale 1 to 10","1984","Not Working","Male","66","0.0504905328234315","0.0384437271028863","0.0625373385439768","2"
"2 on Scale 1 to 10","1984","Part Time","Female","41","0.0326788330623526","0.0227427743119951","0.0426148918127102","2"
"2 on Scale 1 to 10","1984","Part Time","Male","38","0.0513370162623224","0.0341724624841636","0.0685015700404812","2"
"3 on Scale 1 to 10","1984","Full Time","Male","200","0.0493644137993527","0.0426444512822644","0.056084376316441","3"
"3 on Scale 1 to 10","1984","Not Working","Male","82","0.0613778566379449","0.0481719404400733","0.0745837728358165","3"
"3 on Scale 1 to 10","1984","Not Working","Female","171","0.0510958544963041","0.0435545505671939","0.0586371584254143","3"
"3 on Scale 1 to 10","1984","Full Time","Female","83","0.0551151219813577","0.0440298659953945","0.0662003779673209","3"
"3 on Scale 1 to 10","1984","Part Time","Female","62","0.0484762232732969","0.0364737776714143","0.0604786688751795","3"
"3 on Scale 1 to 10","1984","Part Time","Male","55","0.0778912849418094","0.0570465332604647","0.0987360366231541","3"
"4 on Scale 1 to 10","1984","Full Time","Female","80","0.0491578698742391","0.0386558792385146","0.0596598605099635","4"
"4 on Scale 1 to 10","1984","Full Time","Male","230","0.0527549967081298","0.0458204865867507","0.0596895068295089","4"
"4 on Scale 1 to 10","1984","Part Time","Male","45","0.0698515259832293","0.0500259726927943","0.0896770792736643","4"
"4 on Scale 1 to 10","1984","Not Working","Female","174","0.0504908736629509","0.0429919582762792","0.0579897890496225","4"
"4 on Scale 1 to 10","1984","Not Working","Male","69","0.0509716505528222","0.0388706516532801","0.0630726494523643","4"
"4 on Scale 1 to 10","1984","Part Time","Female","68","0.0488096766547975","0.0367681316726916","0.0608512216369034","4"
"5 on Scale 1 to 10","1984","Not Working","Male","202","0.154905999646314","0.134999087098876","0.174812912193752","5"
"5 on Scale 1 to 10","1984","Full Time","Male","733","0.182483490664819","0.170501944083781","0.194465037245857","5"
"5 on Scale 1 to 10","1984","Not Working","Female","571","0.172732876936221","0.159786363552561","0.185679390319882","5"
"5 on Scale 1 to 10","1984","Full Time","Female","289","0.176878408731872","0.158343506527974","0.195413310935771","5"
"5 on Scale 1 to 10","1984","Part Time","Female","237","0.191000845644154","0.16903301285827","0.212968678430038","5"
"5 on Scale 1 to 10","1984","Part Time","Male","122","0.178427270882326","0.14864794568825","0.208206596076402","5"
"6 on Scale 1 to 10","1984","Full Time","Female","159","0.0935178402188009","0.0793746378502348","0.107661042587367","6"
"6 on Scale 1 to 10","1984","Full Time","Male","387","0.0968422727316636","0.0876680957860836","0.106016449677244","6"
"6 on Scale 1 to 10","1984","Not Working","Female","272","0.0856383526897883","0.0760546001373347","0.0952221052422418","6"
"6 on Scale 1 to 10","1984","Not Working","Male","109","0.0874775747088185","0.0719326930584213","0.103022456359216","6"
"6 on Scale 1 to 10","1984","Part Time","Female","124","0.100217695430935","0.083435975647425","0.116999415214444","6"
"6 on Scale 1 to 10","1984","Part Time","Male","55","0.0879321690272697","0.0659055068780855","0.109958831176454","6"
"7 on Scale 1 to 10","1984","Full Time","Female","228","0.143709127304726","0.126668965110937","0.160749289498516","7"
"7 on Scale 1 to 10","1984","Not Working","Female","417","0.122545701098135","0.111315081108274","0.133776321087996","7"
"7 on Scale 1 to 10","1984","Full Time","Male","631","0.161924596432088","0.150497108171687","0.173352084692489","7"
"7 on Scale 1 to 10","1984","Not Working","Male","159","0.134011415321362","0.115268192828366","0.152754637814359","7"
"7 on Scale 1 to 10","1984","Part Time","Female","151","0.121990096910697","0.103700356957917","0.140279836863476","7"
"7 on Scale 1 to 10","1984","Part Time","Male","70","0.118930288904838","0.0937527891102381","0.144107788699437","7"
"8 on Scale 1 to 10","1984","Full Time","Female","297","0.190286135526084","0.171218789340194","0.209353481711974","8"
"8 on Scale 1 to 10","1984","Full Time","Male","735","0.192797979116772","0.180560409267961","0.205035548965583","8"
"8 on Scale 1 to 10","1984","Not Working","Female","535","0.167306631487301","0.154523373037259","0.180089889937342","8"
"8 on Scale 1 to 10","1984","Part Time","Female","221","0.178688398387365","0.15727933380795","0.200097462966781","8"
"8 on Scale 1 to 10","1984","Not Working","Male","167","0.142213989510399","0.122997328927016","0.161430650093782","8"
