"plh0175","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","16-34 y.","Male","109","0.0487257574589681","0.0396923232430762","0.0577591916748601","0"
"0 Completely dissatisfied","1984","16-34 y.","Female","88","0.044635438551757","0.0361198544528553","0.0531510226506587","0"
"0 Completely dissatisfied","1984","35-65 y.","Male","128","0.0386699181740311","0.0319979524892702","0.045341883858792","0"
"0 Completely dissatisfied","1984","35-65 y.","Female","94","0.0306973368108509","0.0246329396102647","0.036761734011437","0"
"0 Completely dissatisfied","1984","66 and older","Male","8","","","","0"
"0 Completely dissatisfied","1984","66 and older","Female","15","","","","0"
"1 on Scale 1 to 10","1984","16-34 y.","Male","40","0.0164807663195987","0.0111388036673041","0.0218227289718933","1"
"1 on Scale 1 to 10","1984","16-34 y.","Female","45","0.0200446290517249","0.0142651041922159","0.025824153911234","1"
"1 on Scale 1 to 10","1984","35-65 y.","Male","34","0.00929543637202342","0.00597467335116829","0.0126161993928786","1"
"1 on Scale 1 to 10","1984","35-65 y.","Female","38","0.0109205183918785","0.00726671807153701","0.0145743187122201","1"
"1 on Scale 1 to 10","1984","66 and older","Male","2","","","","1"
"1 on Scale 1 to 10","1984","66 and older","Female","15","","","","1"
"10 Completely satisfied","1984","16-34 y.","Female","307","0.122594076231071","0.109069458479783","0.136118693982359","10"
"10 Completely satisfied","1984","16-34 y.","Male","232","0.0914823510334312","0.079385953229701","0.103578748837161","10"
"10 Completely satisfied","1984","35-65 y.","Male","418","0.135416489551229","0.123575986310978","0.147256992791479","10"
"10 Completely satisfied","1984","66 and older","Female","155","0.201341106364573","0.172943574360674","0.229738638368472","10"
"10 Completely satisfied","1984","35-65 y.","Female","532","0.182512418341989","0.16893258694771","0.196092249736267","10"
"10 Completely satisfied","1984","66 and older","Male","109","0.21160543816454","0.176017071623657","0.247193804705422","10"
"2 on Scale 1 to 10","1984","16-34 y.","Male","109","0.0564656764327907","0.0467808501051712","0.0661505027604102","2"
"2 on Scale 1 to 10","1984","16-34 y.","Female","109","0.0465556013152482","0.0378675249091909","0.0552436777213055","2"
"2 on Scale 1 to 10","1984","35-65 y.","Male","81","0.0210836371650403","0.0161122627601943","0.0260550115698862","2"
"2 on Scale 1 to 10","1984","35-65 y.","Female","96","0.0285803708465767","0.0227224303860561","0.0344383113070973","2"
"2 on Scale 1 to 10","1984","66 and older","Male","16","","","","2"
"2 on Scale 1 to 10","1984","66 and older","Female","24","","","","2"
"3 on Scale 1 to 10","1984","16-34 y.","Female","121","0.0543733175362258","0.045022647101176","0.0637239879712757","3"
"3 on Scale 1 to 10","1984","35-65 y.","Male","180","0.0557458803698377","0.0478065889295678","0.0636851718101076","3"
"3 on Scale 1 to 10","1984","16-34 y.","Male","142","0.0655081644667479","0.055126758155703","0.0758895707777927","3"
"3 on Scale 1 to 10","1984","35-65 y.","Female","155","0.0488717425196344","0.0412919722996323","0.0564515127396365","3"
"3 on Scale 1 to 10","1984","66 and older","Male","15","","","","3"
"3 on Scale 1 to 10","1984","66 and older","Female","40","0.0533685065661928","0.0374513053794229","0.0692857077529627","3"
"4 on Scale 1 to 10","1984","16-34 y.","Female","122","0.0496686037449059","0.0407094190442623","0.0586277884455494","4"
"4 on Scale 1 to 10","1984","35-65 y.","Female","161","0.0489479498273102","0.0413625761173569","0.0565333235372636","4"
"4 on Scale 1 to 10","1984","35-65 y.","Male","190","0.0563731652195447","0.0483919823326116","0.0643543481064779","4"
"4 on Scale 1 to 10","1984","16-34 y.","Male","133","0.0556587376622638","0.0460392514341789","0.0652782238903487","4"
"4 on Scale 1 to 10","1984","66 and older","Male","21","","","","4"
"4 on Scale 1 to 10","1984","66 and older","Female","39","0.0522539572394353","0.0364945713893246","0.0680133430895461","4"
"5 on Scale 1 to 10","1984","16-34 y.","Male","360","0.163813853743235","0.148284709800961","0.17934299768551","5"
"5 on Scale 1 to 10","1984","16-34 y.","Female","427","0.192588860585111","0.176327648059426","0.208850073110796","5"
"5 on Scale 1 to 10","1984","66 and older","Female","130","0.169268057261195","0.142712729503192","0.195823385019198","5"
"5 on Scale 1 to 10","1984","35-65 y.","Male","611","0.183612807709669","0.170215100319999","0.19701051509934","5"
"5 on Scale 1 to 10","1984","35-65 y.","Female","540","0.170927520442259","0.157692950547368","0.18416209033715","5"
"5 on Scale 1 to 10","1984","66 and older","Male","86","0.168134115084839","0.135548388371956","0.200719841797723","5"
"6 on Scale 1 to 10","1984","35-65 y.","Female","294","0.0951789668873151","0.0848618245325678","0.105496109242062","6"
"6 on Scale 1 to 10","1984","16-34 y.","Female","199","0.0905824017012453","0.0787467120645546","0.102418091337936","6"
"6 on Scale 1 to 10","1984","35-65 y.","Male","297","0.0912449254513745","0.0812803523841034","0.101209498518646","6"
"6 on Scale 1 to 10","1984","16-34 y.","Male","209","0.0983004097375438","0.0858084861763376","0.11079233329875","6"
"6 on Scale 1 to 10","1984","66 and older","Male","45","0.0891228192668254","0.0642973651289637","0.113948273404687","6"
"6 on Scale 1 to 10","1984","66 and older","Female","62","0.0782492936012232","0.0592306010186378","0.0972679861838087","6"
