"plh0175","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1985","66 and older","East Germany","","","","","3"
"4 on Scale 1 to 10","1985","35-65 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1985","35-65 y.","West Germany","335","0.0546308522719346","0.0487558314296247","0.0605058731142445","4"
"4 on Scale 1 to 10","1985","16-34 y.","West Germany","241","0.0557362827976969","0.0486392786551629","0.0628332869402308","4"
"4 on Scale 1 to 10","1985","16-34 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1985","66 and older","West Germany","49","0.0421110869002825","0.0302798519378754","0.0539423218626897","4"
"4 on Scale 1 to 10","1985","66 and older","East Germany","","","","","4"
"5 on Scale 1 to 10","1985","16-34 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1985","16-34 y.","West Germany","686","0.172080907850575","0.160404219204039","0.183757596497112","5"
"5 on Scale 1 to 10","1985","35-65 y.","West Germany","988","0.172460368932438","0.16269409801696","0.182226639847917","5"
"5 on Scale 1 to 10","1985","35-65 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1985","66 and older","West Germany","158","0.149910238877133","0.128881059701306","0.170939418052961","5"
"5 on Scale 1 to 10","1985","66 and older","East Germany","","","","","5"
"6 on Scale 1 to 10","1985","16-34 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1985","16-34 y.","West Germany","423","0.10767849590556","0.0980892473275092","0.117267744483611","6"
"6 on Scale 1 to 10","1985","35-65 y.","West Germany","614","0.102269714190632","0.0944365691018498","0.110102859279414","6"
"6 on Scale 1 to 10","1985","35-65 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1985","66 and older","West Germany","122","0.109322848153036","0.0909409690567715","0.1277047272493","6"
"6 on Scale 1 to 10","1985","66 and older","East Germany","","","","","6"
"7 on Scale 1 to 10","1985","16-34 y.","West Germany","614","0.157725540626819","0.146450003609295","0.169001077644344","7"
"7 on Scale 1 to 10","1985","35-65 y.","West Germany","885","0.152880140835367","0.143576826821615","0.162183454849119","7"
"7 on Scale 1 to 10","1985","16-34 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1985","35-65 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1985","66 and older","West Germany","161","0.146070885457704","0.125265918900561","0.166875852014847","7"
"7 on Scale 1 to 10","1985","66 and older","East Germany","","","","","7"
"8 on Scale 1 to 10","1985","16-34 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1985","66 and older","West Germany","199","0.17763151394812","0.155116743733261","0.20014628416298","8"
"8 on Scale 1 to 10","1985","35-65 y.","West Germany","1113","0.193809141544245","0.183590438590316","0.204027844498175","8"
"8 on Scale 1 to 10","1985","35-65 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1985","16-34 y.","West Germany","727","0.181651777193418","0.169724307978203","0.193579246408634","8"
"8 on Scale 1 to 10","1985","66 and older","East Germany","","","","","8"
"9 on Scale 1 to 10","1985","35-65 y.","West Germany","472","0.0803899536244094","0.073360971256278","0.0874189359925408","9"
"9 on Scale 1 to 10","1985","35-65 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1985","66 and older","West Germany","96","0.0840585897331811","0.0677130533208417","0.10040412614552","9"
"9 on Scale 1 to 10","1985","16-34 y.","West Germany","328","0.0819651238015822","0.0734791136546153","0.090451133948549","9"
"9 on Scale 1 to 10","1985","16-34 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1985","66 and older","East Germany","","","","","9"
"0 Completely dissatisfied","1986","16-34 y.","West Germany","107","0.0298472201245771","0.0245705285559532","0.0351239116932009","0"
"0 Completely dissatisfied","1986","16-34 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1986","35-65 y.","West Germany","88","0.0164777952542449","0.0131047926039482","0.0198507979045415","0"
"0 Completely dissatisfied","1986","35-65 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1986","66 and older","West Germany","7","","","","0"
"0 Completely dissatisfied","1986","66 and older","East Germany","","","","","0"
"1 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","35-65 y.","West Germany","68","0.011437456301469","0.00862009953333324","0.0142548130696048","1"
"1 on Scale 1 to 10","1986","16-34 y.","West Germany","51","0.00983724043344919","0.00677683026384232","0.0128976506030561","1"
"1 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","66 and older","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","66 and older","West Germany","9","","","","1"
"10 Completely satisfied","1986","16-34 y.","East Germany","","","","","10"
"10 Completely satisfied","1986","16-34 y.","West Germany","352","0.0792808849632072","0.070902939602731","0.0876588303236834","10"
"10 Completely satisfied","1986","35-65 y.","East Germany","","","","","10"
"10 Completely satisfied","1986","35-65 y.","West Germany","545","0.10341583453528","0.0953478677911056","0.111483801279455","10"
"10 Completely satisfied","1986","66 and older","West Germany","189","0.182417978591009","0.158924414841108","0.20591154234091","10"
"10 Completely satisfied","1986","66 and older","East Germany","","","","","10"
"2 on Scale 1 to 10","1986","66 and older","West Germany","22","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","West Germany","174","0.0289099440638732","0.0244705016612779","0.0333493864664686","2"
"2 on Scale 1 to 10","1986","16-34 y.","West Germany","139","0.0345075003023662","0.0288474420407019","0.0401675585640306","2"
"2 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1986","66 and older","East Germany","","","","","2"
"3 on Scale 1 to 10","1986","16-34 y.","West Germany","238","0.0607576699537066","0.0533500433452657","0.0681652965621476","3"
"3 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1986","66 and older","West Germany","29","","","","3"
"3 on Scale 1 to 10","1986","35-65 y.","West Germany","260","0.0457467634919471","0.0402108785595137","0.0512826484243806","3"
"3 on Scale 1 to 10","1986","66 and older","East Germany","","","","","3"
"4 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1986","16-34 y.","West Germany","259","0.0675977821772078","0.0598128009111536","0.075382763443262","4"
"4 on Scale 1 to 10","1986","35-65 y.","West Germany","329","0.0558322214988772","0.0497488815212728","0.0619155614764815","4"
"4 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1986","66 and older","West Germany","53","0.054423089954033","0.0406227609086841","0.0682234189993819","4"
"4 on Scale 1 to 10","1986","66 and older","East Germany","","","","","4"
"5 on Scale 1 to 10","1986","16-34 y.","West Germany","627","0.158818899428349","0.147484838484705","0.170152960371993","5"
"5 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1986","35-65 y.","West Germany","915","0.16891208377657","0.158984835343632","0.178839332209508","5"
"5 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1986","66 and older","West Germany","157","0.152855338220642","0.130964191653962","0.174746484787322","5"
"5 on Scale 1 to 10","1986","66 and older","East Germany","","","","","5"
"6 on Scale 1 to 10","1986","35-65 y.","West Germany","608","0.11061701124062","0.102306448818102","0.118927573663138","6"
"6 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","66 and older","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","16-34 y.","West Germany","458","0.114686539278915","0.10480568585452","0.12456739270331","6"
"6 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","66 and older","West Germany","119","0.111117286853244","0.0919984063530857","0.130236167353403","6"
"7 on Scale 1 to 10","1986","16-34 y.","West Germany","661","0.164563715364168","0.153065950894276","0.17606147983406","7"
"7 on Scale 1 to 10","1986","35-65 y.","West Germany","859","0.158320969786351","0.148648942323614","0.167992997249089","7"
"7 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1986","66 and older","West Germany","139","0.134118223244636","0.11338711067863","0.154849335810642","7"
"7 on Scale 1 to 10","1986","66 and older","East Germany","","","","","7"
"8 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1986","35-65 y.","West Germany","1149","0.213694764195691","0.202833820277162","0.224555708114221","8"
"8 on Scale 1 to 10","1986","16-34 y.","West Germany","744","0.189008096255755","0.176867551833127","0.201148640678382","8"
"8 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1986","66 and older","West Germany","206","0.197306576056136","0.173096561706292","0.221516590405981","8"
"8 on Scale 1 to 10","1986","66 and older","East Germany","","","","","8"
"9 on Scale 1 to 10","1986","35-65 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1986","35-65 y.","West Germany","477","0.0866351558550757","0.0791819301542102","0.0940883815559412","9"
"9 on Scale 1 to 10","1986","16-34 y.","West Germany","359","0.0910944517182996","0.0821717774359913","0.100017126000608","9"
"9 on Scale 1 to 10","1986","16-34 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1986","66 and older","West Germany","108","0.101730207741608","0.0833403750750926","0.120120040408123","9"
"9 on Scale 1 to 10","1986","66 and older","East Germany","","","","","9"
"0 Completely dissatisfied","1987","16-34 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1987","16-34 y.","West Germany","88","0.023765721604518","0.0190156290441348","0.0285158141649013","0"
"0 Completely dissatisfied","1987","35-65 y.","West Germany","88","0.0181894274304092","0.0146138505265218","0.0217650043342967","0"
"0 Completely dissatisfied","1987","35-65 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1987","66 and older","West Germany","9","","","","0"
"0 Completely dissatisfied","1987","66 and older","East Germany","","","","","0"
"1 on Scale 1 to 10","1987","35-65 y.","West Germany","76","0.0133139514144718","0.0102472906661929","0.0163806121627506","1"
"1 on Scale 1 to 10","1987","16-34 y.","West Germany","50","0.0116196147590623","0.0082776068986648","0.0149616226194598","1"
"1 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1987","66 and older","West Germany","6","","","","1"
"1 on Scale 1 to 10","1987","66 and older","East Germany","","","","","1"
"10 Completely satisfied","1987","16-34 y.","East Germany","","","","","10"
"10 Completely satisfied","1987","16-34 y.","West Germany","282","0.0665038990336476","0.0587337499522018","0.0742740481150934","10"
"10 Completely satisfied","1987","35-65 y.","West Germany","468","0.0933859321428212","0.08560064360941","0.101171220676232","10"
"10 Completely satisfied","1987","35-65 y.","East Germany","","","","","10"
"10 Completely satisfied","1987","66 and older","West Germany","195","0.178675268298375","0.155839011623671","0.201511524973079","10"
"10 Completely satisfied","1987","66 and older","East Germany","","","","","10"
"2 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1987","66 and older","West Germany","23","","","","2"
"2 on Scale 1 to 10","1987","16-34 y.","West Germany","131","0.0363441619331625","0.0305079930459568","0.0421803308203683","2"
"2 on Scale 1 to 10","1987","35-65 y.","West Germany","146","0.0273908293183953","0.023023715330326","0.0317579433064646","2"
"2 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1987","66 and older","East Germany","","","","","2"
"3 on Scale 1 to 10","1987","16-34 y.","West Germany","205","0.054551077069071","0.0474688435273407","0.0616333106108012","3"
"3 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1987","66 and older","West Germany","36","0.0376845893401644","0.02633249849527","0.0490366801850589","3"
"3 on Scale 1 to 10","1987","35-65 y.","West Germany","240","0.0443379845922378","0.0388303782272282","0.0498455909572474","3"
"3 on Scale 1 to 10","1987","66 and older","East Germany","","","","","3"
"4 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1987","16-34 y.","West Germany","224","0.0607567783962186","0.0533071270661452","0.068206429726292","4"
"4 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1987","35-65 y.","West Germany","307","0.0528743725023043","0.0468868223516152","0.0588619226529933","4"
"4 on Scale 1 to 10","1987","66 and older","West Germany","40","0.0366468703806252","0.0254461373387127","0.0478476034225377","4"
"4 on Scale 1 to 10","1987","66 and older","East Germany","","","","","4"
"5 on Scale 1 to 10","1987","16-34 y.","West Germany","692","0.174969284422835","0.163120726123446","0.186817842722224","5"
"5 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1987","35-65 y.","West Germany","880","0.165297964132141","0.155359432013632","0.17523649625065","5"
"5 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1987","66 and older","West Germany","141","0.133080819234136","0.112832812208458","0.153328826259813","5"
"5 on Scale 1 to 10","1987","66 and older","East Germany","","","","","5"
"6 on Scale 1 to 10","1987","16-34 y.","West Germany","460","0.114210869373195","0.104291856924469","0.124129881821922","6"
"6 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1987","35-65 y.","West Germany","626","0.112293800077727","0.103846162511455","0.120741437643999","6"
"6 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","6"
"6 on Scale 1 to 10","1987","66 and older","West Germany","113","0.104299996603957","0.0860795642100392","0.122520428997874","6"
"6 on Scale 1 to 10","1987","66 and older","East Germany","","","","","6"
"7 on Scale 1 to 10","1987","16-34 y.","West Germany","662","0.168442889545392","0.156771517171887","0.180114261918898","7"
"7 on Scale 1 to 10","1987","35-65 y.","West Germany","954","0.174130355614573","0.163983867474299","0.184276843754846","7"
"7 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","7"
"7 on Scale 1 to 10","1987","66 and older","West Germany","174","0.160737950866854","0.138843036532022","0.182632865201686","7"
"7 on Scale 1 to 10","1987","66 and older","East Germany","","","","","7"
"8 on Scale 1 to 10","1987","16-34 y.","West Germany","799","0.199119410595053","0.186665944972612","0.211572876217495","8"
"8 on Scale 1 to 10","1987","35-65 y.","West Germany","1147","0.218567225736175","0.207509620333339","0.229624831139012","8"
"8 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","8"
"8 on Scale 1 to 10","1987","66 and older","West Germany","238","0.223108409051533","0.198290029383415","0.247926788719651","8"
"8 on Scale 1 to 10","1987","66 and older","East Germany","","","","","8"
"9 on Scale 1 to 10","1987","16-34 y.","West Germany","357","0.0897162932678439","0.0808043258753373","0.0986282606603506","9"
"9 on Scale 1 to 10","1987","35-65 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1987","35-65 y.","West Germany","434","0.0802181570387448","0.0729503813818249","0.0874859326956648","9"
"9 on Scale 1 to 10","1987","16-34 y.","East Germany","","","","","9"
"9 on Scale 1 to 10","1987","66 and older","West Germany","106","0.0920234258204346","0.0747919781899149","0.109254873450954","9"
"9 on Scale 1 to 10","1987","66 and older","East Germany","","","","","9"
"0 Completely dissatisfied","1988","16-34 y.","West Germany","82","0.0203155520511942","0.015804426497474","0.0248266776049144","0"
"0 Completely dissatisfied","1988","16-34 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","West Germany","96","0.0185522312445861","0.0148477922707189","0.0222566702184534","0"
"0 Completely dissatisfied","1988","35-65 y.","East Germany","","","","","0"
"0 Completely dissatisfied","1988","66 and older","West Germany","12","","","","0"
"0 Completely dissatisfied","1988","66 and older","East Germany","","","","","0"
"1 on Scale 1 to 10","1988","16-34 y.","West Germany","57","0.0143185449006883","0.010519755398327","0.0181173344030496","1"
"1 on Scale 1 to 10","1988","16-34 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","West Germany","49","0.010432523771859","0.00764314062740863","0.0132219069163094","1"
"1 on Scale 1 to 10","1988","66 and older","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","66 and older","West Germany","10","","","","1"
"10 Completely satisfied","1988","16-34 y.","West Germany","291","0.0693093579690884","0.06118804765736","0.0774306682808168","10"
"10 Completely satisfied","1988","16-34 y.","East Germany","","","","","10"
"10 Completely satisfied","1988","35-65 y.","West Germany","416","0.0865548074292907","0.0788355127762199","0.0942741020823614","10"
"10 Completely satisfied","1988","35-65 y.","East Germany","","","","","10"
"10 Completely satisfied","1988","66 and older","West Germany","178","0.165497126999313","0.143029568530683","0.187964685467942","10"
"10 Completely satisfied","1988","66 and older","East Germany","","","","","10"
"2 on Scale 1 to 10","1988","35-65 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1988","66 and older","West Germany","20","","","","2"
"2 on Scale 1 to 10","1988","16-34 y.","West Germany","125","0.0302476028952035","0.0247710989385953","0.0357241068518116","2"
"2 on Scale 1 to 10","1988","16-34 y.","East Germany","","","","","2"
"2 on Scale 1 to 10","1988","35-65 y.","West Germany","152","0.0279829878297395","0.0234553180037808","0.0325106576556983","2"
"2 on Scale 1 to 10","1988","66 and older","East Germany","","","","","2"
"3 on Scale 1 to 10","1988","16-34 y.","West Germany","212","0.0609135495524607","0.0532657370080141","0.0685613620969072","3"
"3 on Scale 1 to 10","1988","16-34 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1988","35-65 y.","West Germany","218","0.0410292486925574","0.0355837176622566","0.0464747797228583","3"
"3 on Scale 1 to 10","1988","35-65 y.","East Germany","","","","","3"
"3 on Scale 1 to 10","1988","66 and older","West Germany","36","0.0394673294608147","0.0276961041082903","0.051238554813339","3"
"3 on Scale 1 to 10","1988","66 and older","East Germany","","","","","3"
"4 on Scale 1 to 10","1988","35-65 y.","East Germany","","","","","4"
"4 on Scale 1 to 10","1988","16-34 y.","West Germany","218","0.0572801659884222","0.0498496161819038","0.0647107157949406","4"
"4 on Scale 1 to 10","1988","35-65 y.","West Germany","322","0.0626993594406222","0.0560441491455099","0.0693545697357346","4"
"4 on Scale 1 to 10","1988","66 and older","West Germany","46","0.0450167499674761","0.0324815380948103","0.0575519618401419","4"
"4 on Scale 1 to 10","1988","66 and older","East Germany","","","","","4"
"4 on Scale 1 to 10","1988","16-34 y.","East Germany","","","","","4"
"5 on Scale 1 to 10","1988","16-34 y.","East Germany","","","","","5"
"5 on Scale 1 to 10","1988","16-34 y.","West Germany","589","0.162616336000402","0.150816612754189","0.174416059246614","5"
"5 on Scale 1 to 10","1988","35-65 y.","West Germany","813","0.157094201685509","0.147104319356263","0.167084084014754","5"
"5 on Scale 1 to 10","1988","35-65 y.","East Germany","","","","","5"
