"plh0175","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","1990","16-34 y.","indirect migration background","18","","","","10"
"10 Completely satisfied","1990","35-65 y.","direct migration background","106","0.0687592520030451","0.0565347906221815","0.0809837133839088","10"
"10 Completely satisfied","1990","35-65 y.","no migration background","381","0.073425309824559","0.0664735804029705","0.0803770392461475","10"
"10 Completely satisfied","1990","35-65 y.","indirect migration background","","","","","10"
"10 Completely satisfied","1990","66 and older","no migration background","210","0.163996545272161","0.14443953307404","0.183553557470282","10"
"10 Completely satisfied","1990","66 and older","direct migration background","19","","","","10"
"10 Completely satisfied","1990","66 and older","indirect migration background","2","","","","10"
"2 on Scale 1 to 10","1990","16-34 y.","no migration background","155","0.0338775989534616","0.0283195384040731","0.0394356595028502","2"
"2 on Scale 1 to 10","1990","16-34 y.","direct migration background","30","0.0254273420641201","0.0152385894547454","0.0356160946734948","2"
"2 on Scale 1 to 10","1990","35-65 y.","no migration background","147","0.0243266221102223","0.0202205848930354","0.0284326593274092","2"
"2 on Scale 1 to 10","1990","35-65 y.","direct migration background","58","0.0379971937419871","0.0287609133912811","0.0472334740926931","2"
"2 on Scale 1 to 10","1990","35-65 y.","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1990","66 and older","no migration background","40","0.0239581588563623","0.0158813080878441","0.0320350096248804","2"
"2 on Scale 1 to 10","1990","66 and older","direct migration background","2","","","","2"
"2 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","16-34 y.","indirect migration background","7","","","","2"
"3 on Scale 1 to 10","1990","35-65 y.","direct migration background","90","0.0507450691315246","0.0401422456627296","0.0613478926003195","3"
"3 on Scale 1 to 10","1990","66 and older","no migration background","63","0.0376776106504837","0.0276202715594412","0.0477349497415263","3"
"3 on Scale 1 to 10","1990","35-65 y.","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1990","16-34 y.","no migration background","280","0.0617661378168573","0.0543703973724251","0.0691618782612895","3"
"3 on Scale 1 to 10","1990","16-34 y.","direct migration background","57","0.056402669613577","0.0414710607475292","0.0713342784796248","3"
"3 on Scale 1 to 10","1990","16-34 y.","indirect migration background","9","","","","3"
"3 on Scale 1 to 10","1990","35-65 y.","no migration background","282","0.0489918844342185","0.04323902273749","0.0547447461309469","3"
"3 on Scale 1 to 10","1990","66 and older","direct migration background","6","","","","3"
"3 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1990","35-65 y.","indirect migration background","2","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","no migration background","274","0.0633378490606643","0.0558548786575916","0.070820819463737","4"
"4 on Scale 1 to 10","1990","35-65 y.","direct migration background","114","0.0798830196376778","0.0667857148258077","0.0929803244495479","4"
"4 on Scale 1 to 10","1990","66 and older","direct migration background","4","","","","4"
"4 on Scale 1 to 10","1990","16-34 y.","direct migration background","72","0.110080567810316","0.0898226829339399","0.130338452686692","4"
"4 on Scale 1 to 10","1990","16-34 y.","indirect migration background","15","","","","4"
"4 on Scale 1 to 10","1990","66 and older","no migration background","79","0.0513276934544452","0.0396726175397319","0.0629827693691586","4"
"4 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1990","35-65 y.","no migration background","308","0.0523075777009839","0.046373602076406","0.0582415533255618","4"
"5 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1990","16-34 y.","no migration background","728","0.175735875194866","0.164043188855321","0.18742856153441","5"
"5 on Scale 1 to 10","1990","16-34 y.","direct migration background","159","0.189828504924183","0.164446108871505","0.215210900976862","5"
"5 on Scale 1 to 10","1990","66 and older","no migration background","231","0.164210852911952","0.144643575012105","0.183778130811799","5"
"5 on Scale 1 to 10","1990","16-34 y.","indirect migration background","42","0.133428839370026","0.0919367592299945","0.174920919510057","5"
"5 on Scale 1 to 10","1990","35-65 y.","no migration background","1006","0.165596546262787","0.155689517281449","0.175503575244125","5"
"5 on Scale 1 to 10","1990","35-65 y.","indirect migration background","4","","","","5"
"5 on Scale 1 to 10","1990","66 and older","direct migration background","18","","","","5"
"5 on Scale 1 to 10","1990","35-65 y.","direct migration background","320","0.188477272974565","0.169583747053585","0.207370798895545","5"
"6 on Scale 1 to 10","1990","16-34 y.","indirect migration background","37","0.175109068963495","0.128733332228283","0.221484805698707","6"
"6 on Scale 1 to 10","1990","66 and older","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1990","16-34 y.","direct migration background","133","0.137612433583761","0.115315584006854","0.159909283160667","6"
"6 on Scale 1 to 10","1990","16-34 y.","no migration background","474","0.115998907574426","0.106160966048828","0.125836849100025","6"
"6 on Scale 1 to 10","1990","66 and older","direct migration background","9","","","","6"
"6 on Scale 1 to 10","1990","35-65 y.","no migration background","644","0.116053702042664","0.107517352509979","0.124590051575349","6"
"6 on Scale 1 to 10","1990","35-65 y.","indirect migration background","2","","","","6"
"6 on Scale 1 to 10","1990","66 and older","no migration background","129","0.0840017724655015","0.0693505904917901","0.0986529544392129","6"
"6 on Scale 1 to 10","1990","35-65 y.","direct migration background","224","0.129842461592798","0.113604164263083","0.146080758922514","6"
"7 on Scale 1 to 10","1990","16-34 y.","direct migration background","140","0.134565981853885","0.112478406375663","0.156653557332107","7"
"7 on Scale 1 to 10","1990","35-65 y.","indirect migration background","6","","","","7"
"7 on Scale 1 to 10","1990","16-34 y.","no migration background","682","0.173912942237937","0.162268203564042","0.185557680911831","7"
"7 on Scale 1 to 10","1990","16-34 y.","indirect migration background","47","0.204993380000532","0.155733479678752","0.254253280322312","7"
"7 on Scale 1 to 10","1990","35-65 y.","direct migration background","295","0.176851047831829","0.158418888789134","0.195283206874523","7"
"7 on Scale 1 to 10","1990","35-65 y.","no migration background","908","0.177812255000431","0.167621740906184","0.188002769094678","7"
"7 on Scale 1 to 10","1990","66 and older","no migration background","174","0.137957832259606","0.119743277618974","0.156172386900239","7"
"7 on Scale 1 to 10","1990","66 and older","direct migration background","19","","","","7"
"7 on Scale 1 to 10","1990","66 and older","indirect migration background","1","","","","7"
"8 on Scale 1 to 10","1990","16-34 y.","direct migration background","174","0.18007279956633","0.155202837178326","0.204942761954335","8"
"8 on Scale 1 to 10","1990","16-34 y.","indirect migration background","51","0.180189562278626","0.133290973469264","0.227088151087989","8"
"8 on Scale 1 to 10","1990","35-65 y.","indirect migration background","5","","","","8"
"8 on Scale 1 to 10","1990","66 and older","direct migration background","17","","","","8"
"8 on Scale 1 to 10","1990","16-34 y.","no migration background","712","0.184311114647292","0.172398998439134","0.196223230855451","8"
"8 on Scale 1 to 10","1990","35-65 y.","no migration background","1134","0.221444212062019","0.210377801328748","0.23251062279529","8"
"8 on Scale 1 to 10","1990","35-65 y.","direct migration background","294","0.185663368352568","0.166878927426347","0.20444780927879","8"
"8 on Scale 1 to 10","1990","66 and older","no migration background","275","0.202910507216985","0.181668921650918","0.224152092783052","8"
"8 on Scale 1 to 10","1990","66 and older","indirect migration background","1","","","","8"
"9 on Scale 1 to 10","1990","66 and older","indirect migration background","1","","","","9"
"9 on Scale 1 to 10","1990","66 and older","no migration background","121","0.0959984044925668","0.0804388296151979","0.111557979369936","9"
"9 on Scale 1 to 10","1990","66 and older","direct migration background","6","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","no migration background","334","0.0925012084920497","0.0836000277956163","0.101402389188483","9"
"9 on Scale 1 to 10","1990","16-34 y.","direct migration background","59","0.0749085492331348","0.0578704379705983","0.0919466604956713","9"
"9 on Scale 1 to 10","1990","35-65 y.","no migration background","435","0.0929997897680899","0.0852591933113607","0.100740386224819","9"
"9 on Scale 1 to 10","1990","35-65 y.","direct migration background","98","0.060481166066615","0.048965316083168","0.0719970160500621","9"
"9 on Scale 1 to 10","1990","35-65 y.","indirect migration background","3","","","","9"
"9 on Scale 1 to 10","1990","16-34 y.","indirect migration background","26","","","","9"
"0 Completely dissatisfied","1991","35-65 y.","direct migration background","24","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1991","16-34 y.","no migration background","136","0.0252511183610805","0.0203146209929226","0.0301876157292384","0"
"0 Completely dissatisfied","1991","16-34 y.","direct migration background","27","","","","0"
"0 Completely dissatisfied","1991","16-34 y.","indirect migration background","2","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","no migration background","158","0.0223586275222437","0.018393201803126","0.0263240532413615","0"
"0 Completely dissatisfied","1991","66 and older","no migration background","21","","","","0"
"0 Completely dissatisfied","1991","66 and older","direct migration background","2","","","","0"
"0 Completely dissatisfied","1991","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1991","16-34 y.","no migration background","72","0.0139879339966733","0.010292630353603","0.0176832376397437","1"
"1 on Scale 1 to 10","1991","16-34 y.","indirect migration background","3","","","","1"
"1 on Scale 1 to 10","1991","16-34 y.","direct migration background","11","","","","1"
"1 on Scale 1 to 10","1991","35-65 y.","direct migration background","27","","","","1"
"1 on Scale 1 to 10","1991","35-65 y.","no migration background","86","0.0126710378575792","0.00967108455099476","0.0156709911641636","1"
"1 on Scale 1 to 10","1991","35-65 y.","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1991","66 and older","no migration background","18","","","","1"
"1 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1991","66 and older","direct migration background","4","","","","1"
"10 Completely satisfied","1991","16-34 y.","no migration background","210","0.0609630116810564","0.0534345406300147","0.0684914827320982","10"
"10 Completely satisfied","1991","35-65 y.","direct migration background","95","0.0712994668148845","0.0587766030889246","0.0838223305408443","10"
"10 Completely satisfied","1991","16-34 y.","direct migration background","65","0.06075806478076","0.0449568114198158","0.0765593181417043","10"
"10 Completely satisfied","1991","35-65 y.","no migration background","321","0.0716788515169926","0.0647601896853691","0.0785975133486161","10"
"10 Completely satisfied","1991","35-65 y.","indirect migration background","1","","","","10"
"10 Completely satisfied","1991","66 and older","no migration background","183","0.136250976513884","0.117951241407465","0.154550711620304","10"
"10 Completely satisfied","1991","66 and older","direct migration background","24","","","","10"
"10 Completely satisfied","1991","66 and older","indirect migration background","2","","","","10"
"10 Completely satisfied","1991","16-34 y.","indirect migration background","32","0.0953143928015573","0.0624129107601682","0.128215874842946","10"
"2 on Scale 1 to 10","1991","16-34 y.","no migration background","203","0.0446519191651542","0.0381531200764244","0.051150718253884","2"
"2 on Scale 1 to 10","1991","16-34 y.","direct migration background","30","0.0386341291928424","0.0258864611076386","0.0513817972780462","2"
"2 on Scale 1 to 10","1991","16-34 y.","indirect migration background","5","","","","2"
"2 on Scale 1 to 10","1991","35-65 y.","no migration background","205","0.032328071120991","0.027584215854732","0.03707192638725","2"
"2 on Scale 1 to 10","1991","35-65 y.","direct migration background","48","0.0318213167444537","0.0232793181127459","0.0403633153761614","2"
"2 on Scale 1 to 10","1991","35-65 y.","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1991","66 and older","no migration background","26","","","","2"
"2 on Scale 1 to 10","1991","66 and older","direct migration background","3","","","","2"
"2 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","2"
"3 on Scale 1 to 10","1991","16-34 y.","no migration background","283","0.0640194483829141","0.0563171275550824","0.0717217692107457","3"
"3 on Scale 1 to 10","1991","16-34 y.","direct migration background","36","0.0463784665639949","0.0324678285235901","0.0602891046043997","3"
"3 on Scale 1 to 10","1991","35-65 y.","direct migration background","91","0.0533413510048755","0.0424055304530603","0.0642771715566907","3"
"3 on Scale 1 to 10","1991","35-65 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1991","66 and older","no migration background","61","0.0393488014971271","0.0289775820019432","0.0497200209923111","3"
"3 on Scale 1 to 10","1991","16-34 y.","indirect migration background","13","","","","3"
"3 on Scale 1 to 10","1991","35-65 y.","no migration background","373","0.0540035549870755","0.0479413113047082","0.0600657986694429","3"
"3 on Scale 1 to 10","1991","66 and older","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1991","66 and older","direct migration background","5","","","","3"
"4 on Scale 1 to 10","1991","16-34 y.","no migration background","288","0.06517770870771","0.0574108339413831","0.072944583474037","4"
"4 on Scale 1 to 10","1991","35-65 y.","direct migration background","111","0.0571663451069819","0.0458681149455128","0.0684645752684511","4"
"4 on Scale 1 to 10","1991","35-65 y.","indirect migration background","2","","","","4"
"4 on Scale 1 to 10","1991","66 and older","direct migration background","9","","","","4"
"4 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1991","16-34 y.","indirect migration background","20","","","","4"
"4 on Scale 1 to 10","1991","16-34 y.","direct migration background","54","0.0617810258470089","0.045855987141213","0.0777060645528048","4"
"4 on Scale 1 to 10","1991","35-65 y.","no migration background","384","0.0608710038902048","0.0544582389738233","0.0672837688065864","4"
"4 on Scale 1 to 10","1991","66 and older","no migration background","65","0.0436891001246625","0.0327855654394503","0.0545926348098748","4"
"5 on Scale 1 to 10","1991","16-34 y.","no migration background","616","0.151136538920301","0.139866228333914","0.162406849506688","5"
"5 on Scale 1 to 10","1991","16-34 y.","direct migration background","141","0.156701884072887","0.132656677793272","0.180747090352501","5"
"5 on Scale 1 to 10","1991","66 and older","no migration background","191","0.133647934487826","0.115496559039955","0.151799309935698","5"
"5 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1991","16-34 y.","indirect migration background","32","0.105942634302472","0.0714596015757214","0.140425667029223","5"
"5 on Scale 1 to 10","1991","35-65 y.","no migration background","891","0.156239258233696","0.146500979429598","0.165977537037793","5"
"5 on Scale 1 to 10","1991","35-65 y.","direct migration background","259","0.144960397542039","0.127827119338016","0.162093675746061","5"
"5 on Scale 1 to 10","1991","35-65 y.","indirect migration background","4","","","","5"
"5 on Scale 1 to 10","1991","66 and older","direct migration background","18","","","","5"
"6 on Scale 1 to 10","1991","66 and older","indirect migration background","1","","","","6"
"6 on Scale 1 to 10","1991","16-34 y.","no migration background","469","0.12175263543208","0.111463477316583","0.132041793547578","6"
"6 on Scale 1 to 10","1991","16-34 y.","direct migration background","109","0.125992565116755","0.104042750554491","0.147942379679019","6"
"6 on Scale 1 to 10","1991","16-34 y.","indirect migration background","37","0.0808638857870332","0.050317868271403","0.111409903302663","6"
"6 on Scale 1 to 10","1991","35-65 y.","no migration background","628","0.11181774093519","0.103365266487673","0.120270215382707","6"
"6 on Scale 1 to 10","1991","66 and older","direct migration background","14","","","","6"
"6 on Scale 1 to 10","1991","35-65 y.","direct migration background","221","0.131639445335684","0.115185663612579","0.148093227058788","6"
"6 on Scale 1 to 10","1991","35-65 y.","indirect migration background","3","","","","6"
"6 on Scale 1 to 10","1991","66 and older","no migration background","106","0.0835777493196738","0.0688147583091537","0.0983407403301938","6"
"7 on Scale 1 to 10","1991","16-34 y.","no migration background","621","0.17236402502549","0.160479680819866","0.184248369231113","7"
"7 on Scale 1 to 10","1991","35-65 y.","direct migration background","292","0.173281332401825","0.15486184976874","0.191700815034909","7"
"7 on Scale 1 to 10","1991","16-34 y.","direct migration background","155","0.165410660848192","0.140834219483288","0.189987102213097","7"
"7 on Scale 1 to 10","1991","16-34 y.","indirect migration background","61","0.220011374127169","0.173596831057882","0.266425917196455","7"
"7 on Scale 1 to 10","1991","35-65 y.","indirect migration background","2","","","","7"
"7 on Scale 1 to 10","1991","35-65 y.","no migration background","832","0.166717048774146","0.156720186300415","0.176713911247876","7"
"7 on Scale 1 to 10","1991","66 and older","no migration background","211","0.159846338261857","0.140297906841706","0.179394769682007","7"
"7 on Scale 1 to 10","1991","66 and older","direct migration background","14","","","","7"
"7 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","7"
"8 on Scale 1 to 10","1991","16-34 y.","no migration background","676","0.192229607958384","0.179830617277098","0.20462859863967","8"
"8 on Scale 1 to 10","1991","16-34 y.","direct migration background","193","0.217673384023446","0.190377475722253","0.244969292324639","8"
"8 on Scale 1 to 10","1991","16-34 y.","indirect migration background","72","0.227195159243968","0.180246647307927","0.274143671180009","8"
"8 on Scale 1 to 10","1991","35-65 y.","indirect migration background","9","","","","8"
"8 on Scale 1 to 10","1991","66 and older","no migration background","328","0.249308537007989","0.22623147482105","0.272385599194929","8"
"8 on Scale 1 to 10","1991","66 and older","indirect migration background","1","","","","8"
"8 on Scale 1 to 10","1991","66 and older","direct migration background","24","","","","8"
"8 on Scale 1 to 10","1991","35-65 y.","no migration background","1025","0.214122106906817","0.203119749400936","0.225124464412698","8"
"8 on Scale 1 to 10","1991","35-65 y.","direct migration background","325","0.217094197187924","0.19703093587354","0.237157458502307","8"
"9 on Scale 1 to 10","1991","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1991","16-34 y.","direct migration background","57","0.0763242072442448","0.0587614877443639","0.0938869267441256","9"
"9 on Scale 1 to 10","1991","16-34 y.","indirect migration background","29","","","","9"
"9 on Scale 1 to 10","1991","35-65 y.","indirect migration background","2","","","","9"
"9 on Scale 1 to 10","1991","66 and older","no migration background","140","0.111581717729598","0.0947864677702882","0.128376967688907","9"
"9 on Scale 1 to 10","1991","66 and older","direct migration background","6","","","","9"
"9 on Scale 1 to 10","1991","16-34 y.","no migration background","306","0.0884660523691566","0.0795307968587387","0.0974013078795745","9"
"9 on Scale 1 to 10","1991","35-65 y.","no migration background","437","0.097192698255065","0.0892477364531167","0.105137660057013","9"
"9 on Scale 1 to 10","1991","35-65 y.","direct migration background","129","0.0847574293481117","0.071203049243915","0.0983118094523083","9"
"0 Completely dissatisfied","1992","16-34 y.","no migration background","73","0.0154686977387411","0.0114933829455336","0.0194440125319486","0"
"0 Completely dissatisfied","1992","16-34 y.","direct migration background","18","","","","0"
"0 Completely dissatisfied","1992","16-34 y.","indirect migration background","6","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","no migration background","93","0.0180901043553265","0.0144951988075359","0.021685009903117","0"
"0 Completely dissatisfied","1992","35-65 y.","direct migration background","27","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1992","66 and older","no migration background","18","","","","0"
"0 Completely dissatisfied","1992","66 and older","direct migration background","3","","","","0"
"0 Completely dissatisfied","1992","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1992","35-65 y.","no migration background","91","0.0146708590601984","0.0114278395172724","0.0179138786031245","1"
"1 on Scale 1 to 10","1992","35-65 y.","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1992","16-34 y.","no migration background","61","0.0148328190185278","0.0109388122638066","0.0187268257732491","1"
"1 on Scale 1 to 10","1992","16-34 y.","indirect migration background","7","","","","1"
"1 on Scale 1 to 10","1992","16-34 y.","direct migration background","14","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","direct migration background","26","","","","1"
"1 on Scale 1 to 10","1992","66 and older","no migration background","7","","","","1"
"1 on Scale 1 to 10","1992","66 and older","direct migration background","","","","","1"
"1 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","1"
"10 Completely satisfied","1992","16-34 y.","no migration background","147","0.0448031377599407","0.0381392059763726","0.0514670695435089","10"
"10 Completely satisfied","1992","35-65 y.","direct migration background","78","0.06700176054691","0.0546812594769234","0.0793222616168966","10"
"10 Completely satisfied","1992","16-34 y.","direct migration background","36","0.0449096292552395","0.0308114576062686","0.0590078009042104","10"
"10 Completely satisfied","1992","16-34 y.","indirect migration background","24","","","","10"
"10 Completely satisfied","1992","35-65 y.","no migration background","264","0.0614243851944347","0.0549479477929173","0.0679008225959522","10"
"10 Completely satisfied","1992","35-65 y.","indirect migration background","1","","","","10"
"10 Completely satisfied","1992","66 and older","no migration background","128","0.109782715720131","0.0929689864784944","0.126596444961768","10"
"10 Completely satisfied","1992","66 and older","direct migration background","14","","","","10"
"10 Completely satisfied","1992","66 and older","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1992","16-34 y.","no migration background","158","0.0328626330591124","0.0271198138519225","0.0386054522663022","2"
"2 on Scale 1 to 10","1992","16-34 y.","direct migration background","25","","","","2"
"2 on Scale 1 to 10","1992","16-34 y.","indirect migration background","8","","","","2"
"2 on Scale 1 to 10","1992","35-65 y.","no migration background","211","0.0287567551876272","0.0242489506596823","0.0332645597155722","2"
"2 on Scale 1 to 10","1992","35-65 y.","direct migration background","42","0.0297302158744567","0.0213608965902228","0.0380995351586906","2"
"2 on Scale 1 to 10","1992","66 and older","no migration background","33","0.0246886004341075","0.0163427818671124","0.0330344190011026","2"
"2 on Scale 1 to 10","1992","66 and older","direct migration background","7","","","","2"
"2 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1992","35-65 y.","indirect migration background","1","","","","2"
"3 on Scale 1 to 10","1992","35-65 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1992","16-34 y.","no migration background","259","0.0625952185635964","0.0547921747382775","0.0703982623889153","3"
"3 on Scale 1 to 10","1992","35-65 y.","direct migration background","103","0.0588007602458007","0.0472082602106374","0.0703932602809641","3"
"3 on Scale 1 to 10","1992","16-34 y.","direct migration background","47","0.0619930410912219","0.0455778732898738","0.07840820889257","3"
"3 on Scale 1 to 10","1992","35-65 y.","no migration background","357","0.0561098698268027","0.0499024448011041","0.0623172948525013","3"
"3 on Scale 1 to 10","1992","16-34 y.","indirect migration background","24","","","","3"
"3 on Scale 1 to 10","1992","66 and older","no migration background","75","0.0547540509480207","0.0425183291540559","0.0669897727419855","3"
"3 on Scale 1 to 10","1992","66 and older","direct migration background","12","","","","3"
"3 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1992","16-34 y.","direct migration background","77","0.0973755241085332","0.0771942173974797","0.117556830819587","4"
"4 on Scale 1 to 10","1992","16-34 y.","no migration background","302","0.0768341615488765","0.0682549589357707","0.0854133641619823","4"
"4 on Scale 1 to 10","1992","35-65 y.","direct migration background","131","0.0790872239706856","0.0657885828471614","0.0923858650942098","4"
"4 on Scale 1 to 10","1992","35-65 y.","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1992","66 and older","direct migration background","14","","","","4"
"4 on Scale 1 to 10","1992","66 and older","indirect migration background","2","","","","4"
"4 on Scale 1 to 10","1992","16-34 y.","indirect migration background","23","","","","4"
"4 on Scale 1 to 10","1992","35-65 y.","no migration background","452","0.0718413760165281","0.0648762407847768","0.0788065112482794","4"
"4 on Scale 1 to 10","1992","66 and older","no migration background","87","0.0646593955231412","0.0514327483811984","0.0778860426650841","4"
"5 on Scale 1 to 10","1992","16-34 y.","no migration background","604","0.153430807829847","0.141821204011069","0.165040411648625","5"
"5 on Scale 1 to 10","1992","66 and older","no migration background","198","0.143650414588719","0.124786664190617","0.162514164986821","5"
"5 on Scale 1 to 10","1992","16-34 y.","direct migration background","139","0.169651636171942","0.144102276561712","0.195200995782172","5"
"5 on Scale 1 to 10","1992","16-34 y.","indirect migration background","63","0.169714548270822","0.131045181874731","0.208383914666914","5"
"5 on Scale 1 to 10","1992","35-65 y.","no migration background","884","0.157265442283503","0.147445856200602","0.167085028366403","5"
"5 on Scale 1 to 10","1992","66 and older","indirect migration background","2","","","","5"
"5 on Scale 1 to 10","1992","35-65 y.","direct migration background","246","0.139091283768338","0.122039360817128","0.156143206719548","5"
"5 on Scale 1 to 10","1992","35-65 y.","indirect migration background","3","","","","5"
"5 on Scale 1 to 10","1992","66 and older","direct migration background","20","","","","5"
"6 on Scale 1 to 10","1992","16-34 y.","no migration background","502","0.137527869050335","0.126433623447031","0.148622114653638","6"
"6 on Scale 1 to 10","1992","16-34 y.","direct migration background","112","0.126461323859925","0.1038362108664","0.14908643685345","6"
"6 on Scale 1 to 10","1992","16-34 y.","indirect migration background","40","0.0994043345588758","0.0685822936078511","0.1302263755099","6"
"6 on Scale 1 to 10","1992","35-65 y.","no migration background","659","0.114325710085388","0.105742690522337","0.122908729648439","6"
"6 on Scale 1 to 10","1992","66 and older","direct migration background","17","","","","6"
"6 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","6"
"6 on Scale 1 to 10","1992","35-65 y.","direct migration background","236","0.143940854947847","0.12664313841046","0.161238571485233","6"
"6 on Scale 1 to 10","1992","35-65 y.","indirect migration background","2","","","","6"
"6 on Scale 1 to 10","1992","66 and older","no migration background","168","0.122963008886859","0.105300790516401","0.140625227257317","6"
"7 on Scale 1 to 10","1992","16-34 y.","no migration background","691","0.201509227537491","0.188587746226885","0.214430708848098","7"
"7 on Scale 1 to 10","1992","35-65 y.","direct migration background","300","0.17975304533762","0.160831557052952","0.198674533622288","7"
"7 on Scale 1 to 10","1992","35-65 y.","indirect migration background","7","","","","7"
"7 on Scale 1 to 10","1992","16-34 y.","direct migration background","157","0.202541407008601","0.175183566830785","0.229899247186417","7"
"7 on Scale 1 to 10","1992","16-34 y.","indirect migration background","66","0.171020883453195","0.132233527694203","0.209808239212187","7"
"7 on Scale 1 to 10","1992","35-65 y.","no migration background","866","0.17243014846907","0.162240949071143","0.182619347866998","7"
"7 on Scale 1 to 10","1992","66 and older","direct migration background","13","","","","7"
"7 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1992","66 and older","no migration background","196","0.148932922424378","0.129784795189119","0.168081049659637","7"
"8 on Scale 1 to 10","1992","16-34 y.","no migration background","651","0.180002516398859","0.167626655143786","0.192378377653931","8"
"8 on Scale 1 to 10","1992","16-34 y.","direct migration background","149","0.192483767472012","0.165646177612116","0.219321357331909","8"
"8 on Scale 1 to 10","1992","16-34 y.","indirect migration background","71","0.195414493073056","0.154567669119007","0.236261317027106","8"
"8 on Scale 1 to 10","1992","35-65 y.","indirect migration background","5","","","","8"
"8 on Scale 1 to 10","1992","66 and older","no migration background","302","0.223923248482158","0.201502454747684","0.246344042216632","8"
"8 on Scale 1 to 10","1992","66 and older","direct migration background","28","","","","8"
"8 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","8"
"8 on Scale 1 to 10","1992","35-65 y.","direct migration background","276","0.179726806879762","0.16080639701499","0.198647216744534","8"
"8 on Scale 1 to 10","1992","35-65 y.","no migration background","1024","0.221676344929013","0.210472401154412","0.232880288703615","8"
"9 on Scale 1 to 10","1992","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1992","16-34 y.","no migration background","254","0.0801329114946736","0.0713871448482963","0.0888786781410509","9"
"9 on Scale 1 to 10","1992","16-34 y.","direct migration background","55","0.0498641285161291","0.0350472131660901","0.064681043866168","9"
"9 on Scale 1 to 10","1992","16-34 y.","indirect migration background","30","0.0711096440394831","0.0446343809149097","0.0975849071640564","9"
"9 on Scale 1 to 10","1992","35-65 y.","no migration background","379","0.0834090045921079","0.0759509528488762","0.0908670563353395","9"
"9 on Scale 1 to 10","1992","35-65 y.","direct migration background","117","0.0842238278405396","0.0705384431782732","0.0979092125028061","9"
"9 on Scale 1 to 10","1992","35-65 y.","indirect migration background","3","","","","9"
"9 on Scale 1 to 10","1992","66 and older","no migration background","116","0.0893353644125653","0.0739948474227829","0.104675881402348","9"
"9 on Scale 1 to 10","1992","66 and older","direct migration background","10","","","","9"
"0 Completely dissatisfied","1993","16-34 y.","no migration background","87","0.0231112495571648","0.0181197579276413","0.0281027411866884","0"
"0 Completely dissatisfied","1993","16-34 y.","direct migration background","26","","","","0"
"0 Completely dissatisfied","1993","16-34 y.","indirect migration background","7","","","","0"
"0 Completely dissatisfied","1993","35-65 y.","no migration background","107","0.0220822162703124","0.0180711102787165","0.0260933222619084","0"
"0 Completely dissatisfied","1993","35-65 y.","direct migration background","34","0.0239492771194206","0.0162377211366992","0.0316608331021421","0"
"0 Completely dissatisfied","1993","35-65 y.","indirect migration background","","","","","0"
