"plh0175","year","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1985","direct migration background","89","0.0387882951840723","0.0317558123043367","0.045820778063808","0"
"0 Completely dissatisfied","1985","indirect migration background","5","","","","0"
"1 on Scale 1 to 10","1985","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","42","0.01115578003587","0.0073305044985497","0.0149810555731903","1"
"1 on Scale 1 to 10","1985","no migration background","98","0.0133685939290758","0.010825578914651","0.0159116089435006","1"
"10 Completely satisfied","1985","no migration background","979","0.129040218557958","0.121617035234359","0.136463401881557","10"
"10 Completely satisfied","1985","direct migration background","305","0.108679656885026","0.0973441785568396","0.120015135213213","10"
"10 Completely satisfied","1985","indirect migration background","22","","","","10"
"2 on Scale 1 to 10","1985","direct migration background","122","0.0482507454210064","0.0404459396729627","0.0560555511690501","2"
"2 on Scale 1 to 10","1985","indirect migration background","6","","","","2"
"2 on Scale 1 to 10","1985","no migration background","254","0.0329159417499882","0.0289653346008562","0.0368665488991202","2"
"3 on Scale 1 to 10","1985","direct migration background","154","0.0620491796955406","0.0532628626917097","0.0708354966993715","3"
"3 on Scale 1 to 10","1985","no migration background","382","0.04972975225174","0.0449162596964927","0.0545432448069873","3"
"3 on Scale 1 to 10","1985","indirect migration background","6","","","","3"
"4 on Scale 1 to 10","1985","no migration background","413","0.0517887965374257","0.046881988801235","0.0566956042736163","4"
"4 on Scale 1 to 10","1985","indirect migration background","7","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","205","0.063808362207759","0.0549067229602928","0.0727100014552253","4"
"5 on Scale 1 to 10","1985","no migration background","1291","0.166617788129931","0.15836669695226","0.174868879307602","5"
"5 on Scale 1 to 10","1985","direct migration background","520","0.180994841373173","0.16697234845416","0.195017334292187","5"
"5 on Scale 1 to 10","1985","indirect migration background","21","","","","5"
"6 on Scale 1 to 10","1985","no migration background","823","0.105476083299076","0.0986746324144569","0.112277534183696","6"
"6 on Scale 1 to 10","1985","direct migration background","318","0.100945732492779","0.0899737337909634","0.111917731194594","6"
"6 on Scale 1 to 10","1985","indirect migration background","18","","","","6"
"7 on Scale 1 to 10","1985","no migration background","1229","0.153782710698392","0.145794982221384","0.161770439175399","7"
"7 on Scale 1 to 10","1985","indirect migration background","17","","","","7"
"7 on Scale 1 to 10","1985","direct migration background","414","0.14924964532829","0.136271682211984","0.162227608444595","7"
"8 on Scale 1 to 10","1985","indirect migration background","26","","","","8"
"8 on Scale 1 to 10","1985","direct migration background","502","0.164766758846575","0.15125575875952","0.17827775893363","8"
"8 on Scale 1 to 10","1985","no migration background","1511","0.189423410710483","0.180746953188098","0.198099868232868","8"
"9 on Scale 1 to 10","1985","indirect migration background","9","","","","9"
"9 on Scale 1 to 10","1985","no migration background","662","0.0828666164458021","0.0767623336549561","0.0889708992366481","9"
"9 on Scale 1 to 10","1985","direct migration background","225","0.071311002529908","0.061938356115844","0.080683648943972","9"
"0 Completely dissatisfied","1986","no migration background","148","0.0195652829755701","0.0164376447336415","0.0226929212174987","0"
"0 Completely dissatisfied","1986","direct migration background","52","0.0179898565033866","0.0130859585663589","0.0228937544404143","0"
"0 Completely dissatisfied","1986","indirect migration background","2","","","","0"
"1 on Scale 1 to 10","1986","no migration background","76","0.00932853666214895","0.00715765727367031","0.0114994160506276","1"
"1 on Scale 1 to 10","1986","direct migration background","49","0.0158258275995723","0.0112212607408225","0.0204303944583221","1"
"1 on Scale 1 to 10","1986","indirect migration background","3","","","","1"
"10 Completely satisfied","1986","direct migration background","257","0.0951644579620214","0.0843378652030762","0.105991050720967","10"
"10 Completely satisfied","1986","no migration background","817","0.111507487466105","0.104399559652638","0.118615415279572","10"
"10 Completely satisfied","1986","indirect migration background","12","","","","10"
"2 on Scale 1 to 10","1986","no migration background","208","0.0282628653175032","0.0245204963645738","0.0320052342704326","2"
"2 on Scale 1 to 10","1986","direct migration background","121","0.0412492172767726","0.0339120181098311","0.0485864164437141","2"
"2 on Scale 1 to 10","1986","indirect migration background","6","","","","2"
"3 on Scale 1 to 10","1986","direct migration background","182","0.0611866088524717","0.0523438574432166","0.0700293602617268","3"
"3 on Scale 1 to 10","1986","no migration background","337","0.0463886919493962","0.0416391047353918","0.0511382791634006","3"
"3 on Scale 1 to 10","1986","indirect migration background","8","","","","3"
"4 on Scale 1 to 10","1986","no migration background","442","0.0597466960706909","0.0543943585981927","0.065099033543189","4"
"4 on Scale 1 to 10","1986","indirect migration background","9","","","","4"
"4 on Scale 1 to 10","1986","direct migration background","190","0.0583766941261414","0.0497264585602046","0.0670269296920782","4"
"5 on Scale 1 to 10","1986","no migration background","1204","0.16302648816479","0.154684894112414","0.171368082217166","5"
"5 on Scale 1 to 10","1986","direct migration background","471","0.154462099822394","0.141128509932484","0.167795689712305","5"
"5 on Scale 1 to 10","1986","indirect migration background","24","","","","5"
"6 on Scale 1 to 10","1986","no migration background","840","0.111760616118198","0.10464563890154","0.118875593334856","6"
"6 on Scale 1 to 10","1986","direct migration background","329","0.11759860901579","0.105713483549693","0.129483734481887","6"
"6 on Scale 1 to 10","1986","indirect migration background","16","","","","6"
"7 on Scale 1 to 10","1986","no migration background","1186","0.153357072644778","0.145220038195717","0.161494107093839","7"
"7 on Scale 1 to 10","1986","indirect migration background","21","","","","7"
"7 on Scale 1 to 10","1986","direct migration background","452","0.179926652848467","0.165754243576928","0.194099062120005","7"
"8 on Scale 1 to 10","1986","indirect migration background","34","0.287794706404938","0.215343359960851","0.360246052849026","8"
"8 on Scale 1 to 10","1986","direct migration background","500","0.189877204383776","0.175406774703861","0.204347634063691","8"
"8 on Scale 1 to 10","1986","no migration background","1565","0.203475054227714","0.194383892481974","0.212566215973454","8"
"9 on Scale 1 to 10","1986","indirect migration background","15","","","","9"
"9 on Scale 1 to 10","1986","no migration background","710","0.093581208403105","0.0870042835145161","0.100158133291694","9"
"9 on Scale 1 to 10","1986","direct migration background","219","0.0683427716092072","0.0590328942719733","0.0776526489464411","9"
"0 Completely dissatisfied","1987","no migration background","124","0.0176894519613788","0.0146892891508954","0.0206896147718621","0"
"0 Completely dissatisfied","1987","direct migration background","56","0.0225583148229446","0.0170651119356755","0.0280515177102137","0"
"0 Completely dissatisfied","1987","indirect migration background","5","","","","0"
"1 on Scale 1 to 10","1987","no migration background","83","0.0108464777292504","0.00848904425603234","0.0132039112024685","1"
"1 on Scale 1 to 10","1987","indirect migration background","2","","","","1"
"1 on Scale 1 to 10","1987","direct migration background","47","0.0141711782363236","0.0097986701590611","0.0185436863135861","1"
"10 Completely satisfied","1987","no migration background","725","0.101990341183774","0.0951024979085486","0.108878184459","10"
"10 Completely satisfied","1987","direct migration background","203","0.0896248186585345","0.0790578301675103","0.100191807149559","10"
"10 Completely satisfied","1987","indirect migration background","17","","","","10"
"2 on Scale 1 to 10","1987","no migration background","214","0.028861748102276","0.0250513962847839","0.0326720999197681","2"
"2 on Scale 1 to 10","1987","indirect migration background","4","","","","2"
"2 on Scale 1 to 10","1987","direct migration background","82","0.0320200021375871","0.0255071569555806","0.0385328473195936","2"
"3 on Scale 1 to 10","1987","direct migration background","140","0.0457835615740487","0.0380513252569469","0.0535157978911505","3"
"3 on Scale 1 to 10","1987","no migration background","332","0.0464170834039251","0.0416287830364927","0.0512053837713576","3"
"3 on Scale 1 to 10","1987","indirect migration background","9","","","","3"
"4 on Scale 1 to 10","1987","no migration background","386","0.0524292816619527","0.0473563851810517","0.0575021781428537","4"
"4 on Scale 1 to 10","1987","direct migration background","177","0.0513462269325111","0.0431816248796391","0.0595108289853831","4"
"4 on Scale 1 to 10","1987","indirect migration background","8","","","","4"
"5 on Scale 1 to 10","1987","direct migration background","518","0.181467931770412","0.167210389139262","0.195725474401562","5"
"5 on Scale 1 to 10","1987","no migration background","1169","0.160415777909781","0.152063231343855","0.168768324475707","5"
"5 on Scale 1 to 10","1987","indirect migration background","26","","","","5"
"6 on Scale 1 to 10","1987","direct migration background","363","0.128474956243957","0.11609622712172","0.140853685366194","6"
"6 on Scale 1 to 10","1987","no migration background","817","0.109461471783786","0.102355553174246","0.116567390393326","6"
"6 on Scale 1 to 10","1987","indirect migration background","19","","","","6"
"7 on Scale 1 to 10","1987","no migration background","1261","0.16981173277867","0.161266274209749","0.178357191347591","7"
"7 on Scale 1 to 10","1987","direct migration background","504","0.170323000704882","0.15641649366892","0.184229507740845","7"
"7 on Scale 1 to 10","1987","indirect migration background","25","","","","7"
"8 on Scale 1 to 10","1987","direct migration background","506","0.198668902104494","0.183908512222474","0.213429291986514","8"
"8 on Scale 1 to 10","1987","indirect migration background","42","0.258337960207833","0.193299446861461","0.323376473554205","8"
"8 on Scale 1 to 10","1987","no migration background","1636","0.214407887465744","0.205067128476032","0.223748646455455","8"
"9 on Scale 1 to 10","1987","indirect migration background","17","","","","9"
"9 on Scale 1 to 10","1987","no migration background","669","0.0876687460194621","0.0812320662342762","0.0941054258046481","9"
"9 on Scale 1 to 10","1987","direct migration background","211","0.0655611068143053","0.0564046916432856","0.0747175219853249","9"
"0 Completely dissatisfied","1988","no migration background","109","0.017094070386959","0.0140622993487475","0.0201258414251704","0"
"0 Completely dissatisfied","1988","direct migration background","76","0.0255052313983474","0.0195219287187287","0.0314885340779661","0"
"0 Completely dissatisfied","1988","indirect migration background","5","","","","0"
"1 on Scale 1 to 10","1988","no migration background","78","0.0116489707201196","0.00913929814582399","0.0141586432944152","1"
"1 on Scale 1 to 10","1988","direct migration background","35","0.0109449252593744","0.0069962336119791","0.0148936169067697","1"
"1 on Scale 1 to 10","1988","indirect migration background","3","","","","1"
"10 Completely satisfied","1988","no migration background","670","0.0980121466447332","0.0910577737551789","0.104966519534287","10"
"10 Completely satisfied","1988","direct migration background","200","0.0778200527102826","0.0676531145818231","0.0879869908387421","10"
"10 Completely satisfied","1988","indirect migration background","15","","","","10"
"2 on Scale 1 to 10","1988","no migration background","172","0.0250565609876173","0.0214008814243105","0.0287122405509241","2"
"2 on Scale 1 to 10","1988","direct migration background","116","0.0409821749519374","0.0334581985571371","0.0485061513467378","2"
"2 on Scale 1 to 10","1988","indirect migration background","9","","","","2"
"3 on Scale 1 to 10","1988","direct migration background","138","0.0482324399264021","0.0401009215397996","0.0563639583130045","3"
"3 on Scale 1 to 10","1988","no migration background","322","0.047295159860136","0.0423303203640171","0.0522599993562549","3"
"3 on Scale 1 to 10","1988","indirect migration background","6","","","","3"
"4 on Scale 1 to 10","1988","no migration background","385","0.056535628385082","0.0511337905488788","0.0619374662212851","4"
"4 on Scale 1 to 10","1988","indirect migration background","9","","","","4"
"4 on Scale 1 to 10","1988","direct migration background","192","0.0696838997446097","0.0600207641134597","0.0793470353757597","4"
"5 on Scale 1 to 10","1988","direct migration background","452","0.183025473785082","0.168349848624521","0.197701098945643","5"
"5 on Scale 1 to 10","1988","indirect migration background","43","0.245366674104003","0.187981858061405","0.3027514901466","5"
"5 on Scale 1 to 10","1988","no migration background","1064","0.155179493181061","0.146710786976789","0.163648199385333","5"
"6 on Scale 1 to 10","1988","no migration background","771","0.109993893436649","0.102675791423734","0.117311995449565","6"
"6 on Scale 1 to 10","1988","direct migration background","322","0.120519397382478","0.108163389076708","0.132875405688249","6"
"6 on Scale 1 to 10","1988","indirect migration background","22","","","","6"
"7 on Scale 1 to 10","1988","direct migration background","461","0.155968745266548","0.142198723179995","0.169738767353101","7"
"7 on Scale 1 to 10","1988","no migration background","1244","0.17116093803155","0.162351359878734","0.179970516184366","7"
"7 on Scale 1 to 10","1988","indirect migration background","33","0.171142983600911","0.120915597902662","0.221370369299161","7"
"8 on Scale 1 to 10","1988","no migration background","1551","0.215984614971713","0.206359822384933","0.225609407558494","8"
"8 on Scale 1 to 10","1988","indirect migration background","45","0.200644249344832","0.147236457081362","0.254052041608301","8"
"8 on Scale 1 to 10","1988","direct migration background","492","0.18189926342857","0.167258779059905","0.196539747797235","8"
"9 on Scale 1 to 10","1988","indirect migration background","26","","","","9"
"9 on Scale 1 to 10","1988","direct migration background","183","0.0854183961463682","0.0748106401757942","0.0960261521169423","9"
"9 on Scale 1 to 10","1988","no migration background","656","0.0920385233943797","0.0852771299071289","0.0987999168816304","9"
"0 Completely dissatisfied","1989","no migration background","94","0.0154393816365773","0.0125007395837859","0.0183780236893687","0"
"0 Completely dissatisfied","1989","direct migration background","74","0.0208670491364593","0.01535469335381","0.0263794049191086","0"
"0 Completely dissatisfied","1989","indirect migration background","5","","","","0"
"1 on Scale 1 to 10","1989","no migration background","66","0.00935703026974","0.00706226585850434","0.0116517946809757","1"
"1 on Scale 1 to 10","1989","direct migration background","32","0.008661508731357","0.00508800988489246","0.0122350075778215","1"
"1 on Scale 1 to 10","1989","indirect migration background","1","","","","1"
"10 Completely satisfied","1989","direct migration background","160","0.0744450874925721","0.0643221861236454","0.0845679888614989","10"
"10 Completely satisfied","1989","no migration background","641","0.0990822617207979","0.0919610969853734","0.106203426456222","10"
"10 Completely satisfied","1989","indirect migration background","17","","","","10"
"2 on Scale 1 to 10","1989","indirect migration background","9","","","","2"
"2 on Scale 1 to 10","1989","direct migration background","100","0.0339120988774047","0.0269318397617029","0.0408923579931065","2"
"2 on Scale 1 to 10","1989","no migration background","143","0.0219331673865585","0.0184422027440269","0.0254241320290901","2"
"3 on Scale 1 to 10","1989","direct migration background","133","0.0461740128742681","0.0380808315046084","0.0542671942439279","3"
"3 on Scale 1 to 10","1989","indirect migration background","7","","","","3"
"3 on Scale 1 to 10","1989","no migration background","318","0.0492730627570072","0.0441143281438362","0.0544317973701782","3"
"4 on Scale 1 to 10","1989","no migration background","371","0.0546729114557561","0.0492543043762608","0.0600915185352514","4"
"4 on Scale 1 to 10","1989","indirect migration background","19","","","","4"
"4 on Scale 1 to 10","1989","direct migration background","166","0.0701976669746166","0.0603452554628221","0.0800500784864112","4"
"5 on Scale 1 to 10","1989","no migration background","1006","0.152385487307752","0.143819419578477","0.160951555037027","5"
"5 on Scale 1 to 10","1989","indirect migration background","32","0.114289996152701","0.0751625847501448","0.153417407555257","5"
"5 on Scale 1 to 10","1989","direct migration background","488","0.209452300628466","0.193759787703904","0.225144813553029","5"
"6 on Scale 1 to 10","1989","indirect migration background","26","","","","6"
"6 on Scale 1 to 10","1989","no migration background","756","0.112257893587892","0.104733658401722","0.119782128774062","6"
"6 on Scale 1 to 10","1989","direct migration background","350","0.11918711955446","0.106691943534599","0.131682295574321","6"
"7 on Scale 1 to 10","1989","direct migration background","430","0.156829702344219","0.14280616108305","0.170853243605389","7"
"7 on Scale 1 to 10","1989","indirect migration background","45","0.207382478431581","0.157522843165011","0.257242113698152","7"
"7 on Scale 1 to 10","1989","no migration background","1192","0.175688856515065","0.166618419720889","0.184759293309241","7"
"8 on Scale 1 to 10","1989","no migration background","1529","0.21994960371051","0.210076960763847","0.229822246657173","8"
"8 on Scale 1 to 10","1989","direct migration background","488","0.195443570284498","0.180151198897004","0.210735941671991","8"
"8 on Scale 1 to 10","1989","indirect migration background","59","0.17586892103249","0.129049727525572","0.222688114539408","8"
"9 on Scale 1 to 10","1989","no migration background","646","0.0899603436523433","0.0831406287469169","0.0967800585577697","9"
"9 on Scale 1 to 10","1989","direct migration background","162","0.0648298831016784","0.055334361688271","0.0743254045150859","9"
"9 on Scale 1 to 10","1989","indirect migration background","34","0.185806923887863","0.137974115315061","0.233639732460664","9"
"0 Completely dissatisfied","1990","no migration background","274","0.0216485897252186","0.0189108294362721","0.0243863500141651","0"
"0 Completely dissatisfied","1990","direct migration background","45","0.0131549562087957","0.00883156670444676","0.0174783457131446","0"
"0 Completely dissatisfied","1990","indirect migration background","2","","","","0"
"1 on Scale 1 to 10","1990","no migration background","146","0.0123955919191545","0.0103141786347544","0.0144770052035546","1"
"1 on Scale 1 to 10","1990","direct migration background","40","0.0121422081079518","0.00798644073292243","0.0162979754829812","1"
"1 on Scale 1 to 10","1990","indirect migration background","5","","","","1"
"10 Completely satisfied","1990","no migration background","820","0.0845210157428856","0.0792881484568531","0.0897538830289182","10"
"10 Completely satisfied","1990","direct migration background","185","0.0779857560852688","0.0678108212351995","0.0881606909353381","10"
"10 Completely satisfied","1990","indirect migration background","20","","","","10"
"2 on Scale 1 to 10","1990","direct migration background","90","0.0320297398824203","0.0253484103638051","0.0387110694010355","2"
"2 on Scale 1 to 10","1990","no migration background","342","0.0273991406052549","0.0243282172869321","0.0304700639235778","2"
"2 on Scale 1 to 10","1990","indirect migration background","8","","","","2"
"3 on Scale 1 to 10","1990","no migration background","625","0.0511046918837823","0.0469620946212419","0.0552472891463227","3"
"3 on Scale 1 to 10","1990","direct migration background","153","0.050416193779832","0.0421137325581627","0.0587186550015014","3"
"3 on Scale 1 to 10","1990","indirect migration background","9","","","","3"
"4 on Scale 1 to 10","1990","no migration background","661","0.055753699011498","0.0514373886348949","0.0600700093881012","4"
"4 on Scale 1 to 10","1990","indirect migration background","17","","","","4"
"4 on Scale 1 to 10","1990","direct migration background","190","0.0849177056542116","0.0743401728609312","0.0954952384474919","4"
"5 on Scale 1 to 10","1990","no migration background","1965","0.168674838164263","0.161630441691098","0.175719234637428","5"
"5 on Scale 1 to 10","1990","indirect migration background","46","0.132223671629994","0.0930345392604215","0.171412803999566","5"
"5 on Scale 1 to 10","1990","direct migration background","497","0.186737863197972","0.171950639341353","0.201525087054591","5"
"6 on Scale 1 to 10","1990","no migration background","1247","0.110121898948109","0.104232983990089","0.116010813906128","6"
"6 on Scale 1 to 10","1990","indirect migration background","39","0.15197025051437","0.110437377304374","0.193503123724367","6"
"6 on Scale 1 to 10","1990","direct migration background","366","0.127928262811124","0.115254238509936","0.140602287112312","6"
"7 on Scale 1 to 10","1990","indirect migration background","54","0.216965593356959","0.169279362210567","0.264651824503351","7"
"7 on Scale 1 to 10","1990","no migration background","1764","0.169176707622915","0.162123968929971","0.17622944631586","7"
"7 on Scale 1 to 10","1990","direct migration background","454","0.167621953721341","0.153448328786684","0.181795578655999","7"
"8 on Scale 1 to 10","1990","direct migration background","485","0.183851665528628","0.169153148765859","0.198550182291396","8"
"8 on Scale 1 to 10","1990","no migration background","2121","0.205814713917889","0.198209134505865","0.213420293329913","8"
"8 on Scale 1 to 10","1990","indirect migration background","57","0.183052961977189","0.138313323110446","0.227792600843932","8"
"9 on Scale 1 to 10","1990","indirect migration background","30","0.102663346251986","0.0675483558176534","0.137778336686319","9"
"9 on Scale 1 to 10","1990","direct migration background","163","0.0632136950224554","0.0539798829103679","0.0724475071345429","9"
"9 on Scale 1 to 10","1990","no migration background","890","0.0933891124590307","0.0879152766512717","0.0988629482667896","9"
"0 Completely dissatisfied","1991","no migration background","315","0.0217169282157064","0.0189382256341707","0.0244956307972421","0"
"0 Completely dissatisfied","1991","direct migration background","53","0.0206505347558745","0.0152082226738091","0.02609284683794","0"
"0 Completely dissatisfied","1991","indirect migration background","3","","","","0"
"1 on Scale 1 to 10","1991","no migration background","176","0.0130240824008608","0.0108626709749488","0.0151854938267728","1"
"1 on Scale 1 to 10","1991","direct migration background","42","0.0165848112687432","0.0116974699685079","0.0214721525689786","1"
"1 on Scale 1 to 10","1991","indirect migration background","4","","","","1"
"10 Completely satisfied","1991","no migration background","714","0.0805991798264925","0.0754096459414782","0.0857887137115069","10"
"10 Completely satisfied","1991","direct migration background","184","0.0860580539976962","0.0753254770367941","0.0967906309585984","10"
"10 Completely satisfied","1991","indirect migration background","35","0.102879589582853","0.0704439010931286","0.135315278072578","10"
"2 on Scale 1 to 10","1991","direct migration background","81","0.0322637037102884","0.0255015572760645","0.0390258501445123","2"
"2 on Scale 1 to 10","1991","indirect migration background","5","","","","2"
"2 on Scale 1 to 10","1991","no migration background","434","0.0331819111626879","0.0297673595699152","0.0365964627554606","2"
"3 on Scale 1 to 10","1991","no migration background","717","0.0543943450478399","0.0500707749589651","0.0587179151367147","3"
"3 on Scale 1 to 10","1991","direct migration background","132","0.049123157924338","0.0408522303088658","0.0573940855398102","3"
"3 on Scale 1 to 10","1991","indirect migration background","15","","","","3"
"4 on Scale 1 to 10","1991","no migration background","737","0.0589608941224553","0.0544703758960851","0.0634514123488255","4"
"4 on Scale 1 to 10","1991","direct migration background","174","0.0590271254122333","0.0500080230754955","0.0680462277489712","4"
"4 on Scale 1 to 10","1991","indirect migration background","22","","","","4"
"5 on Scale 1 to 10","1991","no migration background","1698","0.150299320000495","0.143486575714876","0.157112064286114","5"
"5 on Scale 1 to 10","1991","indirect migration background","36","0.110781832683762","0.0772720526642977","0.144291612703225","5"
"5 on Scale 1 to 10","1991","direct migration background","418","0.153353436658556","0.139563991970385","0.167142881346727","5"
"6 on Scale 1 to 10","1991","no migration background","1203","0.109588004996285","0.103632924878345","0.115543085114224","6"
"6 on Scale 1 to 10","1991","direct migration background","344","0.125350348008851","0.112678826019247","0.138021869998456","6"
"6 on Scale 1 to 10","1991","indirect migration background","41","0.10450034315239","0.0718397016432759","0.137160984661503","6"
"7 on Scale 1 to 10","1991","no migration background","1664","0.167203179140675","0.160089367004309","0.174316991277041","7"
"7 on Scale 1 to 10","1991","direct migration background","461","0.166965843677469","0.152693537025476","0.181238150329462","7"
"7 on Scale 1 to 10","1991","indirect migration background","63","0.188731655529763","0.146954604517347","0.23050870654218","7"
"8 on Scale 1 to 10","1991","direct migration background","542","0.213085388363525","0.197414645456579","0.228756131270471","8"
"8 on Scale 1 to 10","1991","indirect migration background","82","0.218053903012597","0.173967620330191","0.262140185695003","8"
"8 on Scale 1 to 10","1991","no migration background","2029","0.213870410331832","0.206053537974866","0.221687282688798","8"
"9 on Scale 1 to 10","1991","indirect migration background","31","0.0958657791852905","0.0644331001804762","0.127298458190105","9"
"9 on Scale 1 to 10","1991","direct migration background","192","0.0775375962224249","0.0673027941181583","0.0877723983266914","9"
"9 on Scale 1 to 10","1991","no migration background","883","0.0971617447546705","0.0915154541568651","0.102808035352476","9"
"0 Completely dissatisfied","1992","no migration background","184","0.0161523667985769","0.0137190381732814","0.0185856954238724","0"
"0 Completely dissatisfied","1992","direct migration background","48","0.0204303222111156","0.0149384749783136","0.0259221694439176","0"
"0 Completely dissatisfied","1992","indirect migration background","7","","","","0"
"1 on Scale 1 to 10","1992","no migration background","159","0.0128730525228502","0.010697116946597","0.0150489880991034","1"
"1 on Scale 1 to 10","1992","indirect migration background","8","","","","1"
"1 on Scale 1 to 10","1992","direct migration background","40","0.0139897827210912","0.00943036518127279","0.0185492002609096","1"
"10 Completely satisfied","1992","no migration background","539","0.0656101849317984","0.0608308393174937","0.0703895305461031","10"
"10 Completely satisfied","1992","direct migration background","128","0.0688710442453489","0.0590402994185236","0.0787017890721742","10"
"10 Completely satisfied","1992","indirect migration background","25","","","","10"
"2 on Scale 1 to 10","1992","no migration background","402","0.0292403117308762","0.0259881987544618","0.0324924247072906","2"
"2 on Scale 1 to 10","1992","direct migration background","74","0.0303390709160771","0.0236806037851303","0.036997538047024","2"
"2 on Scale 1 to 10","1992","indirect migration background","9","","","","2"
"3 on Scale 1 to 10","1992","no migration background","691","0.0578503453011472","0.0533439251235565","0.062356765478738","3"
"3 on Scale 1 to 10","1992","indirect migration background","25","","","","3"
"3 on Scale 1 to 10","1992","direct migration background","162","0.0616929987207328","0.0523528542891088","0.0710331431523567","3"
"4 on Scale 1 to 10","1992","direct migration background","222","0.083535413726757","0.0727941264717658","0.0942767009817481","4"
"4 on Scale 1 to 10","1992","no migration background","841","0.071998817530777","0.0670093327171008","0.0769883023444532","4"
"4 on Scale 1 to 10","1992","indirect migration background","26","","","","4"
"5 on Scale 1 to 10","1992","no migration background","1686","0.153459079581325","0.146501806809875","0.160416352352775","5"
"5 on Scale 1 to 10","1992","indirect migration background","68","0.196113106471678","0.156807378779837","0.23541883416352","5"
"5 on Scale 1 to 10","1992","direct migration background","405","0.147571825398578","0.13380309818434","0.161340552612817","5"
"6 on Scale 1 to 10","1992","no migration background","1329","0.123150820855066","0.116807745603261","0.129493896106871","6"
"6 on Scale 1 to 10","1992","direct migration background","365","0.137687388657797","0.124310884656612","0.151063892658983","6"
"6 on Scale 1 to 10","1992","indirect migration background","42","0.0991821822747484","0.0695924952741041","0.128771869275393","6"
"7 on Scale 1 to 10","1992","no migration background","1753","0.176878675217387","0.169513409434913","0.184243940999861","7"
"7 on Scale 1 to 10","1992","direct migration background","470","0.176005927757072","0.161222032927002","0.190789822587143","7"
"7 on Scale 1 to 10","1992","indirect migration background","73","0.187425207676101","0.148792892935263","0.226057522416939","7"
"8 on Scale 1 to 10","1992","direct migration background","453","0.184992842951678","0.169919091573414","0.200066594329941","8"
