"plh0175","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","1984","Full Time","Couple + C. GT 16 ","40","0.0433501883834086","0.0303110082430136","0.0563893685238037","4"
"4 on Scale 1 to 10","1984","Full Time","Couple + C. LE and GT 16","42","0.0527607025939664","0.0371716513735057","0.0683497538144271","4"
"4 on Scale 1 to 10","1984","Part Time","(Married) couple without C. ","17","","","","4"
"4 on Scale 1 to 10","1984","Part Time","Single parent ","7","","","","4"
"4 on Scale 1 to 10","1984","Part Time","Couple + C. LE 16 ","23","","","","4"
"4 on Scale 1 to 10","1984","Not Working","Couple + C. LE 16 ","46","0.0450008260111485","0.0313658823164718","0.0586357697058251","4"
"5 on Scale 1 to 10","1984","Full Time","1-pers.-HH","109","0.195559138992429","0.162136897121967","0.228981380862891","5"
"5 on Scale 1 to 10","1984","Full Time","(Married) couple without C. ","205","0.166749451809654","0.145280352606072","0.188218551013237","5"
"5 on Scale 1 to 10","1984","Full Time","Single parent ","66","0.263692792965808","0.208291026788692","0.319094559142925","5"
"5 on Scale 1 to 10","1984","Full Time","Couple + C. LE 16 ","277","0.165984732899869","0.148043010128238","0.183926455671501","5"
"5 on Scale 1 to 10","1984","Full Time","Couple + C. GT 16 ","158","0.181740622129024","0.157048990086196","0.206432254171853","5"
"5 on Scale 1 to 10","1984","Part Time","Single parent ","17","","","","5"
"5 on Scale 1 to 10","1984","Part Time","Couple + C. LE 16 ","105","0.180142600869422","0.147362634448047","0.212922567290798","5"
"5 on Scale 1 to 10","1984","Part Time","Couple + C. GT 16 ","55","0.167627506118038","0.127805673464367","0.207449338771709","5"
"5 on Scale 1 to 10","1984","Part Time","Couple + C. LE and GT 16","65","0.232317837663401","0.184369675865935","0.280265999460867","5"
"5 on Scale 1 to 10","1984","Not Working","1-pers.-HH","90","0.144537798872481","0.117588321485379","0.171487276259584","5"
"5 on Scale 1 to 10","1984","Not Working","(Married) couple without C. ","208","0.171186484430648","0.149927741222625","0.19244522763867","5"
"5 on Scale 1 to 10","1984","Not Working","Single parent ","48","0.200268993778252","0.147505836020346","0.253032151536157","5"
"5 on Scale 1 to 10","1984","Not Working","Couple + C. LE 16 ","159","0.179533077221314","0.154289878621894","0.204776275820735","5"
"5 on Scale 1 to 10","1984","Not Working","Couple + C. GT 16 ","93","0.152166319390196","0.12451122222716","0.179821416553232","5"
"5 on Scale 1 to 10","1984","Not Working","Couple + C. LE and GT 16","108","0.195155061552247","0.162242134148718","0.228067988955775","5"
"5 on Scale 1 to 10","1984","Full Time","Couple + C. LE and GT 16","145","0.174445826883538","0.147982915270734","0.200908738496342","5"
"5 on Scale 1 to 10","1984","Part Time","1-pers.-HH","27","","","","5"
"5 on Scale 1 to 10","1984","Part Time","(Married) couple without C. ","63","0.187830947589609","0.145817739775533","0.229844155403684","5"
"6 on Scale 1 to 10","1984","Full Time","1-pers.-HH","45","0.0877775637406858","0.0639328784592439","0.111622249022128","6"
"6 on Scale 1 to 10","1984","Part Time","Couple + C. LE 16 ","53","0.103741748741519","0.0777326983870889","0.129750799095948","6"
"6 on Scale 1 to 10","1984","Part Time","Couple + C. GT 16 ","27","","","","6"
"6 on Scale 1 to 10","1984","Not Working","Couple + C. LE and GT 16","50","0.0990357371519987","0.0742289657200372","0.12384250858396","6"
"6 on Scale 1 to 10","1984","Part Time","Couple + C. LE and GT 16","36","0.120897722194362","0.0838834920551543","0.157911952333569","6"
"6 on Scale 1 to 10","1984","Full Time","(Married) couple without C. ","117","0.110624844724065","0.0925588181378807","0.12869087131025","6"
"6 on Scale 1 to 10","1984","Full Time","Single parent ","25","","","","6"
"6 on Scale 1 to 10","1984","Full Time","Couple + C. LE 16 ","159","0.0875256897505404","0.0738980337078574","0.101153345793223","6"
"6 on Scale 1 to 10","1984","Full Time","Couple + C. GT 16 ","85","0.0965125866098742","0.0776052077501946","0.115419965469554","6"
"6 on Scale 1 to 10","1984","Full Time","Couple + C. LE and GT 16","80","0.0840526523247059","0.0647042320962795","0.103401072553132","6"
"6 on Scale 1 to 10","1984","Part Time","1-pers.-HH","9","","","","6"
"6 on Scale 1 to 10","1984","Part Time","(Married) couple without C. ","36","0.116441019480645","0.0819385785145203","0.15094346044677","6"
"6 on Scale 1 to 10","1984","Part Time","Single parent ","10","","","","6"
"6 on Scale 1 to 10","1984","Not Working","1-pers.-HH","58","0.0868832721794092","0.0652963636771701","0.108470180681648","6"
"6 on Scale 1 to 10","1984","Not Working","(Married) couple without C. ","102","0.0843612708300984","0.0686754203555272","0.10004712130467","6"
"6 on Scale 1 to 10","1984","Not Working","Single parent ","14","","","","6"
"6 on Scale 1 to 10","1984","Not Working","Couple + C. LE 16 ","69","0.0851810597895212","0.0668207205429129","0.10354139903613","6"
"6 on Scale 1 to 10","1984","Not Working","Couple + C. GT 16 ","55","0.0865006340463558","0.0648572902237862","0.108143977868925","6"
"7 on Scale 1 to 10","1984","Full Time","Couple + C. LE 16 ","267","0.175780681627787","0.1574258655795","0.194135497676074","7"
"7 on Scale 1 to 10","1984","Part Time","Couple + C. LE and GT 16","37","0.13432043503285","0.0956045147708403","0.17303635529486","7"
"7 on Scale 1 to 10","1984","Full Time","Single parent ","28","","","","7"
"7 on Scale 1 to 10","1984","Not Working","1-pers.-HH","57","0.0914016075715043","0.0693153508464831","0.113487864296525","7"
"7 on Scale 1 to 10","1984","Not Working","Couple + C. GT 16 ","97","0.14947269491362","0.12201995783495","0.176925431992291","7"
"7 on Scale 1 to 10","1984","Full Time","1-pers.-HH","83","0.15670287742902","0.126070672886147","0.187335081971893","7"
"7 on Scale 1 to 10","1984","Not Working","(Married) couple without C. ","171","0.145707440232129","0.125795269221723","0.165619611242536","7"
"7 on Scale 1 to 10","1984","Full Time","(Married) couple without C. ","184","0.161301893347297","0.140117483245914","0.182486303448681","7"
"7 on Scale 1 to 10","1984","Not Working","Single parent ","26","","","","7"
"7 on Scale 1 to 10","1984","Not Working","Couple + C. LE 16 ","122","0.132828476732136","0.110506137277969","0.155150816186302","7"
"7 on Scale 1 to 10","1984","Full Time","Couple + C. GT 16 ","156","0.16324902735145","0.139584288856136","0.186913765846765","7"
"7 on Scale 1 to 10","1984","Full Time","Couple + C. LE and GT 16","106","0.133411254484459","0.109700940695776","0.157121568273141","7"
"7 on Scale 1 to 10","1984","Part Time","1-pers.-HH","17","","","","7"
"7 on Scale 1 to 10","1984","Part Time","(Married) couple without C. ","36","0.106480262547976","0.0733010800695503","0.139659445026402","7"
"7 on Scale 1 to 10","1984","Part Time","Single parent ","8","","","","7"
"7 on Scale 1 to 10","1984","Part Time","Couple + C. LE 16 ","66","0.124050169818196","0.0959331408909039","0.152167198745489","7"
"7 on Scale 1 to 10","1984","Part Time","Couple + C. GT 16 ","42","0.120240270314645","0.0855668445741152","0.154913696055176","7"
"7 on Scale 1 to 10","1984","Not Working","Couple + C. LE and GT 16","62","0.107119892614485","0.0814365153359743","0.132803269892995","7"
"8 on Scale 1 to 10","1984","Full Time","1-pers.-HH","96","0.172422046782069","0.140591044567513","0.204253048996626","8"
"8 on Scale 1 to 10","1984","Full Time","(Married) couple without C. ","218","0.188655401474337","0.166121774117303","0.211189028831371","8"
"8 on Scale 1 to 10","1984","Full Time","Single parent ","35","0.160268176739695","0.114142908124964","0.206393445354427","8"
"8 on Scale 1 to 10","1984","Full Time","Couple + C. LE 16 ","312","0.201428616521747","0.182088435881853","0.220768797161642","8"
"8 on Scale 1 to 10","1984","Part Time","1-pers.-HH","16","","","","8"
"8 on Scale 1 to 10","1984","Part Time","(Married) couple without C. ","61","0.187819829442343","0.145807577516683","0.229832081368002","8"
"8 on Scale 1 to 10","1984","Part Time","Couple + C. LE and GT 16","43","0.136418678591476","0.097448849747755","0.175388507435196","8"
"8 on Scale 1 to 10","1984","Not Working","1-pers.-HH","90","0.140238033499343","0.113625805348653","0.166850261650032","8"
"8 on Scale 1 to 10","1984","Not Working","(Married) couple without C. ","201","0.172207096983024","0.150898207877483","0.193515986088564","8"
"8 on Scale 1 to 10","1984","Not Working","Couple + C. LE 16 ","133","0.165922458435216","0.14145451832275","0.190390398547682","8"
"8 on Scale 1 to 10","1984","Not Working","Couple + C. GT 16 ","114","0.18686204641573","0.156849471671113","0.216874621160346","8"
"8 on Scale 1 to 10","1984","Not Working","Single parent ","16","","","","8"
"8 on Scale 1 to 10","1984","Full Time","Couple + C. GT 16 ","186","0.205882677838094","0.179992768211588","0.2317725874646","8"
"8 on Scale 1 to 10","1984","Full Time","Couple + C. LE and GT 16","141","0.205418503687586","0.177246122907833","0.233590884467338","8"
"8 on Scale 1 to 10","1984","Part Time","Single parent ","10","","","","8"
"8 on Scale 1 to 10","1984","Part Time","Couple + C. LE 16 ","92","0.189101364696488","0.155700189606184","0.222502539786793","8"
"8 on Scale 1 to 10","1984","Part Time","Couple + C. GT 16 ","72","0.207177513512806","0.163971019315931","0.250384007709682","8"
"8 on Scale 1 to 10","1984","Not Working","Couple + C. LE and GT 16","82","0.14588108652539","0.11656681153578","0.175195361515","8"
"9 on Scale 1 to 10","1984","Part Time","Couple + C. LE and GT 16","15","","","","9"
"9 on Scale 1 to 10","1984","Not Working","Couple + C. LE and GT 16","48","0.0954156548428525","0.0710176201336148","0.11981368955209","9"
"9 on Scale 1 to 10","1984","Full Time","1-pers.-HH","37","0.068209987649248","0.0469661746702823","0.0894538006282137","9"
"9 on Scale 1 to 10","1984","Full Time","(Married) couple without C. ","129","0.108714452911585","0.0907858732292987","0.126643032593871","9"
"9 on Scale 1 to 10","1984","Full Time","Single parent ","7","","","","9"
"9 on Scale 1 to 10","1984","Full Time","Couple + C. LE 16 ","138","0.0808470877452551","0.0677018288618799","0.0939923466286303","9"
"9 on Scale 1 to 10","1984","Full Time","Couple + C. GT 16 ","86","0.0850077214071936","0.0671504048354716","0.102865037978916","9"
"9 on Scale 1 to 10","1984","Full Time","Couple + C. LE and GT 16","57","0.081407971643866","0.062338908865886","0.100477034421846","9"
"9 on Scale 1 to 10","1984","Part Time","1-pers.-HH","7","","","","9"
"9 on Scale 1 to 10","1984","Part Time","(Married) couple without C. ","28","","","","9"
"9 on Scale 1 to 10","1984","Part Time","Single parent ","4","","","","9"
"9 on Scale 1 to 10","1984","Part Time","Couple + C. LE 16 ","34","0.0651452088540409","0.0440955796887035","0.0861948380193782","9"
"9 on Scale 1 to 10","1984","Part Time","Couple + C. GT 16 ","24","","","","9"
"9 on Scale 1 to 10","1984","Not Working","1-pers.-HH","56","0.0917996995853857","0.0696702471780524","0.113929151992719","9"
"9 on Scale 1 to 10","1984","Not Working","(Married) couple without C. ","97","0.0795798888494902","0.0643053132982084","0.0948544644007721","9"
"9 on Scale 1 to 10","1984","Not Working","Single parent ","10","","","","9"
"9 on Scale 1 to 10","1984","Not Working","Couple + C. LE 16 ","58","0.0617400094812482","0.0459098039785383","0.0775702149839581","9"
"9 on Scale 1 to 10","1984","Not Working","Couple + C. GT 16 ","62","0.0977408197441509","0.074876186927744","0.120605452560558","9"
"0 Completely dissatisfied","1985","Full Time","1-pers.-HH","9","","","","0"
"0 Completely dissatisfied","1985","Full Time","(Married) couple without C. ","20","","","","0"
"0 Completely dissatisfied","1985","Full Time","Single parent ","6","","","","0"
"0 Completely dissatisfied","1985","Full Time","Couple + C. LE 16 ","22","","","","0"
"0 Completely dissatisfied","1985","Full Time","Couple + C. GT 16 ","16","","","","0"
"0 Completely dissatisfied","1985","Full Time","Couple + C. LE and GT 16","8","","","","0"
"0 Completely dissatisfied","1985","Part Time","1-pers.-HH","5","","","","0"
"0 Completely dissatisfied","1985","Part Time","(Married) couple without C. ","8","","","","0"
"0 Completely dissatisfied","1985","Part Time","Single parent ","4","","","","0"
"0 Completely dissatisfied","1985","Part Time","Couple + C. LE 16 ","12","","","","0"
"0 Completely dissatisfied","1985","Part Time","Couple + C. GT 16 ","16","","","","0"
"0 Completely dissatisfied","1985","Part Time","Couple + C. LE and GT 16","11","","","","0"
"0 Completely dissatisfied","1985","Not Working","1-pers.-HH","21","","","","0"
"0 Completely dissatisfied","1985","Not Working","(Married) couple without C. ","18","","","","0"
"0 Completely dissatisfied","1985","Not Working","Single parent ","19","","","","0"
"0 Completely dissatisfied","1985","Not Working","Couple + C. LE 16 ","25","","","","0"
"0 Completely dissatisfied","1985","Not Working","Couple + C. GT 16 ","33","0.0418059598155999","0.0264195518040205","0.0571923678271794","0"
"0 Completely dissatisfied","1985","Not Working","Couple + C. LE and GT 16","13","","","","0"
"1 on Scale 1 to 10","1985","Part Time","1-pers.-HH","5","","","","1"
"1 on Scale 1 to 10","1985","Full Time","1-pers.-HH","4","","","","1"
"1 on Scale 1 to 10","1985","Full Time","Single parent ","1","","","","1"
"1 on Scale 1 to 10","1985","Full Time","(Married) couple without C. ","7","","","","1"
"1 on Scale 1 to 10","1985","Full Time","Couple + C. LE 16 ","12","","","","1"
"1 on Scale 1 to 10","1985","Full Time","Couple + C. LE and GT 16","6","","","","1"
"1 on Scale 1 to 10","1985","Full Time","Couple + C. GT 16 ","8","","","","1"
"1 on Scale 1 to 10","1985","Part Time","(Married) couple without C. ","6","","","","1"
"1 on Scale 1 to 10","1985","Part Time","Single parent ","4","","","","1"
"1 on Scale 1 to 10","1985","Part Time","Couple + C. LE 16 ","4","","","","1"
"1 on Scale 1 to 10","1985","Part Time","Couple + C. GT 16 ","4","","","","1"
"1 on Scale 1 to 10","1985","Part Time","Couple + C. LE and GT 16","3","","","","1"
"1 on Scale 1 to 10","1985","Not Working","1-pers.-HH","14","","","","1"
"1 on Scale 1 to 10","1985","Not Working","(Married) couple without C. ","13","","","","1"
"1 on Scale 1 to 10","1985","Not Working","Single parent ","7","","","","1"
"1 on Scale 1 to 10","1985","Not Working","Couple + C. LE 16 ","18","","","","1"
"1 on Scale 1 to 10","1985","Not Working","Couple + C. LE and GT 16","2","","","","1"
"1 on Scale 1 to 10","1985","Not Working","Couple + C. GT 16 ","13","","","","1"
"10 Completely satisfied","1985","Full Time","(Married) couple without C. ","140","0.134980162686571","0.114102185877531","0.15585813949561","10"
"10 Completely satisfied","1985","Full Time","1-pers.-HH","50","0.111539661596028","0.082772112754969","0.140307210437087","10"
"10 Completely satisfied","1985","Full Time","Single parent ","28","","","","10"
"10 Completely satisfied","1985","Full Time","Couple + C. LE 16 ","129","0.0918934462733128","0.0765236241375989","0.107263268409027","10"
"10 Completely satisfied","1985","Full Time","Couple + C. GT 16 ","92","0.0994488958464275","0.0801424911804065","0.118755300512448","10"
"10 Completely satisfied","1985","Full Time","Couple + C. LE and GT 16","62","0.0860224055775524","0.0648851640783892","0.107159647076716","10"
"10 Completely satisfied","1985","Part Time","1-pers.-HH","14","","","","10"
"10 Completely satisfied","1985","Part Time","(Married) couple without C. ","47","0.165993281634141","0.124236386264137","0.207750177004146","10"
"10 Completely satisfied","1985","Part Time","Single parent ","6","","","","10"
"10 Completely satisfied","1985","Part Time","Couple + C. LE 16 ","55","0.110108240080989","0.0836083422568207","0.136608137905157","10"
"10 Completely satisfied","1985","Part Time","Couple + C. GT 16 ","39","0.110164400827722","0.0789302311524155","0.141398570503028","10"
"10 Completely satisfied","1985","Part Time","Couple + C. LE and GT 16","25","","","","10"
"10 Completely satisfied","1985","Not Working","1-pers.-HH","84","0.157490129361985","0.127560170044979","0.187420088678991","10"
"10 Completely satisfied","1985","Not Working","(Married) couple without C. ","190","0.182323128041389","0.159316858737395","0.205329397345383","10"
"10 Completely satisfied","1985","Not Working","Single parent ","12","","","","10"
"10 Completely satisfied","1985","Not Working","Couple + C. LE 16 ","97","0.128894559102388","0.105272867245154","0.152516250959622","10"
"10 Completely satisfied","1985","Not Working","Couple + C. GT 16 ","101","0.151396369204567","0.123841294961818","0.178951443447315","10"
"10 Completely satisfied","1985","Not Working","Couple + C. LE and GT 16","65","0.128043365979605","0.0985482155395891","0.15753851641962","10"
"2 on Scale 1 to 10","1985","Full Time","(Married) couple without C. ","20","","","","2"
"2 on Scale 1 to 10","1985","Full Time","Single parent ","14","","","","2"
"2 on Scale 1 to 10","1985","Full Time","Couple + C. LE 16 ","32","0.0238528965461953","0.0157341989638626","0.031971594128528","2"
"2 on Scale 1 to 10","1985","Part Time","1-pers.-HH","11","","","","2"
"2 on Scale 1 to 10","1985","Part Time","(Married) couple without C. ","13","","","","2"
"2 on Scale 1 to 10","1985","Part Time","Couple + C. GT 16 ","19","","","","2"
"2 on Scale 1 to 10","1985","Part Time","Couple + C. LE and GT 16","5","","","","2"
"2 on Scale 1 to 10","1985","Full Time","1-pers.-HH","9","","","","2"
"2 on Scale 1 to 10","1985","Part Time","Single parent ","9","","","","2"
"2 on Scale 1 to 10","1985","Part Time","Couple + C. LE 16 ","28","","","","2"
"2 on Scale 1 to 10","1985","Full Time","Couple + C. GT 16 ","25","","","","2"
"2 on Scale 1 to 10","1985","Full Time","Couple + C. LE and GT 16","18","","","","2"
"2 on Scale 1 to 10","1985","Not Working","1-pers.-HH","28","","","","2"
"2 on Scale 1 to 10","1985","Not Working","(Married) couple without C. ","28","","","","2"
"2 on Scale 1 to 10","1985","Not Working","Single parent ","20","","","","2"
"2 on Scale 1 to 10","1985","Not Working","Couple + C. LE 16 ","29","","","","2"
"2 on Scale 1 to 10","1985","Not Working","Couple + C. GT 16 ","25","","","","2"
"2 on Scale 1 to 10","1985","Not Working","Couple + C. LE and GT 16","20","","","","2"
"3 on Scale 1 to 10","1985","Full Time","Single parent ","12","","","","3"
"3 on Scale 1 to 10","1985","Full Time","1-pers.-HH","27","","","","3"
"3 on Scale 1 to 10","1985","Full Time","(Married) couple without C. ","24","","","","3"
"3 on Scale 1 to 10","1985","Full Time","Couple + C. LE 16 ","54","0.0451634014999802","0.0341145784709471","0.0562122245290133","3"
