"plh0175","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","in school","7","","","","0"
"0 Completely dissatisfied","1984","inadequately","44","0.0469967963867836","0.0339321056854847","0.0600614870880826","0"
"0 Completely dissatisfied","1984","general elemantary","123","0.0387221366598559","0.0322246616167723","0.0452196117029395","0"
"0 Completely dissatisfied","1984","middle vocational","216","0.0362387838049637","0.0313713916260335","0.041106175983894","0"
"0 Completely dissatisfied","1984","vocational + Abi","14","","","","0"
"0 Completely dissatisfied","1984","higher vocational","18","","","","0"
"0 Completely dissatisfied","1984","higher education","13","","","","0"
"1 on Scale 1 to 10","1984","in school","1","","","","1"
"1 on Scale 1 to 10","1984","inadequately","34","0.0389873389182795","0.0270379918222807","0.0509366860142782","1"
"1 on Scale 1 to 10","1984","general elemantary","61","0.0177123489039654","0.0132701508849531","0.0221545469229777","1"
"1 on Scale 1 to 10","1984","middle vocational","65","0.0113227043652173","0.00856703457788675","0.0140783741525479","1"
"1 on Scale 1 to 10","1984","vocational + Abi","5","","","","1"
"1 on Scale 1 to 10","1984","higher vocational","4","","","","1"
"1 on Scale 1 to 10","1984","higher education","3","","","","1"
"10 Completely satisfied","1984","in school","27","","","","10"
"10 Completely satisfied","1984","inadequately","119","0.112514881703719","0.0930073038605629","0.132022459546875","10"
"10 Completely satisfied","1984","general elemantary","466","0.141021605708912","0.129300341904331","0.152742869513494","10"
"10 Completely satisfied","1984","middle vocational","819","0.147086967588615","0.137862012029357","0.156311923147873","10"
"10 Completely satisfied","1984","vocational + Abi","50","0.164947898720018","0.123700356398382","0.206195441041655","10"
"10 Completely satisfied","1984","higher vocational","110","0.172644529656994","0.143723173498348","0.20156588581564","10"
"10 Completely satisfied","1984","higher education","151","0.197945894662332","0.170160944127509","0.225730845197155","10"
"2 on Scale 1 to 10","1984","general elemantary","143","0.0410060254940267","0.0343276279049409","0.0476844230831125","2"
"2 on Scale 1 to 10","1984","inadequately","50","0.0667974967465929","0.0513845433146785","0.0822104501785073","2"
"2 on Scale 1 to 10","1984","in school","3","","","","2"
"2 on Scale 1 to 10","1984","higher vocational","16","","","","2"
"2 on Scale 1 to 10","1984","higher education","12","","","","2"
"2 on Scale 1 to 10","1984","vocational + Abi","13","","","","2"
"2 on Scale 1 to 10","1984","middle vocational","196","0.0349578621748889","0.0301740911768404","0.0397416331729374","2"
"3 on Scale 1 to 10","1984","inadequately","70","0.1015235150018","0.0828788533979157","0.120168176605684","3"
"3 on Scale 1 to 10","1984","general elemantary","229","0.0694364463050297","0.0608757861775396","0.0779971064325199","3"
"3 on Scale 1 to 10","1984","middle vocational","276","0.0469597661648501","0.0414498703024905","0.0524696620272096","3"
"3 on Scale 1 to 10","1984","vocational + Abi","14","","","","3"
"3 on Scale 1 to 10","1984","higher vocational","28","","","","3"
"3 on Scale 1 to 10","1984","higher education","28","","","","3"
"3 on Scale 1 to 10","1984","in school","7","","","","3"
"4 on Scale 1 to 10","1984","in school","7","","","","4"
"4 on Scale 1 to 10","1984","inadequately","71","0.0747636795805487","0.0585272888121824","0.0910000703489151","4"
"4 on Scale 1 to 10","1984","general elemantary","200","0.0575003130325351","0.049660310472147","0.0653403155929232","4"
"4 on Scale 1 to 10","1984","middle vocational","295","0.0482803410637679","0.0426973813368268","0.0538633007907091","4"
"4 on Scale 1 to 10","1984","vocational + Abi","14","","","","4"
"4 on Scale 1 to 10","1984","higher vocational","33","0.0492398675015852","0.0326825456713426","0.0657971893318278","4"
"4 on Scale 1 to 10","1984","higher education","43","0.0536349325655285","0.0379245136572424","0.0693453514738145","4"
"5 on Scale 1 to 10","1984","inadequately","171","0.1527028328299","0.130497399683261","0.174908265976539","5"
"5 on Scale 1 to 10","1984","general elemantary","685","0.19524327282807","0.181893900686343","0.208592644969797","5"
"5 on Scale 1 to 10","1984","in school","23","","","","5"
"5 on Scale 1 to 10","1984","middle vocational","998","0.176667888580621","0.166734643598567","0.186601133562674","5"
"5 on Scale 1 to 10","1984","vocational + Abi","59","0.171284104343734","0.129411568634177","0.21315664005329","5"
"5 on Scale 1 to 10","1984","higher vocational","111","0.168632093192679","0.139979567245247","0.197284619140111","5"
"5 on Scale 1 to 10","1984","higher education","92","0.110904238156976","0.0890073254611025","0.132801150852849","5"
"6 on Scale 1 to 10","1984","higher vocational","61","0.0928109439706629","0.0706062563679028","0.115015631573423","6"
"6 on Scale 1 to 10","1984","higher education","51","0.057998266069146","0.0416990055459065","0.0742975265923855","6"
"6 on Scale 1 to 10","1984","in school","17","","","","6"
"6 on Scale 1 to 10","1984","inadequately","101","0.104283244893381","0.0854159150410478","0.123150574745714","6"
"6 on Scale 1 to 10","1984","general elemantary","305","0.0935416960111217","0.0837351283627662","0.103348263659477","6"
"6 on Scale 1 to 10","1984","middle vocational","542","0.0948772015351615","0.0872448301350248","0.102509572935298","6"
"6 on Scale 1 to 10","1984","vocational + Abi","23","","","","6"
"7 on Scale 1 to 10","1984","in school","20","","","","7"
"7 on Scale 1 to 10","1984","inadequately","136","0.115919104853064","0.096156629688123","0.135681580018006","7"
"7 on Scale 1 to 10","1984","general elemantary","410","0.122329431200261","0.11129444641959","0.133364415980932","7"
"7 on Scale 1 to 10","1984","middle vocational","829","0.145188255994483","0.136012839341552","0.154363672647414","7"
"7 on Scale 1 to 10","1984","vocational + Abi","50","0.164200073581115","0.123027716138996","0.205372431023234","7"
"7 on Scale 1 to 10","1984","higher vocational","96","0.14528077013955","0.118315052942674","0.172246487336425","7"
"7 on Scale 1 to 10","1984","higher education","109","0.140866410139177","0.116607648988039","0.165125171290314","7"
