"plh0175","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1984","direct migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","West Germany","4","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1984","no migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","West Germany","226","0.066823273214346","0.0584047568027446","0.0752417896259474","4"
"4 on Scale 1 to 10","1984","no migration background","West Germany","429","0.0500372565711102","0.0454097185982335","0.0546647945439869","4"
"4 on Scale 1 to 10","1984","indirect migration background","West Germany","11","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","East Germany","","","","","4"
"5 on Scale 1 to 10","1984","no migration background","West Germany","1496","0.175109353781329","0.167042525324034","0.183176182238623","5"
"5 on Scale 1 to 10","1984","no migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1984","direct migration background","West Germany","631","0.179088290383539","0.166162069839934","0.192014510927145","5"
"5 on Scale 1 to 10","1984","direct migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","West Germany","27","","","","5"
"6 on Scale 1 to 10","1984","direct migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1984","no migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1984","direct migration background","West Germany","312","0.0913476020061935","0.0816349639504102","0.101060240061977","6"
"6 on Scale 1 to 10","1984","no migration background","West Germany","784","0.0916806111698618","0.0855555842506692","0.0978056380890544","6"
"6 on Scale 1 to 10","1984","indirect migration background","West Germany","10","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","East Germany","","","","","6"
"7 on Scale 1 to 10","1984","no migration background","West Germany","1188","0.137673380252379","0.130360123113476","0.144986637391282","7"
"7 on Scale 1 to 10","1984","no migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1984","direct migration background","West Germany","451","0.140797434829266","0.129071839695161","0.15252302996337","7"
"7 on Scale 1 to 10","1984","direct migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","West Germany","17","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","East Germany","","","","","7"
"8 on Scale 1 to 10","1984","no migration background","West Germany","1518","0.176596607301267","0.168502900580062","0.184690314022472","8"
"8 on Scale 1 to 10","1984","direct migration background","West Germany","504","0.151382080899443","0.139298849980748","0.163465311818137","8"
"8 on Scale 1 to 10","1984","no migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1984","direct migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","West Germany","17","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","East Germany","","","","","8"
"9 on Scale 1 to 10","1984","no migration background","West Germany","691","0.0810467666469901","0.075254287069006","0.0868392462249742","9"
"9 on Scale 1 to 10","1984","no migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","West Germany","247","0.0790040968941775","0.0699103388146758","0.0880978549736793","9"
"9 on Scale 1 to 10","1984","indirect migration background","West Germany","13","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","East Germany","","","","","9"
"0 Completely dissatisfied","1985","no migration background","West Germany","193","0.0249900876901282","0.0215337434030714","0.028446431977185","0"
"0 Completely dissatisfied","1985","no migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1985","direct migration background","West Germany","89","0.0387882951840723","0.0317558123043367","0.045820778063808","0"
"0 Completely dissatisfied","1985","direct migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","West Germany","5","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1985","direct migration background","West Germany","42","0.01115578003587","0.0073305044985497","0.0149810555731903","1"
"1 on Scale 1 to 10","1985","direct migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1985","no migration background","West Germany","98","0.0133685939290758","0.010825578914651","0.0159116089435006","1"
"1 on Scale 1 to 10","1985","no migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","West Germany","1","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","East Germany","","","","","1"
"10 Completely satisfied","1985","no migration background","West Germany","979","0.129040218557958","0.121617035234359","0.136463401881557","10"
"10 Completely satisfied","1985","no migration background","East Germany","","","","","10"
"10 Completely satisfied","1985","direct migration background","West Germany","305","0.108679656885026","0.0973441785568396","0.120015135213213","10"
"10 Completely satisfied","1985","direct migration background","East Germany","","","","","10"
"10 Completely satisfied","1985","indirect migration background","West Germany","22","","","","10"
"10 Completely satisfied","1985","indirect migration background","East Germany","","","","","10"
"2 on Scale 1 to 10","1985","no migration background","West Germany","254","0.0329159417499882","0.0289653346008562","0.0368665488991202","2"
"2 on Scale 1 to 10","1985","direct migration background","West Germany","122","0.0482507454210064","0.0404459396729627","0.0560555511690501","2"
"2 on Scale 1 to 10","1985","indirect migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","West Germany","6","","","","2"
"2 on Scale 1 to 10","1985","no migration background","East Germany","","","","","2"
"3 on Scale 1 to 10","1985","no migration background","West Germany","382","0.04972975225174","0.0449162596964927","0.0545432448069873","3"
"3 on Scale 1 to 10","1985","direct migration background","West Germany","154","0.0620491796955406","0.0532628626917097","0.0708354966993715","3"
"3 on Scale 1 to 10","1985","no migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","West Germany","6","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1985","direct migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","West Germany","205","0.063808362207759","0.0549067229602928","0.0727100014552253","4"
"4 on Scale 1 to 10","1985","no migration background","West Germany","413","0.0517887965374257","0.046881988801235","0.0566956042736163","4"
"4 on Scale 1 to 10","1985","no migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","West Germany","7","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","East Germany","","","","","4"
"5 on Scale 1 to 10","1985","no migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1985","no migration background","West Germany","1291","0.166617788129931","0.15836669695226","0.174868879307602","5"
"5 on Scale 1 to 10","1985","direct migration background","West Germany","520","0.180994841373173","0.16697234845416","0.195017334292187","5"
"5 on Scale 1 to 10","1985","direct migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1985","indirect migration background","West Germany","21","","","","5"
"5 on Scale 1 to 10","1985","indirect migration background","East Germany","","","","","5"
"6 on Scale 1 to 10","1985","no migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1985","no migration background","West Germany","823","0.105476083299076","0.0986746324144569","0.112277534183696","6"
"6 on Scale 1 to 10","1985","direct migration background","West Germany","318","0.100945732492779","0.0899737337909634","0.111917731194594","6"
"6 on Scale 1 to 10","1985","direct migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1985","indirect migration background","West Germany","18","","","","6"
"6 on Scale 1 to 10","1985","indirect migration background","East Germany","","","","","6"
"7 on Scale 1 to 10","1985","no migration background","West Germany","1229","0.153782710698392","0.145794982221384","0.161770439175399","7"
"7 on Scale 1 to 10","1985","direct migration background","West Germany","414","0.14924964532829","0.136271682211984","0.162227608444595","7"
"7 on Scale 1 to 10","1985","no migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1985","direct migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1985","indirect migration background","West Germany","17","","","","7"
"7 on Scale 1 to 10","1985","indirect migration background","East Germany","","","","","7"
"8 on Scale 1 to 10","1985","no migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1985","indirect migration background","West Germany","26","","","","8"
"8 on Scale 1 to 10","1985","direct migration background","West Germany","502","0.164766758846575","0.15125575875952","0.17827775893363","8"
"8 on Scale 1 to 10","1985","direct migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1985","no migration background","West Germany","1511","0.189423410710483","0.180746953188098","0.198099868232868","8"
"8 on Scale 1 to 10","1985","indirect migration background","East Germany","","","","","8"
"9 on Scale 1 to 10","1985","direct migration background","West Germany","225","0.071311002529908","0.061938356115844","0.080683648943972","9"
"9 on Scale 1 to 10","1985","direct migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1985","indirect migration background","West Germany","9","","","","9"
"9 on Scale 1 to 10","1985","no migration background","West Germany","662","0.0828666164458021","0.0767623336549561","0.0889708992366481","9"
"9 on Scale 1 to 10","1985","no migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1985","indirect migration background","East Germany","","","","","9"
"0 Completely dissatisfied","1986","no migration background","West Germany","148","0.0195652829755701","0.0164376447336415","0.0226929212174987","0"
"0 Completely dissatisfied","1986","no migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1986","direct migration background","West Germany","52","0.0179898565033866","0.0130859585663589","0.0228937544404143","0"
"0 Completely dissatisfied","1986","direct migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","West Germany","2","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1986","direct migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","direct migration background","West Germany","49","0.0158258275995723","0.0112212607408225","0.0204303944583221","1"
"1 on Scale 1 to 10","1986","no migration background","West Germany","76","0.00932853666214895","0.00715765727367031","0.0114994160506276","1"
"1 on Scale 1 to 10","1986","no migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","West Germany","3","","","","1"
"10 Completely satisfied","1986","no migration background","East Germany","","","","","10"
"10 Completely satisfied","1986","no migration background","West Germany","817","0.111507487466105","0.104399559652638","0.118615415279572","10"
"10 Completely satisfied","1986","direct migration background","East Germany","","","","","10"
"10 Completely satisfied","1986","direct migration background","West Germany","257","0.0951644579620214","0.0843378652030762","0.105991050720967","10"
"10 Completely satisfied","1986","indirect migration background","West Germany","12","","","","10"
"10 Completely satisfied","1986","indirect migration background","East Germany","","","","","10"
"2 on Scale 1 to 10","1986","indirect migration background","West Germany","6","","","","2"
"2 on Scale 1 to 10","1986","direct migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1986","direct migration background","West Germany","121","0.0412492172767726","0.0339120181098311","0.0485864164437141","2"
"2 on Scale 1 to 10","1986","no migration background","West Germany","208","0.0282628653175032","0.0245204963645738","0.0320052342704326","2"
"2 on Scale 1 to 10","1986","no migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1986","indirect migration background","East Germany","","","","","2"
"3 on Scale 1 to 10","1986","no migration background","West Germany","337","0.0463886919493962","0.0416391047353918","0.0511382791634006","3"
"3 on Scale 1 to 10","1986","no migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1986","direct migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1986","indirect migration background","West Germany","8","","","","3"
"3 on Scale 1 to 10","1986","direct migration background","West Germany","182","0.0611866088524717","0.0523438574432166","0.0700293602617268","3"
"3 on Scale 1 to 10","1986","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1986","direct migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1986","no migration background","West Germany","442","0.0597466960706909","0.0543943585981927","0.065099033543189","4"
"4 on Scale 1 to 10","1986","direct migration background","West Germany","190","0.0583766941261414","0.0497264585602046","0.0670269296920782","4"
"4 on Scale 1 to 10","1986","no migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1986","indirect migration background","West Germany","9","","","","4"
"4 on Scale 1 to 10","1986","indirect migration background","East Germany","","","","","4"
"5 on Scale 1 to 10","1986","no migration background","West Germany","1204","0.16302648816479","0.154684894112414","0.171368082217166","5"
"5 on Scale 1 to 10","1986","no migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1986","direct migration background","West Germany","471","0.154462099822394","0.141128509932484","0.167795689712305","5"
"5 on Scale 1 to 10","1986","direct migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1986","indirect migration background","West Germany","24","","","","5"
"5 on Scale 1 to 10","1986","indirect migration background","East Germany","","","","","5"
"6 on Scale 1 to 10","1986","direct migration background","West Germany","329","0.11759860901579","0.105713483549693","0.129483734481887","6"
"6 on Scale 1 to 10","1986","no migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","indirect migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","no migration background","West Germany","840","0.111760616118198","0.10464563890154","0.118875593334856","6"
"6 on Scale 1 to 10","1986","direct migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1986","indirect migration background","West Germany","16","","","","6"
"7 on Scale 1 to 10","1986","no migration background","West Germany","1186","0.153357072644778","0.145220038195717","0.161494107093839","7"
"7 on Scale 1 to 10","1986","direct migration background","West Germany","452","0.179926652848467","0.165754243576928","0.194099062120005","7"
"7 on Scale 1 to 10","1986","no migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1986","direct migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1986","indirect migration background","West Germany","21","","","","7"
"7 on Scale 1 to 10","1986","indirect migration background","East Germany","","","","","7"
"8 on Scale 1 to 10","1986","direct migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1986","direct migration background","West Germany","500","0.189877204383776","0.175406774703861","0.204347634063691","8"
"8 on Scale 1 to 10","1986","no migration background","West Germany","1565","0.203475054227714","0.194383892481974","0.212566215973454","8"
"8 on Scale 1 to 10","1986","no migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1986","indirect migration background","West Germany","34","0.287794706404938","0.215343359960851","0.360246052849026","8"
"8 on Scale 1 to 10","1986","indirect migration background","East Germany","","","","","8"
"9 on Scale 1 to 10","1986","direct migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1986","direct migration background","West Germany","219","0.0683427716092072","0.0590328942719733","0.0776526489464411","9"
"9 on Scale 1 to 10","1986","no migration background","West Germany","710","0.093581208403105","0.0870042835145161","0.100158133291694","9"
"9 on Scale 1 to 10","1986","no migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1986","indirect migration background","West Germany","15","","","","9"
"9 on Scale 1 to 10","1986","indirect migration background","East Germany","","","","","9"
"0 Completely dissatisfied","1987","no migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1987","no migration background","West Germany","124","0.0176894519613788","0.0146892891508954","0.0206896147718621","0"
"0 Completely dissatisfied","1987","direct migration background","West Germany","56","0.0225583148229446","0.0170651119356755","0.0280515177102137","0"
"0 Completely dissatisfied","1987","direct migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","West Germany","5","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1987","direct migration background","West Germany","47","0.0141711782363236","0.0097986701590611","0.0185436863135861","1"
"1 on Scale 1 to 10","1987","no migration background","West Germany","83","0.0108464777292504","0.00848904425603234","0.0132039112024685","1"
"1 on Scale 1 to 10","1987","direct migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1987","no migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","West Germany","2","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","East Germany","","","","","1"
"10 Completely satisfied","1987","no migration background","East Germany","","","","","10"
"10 Completely satisfied","1987","no migration background","West Germany","725","0.101990341183774","0.0951024979085486","0.108878184459","10"
"10 Completely satisfied","1987","direct migration background","West Germany","203","0.0896248186585345","0.0790578301675103","0.100191807149559","10"
"10 Completely satisfied","1987","direct migration background","East Germany","","","","","10"
"10 Completely satisfied","1987","indirect migration background","West Germany","17","","","","10"
"10 Completely satisfied","1987","indirect migration background","East Germany","","","","","10"
"2 on Scale 1 to 10","1987","direct migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1987","indirect migration background","West Germany","4","","","","2"
"2 on Scale 1 to 10","1987","no migration background","West Germany","214","0.028861748102276","0.0250513962847839","0.0326720999197681","2"
"2 on Scale 1 to 10","1987","direct migration background","West Germany","82","0.0320200021375871","0.0255071569555806","0.0385328473195936","2"
"2 on Scale 1 to 10","1987","no migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1987","indirect migration background","East Germany","","","","","2"
"3 on Scale 1 to 10","1987","no migration background","West Germany","332","0.0464170834039251","0.0416287830364927","0.0512053837713576","3"
"3 on Scale 1 to 10","1987","no migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1987","direct migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1987","indirect migration background","West Germany","9","","","","3"
"3 on Scale 1 to 10","1987","direct migration background","West Germany","140","0.0457835615740487","0.0380513252569469","0.0535157978911505","3"
"3 on Scale 1 to 10","1987","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1987","direct migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1987","no migration background","West Germany","386","0.0524292816619527","0.0473563851810517","0.0575021781428537","4"
"4 on Scale 1 to 10","1987","no migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1987","direct migration background","West Germany","177","0.0513462269325111","0.0431816248796391","0.0595108289853831","4"
"4 on Scale 1 to 10","1987","indirect migration background","West Germany","8","","","","4"
"4 on Scale 1 to 10","1987","indirect migration background","East Germany","","","","","4"
"5 on Scale 1 to 10","1987","no migration background","West Germany","1169","0.160415777909781","0.152063231343855","0.168768324475707","5"
"5 on Scale 1 to 10","1987","no migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1987","direct migration background","West Germany","518","0.181467931770412","0.167210389139262","0.195725474401562","5"
"5 on Scale 1 to 10","1987","direct migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1987","indirect migration background","West Germany","26","","","","5"
"5 on Scale 1 to 10","1987","indirect migration background","East Germany","","","","","5"
"6 on Scale 1 to 10","1987","no migration background","West Germany","817","0.109461471783786","0.102355553174246","0.116567390393326","6"
"6 on Scale 1 to 10","1987","no migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1987","direct migration background","West Germany","363","0.128474956243957","0.11609622712172","0.140853685366194","6"
"6 on Scale 1 to 10","1987","direct migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1987","indirect migration background","West Germany","19","","","","6"
"6 on Scale 1 to 10","1987","indirect migration background","East Germany","","","","","6"
"7 on Scale 1 to 10","1987","no migration background","West Germany","1261","0.16981173277867","0.161266274209749","0.178357191347591","7"
"7 on Scale 1 to 10","1987","direct migration background","West Germany","504","0.170323000704882","0.15641649366892","0.184229507740845","7"
"7 on Scale 1 to 10","1987","no migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1987","direct migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1987","indirect migration background","West Germany","25","","","","7"
"7 on Scale 1 to 10","1987","indirect migration background","East Germany","","","","","7"
"8 on Scale 1 to 10","1987","no migration background","West Germany","1636","0.214407887465744","0.205067128476032","0.223748646455455","8"
"8 on Scale 1 to 10","1987","direct migration background","West Germany","506","0.198668902104494","0.183908512222474","0.213429291986514","8"
"8 on Scale 1 to 10","1987","direct migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1987","no migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1987","indirect migration background","West Germany","42","0.258337960207833","0.193299446861461","0.323376473554205","8"
"8 on Scale 1 to 10","1987","indirect migration background","East Germany","","","","","8"
"9 on Scale 1 to 10","1987","no migration background","West Germany","669","0.0876687460194621","0.0812320662342762","0.0941054258046481","9"
"9 on Scale 1 to 10","1987","direct migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1987","direct migration background","West Germany","211","0.0655611068143053","0.0564046916432856","0.0747175219853249","9"
"9 on Scale 1 to 10","1987","no migration background","East Germany","","","","","9"
"9 on Scale 1 to 10","1987","indirect migration background","West Germany","17","","","","9"
"9 on Scale 1 to 10","1987","indirect migration background","East Germany","","","","","9"
"0 Completely dissatisfied","1988","no migration background","West Germany","109","0.017094070386959","0.0140622993487475","0.0201258414251704","0"
"0 Completely dissatisfied","1988","no migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1988","direct migration background","West Germany","76","0.0255052313983474","0.0195219287187287","0.0314885340779661","0"
"0 Completely dissatisfied","1988","direct migration background","East Germany","","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","West Germany","5","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1988","no migration background","West Germany","78","0.0116489707201196","0.00913929814582399","0.0141586432944152","1"
"1 on Scale 1 to 10","1988","no migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","direct migration background","West Germany","35","0.0109449252593744","0.0069962336119791","0.0148936169067697","1"
"1 on Scale 1 to 10","1988","indirect migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","direct migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","West Germany","3","","","","1"
"10 Completely satisfied","1988","no migration background","West Germany","670","0.0980121466447332","0.0910577737551789","0.104966519534287","10"
"10 Completely satisfied","1988","no migration background","East Germany","","","","","10"
"10 Completely satisfied","1988","direct migration background","West Germany","200","0.0778200527102826","0.0676531145818231","0.0879869908387421","10"
"10 Completely satisfied","1988","direct migration background","East Germany","","","","","10"
"10 Completely satisfied","1988","indirect migration background","West Germany","15","","","","10"
"10 Completely satisfied","1988","indirect migration background","East Germany","","","","","10"
"2 on Scale 1 to 10","1988","direct migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1988","indirect migration background","West Germany","9","","","","2"
"2 on Scale 1 to 10","1988","no migration background","West Germany","172","0.0250565609876173","0.0214008814243105","0.0287122405509241","2"
"2 on Scale 1 to 10","1988","no migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1988","direct migration background","West Germany","116","0.0409821749519374","0.0334581985571371","0.0485061513467378","2"
"2 on Scale 1 to 10","1988","indirect migration background","East Germany","","","","","2"
"3 on Scale 1 to 10","1988","no migration background","West Germany","322","0.047295159860136","0.0423303203640171","0.0522599993562549","3"
"3 on Scale 1 to 10","1988","no migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1988","direct migration background","West Germany","138","0.0482324399264021","0.0401009215397996","0.0563639583130045","3"
"3 on Scale 1 to 10","1988","direct migration background","East Germany","","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","West Germany","6","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1988","direct migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1988","no migration background","West Germany","385","0.056535628385082","0.0511337905488788","0.0619374662212851","4"
"4 on Scale 1 to 10","1988","direct migration background","West Germany","192","0.0696838997446097","0.0600207641134597","0.0793470353757597","4"
"4 on Scale 1 to 10","1988","indirect migration background","West Germany","9","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1988","no migration background","East Germany","","","","","4"
"5 on Scale 1 to 10","1988","no migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1988","no migration background","West Germany","1064","0.155179493181061","0.146710786976789","0.163648199385333","5"
"5 on Scale 1 to 10","1988","direct migration background","West Germany","452","0.183025473785082","0.168349848624521","0.197701098945643","5"
"5 on Scale 1 to 10","1988","direct migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1988","indirect migration background","West Germany","43","0.245366674104003","0.187981858061405","0.3027514901466","5"
"5 on Scale 1 to 10","1988","indirect migration background","East Germany","","","","","5"
"6 on Scale 1 to 10","1988","no migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1988","no migration background","West Germany","771","0.109993893436649","0.102675791423734","0.117311995449565","6"
"6 on Scale 1 to 10","1988","direct migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1988","indirect migration background","West Germany","22","","","","6"
"6 on Scale 1 to 10","1988","direct migration background","West Germany","322","0.120519397382478","0.108163389076708","0.132875405688249","6"
"6 on Scale 1 to 10","1988","indirect migration background","East Germany","","","","","6"
"7 on Scale 1 to 10","1988","no migration background","West Germany","1244","0.17116093803155","0.162351359878734","0.179970516184366","7"
"7 on Scale 1 to 10","1988","no migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1988","direct migration background","West Germany","461","0.155968745266548","0.142198723179995","0.169738767353101","7"
"7 on Scale 1 to 10","1988","direct migration background","East Germany","","","","","7"
"7 on Scale 1 to 10","1988","indirect migration background","West Germany","33","0.171142983600911","0.120915597902662","0.221370369299161","7"
"7 on Scale 1 to 10","1988","indirect migration background","East Germany","","","","","7"
"8 on Scale 1 to 10","1988","no migration background","West Germany","1551","0.215984614971713","0.206359822384933","0.225609407558494","8"
"8 on Scale 1 to 10","1988","no migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1988","direct migration background","West Germany","492","0.18189926342857","0.167258779059905","0.196539747797235","8"
"8 on Scale 1 to 10","1988","indirect migration background","East Germany","","","","","8"
"8 on Scale 1 to 10","1988","direct migration background","East Germany","","","","","8"
