"plh0175","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1984","vocational + Abi","Female","6","","","","3"
"3 on Scale 1 to 10","1984","higher vocational","Male","13","","","","3"
"3 on Scale 1 to 10","1984","higher vocational","Female","15","","","","3"
"3 on Scale 1 to 10","1984","middle vocational","Male","173","0.0532445113828536","0.0453901881162865","0.0610988346494206","3"
"3 on Scale 1 to 10","1984","middle vocational","Female","103","0.0396431823926783","0.0320310911921577","0.0472552735931988","3"
"3 on Scale 1 to 10","1984","higher education","Male","23","","","","3"
"3 on Scale 1 to 10","1984","higher education","Female","5","","","","3"
"4 on Scale 1 to 10","1984","middle vocational","Male","170","0.0506332528636842","0.0429633942967357","0.0583031114306326","4"
"4 on Scale 1 to 10","1984","higher education","Male","26","","","","4"
"4 on Scale 1 to 10","1984","general elemantary","Female","119","0.0544865530866357","0.0451535276469406","0.0638195785263309","4"
"4 on Scale 1 to 10","1984","higher vocational","Female","8","","","","4"
"4 on Scale 1 to 10","1984","higher vocational","Male","25","","","","4"
"4 on Scale 1 to 10","1984","in school","Female","3","","","","4"
"4 on Scale 1 to 10","1984","inadequately","Male","28","","","","4"
"4 on Scale 1 to 10","1984","inadequately","Female","43","0.080809688171731","0.05872432259022","0.102895053753242","4"
"4 on Scale 1 to 10","1984","general elemantary","Male","81","0.066307370981244","0.0517026411684384","0.0809121007940497","4"
"4 on Scale 1 to 10","1984","middle vocational","Female","125","0.0455411248035282","0.0374075043528212","0.0536747452542352","4"
"4 on Scale 1 to 10","1984","vocational + Abi","Male","8","","","","4"
"4 on Scale 1 to 10","1984","higher education","Female","17","","","","4"
"4 on Scale 1 to 10","1984","in school","Male","4","","","","4"
"4 on Scale 1 to 10","1984","vocational + Abi","Female","6","","","","4"
"5 on Scale 1 to 10","1984","in school","Male","7","","","","5"
"5 on Scale 1 to 10","1984","in school","Female","16","","","","5"
"5 on Scale 1 to 10","1984","middle vocational","Male","581","0.184177768432226","0.170617483834956","0.197738053029497","5"
"5 on Scale 1 to 10","1984","middle vocational","Female","417","0.167925025799833","0.153342177510889","0.182507874088776","5"
"5 on Scale 1 to 10","1984","vocational + Abi","Male","37","0.176975404811732","0.123270977449114","0.23067983217435","5"
"5 on Scale 1 to 10","1984","vocational + Abi","Female","22","","","","5"
"5 on Scale 1 to 10","1984","higher vocational","Female","46","0.16250666503617","0.118904504182918","0.206108825889422","5"
"5 on Scale 1 to 10","1984","higher education","Male","57","0.0971647360704975","0.0720437861858218","0.122285685955173","5"
"5 on Scale 1 to 10","1984","higher education","Female","35","0.138957669571778","0.0965854103283911","0.181329928815165","5"
"5 on Scale 1 to 10","1984","inadequately","Male","69","0.122926650540331","0.0916356904333917","0.154217610647271","5"
"5 on Scale 1 to 10","1984","inadequately","Female","102","0.176475528015871","0.145583198573449","0.207367857458293","5"
"5 on Scale 1 to 10","1984","general elemantary","Male","235","0.20477935418691","0.181093035659177","0.228465672714643","5"
"5 on Scale 1 to 10","1984","general elemantary","Female","450","0.191980042336403","0.175784965496246","0.20817511917656","5"
"5 on Scale 1 to 10","1984","higher vocational","Male","65","0.17309374131942","0.135105041907913","0.211082440730927","5"
"6 on Scale 1 to 10","1984","in school","Female","7","","","","6"
"6 on Scale 1 to 10","1984","higher education","Female","12","","","","6"
"6 on Scale 1 to 10","1984","in school","Male","10","","","","6"
"6 on Scale 1 to 10","1984","inadequately","Male","44","0.0940130726072676","0.0662010229341389","0.121825122280396","6"
"6 on Scale 1 to 10","1984","inadequately","Female","57","0.112482740479849","0.0868791126272969","0.138086368332401","6"
"6 on Scale 1 to 10","1984","general elemantary","Male","96","0.0911124377961673","0.074221468563414","0.108003407028921","6"
"6 on Scale 1 to 10","1984","middle vocational","Female","240","0.093431655828354","0.082077608149157","0.104785703507551","6"
"6 on Scale 1 to 10","1984","vocational + Abi","Male","16","","","","6"
"6 on Scale 1 to 10","1984","vocational + Abi","Female","7","","","","6"
"6 on Scale 1 to 10","1984","higher vocational","Male","39","0.105275488863458","0.0744582372593998","0.136092740467516","6"
"6 on Scale 1 to 10","1984","higher vocational","Female","22","","","","6"
"6 on Scale 1 to 10","1984","higher education","Male","39","0.0694308757854864","0.0478719010495749","0.0909898505213978","6"
"6 on Scale 1 to 10","1984","general elemantary","Female","209","0.0943729839564395","0.0823519325083117","0.106394035404567","6"
"6 on Scale 1 to 10","1984","middle vocational","Male","302","0.0961188857352136","0.08580760875171","0.106430162718717","6"
"7 on Scale 1 to 10","1984","inadequately","Male","48","0.114752881840427","0.0843795826165934","0.14512618106426","7"
"7 on Scale 1 to 10","1984","in school","Female","9","","","","7"
"7 on Scale 1 to 10","1984","higher vocational","Male","56","0.140806854086421","0.105881332323465","0.175732375849377","7"
"7 on Scale 1 to 10","1984","in school","Male","11","","","","7"
"7 on Scale 1 to 10","1984","inadequately","Female","88","0.116850193463709","0.0908185213779594","0.142881865549459","7"
"7 on Scale 1 to 10","1984","general elemantary","Male","140","0.124740645937873","0.105345947465337","0.144135344410409","7"
"7 on Scale 1 to 10","1984","general elemantary","Female","270","0.121504317701577","0.108070186090092","0.134938449313061","7"
"7 on Scale 1 to 10","1984","middle vocational","Male","489","0.157356337427837","0.144617889037917","0.170094785817757","7"
"7 on Scale 1 to 10","1984","higher education","Male","81","0.159865404294283","0.128781959573053","0.190948849015513","7"
"7 on Scale 1 to 10","1984","higher education","Female","28","","","","7"
"7 on Scale 1 to 10","1984","middle vocational","Female","340","0.131022401363065","0.117858625360984","0.144186177365146","7"
"7 on Scale 1 to 10","1984","vocational + Abi","Male","33","0.167469780959867","0.114926709611514","0.220012852308221","7"
"7 on Scale 1 to 10","1984","vocational + Abi","Female","17","","","","7"
"7 on Scale 1 to 10","1984","higher vocational","Female","40","0.151423041018654","0.109056467233094","0.193789614804214","7"
"8 on Scale 1 to 10","1984","general elemantary","Male","145","0.130410051589599","0.110643839716568","0.15017626346263","8"
"8 on Scale 1 to 10","1984","higher vocational","Female","47","0.155655876908511","0.112808499214433","0.198503254602588","8"
"8 on Scale 1 to 10","1984","inadequately","Female","84","0.116532530820825","0.0905315920527087","0.142533469588942","8"
"8 on Scale 1 to 10","1984","in school","Male","11","","","","8"
"8 on Scale 1 to 10","1984","in school","Female","14","","","","8"
"8 on Scale 1 to 10","1984","inadequately","Male","57","0.133307243671028","0.100915273401315","0.16569921394074","8"
"8 on Scale 1 to 10","1984","general elemantary","Female","370","0.159799535201403","0.144732661697118","0.174866408705689","8"
"8 on Scale 1 to 10","1984","middle vocational","Male","529","0.169653042366469","0.156523092777957","0.18278299195498","8"
"8 on Scale 1 to 10","1984","middle vocational","Female","467","0.190442672254866","0.175124415196806","0.205760929312925","8"
"8 on Scale 1 to 10","1984","vocational + Abi","Male","29","","","","8"
"8 on Scale 1 to 10","1984","higher vocational","Male","78","0.203285632531718","0.162875500407167","0.243695764656268","8"
"8 on Scale 1 to 10","1984","higher education","Male","130","0.245703249103364","0.209189701471648","0.282216796735081","8"
"8 on Scale 1 to 10","1984","higher education","Female","50","0.198670339124875","0.149793823918142","0.247546854331608","8"
"8 on Scale 1 to 10","1984","vocational + Abi","Female","20","","","","8"
"9 on Scale 1 to 10","1984","in school","Male","10","","","","9"
"9 on Scale 1 to 10","1984","vocational + Abi","Male","10","","","","9"
"9 on Scale 1 to 10","1984","higher education","Male","70","0.137675475226233","0.108451376692367","0.166899573760099","9"
"9 on Scale 1 to 10","1984","in school","Female","4","","","","9"
"9 on Scale 1 to 10","1984","middle vocational","Male","236","0.0793893773680001","0.0699319803268828","0.0888467744091174","9"
"9 on Scale 1 to 10","1984","general elemantary","Female","163","0.0698812439679684","0.0593980543280267","0.0803644336079101","9"
"9 on Scale 1 to 10","1984","general elemantary","Male","87","0.0749758928217812","0.0595180813601153","0.0904337042834472","9"
"9 on Scale 1 to 10","1984","inadequately","Male","29","","","","9"
"9 on Scale 1 to 10","1984","inadequately","Female","42","0.0740946549798852","0.0528696943368665","0.0953196156229038","9"
"9 on Scale 1 to 10","1984","middle vocational","Female","195","0.0788950277011353","0.0683782475423121","0.0894118078599585","9"
"9 on Scale 1 to 10","1984","vocational + Abi","Female","10","","","","9"
"9 on Scale 1 to 10","1984","higher vocational","Male","32","0.0807906704198533","0.0534270585936357","0.108154282246071","9"
"9 on Scale 1 to 10","1984","higher vocational","Female","22","","","","9"
"9 on Scale 1 to 10","1984","higher education","Female","38","0.141009120605108","0.0983761115179179","0.183642129692298","9"
"0 Completely dissatisfied","1985","in school","Male","2","","","","0"
"0 Completely dissatisfied","1985","in school","Female","1","","","","0"
"0 Completely dissatisfied","1985","inadequately","Male","14","","","","0"
"0 Completely dissatisfied","1985","inadequately","Female","18","","","","0"
"0 Completely dissatisfied","1985","general elemantary","Male","40","0.0491845102013311","0.0357946349826015","0.0625743854200608","0"
"0 Completely dissatisfied","1985","general elemantary","Female","57","0.0272405115150825","0.0200991965223008","0.0343818265078642","0"
"0 Completely dissatisfied","1985","middle vocational","Male","74","0.028468989047761","0.0223275658649162","0.0346104122306059","0"
"0 Completely dissatisfied","1985","middle vocational","Female","50","0.021745454138672","0.0158092627432887","0.0276816455340554","0"
"0 Completely dissatisfied","1985","vocational + Abi","Male","7","","","","0"
"0 Completely dissatisfied","1985","vocational + Abi","Female","3","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Male","6","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Female","5","","","","0"
"0 Completely dissatisfied","1985","higher education","Male","7","","","","0"
"0 Completely dissatisfied","1985","higher education","Female","2","","","","0"
"1 on Scale 1 to 10","1985","higher education","Male","2","","","","1"
"1 on Scale 1 to 10","1985","in school","Male","2","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Female","10","","","","1"
"1 on Scale 1 to 10","1985","in school","Female","","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Male","9","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Male","13","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Female","32","0.0162916663444857","0.0107379492715725","0.0218453834173989","1"
"1 on Scale 1 to 10","1985","middle vocational","Male","33","0.010912954217634","0.00707638453057672","0.0147495239046912","1"
"1 on Scale 1 to 10","1985","middle vocational","Female","26","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Male","3","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Female","2","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Male","2","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Female","2","","","","1"
"1 on Scale 1 to 10","1985","higher education","Female","1","","","","1"
"10 Completely satisfied","1985","in school","Male","13","","","","10"
"10 Completely satisfied","1985","in school","Female","12","","","","10"
"10 Completely satisfied","1985","inadequately","Male","30","0.0890418500899332","0.0591617754576169","0.11892192472225","10"
"10 Completely satisfied","1985","general elemantary","Male","96","0.0935780954033846","0.0755451558388846","0.111611034967885","10"
"10 Completely satisfied","1985","general elemantary","Female","245","0.123473716521648","0.109041349838376","0.13790608320492","10"
"10 Completely satisfied","1985","middle vocational","Male","279","0.102143618698833","0.0909604796659425","0.113326757731724","10"
"10 Completely satisfied","1985","middle vocational","Female","320","0.1451039897714","0.130769110528634","0.159438869014167","10"
"10 Completely satisfied","1985","vocational + Abi","Male","19","","","","10"
"10 Completely satisfied","1985","vocational + Abi","Female","6","","","","10"
"10 Completely satisfied","1985","higher vocational","Male","45","0.129778247171875","0.0950635996271844","0.164492894716566","10"
"10 Completely satisfied","1985","higher education","Male","75","0.155487110281252","0.123975792002412","0.186998428560091","10"
"10 Completely satisfied","1985","higher education","Female","43","0.195210241045275","0.145477121976026","0.244943360114524","10"
"10 Completely satisfied","1985","inadequately","Female","49","0.120502537544758","0.091439569561149","0.149565505528368","10"
"10 Completely satisfied","1985","higher vocational","Female","54","0.221063006152801","0.170428399697255","0.271697612608347","10"
"2 on Scale 1 to 10","1985","in school","Male","1","","","","2"
"2 on Scale 1 to 10","1985","inadequately","Male","17","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","Male","85","0.0289040536456113","0.0227172673413671","0.0350908399498556","2"
"2 on Scale 1 to 10","1985","in school","Female","1","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Female","82","0.0423684283979931","0.0335317667224017","0.0512050900735845","2"
"2 on Scale 1 to 10","1985","inadequately","Female","29","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Male","53","0.0500357419864123","0.036536541880457","0.0635349420923675","2"
"2 on Scale 1 to 10","1985","middle vocational","Female","66","0.0278069701767352","0.0211150492010182","0.0344988911524522","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Male","4","","","","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Female","3","","","","2"
"2 on Scale 1 to 10","1985","higher education","Female","9","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Male","9","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Female","9","","","","2"
"2 on Scale 1 to 10","1985","higher education","Male","10","","","","2"
"3 on Scale 1 to 10","1985","in school","Female","","","","","3"
"3 on Scale 1 to 10","1985","in school","Male","2","","","","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Female","11","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Male","11","","","","3"
"3 on Scale 1 to 10","1985","inadequately","Male","20","","","","3"
"3 on Scale 1 to 10","1985","inadequately","Female","29","","","","3"
"3 on Scale 1 to 10","1985","general elemantary","Male","64","0.0674544013884126","0.0519250107428685","0.0829837920339567","3"
"3 on Scale 1 to 10","1985","general elemantary","Female","101","0.0555183637492406","0.0454726011511662","0.0655641263473151","3"
"3 on Scale 1 to 10","1985","middle vocational","Male","141","0.0508967532522934","0.0427804841756297","0.0590130223289572","3"
"3 on Scale 1 to 10","1985","middle vocational","Female","117","0.0520198651729112","0.0429816651966283","0.0610580651491942","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Male","5","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Female","10","","","","3"
"3 on Scale 1 to 10","1985","higher education","Male","18","","","","3"
"3 on Scale 1 to 10","1985","higher education","Female","7","","","","3"
"4 on Scale 1 to 10","1985","general elemantary","Female","125","0.0563782608904805","0.0462596096152861","0.0664969121656749","4"
"4 on Scale 1 to 10","1985","middle vocational","Male","185","0.0643940443533849","0.0553299585600451","0.0734581301467248","4"
"4 on Scale 1 to 10","1985","in school","Female","2","","","","4"
"4 on Scale 1 to 10","1985","inadequately","Male","24","","","","4"
"4 on Scale 1 to 10","1985","inadequately","Female","31","0.058828434735188","0.0378219870251339","0.079834882445242","4"
"4 on Scale 1 to 10","1985","general elemantary","Male","60","0.0534608658116901","0.0395324568016706","0.0673892748217096","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Male","6","","","","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Female","5","","","","4"
"4 on Scale 1 to 10","1985","higher vocational","Male","18","","","","4"
"4 on Scale 1 to 10","1985","higher vocational","Female","9","","","","4"
"4 on Scale 1 to 10","1985","higher education","Male","23","","","","4"
"4 on Scale 1 to 10","1985","higher education","Female","7","","","","4"
"4 on Scale 1 to 10","1985","middle vocational","Female","121","0.0484223881559636","0.0396857786078541","0.057158997704073","4"
"4 on Scale 1 to 10","1985","in school","Male","3","","","","4"
"5 on Scale 1 to 10","1985","in school","Male","12","","","","5"
"5 on Scale 1 to 10","1985","middle vocational","Male","482","0.172244058475847","0.15830036118719","0.186187755764504","5"
"5 on Scale 1 to 10","1985","middle vocational","Female","401","0.176617633577416","0.16109678262338","0.192138484531453","5"
"5 on Scale 1 to 10","1985","in school","Female","9","","","","5"
"5 on Scale 1 to 10","1985","inadequately","Male","66","0.204541751491533","0.162222784539693","0.246860718443374","5"
"5 on Scale 1 to 10","1985","inadequately","Female","79","0.152407882663295","0.12032142739875","0.18449433792784","5"
"5 on Scale 1 to 10","1985","general elemantary","Male","187","0.185699146272447","0.161621633113865","0.20977665943103","5"
"5 on Scale 1 to 10","1985","general elemantary","Female","363","0.176675512197871","0.159943756360712","0.193407268035029","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Male","29","","","","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Female","17","","","","5"
"5 on Scale 1 to 10","1985","higher vocational","Male","58","0.171628998747225","0.13267925375365","0.2105787437408","5"
"5 on Scale 1 to 10","1985","higher vocational","Female","47","0.170052671917189","0.124211550463456","0.215893793370921","5"
"5 on Scale 1 to 10","1985","higher education","Male","40","0.0757107749359773","0.0527070044590415","0.0987145454129132","5"
"5 on Scale 1 to 10","1985","higher education","Female","27","","","","5"
"6 on Scale 1 to 10","1985","in school","Female","8","","","","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Female","10","","","","6"
"6 on Scale 1 to 10","1985","inadequately","Male","42","0.0797126644638781","0.0512968071512783","0.108128521776478","6"
"6 on Scale 1 to 10","1985","inadequately","Female","59","0.107990139661766","0.0802823775125291","0.135697901811003","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Male","21","","","","6"
"6 on Scale 1 to 10","1985","middle vocational","Female","239","0.101838678803826","0.0895294379621621","0.11414791964549","6"
"6 on Scale 1 to 10","1985","in school","Male","9","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Male","113","0.112484129770105","0.0929205682452887","0.13204769129492","6"
"6 on Scale 1 to 10","1985","higher education","Female","16","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Female","197","0.106251170699102","0.0927322373323011","0.119770104065903","6"
"6 on Scale 1 to 10","1985","middle vocational","Male","338","0.114793888029694","0.103022267540251","0.126565508519136","6"
"6 on Scale 1 to 10","1985","higher vocational","Male","39","0.115801574860142","0.0827472004563077","0.148855949263977","6"
"6 on Scale 1 to 10","1985","higher vocational","Female","17","","","","6"
"6 on Scale 1 to 10","1985","higher education","Male","42","0.0825966801402905","0.0586592411466389","0.106534119133942","6"
"7 on Scale 1 to 10","1985","inadequately","Male","37","0.109788257071444","0.0769893039399478","0.14258721020294","7"
"7 on Scale 1 to 10","1985","in school","Female","6","","","","7"
"7 on Scale 1 to 10","1985","in school","Male","19","","","","7"
"7 on Scale 1 to 10","1985","inadequately","Female","63","0.10885605130241","0.0810509301762202","0.136661172428599","7"
"7 on Scale 1 to 10","1985","general elemantary","Male","143","0.145006944164643","0.123205266006019","0.166808622323267","7"
"7 on Scale 1 to 10","1985","general elemantary","Female","292","0.144354352137603","0.128936291961483","0.159772412313723","7"
"7 on Scale 1 to 10","1985","middle vocational","Male","474","0.168111150921614","0.154301408453197","0.18192089339003","7"
"7 on Scale 1 to 10","1985","middle vocational","Female","344","0.14681077233786","0.13240623345904","0.161215311216679","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Male","25","","","","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Female","12","","","","7"
"7 on Scale 1 to 10","1985","higher vocational","Male","64","0.167468297828812","0.128897063795451","0.206039531862173","7"
"7 on Scale 1 to 10","1985","higher education","Male","88","0.173674008053788","0.140731295618218","0.206616720489359","7"
"7 on Scale 1 to 10","1985","higher education","Female","45","0.157837112167709","0.112090831455911","0.203583392879506","7"
"7 on Scale 1 to 10","1985","higher vocational","Female","30","0.114950697838246","0.076030254727181","0.153871140949311","7"
"8 on Scale 1 to 10","1985","inadequately","Female","73","0.103019369959298","0.0758815129998716","0.130157226918725","8"
"8 on Scale 1 to 10","1985","general elemantary","Male","169","0.162947641565606","0.140080357752036","0.185814925379176","8"
"8 on Scale 1 to 10","1985","higher vocational","Female","54","0.195709156504118","0.147297452102283","0.244120860905952","8"
"8 on Scale 1 to 10","1985","general elemantary","Female","344","0.174974756883779","0.158306540094946","0.191642973672613","8"
"8 on Scale 1 to 10","1985","in school","Male","19","","","","8"
"8 on Scale 1 to 10","1985","in school","Female","11","","","","8"
"8 on Scale 1 to 10","1985","inadequately","Male","60","0.156198762502734","0.118110229061072","0.194287295944395","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Male","39","0.224342411698352","0.162001294270245","0.28668352912646","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Female","24","","","","8"
"8 on Scale 1 to 10","1985","higher vocational","Male","80","0.218756640582009","0.176052436420184","0.261460844743833","8"
"8 on Scale 1 to 10","1985","middle vocational","Male","515","0.181882604955406","0.16763774894192","0.196127460968892","8"
"8 on Scale 1 to 10","1985","middle vocational","Female","435","0.182773087181413","0.167043215833849","0.198502958528977","8"
"8 on Scale 1 to 10","1985","higher education","Male","139","0.275945325458398","0.237075424282206","0.31481522663459","8"
"8 on Scale 1 to 10","1985","higher education","Female","59","0.231340678530261","0.17842965905557","0.284251698004953","8"
"9 on Scale 1 to 10","1985","in school","Male","9","","","","9"
"9 on Scale 1 to 10","1985","higher education","Male","64","0.12801038328158","0.0989571487046468","0.157063617858513","9"
"9 on Scale 1 to 10","1985","general elemantary","Female","158","0.0764732606627144","0.0648146348501023","0.0881318864753265","9"
"9 on Scale 1 to 10","1985","middle vocational","Male","211","0.0772478844019215","0.0673887113539875","0.0871070574498555","9"
"9 on Scale 1 to 10","1985","middle vocational","Female","200","0.0838010845159515","0.0725234653985071","0.0950787036333959","9"
"9 on Scale 1 to 10","1985","in school","Female","8","","","","9"
"9 on Scale 1 to 10","1985","general elemantary","Male","64","0.062929219560612","0.0478934174541715","0.0779650216670525","9"
"9 on Scale 1 to 10","1985","inadequately","Male","30","0.0858715424204729","0.056477208466287","0.115265876374659","9"
"9 on Scale 1 to 10","1985","inadequately","Female","42","0.0783625772460857","0.0543709901869499","0.102354164305221","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Male","14","","","","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Female","10","","","","9"
"9 on Scale 1 to 10","1985","higher vocational","Male","28","","","","9"
"9 on Scale 1 to 10","1985","higher vocational","Female","21","","","","9"
"9 on Scale 1 to 10","1985","higher education","Female","28","","","","9"
"0 Completely dissatisfied","1986","in school","Female","2","","","","0"
"0 Completely dissatisfied","1986","in school","Male","2","","","","0"
"0 Completely dissatisfied","1986","inadequately","Male","15","","","","0"
"0 Completely dissatisfied","1986","inadequately","Female","5","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Male","17","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Female","46","0.0250821454037532","0.0180078643913114","0.032156426416195","0"
"0 Completely dissatisfied","1986","middle vocational","Male","54","0.0192109938310496","0.0140553016364655","0.0243666860256336","0"
"0 Completely dissatisfied","1986","middle vocational","Female","35","0.0174894995837439","0.0120682362034466","0.0229107629640413","0"
