"plh0175","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1985","1-pers.-HH","Urban Area","29","","","","0"
"0 Completely dissatisfied","1985","1-pers.-HH","Rural Area","6","","","","0"
"0 Completely dissatisfied","1985","(Married) couple without C. ","Urban Area","36","0.0181487247821974","0.0121777754165969","0.0241196741477979","0"
"0 Completely dissatisfied","1985","(Married) couple without C. ","Rural Area","10","","","","0"
"0 Completely dissatisfied","1985","Single parent ","Urban Area","23","","","","0"
"0 Completely dissatisfied","1985","Single parent ","Rural Area","6","","","","0"
"0 Completely dissatisfied","1985","Couple + C. LE 16 ","Urban Area","45","0.0212850230533569","0.015142554577018","0.0274274915296958","0"
"0 Completely dissatisfied","1985","Couple + C. LE 16 ","Rural Area","14","","","","0"
"0 Completely dissatisfied","1985","Couple + C. GT 16 ","Urban Area","48","0.0245611019268849","0.0169530496576172","0.0321691541961527","0"
"0 Completely dissatisfied","1985","Couple + C. GT 16 ","Rural Area","17","","","","0"
"0 Completely dissatisfied","1985","Couple + C. LE and GT 16","Urban Area","22","","","","0"
"0 Completely dissatisfied","1985","Couple + C. LE and GT 16","Rural Area","10","","","","0"
"1 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","20","","","","1"
"1 on Scale 1 to 10","1985","Single parent ","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","21","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","5","","","","1"
"1 on Scale 1 to 10","1985","Single parent ","Urban Area","10","","","","1"
"1 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","24","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","29","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","8","","","","1"
"1 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","3","","","","1"
"10 Completely satisfied","1985","1-pers.-HH","Urban Area","128","0.140713588610828","0.119118478973274","0.162308698248382","10"
"10 Completely satisfied","1985","1-pers.-HH","Rural Area","20","","","","10"
"10 Completely satisfied","1985","(Married) couple without C. ","Urban Area","295","0.161578334301275","0.145114905636554","0.178041762965995","10"
"10 Completely satisfied","1985","(Married) couple without C. ","Rural Area","82","0.168215540597999","0.135296610510026","0.201134470685971","10"
"10 Completely satisfied","1985","Single parent ","Urban Area","37","0.0774904907425288","0.0518898573200486","0.103091124165009","10"
"10 Completely satisfied","1985","Single parent ","Rural Area","9","","","","10"
"10 Completely satisfied","1985","Couple + C. LE 16 ","Urban Area","211","0.104749547851496","0.0917170965795086","0.117781999123484","10"
"10 Completely satisfied","1985","Couple + C. LE 16 ","Rural Area","70","0.112293611743264","0.0857865226549247","0.138800700831602","10"
"10 Completely satisfied","1985","Couple + C. GT 16 ","Urban Area","192","0.12295884373109","0.106817510592012","0.139100176870168","10"
"10 Completely satisfied","1985","Couple + C. GT 16 ","Rural Area","40","0.108817895312284","0.0770441582431958","0.140591632381372","10"
"10 Completely satisfied","1985","Couple + C. LE and GT 16","Urban Area","119","0.1108345942873","0.0923417706770218","0.129327417897579","10"
"10 Completely satisfied","1985","Couple + C. LE and GT 16","Rural Area","33","0.079122975310389","0.0492190605514255","0.109026890069353","10"
"2 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","73","0.0338264483055979","0.0261327787503539","0.0415201178608418","2"
"2 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","6","","","","2"
"2 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","42","0.0413578093936034","0.0289919172324605","0.0537237015547464","2"
"2 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","42","0.020721635353138","0.0143498289794792","0.0270934417267968","2"
"2 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","19","","","","2"
"2 on Scale 1 to 10","1985","Single parent ","Urban Area","32","0.0676523295897714","0.0436047482411181","0.0916999109384246","2"
"2 on Scale 1 to 10","1985","Single parent ","Rural Area","11","","","","2"
"2 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","16","","","","2"
"2 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","54","0.0350194407938848","0.0259837072750361","0.0440551743127334","2"
"2 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","15","","","","2"
"2 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","36","0.0253389096898927","0.0160813812092405","0.0345964381705449","2"
"2 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","7","","","","2"
"3 on Scale 1 to 10","1985","Single parent ","Rural Area","5","","","","3"
"3 on Scale 1 to 10","1985","Single parent ","Urban Area","34","0.0878487068551807","0.060744156620169","0.114953257090193","3"
"3 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","111","0.0604254574938043","0.0502850980190428","0.0705658169685658","3"
"3 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","69","0.0629451020594969","0.047862304210174","0.0780278999088198","3"
"3 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","60","0.0312145195456017","0.0234361313328744","0.0389929077583291","3"
"3 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","17","","","","3"
"3 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","20","","","","3"
"3 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","14","","","","3"
"3 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","20","","","","3"
"3 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","67","0.0431111846303534","0.0331278587814113","0.0530945104792955","3"
"3 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","18","","","","3"
"3 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","56","0.0527222051807725","0.0395575422882181","0.065886868073327","3"
"4 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","139","0.056699144829863","0.0468569688695297","0.0665413207901963","4"
"4 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","12","","","","4"
"4 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","45","0.0421933412819325","0.0297086068995114","0.0546780756643537","4"
"4 on Scale 1 to 10","1985","Single parent ","Urban Area","32","0.0691667910384803","0.0448712917972235","0.0934622902797372","4"
"4 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","17","","","","4"
"4 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","102","0.0517981723517598","0.0418851727464388","0.0617111719570809","4"
"4 on Scale 1 to 10","1985","Single parent ","Rural Area","10","","","","4"
"4 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","33","0.0616384329952133","0.0414472976267387","0.081829568363688","4"
"4 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","21","","","","4"
"4 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","79","0.0397481366934938","0.0301452789456103","0.0493509944413773","4"
"4 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Rural Area","17","","","","4"
"4 on Scale 1 to 10","1985","Couple + C. LE and GT 16","Urban Area","68","0.0645370952253178","0.0500629717584422","0.0790112186921934","4"
"5 on Scale 1 to 10","1985","1-pers.-HH","Rural Area","31","0.171486845362599","0.115799454932866","0.227174235792332","5"
"5 on Scale 1 to 10","1985","(Married) couple without C. ","Urban Area","319","0.162465160879842","0.145965347206485","0.178964974553199","5"
"5 on Scale 1 to 10","1985","1-pers.-HH","Urban Area","202","0.205158002143219","0.18007941559886","0.230236588687578","5"
"5 on Scale 1 to 10","1985","(Married) couple without C. ","Rural Area","69","0.140366938597261","0.109796883474271","0.170936993720251","5"
"5 on Scale 1 to 10","1985","Single parent ","Urban Area","85","0.188614211910841","0.151156436234883","0.226071987586798","5"
"5 on Scale 1 to 10","1985","Single parent ","Rural Area","24","","","","5"
"5 on Scale 1 to 10","1985","Couple + C. LE 16 ","Urban Area","352","0.155762229279345","0.140329553829666","0.171194904729024","5"
"5 on Scale 1 to 10","1985","Couple + C. LE 16 ","Rural Area","90","0.169814471237005","0.138291672595203","0.201337269878808","5"
"5 on Scale 1 to 10","1985","Couple + C. GT 16 ","Urban Area","252","0.162104762789824","0.14398959849251","0.180219927087138","5"
"5 on Scale 1 to 10","1985","Couple + C. GT 16 ","Rural Area","60","0.160760673132442","0.123283421965278","0.198237924299605","5"
