"plh0175","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","16-34 y.","1-pers.-HH","25","","","","0"
"0 Completely dissatisfied","1984","16-34 y.","(Married) couple without C. ","20","","","","0"
"0 Completely dissatisfied","1984","16-34 y.","Single parent ","25","","","","0"
"0 Completely dissatisfied","1984","16-34 y.","Couple + C. LE 16 ","47","0.0306751077556293","0.0219575199176343","0.0393926955936243","0"
"0 Completely dissatisfied","1984","16-34 y.","Couple + C. GT 16 ","31","0.0461717237771877","0.030958805109375","0.0613846424450005","0"
"0 Completely dissatisfied","1984","16-34 y.","Couple + C. LE and GT 16","28","","","","0"
"0 Completely dissatisfied","1984","35-65 y.","1-pers.-HH","30","0.0680046994697218","0.0462616326461108","0.0897477662933328","0"
"0 Completely dissatisfied","1984","35-65 y.","(Married) couple without C. ","37","0.0200198614299801","0.0128741728877028","0.0271655499722575","0"
"0 Completely dissatisfied","1984","35-65 y.","Single parent ","28","","","","0"
"0 Completely dissatisfied","1984","35-65 y.","Couple + C. LE 16 ","48","0.0265803230868883","0.0186033566551844","0.0345572895185922","0"
"0 Completely dissatisfied","1984","35-65 y.","Couple + C. GT 16 ","36","0.0310195264607908","0.0209775212538709","0.0410615316677107","0"
"0 Completely dissatisfied","1984","35-65 y.","Couple + C. LE and GT 16","34","0.031725241351163","0.0208946823314156","0.0425558003709104","0"
"0 Completely dissatisfied","1984","66 and older","1-pers.-HH","12","","","","0"
"0 Completely dissatisfied","1984","66 and older","(Married) couple without C. ","5","","","","0"
"0 Completely dissatisfied","1984","66 and older","Single parent ","1","","","","0"
"0 Completely dissatisfied","1984","66 and older","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","1984","66 and older","Couple + C. GT 16 ","2","","","","0"
"0 Completely dissatisfied","1984","66 and older","Couple + C. LE and GT 16","","","","","0"
"1 on Scale 1 to 10","1984","16-34 y.","1-pers.-HH","11","","","","1"
"1 on Scale 1 to 10","1984","16-34 y.","(Married) couple without C. ","9","","","","1"
"1 on Scale 1 to 10","1984","16-34 y.","Single parent ","10","","","","1"
"1 on Scale 1 to 10","1984","16-34 y.","Couple + C. LE 16 ","28","","","","1"
"1 on Scale 1 to 10","1984","35-65 y.","1-pers.-HH","9","","","","1"
"1 on Scale 1 to 10","1984","35-65 y.","(Married) couple without C. ","14","","","","1"
"1 on Scale 1 to 10","1984","35-65 y.","Couple + C. GT 16 ","11","","","","1"
"1 on Scale 1 to 10","1984","35-65 y.","Couple + C. LE and GT 16","9","","","","1"
"1 on Scale 1 to 10","1984","66 and older","1-pers.-HH","8","","","","1"
