"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","Rural Area","2.57","2","4429","1","2","3","4","5","2.54","2.6","1","5","2","2"
"1992","Urban Area","2.56","2","8816","1","2","3","4","5","2.54","2.58","1","5","2","2"
"1993","Rural Area","","","","","","","","","","","","","",""
"1993","Urban Area","","","","","","","","","","","","","",""
"1994","Rural Area","2.68","3","4311","2","2","3","4","5","2.65","2.71","1","5","2","3"
"1994","Urban Area","2.71","3","8607","2","2","3","4","5","2.69","2.73","1","5","2","3"
"1995","Rural Area","2.68","3","4467","2","2","3","4","5","2.65","2.71","1","5","2","3"
"1995","Urban Area","2.71","3","8862","2","2","3","4","5","2.69","2.73","1","5","2","2"
"1996","Rural Area","2.68","3","4426","2","2","3","4","5","2.65","2.71","1","5","2","3"
"1996","Urban Area","2.7","3","8670","2","2","3","4","5","2.68","2.72","1","5","2","3"
"1997","Rural Area","2.69","3","4359","2","2","3","4","5","2.66","2.72","1","5","2","3"
"1997","Urban Area","2.68","3","8536","2","2","3","4","5","2.66","2.7","1","5","2","2"
"1998","Rural Area","2.64","3","4875","2","2","3","4","5","2.61","2.67","1","5","2","2"
"1998","Urban Area","2.63","3","9420","1","2","3","4","5","2.61","2.65","1","5","2","2"
"1999","Rural Area","2.68","3","4722","2","2","3","4","5","2.65","2.71","1","5","2","3"
"1999","Urban Area","2.66","3","9016","2","2","3","4","5","2.64","2.68","1","5","2","2"
"2000","Rural Area","2.64","3","8297","2","2","3","4","5","2.62","2.66","1","5","2","3"
"2000","Urban Area","2.61","3","15928","1","2","3","4","5","2.59","2.63","1","5","2","2"
"2001","Rural Area","2.65","3","7523","1","2","3","4","5","2.63","2.67","1","5","2","3"
"2001","Urban Area","2.61","3","14509","1","2","3","4","5","2.59","2.63","1","5","2","2"
"2002","Rural Area","2.67","3","7656","2","2","3","4","5","2.65","2.69","1","5","2","3"
"2002","Urban Area","2.66","3","15459","2","2","3","4","5","2.64","2.68","1","5","2","2"
"2003","Rural Area","2.68","3","7338","2","2","3","4","5","2.66","2.7","1","5","2","3"
"2003","Urban Area","2.65","3","14920","2","2","3","4","5","2.63","2.67","1","5","2","2"
"2004","Rural Area","2.67","3","7182","2","2","3","4","5","2.65","2.69","1","5","2","3"
"2004","Urban Area","2.68","3","14510","1","2","3","4","5","2.66","2.7","1","5","2","2"
"2005","Rural Area","2.67","3","6850","2","2","3","4","5","2.65","2.69","1","5","3","3"
"2005","Urban Area","2.71","3","13892","2","2","3","4","5","2.69","2.73","1","5","2","3"
"2006","Rural Area","2.7","3","7413","2","2","3","4","5","2.68","2.72","1","5","3","3"
"2006","Urban Area","2.68","3","14632","2","2","3","4","5","2.66","2.7","1","5","2","3"
"2007","Rural Area","2.69","3","6967","2","2","3","4","5","2.67","2.71","1","5","3","3"
"2007","Urban Area","2.7","3","13605","2","2","3","4","5","2.68","2.72","1","5","2","3"
"2008","Rural Area","2.68","3","6565","2","2","3","4","5","2.66","2.7","1","5","3","3"
"2008","Urban Area","2.68","3","12837","2","2","3","4","5","2.66","2.7","1","5","2","3"
"2009","Rural Area","2.7","3","6245","2","2","3","4","5","2.68","2.72","1","5","3","3"
"2009","Urban Area","2.7","3","11838","2","2","3","4","5","2.68","2.72","1","5","3","3"
"2010","Rural Area","2.7","3","8236","2","2","3","4","5","2.68","2.72","1","5","2","2"
"2010","Urban Area","2.68","3","15813","1","2","3","4","5","2.66","2.7","1","5","2","2"
"2011","Rural Area","2.7","3","10057","2","2","3","4","5","2.68","2.72","1","5","2","3"
"2011","Urban Area","2.64","3","18405","1","2","3","4","5","2.63","2.65","1","5","2","2"
"2012","Rural Area","2.67","3","9973","2","2","3","4","5","2.65","2.69","1","5","2","3"
"2012","Urban Area","2.63","3","17745","1","2","3","4","5","2.62","2.64","1","5","2","2"
"2013","Rural Area","2.68","3","10332","2","2","3","4","5","2.66","2.7","1","5","2","3"
"2013","Urban Area","2.65","3","20407","1","2","3","4","5","2.64","2.66","1","5","2","2"
"2014","Rural Area","2.68","3","9306","2","2","3","4","5","2.66","2.7","1","5","2","3"
"2014","Urban Area","2.65","3","17881","1","2","3","4","5","2.64","2.66","1","5","2","2"
"2015","Rural Area","2.7","3","9180","2","2","3","4","5","2.68","2.72","1","5","2","3"
"2015","Urban Area","2.64","3","17742","1","2","3","4","5","2.63","2.65","1","5","2","2"
"2016","Rural Area","2.69","3","9814","2","2","3","4","5","2.67","2.71","1","5","2","2"
"2016","Urban Area","2.65","3","19043","1","2","3","4","5","2.64","2.66","1","5","2","2"
"2017","Rural Area","2.7","3","11018","2","2","3","4","5","2.68","2.72","1","5","2","2"
"2017","Urban Area","2.63","3","21219","1","2","3","4","5","2.62","2.64","1","5","2","2"
"2018","Rural Area","2.68","3","10223","2","2","3","4","5","2.66","2.7","1","5","2","2"
"2018","Urban Area","2.61","3","19861","1","2","3","4","5","2.6","2.62","1","5","2","2"
"2019","Rural Area","2.69","3","9924","2","2","3","4","5","2.67","2.71","1","5","2","2"
"2019","Urban Area","2.6","2","18128","1","2","3","4","5","2.59","2.61","1","5","2","2"
