"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","(Married) couple without C.","general elemantary","3.04","3","648","2","2","4","4","5","2.96","3.12","1","5","3","3"
"1992","(Married) couple without C.","higher education","2.52","2","401","1","2","3","4","5","2.42","2.62","1","5","2","3"
"1992","(Married) couple without C.","higher vocational","2.72","3","233","1","2","3","4","5","2.59","2.85","1","5","2","3"
"1992","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","inadequately","2.8","3","77","2","2","3","4","5","2.58","3.02","1","5","3","3"
"1992","(Married) couple without C.","middle vocational","2.77","3","1785","2","2","3","4","5","2.72","2.82","1","5","3","3"
"1992","(Married) couple without C.","vocational + Abi","2.53","2","97","1","2","3","4","5","2.33","2.73","1","5","2","3"
"1992","1-pers.-HH","general elemantary","3.14","3","361","2","3","4","4","5","3.03","3.25","1","5","3","3"
"1992","1-pers.-HH","higher education","2.47","2","147","1","2","3","4","5","2.3","2.64","1","5","2","2"
"1992","1-pers.-HH","higher vocational","2.85","3","69","2","2","4","5","5","2.58","3.12","1","5","2","3"
"1992","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1992","1-pers.-HH","inadequately","2.96","3","40","1","2","4","5","5","2.59","3.33","1","5","2","3"
"1992","1-pers.-HH","middle vocational","2.81","3","673","1","2","3","4","5","2.73","2.89","1","5","3","3"
"1992","1-pers.-HH","vocational + Abi","2.41","2","49","1","2","3","4","5","2.12","2.7","1","5","2","2"
"1992","Couple + C. GT 16 ","general elemantary","2.45","2","626","1","2","3","4","5","2.37","2.53","1","5","2","2"
"1992","Couple + C. GT 16 ","higher education","2.39","2","249","1","2","3","3","5","2.28","2.5","1","5","2","2"
"1992","Couple + C. GT 16 ","higher vocational","2.71","3","123","2","2","3","4","5","2.55","2.87","1","5","2","3"
"1992","Couple + C. GT 16 ","in school","1.63","2","94","1","1","2","2","3","1.49","1.77","1","3","1","2"
"1992","Couple + C. GT 16 ","inadequately","3","3","158","1","2","4","5","5","2.82","3.18","1","5","3","3"
"1992","Couple + C. GT 16 ","middle vocational","2.41","2","1365","1","2","3","4","5","2.36","2.46","1","5","2","2"
"1992","Couple + C. GT 16 ","vocational + Abi","2.25","2","80","1","2","3","3","5","2.04","2.46","1","5","2","2"
"1992","Couple + C. LE 16","general elemantary","2.44","2","405","1","2","3","4","5","2.35","2.53","1","5","2","2"
"1992","Couple + C. LE 16","higher education","2.06","2","618","1","2","2","3","5","2","2.12","1","5","2","2"
"1992","Couple + C. LE 16","higher vocational","2.26","2","224","1","2","3","3","5","2.14","2.38","1","5","2","2"
