"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","general elemantary","Female","2.93","3","1827","2","2","4","4","5","2.88","2.98","1","5","3","3"
"1992","general elemantary","Male","2.45","2","976","1","2","3","4","5","2.38","2.52","1","5","2","2"
"1992","higher education","Female","2.31","2","744","1","2","3","4","5","2.24","2.38","1","5","2","2"
"1992","higher education","Male","2.34","2","911","1","2","3","3","5","2.28","2.4","1","5","2","2"
"1992","higher vocational","Female","2.61","3","276","1","2","3","4","5","2.5","2.72","1","5","2","2"
"1992","higher vocational","Male","2.58","2","494","1","2","3","4","5","2.5","2.66","1","5","2","3"
"1992","in school","Female","1.93","2","94","1","1","2","3","5","1.75","2.11","1","5","2","2"
"1992","in school","Male","1.57","1","93","1","1","2","2","5","1.43","1.71","1","5","1","2"
"1992","inadequately","Female","2.82","3","379","1","2","4","4","5","2.71","2.93","1","5","3","3"
"1992","inadequately","Male","2.57","2.89","252","1","2","3","4","5","2.44","2.7","1","5","2","3"
"1992","middle vocational","Female","2.59","2","3295","1","2","3","4","5","2.56","2.62","1","5","2","2"
"1992","middle vocational","Male","2.49","2","3444","1","2","3","4","5","2.46","2.52","1","5","2","2"
"1992","vocational + Abi","Female","2.35","2","168","1","2","3","4","5","2.21","2.49","1","5","2","2"
"1992","vocational + Abi","Male","2.32","2","218","1","2","3","4","5","2.19","2.45","1","5","2","2"
"1993","general elemantary","Female","","","","","","","","","","","","","",""
"1993","general elemantary","Male","","","","","","","","","","","","","",""
"1993","higher education","Female","","","","","","","","","","","","","",""
"1993","higher education","Male","","","","","","","","","","","","","",""
"1993","higher vocational","Female","","","","","","","","","","","","","",""
"1993","higher vocational","Male","","","","","","","","","","","","","",""
"1993","in school","Female","","","","","","","","","","","","","",""
"1993","in school","Male","","","","","","","","","","","","","",""
"1993","inadequately","Female","","","","","","","","","","","","","",""
"1993","inadequately","Male","","","","","","","","","","","","","",""
"1993","middle vocational","Female","","","","","","","","","","","","","",""
"1993","middle vocational","Male","","","","","","","","","","","","","",""
"1993","vocational + Abi","Female","","","","","","","","","","","","","",""
"1993","vocational + Abi","Male","","","","","","","","","","","","","",""
"1994","general elemantary","Female","3.02","3","1653","2","2","4","4","5","2.97","3.07","1","5","3","3"
"1994","general elemantary","Male","2.59","2","859","1","2","3","4","5","2.52","2.66","1","5","2","2"
"1994","higher education","Female","2.58","2","741","2","2","3","4","5","2.51","2.65","1","5","2","2"
"1994","higher education","Male","2.49","2","911","2","2","3","4","5","2.43","2.55","1","5","2","2"
"1994","higher vocational","Female","2.73","3","279","2","2","3","4","5","2.62","2.84","1","5","2","3"
"1994","higher vocational","Male","2.76","3","477","2","2","3","4","5","2.68","2.84","1","5","2","3"
"1994","in school","Female","1.89","2","132","1","1","2","3","4","1.75","2.03","1","4","2","2"
"1994","in school","Male","1.88","2","107","1","1","2","3","4","1.73","2.03","1","4","2","2"
"1994","inadequately","Female","2.82","3","331","2","2","4","4","5","2.7","2.94","1","5","3","3"
"1994","inadequately","Male","2.81","3","226","1","2","4","5","5","2.67","2.95","1","5","2","3"
"1994","middle vocational","Female","2.78","3","3259","2","2","3","4","5","2.75","2.81","1","5","3","3"
"1994","middle vocational","Male","2.62","3","3326","2","2","3","4","5","2.59","2.65","1","5","2","2"
"1994","vocational + Abi","Female","2.33","2","177","1","2","3","3","5","2.2","2.46","1","5","2","2"
"1994","vocational + Abi","Male","2.46","2","216","1","2","3","4","5","2.33","2.59","1","5","2","2"
"1995","general elemantary","Female","3.05","3","1642","2","2","4","4","5","3","3.1","1","5","3","3"
"1995","general elemantary","Male","2.66","3","868","1","2","3","4","5","2.59","2.73","1","5","2","2"
"1995","higher education","Female","2.56","2","802","2","2","3","4","5","2.5","2.62","1","5","2","2"
"1995","higher education","Male","2.48","2","956","2","2","3","4","5","2.43","2.53","1","5","2","2"
"1995","higher vocational","Female","2.65","3","289","2","2","3","4","5","2.54","2.76","1","5","2","3"
"1995","higher vocational","Male","2.64","3","474","2","2","3","4","5","2.56","2.72","1","5","2","3"
"1995","in school","Female","2.08","2","143","1","2","2","3","5","1.95","2.21","1","5","2","2"
"1995","in school","Male","1.79","2","140","1","1","2","3","4","1.66","1.92","1","4","2","2"
"1995","inadequately","Female","2.94","3","324","2","2","4","4","5","2.83","3.05","1","5","3","3"
"1995","inadequately","Male","2.75","3","211","2","2","4","4","5","2.61","2.89","1","5","2","3"
"1995","middle vocational","Female","2.76","3","3341","2","2","3","4","5","2.73","2.79","1","5","2","3"
"1995","middle vocational","Male","2.66","3","3398","2","2","3","4","5","2.63","2.69","1","5","2","2"
"1995","vocational + Abi","Female","2.49","2","227","2","2","3","4","5","2.37","2.61","1","5","2","2"
"1995","vocational + Abi","Male","2.27","2","252","1","2","3","3","5","2.16","2.38","1","5","2","2"
"1996","general elemantary","Female","3.05","3","1581","2","2","4","4","5","3","3.1","1","5","3","3"
"1996","general elemantary","Male","2.68","3","823","1","2","3","4","5","2.61","2.75","1","5","2","2"
"1996","higher education","Female","2.49","2","799","1","2","3","4","5","2.43","2.55","1","5","2","2"
"1996","higher education","Male","2.49","2","969","2","2","3","4","5","2.44","2.54","1","5","2","2"
"1996","higher vocational","Female","2.72","3","295","2","2","3","4","5","2.6","2.84","1","5","2","3"
"1996","higher vocational","Male","2.67","3","473","2","2","3","4","5","2.59","2.75","1","5","2","3"
"1996","in school","Female","2.07","2","156","1","1","3","3","5","1.93","2.21","1","5","2","2"
"1996","in school","Male","1.92","2","138","1","1","2","3","4","1.78","2.06","1","4","2","2"
"1996","inadequately","Female","2.92","3","292","2","2","4","4","5","2.81","3.03","1","5","3","3"
"1996","inadequately","Male","2.94","3","202","1","2","4","5","5","2.79","3.09","1","5","3","3"
"1996","middle vocational","Female","2.73","3","3294","2","2","3","4","5","2.7","2.76","1","5","3","3"
"1996","middle vocational","Male","2.68","3","3337","2","2","3","4","5","2.65","2.71","1","5","2","3"
"1996","vocational + Abi","Female","2.44","2","237","1","2","3","4","5","2.33","2.55","1","5","2","2"
"1996","vocational + Abi","Male","2.32","2","241","1","2","3","3","5","2.21","2.43","1","5","2","2"
"1997","general elemantary","Female","3.06","3","1513","2","2","4","4","5","3.01","3.11","1","5","3","3"
"1997","general elemantary","Male","2.65","3","829","1","2","3","4","5","2.58","2.72","1","5","2","2"
"1997","higher education","Female","2.56","2","802","2","2","3","4","5","2.5","2.62","1","5","2","2"
"1997","higher education","Male","2.44","2","971","2","2","3","4","5","2.39","2.49","1","5","2","2"
