"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","Baden-W?rttemberg","general elemantary","2.77","3","487","2","2","3","4","5","2.68","2.86","1","5","2","3"
"1992","Baden-W?rttemberg","higher education","2.46","2","102","1","2","3","4","5","2.26","2.66","1","5","2","2"
"1992","Baden-W?rttemberg","higher vocational","2.51","2","94","1","2","3","4","5","2.32","2.7","1","5","2","2"
"1992","Baden-W?rttemberg","in school","","","","","","","","","","","","","",""
"1992","Baden-W?rttemberg","inadequately","2.64","2.83","186","1","2","3","4","5","2.49","2.79","1","5","3","3"
"1992","Baden-W?rttemberg","middle vocational","2.6","2","789","1","2","3","4","5","2.53","2.67","1","5","2","2"
"1992","Baden-W?rttemberg","vocational + Abi","2.15","2","61","1","2","2","3","4","1.92","2.38","1","5","2","2"
"1992","Bavaria","general elemantary","2.72","3","390","1","2","3","4","5","2.62","2.82","1","5","2","3"
"1992","Bavaria","higher education","2.3","2","154","1","2","3","4","5","2.15","2.45","1","5","2","2"
"1992","Bavaria","higher vocational","2.48","3","105","1","2","3","3","5","2.29","2.67","1","5","2","3"
"1992","Bavaria","in school","","","","","","","","","","","","","",""
"1992","Bavaria","inadequately","2.89","3","69","2","2","3","5","5","2.66","3.12","1","5","2","3"
"1992","Bavaria","middle vocational","2.52","2","827","1","2","3","4","5","2.45","2.59","1","5","2","2"
"1992","Bavaria","vocational + Abi","2.61","2","55","1","2","3","5","5","2.29","2.93","1","5","2","3"
"1992","Berlin","general elemantary","3.04","3","97","2","2","4","5","5","2.82","3.26","1","5","2","3"
"1992","Berlin","higher education","2.4","2","144","1","2","3","4","5","2.25","2.55","1","5","2","2"
"1992","Berlin","higher vocational","2.9","3","32","2","2","4","5","5","2.5","3.3","1","5","2","3"
"1992","Berlin","in school","","","","","","","","","","","","","",""
"1992","Berlin","inadequately","","","","","","","","","","","","","",""
"1992","Berlin","middle vocational","2.67","3","260","1","2","3","4","5","2.55","2.79","1","5","2","3"
"1992","Berlin","vocational + Abi","","","","","","","","","","","","","",""
"1992","Brandenburg","general elemantary","2.68","2","73","1","2","4","4","5","2.42","2.94","1","5","2","3"
"1992","Brandenburg","higher education","2.29","2","162","1","2","3","3","5","2.15","2.43","1","5","2","2"
"1992","Brandenburg","higher vocational","2.37","2","48","2","2","3","3","4","2.15","2.59","1","5","2","3"
"1992","Brandenburg","in school","","","","","","","","","","","","","",""
"1992","Brandenburg","inadequately","","","","","","","","","","","","","",""
"1992","Brandenburg","middle vocational","2.49","2","354","1","2","3","4","5","2.39","2.59","1","5","2","2"
"1992","Brandenburg","vocational + Abi","","","","","","","","","","","","","",""
"1992","Bremen","general elemantary","","","","","","","","","","","","","",""
"1992","Bremen","higher education","","","","","","","","","","","","","",""
"1992","Bremen","higher vocational","","","","","","","","","","","","","",""
"1992","Bremen","in school","","","","","","","","","","","","","",""
"1992","Bremen","inadequately","","","","","","","","","","","","","",""
"1992","Bremen","middle vocational","2.6","2","54","1","2","3","5","5","2.29","2.91","1","5","2","3"
"1992","Bremen","vocational + Abi","","","","","","","","","","","","","",""
"1992","Hamburg","general elemantary","2.98","3","30","2","2","3","5","5","2.62","3.34","1","5","2","3"
"1992","Hamburg","higher education","","","","","","","","","","","","","",""
"1992","Hamburg","higher vocational","","","","","","","","","","","","","",""
