"year","e11102","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","Employed","Full Time","2.29","2","6594","1","2","3","3","5","2.27","2.31","1","5","2","2"
"1992","Employed","Not Working","","","","","","","","","","","","","",""
"1992","Employed","Part Time","2.35","2","2507","1","2","3","4","5","2.31","2.39","1","5","2","2"
"1992","Not Employed","Full Time","","","","","","","","","","","","","",""
"1992","Not Employed","Not Working","2.96","3","4263","2","2","4","4","5","2.93","2.99","1","5","3","3"
"1992","Not Employed","Part Time","","","","","","","","","","","","","",""
"1993","Employed","Full Time","","","","","","","","","","","","","",""
"1993","Employed","Not Working","","","","","","","","","","","","","",""
"1993","Employed","Part Time","","","","","","","","","","","","","",""
"1993","Not Employed","Full Time","","","","","","","","","","","","","",""
"1993","Not Employed","Not Working","","","","","","","","","","","","","",""
"1993","Not Employed","Part Time","","","","","","","","","","","","","",""
"1994","Employed","Full Time","2.46","2","5976","1","2","3","4","5","2.44","2.48","1","5","2","2"
"1994","Employed","Not Working","","","","","","","","","","","","","",""
"1994","Employed","Part Time","2.54","2","2367","1","2","3","4","5","2.5","2.58","1","5","2","2"
"1994","Not Employed","Full Time","","","","","","","","","","","","","",""
"1994","Not Employed","Not Working","3.01","3","4575","2","2","4","4","5","2.98","3.04","1","5","3","3"
"1994","Not Employed","Part Time","","","","","","","","","","","","","",""
"1995","Employed","Full Time","2.46","2","5904","2","2","3","4","5","2.44","2.48","1","5","2","2"
"1995","Employed","Not Working","","","","","","","","","","","","","",""
"1995","Employed","Part Time","2.52","2","2606","2","2","3","4","5","2.48","2.56","1","5","2","2"
"1995","Not Employed","Full Time","","","","","","","","","","","","","",""
"1995","Not Employed","Not Working","3","3","4819","2","2","4","4","5","2.97","3.03","1","5","3","3"
"1995","Not Employed","Part Time","","","","","","","","","","","","","",""
"1996","Employed","Full Time","2.45","2","5741","2","2","3","4","5","2.43","2.47","1","5","2","2"
"1996","Employed","Not Working","","","","","","","","","","","","","",""
"1996","Employed","Part Time","2.52","2","2697","1","2","3","4","5","2.49","2.55","1","5","2","2"
"1996","Not Employed","Full Time","","","","","","","","","","","","","",""
"1996","Not Employed","Not Working","3.01","3","4659","2","2","4","4","5","2.98","3.04","1","5","3","3"
"1996","Not Employed","Part Time","","","","","","","","","","","","","",""
"1997","Employed","Full Time","2.42","2","5601","1","2","3","3","5","2.4","2.44","1","5","2","2"
