"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","Rural Area","East Germany","2.51","2","2490","1","2","3","4","5","2.47","2.55","1","5","2","2"
"1992","Rural Area","West Germany","2.6","2","1939","1","2","3","4","5","2.55","2.65","1","5","2","2"
"1992","Urban Area","East Germany","2.42","2","1386","1","2","3","4","5","2.37","2.47","1","5","2","2"
"1992","Urban Area","West Germany","2.57","2","7430","1","2","3","4","5","2.55","2.59","1","5","2","2"
"1993","Rural Area","East Germany","","","","","","","","","","","","","",""
"1993","Rural Area","West Germany","","","","","","","","","","","","","",""
"1993","Urban Area","East Germany","","","","","","","","","","","","","",""
"1993","Urban Area","West Germany","","","","","","","","","","","","","",""
"1994","Rural Area","East Germany","2.67","3","2420","2","2","3","4","5","2.63","2.71","1","5","2","3"
"1994","Rural Area","West Germany","2.69","3","1891","1","2","3","4","5","2.65","2.73","1","5","2","3"
"1994","Urban Area","East Germany","2.68","3","1367","2","2","3","4","5","2.63","2.73","1","5","2","3"
"1994","Urban Area","West Germany","2.71","3","7240","2","2","3","4","5","2.69","2.73","1","5","2","2"
"1995","Rural Area","East Germany","2.69","3","2427","2","2","3","4","5","2.65","2.73","1","5","2","3"
"1995","Rural Area","West Germany","2.67","3","2040","2","2","3","4","5","2.63","2.71","1","5","2","3"
"1995","Urban Area","East Germany","2.75","3","1267","2","2","3","4","5","2.7","2.8","1","5","3","3"
"1995","Urban Area","West Germany","2.7","3","7595","2","2","3","4","5","2.68","2.72","1","5","2","2"
"1996","Rural Area","East Germany","2.7","3","2395","2","2","3","4","5","2.66","2.74","1","5","3","3"
"1996","Rural Area","West Germany","2.68","3","2031","2","2","3","4","5","2.64","2.72","1","5","2","3"
"1996","Urban Area","East Germany","2.74","3","1298","2","2","3","4","5","2.69","2.79","1","5","3","3"
"1996","Urban Area","West Germany","2.7","3","7372","2","2","3","4","5","2.68","2.72","1","5","2","3"
"1997","Rural Area","East Germany","2.71","3","2375","2","2","3","4","5","2.67","2.75","1","5","2","3"
"1997","Rural Area","West Germany","2.68","3","1984","2","2","3","4","5","2.64","2.72","1","5","2","3"
"1997","Urban Area","East Germany","2.67","3","1273","2","2","3","4","5","2.62","2.72","1","5","2","3"
"1997","Urban Area","West Germany","2.68","3","7263","2","2","3","4","5","2.66","2.7","1","5","2","2"
"1998","Rural Area","East Germany","2.67","3","2565","2","2","3","4","5","2.63","2.71","1","5","2","3"
"1998","Rural Area","West Germany","2.62","3","2310","1","2","3","4","5","2.58","2.66","1","5","2","2"
"1998","Urban Area","East Germany","2.65","3","1316","2","2","3","4","5","2.6","2.7","1","5","2","3"
"1998","Urban Area","West Germany","2.63","3","8104","1","2","3","4","5","2.61","2.65","1","5","2","2"
"1999","Rural Area","East Germany","2.72","3","2504","2","2","3","4","5","2.68","2.76","1","5","3","3"
"1999","Rural Area","West Germany","2.65","3","2218","2","2","3","4","5","2.61","2.69","1","5","2","2"
"1999","Urban Area","East Germany","2.69","3","1296","2","2","3","4","5","2.64","2.74","1","5","2","3"
"1999","Urban Area","West Germany","2.66","3","7720","2","2","3","4","5","2.64","2.68","1","5","2","2"
"2000","Rural Area","East Germany","2.7","3","3944","2","2","3","4","5","2.67","2.73","1","5","3","3"
"2000","Rural Area","West Germany","2.59","3","4353","1","2","3","4","5","2.56","2.62","1","5","2","2"
"2000","Urban Area","East Germany","2.65","3","1926","2","2","3","4","5","2.61","2.69","1","5","2","3"
"2000","Urban Area","West Germany","2.6","3","14002","1","2","3","4","5","2.58","2.62","1","5","2","2"
"2001","Rural Area","East Germany","2.74","3","3642","2","2","3","4","5","2.71","2.77","1","5","3","3"
"2001","Rural Area","West Germany","2.6","3","3881","1","2","3","4","5","2.57","2.63","1","5","2","3"
"2001","Urban Area","East Germany","2.69","3","1816","2","2","3","4","5","2.65","2.73","1","5","2","3"
"2001","Urban Area","West Germany","2.61","3","12693","1","2","3","4","5","2.59","2.63","1","5","2","2"
"2002","Rural Area","East Germany","2.74","3","3605","2","2","3","4","5","2.71","2.77","1","5","3","3"
"2002","Rural Area","West Germany","2.62","3","4051","1","2","3","4","5","2.59","2.65","1","5","2","2"
"2002","Urban Area","East Germany","2.65","3","1843","2","2","3","4","5","2.61","2.69","1","5","2","3"
"2002","Urban Area","West Germany","2.66","3","13616","2","2","3","4","5","2.64","2.68","1","5","2","2"
"2003","Rural Area","East Germany","2.75","3","3526","2","2","3","4","5","2.72","2.78","1","5","3","3"
"2003","Rural Area","West Germany","2.62","3","3812","2","2","3","4","5","2.59","2.65","1","5","2","2"
"2003","Urban Area","East Germany","2.67","3","1831","2","2","3","4","5","2.63","2.71","1","5","2","3"
"2003","Urban Area","West Germany","2.64","3","13089","2","2","3","4","5","2.62","2.66","1","5","2","2"
"2004","Rural Area","East Germany","2.77","3","3414","2","2","3","4","5","2.74","2.8","1","5","3","3"
"2004","Rural Area","West Germany","2.6","3","3768","1","2","3","4","5","2.57","2.63","1","5","2","2"
"2004","Urban Area","East Germany","2.7","3","1827","2","2","3","4","5","2.66","2.74","1","5","2","3"
"2004","Urban Area","West Germany","2.68","3","12683","1","2","3","4","5","2.66","2.7","1","5","2","2"
"2005","Rural Area","East Germany","2.76","3","3273","2","2","3","4","5","2.73","2.79","1","5","3","3"
"2005","Rural Area","West Germany","2.62","3","3577","1","2","3","4","5","2.59","2.65","1","5","2","3"
"2005","Urban Area","East Germany","2.74","3","1765","2","2","3","4","5","2.7","2.78","1","5","2","3"
"2005","Urban Area","West Germany","2.7","3","12127","2","2","3","4","5","2.68","2.72","1","5","2","3"
"2006","Rural Area","East Germany","2.74","3","3474","2","2","3","4","5","2.71","2.77","1","5","3","3"
"2006","Rural Area","West Germany","2.68","3","3939","2","2","3","4","5","2.65","2.71","1","5","3","3"
"2006","Urban Area","East Germany","2.76","3","1819","2","2","3","4","5","2.72","2.8","1","5","2","3"
"2006","Urban Area","West Germany","2.67","3","12813","2","2","3","4","5","2.65","2.69","1","5","2","3"
"2007","Rural Area","East Germany","2.72","3","3287","2","2","3","4","5","2.69","2.75","1","5","3","3"
"2007","Rural Area","West Germany","2.67","3","3680","2","2","3","4","5","2.64","2.7","1","5","3","3"
"2007","Urban Area","East Germany","2.71","3","1733","2","2","3","4","5","2.67","2.75","1","5","3","3"
"2007","Urban Area","West Germany","2.7","3","11872","2","2","3","4","5","2.68","2.72","1","5","2","3"
"2008","Rural Area","East Germany","2.73","3","3113","2","2","3","4","5","2.7","2.76","1","5","3","3"
"2008","Rural Area","West Germany","2.66","3","3452","2","2","3","4","5","2.63","2.69","1","5","3","3"
"2008","Urban Area","East Germany","2.66","3","1677","2","2","3","4","5","2.61","2.71","1","5","2","3"
"2008","Urban Area","West Germany","2.68","3","11160","2","2","3","4","5","2.66","2.7","1","5","2","3"
