"ple0081_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2006","Saxony","Couple + C. LE 16 ","61","0.306811858281214","0.244586343769834","0.369037372792593"
"Yes","2006","Saxony","Couple + C. GT 16 ","77","0.251141211658924","0.200792933941416","0.301489489376432"
"Yes","2006","Saxony","Couple + C. LE and GT 16","23","","",""
"Yes","2006","Saxony-Anhalt","1-pers.-HH","47","0.300743448768695","0.222807355793203","0.378679541744186"
"Yes","2006","Saxony-Anhalt","(Married) couple without C. ","80","0.197258037683359","0.155145989150357","0.239370086216361"
"Yes","2006","Saxony-Anhalt","Single parent ","23","","",""
"Yes","2006","Saxony-Anhalt","Couple + C. LE 16 ","41","0.34598760398132","0.260877577123792","0.431097630838849"
"Yes","2006","Saxony-Anhalt","Couple + C. GT 16 ","78","0.352166331525169","0.28613413615994","0.418198526890398"
"Yes","2006","Saxony-Anhalt","Couple + C. LE and GT 16","21","","",""
"Yes","2006","Thuringia","1-pers.-HH","43","0.339170374294475","0.262897354552003","0.415443394036947"
"Yes","2006","Thuringia","(Married) couple without C. ","58","0.159816537409242","0.119605000492224","0.200028074326259"
"Yes","2006","Thuringia","Single parent ","25","","",""
"Yes","2006","Thuringia","Couple + C. LE 16 ","34","0.214267652388194","0.144271084250388","0.284264220526"
"Yes","2006","Thuringia","Couple + C. GT 16 ","63","0.285051795997615","0.224139349354621","0.345964242640609"
"Yes","2006","Thuringia","Couple + C. LE and GT 16","17","","",""
"No","2006","Schleswig-Holstein","1-pers.-HH","62","0.584886890347234","0.488311325006945","0.681462455687524"
"No","2006","Schleswig-Holstein","(Married) couple without C. ","218","0.74491351967725","0.693204843836203","0.796622195518298"
"No","2006","Schleswig-Holstein","Single parent ","12","","",""
"No","2006","Schleswig-Holstein","Couple + C. LE 16 ","95","0.656591394582881","0.576786079423021","0.736396709742741"
"No","2006","Schleswig-Holstein","Couple + C. GT 16 ","61","0.681701599339276","0.587534639640168","0.775868559038384"
"No","2006","Schleswig-Holstein","Couple + C. LE and GT 16","27","","",""
"No","2006","Hamburg","1-pers.-HH","56","0.64153226721229","0.538364666201837","0.744699868222744"
"No","2006","Hamburg","(Married) couple without C. ","81","0.781612435289066","0.702961327994879","0.860263542583254"
"No","2006","Hamburg","Single parent ","13","","",""
"No","2006","Hamburg","Couple + C. LE 16 ","35","0.627775167923916","0.491023632850186","0.764526702997645"
"No","2006","Hamburg","Couple + C. GT 16 ","26","","",""
"No","2006","Hamburg","Couple + C. LE and GT 16","12","","",""
"No","2006","Lower Saxony","1-pers.-HH","188","0.72840739903315","0.674239205754267","0.782575592312032"
"No","2006","Lower Saxony","(Married) couple without C. ","532","0.778804737735112","0.748013823612826","0.809595651857398"
"No","2006","Lower Saxony","Single parent ","54","0.492462935671764","0.396837352219016","0.588088519124512"
"No","2006","Lower Saxony","Couple + C. LE 16 ","264","0.68359627565575","0.636958583977719","0.730233967333781"
"No","2006","Lower Saxony","Couple + C. GT 16 ","210","0.698242714387343","0.646300608607758","0.750184820166928"
"No","2006","Lower Saxony","Couple + C. LE and GT 16","102","0.581031995750123","0.503106749418476","0.658957242081771"
"No","2006","Bremen","1-pers.-HH","25","","",""
"No","2006","Bremen","(Married) couple without C. ","44","0.768815303021405","0.659368970218654","0.878261635824155"
"No","2006","Bremen","Single parent ","6","","",""
"No","2006","Bremen","Couple + C. LE 16 ","16","","",""
"No","2006","Bremen","Couple + C. GT 16 ","7","","",""
"No","2006","Bremen","Couple + C. LE and GT 16","4","","",""
"No","2006","North Rhine-Westphalia","1-pers.-HH","452","0.678762543372675","0.64305685339715","0.714468233348201"
"No","2006","North Rhine-Westphalia","(Married) couple without C. ","1286","0.761639090010371","0.74124643886691","0.782031741153832"
"No","2006","North Rhine-Westphalia","Single parent ","115","0.513012003619054","0.447262194617765","0.578761812620342"
"No","2006","North Rhine-Westphalia","Couple + C. LE 16 ","549","0.620422942473796","0.587780086572708","0.653065798374883"
"No","2006","North Rhine-Westphalia","Couple + C. GT 16 ","494","0.646639927500224","0.612452366487139","0.680827488513309"
"No","2006","North Rhine-Westphalia","Couple + C. LE and GT 16","185","0.587919562566384","0.531751811196989","0.64408731393578"
"No","2006","Hesse","1-pers.-HH","157","0.671679007429259","0.610318768003244","0.733039246855274"
"No","2006","Hesse","(Married) couple without C. ","446","0.717241976502647","0.680748900136109","0.753735052869184"
"No","2006","Hesse","Single parent ","34","0.421037191370859","0.302815749223936","0.539258633517782"
"No","2006","Hesse","Couple + C. LE 16 ","215","0.681630962664358","0.629773971919551","0.733487953409166"
"No","2006","Hesse","Couple + C. GT 16 ","121","0.599352078701076","0.528354260797556","0.670349896604596"
"No","2006","Hesse","Couple + C. LE and GT 16","68","0.776490174233731","0.689449339523799","0.863531008943663"
"No","2006","Rhineland-Palatinate,Saarland","1-pers.-HH","151","0.705771737512911","0.643543312967344","0.768000162058478"
"No","2006","Rhineland-Palatinate,Saarland","(Married) couple without C. ","314","0.730609600378485","0.687508869872846","0.773710330884125"
"No","2006","Rhineland-Palatinate,Saarland","Single parent ","45","0.604923649892151","0.491210755222841","0.71863654456146"
"No","2006","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","137","0.590512673303552","0.527507674700772","0.653517671906333"
"No","2006","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","149","0.71220564343129","0.650973101900928","0.773438184961652"
"No","2006","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","73","0.655336892450347","0.568475081564776","0.742198703335918"
"No","2006","Baden-Württemberg","1-pers.-HH","275","0.717619147626133","0.673338142620834","0.761900152631432"
"No","2006","Baden-Württemberg","(Married) couple without C. ","701","0.779694573844328","0.752342601329471","0.807046546359185"
"No","2006","Baden-Württemberg","Single parent ","76","0.522438605791748","0.439992381533524","0.604884830049972"
"No","2006","Baden-Württemberg","Couple + C. LE 16 ","378","0.686353091280528","0.646815103961006","0.72589107860005"
"No","2006","Baden-Württemberg","Couple + C. GT 16 ","316","0.724180582220589","0.681740213535684","0.766620950905493"
"No","2006","Baden-Württemberg","Couple + C. LE and GT 16","198","0.654651437989373","0.598958136387279","0.710344739591466"
"No","2006","Bavaria","1-pers.-HH","315","0.731640297346822","0.690608877660605","0.772671717033038"
"No","2006","Bavaria","(Married) couple without C. ","836","0.776173543952804","0.75119935868347","0.801147729222139"
"No","2006","Bavaria","Single parent ","101","0.607424250643024","0.535484445805046","0.679364055481002"
"No","2006","Bavaria","Couple + C. LE 16 ","481","0.739113865228196","0.70517293206998","0.773054798386413"
"No","2006","Bavaria","Couple + C. GT 16 ","404","0.643792762966145","0.60391620876023","0.683669317172061"
"No","2006","Bavaria","Couple + C. LE and GT 16","118","0.645801347121046","0.575540882768765","0.716061811473326"
"No","2006","Berlin","1-pers.-HH","110","0.575617111346812","0.50400799306717","0.647226229626454"
"No","2006","Berlin","(Married) couple without C. ","200","0.7208976377401","0.668544574938741","0.773250700541459"
"No","2006","Berlin","Single parent ","29","","",""
"No","2006","Berlin","Couple + C. LE 16 ","80","0.642673195088986","0.554317049815796","0.731029340362176"
"No","2006","Berlin","Couple + C. GT 16 ","78","0.659061658346571","0.567958723681377","0.750164593011766"
"No","2006","Berlin","Couple + C. LE and GT 16","18","","",""
"No","2006","Brandenburg","1-pers.-HH","96","0.681387952995224","0.605548985484183","0.757226920506265"
"No","2006","Brandenburg","(Married) couple without C. ","295","0.821193481555344","0.781499835031933","0.860887128078756"
"No","2006","Brandenburg","Single parent ","25","","",""
"No","2006","Brandenburg","Couple + C. LE 16 ","88","0.641763478610444","0.559967198347009","0.72355975887388"
"No","2006","Brandenburg","Couple + C. GT 16 ","127","0.660964599011644","0.592378805125349","0.729550392897938"
"No","2006","Brandenburg","Couple + C. LE and GT 16","33","0.629771663923597","0.493170670442178","0.766372657405016"
"No","2006","Mecklenburg-Western Pomerania","1-pers.-HH","54","0.597324827144252","0.495433833471849","0.699215820816655"
"No","2006","Mecklenburg-Western Pomerania","(Married) couple without C. ","157","0.790080087313161","0.733638987240293","0.846521187386028"
"No","2006","Mecklenburg-Western Pomerania","Single parent ","18","","",""
"No","2006","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","42","0.650499549274599","0.537994784564956","0.763004313984243"
"No","2006","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","85","0.678319807574542","0.595768312181479","0.760871302967604"
"No","2006","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","18","","",""
"No","2006","Saxony","1-pers.-HH","176","0.719056635985529","0.662776389950678","0.77533688202038"
"No","2006","Saxony","(Married) couple without C. ","510","0.802713638225326","0.771489917845633","0.83393735860502"
"No","2006","Saxony","Single parent ","63","0.710110389776296","0.615849323898231","0.804371455654361"
"No","2006","Saxony","Couple + C. LE 16 ","150","0.693188141718786","0.630962627207407","0.755413656230166"
"No","2006","Saxony","Couple + C. GT 16 ","208","0.748858788341076","0.698510510623568","0.799207066058584"
"No","2006","Saxony","Couple + C. LE and GT 16","81","0.783793406724949","0.704676975089929","0.86290983835997"
"No","2006","Saxony-Anhalt","1-pers.-HH","86","0.699256551231305","0.621320458255814","0.777192644206797"
"No","2006","Saxony-Anhalt","(Married) couple without C. ","263","0.802741962316641","0.760629913783639","0.844854010849643"
"No","2006","Saxony-Anhalt","Single parent ","20","","",""
"No","2006","Saxony-Anhalt","Couple + C. LE 16 ","79","0.654012396018679","0.568902369161151","0.739122422876208"
"No","2006","Saxony-Anhalt","Couple + C. GT 16 ","123","0.647833668474831","0.581801473109602","0.71386586384006"
"No","2006","Saxony-Anhalt","Couple + C. LE and GT 16","36","0.486742008765482","0.356985862623179","0.616498154907785"
"No","2006","Thuringia","1-pers.-HH","105","0.660829625705525","0.584556605963053","0.737102645447997"
"No","2006","Thuringia","(Married) couple without C. ","261","0.840183462590758","0.799971925673741","0.880394999507776"
"No","2006","Thuringia","Single parent ","28","","",""
"No","2006","Thuringia","Couple + C. LE 16 ","98","0.785732347611806","0.715735779474","0.855728915749612"
"No","2006","Thuringia","Couple + C. GT 16 ","148","0.714948204002385","0.654035757359391","0.775860650645379"
"No","2006","Thuringia","Couple + C. LE and GT 16","35","0.700171112527225","0.575637883166623","0.824704341887826"
"Yes","2007","Schleswig-Holstein","1-pers.-HH","","","",""
"Yes","2007","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Yes","2007","Schleswig-Holstein","Single parent ","","","",""
"Yes","2007","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Yes","2007","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Yes","2007","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Yes","2007","Hamburg","1-pers.-HH","","","",""
"Yes","2007","Hamburg","(Married) couple without C. ","","","",""
"Yes","2007","Hamburg","Single parent ","","","",""
"Yes","2007","Hamburg","Couple + C. LE 16 ","","","",""
"Yes","2007","Hamburg","Couple + C. GT 16 ","","","",""
"Yes","2007","Hamburg","Couple + C. LE and GT 16","","","",""
"Yes","2007","Lower Saxony","1-pers.-HH","","","",""
"Yes","2007","Lower Saxony","(Married) couple without C. ","","","",""
"Yes","2007","Lower Saxony","Single parent ","","","",""
"Yes","2007","Lower Saxony","Couple + C. LE 16 ","","","",""
"Yes","2007","Lower Saxony","Couple + C. GT 16 ","","","",""
"Yes","2007","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Yes","2007","Bremen","1-pers.-HH","","","",""
"Yes","2007","Bremen","(Married) couple without C. ","","","",""
"Yes","2007","Bremen","Single parent ","","","",""
"Yes","2007","Bremen","Couple + C. LE 16 ","","","",""
"Yes","2007","Bremen","Couple + C. GT 16 ","","","",""
"Yes","2007","Bremen","Couple + C. LE and GT 16","","","",""
"Yes","2007","North Rhine-Westphalia","1-pers.-HH","","","",""
"Yes","2007","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Yes","2007","North Rhine-Westphalia","Single parent ","","","",""
"Yes","2007","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Yes","2007","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Yes","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Yes","2007","Hesse","1-pers.-HH","","","",""
"Yes","2007","Hesse","(Married) couple without C. ","","","",""
"Yes","2007","Hesse","Single parent ","","","",""
"Yes","2007","Hesse","Couple + C. LE 16 ","","","",""
"Yes","2007","Hesse","Couple + C. GT 16 ","","","",""
"Yes","2007","Hesse","Couple + C. LE and GT 16","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Yes","2007","Baden-Württemberg","1-pers.-HH","","","",""
"Yes","2007","Baden-Württemberg","(Married) couple without C. ","","","",""
"Yes","2007","Baden-Württemberg","Single parent ","","","",""
"Yes","2007","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Yes","2007","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Yes","2007","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Yes","2007","Bavaria","1-pers.-HH","","","",""
"Yes","2007","Bavaria","(Married) couple without C. ","","","",""
"Yes","2007","Bavaria","Single parent ","","","",""
"Yes","2007","Bavaria","Couple + C. LE 16 ","","","",""
"Yes","2007","Bavaria","Couple + C. GT 16 ","","","",""
"Yes","2007","Bavaria","Couple + C. LE and GT 16","","","",""
"Yes","2007","Berlin","1-pers.-HH","","","",""
"Yes","2007","Berlin","(Married) couple without C. ","","","",""
"Yes","2007","Berlin","Single parent ","","","",""
"Yes","2007","Berlin","Couple + C. LE 16 ","","","",""
"Yes","2007","Berlin","Couple + C. GT 16 ","","","",""
"Yes","2007","Berlin","Couple + C. LE and GT 16","","","",""
"Yes","2007","Brandenburg","1-pers.-HH","","","",""
"Yes","2007","Brandenburg","(Married) couple without C. ","","","",""
"Yes","2007","Brandenburg","Single parent ","","","",""
"Yes","2007","Brandenburg","Couple + C. LE 16 ","","","",""
"Yes","2007","Brandenburg","Couple + C. GT 16 ","","","",""
"Yes","2007","Brandenburg","Couple + C. LE and GT 16","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Yes","2007","Saxony","1-pers.-HH","","","",""
"Yes","2007","Saxony","(Married) couple without C. ","","","",""
"Yes","2007","Saxony","Single parent ","","","",""
"Yes","2007","Saxony","Couple + C. LE 16 ","","","",""
"Yes","2007","Saxony","Couple + C. GT 16 ","","","",""
"Yes","2007","Saxony","Couple + C. LE and GT 16","","","",""
"Yes","2007","Saxony-Anhalt","1-pers.-HH","","","",""
"Yes","2007","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Yes","2007","Saxony-Anhalt","Single parent ","","","",""
"Yes","2007","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Yes","2007","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Yes","2007","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Yes","2007","Thuringia","1-pers.-HH","","","",""
"Yes","2007","Thuringia","(Married) couple without C. ","","","",""
"Yes","2007","Thuringia","Single parent ","","","",""
"Yes","2007","Thuringia","Couple + C. LE 16 ","","","",""
"Yes","2007","Thuringia","Couple + C. GT 16 ","","","",""
"Yes","2007","Thuringia","Couple + C. LE and GT 16","","","",""
"No","2007","Schleswig-Holstein","1-pers.-HH","","","",""
"No","2007","Schleswig-Holstein","(Married) couple without C. ","","","",""
"No","2007","Schleswig-Holstein","Single parent ","","","",""
"No","2007","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"No","2007","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"No","2007","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"No","2007","Hamburg","1-pers.-HH","","","",""
"No","2007","Hamburg","(Married) couple without C. ","","","",""
"No","2007","Hamburg","Single parent ","","","",""
"No","2007","Hamburg","Couple + C. LE 16 ","","","",""
"No","2007","Hamburg","Couple + C. GT 16 ","","","",""
"No","2007","Hamburg","Couple + C. LE and GT 16","","","",""
"No","2007","Lower Saxony","1-pers.-HH","","","",""
"No","2007","Lower Saxony","(Married) couple without C. ","","","",""
"No","2007","Lower Saxony","Single parent ","","","",""
"No","2007","Lower Saxony","Couple + C. LE 16 ","","","",""
"No","2007","Lower Saxony","Couple + C. GT 16 ","","","",""
"No","2007","Lower Saxony","Couple + C. LE and GT 16","","","",""
"No","2007","Bremen","1-pers.-HH","","","",""
"No","2007","Bremen","(Married) couple without C. ","","","",""
"No","2007","Bremen","Single parent ","","","",""
"No","2007","Bremen","Couple + C. LE 16 ","","","",""
"No","2007","Bremen","Couple + C. GT 16 ","","","",""
"No","2007","Bremen","Couple + C. LE and GT 16","","","",""
"No","2007","North Rhine-Westphalia","1-pers.-HH","","","",""
"No","2007","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"No","2007","North Rhine-Westphalia","Single parent ","","","",""
"No","2007","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"No","2007","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"No","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"No","2007","Hesse","1-pers.-HH","","","",""
"No","2007","Hesse","(Married) couple without C. ","","","",""
"No","2007","Hesse","Single parent ","","","",""
"No","2007","Hesse","Couple + C. LE 16 ","","","",""
"No","2007","Hesse","Couple + C. GT 16 ","","","",""
"No","2007","Hesse","Couple + C. LE and GT 16","","","",""
"No","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"No","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"No","2007","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"No","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"No","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"No","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"No","2007","Baden-Württemberg","1-pers.-HH","","","",""
"No","2007","Baden-Württemberg","(Married) couple without C. ","","","",""
"No","2007","Baden-Württemberg","Single parent ","","","",""
"No","2007","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"No","2007","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"No","2007","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"No","2007","Bavaria","1-pers.-HH","","","",""
"No","2007","Bavaria","(Married) couple without C. ","","","",""
"No","2007","Bavaria","Single parent ","","","",""
"No","2007","Bavaria","Couple + C. LE 16 ","","","",""
"No","2007","Bavaria","Couple + C. GT 16 ","","","",""
"No","2007","Bavaria","Couple + C. LE and GT 16","","","",""
"No","2007","Berlin","1-pers.-HH","","","",""
"No","2007","Berlin","(Married) couple without C. ","","","",""
"No","2007","Berlin","Single parent ","","","",""
"No","2007","Berlin","Couple + C. LE 16 ","","","",""
"No","2007","Berlin","Couple + C. GT 16 ","","","",""
"No","2007","Berlin","Couple + C. LE and GT 16","","","",""
"No","2007","Brandenburg","1-pers.-HH","","","",""
"No","2007","Brandenburg","(Married) couple without C. ","","","",""
"No","2007","Brandenburg","Single parent ","","","",""
"No","2007","Brandenburg","Couple + C. LE 16 ","","","",""
"No","2007","Brandenburg","Couple + C. GT 16 ","","","",""
"No","2007","Brandenburg","Couple + C. LE and GT 16","","","",""
"No","2007","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"No","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"No","2007","Mecklenburg-Western Pomerania","Single parent ","","","",""
"No","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"No","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"No","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"No","2007","Saxony","1-pers.-HH","","","",""
"No","2007","Saxony","(Married) couple without C. ","","","",""
"No","2007","Saxony","Single parent ","","","",""
"No","2007","Saxony","Couple + C. LE 16 ","","","",""
"No","2007","Saxony","Couple + C. GT 16 ","","","",""
"No","2007","Saxony","Couple + C. LE and GT 16","","","",""
"No","2007","Saxony-Anhalt","1-pers.-HH","","","",""
"No","2007","Saxony-Anhalt","(Married) couple without C. ","","","",""
"No","2007","Saxony-Anhalt","Single parent ","","","",""
"No","2007","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"No","2007","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"No","2007","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"No","2007","Thuringia","1-pers.-HH","","","",""
"No","2007","Thuringia","(Married) couple without C. ","","","",""
"No","2007","Thuringia","Single parent ","","","",""
"No","2007","Thuringia","Couple + C. LE 16 ","","","",""
"No","2007","Thuringia","Couple + C. GT 16 ","","","",""
"No","2007","Thuringia","Couple + C. LE and GT 16","","","",""
"Yes","2008","Schleswig-Holstein","1-pers.-HH","35","0.349075735887424","0.255648574776268","0.44250289699858"
"Yes","2008","Schleswig-Holstein","(Married) couple without C. ","45","0.260949168211101","0.203567661792711","0.318330674629491"
"Yes","2008","Schleswig-Holstein","Single parent ","15","","",""
"Yes","2008","Schleswig-Holstein","Couple + C. LE 16 ","21","","",""
"Yes","2008","Schleswig-Holstein","Couple + C. GT 16 ","23","","",""
"Yes","2008","Schleswig-Holstein","Couple + C. LE and GT 16","1","","",""
"Yes","2008","Hamburg","1-pers.-HH","25","","",""
"Yes","2008","Hamburg","(Married) couple without C. ","28","","",""
"Yes","2008","Hamburg","Single parent ","5","","",""
"Yes","2008","Hamburg","Couple + C. LE 16 ","7","","",""
"Yes","2008","Hamburg","Couple + C. GT 16 ","4","","",""
"Yes","2008","Hamburg","Couple + C. LE and GT 16","4","","",""
"Yes","2008","Lower Saxony","1-pers.-HH","70","0.287408513329066","0.231422265900628","0.343394760757503"
"Yes","2008","Lower Saxony","(Married) couple without C. ","131","0.200637111328578","0.16977869921089","0.231495523446266"
"Yes","2008","Lower Saxony","Single parent ","38","0.425842804559078","0.324248945476737","0.527436663641418"
"Yes","2008","Lower Saxony","Couple + C. LE 16 ","107","0.385361186915301","0.332037879610921","0.43868449421968"
"Yes","2008","Lower Saxony","Couple + C. GT 16 ","86","0.315974007309153","0.26209407318988","0.369853941428425"
"Yes","2008","Lower Saxony","Couple + C. LE and GT 16","27","","",""
"Yes","2008","Bremen","1-pers.-HH","7","","",""
"Yes","2008","Bremen","(Married) couple without C. ","12","","",""
"Yes","2008","Bremen","Single parent ","6","","",""
"Yes","2008","Bremen","Couple + C. LE 16 ","4","","",""
"Yes","2008","Bremen","Couple + C. GT 16 ","5","","",""
"Yes","2008","Bremen","Couple + C. LE and GT 16","3","","",""
"Yes","2008","North Rhine-Westphalia","1-pers.-HH","166","0.313021261085165","0.274851879100556","0.351190643069773"
"Yes","2008","North Rhine-Westphalia","(Married) couple without C. ","357","0.245071099130807","0.222947088524699","0.267195109736915"
"Yes","2008","North Rhine-Westphalia","Single parent ","93","0.472096595831709","0.403081717290438","0.54111147437298"
"Yes","2008","North Rhine-Westphalia","Couple + C. LE 16 ","230","0.354421499812904","0.318704658941789","0.39013834068402"
"Yes","2008","North Rhine-Westphalia","Couple + C. GT 16 ","211","0.34783626012221","0.312195103940383","0.383477416304037"
"Yes","2008","North Rhine-Westphalia","Couple + C. LE and GT 16","70","0.248338718888643","0.195413651889333","0.301263785887952"
"Yes","2008","Hesse","1-pers.-HH","58","0.290707048910115","0.224370566051037","0.357043531769194"
"Yes","2008","Hesse","(Married) couple without C. ","120","0.256334806878023","0.218516191105319","0.294153422650727"
"Yes","2008","Hesse","Single parent ","28","","",""
"Yes","2008","Hesse","Couple + C. LE 16 ","67","0.277446234360292","0.223740957218488","0.331151511502095"
"Yes","2008","Hesse","Couple + C. GT 16 ","63","0.393966604712718","0.326247520518659","0.461685688906777"
"Yes","2008","Hesse","Couple + C. LE and GT 16","15","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","1-pers.-HH","40","0.222035796074929","0.163701751309792","0.280369840840065"
"Yes","2008","Rhineland-Palatinate,Saarland","(Married) couple without C. ","77","0.201387016810919","0.159007813588284","0.243766220033554"
"Yes","2008","Rhineland-Palatinate,Saarland","Single parent ","26","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","62","0.276079247519581","0.211832075867404","0.340326419171758"
"Yes","2008","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","49","0.20019865658371","0.144321201000584","0.256076112166836"
"Yes","2008","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","28","","",""
"Yes","2008","Baden-Württemberg","1-pers.-HH","100","0.305930335823004","0.258130458038951","0.353730213607057"
"Yes","2008","Baden-Württemberg","(Married) couple without C. ","157","0.201027182335196","0.173009628646363","0.229044736024029"
"Yes","2008","Baden-Württemberg","Single parent ","45","0.371045281707656","0.288944854501984","0.453145708913327"
"Yes","2008","Baden-Württemberg","Couple + C. LE 16 ","91","0.243487962275568","0.202874864753395","0.284101059797741"
"Yes","2008","Baden-Württemberg","Couple + C. GT 16 ","102","0.231859992102383","0.192561188503007","0.271158795701758"
"Yes","2008","Baden-Württemberg","Couple + C. LE and GT 16","50","0.338943877013112","0.269209886173974","0.40867786785225"
"Yes","2008","Bavaria","1-pers.-HH","131","0.311244597334468","0.266698725549874","0.355790469119062"
"Yes","2008","Bavaria","(Married) couple without C. ","210","0.215269928116989","0.189106433408455","0.241433422825524"
"Yes","2008","Bavaria","Single parent ","73","0.448931647753017","0.371620454715418","0.526242840790616"
"Yes","2008","Bavaria","Couple + C. LE 16 ","133","0.256066813562008","0.218371436530648","0.293762190593367"
"Yes","2008","Bavaria","Couple + C. GT 16 ","113","0.293621381984249","0.252404581001976","0.334838182966522"
"Yes","2008","Bavaria","Couple + C. LE and GT 16","49","0.230585048052561","0.172642718187589","0.288527377917534"
"Yes","2008","Berlin","1-pers.-HH","66","0.382002504385533","0.309600347846632","0.454404660924434"
"Yes","2008","Berlin","(Married) couple without C. ","76","0.274924611136271","0.221270171372389","0.328579050900154"
"Yes","2008","Berlin","Single parent ","21","","",""
"Yes","2008","Berlin","Couple + C. LE 16 ","34","0.280053111881876","0.189759563744773","0.37034666001898"
"Yes","2008","Berlin","Couple + C. GT 16 ","29","","",""
"Yes","2008","Berlin","Couple + C. LE and GT 16","6","","",""
"Yes","2008","Brandenburg","1-pers.-HH","48","0.369085233283133","0.288863993046782","0.449306473519484"
"Yes","2008","Brandenburg","(Married) couple without C. ","57","0.206732673025418","0.16243204139873","0.251033304652106"
"Yes","2008","Brandenburg","Single parent ","24","","",""
"Yes","2008","Brandenburg","Couple + C. LE 16 ","36","0.378603578999446","0.284474299061949","0.472732858936942"
"Yes","2008","Brandenburg","Couple + C. GT 16 ","45","0.30714597001364","0.236970176616516","0.377321763410764"
"Yes","2008","Brandenburg","Couple + C. LE and GT 16","10","","",""
"Yes","2008","Mecklenburg-Western Pomerania","1-pers.-HH","32","0.420201917411473","0.314647636786708","0.525756198036237"
"Yes","2008","Mecklenburg-Western Pomerania","(Married) couple without C. ","41","0.196317448549811","0.142075385252874","0.250559511846747"
