"ple0081_h","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2002","Full Time","Urban Area","4016","0.605840554803859","0.593875850243291","0.617805259364428","2"
"No","2002","Full Time","Rural Area","2058","0.636729024070598","0.620028969933715","0.653429078207481","2"
"No","2002","Not Working","Urban Area","4314","0.798362011301673","0.787741028988726","0.808982993614619","2"
"No","2002","Part Time","Urban Area","2360","0.635768889198998","0.620027646243194","0.651510132154802","2"
"No","2002","Part Time","Rural Area","1095","0.641423691743644","0.618346221888499","0.664501161598789","2"
"No","2002","Not Working","Rural Area","2246","0.815196425972102","0.800876001113861","0.829516850830343","2"
"Yes","2002","Full Time","Urban Area","2392","0.394159445196141","0.382194740635572","0.406124149756709","1"
"Yes","2002","Full Time","Rural Area","1128","0.363270975929402","0.346570921792519","0.379971030066285","1"
"Yes","2002","Part Time","Urban Area","1230","0.364231110801002","0.348489867845198","0.379972353756806","1"
"Yes","2002","Part Time","Rural Area","564","0.358576308256356","0.335498838401211","0.381653778111501","1"
"Yes","2002","Not Working","Urban Area","1168","0.201637988698327","0.191017006385381","0.212258971011274","1"
"Yes","2002","Not Working","Rural Area","576","0.184803574027898","0.170483149169657","0.199123998886139","1"
"No","2003","Full Time","Urban Area","","","","","2"
"No","2003","Full Time","Rural Area","","","","","2"
"No","2003","Not Working","Urban Area","","","","","2"
"No","2003","Not Working","Rural Area","","","","","2"
"No","2003","Part Time","Urban Area","","","","","2"
"No","2003","Part Time","Rural Area","","","","","2"
"Yes","2003","Full Time","Urban Area","","","","","1"
"Yes","2003","Full Time","Rural Area","","","","","1"
"Yes","2003","Part Time","Urban Area","","","","","1"
"Yes","2003","Part Time","Rural Area","","","","","1"
"Yes","2003","Not Working","Urban Area","","","","","1"
"Yes","2003","Not Working","Rural Area","","","","","1"
"No","2004","Full Time","Urban Area","3624","0.611096752272535","0.598377287446377","0.623816217098692","2"
"No","2004","Full Time","Rural Area","1839","0.643395998515052","0.625710802387405","0.6610811946427","2"
"No","2004","Not Working","Urban Area","4285","0.794704191161547","0.78397758842387","0.805430793899225","2"
"No","2004","Not Working","Rural Area","2164","0.796527555632844","0.781481074404493","0.811574036861195","2"
"No","2004","Part Time","Urban Area","2265","0.645640457770275","0.629590975987862","0.661689939552689","2"
"No","2004","Part Time","Rural Area","1100","0.678266324233649","0.65546217049873","0.701070477968568","2"
"Yes","2004","Full Time","Urban Area","2019","0.388903247727465","0.376183782901308","0.401622712553623","1"
"Yes","2004","Full Time","Rural Area","979","0.356604001484948","0.3389188053573","0.374289197612595","1"
"Yes","2004","Part Time","Urban Area","1147","0.354359542229725","0.338310060447311","0.370409024012138","1"
"Yes","2004","Part Time","Rural Area","512","0.321733675766351","0.298929522031432","0.34453782950127","1"
"Yes","2004","Not Working","Urban Area","1162","0.205295808838453","0.194569206100775","0.21602241157613","1"
