"ple0081_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2002","(Married) couple without C. ","Rural Area","1890","0.803107431653343","0.787205016982736","0.81900984632395","2"
"No","2002","1-pers.-HH","Rural Area","599","0.709763681563156","0.679411894005639","0.740115469120674","2"
"No","2002","Couple + C. GT 16 ","Urban Area","1731","0.69024149894069","0.672013625350014","0.708469372531365","2"
"No","2002","1-pers.-HH","Urban Area","1445","0.685312375770516","0.665750825960055","0.704873925580977","2"
"No","2002","(Married) couple without C. ","Urban Area","3822","0.763090435788345","0.751400555526129","0.77478031605056","2"
"No","2002","Single parent ","Urban Area","401","0.501775202429213","0.465628249914831","0.537922154943596","2"
"No","2002","Single parent ","Rural Area","225","0.588619495185304","0.540516265208989","0.636722725161619","2"
"No","2002","Couple + C. GT 16 ","Rural Area","1072","0.682753277277135","0.65949377633647","0.7060127782178","2"
"No","2002","Couple + C. LE 16 ","Urban Area","2146","0.639096805317986","0.622705956223788","0.655487654412184","2"
"No","2002","Couple + C. LE 16 ","Rural Area","962","0.640098754975934","0.615512480911729","0.66468502904014","2"
"No","2002","Couple + C. LE and GT 16","Urban Area","789","0.616450219098206","0.589242904099163","0.64365753409725","2"
"No","2002","Couple + C. LE and GT 16","Rural Area","453","0.626186717708686","0.591041867927032","0.661331567490341","2"
"Yes","2002","1-pers.-HH","Urban Area","720","0.314687624229484","0.295126074419023","0.334249174039945","1"
"Yes","2002","1-pers.-HH","Rural Area","260","0.290236318436844","0.259884530879326","0.320588105994361","1"
"Yes","2002","(Married) couple without C. ","Urban Area","1260","0.236909564211655","0.22521968394944","0.248599444473871","1"
"Yes","2002","(Married) couple without C. ","Rural Area","512","0.196892568346657","0.18099015367605","0.212794983017264","1"
"Yes","2002","Single parent ","Urban Area","334","0.498224797570786","0.462077845056404","0.534371750085169","1"
"Yes","2002","Single parent ","Rural Area","177","0.411380504814696","0.36327727483838","0.459483734791011","1"
"Yes","2002","Couple + C. LE 16 ","Urban Area","1152","0.360903194682014","0.344512345587816","0.377294043776212","1"
"Yes","2002","Couple + C. LE 16 ","Rural Area","502","0.359901245024066","0.33531497095986","0.384487519088271","1"
"Yes","2002","Couple + C. GT 16 ","Urban Area","741","0.30975850105931","0.291530627468635","0.327986374649986","1"
"Yes","2002","Couple + C. GT 16 ","Rural Area","466","0.317246722722865","0.2939872217822","0.34050622366353","1"
"Yes","2002","Couple + C. LE and GT 16","Urban Area","438","0.383549780901794","0.35634246590275","0.410757095900837","1"
"Yes","2002","Couple + C. LE and GT 16","Rural Area","275","0.373813282291314","0.338668432509659","0.408958132072968","1"
"No","2003","Couple + C. GT 16 ","Rural Area","","","","","2"
"No","2003","1-pers.-HH","Urban Area","","","","","2"
"No","2003","Couple + C. GT 16 ","Urban Area","","","","","2"
"No","2003","1-pers.-HH","Rural Area","","","","","2"
"No","2003","(Married) couple without C. ","Urban Area","","","","","2"
"No","2003","(Married) couple without C. ","Rural Area","","","","","2"
"No","2003","Single parent ","Urban Area","","","","","2"
"No","2003","Couple + C. LE and GT 16","Urban Area","","","","","2"
"No","2003","Single parent ","Rural Area","","","","","2"
"No","2003","Couple + C. LE 16 ","Urban Area","","","","","2"
"No","2003","Couple + C. LE 16 ","Rural Area","","","","","2"
"No","2003","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Yes","2003","1-pers.-HH","Urban Area","","","","","1"
"Yes","2003","1-pers.-HH","Rural Area","","","","","1"
"Yes","2003","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","2003","(Married) couple without C. ","Rural Area","","","","","1"
"Yes","2003","Single parent ","Urban Area","","","","","1"
"Yes","2003","Single parent ","Rural Area","","","","","1"
"Yes","2003","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","2003","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","2003","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","2003","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","2003","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","2003","Couple + C. LE and GT 16","Rural Area","","","","","1"
"No","2004","1-pers.-HH","Rural Area","601","0.719767322447806","0.689889862045037","0.749644782850575","2"
"No","2004","Couple + C. GT 16 ","Urban Area","1724","0.696591149043504","0.678334858117436","0.714847439969573","2"
"No","2004","Couple + C. GT 16 ","Rural Area","1015","0.649236231779947","0.624989379694138","0.673483083865756","2"
"No","2004","1-pers.-HH","Urban Area","1398","0.682013272338159","0.66189334927309","0.702133195403229","2"
"No","2004","(Married) couple without C. ","Urban Area","3732","0.762118404688341","0.750259367825288","0.773977441551395","2"
"No","2004","(Married) couple without C. ","Rural Area","1861","0.803049527666045","0.786891082149497","0.819207973182593","2"
"No","2004","Single parent ","Urban Area","393","0.517030753028646","0.480555493933259","0.553506012124033","2"
"No","2004","Single parent ","Rural Area","209","0.582439381668596","0.532392294341421","0.632486468995772","2"
"No","2004","Couple + C. LE 16 ","Urban Area","1881","0.660036831324062","0.642488062157544","0.677585600490579","2"
"No","2004","Couple + C. LE and GT 16","Urban Area","769","0.644887841003828","0.617241650590778","0.672534031416878","2"
"No","2004","Couple + C. LE 16 ","Rural Area","845","0.672674092585256","0.646764811686413","0.698583373484099","2"
"No","2004","Couple + C. LE and GT 16","Rural Area","415","0.651880914056186","0.615031666248511","0.688730161863861","2"
"Yes","2004","Single parent ","Urban Area","328","0.482969246971354","0.446493987875967","0.519444506066741","1"
"Yes","2004","Single parent ","Rural Area","164","0.417560618331404","0.367513531004228","0.467607705658579","1"
"Yes","2004","Couple + C. LE 16 ","Urban Area","918","0.339963168675938","0.322414399509421","0.357511937842456","1"
"Yes","2004","Couple + C. LE 16 ","Rural Area","415","0.327325907414744","0.301416626515901","0.353235188313587","1"
"Yes","2004","Couple + C. GT 16 ","Urban Area","712","0.303408850956496","0.285152560030427","0.321665141882564","1"
"Yes","2004","Couple + C. GT 16 ","Rural Area","473","0.350763768220053","0.326516916134244","0.375010620305862","1"
"Yes","2004","Couple + C. LE and GT 16","Urban Area","382","0.355112158996172","0.327465968583122","0.382758349409222","1"
"Yes","2004","Couple + C. LE and GT 16","Rural Area","227","0.348119085943814","0.311269838136139","0.384968333751489","1"
"Yes","2004","1-pers.-HH","Urban Area","660","0.317986727661841","0.297866804596771","0.33810665072691","1"
"Yes","2004","1-pers.-HH","Rural Area","267","0.280232677552194","0.250355217149425","0.310110137954963","1"
"Yes","2004","(Married) couple without C. ","Urban Area","1220","0.237881595311659","0.226022558448605","0.249740632174712","1"
"Yes","2004","(Married) couple without C. ","Rural Area","466","0.196950472333955","0.180792026817407","0.213108917850503","1"
"No","2005","Couple + C. GT 16 ","Urban Area","","","","","2"
"No","2005","Couple + C. GT 16 ","Rural Area","","","","","2"
"No","2005","1-pers.-HH","Urban Area","","","","","2"
"No","2005","1-pers.-HH","Rural Area","","","","","2"
"No","2005","(Married) couple without C. ","Rural Area","","","","","2"
"No","2005","(Married) couple without C. ","Urban Area","","","","","2"
"No","2005","Couple + C. LE and GT 16","Urban Area","","","","","2"
"No","2005","Single parent ","Urban Area","","","","","2"
"No","2005","Single parent ","Rural Area","","","","","2"
"No","2005","Couple + C. LE 16 ","Urban Area","","","","","2"
"No","2005","Couple + C. LE 16 ","Rural Area","","","","","2"
"No","2005","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Yes","2005","Single parent ","Urban Area","","","","","1"
"Yes","2005","Single parent ","Rural Area","","","","","1"
"Yes","2005","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","2005","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","2005","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","2005","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","2005","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","2005","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Yes","2005","1-pers.-HH","Urban Area","","","","","1"
"Yes","2005","1-pers.-HH","Rural Area","","","","","1"
"Yes","2005","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","2005","(Married) couple without C. ","Rural Area","","","","","1"
"No","2006","Couple + C. GT 16 ","Rural Area","996","0.673786051733309","0.64965499385115","0.697917109615469","2"
"No","2006","(Married) couple without C. ","Rural Area","2047","0.790442036542091","0.774654666722925","0.806229406361257","2"
"No","2006","Couple + C. GT 16 ","Urban Area","1561","0.668385295175944","0.648814490023305","0.687956100328583","2"
"No","2006","1-pers.-HH","Urban Area","1598","0.68810423928425","0.669191933601832","0.707016544966668","2"
"No","2006","1-pers.-HH","Rural Area","710","0.684413151723918","0.656275615249706","0.712550688198131","2"
"No","2006","(Married) couple without C. ","Urban Area","4097","0.759997438859357","0.748529642153815","0.771465235564899","2"
"No","2006","Single parent ","Urban Area","397","0.499673727872943","0.46364888103761","0.535698574708276","2"
"No","2006","Single parent ","Rural Area","242","0.587515615522657","0.540986229021294","0.634045002024021","2"
"No","2006","Couple + C. LE and GT 16","Urban Area","662","0.61982545136065","0.589525923882972","0.650124978838329","2"
"No","2006","Couple + C. LE 16 ","Urban Area","1857","0.661072243225729","0.643244277482178","0.67890020896928","2"
"No","2006","Couple + C. LE 16 ","Rural Area","850","0.695239393593637","0.669409966334085","0.721068820853189","2"
"No","2006","Couple + C. LE and GT 16","Rural Area","346","0.673236238327685","0.632489778146376","0.713982698508995","2"
"Yes","2006","Single parent ","Urban Area","343","0.500326272127057","0.464301425291724","0.53635111896239","1"
"Yes","2006","1-pers.-HH","Urban Area","707","0.31189576071575","0.292983455033332","0.330808066398168","1"
"Yes","2006","1-pers.-HH","Rural Area","338","0.315586848276082","0.287449311801869","0.343724384750294","1"
"Yes","2006","(Married) couple without C. ","Urban Area","1231","0.240002561140643","0.228534764435101","0.251470357846185","1"
"Yes","2006","(Married) couple without C. ","Rural Area","506","0.209557963457909","0.193770593638743","0.225345333277075","1"
"Yes","2006","Single parent ","Rural Area","188","0.412484384477343","0.365954997975979","0.459013770978706","1"
"Yes","2006","Couple + C. LE 16 ","Urban Area","851","0.338927756774271","0.32109979103072","0.356755722517822","1"
"Yes","2006","Couple + C. LE 16 ","Rural Area","370","0.304760606406363","0.278931179146811","0.330590033665915","1"
"Yes","2006","Couple + C. GT 16 ","Urban Area","662","0.331614704824056","0.312043899671417","0.351185509976695","1"
"Yes","2006","Couple + C. GT 16 ","Rural Area","454","0.32621394826669","0.302082890384531","0.35034500614885","1"
"Yes","2006","Couple + C. LE and GT 16","Urban Area","324","0.380174548639349","0.349875021161671","0.410474076117028","1"
