"ple0081_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2010","(Married) couple without C. ","(0) in school","3","","",""
"No","2010","(Married) couple without C. ","(1a) inadequately completed","42","0.645504928815659","0.52643361975735","0.764576237873968"
"No","2010","(Married) couple without C. ","(1b) general elementary school","343","0.827693244678574","0.791183143406032","0.864203345951116"
"No","2010","(Married) couple without C. ","(1c) basic vocational qualification","1593","0.767584441036943","0.749264844580246","0.785904037493641"
"No","2010","(Married) couple without C. ","(2b) intermediate general qualification","35","0.470907449646682","0.346660467158788","0.595154432134577"
"No","2010","(Married) couple without C. ","(2a) intermediate vocational","1041","0.708495441255097","0.685055544201668","0.731935338308527"
"No","2010","(Married) couple without C. ","(2c_gen) general maturity certificate","95","0.72149136243419","0.643529692517393","0.799453032350986"
"No","2010","(Married) couple without C. ","(2c_voc) vocational maturity certificate","332","0.799699335342261","0.761423206433307","0.837975464251215"
"No","2010","(Married) couple without C. ","(3a) lower tertiary education","563","0.813198449756193","0.783947200892138","0.842449698620247"
"No","2010","(Married) couple without C. ","(3b) higher tertiary education","865","0.847232480168501","0.825197385275829","0.869267575061173"
"No","2010","Single parent ","(0) in school","32","0.801788126315789","0.676672823547823","0.926903429083756"
"No","2010","Single parent ","(1a) inadequately completed","7","","",""
"No","2010","Single parent ","(1b) general elementary school","56","0.638218815051467","0.547172160562619","0.729265469540315"
"No","2010","Single parent ","(1c) basic vocational qualification","90","0.494199140700642","0.418596977080306","0.569801304320979"
"No","2010","Single parent ","(2b) intermediate general qualification","31","0.506320324002768","0.377652665207205","0.634987982798332"
"No","2010","Single parent ","(2a) intermediate vocational","123","0.531521679986316","0.466463919093537","0.596579440879095"
"No","2010","Single parent ","(2c_gen) general maturity certificate","33","0.860044944898746","0.760858110302692","0.959231779494799"
"No","2010","Single parent ","(2c_voc) vocational maturity certificate","29","","",""
"No","2010","Single parent ","(3a) lower tertiary education","43","0.604623418449004","0.482920722290901","0.726326114607107"
"No","2010","Single parent ","(3b) higher tertiary education","56","0.628404176495303","0.523169099038478","0.733639253952128"
"No","2010","Couple + C. LE 16 ","(0) in school","","","",""
"No","2010","Couple + C. LE 16 ","(1a) inadequately completed","7","","",""
"No","2010","Couple + C. LE 16 ","(1b) general elementary school","48","0.522244948864586","0.427154931615089","0.617334966114083"
"No","2010","Couple + C. LE 16 ","(1c) basic vocational qualification","252","0.552446342827935","0.506907398507202","0.597985287148669"
"No","2010","Couple + C. LE 16 ","(2b) intermediate general qualification","21","","",""
"No","2010","Couple + C. LE 16 ","(2a) intermediate vocational","604","0.75635409689202","0.727478140033374","0.785230053750667"
"No","2010","Couple + C. LE 16 ","(2c_gen) general maturity certificate","23","","",""
"No","2010","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","267","0.725275974573514","0.677618271518835","0.772933677628193"
"No","2010","Couple + C. LE 16 ","(3a) lower tertiary education","201","0.831850748875829","0.784134942871269","0.879566554880389"
"No","2010","Couple + C. LE 16 ","(3b) higher tertiary education","366","0.835156305553905","0.800045604847219","0.870267006260592"
"No","2010","Couple + C. GT 16 ","(0) in school","109","0.836069477759787","0.770908387207183","0.901230568312391"
"No","2010","Couple + C. GT 16 ","(1a) inadequately completed","13","","",""
"No","2010","Couple + C. GT 16 ","(1b) general elementary school","122","0.650602456160339","0.581712334357971","0.719492577962708"
"No","2010","Couple + C. GT 16 ","(1c) basic vocational qualification","427","0.688184557713649","0.651896627668309","0.724472487758989"
"No","2010","Couple + C. GT 16 ","(2b) intermediate general qualification","94","0.624756527014964","0.539876587983719","0.709636466046208"
"No","2010","Couple + C. GT 16 ","(2a) intermediate vocational","476","0.701325618799038","0.666461560880451","0.736189676717625"
"No","2010","Couple + C. GT 16 ","(2c_gen) general maturity certificate","187","0.873072935343502","0.828679004973536","0.917466865713469"
"No","2010","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","140","0.673203626529115","0.606685004339649","0.73972224871858"
"No","2010","Couple + C. GT 16 ","(3a) lower tertiary education","161","0.783762842631103","0.727408335305341","0.840117349956866"
"No","2010","Couple + C. GT 16 ","(3b) higher tertiary education","286","0.891938278623997","0.858340194655069","0.925536362592925"
"No","2010","Couple + C. LE and GT 16","(0) in school","93","0.91099619211048","0.856005136901323","0.965987247319637"
"No","2010","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"No","2010","Couple + C. LE and GT 16","(1b) general elementary school","40","0.684362561894774","0.569596047208668","0.799129076580881"
"No","2010","Couple + C. LE and GT 16","(1c) basic vocational qualification","115","0.591785342358161","0.52297615088804","0.660594533828282"
"No","2010","Couple + C. LE and GT 16","(2b) intermediate general qualification","46","0.763186699833633","0.659032557824534","0.867340841842733"
"No","2010","Couple + C. LE and GT 16","(2a) intermediate vocational","176","0.754165997947586","0.698759774613937","0.809572221281235"
"No","2010","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","58","0.836424617210616","0.752712209125578","0.920137025295655"
"No","2010","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","58","0.84130153645438","0.75915230647355","0.923450766435211"
"No","2010","Couple + C. LE and GT 16","(3a) lower tertiary education","52","0.890047322095985","0.812178841479867","0.967915802712104"
"No","2010","Couple + C. LE and GT 16","(3b) higher tertiary education","93","0.934729974604671","0.887708620234377","0.981751328974966"
"Yes","2011","1-pers.-HH","(0) in school","","","",""
"Yes","2011","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2011","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2011","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2011","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2011","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2011","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2011","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2011","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2011","(Married) couple without C. ","(0) in school","","","",""
"Yes","2011","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2011","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2011","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2011","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2011","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2011","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2011","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2011","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2011","Single parent ","(0) in school","","","",""
"Yes","2011","Single parent ","(1a) inadequately completed","","","",""
"Yes","2011","Single parent ","(1b) general elementary school","","","",""
"Yes","2011","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2011","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2011","Single parent ","(2a) intermediate vocational","","","",""
"Yes","2011","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2011","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","Single parent ","(3a) lower tertiary education","","","",""
"Yes","2011","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2011","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2011","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2011","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","2011","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","2011","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","2011","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","2011","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2011","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","2011","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","2011","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2011","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","2011","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","2011","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","2011","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","2011","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","2011","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2011","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","2011","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","2011","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2011","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2011","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","2011","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","2011","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","2011","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","2011","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","2011","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","2011","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","2011","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","2011","1-pers.-HH","(0) in school","","","",""
"No","2011","1-pers.-HH","(1a) inadequately completed","","","",""
"No","2011","1-pers.-HH","(1b) general elementary school","","","",""
"No","2011","1-pers.-HH","(1c) basic vocational qualification","","","",""
"No","2011","1-pers.-HH","(2b) intermediate general qualification","","","",""
"No","2011","1-pers.-HH","(2a) intermediate vocational","","","",""
"No","2011","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"No","2011","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"No","2011","1-pers.-HH","(3a) lower tertiary education","","","",""
"No","2011","1-pers.-HH","(3b) higher tertiary education","","","",""
"No","2011","(Married) couple without C. ","(0) in school","","","",""
"No","2011","(Married) couple without C. ","(1a) inadequately completed","","","",""
"No","2011","(Married) couple without C. ","(1b) general elementary school","","","",""
"No","2011","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"No","2011","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"No","2011","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"No","2011","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"No","2011","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"No","2011","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"No","2011","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"No","2011","Single parent ","(0) in school","","","",""
"No","2011","Single parent ","(1a) inadequately completed","","","",""
"No","2011","Single parent ","(1b) general elementary school","","","",""
"No","2011","Single parent ","(1c) basic vocational qualification","","","",""
"No","2011","Single parent ","(2b) intermediate general qualification","","","",""
"No","2011","Single parent ","(2a) intermediate vocational","","","",""
"No","2011","Single parent ","(2c_gen) general maturity certificate","","","",""
"No","2011","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"No","2011","Single parent ","(3a) lower tertiary education","","","",""
"No","2011","Single parent ","(3b) higher tertiary education","","","",""
"No","2011","Couple + C. LE 16 ","(0) in school","","","",""
"No","2011","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"No","2011","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"No","2011","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"No","2011","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"No","2011","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"No","2011","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"No","2011","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"No","2011","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"No","2011","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"No","2011","Couple + C. GT 16 ","(0) in school","","","",""
"No","2011","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"No","2011","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"No","2011","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"No","2011","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"No","2011","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"No","2011","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"No","2011","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"No","2011","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"No","2011","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"No","2011","Couple + C. LE and GT 16","(0) in school","","","",""
"No","2011","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"No","2011","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"No","2011","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"No","2011","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"No","2011","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"No","2011","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"No","2011","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"No","2011","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No","2011","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Yes","2012","1-pers.-HH","(0) in school","3","","",""
"Yes","2012","1-pers.-HH","(1a) inadequately completed","30","0.523442753486226","0.397066754794056","0.649818752178397"
"Yes","2012","1-pers.-HH","(1b) general elementary school","100","0.262403237758381","0.219870702016341","0.304935773500422"
"Yes","2012","1-pers.-HH","(1c) basic vocational qualification","290","0.292769395630569","0.264410239327619","0.32112855193352"
"Yes","2012","1-pers.-HH","(2b) intermediate general qualification","27","","",""
"Yes","2012","1-pers.-HH","(2a) intermediate vocational","284","0.369162017572972","0.335489389618539","0.402834645527405"
"Yes","2012","1-pers.-HH","(2c_gen) general maturity certificate","45","0.256865285120302","0.193390845004138","0.320339725236467"
"Yes","2012","1-pers.-HH","(2c_voc) vocational maturity certificate","100","0.342035857291509","0.285659037853145","0.398412676729872"
"Yes","2012","1-pers.-HH","(3a) lower tertiary education","74","0.249109114629177","0.201271833034002","0.296946396224351"
"Yes","2012","1-pers.-HH","(3b) higher tertiary education","99","0.183549515619664","0.149481346093414","0.217617685145914"
"Yes","2012","(Married) couple without C. ","(0) in school","2","","",""
"Yes","2012","(Married) couple without C. ","(1a) inadequately completed","24","","",""
"Yes","2012","(Married) couple without C. ","(1b) general elementary school","103","0.186395556962309","0.155025762623398","0.217765351301219"
"Yes","2012","(Married) couple without C. ","(1c) basic vocational qualification","553","0.220108533576873","0.204289013441157","0.235928053712589"
"Yes","2012","(Married) couple without C. ","(2b) intermediate general qualification","34","0.390366342056428","0.300816192368656","0.4799164917442"
"Yes","2012","(Married) couple without C. ","(2a) intermediate vocational","485","0.274101361529231","0.253808060748657","0.294394662309806"
"Yes","2012","(Married) couple without C. ","(2c_gen) general maturity certificate","31","0.202126126910604","0.136985788225508","0.267266465595701"
"Yes","2012","(Married) couple without C. ","(2c_voc) vocational maturity certificate","102","0.191292290862338","0.15845125725437","0.224133324470305"
"Yes","2012","(Married) couple without C. ","(3a) lower tertiary education","133","0.181435341525937","0.154510809527263","0.208359873524611"
"Yes","2012","(Married) couple without C. ","(3b) higher tertiary education","170","0.133315047972941","0.114744315559587","0.151885780386295"
"Yes","2012","Single parent ","(0) in school","13","","",""
"Yes","2012","Single parent ","(1a) inadequately completed","11","","",""
"Yes","2012","Single parent ","(1b) general elementary school","73","0.344313860929324","0.267764338085263","0.420863383773386"
"Yes","2012","Single parent ","(1c) basic vocational qualification","106","0.490277838373731","0.425951032381464","0.554604644365999"
"Yes","2012","Single parent ","(2b) intermediate general qualification","32","0.438734185781864","0.327896420315728","0.549571951248"
"Yes","2012","Single parent ","(2a) intermediate vocational","125","0.441553829260857","0.381310311455908","0.501797347065805"
"Yes","2012","Single parent ","(2c_gen) general maturity certificate","21","","",""
"Yes","2012","Single parent ","(2c_voc) vocational maturity certificate","34","0.464597019135403","0.357300002486696","0.571894035784109"
"Yes","2012","Single parent ","(3a) lower tertiary education","22","","",""
"Yes","2012","Single parent ","(3b) higher tertiary education","31","0.237551972814386","0.162033600826884","0.313070344801888"
"Yes","2012","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2012","Couple + C. LE 16 ","(1a) inadequately completed","21","","",""
"Yes","2012","Couple + C. LE 16 ","(1b) general elementary school","64","0.500043374455604","0.41342438575967","0.586662363151539"
"Yes","2012","Couple + C. LE 16 ","(1c) basic vocational qualification","230","0.420929264866374","0.379326726714903","0.462531803017845"
"Yes","2012","Couple + C. LE 16 ","(2b) intermediate general qualification","34","0.495671973944257","0.371218799196421","0.620125148692092"
"Yes","2012","Couple + C. LE 16 ","(2a) intermediate vocational","295","0.292723044656714","0.264206173431175","0.321239915882254"
"Yes","2012","Couple + C. LE 16 ","(2c_gen) general maturity certificate","24","","",""
"Yes","2012","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","85","0.225550625854787","0.182732654908131","0.268368596801442"
"Yes","2012","Couple + C. LE 16 ","(3a) lower tertiary education","44","0.155312854626905","0.114993006493684","0.195632702760126"
"Yes","2012","Couple + C. LE 16 ","(3b) higher tertiary education","70","0.162852018006834","0.131024665876213","0.194679370137455"
"Yes","2012","Couple + C. GT 16 ","(0) in school","17","","",""
"Yes","2012","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"Yes","2012","Couple + C. GT 16 ","(1b) general elementary school","64","0.356924711859808","0.285739023961299","0.428110399758316"
"Yes","2012","Couple + C. GT 16 ","(1c) basic vocational qualification","214","0.345336847271868","0.30886801066334","0.381805683880396"
"Yes","2012","Couple + C. GT 16 ","(2b) intermediate general qualification","25","","",""
"Yes","2012","Couple + C. GT 16 ","(2a) intermediate vocational","209","0.306757768579756","0.273050470891189","0.340465066268323"
"Yes","2012","Couple + C. GT 16 ","(2c_gen) general maturity certificate","36","0.160195923082817","0.114729288865941","0.205662557299692"
"Yes","2012","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","52","0.27788224709656","0.216710780497589","0.339053713695531"
"Yes","2012","Couple + C. GT 16 ","(3a) lower tertiary education","44","0.213556700347574","0.158904012608974","0.268209388086173"
"Yes","2012","Couple + C. GT 16 ","(3b) higher tertiary education","46","0.130124427324053","0.0938250559231535","0.166423798724953"
"Yes","2012","Couple + C. LE and GT 16","(0) in school","11","","",""
"Yes","2012","Couple + C. LE and GT 16","(1a) inadequately completed","5","","",""
"Yes","2012","Couple + C. LE and GT 16","(1b) general elementary school","44","0.373808449216269","0.281705546669168","0.465911351763371"
"Yes","2012","Couple + C. LE and GT 16","(1c) basic vocational qualification","75","0.398022879378653","0.328604348455307","0.467441410301999"
"Yes","2012","Couple + C. LE and GT 16","(2b) intermediate general qualification","19","","",""
"Yes","2012","Couple + C. LE and GT 16","(2a) intermediate vocational","61","0.293228066084859","0.233478043309269","0.352978088860448"
"Yes","2012","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","13","","",""
"Yes","2012","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","19","","",""
"Yes","2012","Couple + C. LE and GT 16","(3a) lower tertiary education","8","","",""
"Yes","2012","Couple + C. LE and GT 16","(3b) higher tertiary education","11","","",""
"No","2012","1-pers.-HH","(0) in school","","","",""
"No","2012","1-pers.-HH","(1a) inadequately completed","30","0.476557246513773","0.350181247821603","0.602933245205943"
"No","2012","1-pers.-HH","(1b) general elementary school","311","0.737596762241619","0.695064226499578","0.780129297983659"
"No","2012","1-pers.-HH","(1c) basic vocational qualification","699","0.707230604369431","0.67887144806648","0.735589760672381"
"No","2012","1-pers.-HH","(2b) intermediate general qualification","45","0.574212396321325","0.459999635040271","0.688425157602379"
"No","2012","1-pers.-HH","(2a) intermediate vocational","505","0.630837982427028","0.597165354472595","0.664510610381461"
"No","2012","1-pers.-HH","(2c_gen) general maturity certificate","137","0.743134714879698","0.679660274763533","0.806609154995862"
"No","2012","1-pers.-HH","(2c_voc) vocational maturity certificate","172","0.657964142708491","0.601587323270128","0.714340962146855"
"No","2012","1-pers.-HH","(3a) lower tertiary education","240","0.750890885370823","0.703053603775649","0.798728166965998"
"No","2012","1-pers.-HH","(3b) higher tertiary education","397","0.816450484380336","0.782382314854086","0.850518653906586"
"No","2012","(Married) couple without C. ","(0) in school","3","","",""
"No","2012","(Married) couple without C. ","(1a) inadequately completed","55","0.706024340367659","0.605562745379072","0.806485935356245"
"No","2012","(Married) couple without C. ","(1b) general elementary school","489","0.813604443037691","0.782234648698781","0.844974237376602"
"No","2012","(Married) couple without C. ","(1c) basic vocational qualification","2082","0.779891466423127","0.764071946287411","0.795710986558843"
"No","2012","(Married) couple without C. ","(2b) intermediate general qualification","80","0.609633657943572","0.5200835082558","0.699183807631344"
"No","2012","(Married) couple without C. ","(2a) intermediate vocational","1371","0.725898638470769","0.705605337690194","0.746191939251343"
"No","2012","(Married) couple without C. ","(2c_gen) general maturity certificate","115","0.797873873089396","0.732733534404299","0.863014211774492"
"No","2012","(Married) couple without C. ","(2c_voc) vocational maturity certificate","449","0.808707709137662","0.775866675529695","0.84154874274563"
"No","2012","(Married) couple without C. ","(3a) lower tertiary education","654","0.818564658474063","0.791640126475389","0.845489190472737"
"No","2012","(Married) couple without C. ","(3b) higher tertiary education","1117","0.866684952027059","0.848114219613705","0.885255684440413"
"No","2012","Single parent ","(0) in school","46","0.743360801220358","0.631909945156399","0.854811657284318"
"No","2012","Single parent ","(1a) inadequately completed","13","","",""
"No","2012","Single parent ","(1b) general elementary school","75","0.655686139070676","0.579136616226614","0.732235661914737"
"No","2012","Single parent ","(1c) basic vocational qualification","126","0.509722161626269","0.445395355634001","0.574048967618536"
"No","2012","Single parent ","(2b) intermediate general qualification","45","0.561265814218136","0.450428048752","0.672103579684272"
"No","2012","Single parent ","(2a) intermediate vocational","136","0.558446170739143","0.498202652934195","0.618689688544092"
"No","2012","Single parent ","(2c_gen) general maturity certificate","52","0.814481513786252","0.725311081362138","0.903651946210365"
"No","2012","Single parent ","(2c_voc) vocational maturity certificate","49","0.535402980864597","0.428105964215891","0.642699997513304"
"No","2012","Single parent ","(3a) lower tertiary education","44","0.701639328005324","0.591255900916128","0.81202275509452"
"No","2012","Single parent ","(3b) higher tertiary education","91","0.762448027185614","0.686929655198112","0.837966399173116"
"No","2012","Couple + C. LE 16 ","(0) in school","","","",""
"No","2012","Couple + C. LE 16 ","(1a) inadequately completed","22","","",""
"No","2012","Couple + C. LE 16 ","(1b) general elementary school","64","0.499956625544396","0.413337636848461","0.58657561424033"
"No","2012","Couple + C. LE 16 ","(1c) basic vocational qualification","311","0.579070735133626","0.537468196982155","0.620673273285097"
"No","2012","Couple + C. LE 16 ","(2b) intermediate general qualification","28","","",""
"No","2012","Couple + C. LE 16 ","(2a) intermediate vocational","683","0.707276955343286","0.678760084117746","0.735793826568825"
"No","2012","Couple + C. LE 16 ","(2c_gen) general maturity certificate","57","0.688102637741757","0.587214978952665","0.788990296530849"
"No","2012","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","281","0.774449374145213","0.731631403198557","0.817267345091869"
"No","2012","Couple + C. LE 16 ","(3a) lower tertiary education","266","0.844687145373095","0.804367297239874","0.885006993506316"
"No","2012","Couple + C. LE 16 ","(3b) higher tertiary education","447","0.837147981993166","0.805320629862545","0.868975334123787"
"No","2012","Couple + C. GT 16 ","(0) in school","113","0.865788886919325","0.807191714819378","0.924386059019273"
"No","2012","Couple + C. GT 16 ","(1a) inadequately completed","14","","",""
"No","2012","Couple + C. GT 16 ","(1b) general elementary school","110","0.643075288140192","0.571889600241684","0.714260976038701"
"No","2012","Couple + C. GT 16 ","(1c) basic vocational qualification","439","0.654663152728132","0.618194316119604","0.69113198933666"
"No","2012","Couple + C. GT 16 ","(2b) intermediate general qualification","94","0.842155621595696","0.776648978280385","0.907662264911007"
"No","2012","Couple + C. GT 16 ","(2a) intermediate vocational","510","0.693242231420244","0.659534933731677","0.726949529108811"
"No","2012","Couple + C. GT 16 ","(2c_gen) general maturity certificate","214","0.839804076917183","0.794337442700308","0.885270711134059"
"No","2012","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","154","0.72211775290344","0.660946286304469","0.78328921950241"
"No","2012","Couple + C. GT 16 ","(3a) lower tertiary education","172","0.786443299652426","0.731790611913827","0.841095987391026"
"No","2012","Couple + C. GT 16 ","(3b) higher tertiary education","284","0.869875572675947","0.833576201275047","0.906174944076847"
"No","2012","Couple + C. LE and GT 16","(0) in school","77","0.865848571248414","0.794641130286453","0.937056012210374"
"No","2012","Couple + C. LE and GT 16","(1a) inadequately completed","8","","",""
"No","2012","Couple + C. LE and GT 16","(1b) general elementary school","62","0.626191550783731","0.534088648236629","0.718294453330832"
"No","2012","Couple + C. LE and GT 16","(1c) basic vocational qualification","116","0.601977120621347","0.532558589698001","0.671395651544693"
"No","2012","Couple + C. LE and GT 16","(2b) intermediate general qualification","54","0.702974451397525","0.598152235793024","0.807796667002026"
"No","2012","Couple + C. LE and GT 16","(2a) intermediate vocational","162","0.706771933915141","0.647021911139552","0.766521956690731"
"No","2012","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","77","0.869921868548295","0.800424380836034","0.939419356260556"
"No","2012","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","78","0.67209764658566","0.578675320143213","0.765519973028107"
"No","2012","Couple + C. LE and GT 16","(3a) lower tertiary education","60","0.876149304712587","0.797854684913864","0.95444392451131"
"No","2012","Couple + C. LE and GT 16","(3b) higher tertiary education","82","0.857982121329569","0.787037864046359","0.928926378612778"
"Yes","2013","1-pers.-HH","(0) in school","","","",""
"Yes","2013","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2013","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2013","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2013","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2013","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2013","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2013","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2013","(Married) couple without C. ","(0) in school","","","",""
"Yes","2013","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2013","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2013","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2013","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2013","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2013","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2013","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2013","Single parent ","(0) in school","","","",""
"Yes","2013","Single parent ","(1a) inadequately completed","","","",""
"Yes","2013","Single parent ","(1b) general elementary school","","","",""
"Yes","2013","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2013","Single parent ","(2b) intermediate general qualification","","","",""
