"ple0081_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2008","Saxony","Female","595","0.800510256277986","0.771501569861794","0.829518942694178","2"
"No","2008","Hesse","Female","524","0.767567386501648","0.735959691739504","0.799175081263792","2"
"No","2008","Rhineland-Palatinate,Saarland","Male","346","0.713689121146744","0.673947703043783","0.753430539249704","2"
"No","2008","Saxony-Anhalt","Male","260","0.69929648378198","0.654017162785386","0.744575804778574","2"
"No","2008","Rhineland-Palatinate,Saarland","Female","467","0.791770231596189","0.759388459306868","0.824152003885511","2"
"No","2008","Baden-Württemberg","Male","820","0.686483319426682","0.65958839697052","0.713378241882844","2"
"No","2008","Baden-Württemberg","Female","996","0.800143662018051","0.777804750288785","0.822482573747316","2"
"No","2008","Bavaria","Male","935","0.695768680698157","0.670949038089582","0.720588323306733","2"
"No","2008","Saxony-Anhalt","Female","307","0.761540679636371","0.720930808454875","0.802150550817867","2"
"No","2008","Bavaria","Female","1102","0.753378889487016","0.731146489760414","0.775611289213618","2"
"No","2008","Berlin","Male","213","0.638140051100947","0.586293558571896","0.689986543629998","2"
"No","2008","Berlin","Female","275","0.691996361499557","0.646294395124285","0.737698327874829","2"
"No","2008","Thuringia","Male","309","0.712704216199405","0.669734490459613","0.755673941939197","2"
"No","2008","Thuringia","Female","352","0.793330615635602","0.756043038035198","0.830618193236006","2"
"Yes","2008","Schleswig-Holstein","Male","70","0.326850470254817","0.270053159156989","0.383647781352644","1"
"Yes","2008","Hesse","Male","194","0.355118878651655","0.317809650554976","0.392428106748335","1"
"Yes","2008","Hesse","Female","162","0.232432613498352","0.200824918736208","0.264040308260496","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Male","151","0.286310878853256","0.246569460750296","0.326052296956217","1"
"Yes","2008","Schleswig-Holstein","Female","71","0.256940816661647","0.207079317043121","0.306802316280173","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Female","137","0.208229768403811","0.175847996114489","0.240611540693132","1"
"Yes","2008","Baden-Württemberg","Male","323","0.313516680573318","0.286621758117156","0.34041160302948","1"
"Yes","2008","Baden-Württemberg","Female","235","0.19985633798195","0.177517426252684","0.222195249711215","1"
"Yes","2008","Bavaria","Male","385","0.304231319301843","0.279411676693267","0.329050961910418","1"
"Yes","2008","Hamburg","Male","42","0.399235997578215","0.315689562570047","0.482782432586384","1"
"Yes","2008","Hamburg","Female","34","0.250257919662985","0.181168829121048","0.319347010204922","1"
"Yes","2008","Lower Saxony","Male","247","0.30187255374617","0.270919827476558","0.332825280015783","1"
"Yes","2008","Lower Saxony","Female","225","0.262590506417108","0.234000038215236","0.291180974618981","1"
"Yes","2008","Bremen","Male","21","","","","1"
"Yes","2008","Bremen","Female","16","","","","1"
"Yes","2008","North Rhine-Westphalia","Male","619","0.354001213287293","0.332315291780611","0.375687134793976","1"
"Yes","2008","North Rhine-Westphalia","Female","528","0.266544442674572","0.247515466041419","0.285573419307726","1"
"Yes","2008","Bavaria","Female","342","0.246621110512984","0.224388710786382","0.268853510239586","1"
"Yes","2008","Berlin","Male","117","0.361859948899053","0.310013456370002","0.413706441428104","1"
"Yes","2008","Berlin","Female","117","0.308003638500443","0.262301672125171","0.353705604875715","1"
"Yes","2008","Brandenburg","Male","128","0.374834742517763","0.327035906998511","0.422633578037014","1"
"Yes","2008","Brandenburg","Female","98","0.252404843424446","0.211489497760629","0.293320189088264","1"
"Yes","2008","Mecklenburg-Western Pomerania","Male","84","0.36525048547477","0.30368876487532","0.426812206074219","1"
"Yes","2008","Mecklenburg-Western Pomerania","Female","67","0.29849744317101","0.242768199913551","0.35422668642847","1"
"Yes","2008","Saxony","Male","201","0.299167297433005","0.265367214096532","0.332967380769478","1"
"Yes","2008","Saxony","Female","134","0.199489743722014","0.170481057305822","0.228498430138206","1"
"Yes","2008","Saxony-Anhalt","Male","134","0.30070351621802","0.255424195221426","0.345982837214614","1"
"Yes","2008","Saxony-Anhalt","Female","116","0.238459320363629","0.197849449182133","0.279069191545125","1"
"Yes","2008","Thuringia","Male","117","0.287295783800595","0.244326058060803","0.330265509540387","1"
"Yes","2008","Thuringia","Female","101","0.206669384364398","0.169381806763994","0.243956961964802","1"
"No","2009","Brandenburg","Female","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2009","Brandenburg","Male","","","","","2"
"No","2009","Saxony","Male","","","","","2"
"No","2009","Saxony","Female","","","","","2"
"No","2009","Schleswig-Holstein","Male","","","","","2"
"No","2009","Schleswig-Holstein","Female","","","","","2"
"No","2009","Hamburg","Male","","","","","2"
"No","2009","Hamburg","Female","","","","","2"
"No","2009","Bremen","Female","","","","","2"
"No","2009","North Rhine-Westphalia","Male","","","","","2"
"No","2009","North Rhine-Westphalia","Female","","","","","2"
"No","2009","Hesse","Male","","","","","2"
"No","2009","Lower Saxony","Male","","","","","2"
"No","2009","Lower Saxony","Female","","","","","2"
"No","2009","Bremen","Male","","","","","2"
"No","2009","Hesse","Female","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Male","","","","","2"
"No","2009","Saxony-Anhalt","Male","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Female","","","","","2"
"No","2009","Baden-Württemberg","Male","","","","","2"
"No","2009","Baden-Württemberg","Female","","","","","2"
"No","2009","Bavaria","Male","","","","","2"
"No","2009","Saxony-Anhalt","Female","","","","","2"
"No","2009","Bavaria","Female","","","","","2"
"No","2009","Berlin","Male","","","","","2"
"No","2009","Berlin","Female","","","","","2"
"No","2009","Thuringia","Male","","","","","2"
"No","2009","Thuringia","Female","","","","","2"
"Yes","2009","Schleswig-Holstein","Male","","","","","1"
"Yes","2009","Schleswig-Holstein","Female","","","","","1"
"Yes","2009","Hesse","Male","","","","","1"
"Yes","2009","Hesse","Female","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","2009","Baden-Württemberg","Male","","","","","1"
"Yes","2009","Hamburg","Male","","","","","1"
"Yes","2009","Baden-Württemberg","Female","","","","","1"
"Yes","2009","Bavaria","Male","","","","","1"
"Yes","2009","Bavaria","Female","","","","","1"
"Yes","2009","Berlin","Male","","","","","1"
"Yes","2009","Berlin","Female","","","","","1"
"Yes","2009","Brandenburg","Male","","","","","1"
"Yes","2009","Brandenburg","Female","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","2009","Saxony","Male","","","","","1"
"Yes","2009","Saxony","Female","","","","","1"
"Yes","2009","Saxony-Anhalt","Male","","","","","1"
"Yes","2009","Saxony-Anhalt","Female","","","","","1"
"Yes","2009","Thuringia","Male","","","","","1"
"Yes","2009","Thuringia","Female","","","","","1"
"Yes","2009","Hamburg","Female","","","","","1"
"Yes","2009","Lower Saxony","Male","","","","","1"
"Yes","2009","Lower Saxony","Female","","","","","1"
"Yes","2009","Bremen","Male","","","","","1"
"Yes","2009","Bremen","Female","","","","","1"
"Yes","2009","North Rhine-Westphalia","Male","","","","","1"
"Yes","2009","North Rhine-Westphalia","Female","","","","","1"
"No","2010","Schleswig-Holstein","Male","164","0.671918769605328","0.609735276775214","0.734102262435442","2"
"No","2010","Schleswig-Holstein","Female","187","0.846439117530747","0.799435418808553","0.893442816252941","2"
"No","2010","Hamburg","Male","85","0.556454436470014","0.469708978754611","0.643199894185417","2"
"No","2010","Hamburg","Female","118","0.762158073978695","0.692618251308635","0.831697896648754","2"
"No","2010","Lower Saxony","Male","520","0.720268957335556","0.687459327795374","0.753078586875739","2"
"No","2010","Lower Saxony","Female","594","0.745126609445907","0.714871675092058","0.775381543799756","2"
"No","2010","Bremen","Male","33","0.708627809110186","0.581399663696661","0.835855954523711","2"
"No","2010","Bremen","Female","44","0.740507494118304","0.628654085268399","0.852360902968209","2"
"No","2010","North Rhine-Westphalia","Male","1105","0.666081562404003","0.6431444372366","0.689018687571406","2"
"No","2010","North Rhine-Westphalia","Female","1346","0.768348755919408","0.748716608889124","0.787980902949692","2"
"No","2010","Hesse","Male","386","0.686529205045106","0.647438139414421","0.72562027067579","2"
"No","2010","Brandenburg","Male","248","0.703582018840342","0.655322997753867","0.751841039926817","2"
"No","2010","Brandenburg","Female","288","0.779610322350917","0.737259817006722","0.821960827695111","2"
"No","2010","Mecklenburg-Western Pomerania","Male","128","0.630656197082832","0.564264799006054","0.697047595159611","2"
"No","2010","Mecklenburg-Western Pomerania","Female","171","0.727925593875931","0.669776336646804","0.786074851105058","2"
"No","2010","Saxony","Male","447","0.719401691372993","0.683950261147353","0.754853121598632","2"
"No","2010","Saxony","Female","520","0.869734085365792","0.843303139233585","0.896165031497998","2"
"No","2010","Saxony-Anhalt","Male","219","0.689799612428831","0.640338817344639","0.739260407513022","2"
"No","2010","Hesse","Female","453","0.770292166775609","0.736176229220145","0.804408104331074","2"
"No","2010","Rhineland-Palatinate,Saarland","Male","307","0.735643090711607","0.694296825545936","0.776989355877277","2"
"No","2010","Rhineland-Palatinate,Saarland","Female","390","0.752045512286684","0.714930084742094","0.789160939831275","2"
"No","2010","Baden-Württemberg","Male","670","0.713470510831702","0.684427213092308","0.742513808571096","2"
"No","2010","Saxony-Anhalt","Female","274","0.749984793966726","0.706561191478498","0.793408396454953","2"
"No","2010","Baden-Württemberg","Female","854","0.810664947537941","0.78678551340058","0.834544381675303","2"
"No","2010","Bavaria","Male","833","0.686223376352541","0.659497198247908","0.712949554457175","2"
"No","2010","Bavaria","Female","976","0.7412900350558","0.717252293681342","0.765327776430258","2"
"No","2010","Berlin","Male","209","0.680969323744917","0.628137878266118","0.733800769223716","2"
"No","2010","Berlin","Female","247","0.677030661899508","0.628250239801119","0.725811083997897","2"
"No","2010","Thuringia","Male","247","0.702405416888066","0.655045272835972","0.749765560940161","2"
"No","2010","Thuringia","Female","308","0.78354976445175","0.743191691695164","0.823907837208337","2"
"Yes","2010","Schleswig-Holstein","Male","55","0.328081230394672","0.265897737564558","0.390264723224785","1"
"Yes","2010","Schleswig-Holstein","Female","39","0.153560882469253","0.106557183747059","0.200564581191447","1"
"Yes","2010","Hesse","Male","155","0.313470794954894","0.274379729324209","0.352561860585578","1"
"Yes","2010","Hesse","Female","131","0.229707833224391","0.195591895668926","0.263823770779855","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Male","130","0.264356909288393","0.223010644122722","0.305703174454064","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Female","130","0.247954487713316","0.210839060168725","0.285069915257906","1"
"Yes","2010","Baden-Württemberg","Male","261","0.286529489168298","0.257486191428904","0.315572786907692","1"
"Yes","2010","Hamburg","Male","41","0.443545563529986","0.356800105814583","0.530291021245389","1"
"Yes","2010","Baden-Württemberg","Female","180","0.189335052462059","0.165455618324697","0.21321448659942","1"
"Yes","2010","Bavaria","Male","325","0.313776623647459","0.287050445542825","0.340502801752092","1"
"Yes","2010","Bavaria","Female","299","0.2587099649442","0.234672223569742","0.282747706318658","1"
"Yes","2010","Berlin","Male","90","0.319030676255083","0.266199230776284","0.371862121733882","1"
"Yes","2010","Hamburg","Female","26","","","","1"
"Yes","2010","Lower Saxony","Male","199","0.279731042664444","0.246921413124261","0.312540672204626","1"
"Yes","2010","Lower Saxony","Female","203","0.254873390554093","0.224618456200244","0.285128324907942","1"
"Yes","2010","Bremen","Male","16","","","","1"
"Yes","2010","Bremen","Female","15","","","","1"
"Yes","2010","North Rhine-Westphalia","Male","519","0.333918437595997","0.310981312428594","0.3568555627634","1"
"Yes","2010","North Rhine-Westphalia","Female","428","0.231651244080592","0.212019097050308","0.251283391110876","1"
"Yes","2010","Berlin","Female","106","0.322969338100492","0.274188916002103","0.371749760198881","1"
"Yes","2010","Brandenburg","Male","96","0.296417981159658","0.248158960073183","0.344677002246132","1"
"Yes","2010","Brandenburg","Female","80","0.220389677649083","0.178039172304889","0.262740182993278","1"
"Yes","2010","Mecklenburg-Western Pomerania","Male","75","0.369343802917168","0.302952404840389","0.435735200993946","1"
"Yes","2010","Mecklenburg-Western Pomerania","Female","54","0.272074406124069","0.213925148894942","0.330223663353196","1"
"Yes","2010","Saxony","Male","170","0.280598308627007","0.245146878401368","0.316049738852647","1"
"Yes","2010","Saxony","Female","103","0.130265914634208","0.103834968502002","0.156696860766415","1"
"Yes","2010","Saxony-Anhalt","Male","117","0.310200387571169","0.260739592486978","0.35966118265536","1"
"Yes","2010","Saxony-Anhalt","Female","108","0.250015206033274","0.206591603545047","0.293438808521502","1"
"Yes","2010","Thuringia","Male","111","0.297594583111934","0.250234439059839","0.344954727164028","1"
"Yes","2010","Thuringia","Female","92","0.21645023554825","0.176092162791663","0.256808308304836","1"
"No","2011","Brandenburg","Male","","","","","2"
"No","2011","Brandenburg","Female","","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2011","Saxony","Male","","","","","2"
"No","2011","Saxony","Female","","","","","2"
"No","2011","Saxony-Anhalt","Male","","","","","2"
"No","2011","Schleswig-Holstein","Male","","","","","2"
"No","2011","Schleswig-Holstein","Female","","","","","2"
"No","2011","Hamburg","Male","","","","","2"
"No","2011","Hamburg","Female","","","","","2"
"No","2011","Lower Saxony","Male","","","","","2"
"No","2011","Lower Saxony","Female","","","","","2"
"No","2011","Bremen","Male","","","","","2"
"No","2011","Bremen","Female","","","","","2"
"No","2011","North Rhine-Westphalia","Male","","","","","2"
"No","2011","North Rhine-Westphalia","Female","","","","","2"
"No","2011","Hesse","Male","","","","","2"
"No","2011","Hesse","Female","","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","Male","","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","Female","","","","","2"
"No","2011","Baden-Württemberg","Male","","","","","2"
"No","2011","Saxony-Anhalt","Female","","","","","2"
"No","2011","Baden-Württemberg","Female","","","","","2"
"No","2011","Bavaria","Male","","","","","2"
"No","2011","Bavaria","Female","","","","","2"
"No","2011","Berlin","Male","","","","","2"
"No","2011","Berlin","Female","","","","","2"
"No","2011","Thuringia","Male","","","","","2"
"No","2011","Thuringia","Female","","","","","2"
"Yes","2011","Schleswig-Holstein","Male","","","","","1"
"Yes","2011","Schleswig-Holstein","Female","","","","","1"
"Yes","2011","Hesse","Male","","","","","1"
"Yes","2011","Hesse","Female","","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","2011","Hamburg","Male","","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","2011","Baden-Württemberg","Male","","","","","1"
"Yes","2011","Baden-Württemberg","Female","","","","","1"
"Yes","2011","Bavaria","Male","","","","","1"
"Yes","2011","Hamburg","Female","","","","","1"
"Yes","2011","Bavaria","Female","","","","","1"
"Yes","2011","Berlin","Male","","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","2011","Saxony","Male","","","","","1"
"Yes","2011","Saxony","Female","","","","","1"
"Yes","2011","Berlin","Female","","","","","1"
"Yes","2011","Brandenburg","Male","","","","","1"
"Yes","2011","Brandenburg","Female","","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","2011","Saxony-Anhalt","Male","","","","","1"
"Yes","2011","Saxony-Anhalt","Female","","","","","1"
"Yes","2011","Thuringia","Male","","","","","1"
"Yes","2011","Thuringia","Female","","","","","1"
"Yes","2011","Lower Saxony","Male","","","","","1"
"Yes","2011","Lower Saxony","Female","","","","","1"
"Yes","2011","North Rhine-Westphalia","Female","","","","","1"
"Yes","2011","Bremen","Male","","","","","1"
"Yes","2011","Bremen","Female","","","","","1"
"Yes","2011","North Rhine-Westphalia","Male","","","","","1"
"No","2012","Schleswig-Holstein","Male","215","0.707376543241796","0.655013004640476","0.759740081843115","2"
"No","2012","Schleswig-Holstein","Female","274","0.800249108413315","0.758362901713245","0.842135315113385","2"
"No","2012","Hamburg","Male","110","0.625699049963646","0.550477419736989","0.700920680190303","2"
"No","2012","Hamburg","Female","142","0.788303068678466","0.728458400199408","0.848147737157525","2"
"No","2012","Lower Saxony","Male","627","0.702957504888517","0.672885657468332","0.733029352308701","2"
"No","2012","Lower Saxony","Female","732","0.740582715836636","0.713265515640994","0.767899916032278","2"
"No","2012","Bremen","Male","44","0.783991465435581","0.681557645397345","0.886425285473817","2"
"No","2012","Bremen","Female","53","0.639416066247466","0.527726173219746","0.751105959275186","2"
"No","2012","North Rhine-Westphalia","Male","1366","0.687384785927698","0.666676805926143","0.708092765929253","2"
"No","2012","North Rhine-Westphalia","Female","1621","0.772188153968823","0.754325958721506","0.790050349216141","2"
"No","2012","Hesse","Male","461","0.717734607996551","0.682781231462669","0.752687984530434","2"
"No","2012","Hesse","Female","592","0.777060423896959","0.747566106175027","0.80655474161889","2"
"No","2012","Rhineland-Palatinate,Saarland","Male","386","0.737358210137685","0.700580226004403","0.774136194270967","2"
"No","2012","Brandenburg","Male","271","0.622178712641294","0.575305149748483","0.669052275534105","2"
"No","2012","Brandenburg","Female","345","0.769856224451472","0.731008619418521","0.808703829484423","2"
"No","2012","Mecklenburg-Western Pomerania","Male","151","0.645178372644485","0.584519535195213","0.705837210093757","2"
"No","2012","Mecklenburg-Western Pomerania","Female","194","0.714217072067986","0.659822143815548","0.768612000320424","2"
"No","2012","Saxony","Male","506","0.694139624643113","0.660005867210466","0.72827338207576","2"
"No","2012","Saxony","Female","606","0.829831951753529","0.802811800896336","0.856852102610722","2"
"No","2012","Saxony-Anhalt","Male","257","0.6829374368217","0.636576142545679","0.729298731097722","2"
"No","2012","Saxony-Anhalt","Female","318","0.764997653190047","0.725425020192754","0.804570286187339","2"
"No","2012","Rhineland-Palatinate,Saarland","Female","478","0.749508118664614","0.716274586768923","0.782741650560305","2"
"No","2012","Baden-Württemberg","Male","841","0.730102133280126","0.704150991520049","0.756053275040204","2"
"No","2012","Baden-Württemberg","Female","1030","0.807764701732804","0.785989270019181","0.829540133446427","2"
"No","2012","Bavaria","Male","1087","0.679753165718329","0.656188914333147","0.703317417103511","2"
"No","2012","Thuringia","Male","279","0.670417486783146","0.624409773077452","0.71642520048884","2"
"No","2012","Bavaria","Female","1329","0.775320493662486","0.755368486290678","0.795272501034294","2"
"No","2012","Berlin","Male","268","0.698907485022085","0.652845205268239","0.744969764775931","2"
"No","2012","Berlin","Female","307","0.720538410507568","0.678272155023961","0.762804665991174","2"
"No","2012","Thuringia","Female","352","0.773459930408429","0.735413576866745","0.811506283950113","2"
"Yes","2012","Schleswig-Holstein","Male","75","0.292623456758204","0.240259918156885","0.344986995359524","1"
"Yes","2012","Schleswig-Holstein","Female","76","0.199750891586685","0.157864684886615","0.241637098286755","1"
"Yes","2012","Hesse","Male","176","0.282265392003449","0.247312015469566","0.317218768537331","1"
"Yes","2012","Hesse","Female","173","0.222939576103041","0.19344525838111","0.252433893824973","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Male","164","0.262641789862315","0.225863805729033","0.299419773995597","1"
"Yes","2012","Hamburg","Male","49","0.374300950036354","0.299079319809697","0.449522580263012","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Female","175","0.250491881335386","0.217258349439695","0.283725413231078","1"
"Yes","2012","Baden-Württemberg","Male","283","0.269897866719874","0.243946724959796","0.295849008479951","1"
"Yes","2012","Baden-Württemberg","Female","228","0.192235298267196","0.170459866553573","0.214010729980819","1"
"Yes","2012","Bavaria","Male","419","0.320246834281671","0.296682582896489","0.343811085666853","1"
"Yes","2012","Hamburg","Female","37","0.211696931321534","0.151852262842475","0.271541599800592","1"
"Yes","2012","Bavaria","Female","352","0.224679506337514","0.204727498965706","0.244631513709322","1"
"Yes","2012","Berlin","Male","113","0.301092514977915","0.255030235224069","0.347154794731761","1"
"Yes","2012","Lower Saxony","Male","260","0.297042495111483","0.266970647691299","0.327114342531668","1"
"Yes","2012","Berlin","Female","126","0.279461589492432","0.237195334008826","0.321727844976038","1"
"Yes","2012","Brandenburg","Male","140","0.377821287358706","0.330947724465895","0.424694850251517","1"
"Yes","2012","Lower Saxony","Female","257","0.259417284163364","0.232100083967722","0.286734484359006","1"
"Yes","2012","Bremen","Male","18","","","","1"
"Yes","2012","Bremen","Female","18","","","","1"
"Yes","2012","North Rhine-Westphalia","Female","497","0.227811846031176","0.209949650783859","0.245674041278494","1"
"Yes","2012","Mecklenburg-Western Pomerania","Female","71","0.285782927932014","0.231387999679576","0.340177856184452","1"
"Yes","2012","Saxony","Male","194","0.305860375356887","0.27172661792424","0.339994132789534","1"
"Yes","2012","Thuringia","Female","113","0.226540069591571","0.188493716049887","0.264586423133255","1"
"Yes","2012","North Rhine-Westphalia","Male","559","0.312615214072302","0.291907234070747","0.333323194073857","1"
"Yes","2012","Mecklenburg-Western Pomerania","Male","88","0.354821627355515","0.294162789906243","0.415480464804787","1"
"Yes","2012","Saxony","Female","137","0.170168048246471","0.143147897389278","0.197188199103664","1"
"Yes","2012","Saxony-Anhalt","Male","130","0.3170625631783","0.270701268902278","0.363423857454321","1"
"Yes","2012","Saxony-Anhalt","Female","123","0.235002346809953","0.195429713812661","0.274574979807246","1"
"Yes","2012","Thuringia","Male","122","0.329582513216854","0.28357479951116","0.375590226922548","1"
"Yes","2012","Brandenburg","Female","106","0.230143775548528","0.191296170515577","0.268991380581479","1"
"No","2013","Brandenburg","Male","","","","","2"
"No","2013","Brandenburg","Female","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2013","Saxony","Male","","","","","2"
"No","2013","Saxony","Female","","","","","2"
"No","2013","Saxony-Anhalt","Male","","","","","2"
"No","2013","Saxony-Anhalt","Female","","","","","2"
"No","2013","Schleswig-Holstein","Male","","","","","2"
"No","2013","Schleswig-Holstein","Female","","","","","2"
"No","2013","Hamburg","Male","","","","","2"
"No","2013","Hamburg","Female","","","","","2"
"No","2013","Lower Saxony","Male","","","","","2"
"No","2013","Lower Saxony","Female","","","","","2"
"No","2013","Bremen","Male","","","","","2"
"No","2013","Bremen","Female","","","","","2"
"No","2013","North Rhine-Westphalia","Male","","","","","2"
"No","2013","North Rhine-Westphalia","Female","","","","","2"
"No","2013","Hesse","Male","","","","","2"
"No","2013","Hesse","Female","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Male","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Female","","","","","2"
"No","2013","Baden-Württemberg","Male","","","","","2"
"No","2013","Baden-Württemberg","Female","","","","","2"
"No","2013","Bavaria","Male","","","","","2"
"No","2013","Thuringia","Male","","","","","2"
"No","2013","Bavaria","Female","","","","","2"
"No","2013","Berlin","Male","","","","","2"
"No","2013","Berlin","Female","","","","","2"
"No","2013","Thuringia","Female","","","","","2"
"Yes","2013","Schleswig-Holstein","Male","","","","","1"
"Yes","2013","Schleswig-Holstein","Female","","","","","1"
"Yes","2013","Hamburg","Male","","","","","1"
"Yes","2013","Hesse","Male","","","","","1"
"Yes","2013","Hesse","Female","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","2013","Baden-Württemberg","Male","","","","","1"
"Yes","2013","Hamburg","Female","","","","","1"
"Yes","2013","Baden-Württemberg","Female","","","","","1"
"Yes","2013","Bavaria","Male","","","","","1"
"Yes","2013","Bavaria","Female","","","","","1"
"Yes","2013","Berlin","Male","","","","","1"
"Yes","2013","Lower Saxony","Male","","","","","1"
"Yes","2013","Berlin","Female","","","","","1"
"Yes","2013","Brandenburg","Male","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","2013","Thuringia","Female","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","2013","North Rhine-Westphalia","Female","","","","","1"
"Yes","2013","Saxony","Male","","","","","1"
"Yes","2013","Saxony","Female","","","","","1"
"Yes","2013","Saxony-Anhalt","Male","","","","","1"
"Yes","2013","Thuringia","Male","","","","","1"
"Yes","2013","Brandenburg","Female","","","","","1"
"Yes","2013","North Rhine-Westphalia","Male","","","","","1"
"Yes","2013","Saxony-Anhalt","Female","","","","","1"
"Yes","2013","Lower Saxony","Female","","","","","1"
"Yes","2013","Bremen","Male","","","","","1"
"Yes","2013","Bremen","Female","","","","","1"
"No","2014","Schleswig-Holstein","Male","283","0.699947658088495","0.655588075035503","0.744307241141487","2"
"No","2014","Schleswig-Holstein","Female","384","0.743560008987216","0.706064425361442","0.78105559261299","2"
"No","2014","Hamburg","Male","147","0.655049062808815","0.590136305030789","0.719961820586842","2"
"No","2014","Hamburg","Female","192","0.789435270380816","0.737853820353073","0.841016720408558","2"
"No","2014","Lower Saxony","Male","833","0.726320759411744","0.701271899810814","0.751369619012675","2"
"No","2014","Lower Saxony","Female","1009","0.745562515655501","0.722706866214264","0.768418165096737","2"
"No","2014","Bremen","Male","66","0.760910529353495","0.674223596134692","0.847597462572299","2"
"No","2014","Bremen","Female","92","0.755113420397108","0.679425628467497","0.83080121232672","2"
"No","2014","North Rhine-Westphalia","Male","1738","0.669322293398437","0.651207453992074","0.687437132804799","2"
"No","2014","North Rhine-Westphalia","Female","2285","0.762174645824968","0.747094629116023","0.777254662533912","2"
"No","2014","Hesse","Male","637","0.687955013698628","0.657463786384708","0.718446241012548","2"
"No","2014","Hesse","Female","770","0.774210387694561","0.748322554226908","0.800098221162214","2"
"No","2014","Rhineland-Palatinate,Saarland","Male","489","0.700716417937358","0.667473669732274","0.733959166142442","2"
"No","2014","Rhineland-Palatinate,Saarland","Female","642","0.760003624349784","0.731476585828037","0.788530662871532","2"
"No","2014","Baden-Württemberg","Male","1094","0.753930977054043","0.732104855953579","0.775757098154507","2"
"No","2014","Brandenburg","Male","304","0.603381830153916","0.559108306638639","0.647655353669192","2"
"No","2014","Brandenburg","Female","411","0.746361700097008","0.710293516102145","0.782429884091871","2"
"No","2014","Mecklenburg-Western Pomerania","Male","157","0.646992300436461","0.58775166178052","0.706232939092403","2"
"No","2014","Mecklenburg-Western Pomerania","Female","223","0.731937228946471","0.682865530215547","0.781008927677394","2"
"No","2014","Saxony","Male","550","0.705677783410088","0.673488043052338","0.737867523767837","2"
"No","2014","Saxony","Female","680","0.816402633695825","0.790436662099164","0.842368605292487","2"
"No","2014","Saxony-Anhalt","Male","265","0.591772748991635","0.545690268296603","0.637855229686667","2"
"No","2014","Saxony-Anhalt","Female","370","0.731887892549858","0.694139301224627","0.76963648387509","2"
"No","2014","Thuringia","Male","315","0.708617904606985","0.66649368955937","0.750742119654599","2"
"No","2014","Baden-Württemberg","Female","1391","0.80851065033326","0.790006746338982","0.827014554327537","2"
"No","2014","Bavaria","Male","1426","0.695870032075095","0.675823288988282","0.715916775161908","2"
"No","2014","Bavaria","Female","1880","0.801014500318868","0.785025318682424","0.817003681955312","2"
"No","2014","Berlin","Male","308","0.670500708883288","0.627120995019123","0.713880422747454","2"
"No","2014","Berlin","Female","384","0.695489915774686","0.656782477082187","0.734197354467185","2"
"No","2014","Thuringia","Female","403","0.7244492591135","0.687177204826222","0.761721313400777","2"
"Yes","2014","Schleswig-Holstein","Male","127","0.300052341911505","0.255692758858513","0.344411924964497","1"
"Yes","2014","Schleswig-Holstein","Female","137","0.256439991012784","0.21894440738701","0.293935574638558","1"
"Yes","2014","Hamburg","Male","59","0.344950937191185","0.280038179413158","0.409863694969211","1"
"Yes","2014","Hesse","Male","250","0.312044986301372","0.281553758987452","0.342536213615292","1"
"Yes","2014","Hesse","Female","232","0.225789612305439","0.199901778837786","0.251677445773092","1"
