"ple0081_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2003","Employed","inadequately","","","","","2"
"No","2003","Employed","general elemantary","","","","","2"
"No","2003","Not Employed","higher vocational","","","","","2"
"No","2003","Not Employed","higher education","","","","","2"
"Yes","2003","Not Employed","in school","","","","","1"
"Yes","2003","Not Employed","inadequately","","","","","1"
"Yes","2003","Not Employed","general elemantary","","","","","1"
"Yes","2003","Not Employed","middle vocational","","","","","1"
"Yes","2003","Not Employed","vocational + Abi","","","","","1"
"Yes","2003","Not Employed","higher vocational","","","","","1"
"Yes","2003","Not Employed","higher education","","","","","1"
"Yes","2003","Employed","in school","","","","","1"
"Yes","2003","Employed","inadequately","","","","","1"
"Yes","2003","Employed","general elemantary","","","","","1"
"Yes","2003","Employed","middle vocational","","","","","1"
"Yes","2003","Employed","vocational + Abi","","","","","1"
"Yes","2003","Employed","higher vocational","","","","","1"
"Yes","2003","Employed","higher education","","","","","1"
"No","2004","Employed","middle vocational","4005","0.600368615207062","0.588596800931749","0.612140429482376","2"
"No","2004","Employed","higher education","2586","0.741767931092183","0.726849066213524","0.756686795970841","2"
"No","2004","Not Employed","inadequately","100","0.639245812010171","0.56290339009893","0.715588233921413","2"
"No","2004","Not Employed","vocational + Abi","226","0.807048303237286","0.761314308248925","0.852782298225648","2"
"No","2004","Employed","vocational + Abi","598","0.678074419342823","0.647152622781613","0.708996215904033","2"
"No","2004","Not Employed","general elemantary","1155","0.815655208332991","0.795606405274042","0.83570401139194","2"
"No","2004","Not Employed","middle vocational","3236","0.779624770197198","0.767048608800203","0.792200931594194","2"
"No","2004","Employed","higher vocational","805","0.69637770057195","0.669847871802155","0.722907529341745","2"
"No","2004","Not Employed","in school","416","0.769883283350927","0.734578114006742","0.805188452695113","2"
"No","2004","Not Employed","higher vocational","407","0.844310436928255","0.812273840639918","0.876347033216592","2"
"No","2004","Not Employed","higher education","836","0.850040217069384","0.827867160749146","0.872213273389622","2"
"No","2004","Employed","in school","73","0.731434382899508","0.641356222488274","0.821512543310743","2"
"No","2004","Employed","inadequately","53","0.534780104021413","0.437982464746318","0.631577743296509","2"
"No","2004","Employed","general elemantary","626","0.534225930094931","0.505458091429447","0.562993768760414","2"
"Yes","2004","Not Employed","in school","130","0.230116716649073","0.194811547304888","0.265421885993258","1"
"Yes","2004","Not Employed","inadequately","52","0.360754187989829","0.284411766078587","0.43709660990107","1"
"Yes","2004","Not Employed","general elemantary","282","0.184344791667009","0.16429598860806","0.204393594725958","1"
"Yes","2004","Not Employed","middle vocational","937","0.220375229802802","0.207799068405806","0.232951391199797","1"
"Yes","2004","Not Employed","vocational + Abi","60","0.192951696762714","0.147217701774352","0.238685691751075","1"
"Yes","2004","Not Employed","higher vocational","85","0.155689563071745","0.123652966783408","0.187726159360082","1"
"Yes","2004","Not Employed","higher education","160","0.149959782930616","0.127786726610378","0.172132839250854","1"
"Yes","2004","Employed","in school","20","","","","1"
"Yes","2004","Employed","inadequately","49","0.465219895978587","0.368422256703491","0.562017535253682","1"
"Yes","2004","Employed","general elemantary","529","0.465774069905069","0.437006231239586","0.494541908570553","1"
"Yes","2004","Employed","middle vocational","2646","0.399631384792938","0.387859570517624","0.411403199068251","1"
"Yes","2004","Employed","vocational + Abi","279","0.321925580657177","0.291003784095967","0.352847377218387","1"
"Yes","2004","Employed","higher vocational","349","0.30362229942805","0.277092470658255","0.330152128197845","1"
"Yes","2004","Employed","higher education","720","0.258232068907817","0.243313204029159","0.273150933786476","1"
"No","2005","Not Employed","vocational + Abi","","","","","2"
"No","2005","Not Employed","inadequately","","","","","2"
"No","2005","Not Employed","general elemantary","","","","","2"
"No","2005","Not Employed","middle vocational","","","","","2"
"No","2005","Employed","middle vocational","","","","","2"
"No","2005","Employed","vocational + Abi","","","","","2"
"No","2005","Employed","higher education","","","","","2"
"No","2005","Employed","higher vocational","","","","","2"
"No","2005","Not Employed","in school","","","","","2"
"No","2005","Not Employed","higher vocational","","","","","2"
"No","2005","Not Employed","higher education","","","","","2"
"No","2005","Employed","in school","","","","","2"
"No","2005","Employed","inadequately","","","","","2"
"No","2005","Employed","general elemantary","","","","","2"
"Yes","2005","Not Employed","in school","","","","","1"
"Yes","2005","Not Employed","inadequately","","","","","1"
"Yes","2005","Not Employed","general elemantary","","","","","1"
"Yes","2005","Not Employed","middle vocational","","","","","1"
"Yes","2005","Not Employed","vocational + Abi","","","","","1"
"Yes","2005","Not Employed","higher vocational","","","","","1"
"Yes","2005","Not Employed","higher education","","","","","1"
"Yes","2005","Employed","in school","","","","","1"
"Yes","2005","Employed","inadequately","","","","","1"
"Yes","2005","Employed","general elemantary","","","","","1"
"Yes","2005","Employed","middle vocational","","","","","1"
"Yes","2005","Employed","vocational + Abi","","","","","1"
"Yes","2005","Employed","higher vocational","","","","","1"
"Yes","2005","Employed","higher education","","","","","1"
"No","2006","Not Employed","vocational + Abi","236","0.744944603564623","0.695537232673814","0.794351974455431","2"
"No","2006","Not Employed","in school","263","0.793952516018189","0.750247522053927","0.83765750998245","2"
"No","2006","Not Employed","inadequately","95","0.593788517610519","0.515193601125511","0.672383434095527","2"
"No","2006","Not Employed","general elemantary","1135","0.781091393534792","0.760017423971804","0.80216536309778","2"
"No","2006","Not Employed","middle vocational","3500","0.771572855421302","0.759304094850089","0.783841615992515","2"
"No","2006","Employed","middle vocational","4086","0.606823345686641","0.595064035594361","0.61858265577892","2"
"No","2006","Employed","vocational + Abi","638","0.701021864056078","0.671439037046026","0.73060469106613","2"
"No","2006","Employed","higher education","2693","0.752681680722487","0.738211080241411","0.767152281203563","2"
"No","2006","Employed","higher vocational","807","0.684805502607413","0.657824432948774","0.711786572266052","2"
"No","2006","Not Employed","higher vocational","446","0.865912083402139","0.836596662529572","0.895227504274706","2"
"No","2006","Not Employed","higher education","1011","0.869419622792187","0.850129368018121","0.888709877566253","2"
"No","2006","Employed","in school","47","0.607789448230931","0.491743535309355","0.723835361152506","2"
"No","2006","Employed","inadequately","46","0.433571879248625","0.332307399974084","0.534836358523165","2"
"No","2006","Employed","general elemantary","556","0.522931419650716","0.492294295549585","0.553568543751846","2"
"Yes","2006","Not Employed","in school","66","0.206047483981811","0.16234249001755","0.249752477946073","1"
"Yes","2006","Not Employed","inadequately","55","0.406211482389481","0.327616565904473","0.484806398874489","1"
"Yes","2006","Not Employed","general elemantary","344","0.218908606465208","0.19783463690222","0.239982576028196","1"
"Yes","2006","Not Employed","middle vocational","998","0.228427144578698","0.216158384007485","0.240695905149911","1"
"Yes","2006","Not Employed","vocational + Abi","63","0.255055396435377","0.205648025544569","0.304462767326186","1"
"Yes","2006","Not Employed","higher vocational","73","0.134087916597861","0.104772495725294","0.163403337470428","1"
"Yes","2006","Not Employed","higher education","161","0.130580377207813","0.111290122433747","0.149870631981879","1"
"Yes","2006","Employed","in school","21","","","","1"
"Yes","2006","Employed","inadequately","46","0.566428120751375","0.465163641476835","0.667692600025916","1"
"Yes","2006","Employed","general elemantary","465","0.477068580349284","0.446431456248154","0.507705704450415","1"
"Yes","2006","Employed","middle vocational","2542","0.393176654313359","0.38141734422108","0.404935964405639","1"
"Yes","2006","Employed","vocational + Abi","282","0.298978135943922","0.26939530893387","0.328560962953974","1"
"Yes","2006","Employed","higher vocational","332","0.315194497392587","0.288213427733948","0.342175567051226","1"
"Yes","2006","Employed","higher education","722","0.247318319277513","0.232847718796437","0.261788919758589","1"
"No","2007","Not Employed","in school","","","","","2"
"No","2007","Not Employed","inadequately","","","","","2"
"No","2007","Not Employed","general elemantary","","","","","2"
"No","2007","Not Employed","middle vocational","","","","","2"
"No","2007","Not Employed","vocational + Abi","","","","","2"
"No","2007","Employed","middle vocational","","","","","2"
"No","2007","Employed","vocational + Abi","","","","","2"
"No","2007","Employed","higher vocational","","","","","2"
"No","2007","Employed","higher education","","","","","2"
"No","2007","Not Employed","higher vocational","","","","","2"
"No","2007","Not Employed","higher education","","","","","2"
"No","2007","Employed","in school","","","","","2"
"No","2007","Employed","inadequately","","","","","2"
"No","2007","Employed","general elemantary","","","","","2"
"Yes","2007","Not Employed","in school","","","","","1"
"Yes","2007","Not Employed","inadequately","","","","","1"
"Yes","2007","Not Employed","general elemantary","","","","","1"
"Yes","2007","Not Employed","middle vocational","","","","","1"
"Yes","2007","Not Employed","vocational + Abi","","","","","1"
"Yes","2007","Not Employed","higher vocational","","","","","1"
"Yes","2007","Not Employed","higher education","","","","","1"
"Yes","2007","Employed","in school","","","","","1"
"Yes","2007","Employed","inadequately","","","","","1"
"Yes","2007","Employed","general elemantary","","","","","1"
"Yes","2007","Employed","middle vocational","","","","","1"
"Yes","2007","Employed","vocational + Abi","","","","","1"
"Yes","2007","Employed","higher vocational","","","","","1"
"Yes","2007","Employed","higher education","","","","","1"
"No","2008","Not Employed","in school","254","0.887975313752055","0.851612583528783","0.924338043975327","2"
"No","2008","Not Employed","inadequately","73","0.607750654357673","0.519280050496109","0.696221258219236","2"
"No","2008","Not Employed","general elemantary","975","0.803958574218461","0.781515279162442","0.826401869274479","2"
"No","2008","Not Employed","middle vocational","3081","0.784447350459337","0.77148356232235","0.797411138596324","2"
"No","2008","Not Employed","vocational + Abi","217","0.837691717385345","0.792610671693329","0.88277276307736","2"
"No","2008","Employed","middle vocational","3714","0.622716997711022","0.610357329070137","0.635076666351908","2"
"No","2008","Employed","vocational + Abi","582","0.677182640073922","0.645583050496134","0.708782229651711","2"
"No","2008","Employed","higher vocational","691","0.700444166482495","0.671483266802265","0.729405066162725","2"
"No","2008","Employed","higher education","2447","0.790536716924412","0.776080963125129","0.804992470723694","2"
"No","2008","Not Employed","higher vocational","397","0.86293918418381","0.831477026785734","0.894401341581887","2"
"No","2008","Not Employed","higher education","1008","0.870949059477787","0.85166453451081","0.890233584444764","2"
"No","2008","Employed","in school","44","0.518318236712189","0.396848033102903","0.639788440321476","2"
"No","2008","Employed","inadequately","34","0.470277369074829","0.353354254727324","0.587200483422334","2"
"No","2008","Employed","general elemantary","460","0.550357163350605","0.51651444839263","0.584199878308581","2"
"Yes","2008","Not Employed","in school","35","0.112024686247945","0.0756619560246729","0.148387416471217","1"
"Yes","2008","Not Employed","inadequately","44","0.392249345642327","0.303778741780764","0.480719949503891","1"
"Yes","2008","Not Employed","general elemantary","227","0.19604142578154","0.173598130725521","0.218484720837558","1"
"Yes","2008","Not Employed","middle vocational","784","0.215552649540663","0.202588861403676","0.22851643767765","1"
"Yes","2008","Not Employed","vocational + Abi","40","0.162308282614655","0.11722723692264","0.207389328306671","1"
"Yes","2008","Not Employed","higher vocational","62","0.13706081581619","0.105598658418113","0.168522973214266","1"
"Yes","2008","Not Employed","higher education","153","0.129050940522213","0.109766415555236","0.14833546548919","1"
"Yes","2008","Employed","in school","21","","","","1"
"Yes","2008","Employed","inadequately","36","0.529722630925171","0.412799516577666","0.646645745272676","1"
"Yes","2008","Employed","general elemantary","370","0.449642836649394","0.415800121691419","0.48348555160737","1"
"Yes","2008","Employed","middle vocational","2194","0.377283002288978","0.364923333648093","0.389642670929863","1"
"Yes","2008","Employed","vocational + Abi","259","0.322817359926078","0.291217770348289","0.354416949503866","1"
"Yes","2008","Employed","higher vocational","270","0.299555833517505","0.270594933837275","0.328516733197735","1"
"Yes","2008","Employed","higher education","597","0.209463283075588","0.195007529276306","0.223919036874871","1"
"No","2009","Not Employed","in school","","","","","2"
"No","2009","Not Employed","inadequately","","","","","2"
"No","2009","Not Employed","general elemantary","","","","","2"
"No","2009","Not Employed","middle vocational","","","","","2"
"No","2009","Not Employed","vocational + Abi","","","","","2"
"No","2009","Employed","middle vocational","","","","","2"
"No","2009","Employed","vocational + Abi","","","","","2"
"No","2009","Employed","higher vocational","","","","","2"
"No","2009","Employed","higher education","","","","","2"
"No","2009","Not Employed","higher vocational","","","","","2"
"No","2009","Not Employed","higher education","","","","","2"
"No","2009","Employed","in school","","","","","2"
"No","2009","Employed","inadequately","","","","","2"
"No","2009","Employed","general elemantary","","","","","2"
"Yes","2009","Not Employed","in school","","","","","1"
"Yes","2009","Not Employed","inadequately","","","","","1"
"Yes","2009","Not Employed","general elemantary","","","","","1"
"Yes","2009","Not Employed","middle vocational","","","","","1"
"Yes","2009","Not Employed","vocational + Abi","","","","","1"
"Yes","2009","Not Employed","higher vocational","","","","","1"
"Yes","2009","Not Employed","higher education","","","","","1"
"Yes","2009","Employed","in school","","","","","1"
"Yes","2009","Employed","inadequately","","","","","1"
"Yes","2009","Employed","general elemantary","","","","","1"
"Yes","2009","Employed","middle vocational","","","","","1"
"Yes","2009","Employed","vocational + Abi","","","","","1"
"Yes","2009","Employed","higher vocational","","","","","1"
"Yes","2009","Employed","higher education","","","","","1"
"No","2010","Not Employed","in school","191","0.871038681152749","0.826238753277935","0.915838609027563","2"
"No","2010","Not Employed","inadequately","60","0.632559187314185","0.533505265468524","0.731613109159845","2"
"No","2010","Not Employed","general elemantary","794","0.842010160631906","0.818841396850628","0.865178924413183","2"
"No","2010","Not Employed","middle vocational","2597","0.789085288101648","0.775126092717123","0.803044483486174","2"
"No","2010","Not Employed","vocational + Abi","187","0.830209422265221","0.781042309740636","0.879376534789807","2"
"No","2010","Not Employed","higher vocational","350","0.8301540692912","0.793493222539949","0.866814916042451","2"
"No","2010","Not Employed","higher education","955","0.887620397975697","0.868836290680518","0.906404505270876","2"
"No","2010","Employed","in school","48","0.772126473547935","0.663233007519902","0.881019939575968","2"
"No","2010","Employed","inadequately","22","","","","2"
"No","2010","Employed","general elemantary","378","0.541250997191703","0.503853475301921","0.578648519081486","2"
"No","2010","Employed","middle vocational","3230","0.640899468134894","0.627674626174624","0.654124310095164","2"
"No","2010","Employed","vocational + Abi","520","0.692548227408839","0.658889863325727","0.726206591491951","2"
"No","2010","Employed","higher vocational","619","0.721477498164876","0.691465202297545","0.751489794032208","2"
"No","2010","Employed","higher education","2224","0.790142484467661","0.77493416967196","0.805350799263361","2"
"Yes","2010","Not Employed","in school","24","","","","1"
"Yes","2010","Not Employed","inadequately","31","0.367440812685815","0.268386890840155","0.466494734531476","1"
"Yes","2010","Not Employed","general elemantary","158","0.157989839368094","0.134821075586817","0.181158603149372","1"
"Yes","2010","Not Employed","middle vocational","684","0.210914711898352","0.196955516513826","0.224873907282877","1"
"Yes","2010","Not Employed","vocational + Abi","37","0.169790577734779","0.120623465210193","0.218957690259364","1"
"Yes","2010","Not Employed","higher vocational","53","0.1698459307088","0.133185083957549","0.206506777460051","1"
"Yes","2010","Not Employed","higher education","131","0.112379602024303","0.0935954947291241","0.131163709319482","1"
"Yes","2010","Employed","in school","9","","","","1"
"Yes","2010","Employed","inadequately","28","","","","1"
"Yes","2010","Employed","general elemantary","304","0.458749002808297","0.421351480918514","0.496146524698079","1"
"Yes","2010","Employed","middle vocational","1825","0.359100531865106","0.345875689904836","0.372325373825376","1"
"Yes","2010","Employed","vocational + Abi","202","0.307451772591161","0.27379340850805","0.341110136674273","1"
"Yes","2010","Employed","higher vocational","238","0.278522501835124","0.248510205967792","0.308534797702455","1"
"Yes","2010","Employed","higher education","530","0.209857515532339","0.194649200736639","0.22506583032804","1"
"No","2011","Not Employed","in school","","","","","2"
"No","2011","Not Employed","inadequately","","","","","2"
"No","2011","Not Employed","general elemantary","","","","","2"
"No","2011","Not Employed","middle vocational","","","","","2"
"No","2011","Not Employed","vocational + Abi","","","","","2"
"No","2011","Not Employed","higher vocational","","","","","2"
"No","2011","Not Employed","higher education","","","","","2"
"No","2011","Employed","in school","","","","","2"
"No","2011","Employed","inadequately","","","","","2"
"No","2011","Employed","general elemantary","","","","","2"
"No","2011","Employed","middle vocational","","","","","2"
"No","2011","Employed","vocational + Abi","","","","","2"
"No","2011","Employed","higher vocational","","","","","2"
"No","2011","Employed","higher education","","","","","2"
"Yes","2011","Not Employed","vocational + Abi","","","","","1"
"Yes","2011","Not Employed","higher vocational","","","","","1"
"Yes","2011","Not Employed","higher education","","","","","1"
"Yes","2011","Employed","in school","","","","","1"
"Yes","2011","Employed","inadequately","","","","","1"
"Yes","2011","Not Employed","in school","","","","","1"
"Yes","2011","Not Employed","inadequately","","","","","1"
"Yes","2011","Not Employed","general elemantary","","","","","1"
"Yes","2011","Not Employed","middle vocational","","","","","1"
"Yes","2011","Employed","general elemantary","","","","","1"
"Yes","2011","Employed","middle vocational","","","","","1"
"Yes","2011","Employed","vocational + Abi","","","","","1"
"Yes","2011","Employed","higher vocational","","","","","1"
"Yes","2011","Employed","higher education","","","","","1"
"No","2012","Not Employed","in school","181","0.836297618653949","0.786607936596147","0.885987300711752","2"
"No","2012","Not Employed","inadequately","82","0.623322082548933","0.540345837050532","0.706298328047334","2"
"No","2012","Not Employed","general elemantary","964","0.800762446104011","0.778191346010577","0.823333546197446","2"
"No","2012","Not Employed","middle vocational","3401","0.79708352595958","0.78499815686718","0.809168895051979","2"
"No","2012","Not Employed","vocational + Abi","213","0.815457118975286","0.768662561994309","0.862251675956263","2"
"No","2012","Not Employed","higher vocational","421","0.859311249286168","0.828302841920475","0.89031965665186","2"
"No","2012","Not Employed","higher education","1217","0.880081747886041","0.862966460417752","0.897197035354331","2"
"No","2012","Employed","in school","57","0.814649562315015","0.723620243423203","0.905678881206827","2"
"No","2012","Employed","inadequately","47","0.469248379477747","0.371435702236534","0.56706105671896","2"
"No","2012","Employed","general elemantary","537","0.607803753910702","0.576168527336981","0.639438980484422","2"
"No","2012","Employed","middle vocational","3887","0.639664409829068","0.627564785867353","0.651764033790783","2"
"No","2012","Employed","vocational + Abi","694","0.714128839940384","0.685336564986324","0.742921114894444","2"
"No","2012","Employed","higher vocational","676","0.718949573847035","0.690470001636161","0.747429146057908","2"
"No","2012","Employed","higher education","2669","0.805618401907587","0.792042606666824","0.81919419714835","2"
"Yes","2012","Not Employed","vocational + Abi","51","0.184542881024714","0.137748324043737","0.231337438005691","1"
"Yes","2012","Not Employed","higher vocational","62","0.140688750713832","0.10968034334814","0.171697158079525","1"
"Yes","2012","Not Employed","higher education","167","0.119918252113959","0.102802964645669","0.137033539582248","1"
"Yes","2012","Employed","in school","13","","","","1"
"Yes","2012","Employed","inadequately","53","0.530751620522253","0.43293894328104","0.628564297763466","1"
"Yes","2012","Not Employed","in school","32","0.163702381346051","0.114012699288248","0.213392063403853","1"
"Yes","2012","Not Employed","inadequately","49","0.376677917451067","0.293701671952666","0.459654162949468","1"
"Yes","2012","Not Employed","general elemantary","239","0.199237553895989","0.176666453802554","0.221808653989423","1"
"Yes","2012","Not Employed","middle vocational","853","0.20291647404042","0.190831104948021","0.21500184313282","1"
"Yes","2012","Employed","general elemantary","378","0.392196246089298","0.360561019515578","0.423831472663019","1"
"Yes","2012","Employed","middle vocational","2161","0.360335590170932","0.348235966209217","0.372435214132647","1"
"Yes","2012","Employed","vocational + Abi","252","0.285871160059616","0.257078885105556","0.314663435013676","1"
"Yes","2012","Employed","higher vocational","281","0.281050426152965","0.252570853942092","0.309529998363839","1"
"Yes","2012","Employed","higher education","595","0.194381598092413","0.18080580285165","0.207957393333176","1"
"No","2013","Not Employed","in school","","","","","2"
"No","2013","Not Employed","inadequately","","","","","2"
"No","2013","Not Employed","general elemantary","","","","","2"
"No","2013","Not Employed","middle vocational","","","","","2"
"No","2013","Not Employed","vocational + Abi","","","","","2"
"No","2013","Not Employed","higher vocational","","","","","2"
"No","2013","Not Employed","higher education","","","","","2"
"No","2013","Employed","in school","","","","","2"
"No","2013","Employed","inadequately","","","","","2"
"No","2013","Employed","general elemantary","","","","","2"
"No","2013","Employed","middle vocational","","","","","2"
"No","2013","Employed","vocational + Abi","","","","","2"
"No","2013","Employed","higher vocational","","","","","2"
"No","2013","Employed","higher education","","","","","2"
"Yes","2013","Not Employed","vocational + Abi","","","","","1"
"Yes","2013","Not Employed","higher vocational","","","","","1"
"Yes","2013","Not Employed","higher education","","","","","1"
"Yes","2013","Employed","in school","","","","","1"
"Yes","2013","Employed","inadequately","","","","","1"
"Yes","2013","Not Employed","in school","","","","","1"
"Yes","2013","Not Employed","inadequately","","","","","1"
"Yes","2013","Not Employed","general elemantary","","","","","1"
"Yes","2013","Not Employed","middle vocational","","","","","1"
"Yes","2013","Employed","general elemantary","","","","","1"
"Yes","2013","Employed","middle vocational","","","","","1"
"Yes","2013","Employed","vocational + Abi","","","","","1"
"Yes","2013","Employed","higher vocational","","","","","1"
"Yes","2013","Employed","higher education","","","","","1"
"No","2014","Not Employed","in school","318","0.867291314184133","0.832581904171654","0.902000724196612","2"
"No","2014","Not Employed","inadequately","150","0.557175157770356","0.499200873259162","0.615149442281551","2"
"No","2014","Not Employed","general elemantary","1077","0.763540070875705","0.742115577875672","0.784964563875738","2"
"No","2014","Not Employed","middle vocational","3493","0.790528288000638","0.778662505692736","0.802394070308539","2"
"No","2014","Not Employed","vocational + Abi","303","0.788830101392155","0.749129890179899","0.828530312604411","2"
"No","2014","Not Employed","higher vocational","395","0.87580018184642","0.845595216102787","0.906005147590052","2"
"No","2014","Not Employed","higher education","1369","0.872810468695985","0.8563712850015","0.889249652390471","2"
"No","2014","Employed","in school","67","0.700374812859247","0.601224158739542","0.799525466978951","2"
"No","2014","Employed","inadequately","107","0.474748227797718","0.409353984137354","0.540142471458082","2"
"No","2014","Employed","general elemantary","865","0.549194405819577","0.524851732357951","0.573537079281203","2"
"No","2014","Employed","middle vocational","5207","0.646154581539428","0.635718250801518","0.656590912277338","2"
"No","2014","Employed","vocational + Abi","1192","0.709282691541068","0.687352298411636","0.731213084670501","2"
"No","2014","Employed","higher vocational","872","0.747012852587521","0.721766450480474","0.772259254694569","2"
"No","2014","Employed","higher education","3885","0.817159410845923","0.806057833951745","0.828260987740101","2"
"Yes","2014","Not Employed","vocational + Abi","103","0.211169898607845","0.171469687395589","0.250870109820101","1"
"Yes","2014","Not Employed","higher vocational","63","0.12419981815358","0.093994852409948","0.154404783897213","1"
"Yes","2014","Not Employed","higher education","209","0.127189531304015","0.110750347609529","0.1436287149985","1"
"Yes","2014","Employed","in school","15","","","","1"
"Yes","2014","Employed","inadequately","117","0.525251772202282","0.459857528541918","0.590646015862646","1"
"Yes","2014","Not Employed","inadequately","132","0.442824842229644","0.384850557718449","0.500799126740838","1"
"Yes","2014","Not Employed","in school","49","0.132708685815867","0.097999275803388","0.167418095828346","1"
"Yes","2014","Not Employed","general elemantary","434","0.236459929124295","0.215035436124262","0.257884422124328","1"
"Yes","2014","Not Employed","middle vocational","1025","0.209471711999362","0.19760592969146","0.221337494307264","1"
"Yes","2014","Employed","middle vocational","2857","0.353845418460572","0.343409087722662","0.364281749198482","1"
"Yes","2014","Employed","vocational + Abi","455","0.290717308458931","0.268786915329499","0.312647701588364","1"
"Yes","2014","Employed","higher vocational","267","0.252987147412479","0.227740745305431","0.278233549519526","1"
"Yes","2014","Employed","higher education","772","0.182840589154077","0.171739012259899","0.193942166048255","1"
"Yes","2014","Employed","general elemantary","740","0.450805594180423","0.426462920718797","0.475148267642049","1"
"No","2015","Not Employed","in school","","","","","2"
"No","2015","Not Employed","inadequately","","","","","2"
"No","2015","Not Employed","general elemantary","","","","","2"
"No","2015","Not Employed","middle vocational","","","","","2"
"No","2015","Not Employed","vocational + Abi","","","","","2"
"No","2015","Not Employed","higher vocational","","","","","2"
"No","2015","Not Employed","higher education","","","","","2"
"No","2015","Employed","in school","","","","","2"
"No","2015","Employed","inadequately","","","","","2"
"No","2015","Employed","general elemantary","","","","","2"
"No","2015","Employed","middle vocational","","","","","2"
"No","2015","Employed","vocational + Abi","","","","","2"
"No","2015","Employed","higher vocational","","","","","2"
"No","2015","Employed","higher education","","","","","2"
"Yes","2015","Not Employed","vocational + Abi","","","","","1"
"Yes","2015","Not Employed","higher vocational","","","","","1"
"Yes","2015","Not Employed","higher education","","","","","1"
"Yes","2015","Employed","in school","","","","","1"
"Yes","2015","Employed","inadequately","","","","","1"
"Yes","2015","Employed","higher education","","","","","1"
"Yes","2015","Not Employed","inadequately","","","","","1"
"Yes","2015","Not Employed","in school","","","","","1"
"Yes","2015","Not Employed","general elemantary","","","","","1"
"Yes","2015","Not Employed","middle vocational","","","","","1"
"Yes","2015","Employed","middle vocational","","","","","1"
"Yes","2015","Employed","vocational + Abi","","","","","1"
"Yes","2015","Employed","higher vocational","","","","","1"
"Yes","2015","Employed","general elemantary","","","","","1"
"No","2016","Not Employed","in school","229","0.824938559782877","0.779010693717862","0.870866425847891","2"
"No","2016","Not Employed","inadequately","115","0.574429592905043","0.508645280881026","0.64021390492906","2"
"No","2016","Not Employed","general elemantary","901","0.765399542568109","0.741842484462871","0.788956600673347","2"
