"ple0081_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2016","Brandenburg","(1c) basic vocational qualification","119","0.732708021223331","0.665788644680382","0.799627397766279"
"No","2016","Brandenburg","(2b) intermediate general qualification","12","","",""
"No","2016","Brandenburg","(2a) intermediate vocational","196","0.638183134004161","0.582973017766498","0.693393250241825"
"No","2016","Brandenburg","(2c_gen) general maturity certificate","23","","",""
"No","2016","Brandenburg","(2c_voc) vocational maturity certificate","65","0.705231207837756","0.609970617817314","0.800491797858198"
"No","2016","Brandenburg","(3a) lower tertiary education","107","0.876941084094259","0.818408572913901","0.935473595274616"
"No","2016","Brandenburg","(3b) higher tertiary education","114","0.937529829789312","0.895104817526451","0.979954842052173"
"No","2016","Mecklenburg-Western Pomerania","(0) in school","3","","",""
"No","2016","Mecklenburg-Western Pomerania","(1a) inadequately completed","4","","",""
"No","2016","Mecklenburg-Western Pomerania","(1b) general elementary school","11","","",""
"No","2016","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","42","0.550255874543878","0.439142120181058","0.661369628906698"
"No","2016","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","3","","",""
"No","2016","Mecklenburg-Western Pomerania","(2a) intermediate vocational","129","0.616352500671082","0.549786582384468","0.682918418957697"
"No","2016","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","14","","",""
"No","2016","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","24","","",""
"No","2016","Mecklenburg-Western Pomerania","(3a) lower tertiary education","49","0.918129827548899","0.846322464526968","0.98993719057083"
"No","2016","Mecklenburg-Western Pomerania","(3b) higher tertiary education","61","0.759759624180171","0.664334258517281","0.855184989843061"
"No","2016","Saxony","(0) in school","10","","",""
"No","2016","Saxony","(1a) inadequately completed","3","","",""
"No","2016","Saxony","(1b) general elementary school","28","","",""
"No","2016","Saxony","(1c) basic vocational qualification","165","0.73874957690281","0.681600096493873","0.795899057311747"
"No","2016","Saxony","(2b) intermediate general qualification","21","","",""
"No","2016","Saxony","(2a) intermediate vocational","383","0.668124715788396","0.628842608611311","0.70740682296548"
"No","2016","Saxony","(2c_gen) general maturity certificate","39","0.832836882706412","0.72258856825147","0.943085197161353"
"No","2016","Saxony","(2c_voc) vocational maturity certificate","68","0.774205275247826","0.690568470403001","0.85784208009265"
"No","2016","Saxony","(3a) lower tertiary education","135","0.878677111053061","0.827276501381019","0.930077720725103"
"No","2016","Saxony","(3b) higher tertiary education","201","0.849964593412581","0.804403998452941","0.895525188372222"
"No","2016","Saxony-Anhalt","(0) in school","4","","",""
"No","2016","Saxony-Anhalt","(1a) inadequately completed","8","","",""
"No","2016","Saxony-Anhalt","(1b) general elementary school","24","","",""
"No","2016","Saxony-Anhalt","(1c) basic vocational qualification","103","0.74453881592237","0.675433969179015","0.813643662665725"
"No","2016","Saxony-Anhalt","(2b) intermediate general qualification","11","","",""
"No","2016","Saxony-Anhalt","(2a) intermediate vocational","182","0.608065861538831","0.553007095105282","0.66312462797238"
"No","2016","Saxony-Anhalt","(2c_gen) general maturity certificate","16","","",""
"No","2016","Saxony-Anhalt","(2c_voc) vocational maturity certificate","27","","",""
"No","2016","Saxony-Anhalt","(3a) lower tertiary education","71","0.830398732791031","0.752431706012236","0.908365759569826"
"No","2016","Saxony-Anhalt","(3b) higher tertiary education","100","0.854034086259233","0.789503962458786","0.91856421005968"
"No","2016","Thuringia","(0) in school","5","","",""
"No","2016","Thuringia","(1a) inadequately completed","1","","",""
"No","2016","Thuringia","(1b) general elementary school","22","","",""
"No","2016","Thuringia","(1c) basic vocational qualification","141","0.748819389901981","0.687314024408463","0.810324755395499"
"No","2016","Thuringia","(2b) intermediate general qualification","6","","",""
"No","2016","Thuringia","(2a) intermediate vocational","233","0.669007979258176","0.618541934493549","0.719474024022804"
"No","2016","Thuringia","(2c_gen) general maturity certificate","18","","",""
"No","2016","Thuringia","(2c_voc) vocational maturity certificate","41","0.723400872057395","0.605183401281053","0.841618342833737"
"No","2016","Thuringia","(3a) lower tertiary education","68","0.765078470393488","0.674951861916698","0.855205078870279"
"No","2016","Thuringia","(3b) higher tertiary education","112","0.818404441543782","0.75109136842084","0.885717514666725"
"Yes","2017","Schleswig-Holstein","(0) in school","","","",""
"Yes","2017","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes","2017","Schleswig-Holstein","(1b) general elementary school","","","",""
"Yes","2017","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Yes","2017","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Yes","2017","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Yes","2017","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Yes","2017","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Yes","2017","Hamburg","(0) in school","","","",""
"Yes","2017","Hamburg","(1a) inadequately completed","","","",""
"Yes","2017","Hamburg","(1b) general elementary school","","","",""
"Yes","2017","Hamburg","(1c) basic vocational qualification","","","",""
"Yes","2017","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","2017","Hamburg","(2a) intermediate vocational","","","",""
"Yes","2017","Hamburg","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Hamburg","(3a) lower tertiary education","","","",""
"Yes","2017","Hamburg","(3b) higher tertiary education","","","",""
"Yes","2017","Lower Saxony","(0) in school","","","",""
"Yes","2017","Lower Saxony","(1a) inadequately completed","","","",""
"Yes","2017","Lower Saxony","(1b) general elementary school","","","",""
"Yes","2017","Lower Saxony","(1c) basic vocational qualification","","","",""
"Yes","2017","Lower Saxony","(2b) intermediate general qualification","","","",""
"Yes","2017","Lower Saxony","(2a) intermediate vocational","","","",""
"Yes","2017","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Lower Saxony","(3a) lower tertiary education","","","",""
"Yes","2017","Lower Saxony","(3b) higher tertiary education","","","",""
"Yes","2017","Bremen","(0) in school","","","",""
"Yes","2017","Bremen","(1a) inadequately completed","","","",""
"Yes","2017","Bremen","(1b) general elementary school","","","",""
"Yes","2017","Bremen","(1c) basic vocational qualification","","","",""
"Yes","2017","Bremen","(2b) intermediate general qualification","","","",""
"Yes","2017","Bremen","(2a) intermediate vocational","","","",""
"Yes","2017","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Bremen","(3a) lower tertiary education","","","",""
"Yes","2017","Bremen","(3b) higher tertiary education","","","",""
"Yes","2017","North Rhine-Westphalia","(0) in school","","","",""
"Yes","2017","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Yes","2017","North Rhine-Westphalia","(1b) general elementary school","","","",""
"Yes","2017","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"Yes","2017","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Yes","2017","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"Yes","2017","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Yes","2017","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Yes","2017","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"Yes","2017","Hesse","(0) in school","","","",""
"Yes","2017","Hesse","(1a) inadequately completed","","","",""
"Yes","2017","Hesse","(1b) general elementary school","","","",""
"Yes","2017","Hesse","(1c) basic vocational qualification","","","",""
"Yes","2017","Hesse","(2b) intermediate general qualification","","","",""
"Yes","2017","Hesse","(2a) intermediate vocational","","","",""
"Yes","2017","Hesse","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Hesse","(3a) lower tertiary education","","","",""
"Yes","2017","Hesse","(3b) higher tertiary education","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Yes","2017","Baden-Württemberg","(0) in school","","","",""
"Yes","2017","Baden-Württemberg","(1a) inadequately completed","","","",""
"Yes","2017","Baden-Württemberg","(1b) general elementary school","","","",""
"Yes","2017","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"Yes","2017","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Yes","2017","Baden-Württemberg","(2a) intermediate vocational","","","",""
"Yes","2017","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Yes","2017","Baden-Württemberg","(3b) higher tertiary education","","","",""
"Yes","2017","Bavaria","(0) in school","","","",""
"Yes","2017","Bavaria","(1a) inadequately completed","","","",""
"Yes","2017","Bavaria","(1b) general elementary school","","","",""
"Yes","2017","Bavaria","(1c) basic vocational qualification","","","",""
"Yes","2017","Bavaria","(2b) intermediate general qualification","","","",""
"Yes","2017","Bavaria","(2a) intermediate vocational","","","",""
"Yes","2017","Bavaria","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Bavaria","(3a) lower tertiary education","","","",""
"Yes","2017","Bavaria","(3b) higher tertiary education","","","",""
"Yes","2017","Berlin","(0) in school","","","",""
"Yes","2017","Berlin","(1a) inadequately completed","","","",""
"Yes","2017","Berlin","(1b) general elementary school","","","",""
"Yes","2017","Berlin","(1c) basic vocational qualification","","","",""
"Yes","2017","Berlin","(2b) intermediate general qualification","","","",""
"Yes","2017","Berlin","(2a) intermediate vocational","","","",""
"Yes","2017","Berlin","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Berlin","(3a) lower tertiary education","","","",""
"Yes","2017","Berlin","(3b) higher tertiary education","","","",""
"Yes","2017","Brandenburg","(0) in school","","","",""
"Yes","2017","Brandenburg","(1a) inadequately completed","","","",""
"Yes","2017","Brandenburg","(1b) general elementary school","","","",""
"Yes","2017","Brandenburg","(1c) basic vocational qualification","","","",""
"Yes","2017","Brandenburg","(2b) intermediate general qualification","","","",""
"Yes","2017","Brandenburg","(2a) intermediate vocational","","","",""
"Yes","2017","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Yes","2017","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","Brandenburg","(3a) lower tertiary education","","","",""
