"ple0081_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2005","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"No","2005","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"No","2005","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"No","2005","Rhineland-Palatinate,Saarland","higher education","","","",""
"No","2005","Baden-Württemberg","in school","","","",""
"No","2005","Baden-Württemberg","inadequately","","","",""
"No","2005","Baden-Württemberg","general elemantary","","","",""
"No","2005","Baden-Württemberg","middle vocational","","","",""
"No","2005","Baden-Württemberg","vocational + Abi","","","",""
"No","2005","Baden-Württemberg","higher vocational","","","",""
"No","2005","Baden-Württemberg","higher education","","","",""
"No","2005","Bavaria","in school","","","",""
"No","2005","Bavaria","inadequately","","","",""
"No","2005","Bavaria","general elemantary","","","",""
"No","2005","Bavaria","middle vocational","","","",""
"No","2005","Bavaria","vocational + Abi","","","",""
"No","2005","Bavaria","higher vocational","","","",""
"No","2005","Bavaria","higher education","","","",""
"No","2005","Berlin","in school","","","",""
"No","2005","Berlin","inadequately","","","",""
"No","2005","Berlin","general elemantary","","","",""
"No","2005","Berlin","middle vocational","","","",""
"No","2005","Berlin","vocational + Abi","","","",""
"No","2005","Berlin","higher vocational","","","",""
"No","2005","Berlin","higher education","","","",""
"No","2005","Brandenburg","in school","","","",""
"No","2005","Brandenburg","inadequately","","","",""
"No","2005","Brandenburg","general elemantary","","","",""
"No","2005","Brandenburg","middle vocational","","","",""
"No","2005","Brandenburg","vocational + Abi","","","",""
"No","2005","Brandenburg","higher vocational","","","",""
"No","2005","Brandenburg","higher education","","","",""
"No","2005","Mecklenburg-Western Pomerania","in school","","","",""
"No","2005","Mecklenburg-Western Pomerania","inadequately","","","",""
"No","2005","Mecklenburg-Western Pomerania","general elemantary","","","",""
"No","2005","Mecklenburg-Western Pomerania","middle vocational","","","",""
"No","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"No","2005","Mecklenburg-Western Pomerania","higher vocational","","","",""
"No","2005","Mecklenburg-Western Pomerania","higher education","","","",""
"No","2005","Saxony","in school","","","",""
"No","2005","Saxony","inadequately","","","",""
"No","2005","Saxony","general elemantary","","","",""
"No","2005","Saxony","middle vocational","","","",""
"No","2005","Saxony","vocational + Abi","","","",""
"No","2005","Saxony","higher vocational","","","",""
"No","2005","Saxony","higher education","","","",""
"No","2005","Saxony-Anhalt","in school","","","",""
"No","2005","Saxony-Anhalt","inadequately","","","",""
"No","2005","Saxony-Anhalt","general elemantary","","","",""
"No","2005","Saxony-Anhalt","middle vocational","","","",""
"No","2005","Saxony-Anhalt","vocational + Abi","","","",""
"No","2005","Saxony-Anhalt","higher vocational","","","",""
"No","2005","Saxony-Anhalt","higher education","","","",""
"No","2005","Thuringia","in school","","","",""
"No","2005","Thuringia","inadequately","","","",""
"No","2005","Thuringia","general elemantary","","","",""
"No","2005","Thuringia","middle vocational","","","",""
"No","2005","Thuringia","vocational + Abi","","","",""
"No","2005","Thuringia","higher vocational","","","",""
"No","2005","Thuringia","higher education","","","",""
"Yes","2006","Schleswig-Holstein","in school","4","","",""
"Yes","2006","Schleswig-Holstein","inadequately","2","","",""
"Yes","2006","Schleswig-Holstein","general elemantary","37","0.457457658061167","0.345453649813323","0.56946166630901"
"Yes","2006","Schleswig-Holstein","middle vocational","106","0.363525943342218","0.313347313738258","0.413704572946178"
"Yes","2006","Schleswig-Holstein","vocational + Abi","7","","",""
"Yes","2006","Schleswig-Holstein","higher vocational","10","","",""
"Yes","2006","Schleswig-Holstein","higher education","24","","",""
"Yes","2006","Hamburg","in school","","","",""
"Yes","2006","Hamburg","inadequately","1","","",""
"Yes","2006","Hamburg","general elemantary","6","","",""
"Yes","2006","Hamburg","middle vocational","48","0.420114909449731","0.338061674177769","0.502168144721693"
"Yes","2006","Hamburg","vocational + Abi","5","","",""
"Yes","2006","Hamburg","higher vocational","7","","",""
"Yes","2006","Hamburg","higher education","15","","",""
"Yes","2006","Lower Saxony","in school","8","","",""
"Yes","2006","Lower Saxony","inadequately","8","","",""
"Yes","2006","Lower Saxony","general elemantary","78","0.272290043063826","0.217867783633515","0.326712302494136"
"Yes","2006","Lower Saxony","middle vocational","320","0.299594534443323","0.271740890250725","0.327448178635921"
"Yes","2006","Lower Saxony","vocational + Abi","33","0.378192443283714","0.292142102033124","0.464242784534305"
"Yes","2006","Lower Saxony","higher vocational","34","0.220943599338191","0.150697719862998","0.291189478813385"
"Yes","2006","Lower Saxony","higher education","73","0.215396649243726","0.170771072525173","0.260022225962279"
"Yes","2006","Bremen","in school","2","","",""
"Yes","2006","Bremen","inadequately","","","",""
"Yes","2006","Bremen","general elemantary","5","","",""
"Yes","2006","Bremen","middle vocational","18","","",""
"Yes","2006","Bremen","vocational + Abi","3","","",""
"Yes","2006","Bremen","higher vocational","5","","",""
"Yes","2006","Bremen","higher education","7","","",""
"Yes","2006","North Rhine-Westphalia","in school","19","","",""
"Yes","2006","North Rhine-Westphalia","inadequately","37","0.479748191449245","0.370272784074995","0.589223598823495"
"Yes","2006","North Rhine-Westphalia","general elemantary","197","0.351263944296728","0.311971651974941","0.390556236618514"
"Yes","2006","North Rhine-Westphalia","middle vocational","736","0.333324499304467","0.313693062273764","0.352955936335169"
"Yes","2006","North Rhine-Westphalia","vocational + Abi","111","0.314118406826137","0.265350991781861","0.362885821870413"
"Yes","2006","North Rhine-Westphalia","higher vocational","88","0.274078911216732","0.225207416867369","0.322950405566096"
"Yes","2006","North Rhine-Westphalia","higher education","179","0.247753273085639","0.219000548873453","0.276505997297825"
"Yes","2006","Hesse","in school","6","","",""
"Yes","2006","Hesse","inadequately","5","","",""
"Yes","2006","Hesse","general elemantary","51","0.275409725850375","0.206830879430587","0.343988572270164"
"Yes","2006","Hesse","middle vocational","230","0.38172562168275","0.345864834977757","0.417586408387743"
"Yes","2006","Hesse","vocational + Abi","21","","",""
"Yes","2006","Hesse","higher vocational","28","","",""
"Yes","2006","Hesse","higher education","74","0.22648348827281","0.182943632956998","0.270023343588622"
"Yes","2006","Rhineland-Palatinate,Saarland","in school","2","","",""
"Yes","2006","Rhineland-Palatinate,Saarland","inadequately","6","","",""
"Yes","2006","Rhineland-Palatinate,Saarland","general elemantary","67","0.334070351597332","0.271314913372431","0.396825789822232"
"Yes","2006","Rhineland-Palatinate,Saarland","middle vocational","220","0.325001013256112","0.289267967029892","0.360734059482332"
"Yes","2006","Rhineland-Palatinate,Saarland","vocational + Abi","13","","",""
"Yes","2006","Rhineland-Palatinate,Saarland","higher vocational","31","0.288786039470993","0.202511352510061","0.375060726431925"
"Yes","2006","Rhineland-Palatinate,Saarland","higher education","38","0.23783888059421","0.178080942167509","0.29759681902091"
"Yes","2006","Baden-Württemberg","in school","12","","",""
"Yes","2006","Baden-Württemberg","inadequately","14","","",""
"Yes","2006","Baden-Württemberg","general elemantary","118","0.309001227696157","0.263604421987102","0.354398033405211"
"Yes","2006","Baden-Württemberg","middle vocational","390","0.313041740602058","0.287696646599525","0.338386834604592"
"Yes","2006","Baden-Württemberg","vocational + Abi","33","0.205188161933097","0.140561641219925","0.269814682646269"
"Yes","2006","Baden-Württemberg","higher vocational","51","0.272119421315236","0.211926103935973","0.332312738694499"
"Yes","2006","Baden-Württemberg","higher education","97","0.186747978855294","0.153412325603063","0.220083632107526"
"Yes","2006","Bavaria","in school","11","","",""
"Yes","2006","Bavaria","inadequately","12","","",""
"Yes","2006","Bavaria","general elemantary","108","0.297130428430091","0.250053866137092","0.34420699072309"
"Yes","2006","Bavaria","middle vocational","516","0.304824757988179","0.28270686781417","0.326942648162189"
"Yes","2006","Bavaria","vocational + Abi","38","0.260369651737462","0.19172593235281","0.329013371122115"
"Yes","2006","Bavaria","higher vocational","66","0.284108675767757","0.227521375390513","0.340695976145001"
"Yes","2006","Bavaria","higher education","90","0.165351492335653","0.135990792496455","0.19471219217485"
"Yes","2006","Berlin","in school","2","","",""
"Yes","2006","Berlin","inadequately","6","","",""
"Yes","2006","Berlin","general elemantary","32","0.548146209492809","0.426217696703337","0.670074722282281"
"Yes","2006","Berlin","middle vocational","114","0.384921206282229","0.33226343604482","0.437578976519638"
"Yes","2006","Berlin","vocational + Abi","15","","",""
"Yes","2006","Berlin","higher vocational","12","","",""
"Yes","2006","Berlin","higher education","75","0.297427948825816","0.242075891418738","0.352780006232893"
"Yes","2006","Brandenburg","in school","4","","",""
"Yes","2006","Brandenburg","inadequately","2","","",""
"Yes","2006","Brandenburg","general elemantary","31","0.475625657729869","0.364796471672836","0.586454843786903"
"Yes","2006","Brandenburg","middle vocational","147","0.310455934329949","0.268174455310292","0.352737413349606"
"Yes","2006","Brandenburg","vocational + Abi","16","","",""
"Yes","2006","Brandenburg","higher vocational","15","","",""
"Yes","2006","Brandenburg","higher education","40","0.17596835911553","0.13037832364322","0.221558394587839"
"Yes","2006","Mecklenburg-Western Pomerania","in school","6","","",""
"Yes","2006","Mecklenburg-Western Pomerania","inadequately","1","","",""
"Yes","2006","Mecklenburg-Western Pomerania","general elemantary","11","","",""
"Yes","2006","Mecklenburg-Western Pomerania","middle vocational","103","0.372806044886096","0.317056468152829","0.428555621619363"
"Yes","2006","Mecklenburg-Western Pomerania","vocational + Abi","3","","",""
"Yes","2006","Mecklenburg-Western Pomerania","higher vocational","7","","",""
"Yes","2006","Mecklenburg-Western Pomerania","higher education","34","0.266177994841894","0.194488898983256","0.337867090700531"
"Yes","2006","Saxony","in school","2","","",""
"Yes","2006","Saxony","inadequately","2","","",""
"Yes","2006","Saxony","general elemantary","32","0.308061302994781","0.21802041118125","0.398102194808312"
"Yes","2006","Saxony","middle vocational","235","0.269067683331535","0.239462768929769","0.2986725977333"
"Yes","2006","Saxony","vocational + Abi","18","","",""
"Yes","2006","Saxony","higher vocational","21","","",""
"Yes","2006","Saxony","higher education","62","0.208056984121517","0.167615161081132","0.248498807161903"
"Yes","2006","Saxony-Anhalt","in school","6","","",""
"Yes","2006","Saxony-Anhalt","inadequately","3","","",""
"Yes","2006","Saxony-Anhalt","general elemantary","16","","",""
"Yes","2006","Saxony-Anhalt","middle vocational","183","0.350329631776647","0.307290643136495","0.393368620416799"
"Yes","2006","Saxony-Anhalt","vocational + Abi","17","","",""
"Yes","2006","Saxony-Anhalt","higher vocational","23","","",""
"Yes","2006","Saxony-Anhalt","higher education","44","0.172318488663092","0.122751421255456","0.221885556070728"
"Yes","2006","Thuringia","in school","3","","",""
"Yes","2006","Thuringia","inadequately","2","","",""
"Yes","2006","Thuringia","general elemantary","20","","",""
"Yes","2006","Thuringia","middle vocational","174","0.295955642487709","0.258965714888269","0.332945570087149"
"Yes","2006","Thuringia","vocational + Abi","12","","",""
"Yes","2006","Thuringia","higher vocational","7","","",""
"Yes","2006","Thuringia","higher education","31","0.147636589370499","0.096792943064204","0.198480235676794"
"No","2006","Schleswig-Holstein","in school","7","","",""
"No","2006","Schleswig-Holstein","inadequately","4","","",""
"No","2006","Schleswig-Holstein","general elemantary","39","0.542542341938833","0.43053833369099","0.654546350186677"
"No","2006","Schleswig-Holstein","middle vocational","247","0.636474056657782","0.586295427053822","0.686652686261742"
"No","2006","Schleswig-Holstein","vocational + Abi","36","0.81830581556814","0.703055480818848","0.933556150317431"
"No","2006","Schleswig-Holstein","higher vocational","43","0.777079422698637","0.665027854194198","0.889130991203076"
"No","2006","Schleswig-Holstein","higher education","98","0.766134773337958","0.691023765613567","0.841245781062348"
"No","2006","Hamburg","in school","7","","",""
"No","2006","Hamburg","inadequately","","","",""
"No","2006","Hamburg","general elemantary","25","","",""
"No","2006","Hamburg","middle vocational","91","0.579885090550269","0.497831855278306","0.661938325822231"
"No","2006","Hamburg","vocational + Abi","17","","",""
"No","2006","Hamburg","higher vocational","17","","",""
"No","2006","Hamburg","higher education","62","0.824515057794832","0.739553600572417","0.909476515017247"
"No","2006","Lower Saxony","in school","32","0.71690526178459","0.577295791906181","0.856514731662999"
"No","2006","Lower Saxony","inadequately","18","","",""
"No","2006","Lower Saxony","general elemantary","179","0.727709956936174","0.673287697505864","0.782132216366485"
"No","2006","Lower Saxony","middle vocational","719","0.700405465556677","0.672551821364079","0.728259109749275"
"No","2006","Lower Saxony","vocational + Abi","89","0.621807556716286","0.535757215465695","0.707857897966876"
"No","2006","Lower Saxony","higher vocational","100","0.779056400661809","0.708810521186615","0.849302280137002"
"No","2006","Lower Saxony","higher education","253","0.784603350756274","0.739977774037721","0.829228927474827"
"No","2006","Bremen","in school","2","","",""
"No","2006","Bremen","inadequately","","","",""
"No","2006","Bremen","general elemantary","11","","",""
"No","2006","Bremen","middle vocational","51","0.705932615267121","0.598427631240133","0.813437599294108"
"No","2006","Bremen","vocational + Abi","9","","",""
"No","2006","Bremen","higher vocational","3","","",""
"No","2006","Bremen","higher education","26","","",""
"No","2006","North Rhine-Westphalia","in school","72","0.841692872119507","0.766694047983468","0.916691696255546"
"No","2006","North Rhine-Westphalia","inadequately","43","0.520251808550755","0.410776401176505","0.629727215925005"
"No","2006","North Rhine-Westphalia","general elemantary","370","0.648736055703272","0.609443763381486","0.688028348025059"
"No","2006","North Rhine-Westphalia","middle vocational","1479","0.666675500695533","0.647044063664831","0.686306937726236"
"No","2006","North Rhine-Westphalia","vocational + Abi","237","0.685881593173863","0.637114178129587","0.734649008218139"
"No","2006","North Rhine-Westphalia","higher vocational","232","0.725921088783268","0.677049594433904","0.774792583132631"
"No","2006","North Rhine-Westphalia","higher education","687","0.752246726914361","0.723494002702175","0.780999451126547"
"No","2006","Hesse","in school","20","","",""
"No","2006","Hesse","inadequately","7","","",""
"No","2006","Hesse","general elemantary","112","0.724590274149625","0.656011427729836","0.793169120569413"
"No","2006","Hesse","middle vocational","475","0.61827437831725","0.582413591612257","0.654135165022243"
"No","2006","Hesse","vocational + Abi","82","0.723207330601505","0.63680246868482","0.80961219251819"
"No","2006","Hesse","higher vocational","68","0.713456333159483","0.623009871764902","0.803902794554063"
"No","2006","Hesse","higher education","281","0.77351651172719","0.729976656411378","0.817056367043002"
"No","2006","Rhineland-Palatinate,Saarland","in school","14","","",""
"No","2006","Rhineland-Palatinate,Saarland","inadequately","13","","",""
"No","2006","Rhineland-Palatinate,Saarland","general elemantary","150","0.665929648402668","0.603174210177768","0.728685086627569"
"No","2006","Rhineland-Palatinate,Saarland","middle vocational","440","0.674998986743888","0.639265940517668","0.710732032970108"
"No","2006","Rhineland-Palatinate,Saarland","vocational + Abi","48","0.864753465183676","0.778932696054758","0.950574234312594"
"No","2006","Rhineland-Palatinate,Saarland","higher vocational","75","0.711213960529007","0.624939273568075","0.797488647489939"
"No","2006","Rhineland-Palatinate,Saarland","higher education","157","0.76216111940579","0.70240318097909","0.821919057832491"
"No","2006","Baden-Württemberg","in school","59","0.776900886825126","0.680061808526265","0.873739965123986"
"No","2006","Baden-Württemberg","inadequately","31","0.650637347553933","0.511337844647686","0.78993685046018"
"No","2006","Baden-Württemberg","general elemantary","280","0.690998772303843","0.645601966594789","0.736395578012898"
"No","2006","Baden-Württemberg","middle vocational","896","0.686958259397942","0.661613165395408","0.712303353400475"
"No","2006","Baden-Württemberg","vocational + Abi","117","0.794811838066903","0.730185317353731","0.859438358780075"
"No","2006","Baden-Württemberg","higher vocational","159","0.727880578684764","0.667687261305501","0.788073896064027"
"No","2006","Baden-Württemberg","higher education","428","0.813252021144706","0.779916367892474","0.846587674396937"
"No","2006","Bavaria","in school","39","0.8334402770728","0.730167625959048","0.936712928186553"
"No","2006","Bavaria","inadequately","13","","",""
"No","2006","Bavaria","general elemantary","254","0.702869571569909","0.65579300927691","0.749946133862908"
"No","2006","Bavaria","middle vocational","1148","0.695175242011821","0.673057351837811","0.71729313218583"
"No","2006","Bavaria","vocational + Abi","119","0.739630348262538","0.670986628877885","0.80827406764719"
"No","2006","Bavaria","higher vocational","178","0.715891324232243","0.659304023854999","0.772478624609487"
"No","2006","Bavaria","higher education","525","0.834648507664347","0.80528780782515","0.864009207503545"
"No","2006","Berlin","in school","8","","",""
"No","2006","Berlin","inadequately","1","","",""
"No","2006","Berlin","general elemantary","32","0.451853790507191","0.329925277717719","0.573782303296663"
"No","2006","Berlin","middle vocational","214","0.615078793717771","0.562421023480362","0.66773656395518"
"No","2006","Berlin","vocational + Abi","26","","",""
"No","2006","Berlin","higher vocational","47","0.758892647859773","0.649744219983521","0.868041075736026"
"No","2006","Berlin","higher education","187","0.702572051174184","0.647219993767107","0.757924108581262"
"No","2006","Brandenburg","in school","8","","",""
"No","2006","Brandenburg","inadequately","","","",""
"No","2006","Brandenburg","general elemantary","47","0.524374342270131","0.413545156213097","0.635203528327164"
"No","2006","Brandenburg","middle vocational","313","0.689544065670051","0.647262586650395","0.731825544689708"
"No","2006","Brandenburg","vocational + Abi","18","","",""
"No","2006","Brandenburg","higher vocational","60","0.815690070927038","0.727938598339633","0.903441543514444"
"No","2006","Brandenburg","higher education","228","0.82403164088447","0.778441605412161","0.86962167635678"
"No","2006","Mecklenburg-Western Pomerania","in school","8","","",""
"No","2006","Mecklenburg-Western Pomerania","inadequately","4","","",""
"No","2006","Mecklenburg-Western Pomerania","general elemantary","31","0.7503386591167","0.619442242801236","0.881235075432165"
"No","2006","Mecklenburg-Western Pomerania","middle vocational","186","0.627193955113904","0.571444378380637","0.682943531847171"
"No","2006","Mecklenburg-Western Pomerania","vocational + Abi","4","","",""
"No","2006","Mecklenburg-Western Pomerania","higher vocational","35","0.915294322773938","0.831085016494269","0.999503629053607"
"No","2006","Mecklenburg-Western Pomerania","higher education","112","0.733822005158106","0.662132909299469","0.805511101016744"
"No","2006","Saxony","in school","17","","",""
"No","2006","Saxony","inadequately","1","","",""
"No","2006","Saxony","general elemantary","69","0.691938697005219","0.601897805191688","0.78197958881875"
"No","2006","Saxony","middle vocational","627","0.730932316668465","0.7013274022667","0.760537231070231"
"No","2006","Saxony","vocational + Abi","38","0.792614068051298","0.686426270784831","0.898801865317764"
"No","2006","Saxony","higher vocational","115","0.83654593265254","0.774398756663118","0.898693108641962"
"No","2006","Saxony","higher education","325","0.791943015878483","0.751501192838097","0.832384838918868"
"No","2006","Saxony-Anhalt","in school","12","","",""
"No","2006","Saxony-Anhalt","inadequately","5","","",""
"No","2006","Saxony-Anhalt","general elemantary","49","0.877564805399794","0.797878415983679","0.957251194815909"
"No","2006","Saxony-Anhalt","middle vocational","289","0.649670368223353","0.606631379583201","0.692709356863505"
"No","2006","Saxony-Anhalt","vocational + Abi","19","","",""
"No","2006","Saxony-Anhalt","higher vocational","61","0.68209988758967","0.582518590761528","0.781681184417813"
"No","2006","Saxony-Anhalt","higher education","179","0.827681511336908","0.778114443929272","0.877248578744544"
"No","2006","Thuringia","in school","5","","",""
"No","2006","Thuringia","inadequately","1","","",""
"No","2006","Thuringia","general elemantary","43","0.762113204712117","0.656972053620817","0.867254355803416"
"No","2006","Thuringia","middle vocational","411","0.704044357512291","0.667054429912851","0.741034285111731"
"No","2006","Thuringia","vocational + Abi","15","","",""
"No","2006","Thuringia","higher vocational","60","0.858735762584164","0.7753375814126","0.942133943755729"
"No","2006","Thuringia","higher education","156","0.852363410629501","0.801519764323206","0.903207056935796"
"Yes","2007","Schleswig-Holstein","in school","","","",""
"Yes","2007","Schleswig-Holstein","inadequately","","","",""
"Yes","2007","Schleswig-Holstein","general elemantary","","","",""
"Yes","2007","Schleswig-Holstein","middle vocational","","","",""
"Yes","2007","Schleswig-Holstein","vocational + Abi","","","",""
"Yes","2007","Schleswig-Holstein","higher vocational","","","",""
"Yes","2007","Schleswig-Holstein","higher education","","","",""
"Yes","2007","Hamburg","in school","","","",""
"Yes","2007","Hamburg","inadequately","","","",""
"Yes","2007","Hamburg","general elemantary","","","",""
"Yes","2007","Hamburg","middle vocational","","","",""
"Yes","2007","Hamburg","vocational + Abi","","","",""
"Yes","2007","Hamburg","higher vocational","","","",""
"Yes","2007","Hamburg","higher education","","","",""
"Yes","2007","Lower Saxony","in school","","","",""
"Yes","2007","Lower Saxony","inadequately","","","",""
"Yes","2007","Lower Saxony","general elemantary","","","",""
"Yes","2007","Lower Saxony","middle vocational","","","",""
"Yes","2007","Lower Saxony","vocational + Abi","","","",""
"Yes","2007","Lower Saxony","higher vocational","","","",""
"Yes","2007","Lower Saxony","higher education","","","",""
"Yes","2007","Bremen","in school","","","",""
"Yes","2007","Bremen","inadequately","","","",""
"Yes","2007","Bremen","general elemantary","","","",""
"Yes","2007","Bremen","middle vocational","","","",""
"Yes","2007","Bremen","vocational + Abi","","","",""
"Yes","2007","Bremen","higher vocational","","","",""
"Yes","2007","Bremen","higher education","","","",""
"Yes","2007","North Rhine-Westphalia","in school","","","",""
"Yes","2007","North Rhine-Westphalia","inadequately","","","",""
"Yes","2007","North Rhine-Westphalia","general elemantary","","","",""
"Yes","2007","North Rhine-Westphalia","middle vocational","","","",""
"Yes","2007","North Rhine-Westphalia","vocational + Abi","","","",""
"Yes","2007","North Rhine-Westphalia","higher vocational","","","",""
"Yes","2007","North Rhine-Westphalia","higher education","","","",""
"Yes","2007","Hesse","in school","","","",""
"Yes","2007","Hesse","inadequately","","","",""
"Yes","2007","Hesse","general elemantary","","","",""
"Yes","2007","Hesse","middle vocational","","","",""
"Yes","2007","Hesse","vocational + Abi","","","",""
"Yes","2007","Hesse","higher vocational","","","",""
"Yes","2007","Hesse","higher education","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","higher education","","","",""
"Yes","2007","Baden-Württemberg","in school","","","",""
"Yes","2007","Baden-Württemberg","inadequately","","","",""
"Yes","2007","Baden-Württemberg","general elemantary","","","",""
"Yes","2007","Baden-Württemberg","middle vocational","","","",""
"Yes","2007","Baden-Württemberg","vocational + Abi","","","",""
"Yes","2007","Baden-Württemberg","higher vocational","","","",""
"Yes","2007","Baden-Württemberg","higher education","","","",""
"Yes","2007","Bavaria","in school","","","",""
"Yes","2007","Bavaria","inadequately","","","",""
"Yes","2007","Bavaria","general elemantary","","","",""
"Yes","2007","Bavaria","middle vocational","","","",""
"Yes","2007","Bavaria","vocational + Abi","","","",""
"Yes","2007","Bavaria","higher vocational","","","",""
"Yes","2007","Bavaria","higher education","","","",""
"Yes","2007","Berlin","in school","","","",""
"Yes","2007","Berlin","inadequately","","","",""
"Yes","2007","Berlin","general elemantary","","","",""
"Yes","2007","Berlin","middle vocational","","","",""
"Yes","2007","Berlin","vocational + Abi","","","",""
"Yes","2007","Berlin","higher vocational","","","",""
"Yes","2007","Berlin","higher education","","","",""
"Yes","2007","Brandenburg","in school","","","",""
"Yes","2007","Brandenburg","inadequately","","","",""
"Yes","2007","Brandenburg","general elemantary","","","",""
"Yes","2007","Brandenburg","middle vocational","","","",""
"Yes","2007","Brandenburg","vocational + Abi","","","",""
"Yes","2007","Brandenburg","higher vocational","","","",""
"Yes","2007","Brandenburg","higher education","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","higher education","","","",""
"Yes","2007","Saxony","in school","","","",""
"Yes","2007","Saxony","inadequately","","","",""
"Yes","2007","Saxony","general elemantary","","","",""
"Yes","2007","Saxony","middle vocational","","","",""
"Yes","2007","Saxony","vocational + Abi","","","",""
"Yes","2007","Saxony","higher vocational","","","",""
"Yes","2007","Saxony","higher education","","","",""
"Yes","2007","Saxony-Anhalt","in school","","","",""
"Yes","2007","Saxony-Anhalt","inadequately","","","",""
"Yes","2007","Saxony-Anhalt","general elemantary","","","",""
"Yes","2007","Saxony-Anhalt","middle vocational","","","",""
"Yes","2007","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","2007","Saxony-Anhalt","higher vocational","","","",""
"Yes","2007","Saxony-Anhalt","higher education","","","",""
"Yes","2007","Thuringia","in school","","","",""
"Yes","2007","Thuringia","inadequately","","","",""
"Yes","2007","Thuringia","general elemantary","","","",""
"Yes","2007","Thuringia","middle vocational","","","",""
"Yes","2007","Thuringia","vocational + Abi","","","",""
"Yes","2007","Thuringia","higher vocational","","","",""
"Yes","2007","Thuringia","higher education","","","",""
"No","2007","Schleswig-Holstein","in school","","","",""
"No","2007","Schleswig-Holstein","inadequately","","","",""
"No","2007","Schleswig-Holstein","general elemantary","","","",""
"No","2007","Schleswig-Holstein","middle vocational","","","",""
"No","2007","Schleswig-Holstein","vocational + Abi","","","",""
"No","2007","Schleswig-Holstein","higher vocational","","","",""
"No","2007","Schleswig-Holstein","higher education","","","",""
"No","2007","Hamburg","in school","","","",""
"No","2007","Hamburg","inadequately","","","",""
"No","2007","Hamburg","general elemantary","","","",""
"No","2007","Hamburg","middle vocational","","","",""
"No","2007","Hamburg","vocational + Abi","","","",""
"No","2007","Hamburg","higher vocational","","","",""
"No","2007","Hamburg","higher education","","","",""
"No","2007","Lower Saxony","in school","","","",""
"No","2007","Lower Saxony","inadequately","","","",""
"No","2007","Lower Saxony","general elemantary","","","",""
"No","2007","Lower Saxony","middle vocational","","","",""
"No","2007","Lower Saxony","vocational + Abi","","","",""
"No","2007","Lower Saxony","higher vocational","","","",""
"No","2007","Lower Saxony","higher education","","","",""
"No","2007","Bremen","in school","","","",""
"No","2007","Bremen","inadequately","","","",""
"No","2007","Bremen","general elemantary","","","",""
"No","2007","Bremen","middle vocational","","","",""
"No","2007","Bremen","vocational + Abi","","","",""
"No","2007","Bremen","higher vocational","","","",""
"No","2007","Bremen","higher education","","","",""
"No","2007","North Rhine-Westphalia","in school","","","",""
"No","2007","North Rhine-Westphalia","inadequately","","","",""
"No","2007","North Rhine-Westphalia","general elemantary","","","",""
"No","2007","North Rhine-Westphalia","middle vocational","","","",""
"No","2007","North Rhine-Westphalia","vocational + Abi","","","",""
"No","2007","North Rhine-Westphalia","higher vocational","","","",""
"No","2007","North Rhine-Westphalia","higher education","","","",""
"No","2007","Hesse","in school","","","",""
"No","2007","Hesse","inadequately","","","",""
"No","2007","Hesse","general elemantary","","","",""
"No","2007","Hesse","middle vocational","","","",""
"No","2007","Hesse","vocational + Abi","","","",""
"No","2007","Hesse","higher vocational","","","",""
"No","2007","Hesse","higher education","","","",""
"No","2007","Rhineland-Palatinate,Saarland","in school","","","",""
"No","2007","Rhineland-Palatinate,Saarland","inadequately","","","",""
"No","2007","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"No","2007","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"No","2007","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"No","2007","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"No","2007","Rhineland-Palatinate,Saarland","higher education","","","",""
"No","2007","Baden-Württemberg","in school","","","",""
"No","2007","Baden-Württemberg","inadequately","","","",""
"No","2007","Baden-Württemberg","general elemantary","","","",""
"No","2007","Baden-Württemberg","middle vocational","","","",""
"No","2007","Baden-Württemberg","vocational + Abi","","","",""
"No","2007","Baden-Württemberg","higher vocational","","","",""
"No","2007","Baden-Württemberg","higher education","","","",""
"No","2007","Bavaria","in school","","","",""
"No","2007","Bavaria","inadequately","","","",""
