"ple0081_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2006","Berlin","secondary school degree","90","0.385596013220822","0.326882318877195","0.444309707564449"
"Yes","2006","Berlin","college entrance qualification","89","0.342302860253032","0.288158238560451","0.396447481945613"
"Yes","2006","Berlin","Other degree","13","","",""
"Yes","2006","Berlin","no degree/no degree yet","9","","",""
"Yes","2006","Brandenburg","lower secondary degree","66","0.266745871720986","0.213397368465156","0.320094374976816"
"Yes","2006","Brandenburg","secondary school degree","120","0.319451035251527","0.274152649565046","0.364749420938008"
"Yes","2006","Brandenburg","college entrance qualification","58","0.255345296559383","0.198113542137148","0.312577050981619"
"Yes","2006","Brandenburg","Other degree","5","","",""
"Yes","2006","Brandenburg","no degree/no degree yet","5","","",""
"Yes","2006","Mecklenburg-Western Pomerania","lower secondary degree","45","0.317846708376182","0.241259935963069","0.394433480789294"
"Yes","2006","Mecklenburg-Western Pomerania","secondary school degree","82","0.315522860148788","0.259464419026265","0.371581301271311"
"Yes","2006","Mecklenburg-Western Pomerania","college entrance qualification","27","","",""
"Yes","2006","Mecklenburg-Western Pomerania","Other degree","1","","",""
"Yes","2006","Mecklenburg-Western Pomerania","no degree/no degree yet","7","","",""
"Yes","2006","Saxony","lower secondary degree","80","0.206247919867664","0.167413458104368","0.24508238163096"
"Yes","2006","Saxony","secondary school degree","209","0.29453234518927","0.261689764006826","0.327374926371714"
"Yes","2006","Saxony","college entrance qualification","76","0.203919728083252","0.162357143877373","0.245482312289131"
"Yes","2006","Saxony","Other degree","3","","",""
"Yes","2006","Saxony","no degree/no degree yet","3","","",""
"Yes","2006","Saxony-Anhalt","lower secondary degree","77","0.221150817786763","0.172539204506782","0.269762431066744"
"Yes","2006","Saxony-Anhalt","secondary school degree","142","0.381898679057303","0.332920108612519","0.430877249502088"
"Yes","2006","Saxony-Anhalt","college entrance qualification","58","0.234781214559991","0.176758820467585","0.292803608652398"
"Yes","2006","Saxony-Anhalt","Other degree","4","","",""
"Yes","2006","Saxony-Anhalt","no degree/no degree yet","8","","",""
"Yes","2006","Thuringia","lower secondary degree","72","0.231203012428034","0.184792000195439","0.277614024660629"
"Yes","2006","Thuringia","secondary school degree","134","0.307335632645129","0.263624295925323","0.351046969364936"
"Yes","2006","Thuringia","college entrance qualification","37","0.229390010389035","0.166738779583889","0.292041241194181"
"Yes","2006","Thuringia","Other degree","1","","",""
"Yes","2006","Thuringia","no degree/no degree yet","4","","",""
"No","2006","Schleswig-Holstein","lower secondary degree","170","0.64535991508466","0.586984075129314","0.703735755040006"
"No","2006","Schleswig-Holstein","secondary school degree","124","0.612750114230059","0.541587943377821","0.683912285082297"
"No","2006","Schleswig-Holstein","college entrance qualification","147","0.781294304462304","0.720906503604357","0.841682105320252"
"No","2006","Schleswig-Holstein","Other degree","15","","",""
"No","2006","Schleswig-Holstein","no degree/no degree yet","14","","",""
"No","2006","Hamburg","lower secondary degree","55","0.689429395607701","0.586075273978067","0.792783517237335"
"No","2006","Hamburg","secondary school degree","57","0.546137881950547","0.441521045442847","0.650754718458248"
"No","2006","Hamburg","college entrance qualification","85","0.769199554656712","0.690460611427231","0.847938497886194"
"No","2006","Hamburg","Other degree","13","","",""
"No","2006","Hamburg","no degree/no degree yet","7","","",""
"No","2006","Lower Saxony","lower secondary degree","525","0.737521578240403","0.705604668926366","0.769438487554441"
"No","2006","Lower Saxony","secondary school degree","411","0.675749091970687","0.638480317245817","0.713017866695558"
"No","2006","Lower Saxony","college entrance qualification","343","0.749454395892893","0.70937317703529","0.789535614750495"
"No","2006","Lower Saxony","Other degree","61","0.70170104938301","0.607700731850411","0.795701366915609"
"No","2006","Lower Saxony","no degree/no degree yet","46","0.653706070563563","0.535274921095281","0.772137220031845"
"No","2006","Bremen","lower secondary degree","32","0.767793848744478","0.643032251220535","0.89255544626842"
"No","2006","Bremen","secondary school degree","28","","",""
"No","2006","Bremen","college entrance qualification","33","0.798386299059594","0.677050206652992","0.919722391466197"
"No","2006","Bremen","Other degree","7","","",""
"No","2006","Bremen","no degree/no degree yet","2","","",""
"No","2006","North Rhine-Westphalia","lower secondary degree","1117","0.676301659829773","0.65372568138239","0.698877638277157"
"No","2006","North Rhine-Westphalia","secondary school degree","633","0.629601818733867","0.59948999715435","0.659713640313383"
"No","2006","North Rhine-Westphalia","college entrance qualification","997","0.736013244993466","0.712225154774786","0.759801335212146"
"No","2006","North Rhine-Westphalia","Other degree","236","0.67511266530338","0.625258349508773","0.724966981097987"
"No","2006","North Rhine-Westphalia","no degree/no degree yet","124","0.730699371962414","0.664212165495434","0.797186578429394"
"No","2006","Hesse","lower secondary degree","332","0.685415317190719","0.643300459263569","0.727530175117869"
"No","2006","Hesse","secondary school degree","247","0.607097915357808","0.558121392698857","0.656074438016758"
"No","2006","Hesse","college entrance qualification","356","0.758092620388033","0.71874412904432","0.797441111731746"
"No","2006","Hesse","Other degree","74","0.636283583707421","0.545132253037992","0.72743491437685"
"No","2006","Hesse","no degree/no degree yet","32","0.735531885636626","0.605212457869091","0.865851313404162"
"No","2006","Rhineland-Palatinate,Saarland","lower secondary degree","415","0.704051511057094","0.667496664880082","0.740606357234105"
"No","2006","Rhineland-Palatinate,Saarland","secondary school degree","173","0.620734466152064","0.563595441168812","0.677873491135315"
"No","2006","Rhineland-Palatinate,Saarland","college entrance qualification","212","0.782447181750952","0.732583988323675","0.832310375178228"
"No","2006","Rhineland-Palatinate,Saarland","Other degree","60","0.643884833763835","0.543264026453611","0.744505641074059"
"No","2006","Rhineland-Palatinate,Saarland","no degree/no degree yet","30","0.665485386529113","0.511360187759115","0.819610585299112"
"No","2006","Baden-Württemberg","lower secondary degree","659","0.693287728774573","0.663635143287541","0.722940314261606"
"No","2006","Baden-Württemberg","secondary school degree","483","0.702346864940684","0.667569625455491","0.737124104425878"
"No","2006","Baden-Württemberg","college entrance qualification","541","0.797392124266406","0.767292093618392","0.827492154914421"
"No","2006","Baden-Württemberg","Other degree","179","0.711885013082923","0.656836034284059","0.766933991881787"
"No","2006","Baden-Württemberg","no degree/no degree yet","90","0.684561054280553","0.601070304634753","0.768051803926352"
"No","2006","Bavaria","lower secondary degree","900","0.693056079195856","0.668098935455333","0.718013222936378"
"No","2006","Bavaria","secondary school degree","545","0.717735346462577","0.686025946308623","0.74944474661653"
"No","2006","Bavaria","college entrance qualification","627","0.807676477093201","0.7796559555184","0.835696998668002"
"No","2006","Bavaria","Other degree","137","0.713683855685598","0.646324039360567","0.781043672010629"
"No","2006","Bavaria","no degree/no degree yet","58","0.615151969591516","0.509840176247638","0.720463762935394"
"No","2006","Berlin","lower secondary degree","95","0.584624498453375","0.505499465969238","0.663749530937511"
"No","2006","Berlin","secondary school degree","174","0.614403986779178","0.555690292435551","0.673117681122805"
"No","2006","Berlin","college entrance qualification","206","0.657697139746968","0.603552518054387","0.711841761439549"
"No","2006","Berlin","Other degree","24","","",""
"No","2006","Berlin","no degree/no degree yet","9","","",""
"No","2006","Brandenburg","lower secondary degree","198","0.733254128279014","0.679905625023184","0.786602631534845"
"No","2006","Brandenburg","secondary school degree","287","0.680548964748473","0.635250579061992","0.725847350434954"
"No","2006","Brandenburg","college entrance qualification","165","0.744654703440617","0.687422949018382","0.801886457862852"
"No","2006","Brandenburg","Other degree","11","","",""
"No","2006","Brandenburg","no degree/no degree yet","10","","",""
"No","2006","Mecklenburg-Western Pomerania","lower secondary degree","97","0.682153291623819","0.605566519210706","0.758740064036931"
"No","2006","Mecklenburg-Western Pomerania","secondary school degree","182","0.684477139851212","0.628418698728689","0.740535580973735"
"No","2006","Mecklenburg-Western Pomerania","college entrance qualification","78","0.633908578030313","0.541765751091837","0.726051404968789"
"No","2006","Mecklenburg-Western Pomerania","Other degree","9","","",""
"No","2006","Mecklenburg-Western Pomerania","no degree/no degree yet","12","","",""
"No","2006","Saxony","lower secondary degree","337","0.793752080132336","0.75491761836904","0.832586541895632"
"No","2006","Saxony","secondary school degree","531","0.70546765481073","0.672625073628286","0.738310235993174"
"No","2006","Saxony","college entrance qualification","285","0.796080271916748","0.754517687710869","0.837642856122627"
"No","2006","Saxony","Other degree","12","","",""
"No","2006","Saxony","no degree/no degree yet","22","","",""
"No","2006","Saxony-Anhalt","lower secondary degree","203","0.778849182213237","0.730237568933256","0.827460795493218"
"No","2006","Saxony-Anhalt","secondary school degree","236","0.618101320942697","0.569122750497912","0.667079891387481"
"No","2006","Saxony-Anhalt","college entrance qualification","147","0.765218785440009","0.707196391347602","0.823241179532415"
"No","2006","Saxony-Anhalt","Other degree","10","","",""
"No","2006","Saxony-Anhalt","no degree/no degree yet","16","","",""
"No","2006","Thuringia","lower secondary degree","245","0.768796987571966","0.722385975339371","0.815207999804561"
"No","2006","Thuringia","secondary school degree","294","0.692664367354871","0.648953030635064","0.736375704074677"
"No","2006","Thuringia","college entrance qualification","136","0.770609989610965","0.707958758805819","0.833261220416111"
"No","2006","Thuringia","Other degree","7","","",""
"No","2006","Thuringia","no degree/no degree yet","7","","",""
"Yes","2007","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","2007","Schleswig-Holstein","secondary school degree","","","",""
"Yes","2007","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","2007","Schleswig-Holstein","Other degree","","","",""
"Yes","2007","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","2007","Hamburg","lower secondary degree","","","",""
"Yes","2007","Hamburg","secondary school degree","","","",""
"Yes","2007","Hamburg","college entrance qualification","","","",""
"Yes","2007","Hamburg","Other degree","","","",""
"Yes","2007","Hamburg","no degree/no degree yet","","","",""
"Yes","2007","Lower Saxony","lower secondary degree","","","",""
"Yes","2007","Lower Saxony","secondary school degree","","","",""
"Yes","2007","Lower Saxony","college entrance qualification","","","",""
"Yes","2007","Lower Saxony","Other degree","","","",""
"Yes","2007","Lower Saxony","no degree/no degree yet","","","",""
"Yes","2007","Bremen","lower secondary degree","","","",""
"Yes","2007","Bremen","secondary school degree","","","",""
"Yes","2007","Bremen","college entrance qualification","","","",""
"Yes","2007","Bremen","Other degree","","","",""
"Yes","2007","Bremen","no degree/no degree yet","","","",""
"Yes","2007","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","2007","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","2007","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","2007","North Rhine-Westphalia","Other degree","","","",""
"Yes","2007","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","2007","Hesse","lower secondary degree","","","",""
"Yes","2007","Hesse","secondary school degree","","","",""
"Yes","2007","Hesse","college entrance qualification","","","",""
"Yes","2007","Hesse","Other degree","","","",""
"Yes","2007","Hesse","no degree/no degree yet","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","2007","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","2007","Baden-Württemberg","lower secondary degree","","","",""
"Yes","2007","Baden-Württemberg","secondary school degree","","","",""
"Yes","2007","Baden-Württemberg","college entrance qualification","","","",""
"Yes","2007","Baden-Württemberg","Other degree","","","",""
"Yes","2007","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","2007","Bavaria","lower secondary degree","","","",""
"Yes","2007","Bavaria","secondary school degree","","","",""
"Yes","2007","Bavaria","college entrance qualification","","","",""
"Yes","2007","Bavaria","Other degree","","","",""
"Yes","2007","Bavaria","no degree/no degree yet","","","",""
"Yes","2007","Berlin","lower secondary degree","","","",""
"Yes","2007","Berlin","secondary school degree","","","",""
"Yes","2007","Berlin","college entrance qualification","","","",""
"Yes","2007","Berlin","Other degree","","","",""
"Yes","2007","Berlin","no degree/no degree yet","","","",""
"Yes","2007","Brandenburg","lower secondary degree","","","",""
"Yes","2007","Brandenburg","secondary school degree","","","",""
"Yes","2007","Brandenburg","college entrance qualification","","","",""
"Yes","2007","Brandenburg","Other degree","","","",""
"Yes","2007","Brandenburg","no degree/no degree yet","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2007","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2007","Saxony","lower secondary degree","","","",""
"Yes","2007","Saxony","secondary school degree","","","",""
"Yes","2007","Saxony","college entrance qualification","","","",""
"Yes","2007","Saxony","Other degree","","","",""
"Yes","2007","Saxony","no degree/no degree yet","","","",""
"Yes","2007","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","2007","Saxony-Anhalt","secondary school degree","","","",""
"Yes","2007","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","2007","Saxony-Anhalt","Other degree","","","",""
"Yes","2007","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2007","Thuringia","lower secondary degree","","","",""
"Yes","2007","Thuringia","secondary school degree","","","",""
"Yes","2007","Thuringia","college entrance qualification","","","",""
"Yes","2007","Thuringia","Other degree","","","",""
"Yes","2007","Thuringia","no degree/no degree yet","","","",""
"No","2007","Schleswig-Holstein","lower secondary degree","","","",""
"No","2007","Schleswig-Holstein","secondary school degree","","","",""
"No","2007","Schleswig-Holstein","college entrance qualification","","","",""
"No","2007","Schleswig-Holstein","Other degree","","","",""
"No","2007","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","2007","Hamburg","lower secondary degree","","","",""
"No","2007","Hamburg","secondary school degree","","","",""
"No","2007","Hamburg","college entrance qualification","","","",""
"No","2007","Hamburg","Other degree","","","",""
"No","2007","Hamburg","no degree/no degree yet","","","",""
"No","2007","Lower Saxony","lower secondary degree","","","",""
"No","2007","Lower Saxony","secondary school degree","","","",""
"No","2007","Lower Saxony","college entrance qualification","","","",""
"No","2007","Lower Saxony","Other degree","","","",""
"No","2007","Lower Saxony","no degree/no degree yet","","","",""
"No","2007","Bremen","lower secondary degree","","","",""
"No","2007","Bremen","secondary school degree","","","",""
"No","2007","Bremen","college entrance qualification","","","",""
"No","2007","Bremen","Other degree","","","",""
"No","2007","Bremen","no degree/no degree yet","","","",""
"No","2007","North Rhine-Westphalia","lower secondary degree","","","",""
"No","2007","North Rhine-Westphalia","secondary school degree","","","",""
"No","2007","North Rhine-Westphalia","college entrance qualification","","","",""
"No","2007","North Rhine-Westphalia","Other degree","","","",""
"No","2007","North Rhine-Westphalia","no degree/no degree yet","","","",""
"No","2007","Hesse","lower secondary degree","","","",""
"No","2007","Hesse","secondary school degree","","","",""
"No","2007","Hesse","college entrance qualification","","","",""
"No","2007","Hesse","Other degree","","","",""
"No","2007","Hesse","no degree/no degree yet","","","",""
"No","2007","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"No","2007","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"No","2007","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"No","2007","Rhineland-Palatinate,Saarland","Other degree","","","",""
"No","2007","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"No","2007","Baden-Württemberg","lower secondary degree","","","",""
"No","2007","Baden-Württemberg","secondary school degree","","","",""
"No","2007","Baden-Württemberg","college entrance qualification","","","",""
"No","2007","Baden-Württemberg","Other degree","","","",""
"No","2007","Baden-Württemberg","no degree/no degree yet","","","",""
"No","2007","Bavaria","lower secondary degree","","","",""
"No","2007","Bavaria","secondary school degree","","","",""
"No","2007","Bavaria","college entrance qualification","","","",""
"No","2007","Bavaria","Other degree","","","",""
"No","2007","Bavaria","no degree/no degree yet","","","",""
"No","2007","Berlin","lower secondary degree","","","",""
"No","2007","Berlin","secondary school degree","","","",""
"No","2007","Berlin","college entrance qualification","","","",""
"No","2007","Berlin","Other degree","","","",""
"No","2007","Berlin","no degree/no degree yet","","","",""
"No","2007","Brandenburg","lower secondary degree","","","",""
"No","2007","Brandenburg","secondary school degree","","","",""
"No","2007","Brandenburg","college entrance qualification","","","",""
"No","2007","Brandenburg","Other degree","","","",""
"No","2007","Brandenburg","no degree/no degree yet","","","",""
"No","2007","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No","2007","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No","2007","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"No","2007","Mecklenburg-Western Pomerania","Other degree","","","",""
"No","2007","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","2007","Saxony","lower secondary degree","","","",""
"No","2007","Saxony","secondary school degree","","","",""
"No","2007","Saxony","college entrance qualification","","","",""
"No","2007","Saxony","Other degree","","","",""
"No","2007","Saxony","no degree/no degree yet","","","",""
"No","2007","Saxony-Anhalt","lower secondary degree","","","",""
"No","2007","Saxony-Anhalt","secondary school degree","","","",""
"No","2007","Saxony-Anhalt","college entrance qualification","","","",""
"No","2007","Saxony-Anhalt","Other degree","","","",""
"No","2007","Saxony-Anhalt","no degree/no degree yet","","","",""
"No","2007","Thuringia","lower secondary degree","","","",""
"No","2007","Thuringia","secondary school degree","","","",""
"No","2007","Thuringia","college entrance qualification","","","",""
"No","2007","Thuringia","Other degree","","","",""
"No","2007","Thuringia","no degree/no degree yet","","","",""
"Yes","2008","Schleswig-Holstein","lower secondary degree","55","0.306435144681971","0.243327207309428","0.369543082054514"
"Yes","2008","Schleswig-Holstein","secondary school degree","44","0.314002485368392","0.240700532583642","0.387304438153141"
"Yes","2008","Schleswig-Holstein","college entrance qualification","25","","",""
"Yes","2008","Schleswig-Holstein","Other degree","8","","",""
"Yes","2008","Schleswig-Holstein","no degree/no degree yet","3","","",""
"Yes","2008","Hamburg","lower secondary degree","18","","",""
"Yes","2008","Hamburg","secondary school degree","26","","",""
"Yes","2008","Hamburg","college entrance qualification","27","","",""
"Yes","2008","Hamburg","Other degree","2","","",""
"Yes","2008","Hamburg","no degree/no degree yet","3","","",""
"Yes","2008","Lower Saxony","lower secondary degree","177","0.274087319981902","0.23908938180359","0.309085258160213"
"Yes","2008","Lower Saxony","secondary school degree","159","0.328301909875966","0.288912857649968","0.367690962101964"
"Yes","2008","Lower Saxony","college entrance qualification","91","0.238305341056737","0.197704479398555","0.278906202714918"
"Yes","2008","Lower Saxony","Other degree","18","","",""
"Yes","2008","Lower Saxony","no degree/no degree yet","11","","",""
"Yes","2008","Bremen","lower secondary degree","9","","",""
"Yes","2008","Bremen","secondary school degree","15","","",""
"Yes","2008","Bremen","college entrance qualification","7","","",""
"Yes","2008","Bremen","Other degree","2","","",""
"Yes","2008","Bremen","no degree/no degree yet","","","",""
"Yes","2008","North Rhine-Westphalia","lower secondary degree","449","0.341323800115752","0.316361434055674","0.36628616617583"
"Yes","2008","North Rhine-Westphalia","secondary school degree","293","0.340753165872321","0.309366873637091","0.37213945810755"
"Yes","2008","North Rhine-Westphalia","college entrance qualification","268","0.233060761898033","0.208999366698821","0.257122157097246"
"Yes","2008","North Rhine-Westphalia","Other degree","67","0.299296007982456","0.243738136943887","0.354853879021025"
"Yes","2008","North Rhine-Westphalia","no degree/no degree yet","27","","",""
"Yes","2008","Hesse","lower secondary degree","113","0.339930779001075","0.293098876424617","0.386762681577533"
"Yes","2008","Hesse","secondary school degree","123","0.3499470109874","0.300402149793175","0.399491872181624"
"Yes","2008","Hesse","college entrance qualification","78","0.18375521918525","0.146628207015215","0.220882231355285"
"Yes","2008","Hesse","Other degree","28","","",""
"Yes","2008","Hesse","no degree/no degree yet","8","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","lower secondary degree","148","0.262013140078065","0.223584948333117","0.300441331823013"
"Yes","2008","Rhineland-Palatinate,Saarland","secondary school degree","79","0.300752343718539","0.241995266786543","0.359509420650534"
"Yes","2008","Rhineland-Palatinate,Saarland","college entrance qualification","30","0.0966715052609889","0.0593626722245709","0.133980338297407"
"Yes","2008","Rhineland-Palatinate,Saarland","Other degree","16","","",""
"Yes","2008","Rhineland-Palatinate,Saarland","no degree/no degree yet","9","","",""
"Yes","2008","Baden-Württemberg","lower secondary degree","201","0.278857108707689","0.247586519180498","0.31012769823488"
"Yes","2008","Baden-Württemberg","secondary school degree","147","0.243867475308095","0.209159016574558","0.278575934041631"
"Yes","2008","Baden-Württemberg","college entrance qualification","100","0.180388423175527","0.149544522307022","0.211232324044032"
"Yes","2008","Baden-Württemberg","Other degree","56","0.307482734003159","0.245512382548435","0.369453085457882"
"Yes","2008","Baden-Württemberg","no degree/no degree yet","24","","",""
"Yes","2008","Bavaria","lower secondary degree","372","0.324796301858913","0.297588096053101","0.352004507664725"
"Yes","2008","Bavaria","secondary school degree","173","0.242732293949977","0.210316851569042","0.275147736330911"
"Yes","2008","Bavaria","college entrance qualification","111","0.167423329645136","0.13958589737521","0.195260761915062"
"Yes","2008","Bavaria","Other degree","32","0.318837153390717","0.241083915186831","0.396590391594603"
"Yes","2008","Bavaria","no degree/no degree yet","20","","",""
"Yes","2008","Berlin","lower secondary degree","37","0.3159905492585","0.232460505607331","0.39952059290967"
"Yes","2008","Berlin","secondary school degree","81","0.362107270417913","0.301429164149433","0.422785376686393"
"Yes","2008","Berlin","college entrance qualification","86","0.277391238623792","0.225503701653746","0.329278775593839"
"Yes","2008","Berlin","Other degree","10","","",""
"Yes","2008","Berlin","no degree/no degree yet","10","","",""
"Yes","2008","Brandenburg","lower secondary degree","59","0.299288949756691","0.239976593921109","0.358601305592272"
"Yes","2008","Brandenburg","secondary school degree","105","0.344465806346991","0.294964439160159","0.393967173533822"
"Yes","2008","Brandenburg","college entrance qualification","46","0.25329432819018","0.192253805621544","0.314334850758817"
"Yes","2008","Brandenburg","Other degree","4","","",""
"Yes","2008","Brandenburg","no degree/no degree yet","3","","",""
"Yes","2008","Mecklenburg-Western Pomerania","lower secondary degree","43","0.372411834318859","0.287661348976216","0.457162319661503"
"Yes","2008","Mecklenburg-Western Pomerania","secondary school degree","68","0.313312780871997","0.252839656223079","0.373785905520915"
"Yes","2008","Mecklenburg-Western Pomerania","college entrance qualification","25","","",""
"Yes","2008","Mecklenburg-Western Pomerania","Other degree","1","","",""
"Yes","2008","Mecklenburg-Western Pomerania","no degree/no degree yet","3","","",""
"Yes","2008","Saxony","lower secondary degree","67","0.216813781074739","0.173948085573022","0.259679476576457"
"Yes","2008","Saxony","secondary school degree","173","0.26954335152691","0.235919569055357","0.303167133998463"
"Yes","2008","Saxony","college entrance qualification","79","0.25829772431537","0.211773008587505","0.304822440043234"
"Yes","2008","Saxony","Other degree","2","","",""
"Yes","2008","Saxony","no degree/no degree yet","6","","",""
"Yes","2008","Saxony-Anhalt","lower secondary degree","62","0.230080730451008","0.175805107165969","0.284356353736048"
"Yes","2008","Saxony-Anhalt","secondary school degree","123","0.343898446245543","0.293258832920353","0.394538059570734"
"Yes","2008","Saxony-Anhalt","college entrance qualification","49","0.187034913166532","0.133261241020949","0.240808585312115"
"Yes","2008","Saxony-Anhalt","Other degree","5","","",""
"Yes","2008","Saxony-Anhalt","no degree/no degree yet","2","","",""
"Yes","2008","Thuringia","lower secondary degree","64","0.239031211829589","0.190029378903534","0.288033044755644"
"Yes","2008","Thuringia","secondary school degree","116","0.300530462288215","0.254492694755466","0.346568229820964"
"Yes","2008","Thuringia","college entrance qualification","26","","",""
"Yes","2008","Thuringia","Other degree","1","","",""
"Yes","2008","Thuringia","no degree/no degree yet","3","","",""
"No","2008","Schleswig-Holstein","lower secondary degree","150","0.693564855318029","0.630456917945487","0.756672792690572"
"No","2008","Schleswig-Holstein","secondary school degree","110","0.685997514631608","0.612695561846859","0.759299467416357"
"No","2008","Schleswig-Holstein","college entrance qualification","125","0.803810925648134","0.740260740080911","0.867361111215357"
"No","2008","Schleswig-Holstein","Other degree","10","","",""
"No","2008","Schleswig-Holstein","no degree/no degree yet","15","","",""
"No","2008","Hamburg","lower secondary degree","47","0.655037894840459","0.539477153281045","0.770598636399874"
"No","2008","Hamburg","secondary school degree","52","0.507498016617656","0.396549383470347","0.618446649764965"
"No","2008","Hamburg","college entrance qualification","85","0.779091208003987","0.702259633759714","0.855922782248259"
"No","2008","Hamburg","Other degree","12","","",""
"No","2008","Hamburg","no degree/no degree yet","6","","",""
"No","2008","Lower Saxony","lower secondary degree","447","0.725912680018098","0.690914741839787","0.76091061819641"
"No","2008","Lower Saxony","secondary school degree","387","0.671698090124034","0.632309037898036","0.711087142350032"
"No","2008","Lower Saxony","college entrance qualification","332","0.761694658943263","0.721093797285082","0.802295520601445"
"No","2008","Lower Saxony","Other degree","51","0.834006192276179","0.746214357221286","0.921798027331072"
"No","2008","Lower Saxony","no degree/no degree yet","46","0.786977974571006","0.680685086614219","0.893270862527793"
"No","2008","Bremen","lower secondary degree","30","0.818086643279156","0.697013523765599","0.939159762792713"
"No","2008","Bremen","secondary school degree","30","0.632237914602316","0.491352647703852","0.77312318150078"
"No","2008","Bremen","college entrance qualification","35","0.834717070837546","0.722384138995309","0.947050002679783"
"No","2008","Bremen","Other degree","5","","",""
"No","2008","Bremen","no degree/no degree yet","1","","",""
"No","2008","North Rhine-Westphalia","lower secondary degree","937","0.658676199884248","0.63371383382417","0.683638565944326"
"No","2008","North Rhine-Westphalia","secondary school degree","583","0.659246834127679","0.62786054189245","0.690633126362909"
"No","2008","North Rhine-Westphalia","college entrance qualification","918","0.766939238101967","0.742877842902754","0.791000633301179"
"No","2008","North Rhine-Westphalia","Other degree","194","0.700703992017544","0.645146120978975","0.756261863056113"
"No","2008","North Rhine-Westphalia","no degree/no degree yet","99","0.726491455725461","0.648658500047167","0.804324411403755"
"No","2008","Hesse","lower secondary degree","280","0.660069220998925","0.613237318422467","0.706901123575383"
"No","2008","Hesse","secondary school degree","233","0.6500529890126","0.600508127818376","0.699597850206825"
"No","2008","Hesse","college entrance qualification","340","0.81624478081475","0.779117768644714","0.853371792984785"
"No","2008","Hesse","Other degree","56","0.613983661335507","0.509874320028703","0.71809300264231"
"No","2008","Hesse","no degree/no degree yet","31","0.832883849891355","0.715794547355675","0.949973152427035"
"No","2008","Rhineland-Palatinate,Saarland","lower secondary degree","355","0.737986859921935","0.699558668176987","0.776415051666883"
"No","2008","Rhineland-Palatinate,Saarland","secondary school degree","155","0.699247656281461","0.640490579349466","0.758004733213457"
"No","2008","Rhineland-Palatinate,Saarland","college entrance qualification","211","0.903328494739011","0.866019661702593","0.940637327775429"
"No","2008","Rhineland-Palatinate,Saarland","Other degree","52","0.735460274400699","0.630622282497057","0.840298266304342"
"No","2008","Rhineland-Palatinate,Saarland","no degree/no degree yet","20","","",""
"No","2008","Baden-Württemberg","lower secondary degree","589","0.721142891292311","0.68987230176512","0.752413480819502"
"No","2008","Baden-Württemberg","secondary school degree","441","0.756132524691905","0.721424065958369","0.790840983425442"
"No","2008","Baden-Württemberg","college entrance qualification","497","0.819611576824473","0.788767675955968","0.850455477692978"
"No","2008","Baden-Württemberg","Other degree","157","0.692517265996841","0.630546914542118","0.754487617451565"
"No","2008","Baden-Württemberg","no degree/no degree yet","70","0.664152100176237","0.568677190145293","0.759627010207181"
"No","2008","Bavaria","lower secondary degree","766","0.675203698141087","0.647995492335275","0.702411903946899"
"No","2008","Bavaria","secondary school degree","499","0.757267706050024","0.724852263669089","0.789683148430958"
"No","2008","Bavaria","college entrance qualification","580","0.832576670354864","0.804739238084938","0.86041410262479"
"No","2008","Bavaria","Other degree","106","0.681162846609283","0.603409608405397","0.758916084813169"
"No","2008","Bavaria","no degree/no degree yet","43","0.566056736700544","0.443672841053859","0.688440632347228"
"No","2008","Berlin","lower secondary degree","82","0.6840094507415","0.60047940709033","0.767539494392669"
