"ple0081_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"No","2010","Schleswig-Holstein","college entrance qualification","105","0.884635212366989","0.826500190121696","0.942770234612282"
"No","2010","Schleswig-Holstein","Other degree","11","","",""
"No","2010","Schleswig-Holstein","no degree/no degree yet","13","","",""
"No","2010","Hamburg","lower secondary degree","41","0.691998433222163","0.568863797604941","0.815133068839386"
"No","2010","Hamburg","secondary school degree","54","0.621573574920314","0.513245823766612","0.729901326074016"
"No","2010","Hamburg","college entrance qualification","86","0.636778550034259","0.548106075955467","0.72545102411305"
"No","2010","Hamburg","Other degree","9","","",""
"No","2010","Hamburg","no degree/no degree yet","5","","",""
"No","2010","Lower Saxony","lower secondary degree","382","0.765793002589238","0.729462745633704","0.802123259544773"
"No","2010","Lower Saxony","secondary school degree","318","0.667232194489748","0.624171768379832","0.710292620599664"
"No","2010","Lower Saxony","college entrance qualification","322","0.766929527445966","0.72585503135286","0.808004023539072"
"No","2010","Lower Saxony","Other degree","39","0.862812606073745","0.768389486014905","0.957235726132586"
"No","2010","Lower Saxony","no degree/no degree yet","32","0.66663661019497","0.520546227286058","0.812726993103883"
"No","2010","Bremen","lower secondary degree","23","","",""
"No","2010","Bremen","secondary school degree","23","","",""
"No","2010","Bremen","college entrance qualification","27","","",""
"No","2010","Bremen","Other degree","3","","",""
"No","2010","Bremen","no degree/no degree yet","1","","",""
"No","2010","North Rhine-Westphalia","lower secondary degree","805","0.700831159252505","0.674446815774418","0.727215502730591"
"No","2010","North Rhine-Westphalia","secondary school degree","506","0.68248546007418","0.649280487506792","0.715690432641569"
"No","2010","North Rhine-Westphalia","college entrance qualification","828","0.768107910421797","0.742653079433871","0.793562741409723"
"No","2010","North Rhine-Westphalia","Other degree","161","0.727883153429112","0.667546183474952","0.788220123383272"
"No","2010","North Rhine-Westphalia","no degree/no degree yet","94","0.787092773182856","0.714153140842171","0.86003240552354"
"No","2010","Hesse","lower secondary degree","220","0.685281817756071","0.63366830494507","0.736895330567072"
"No","2010","Hesse","secondary school degree","201","0.649483465352468","0.594943767186658","0.704023163518278"
"No","2010","Hesse","college entrance qualification","327","0.809636488813293","0.771259406452534","0.848013571174051"
"No","2010","Hesse","Other degree","45","0.742886824195224","0.634100139798939","0.851673508591509"
"No","2010","Hesse","no degree/no degree yet","27","","",""
"No","2010","Rhineland-Palatinate,Saarland","lower secondary degree","307","0.750941283880428","0.710207195085319","0.791675372675537"
"No","2010","Rhineland-Palatinate,Saarland","secondary school degree","125","0.652605934688154","0.586944689675186","0.718267179701123"
"No","2010","Rhineland-Palatinate,Saarland","college entrance qualification","181","0.828745617807541","0.77803351376987","0.879457721845212"
"No","2010","Rhineland-Palatinate,Saarland","Other degree","43","0.766347786521505","0.655519152379206","0.877176420663803"
"No","2010","Rhineland-Palatinate,Saarland","no degree/no degree yet","18","","",""
"No","2010","Baden-Württemberg","lower secondary degree","486","0.76613845567531","0.733370291274829","0.798906620075791"
"No","2010","Baden-Württemberg","secondary school degree","400","0.718706013756371","0.680023002398222","0.75738902511452"
"No","2010","Baden-Württemberg","college entrance qualification","448","0.814576018886592","0.781796696476981","0.847355341296204"
"No","2010","Baden-Württemberg","Other degree","104","0.773597657167186","0.703001796381324","0.844193517953048"
"No","2010","Baden-Württemberg","no degree/no degree yet","42","0.792835092225524","0.687624324194312","0.898045860256735"
"No","2010","Bavaria","lower secondary degree","639","0.666315859669926","0.636410139638825","0.696221579701027"
"No","2010","Bavaria","secondary school degree","456","0.715830907271523","0.680214395894868","0.751447418648178"
"No","2010","Bavaria","college entrance qualification","518","0.817871471498584","0.78726882362828","0.848474119368888"
"No","2010","Bavaria","Other degree","92","0.74305731423736","0.66249384572191","0.823620782752809"
"No","2010","Bavaria","no degree/no degree yet","56","0.648638728435342","0.535996319770911","0.761281137099773"
"No","2010","Berlin","lower secondary degree","78","0.697704417425867","0.611881477952474","0.78352735689926"
"No","2010","Berlin","secondary school degree","145","0.62769722549187","0.56424908473082","0.691145366252919"
"No","2010","Berlin","college entrance qualification","193","0.720106863524844","0.665536604324929","0.774677122724759"
"No","2010","Berlin","Other degree","20","","",""
"No","2010","Berlin","no degree/no degree yet","8","","",""
"No","2010","Brandenburg","lower secondary degree","150","0.786107623823517","0.728406285973478","0.843808961673556"
"No","2010","Brandenburg","secondary school degree","216","0.664255870310169","0.611169477805393","0.717342262814946"
"No","2010","Brandenburg","college entrance qualification","143","0.840877056331784","0.787140387171607","0.894613725491961"
"No","2010","Brandenburg","Other degree","5","","",""
"No","2010","Brandenburg","no degree/no degree yet","11","","",""
"No","2010","Mecklenburg-Western Pomerania","lower secondary degree","66","0.69004910853461","0.598015030014071","0.78208318705515"
"No","2010","Mecklenburg-Western Pomerania","secondary school degree","145","0.686223658098303","0.622703129780002","0.749744186416603"
"No","2010","Mecklenburg-Western Pomerania","college entrance qualification","76","0.693064990725513","0.602667102426815","0.783462879024212"
"No","2010","Mecklenburg-Western Pomerania","Other degree","1","","",""
"No","2010","Mecklenburg-Western Pomerania","no degree/no degree yet","7","","",""
"No","2010","Saxony","lower secondary degree","235","0.82480722350343","0.780828616595713","0.868785830411148"
"No","2010","Saxony","secondary school degree","450","0.783556583342529","0.750326650960946","0.816786515724111"
"No","2010","Saxony","college entrance qualification","247","0.785303298491512","0.740173236722145","0.83043336026088"
"No","2010","Saxony","Other degree","6","","",""
"No","2010","Saxony","no degree/no degree yet","10","","",""
"No","2010","Saxony-Anhalt","lower secondary degree","141","0.791960759558352","0.734842931133673","0.849078587983031"
"No","2010","Saxony-Anhalt","secondary school degree","181","0.633517160209341","0.578532303623162","0.68850201679552"
"No","2010","Saxony-Anhalt","college entrance qualification","148","0.78914617083403","0.731447348426134","0.846844993241925"
"No","2010","Saxony-Anhalt","Other degree","7","","",""
"No","2010","Saxony-Anhalt","no degree/no degree yet","5","","",""
"No","2010","Thuringia","lower secondary degree","183","0.74589114474933","0.691152684145327","0.800629605353332"
"No","2010","Thuringia","secondary school degree","235","0.689822115456727","0.640798085428011","0.738846145485443"
"No","2010","Thuringia","college entrance qualification","110","0.88792671698179","0.83490933897138","0.940944094992201"
"No","2010","Thuringia","Other degree","4","","",""
"No","2010","Thuringia","no degree/no degree yet","3","","",""
"Yes","2011","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","2011","Schleswig-Holstein","secondary school degree","","","",""
"Yes","2011","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","2011","Schleswig-Holstein","Other degree","","","",""
"Yes","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","2011","Hamburg","lower secondary degree","","","",""
"Yes","2011","Hamburg","secondary school degree","","","",""
"Yes","2011","Hamburg","college entrance qualification","","","",""
"Yes","2011","Hamburg","Other degree","","","",""
"Yes","2011","Hamburg","no degree/no degree yet","","","",""
"Yes","2011","Lower Saxony","lower secondary degree","","","",""
"Yes","2011","Lower Saxony","secondary school degree","","","",""
"Yes","2011","Lower Saxony","college entrance qualification","","","",""
"Yes","2011","Lower Saxony","Other degree","","","",""
"Yes","2011","Lower Saxony","no degree/no degree yet","","","",""
"Yes","2011","Bremen","lower secondary degree","","","",""
"Yes","2011","Bremen","secondary school degree","","","",""
"Yes","2011","Bremen","college entrance qualification","","","",""
"Yes","2011","Bremen","Other degree","","","",""
"Yes","2011","Bremen","no degree/no degree yet","","","",""
"Yes","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"Yes","2011","North Rhine-Westphalia","secondary school degree","","","",""
"Yes","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"Yes","2011","North Rhine-Westphalia","Other degree","","","",""
"Yes","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","2011","Hesse","lower secondary degree","","","",""
"Yes","2011","Hesse","secondary school degree","","","",""
"Yes","2011","Hesse","college entrance qualification","","","",""
"Yes","2011","Hesse","Other degree","","","",""
"Yes","2011","Hesse","no degree/no degree yet","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","2011","Baden-Württemberg","lower secondary degree","","","",""
"Yes","2011","Baden-Württemberg","secondary school degree","","","",""
"Yes","2011","Baden-Württemberg","college entrance qualification","","","",""
"Yes","2011","Baden-Württemberg","Other degree","","","",""
"Yes","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","2011","Bavaria","lower secondary degree","","","",""
"Yes","2011","Bavaria","secondary school degree","","","",""
"Yes","2011","Bavaria","college entrance qualification","","","",""
"Yes","2011","Bavaria","Other degree","","","",""
"Yes","2011","Bavaria","no degree/no degree yet","","","",""
"Yes","2011","Berlin","lower secondary degree","","","",""
"Yes","2011","Berlin","secondary school degree","","","",""
"Yes","2011","Berlin","college entrance qualification","","","",""
"Yes","2011","Berlin","Other degree","","","",""
"Yes","2011","Berlin","no degree/no degree yet","","","",""
"Yes","2011","Brandenburg","lower secondary degree","","","",""
"Yes","2011","Brandenburg","secondary school degree","","","",""
"Yes","2011","Brandenburg","college entrance qualification","","","",""
"Yes","2011","Brandenburg","Other degree","","","",""
"Yes","2011","Brandenburg","no degree/no degree yet","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2011","Saxony","lower secondary degree","","","",""
"Yes","2011","Saxony","secondary school degree","","","",""
"Yes","2011","Saxony","college entrance qualification","","","",""
"Yes","2011","Saxony","Other degree","","","",""
"Yes","2011","Saxony","no degree/no degree yet","","","",""
"Yes","2011","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","2011","Saxony-Anhalt","secondary school degree","","","",""
"Yes","2011","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","2011","Saxony-Anhalt","Other degree","","","",""
"Yes","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","2011","Thuringia","lower secondary degree","","","",""
"Yes","2011","Thuringia","secondary school degree","","","",""
"Yes","2011","Thuringia","college entrance qualification","","","",""
"Yes","2011","Thuringia","Other degree","","","",""
"Yes","2011","Thuringia","no degree/no degree yet","","","",""
"No","2011","Schleswig-Holstein","lower secondary degree","","","",""
"No","2011","Schleswig-Holstein","secondary school degree","","","",""
"No","2011","Schleswig-Holstein","college entrance qualification","","","",""
"No","2011","Schleswig-Holstein","Other degree","","","",""
"No","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","2011","Hamburg","lower secondary degree","","","",""
"No","2011","Hamburg","secondary school degree","","","",""
"No","2011","Hamburg","college entrance qualification","","","",""
"No","2011","Hamburg","Other degree","","","",""
"No","2011","Hamburg","no degree/no degree yet","","","",""
"No","2011","Lower Saxony","lower secondary degree","","","",""
"No","2011","Lower Saxony","secondary school degree","","","",""
"No","2011","Lower Saxony","college entrance qualification","","","",""
"No","2011","Lower Saxony","Other degree","","","",""
"No","2011","Lower Saxony","no degree/no degree yet","","","",""
"No","2011","Bremen","lower secondary degree","","","",""
"No","2011","Bremen","secondary school degree","","","",""
"No","2011","Bremen","college entrance qualification","","","",""
"No","2011","Bremen","Other degree","","","",""
"No","2011","Bremen","no degree/no degree yet","","","",""
"No","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"No","2011","North Rhine-Westphalia","secondary school degree","","","",""
"No","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"No","2011","North Rhine-Westphalia","Other degree","","","",""
"No","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"No","2011","Hesse","lower secondary degree","","","",""
"No","2011","Hesse","secondary school degree","","","",""
"No","2011","Hesse","college entrance qualification","","","",""
"No","2011","Hesse","Other degree","","","",""
"No","2011","Hesse","no degree/no degree yet","","","",""
"No","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"No","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"No","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"No","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"No","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"No","2011","Baden-Württemberg","lower secondary degree","","","",""
"No","2011","Baden-Württemberg","secondary school degree","","","",""
"No","2011","Baden-Württemberg","college entrance qualification","","","",""
"No","2011","Baden-Württemberg","Other degree","","","",""
"No","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"No","2011","Bavaria","lower secondary degree","","","",""
"No","2011","Bavaria","secondary school degree","","","",""
"No","2011","Bavaria","college entrance qualification","","","",""
"No","2011","Bavaria","Other degree","","","",""
"No","2011","Bavaria","no degree/no degree yet","","","",""
"No","2011","Berlin","lower secondary degree","","","",""
"No","2011","Berlin","secondary school degree","","","",""
"No","2011","Berlin","college entrance qualification","","","",""
"No","2011","Berlin","Other degree","","","",""
"No","2011","Berlin","no degree/no degree yet","","","",""
"No","2011","Brandenburg","lower secondary degree","","","",""
"No","2011","Brandenburg","secondary school degree","","","",""
"No","2011","Brandenburg","college entrance qualification","","","",""
"No","2011","Brandenburg","Other degree","","","",""
"No","2011","Brandenburg","no degree/no degree yet","","","",""
"No","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"No","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"No","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","2011","Saxony","lower secondary degree","","","",""
"No","2011","Saxony","secondary school degree","","","",""
"No","2011","Saxony","college entrance qualification","","","",""
"No","2011","Saxony","Other degree","","","",""
"No","2011","Saxony","no degree/no degree yet","","","",""
"No","2011","Saxony-Anhalt","lower secondary degree","","","",""
"No","2011","Saxony-Anhalt","secondary school degree","","","",""
"No","2011","Saxony-Anhalt","college entrance qualification","","","",""
"No","2011","Saxony-Anhalt","Other degree","","","",""
"No","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"No","2011","Thuringia","lower secondary degree","","","",""
"No","2011","Thuringia","secondary school degree","","","",""
"No","2011","Thuringia","college entrance qualification","","","",""
"No","2011","Thuringia","Other degree","","","",""
"No","2011","Thuringia","no degree/no degree yet","","","",""
"Yes","2012","Schleswig-Holstein","lower secondary degree","68","0.325728333335624","0.264356470494139","0.387100196177109"
"Yes","2012","Schleswig-Holstein","secondary school degree","47","0.243209474873019","0.181050959321893","0.305367990424145"
"Yes","2012","Schleswig-Holstein","college entrance qualification","20","","",""
"Yes","2012","Schleswig-Holstein","Other degree","9","","",""
"Yes","2012","Schleswig-Holstein","no degree/no degree yet","4","","",""
"Yes","2012","Hamburg","lower secondary degree","23","","",""
"Yes","2012","Hamburg","secondary school degree","26","","",""
"Yes","2012","Hamburg","college entrance qualification","31","0.210943040554665","0.14384023211388","0.27804584899545"
"Yes","2012","Hamburg","Other degree","4","","",""
"Yes","2012","Hamburg","no degree/no degree yet","2","","",""
"Yes","2012","Lower Saxony","lower secondary degree","185","0.267696984563608","0.233474640335345","0.30191932879187"
"Yes","2012","Lower Saxony","secondary school degree","185","0.338199115220789","0.299563595867374","0.376834634574205"
"Yes","2012","Lower Saxony","college entrance qualification","103","0.237912390143619","0.19974037185958","0.276084408427658"
"Yes","2012","Lower Saxony","Other degree","15","","",""
"Yes","2012","Lower Saxony","no degree/no degree yet","14","","",""
"Yes","2012","Bremen","lower secondary degree","9","","",""
"Yes","2012","Bremen","secondary school degree","13","","",""
"Yes","2012","Bremen","college entrance qualification","8","","",""
"Yes","2012","Bremen","Other degree","","","",""
"Yes","2012","Bremen","no degree/no degree yet","1","","",""
"Yes","2012","North Rhine-Westphalia","lower secondary degree","380","0.291550409788786","0.266807151135143","0.316293668442428"
"Yes","2012","North Rhine-Westphalia","secondary school degree","266","0.298502615137458","0.268147766790499","0.328857463484417"
"Yes","2012","North Rhine-Westphalia","college entrance qualification","261","0.221176934818734","0.198404363345904","0.243949506291564"
"Yes","2012","North Rhine-Westphalia","Other degree","84","0.295641470309275","0.245721405480878","0.345561535137671"
"Yes","2012","North Rhine-Westphalia","no degree/no degree yet","32","0.209684354125029","0.144968662032721","0.274400046217338"
"Yes","2012","Hesse","lower secondary degree","119","0.30797962453575","0.261378344133206","0.354580904938294"
"Yes","2012","Hesse","secondary school degree","101","0.289740722565359","0.243073924313894","0.336407520816824"
"Yes","2012","Hesse","college entrance qualification","77","0.153241549113699","0.120915179210144","0.185567919017255"
"Yes","2012","Hesse","Other degree","26","","",""
"Yes","2012","Hesse","no degree/no degree yet","16","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","lower secondary degree","165","0.293879433910926","0.254574482126218","0.333184385695634"
"Yes","2012","Rhineland-Palatinate,Saarland","secondary school degree","82","0.253570705029961","0.19985618522671","0.307285224833213"
"Yes","2012","Rhineland-Palatinate,Saarland","college entrance qualification","48","0.173166601202675","0.128924473694293","0.217408728711057"
"Yes","2012","Rhineland-Palatinate,Saarland","Other degree","23","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","no degree/no degree yet","10","","",""
"Yes","2012","Baden-Württemberg","lower secondary degree","177","0.222016965206084","0.192813362148906","0.251220568263263"
"Yes","2012","Baden-Württemberg","secondary school degree","149","0.26578867794366","0.230988493667734","0.300588862219585"
"Yes","2012","Baden-Württemberg","college entrance qualification","104","0.186861444414984","0.156918140071416","0.216804748758551"
"Yes","2012","Baden-Württemberg","Other degree","40","0.275137488341932","0.210958284851985","0.33931669183188"
"Yes","2012","Baden-Württemberg","no degree/no degree yet","19","","",""
"Yes","2012","Bavaria","lower secondary degree","342","0.294629369016522","0.26896423800118","0.320294500031865"
"Yes","2012","Bavaria","secondary school degree","207","0.294545203560455","0.262798687404426","0.326291719716483"
"Yes","2012","Bavaria","college entrance qualification","130","0.189537458769344","0.162579681755286","0.216495235783401"
"Yes","2012","Bavaria","Other degree","50","0.270886504800595","0.210921466346411","0.33085154325478"
"Yes","2012","Bavaria","no degree/no degree yet","22","","",""
"Yes","2012","Berlin","lower secondary degree","46","0.274657738775697","0.202990220167393","0.346325257384002"
"Yes","2012","Berlin","secondary school degree","88","0.342119715254021","0.285739578388017","0.398499852120025"
"Yes","2012","Berlin","college entrance qualification","76","0.220069320504465","0.174888451151777","0.265250189857153"
"Yes","2012","Berlin","Other degree","14","","",""
"Yes","2012","Berlin","no degree/no degree yet","11","","",""
"Yes","2012","Brandenburg","lower secondary degree","71","0.305871937930886","0.248524784020773","0.363219091840998"
"Yes","2012","Brandenburg","secondary school degree","115","0.337874170656259","0.289217483094398","0.386530858218119"
"Yes","2012","Brandenburg","college entrance qualification","44","0.225410939247671","0.167930080726462","0.282891797768879"
"Yes","2012","Brandenburg","Other degree","8","","",""
"Yes","2012","Brandenburg","no degree/no degree yet","3","","",""
"Yes","2012","Mecklenburg-Western Pomerania","lower secondary degree","37","0.328811731407346","0.242575157149497","0.415048305665194"
"Yes","2012","Mecklenburg-Western Pomerania","secondary school degree","88","0.378221144954667","0.317987479238598","0.438454810670736"
"Yes","2012","Mecklenburg-Western Pomerania","college entrance qualification","20","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Other degree","1","","",""
"Yes","2012","Mecklenburg-Western Pomerania","no degree/no degree yet","6","","",""
"Yes","2012","Saxony","lower secondary degree","63","0.209949631586254","0.166206394083713","0.253692869088796"
"Yes","2012","Saxony","secondary school degree","175","0.26279165778567","0.22983040476","0.29575291081134"
"Yes","2012","Saxony","college entrance qualification","76","0.195842573673835","0.154848513617202","0.236836633730468"
"Yes","2012","Saxony","Other degree","7","","",""
"Yes","2012","Saxony","no degree/no degree yet","1","","",""
"Yes","2012","Saxony-Anhalt","lower secondary degree","62","0.223118322832021","0.169429094893369","0.276807550770673"
"Yes","2012","Saxony-Anhalt","secondary school degree","126","0.347316945658047","0.296930330312298","0.397703561003797"
"Yes","2012","Saxony-Anhalt","college entrance qualification","44","0.201358258867525","0.146057240058121","0.25665927767693"
"Yes","2012","Saxony-Anhalt","Other degree","5","","",""
"Yes","2012","Saxony-Anhalt","no degree/no degree yet","6","","",""
"Yes","2012","Thuringia","lower secondary degree","74","0.279210976575727","0.227036362305563","0.331385590845891"
"Yes","2012","Thuringia","secondary school degree","114","0.313613964118803","0.266275210011642","0.360952718225965"
"Yes","2012","Thuringia","college entrance qualification","30","0.146264868368282","0.0939095679899134","0.198620168746651"
"Yes","2012","Thuringia","Other degree","5","","",""
"Yes","2012","Thuringia","no degree/no degree yet","4","","",""
"No","2012","Schleswig-Holstein","lower secondary degree","156","0.674271666664376","0.612899803822891","0.735643529505861"
"No","2012","Schleswig-Holstein","secondary school degree","136","0.756790525126981","0.694632009575855","0.818949040678107"
"No","2012","Schleswig-Holstein","college entrance qualification","133","0.860409648371878","0.805495694808834","0.915323601934921"
"No","2012","Schleswig-Holstein","Other degree","28","","",""
"No","2012","Schleswig-Holstein","no degree/no degree yet","17","","",""
"No","2012","Hamburg","lower secondary degree","55","0.716974308905322","0.617005270092728","0.816943347717915"
"No","2012","Hamburg","secondary school degree","59","0.571265576416575","0.466056833109932","0.676474319723218"
"No","2012","Hamburg","college entrance qualification","111","0.789056959445335","0.72195415100455","0.85615976788612"
"No","2012","Hamburg","Other degree","15","","",""
"No","2012","Hamburg","no degree/no degree yet","6","","",""
"No","2012","Lower Saxony","lower secondary degree","458","0.732303015436392","0.69808067120813","0.766525359664655"
"No","2012","Lower Saxony","secondary school degree","391","0.661800884779211","0.623165365425795","0.700436404132626"
"No","2012","Lower Saxony","college entrance qualification","375","0.762087609856381","0.723915591572342","0.80025962814042"
"No","2012","Lower Saxony","Other degree","78","0.844301654168825","0.770613541029958","0.917989767307692"
"No","2012","Lower Saxony","no degree/no degree yet","33","0.66005621457074","0.524632981663625","0.795479447477855"
"No","2012","Bremen","lower secondary degree","25","","",""
"No","2012","Bremen","secondary school degree","21","","",""
"No","2012","Bremen","college entrance qualification","36","0.792917361156801","0.673186098766467","0.912648623547135"
"No","2012","Bremen","Other degree","11","","",""
"No","2012","Bremen","no degree/no degree yet","2","","",""
"No","2012","North Rhine-Westphalia","lower secondary degree","916","0.708449590211214","0.683706331557572","0.733192848864857"
"No","2012","North Rhine-Westphalia","secondary school degree","607","0.701497384862542","0.671142536515582","0.731852233209501"
"No","2012","North Rhine-Westphalia","college entrance qualification","1015","0.778823065181266","0.756050493708435","0.801595636654096"
"No","2012","North Rhine-Westphalia","Other degree","237","0.704358529690726","0.654438464862329","0.754278594519122"
"No","2012","North Rhine-Westphalia","no degree/no degree yet","120","0.790315645874971","0.725599953782662","0.855031337967279"
"No","2012","Hesse","lower secondary degree","258","0.69202037546425","0.645419095061706","0.738621655866794"
"No","2012","Hesse","secondary school degree","262","0.710259277434641","0.663592479183176","0.756926075686106"
"No","2012","Hesse","college entrance qualification","400","0.846758450886301","0.814432080982745","0.879084820789856"
"No","2012","Hesse","Other degree","76","0.736884924696728","0.651433224726229","0.822336624667226"
"No","2012","Hesse","no degree/no degree yet","42","0.712399977684725","0.595909480047833","0.828890475321618"
"No","2012","Rhineland-Palatinate,Saarland","lower secondary degree","351","0.706120566089074","0.666815614304366","0.745425517873782"
"No","2012","Rhineland-Palatinate,Saarland","secondary school degree","170","0.746429294970039","0.692714775166787","0.80014381477329"
"No","2012","Rhineland-Palatinate,Saarland","college entrance qualification","233","0.826833398797325","0.782591271288942","0.871075526305707"
"No","2012","Rhineland-Palatinate,Saarland","Other degree","55","0.691514979019764","0.58901621556498","0.794013742474549"
"No","2012","Rhineland-Palatinate,Saarland","no degree/no degree yet","24","","",""
"No","2012","Baden-Württemberg","lower secondary degree","601","0.777983034793916","0.748779431736737","0.807186637851094"
"No","2012","Baden-Württemberg","secondary school degree","470","0.73421132205634","0.699411137780415","0.769011506332265"
"No","2012","Baden-Württemberg","college entrance qualification","547","0.813138555585016","0.783195251241449","0.843081859928584"
"No","2012","Baden-Württemberg","Other degree","146","0.724862511658068","0.66068330816812","0.789041715148015"
"No","2012","Baden-Württemberg","no degree/no degree yet","51","0.737739937594263","0.634697339954706","0.84078253523382"
"No","2012","Bavaria","lower secondary degree","870","0.705370630983478","0.679705499968135","0.73103576199882"
"No","2012","Bavaria","secondary school degree","585","0.705454796439545","0.673708280283517","0.737201312595574"
"No","2012","Bavaria","college entrance qualification","682","0.810462541230656","0.783504764216599","0.837420318244714"
"No","2012","Bavaria","Other degree","161","0.729113495199405","0.66914845674522","0.789078533653589"
"No","2012","Bavaria","no degree/no degree yet","49","0.571668379839964","0.456566856830155","0.686769902849773"
"No","2012","Berlin","lower secondary degree","103","0.725342261224303","0.653674742615998","0.797009779832607"
"No","2012","Berlin","secondary school degree","184","0.657880284745979","0.601500147879975","0.714260421611983"
"No","2012","Berlin","college entrance qualification","247","0.779930679495535","0.734749810142847","0.825111548848223"
"No","2012","Berlin","Other degree","25","","",""
"No","2012","Berlin","no degree/no degree yet","7","","",""
"No","2012","Brandenburg","lower secondary degree","177","0.694128062069114","0.636780908159002","0.751475215979227"
"No","2012","Brandenburg","secondary school degree","248","0.662125829343741","0.61346914178188","0.710782516905602"
"No","2012","Brandenburg","college entrance qualification","159","0.774589060752329","0.717108202231121","0.832069919273538"
"No","2012","Brandenburg","Other degree","15","","",""
"No","2012","Brandenburg","no degree/no degree yet","11","","",""
"No","2012","Mecklenburg-Western Pomerania","lower secondary degree","77","0.671188268592654","0.584951694334806","0.757424842850503"
"No","2012","Mecklenburg-Western Pomerania","secondary school degree","161","0.621778855045333","0.561545189329264","0.682012520761402"
"No","2012","Mecklenburg-Western Pomerania","college entrance qualification","85","0.821070262436169","0.74775660844366","0.894383916428679"
"No","2012","Mecklenburg-Western Pomerania","Other degree","6","","",""
"No","2012","Mecklenburg-Western Pomerania","no degree/no degree yet","10","","",""
"No","2012","Saxony","lower secondary degree","270","0.790050368413746","0.746307130911204","0.833793605916287"
"No","2012","Saxony","secondary school degree","510","0.73720834221433","0.70424708918866","0.770169595240001"
"No","2012","Saxony","college entrance qualification","284","0.804157426326165","0.763163366269532","0.845151486382798"
"No","2012","Saxony","Other degree","13","","",""
"No","2012","Saxony","no degree/no degree yet","13","","",""
"No","2012","Saxony-Anhalt","lower secondary degree","169","0.776881677167979","0.723192449229327","0.83057090510663"
"No","2012","Saxony-Anhalt","secondary school degree","217","0.652683054341953","0.602296438996203","0.703069669687702"
"No","2012","Saxony-Anhalt","college entrance qualification","158","0.798641741132475","0.74334072232307","0.853942759941879"
"No","2012","Saxony-Anhalt","Other degree","12","","",""
"No","2012","Saxony-Anhalt","no degree/no degree yet","10","","",""
"No","2012","Thuringia","lower secondary degree","210","0.720789023424273","0.668614409154109","0.772963637694437"
"No","2012","Thuringia","secondary school degree","255","0.686386035881197","0.639047281774035","0.733724789988358"
"No","2012","Thuringia","college entrance qualification","145","0.853735131631718","0.801379831253349","0.906090432010087"
"No","2012","Thuringia","Other degree","5","","",""
"No","2012","Thuringia","no degree/no degree yet","3","","",""
"Yes","2013","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","2013","Schleswig-Holstein","secondary school degree","","","",""
"Yes","2013","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","2013","Schleswig-Holstein","Other degree","","","",""
"Yes","2013","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","2013","Hamburg","lower secondary degree","","","",""
