"ple0081_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2005","higher education","Rural Area","","","","","2"
"No","2005","higher education","Urban Area","","","","","2"
"No","2005","in school","Urban Area","","","","","2"
"No","2005","general elemantary","Rural Area","","","","","2"
"No","2005","middle vocational","Urban Area","","","","","2"
"No","2005","middle vocational","Rural Area","","","","","2"
"No","2005","vocational + Abi","Urban Area","","","","","2"
"No","2005","vocational + Abi","Rural Area","","","","","2"
"Yes","2005","in school","Urban Area","","","","","1"
"Yes","2005","in school","Rural Area","","","","","1"
"Yes","2005","inadequately","Urban Area","","","","","1"
"Yes","2005","inadequately","Rural Area","","","","","1"
"Yes","2005","general elemantary","Urban Area","","","","","1"
"Yes","2005","general elemantary","Rural Area","","","","","1"
"Yes","2005","middle vocational","Urban Area","","","","","1"
"Yes","2005","middle vocational","Rural Area","","","","","1"
"Yes","2005","vocational + Abi","Urban Area","","","","","1"
"Yes","2005","vocational + Abi","Rural Area","","","","","1"
"Yes","2005","higher vocational","Urban Area","","","","","1"
"Yes","2005","higher vocational","Rural Area","","","","","1"
"Yes","2005","higher education","Urban Area","","","","","1"
"Yes","2005","higher education","Rural Area","","","","","1"
"No","2006","general elemantary","Urban Area","1099","0.665707378661009","0.642972878037108","0.68844187928491","2"
"No","2006","in school","Urban Area","224","0.766394753982299","0.716476302191437","0.81631320577316","2"
"No","2006","in school","Rural Area","86","0.739415270814947","0.661203144239584","0.817627397390309","2"
"No","2006","inadequately","Urban Area","100","0.515106230284564","0.441479898897579","0.588732561671549","2"
"No","2006","inadequately","Rural Area","41","0.557933860019953","0.437200747266663","0.678666972773242","2"
"No","2006","higher vocational","Urban Area","773","0.717103079705199","0.689807824929994","0.744398334480404","2"
"No","2006","higher vocational","Rural Area","480","0.797419488075052","0.765576439843512","0.829262536306592","2"
"No","2006","higher education","Rural Area","1084","0.805699550192926","0.784338930420039","0.827060169965813","2"
"No","2006","higher education","Urban Area","2620","0.779500035064641","0.765288108242175","0.793711961887106","2"
"No","2006","general elemantary","Rural Area","592","0.703006312388129","0.672215855646976","0.733796769129282","2"
"No","2006","middle vocational","Urban Area","4796","0.666562513967887","0.6555686489528","0.677556378982973","2"
"No","2006","middle vocational","Rural Area","2790","0.689758415006778","0.675532616911923","0.703984213101634","2"
"No","2006","vocational + Abi","Urban Area","663","0.715717929664764","0.686649410510297","0.74478644881923","2"
"No","2006","vocational + Abi","Rural Area","211","0.701822144765288","0.649531300616167","0.75411298891441","2"
"Yes","2006","in school","Urban Area","52","0.233605246017701","0.18368679422684","0.283523697808563","1"
"Yes","2006","in school","Rural Area","35","0.260584729185053","0.182372602609691","0.338796855760416","1"
"Yes","2006","inadequately","Urban Area","77","0.484893769715436","0.411267438328451","0.558520101102421","1"
"Yes","2006","inadequately","Rural Area","24","","","","1"
"Yes","2006","general elemantary","Urban Area","555","0.334292621338991","0.311558120715089","0.357027121962892","1"
"Yes","2006","general elemantary","Rural Area","254","0.296993687611871","0.266203230870718","0.327784144353024","1"
"Yes","2006","middle vocational","Urban Area","2268","0.333437486032113","0.322443621017027","0.3444313510472","1"
"Yes","2006","middle vocational","Rural Area","1272","0.310241584993222","0.296015786898366","0.324467383088077","1"
"Yes","2006","vocational + Abi","Urban Area","262","0.284282070335236","0.25521355118077","0.313350589489703","1"
"Yes","2006","vocational + Abi","Rural Area","83","0.298177855234712","0.24588701108559","0.350468699383834","1"
"Yes","2006","higher vocational","Urban Area","273","0.282896920294801","0.255601665519596","0.310192175070006","1"
"Yes","2006","higher vocational","Rural Area","132","0.202580511924948","0.170737463693408","0.234423560156488","1"
"Yes","2006","higher education","Urban Area","649","0.220499964935359","0.206288038112894","0.234711891757825","1"
"Yes","2006","higher education","Rural Area","234","0.194300449807074","0.172939830034187","0.215661069579961","1"
"No","2007","in school","Urban Area","","","","","2"
"No","2007","in school","Rural Area","","","","","2"
"No","2007","inadequately","Urban Area","","","","","2"
"No","2007","inadequately","Rural Area","","","","","2"
"No","2007","general elemantary","Urban Area","","","","","2"
"No","2007","higher vocational","Urban Area","","","","","2"
"No","2007","higher vocational","Rural Area","","","","","2"
"No","2007","higher education","Urban Area","","","","","2"
"No","2007","higher education","Rural Area","","","","","2"
"No","2007","general elemantary","Rural Area","","","","","2"
"No","2007","middle vocational","Urban Area","","","","","2"
"No","2007","middle vocational","Rural Area","","","","","2"
"No","2007","vocational + Abi","Urban Area","","","","","2"
"No","2007","vocational + Abi","Rural Area","","","","","2"
"Yes","2007","in school","Urban Area","","","","","1"
"Yes","2007","in school","Rural Area","","","","","1"
"Yes","2007","inadequately","Urban Area","","","","","1"
"Yes","2007","inadequately","Rural Area","","","","","1"
"Yes","2007","general elemantary","Urban Area","","","","","1"
"Yes","2007","general elemantary","Rural Area","","","","","1"
"Yes","2007","middle vocational","Urban Area","","","","","1"
"Yes","2007","middle vocational","Rural Area","","","","","1"
"Yes","2007","vocational + Abi","Urban Area","","","","","1"
"Yes","2007","vocational + Abi","Rural Area","","","","","1"
"Yes","2007","higher vocational","Urban Area","","","","","1"
"Yes","2007","higher vocational","Rural Area","","","","","1"
"Yes","2007","higher education","Urban Area","","","","","1"
"Yes","2007","higher education","Rural Area","","","","","1"
"No","2008","in school","Urban Area","201","0.793146564894811","0.741578360381113","0.844714769408509","2"
"No","2008","in school","Rural Area","97","0.875206788559458","0.815323453481633","0.935090123637282","2"
"No","2008","inadequately","Urban Area","75","0.50585446078198","0.421827458807018","0.589881462756943","2"
"No","2008","inadequately","Rural Area","32","0.667473823063617","0.538175455521119","0.796772190606115","2"
"No","2008","general elemantary","Urban Area","941","0.689389437938952","0.664677618869329","0.714101257008574","2"
"No","2008","higher vocational","Urban Area","679","0.744280962541978","0.715603072424474","0.772958852659482","2"
"No","2008","higher vocational","Rural Area","409","0.780058620129538","0.744828191795059","0.815289048464016","2"
"No","2008","higher education","Urban Area","2464","0.81607627973016","0.802210506059927","0.829942053400393","2"
"No","2008","higher education","Rural Area","991","0.804255301731835","0.781862088920151","0.826648514543518","2"
"No","2008","general elemantary","Rural Area","494","0.727429165511743","0.694083618049735","0.76077471297375","2"
"No","2008","middle vocational","Urban Area","4304","0.683618754942277","0.672024814392183","0.695212695492371","2"
"No","2008","middle vocational","Rural Area","2491","0.691281889690115","0.676174529969774","0.706389249410455","2"
"No","2008","vocational + Abi","Urban Area","603","0.730230386699819","0.699943991714562","0.760516781685075","2"
"No","2008","vocational + Abi","Rural Area","196","0.671758875917319","0.616056980974867","0.727460770859771","2"
"Yes","2008","in school","Urban Area","36","0.206853435105189","0.155285230591491","0.258421639618887","1"
"Yes","2008","in school","Rural Area","20","","","","1"
"Yes","2008","inadequately","Urban Area","61","0.49414553921802","0.410118537243057","0.578172541192982","1"
"Yes","2008","inadequately","Rural Area","19","","","","1"
"Yes","2008","general elemantary","Urban Area","406","0.310610562061048","0.285898742991426","0.335322381130671","1"
"Yes","2008","general elemantary","Rural Area","191","0.272570834488258","0.23922528702625","0.305916381950265","1"
"Yes","2008","middle vocational","Urban Area","1877","0.316381245057723","0.304787304507629","0.327975185607817","1"
"Yes","2008","middle vocational","Rural Area","1101","0.308718110309885","0.293610750589545","0.323825470030226","1"
"Yes","2008","vocational + Abi","Urban Area","222","0.269769613300181","0.239483218314925","0.300056008285438","1"
"Yes","2008","vocational + Abi","Rural Area","77","0.328241124082681","0.272539229140229","0.383943019025133","1"
"Yes","2008","higher vocational","Urban Area","210","0.255719037458022","0.227041147340518","0.284396927575526","1"
"Yes","2008","higher vocational","Rural Area","122","0.219941379870462","0.184710951535984","0.255171808204941","1"
"Yes","2008","higher education","Urban Area","535","0.18392372026984","0.170057946599607","0.197789493940072","1"
"Yes","2008","higher education","Rural Area","215","0.195744698268165","0.173351485456482","0.218137911079849","1"
"No","2009","in school","Urban Area","","","","","2"
"No","2009","in school","Rural Area","","","","","2"
"No","2009","inadequately","Urban Area","","","","","2"
"No","2009","inadequately","Rural Area","","","","","2"
"No","2009","general elemantary","Urban Area","","","","","2"
"No","2009","higher vocational","Urban Area","","","","","2"
"No","2009","higher vocational","Rural Area","","","","","2"
"No","2009","higher education","Urban Area","","","","","2"
"No","2009","higher education","Rural Area","","","","","2"
"No","2009","general elemantary","Rural Area","","","","","2"
"No","2009","middle vocational","Urban Area","","","","","2"
"No","2009","middle vocational","Rural Area","","","","","2"
"No","2009","vocational + Abi","Urban Area","","","","","2"
"No","2009","vocational + Abi","Rural Area","","","","","2"
"Yes","2009","in school","Urban Area","","","","","1"
"Yes","2009","in school","Rural Area","","","","","1"
"Yes","2009","inadequately","Urban Area","","","","","1"
"Yes","2009","inadequately","Rural Area","","","","","1"
"Yes","2009","general elemantary","Urban Area","","","","","1"
"Yes","2009","general elemantary","Rural Area","","","","","1"
"Yes","2009","middle vocational","Urban Area","","","","","1"
"Yes","2009","middle vocational","Rural Area","","","","","1"
"Yes","2009","vocational + Abi","Urban Area","","","","","1"
"Yes","2009","vocational + Abi","Rural Area","","","","","1"
"Yes","2009","higher vocational","Urban Area","","","","","1"
"Yes","2009","higher vocational","Rural Area","","","","","1"
"Yes","2009","higher education","Urban Area","","","","","1"
"Yes","2009","higher education","Rural Area","","","","","1"
"No","2010","in school","Urban Area","180","0.866712546453597","0.819957095596706","0.913467997310488","2"
"No","2010","in school","Rural Area","59","0.808624148158774","0.715804382551974","0.901443913765574","2"
"No","2010","inadequately","Urban Area","63","0.558424479572144","0.464335031499931","0.652513927644356","2"
"No","2010","inadequately","Rural Area","19","","","","2"
"No","2010","general elemantary","Urban Area","788","0.716029057606735","0.689466092275515","0.742592022937954","2"
"No","2010","general elemantary","Rural Area","384","0.720995040455279","0.68270243793863","0.759287642971929","2"
"No","2010","middle vocational","Urban Area","3670","0.694992356064111","0.682506065015954","0.707478647112268","2"
"No","2010","middle vocational","Rural Area","2157","0.708707976728555","0.692747109416521","0.724668844040589","2"
"No","2010","vocational + Abi","Urban Area","516","0.721220280069994","0.688003033914287","0.754437526225702","2"
"No","2010","vocational + Abi","Rural Area","191","0.743682928291625","0.689124329252326","0.798241527330923","2"
"No","2010","higher vocational","Urban Area","590","0.734563689616598","0.703575537152475","0.765551842080721","2"
"No","2010","higher vocational","Rural Area","379","0.804161016422612","0.768659365166189","0.839662667679035","2"
"No","2010","higher education","Urban Area","2263","0.813393675560559","0.798789992100242","0.827997359020875","2"
"No","2010","higher education","Rural Area","916","0.829870202365592","0.807725706092932","0.852014698638252","2"
"Yes","2010","in school","Urban Area","23","","","","1"
"Yes","2010","in school","Rural Area","10","","","","1"
"Yes","2010","inadequately","Urban Area","44","0.441575520427856","0.347486072355644","0.535664968500069","1"
"Yes","2010","inadequately","Rural Area","15","","","","1"
"Yes","2010","general elemantary","Urban Area","319","0.283970942393265","0.257407977062046","0.310533907724485","1"
"Yes","2010","general elemantary","Rural Area","143","0.279004959544721","0.240712357028072","0.31729756206137","1"
"Yes","2010","middle vocational","Urban Area","1553","0.305007643935889","0.292521352887732","0.317493934984046","1"
"Yes","2010","middle vocational","Rural Area","956","0.291292023271445","0.275331155959411","0.307252890583479","1"
"Yes","2010","vocational + Abi","Urban Area","184","0.278779719930006","0.245562473774299","0.311996966085713","1"
"Yes","2010","vocational + Abi","Rural Area","55","0.256317071708375","0.201758472669077","0.310875670747673","1"
"Yes","2010","higher vocational","Urban Area","190","0.265436310383402","0.234448157919279","0.296424462847525","1"
"Yes","2010","higher vocational","Rural Area","101","0.195838983577388","0.160337332320965","0.231340634833811","1"
"Yes","2010","higher education","Urban Area","471","0.186606324439441","0.172002640979125","0.201210007899758","1"
"Yes","2010","higher education","Rural Area","190","0.170129797634408","0.147985301361748","0.192274293907068","1"
"No","2011","in school","Urban Area","","","","","2"
"No","2011","in school","Rural Area","","","","","2"
"No","2011","inadequately","Urban Area","","","","","2"
"No","2011","inadequately","Rural Area","","","","","2"
"No","2011","general elemantary","Urban Area","","","","","2"
"No","2011","general elemantary","Rural Area","","","","","2"
"No","2011","middle vocational","Urban Area","","","","","2"
"No","2011","middle vocational","Rural Area","","","","","2"
"No","2011","vocational + Abi","Urban Area","","","","","2"
"No","2011","vocational + Abi","Rural Area","","","","","2"
"No","2011","higher vocational","Urban Area","","","","","2"
"No","2011","higher vocational","Rural Area","","","","","2"
"No","2011","higher education","Urban Area","","","","","2"
"No","2011","higher education","Rural Area","","","","","2"
"Yes","2011","general elemantary","Urban Area","","","","","1"
"Yes","2011","general elemantary","Rural Area","","","","","1"
"Yes","2011","middle vocational","Urban Area","","","","","1"
"Yes","2011","middle vocational","Rural Area","","","","","1"
"Yes","2011","vocational + Abi","Urban Area","","","","","1"
"Yes","2011","in school","Urban Area","","","","","1"
"Yes","2011","in school","Rural Area","","","","","1"
"Yes","2011","inadequately","Urban Area","","","","","1"
"Yes","2011","inadequately","Rural Area","","","","","1"
"Yes","2011","vocational + Abi","Rural Area","","","","","1"
"Yes","2011","higher vocational","Urban Area","","","","","1"
"Yes","2011","higher vocational","Rural Area","","","","","1"
"Yes","2011","higher education","Urban Area","","","","","1"
"Yes","2011","higher education","Rural Area","","","","","1"
"No","2012","in school","Urban Area","176","0.82789827437921","0.776476859832538","0.879319688925882","2"
"No","2012","in school","Rural Area","62","0.842019106969835","0.760020863278825","0.924017350660844","2"
"No","2012","inadequately","Urban Area","93","0.583797820757494","0.507892190013798","0.65970345150119","2"
"No","2012","inadequately","Rural Area","36","0.483234581483264","0.365324953182331","0.601144209784196","2"
"No","2012","general elemantary","Urban Area","981","0.724187520349539","0.70063325975511","0.747741780943968","2"
"No","2012","general elemantary","Rural Area","520","0.702058938859405","0.668994863034085","0.735123014684726","2"
"No","2012","middle vocational","Urban Area","4480","0.706000848386991","0.694723042736427","0.717278654037554","2"
"No","2012","middle vocational","Rural Area","2808","0.698466321712702","0.684302689921938","0.712629953503466","2"
"No","2012","vocational + Abi","Urban Area","650","0.732753734199104","0.703466177842791","0.762041290555417","2"
"No","2012","vocational + Abi","Rural Area","257","0.75068561691181","0.704220322990331","0.797150910833289","2"
"No","2012","higher vocational","Urban Area","650","0.757171075094531","0.728546326954477","0.785795823234584","2"
"No","2012","higher vocational","Rural Area","447","0.778997614430335","0.745171608826864","0.812823620033806","2"
"No","2012","higher education","Urban Area","2743","0.829629510243898","0.816780921276594","0.842478099211203","2"
"No","2012","higher education","Rural Area","1143","0.817919431060888","0.797401884559992","0.838436977561784","2"
"Yes","2012","general elemantary","Urban Area","402","0.275812479650461","0.252258219056032","0.29936674024489","1"
"Yes","2012","general elemantary","Rural Area","215","0.297941061140595","0.264876985315274","0.331005136965915","1"
"Yes","2012","middle vocational","Urban Area","1789","0.293999151613009","0.282721345962446","0.305276957263573","1"
"Yes","2012","middle vocational","Rural Area","1225","0.301533678287298","0.287370046496534","0.315697310078062","1"
"Yes","2012","vocational + Abi","Urban Area","227","0.267246265800896","0.237958709444583","0.296533822157209","1"
"Yes","2012","in school","Urban Area","31","0.17210172562079","0.120680311074118","0.223523140167462","1"
"Yes","2012","in school","Rural Area","14","","","","1"
"Yes","2012","inadequately","Urban Area","69","0.416202179242506","0.34029654849881","0.492107809986202","1"
"Yes","2012","inadequately","Rural Area","33","0.516765418516736","0.398855790215804","0.634675046817669","1"
"Yes","2012","vocational + Abi","Rural Area","76","0.24931438308819","0.202849089166711","0.295779677009669","1"
"Yes","2012","higher vocational","Urban Area","212","0.242828924905469","0.214204176765416","0.271453673045523","1"
"Yes","2012","higher vocational","Rural Area","131","0.221002385569665","0.187176379966193","0.254828391173136","1"
"Yes","2012","higher education","Urban Area","546","0.170370489756102","0.157521900788797","0.183219078723406","1"
"Yes","2012","higher education","Rural Area","216","0.182080568939112","0.161563022438216","0.202598115440008","1"
"No","2013","in school","Urban Area","","","","","2"
"No","2013","in school","Rural Area","","","","","2"
"No","2013","inadequately","Urban Area","","","","","2"
"No","2013","inadequately","Rural Area","","","","","2"
"No","2013","general elemantary","Urban Area","","","","","2"
"No","2013","general elemantary","Rural Area","","","","","2"
"No","2013","middle vocational","Urban Area","","","","","2"
"No","2013","middle vocational","Rural Area","","","","","2"
"No","2013","vocational + Abi","Urban Area","","","","","2"
"No","2013","vocational + Abi","Rural Area","","","","","2"
"No","2013","higher vocational","Urban Area","","","","","2"
"No","2013","higher vocational","Rural Area","","","","","2"
"No","2013","higher education","Urban Area","","","","","2"
"No","2013","higher education","Rural Area","","","","","2"
"Yes","2013","general elemantary","Urban Area","","","","","1"
"Yes","2013","general elemantary","Rural Area","","","","","1"
"Yes","2013","middle vocational","Urban Area","","","","","1"
"Yes","2013","middle vocational","Rural Area","","","","","1"
"Yes","2013","vocational + Abi","Urban Area","","","","","1"
"Yes","2013","in school","Urban Area","","","","","1"
"Yes","2013","in school","Rural Area","","","","","1"
"Yes","2013","inadequately","Urban Area","","","","","1"
"Yes","2013","inadequately","Rural Area","","","","","1"
"Yes","2013","vocational + Abi","Rural Area","","","","","1"
"Yes","2013","higher vocational","Urban Area","","","","","1"
"Yes","2013","higher vocational","Rural Area","","","","","1"
"Yes","2013","higher education","Urban Area","","","","","1"
"Yes","2013","higher education","Rural Area","","","","","1"
"No","2014","in school","Urban Area","255","0.836980461201373","0.795041521260277","0.878919401142468","2"
"No","2014","in school","Rural Area","130","0.849621664723194","0.79260982667331","0.906633502773078","2"
"No","2014","inadequately","Urban Area","186","0.537042372197111","0.485677205245681","0.588407539148542","2"
"No","2014","inadequately","Rural Area","71","0.477024597758394","0.395445694332027","0.558603501184762","2"
"No","2014","general elemantary","Urban Area","1324","0.672609286823751","0.652510290996292","0.692708282651209","2"
"No","2014","general elemantary","Rural Area","618","0.644965165432322","0.61562745242634","0.674302878438304","2"
"No","2014","middle vocational","Urban Area","5376","0.710762080178805","0.700638751715377","0.720885408642232","2"
"No","2014","middle vocational","Rural Area","3324","0.692323884877203","0.679369470298458","0.705278299455948","2"
"No","2014","vocational + Abi","Urban Area","1084","0.726462298404253","0.703888360749714","0.749036236058792","2"
"No","2014","vocational + Abi","Rural Area","411","0.723066459024762","0.685837706238351","0.760295211811173","2"
"No","2014","higher vocational","Urban Area","756","0.784848925398084","0.758881711892718","0.81081613890345","2"
"No","2014","higher vocational","Rural Area","511","0.797469793782601","0.766211645155455","0.828727942409747","2"
"No","2014","higher education","Urban Area","3849","0.83620306698377","0.825443621036513","0.846962512931026","2"
"No","2014","higher education","Rural Area","1405","0.818685617155182","0.8003168737673","0.837054360543063","2"
"Yes","2014","general elemantary","Urban Area","770","0.32739071317625","0.307291717348791","0.347489709003708","1"
"Yes","2014","general elemantary","Rural Area","404","0.355034834567678","0.325697121561696","0.38437254757366","1"
"Yes","2014","middle vocational","Urban Area","2330","0.289237919821195","0.279114591357768","0.299361248284623","1"
"Yes","2014","middle vocational","Rural Area","1552","0.307676115122797","0.294721700544052","0.320630529701542","1"
"Yes","2014","vocational + Abi","Urban Area","414","0.273537701595747","0.250963763941208","0.296111639250286","1"
"Yes","2014","in school","Rural Area","21","","","","1"
"Yes","2014","in school","Urban Area","43","0.163019538798627","0.121080598857532","0.204958478739722","1"
"Yes","2014","inadequately","Urban Area","176","0.462957627802889","0.411592460851458","0.51432279475432","1"
"Yes","2014","inadequately","Rural Area","73","0.522975402241606","0.441396498815238","0.604554305667973","1"
"Yes","2014","higher vocational","Urban Area","206","0.215151074601916","0.18918386109655","0.241118288107282","1"
"Yes","2014","higher vocational","Rural Area","124","0.202530206217399","0.171272057590253","0.233788354844545","1"
"Yes","2014","higher education","Urban Area","696","0.16379693301623","0.153037487068974","0.174556378963487","1"
"Yes","2014","higher education","Rural Area","285","0.181314382844818","0.162945639456937","0.1996831262327","1"
"Yes","2014","vocational + Abi","Rural Area","144","0.276933540975238","0.239704788188827","0.314162293761649","1"
"No","2015","in school","Urban Area","","","","","2"
"No","2015","in school","Rural Area","","","","","2"
"No","2015","inadequately","Urban Area","","","","","2"
"No","2015","inadequately","Rural Area","","","","","2"
"No","2015","general elemantary","Urban Area","","","","","2"
"No","2015","general elemantary","Rural Area","","","","","2"
"No","2015","middle vocational","Urban Area","","","","","2"
"No","2015","middle vocational","Rural Area","","","","","2"
"No","2015","vocational + Abi","Urban Area","","","","","2"
"No","2015","vocational + Abi","Rural Area","","","","","2"
"No","2015","higher vocational","Urban Area","","","","","2"
"No","2015","higher vocational","Rural Area","","","","","2"
"No","2015","higher education","Urban Area","","","","","2"
"No","2015","higher education","Rural Area","","","","","2"
"Yes","2015","general elemantary","Urban Area","","","","","1"
"Yes","2015","general elemantary","Rural Area","","","","","1"
"Yes","2015","middle vocational","Urban Area","","","","","1"
"Yes","2015","middle vocational","Rural Area","","","","","1"
"Yes","2015","vocational + Abi","Urban Area","","","","","1"
"Yes","2015","higher education","Rural Area","","","","","1"
"Yes","2015","in school","Rural Area","","","","","1"
