"ple0081_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2008","Hamburg","Urban Area","207","0.674679109592455","0.620095848273689","0.729262370911221","2"
"No","2008","Hamburg","Rural Area","","","","","2"
"No","2008","Lower Saxony","Urban Area","669","0.742203241449509","0.713529822439829","0.770876660459189","2"
"No","2008","Bremen","Rural Area","","","","","2"
"No","2008","Brandenburg","Rural Area","558","0.694095095598417","0.661313513403173","0.726876677793661","2"
"No","2008","Schleswig-Holstein","Urban Area","181","0.774182421187877","0.719909750424453","0.828455091951301","2"
"No","2008","Lower Saxony","Rural Area","614","0.692048721543009","0.661212876375077","0.722884566710941","2"
"No","2008","Bremen","Urban Area","101","0.733907516100978","0.660177297877714","0.807637734324243","2"
"No","2008","Brandenburg","Urban Area","43","0.59590051724206","0.479266653404128","0.712534381079993","2"
"No","2008","Mecklenburg-Western Pomerania","Urban Area","48","0.797478538251699","0.698241716881522","0.896715359621876","2"
"No","2008","Mecklenburg-Western Pomerania","Rural Area","295","0.656032794875616","0.611186068193161","0.700879521558071","2"
"No","2008","Saxony","Urban Area","564","0.733393176743157","0.701272368556028","0.765513984930286","2"
"No","2008","North Rhine-Westphalia","Rural Area","84","0.771659440287506","0.69059435459837","0.852724525976642","2"
"No","2008","Hesse","Urban Area","801","0.703822112846921","0.67679183044773","0.730852395246113","2"
"No","2008","Saxony","Rural Area","535","0.762483216864864","0.731092008313144","0.793874425416585","2"
"No","2008","Hesse","Rural Area","161","0.710090219201369","0.650405960667806","0.769774477734931","2"
"No","2008","Rhineland-Palatinate,Saarland","Urban Area","604","0.742157297143697","0.71234326332628","0.771971330961114","2"
"No","2008","Saxony-Anhalt","Urban Area","168","0.776665166130024","0.721631062511939","0.83169926974811","2"
"No","2008","Rhineland-Palatinate,Saarland","Rural Area","209","0.803282953836488","0.756214700486895","0.85035120718608","2"
"No","2008","Baden-Württemberg","Urban Area","1646","0.74301634855285","0.724567197510951","0.761465499594749","2"
"No","2008","Baden-Württemberg","Rural Area","170","0.75617691000961","0.699307967176745","0.813045852842475","2"
"No","2008","Bavaria","Urban Area","986","0.732414820660866","0.708496552202215","0.756333089119518","2"
"No","2008","Saxony-Anhalt","Rural Area","399","0.71345371596234","0.677184245237947","0.749723186686733","2"
"No","2008","Bavaria","Rural Area","1051","0.720243684461045","0.69712338316961","0.74336398575248","2"
"No","2008","Berlin","Urban Area","488","0.666906156605434","0.632527004742302","0.701285308468567","2"
"No","2008","Berlin","Rural Area","","","","","2"
"No","2008","Thuringia","Urban Area","195","0.720456539316395","0.666219149700369","0.774693928932422","2"
"No","2008","Thuringia","Rural Area","466","0.765416367683843","0.731954092935733","0.798878642431953","2"
"Yes","2008","Schleswig-Holstein","Urban Area","47","0.225817578812123","0.171544908048699","0.280090249575547","1"
"Yes","2008","Hesse","Urban Area","295","0.296177887153079","0.269147604753887","0.32320816955227","1"
"Yes","2008","Hesse","Rural Area","61","0.289909780798631","0.230225522265069","0.349594039332194","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Urban Area","223","0.257842702856303","0.228028669038886","0.28765673667372","1"
"Yes","2008","Schleswig-Holstein","Rural Area","94","0.324374732766352","0.273789169256335","0.374960296276369","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Rural Area","65","0.196717046163512","0.14964879281392","0.243785299513105","1"
"Yes","2008","Baden-Württemberg","Urban Area","509","0.25698365144715","0.238534500405251","0.275432802489049","1"
"Yes","2008","Baden-Württemberg","Rural Area","49","0.24382308999039","0.186954147157525","0.300692032823255","1"
"Yes","2008","Bavaria","Urban Area","330","0.267585179339134","0.243666910880482","0.291503447797785","1"
"Yes","2008","Hamburg","Urban Area","76","0.325320890407545","0.270737629088779","0.379904151726311","1"
"Yes","2008","Hamburg","Rural Area","","","","","1"
"Yes","2008","Lower Saxony","Urban Area","225","0.257796758550491","0.229123339540811","0.286470177560171","1"
"Yes","2008","Lower Saxony","Rural Area","247","0.307951278456991","0.277115433289059","0.338787123624923","1"
"Yes","2008","Bremen","Urban Area","37","0.266092483899022","0.192362265675757","0.339822702122286","1"
"Yes","2008","Bremen","Rural Area","","","","","1"
"Yes","2008","North Rhine-Westphalia","Urban Area","1128","0.312223899637701","0.297565193217947","0.326882606057455","1"
"Yes","2008","North Rhine-Westphalia","Rural Area","19","","","","1"
"Yes","2008","Bavaria","Rural Area","397","0.279756315538955","0.25663601424752","0.30287661683039","1"
"Yes","2008","Berlin","Urban Area","234","0.333093843394566","0.298714691531434","0.367472995257698","1"
"Yes","2008","Berlin","Rural Area","","","","","1"
"Yes","2008","Brandenburg","Urban Area","25","","","","1"
"Yes","2008","Brandenburg","Rural Area","201","0.305904904401583","0.273123322206339","0.338686486596827","1"
"Yes","2008","Mecklenburg-Western Pomerania","Urban Area","15","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","Rural Area","136","0.343967205124384","0.299120478441929","0.388813931806839","1"
"Yes","2008","Saxony","Urban Area","164","0.266606823256843","0.234486015069714","0.298727631443972","1"
"Yes","2008","Saxony","Rural Area","171","0.237516783135136","0.206125574583415","0.268907991686857","1"
"Yes","2008","Saxony-Anhalt","Urban Area","52","0.223334833869976","0.16830073025189","0.278368937488061","1"
"Yes","2008","Saxony-Anhalt","Rural Area","198","0.28654628403766","0.250276813313267","0.322815754762053","1"
"Yes","2008","Thuringia","Urban Area","68","0.279543460683605","0.225306071067578","0.333780850299631","1"
"Yes","2008","Thuringia","Rural Area","150","0.234583632316157","0.201121357568047","0.268045907064268","1"
"No","2009","Brandenburg","Rural Area","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2009","Brandenburg","Urban Area","","","","","2"
"No","2009","Saxony","Urban Area","","","","","2"
"No","2009","Saxony","Rural Area","","","","","2"
"No","2009","Schleswig-Holstein","Urban Area","","","","","2"
"No","2009","Schleswig-Holstein","Rural Area","","","","","2"
"No","2009","Hamburg","Urban Area","","","","","2"
"No","2009","Hamburg","Rural Area","","","","","2"
"No","2009","Bremen","Rural Area","","","","","2"
"No","2009","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2009","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2009","Hesse","Urban Area","","","","","2"
"No","2009","Lower Saxony","Urban Area","","","","","2"
"No","2009","Lower Saxony","Rural Area","","","","","2"
"No","2009","Bremen","Urban Area","","","","","2"
"No","2009","Hesse","Rural Area","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2009","Saxony-Anhalt","Urban Area","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2009","Baden-Württemberg","Urban Area","","","","","2"
"No","2009","Baden-Württemberg","Rural Area","","","","","2"
"No","2009","Bavaria","Urban Area","","","","","2"
"No","2009","Saxony-Anhalt","Rural Area","","","","","2"
"No","2009","Bavaria","Rural Area","","","","","2"
"No","2009","Berlin","Urban Area","","","","","2"
"No","2009","Berlin","Rural Area","","","","","2"
"No","2009","Thuringia","Urban Area","","","","","2"
"No","2009","Thuringia","Rural Area","","","","","2"
"Yes","2009","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2009","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2009","Hesse","Urban Area","","","","","1"
"Yes","2009","Hesse","Rural Area","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2009","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2009","Hamburg","Urban Area","","","","","1"
"Yes","2009","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2009","Bavaria","Urban Area","","","","","1"
"Yes","2009","Bavaria","Rural Area","","","","","1"
"Yes","2009","Berlin","Urban Area","","","","","1"
"Yes","2009","Berlin","Rural Area","","","","","1"
"Yes","2009","Brandenburg","Urban Area","","","","","1"
"Yes","2009","Brandenburg","Rural Area","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2009","Saxony","Urban Area","","","","","1"
"Yes","2009","Saxony","Rural Area","","","","","1"
"Yes","2009","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2009","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2009","Thuringia","Urban Area","","","","","1"
"Yes","2009","Thuringia","Rural Area","","","","","1"
"Yes","2009","Hamburg","Rural Area","","","","","1"
"Yes","2009","Lower Saxony","Urban Area","","","","","1"
"Yes","2009","Lower Saxony","Rural Area","","","","","1"
"Yes","2009","Bremen","Urban Area","","","","","1"
"Yes","2009","Bremen","Rural Area","","","","","1"
"Yes","2009","North Rhine-Westphalia","Urban Area","","","","","1"
"Yes","2009","North Rhine-Westphalia","Rural Area","","","","","1"
"No","2010","Schleswig-Holstein","Urban Area","146","0.76877826902539","0.707014121885875","0.830542416164905","2"
"No","2010","Schleswig-Holstein","Rural Area","205","0.74685448064617","0.694601581604439","0.7991073796879","2"
"No","2010","Hamburg","Urban Area","203","0.658203496689075","0.60162777413551","0.71477921924264","2"
"No","2010","Hamburg","Rural Area","","","","","2"
"No","2010","Lower Saxony","Urban Area","576","0.73598463353677","0.70488978707638","0.767079479997161","2"
"No","2010","Lower Saxony","Rural Area","538","0.729755657377786","0.697845520724697","0.761665794030875","2"
"No","2010","Bremen","Urban Area","77","0.72440481303814","0.640136812139953","0.808672813936327","2"
"No","2010","Bremen","Rural Area","","","","","2"
"No","2010","North Rhine-Westphalia","Urban Area","2374","0.716172927947907","0.70079275611828","0.731553099777534","2"
"No","2010","North Rhine-Westphalia","Rural Area","77","0.745609258460848","0.658939313534301","0.832279203387394","2"
"No","2010","Hesse","Urban Area","687","0.716591288020141","0.687518304599535","0.745664271440746","2"
"No","2010","Brandenburg","Urban Area","45","0.800846547953562","0.697170308403499","0.904522787503625","2"
"No","2010","Brandenburg","Rural Area","491","0.735494790077999","0.701716756993968","0.769272823162029","2"
"No","2010","Mecklenburg-Western Pomerania","Urban Area","37","0.696209108235423","0.571210941393452","0.821207275077394","2"
"No","2010","Mecklenburg-Western Pomerania","Rural Area","262","0.680773899128687","0.633653949936387","0.727893848320987","2"
"No","2010","Saxony","Urban Area","504","0.77119919084076","0.738423981670921","0.8039744000106","2"
"No","2010","Saxony","Rural Area","463","0.804775646073645","0.773294984214202","0.836256307933088","2"
"No","2010","Saxony-Anhalt","Urban Area","145","0.753115320198855","0.693355276710383","0.812875363687326","2"
"No","2010","Hesse","Rural Area","152","0.760893662362177","0.702072996916735","0.81971432780762","2"
"No","2010","Rhineland-Palatinate,Saarland","Urban Area","520","0.733490602659643","0.701307150387474","0.765674054931811","2"
"No","2010","Rhineland-Palatinate,Saarland","Rural Area","177","0.77714701924783","0.723596348488218","0.830697690007441","2"
"No","2010","Baden-Württemberg","Urban Area","1394","0.766262543791428","0.746695419323067","0.785829668259789","2"
"No","2010","Saxony-Anhalt","Rural Area","348","0.704572817338228","0.665283780750769","0.743861853925687","2"
"No","2010","Baden-Württemberg","Rural Area","130","0.745252539598026","0.679365481858186","0.811139597337866","2"
"No","2010","Bavaria","Urban Area","873","0.714294066961728","0.688274985411075","0.74031314851238","2"
"No","2010","Bavaria","Rural Area","936","0.716202924709082","0.691456355311297","0.740949494106868","2"
"No","2010","Berlin","Urban Area","456","0.678951715181811","0.643114940587948","0.714788489775675","2"
"No","2010","Berlin","Rural Area","","","","","2"
"No","2010","Thuringia","Urban Area","168","0.734883865423357","0.678208077536264","0.791559653310451","2"
"No","2010","Thuringia","Rural Area","387","0.74892100262751","0.711828030157292","0.786013975097729","2"
"Yes","2010","Schleswig-Holstein","Urban Area","33","0.23122173097461","0.169457583835095","0.292985878114125","1"
"Yes","2010","Schleswig-Holstein","Rural Area","61","0.25314551935383","0.200892620312099","0.305398418395561","1"
"Yes","2010","Hesse","Urban Area","236","0.283408711979859","0.254335728559254","0.312481695400465","1"
"Yes","2010","Hesse","Rural Area","50","0.239106337637823","0.18028567219238","0.297927003083265","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Urban Area","205","0.266509397340357","0.234325945068189","0.298692849612526","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Rural Area","55","0.22285298075217","0.169302309992559","0.276403651511782","1"
"Yes","2010","Baden-Württemberg","Urban Area","403","0.233737456208572","0.214170331740211","0.253304580676933","1"
"Yes","2010","Hamburg","Urban Area","67","0.341796503310925","0.28522078075736","0.39837222586449","1"
"Yes","2010","Baden-Württemberg","Rural Area","38","0.254747460401974","0.188860402662134","0.320634518141814","1"
"Yes","2010","Bavaria","Urban Area","285","0.285705933038272","0.25968685148762","0.311725014588925","1"
"Yes","2010","Bavaria","Rural Area","339","0.283797075290918","0.259050505893132","0.308543644688703","1"
"Yes","2010","Berlin","Urban Area","196","0.321048284818189","0.285211510224325","0.356885059412052","1"
"Yes","2010","Hamburg","Rural Area","","","","","1"
"Yes","2010","Lower Saxony","Urban Area","196","0.26401536646323","0.232920520002839","0.29511021292362","1"
"Yes","2010","Lower Saxony","Rural Area","206","0.270244342622214","0.238334205969125","0.302154479275303","1"
"Yes","2010","Bremen","Urban Area","31","0.27559518696186","0.191327186063673","0.359863187860047","1"
"Yes","2010","Bremen","Rural Area","","","","","1"
"Yes","2010","North Rhine-Westphalia","Urban Area","927","0.283827072052093","0.268446900222466","0.29920724388172","1"
"Yes","2010","North Rhine-Westphalia","Rural Area","20","","","","1"
"Yes","2010","Berlin","Rural Area","","","","","1"
"Yes","2010","Brandenburg","Urban Area","12","","","","1"
"Yes","2010","Brandenburg","Rural Area","164","0.264505209922001","0.230727176837971","0.298283243006032","1"
"Yes","2010","Mecklenburg-Western Pomerania","Urban Area","15","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Rural Area","114","0.319226100871313","0.272106151679013","0.366346050063613","1"
"Yes","2010","Saxony","Urban Area","127","0.22880080915924","0.1960255999894","0.261576018329079","1"
"Yes","2010","Saxony","Rural Area","146","0.195224353926355","0.163743692066912","0.226705015785799","1"
"Yes","2010","Saxony-Anhalt","Urban Area","55","0.246884679801145","0.187124636312674","0.306644723289617","1"
"Yes","2010","Saxony-Anhalt","Rural Area","170","0.295427182661772","0.256138146074313","0.334716219249231","1"
"Yes","2010","Thuringia","Urban Area","65","0.265116134576643","0.208440346689549","0.321791922463736","1"
"Yes","2010","Thuringia","Rural Area","138","0.25107899737249","0.213986024902271","0.288171969842708","1"
"No","2011","Brandenburg","Urban Area","","","","","2"
"No","2011","Brandenburg","Rural Area","","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2011","Saxony","Urban Area","","","","","2"
"No","2011","Saxony","Rural Area","","","","","2"
"No","2011","Saxony-Anhalt","Urban Area","","","","","2"
"No","2011","Schleswig-Holstein","Urban Area","","","","","2"
"No","2011","Schleswig-Holstein","Rural Area","","","","","2"
"No","2011","Hamburg","Urban Area","","","","","2"
"No","2011","Hamburg","Rural Area","","","","","2"
"No","2011","Lower Saxony","Urban Area","","","","","2"
"No","2011","Lower Saxony","Rural Area","","","","","2"
"No","2011","Bremen","Urban Area","","","","","2"
"No","2011","Bremen","Rural Area","","","","","2"
"No","2011","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2011","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2011","Hesse","Urban Area","","","","","2"
"No","2011","Hesse","Rural Area","","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2011","Baden-Württemberg","Urban Area","","","","","2"
"No","2011","Saxony-Anhalt","Rural Area","","","","","2"
"No","2011","Baden-Württemberg","Rural Area","","","","","2"
"No","2011","Bavaria","Urban Area","","","","","2"
"No","2011","Bavaria","Rural Area","","","","","2"
"No","2011","Berlin","Urban Area","","","","","2"
"No","2011","Berlin","Rural Area","","","","","2"
"No","2011","Thuringia","Urban Area","","","","","2"
"No","2011","Thuringia","Rural Area","","","","","2"
"Yes","2011","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2011","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2011","Hesse","Urban Area","","","","","1"
"Yes","2011","Hesse","Rural Area","","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2011","Hamburg","Urban Area","","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2011","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2011","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2011","Bavaria","Urban Area","","","","","1"
"Yes","2011","Hamburg","Rural Area","","","","","1"
"Yes","2011","Bavaria","Rural Area","","","","","1"
"Yes","2011","Berlin","Urban Area","","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2011","Saxony","Urban Area","","","","","1"
"Yes","2011","Saxony","Rural Area","","","","","1"
"Yes","2011","Berlin","Rural Area","","","","","1"
"Yes","2011","Brandenburg","Urban Area","","","","","1"
"Yes","2011","Brandenburg","Rural Area","","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2011","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2011","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2011","Thuringia","Urban Area","","","","","1"
"Yes","2011","Thuringia","Rural Area","","","","","1"
"Yes","2011","Lower Saxony","Urban Area","","","","","1"
"Yes","2011","Lower Saxony","Rural Area","","","","","1"
"Yes","2011","North Rhine-Westphalia","Rural Area","","","","","1"
"Yes","2011","Bremen","Urban Area","","","","","1"
"Yes","2011","Bremen","Rural Area","","","","","1"
"Yes","2011","North Rhine-Westphalia","Urban Area","","","","","1"
"No","2012","Schleswig-Holstein","Urban Area","151","0.777195952028585","0.717393578350289","0.836998325706881","2"
"No","2012","Schleswig-Holstein","Rural Area","338","0.746619317780173","0.706610425581151","0.786628209979195","2"
"No","2012","Hamburg","Urban Area","252","0.712456541679276","0.664203946508242","0.76070913685031","2"
"No","2012","Hamburg","Rural Area","","","","","2"
"No","2012","Lower Saxony","Urban Area","641","0.738704869481259","0.709460673790495","0.767949065172022","2"
"No","2012","Lower Saxony","Rural Area","718","0.7063720653833","0.678271312806348","0.734472817960253","2"
"No","2012","Bremen","Urban Area","97","0.712011306055487","0.635053365956719","0.788969246154255","2"
"No","2012","Bremen","Rural Area","","","","","2"
"No","2012","North Rhine-Westphalia","Urban Area","2881","0.72573938092802","0.711776778653148","0.739701983202892","2"
"No","2012","North Rhine-Westphalia","Rural Area","106","0.867678157475834","0.807304079948753","0.928052235002916","2"
"No","2012","Hesse","Urban Area","848","0.748536885873674","0.72320719551519","0.773866576232157","2"
"No","2012","Hesse","Rural Area","205","0.747533870156579","0.696188801028722","0.798878939284435","2"
"No","2012","Rhineland-Palatinate,Saarland","Urban Area","640","0.749297593418831","0.720997223267578","0.777597963570084","2"
"No","2012","Brandenburg","Urban Area","49","0.735578894287296","0.630755957506047","0.840401831068545","2"
"No","2012","Brandenburg","Rural Area","567","0.693128147543276","0.66104897665051","0.725207318436041","2"
"No","2012","Mecklenburg-Western Pomerania","Urban Area","28","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Rural Area","317","0.674031554500333","0.631518966336522","0.716544142664144","2"
"No","2012","Saxony","Urban Area","573","0.748102980430149","0.716547623818268","0.779658337042029","2"
"No","2012","Saxony","Rural Area","539","0.768266157133977","0.737360202487849","0.799172111780106","2"
"No","2012","Saxony-Anhalt","Urban Area","198","0.753495729844005","0.702742833938902","0.804248625749109","2"
"No","2012","Saxony-Anhalt","Rural Area","377","0.708236978345217","0.670281303735679","0.746192652954754","2"
"No","2012","Rhineland-Palatinate,Saarland","Rural Area","224","0.728971519330788","0.678840404203047","0.779102634458529","2"
"No","2012","Baden-Württemberg","Urban Area","1675","0.767697041768916","0.749813206474353","0.785580877063478","2"
"No","2012","Baden-Württemberg","Rural Area","196","0.787067514939682","0.735274710750079","0.838860319129285","2"
"No","2012","Bavaria","Urban Area","1141","0.75132396277033","0.729182406554899","0.773465518985761","2"
"No","2012","Thuringia","Urban Area","163","0.679233325490329","0.620545358155875","0.737921292824782","2"
"No","2012","Bavaria","Rural Area","1275","0.708696727250721","0.687242723715912","0.730150730785531","2"
"No","2012","Berlin","Urban Area","575","0.710068763924566","0.678898994021544","0.741238533827588","2"
"No","2012","Berlin","Rural Area","","","","","2"
"No","2012","Thuringia","Rural Area","468","0.744540645235472","0.710294698347097","0.778786592123847","2"
"Yes","2012","Schleswig-Holstein","Urban Area","35","0.222804047971415","0.163001674293119","0.282606421649711","1"
"Yes","2012","Schleswig-Holstein","Rural Area","116","0.253380682219827","0.213371790020805","0.293389574418849","1"
"Yes","2012","Hesse","Urban Area","279","0.251463114126326","0.226133423767842","0.27679280448481","1"
"Yes","2012","Hesse","Rural Area","70","0.252466129843421","0.201121060715565","0.303811198971278","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Urban Area","261","0.250702406581169","0.222402036429916","0.279002776732422","1"
"Yes","2012","Hamburg","Urban Area","86","0.287543458320724","0.23929086314969","0.335796053491758","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Rural Area","78","0.271028480669212","0.220897365541471","0.321159595796953","1"
"Yes","2012","Baden-Württemberg","Urban Area","467","0.232302958231084","0.214419122936522","0.250186793525647","1"
"Yes","2012","Baden-Württemberg","Rural Area","44","0.212932485060318","0.161139680870715","0.264725289249921","1"
"Yes","2012","Bavaria","Urban Area","323","0.24867603722967","0.226534481014239","0.270817593445101","1"
"Yes","2012","Hamburg","Rural Area","","","","","1"
"Yes","2012","Bavaria","Rural Area","448","0.291303272749279","0.26984926921447","0.312757276284088","1"
"Yes","2012","Berlin","Urban Area","239","0.289931236075434","0.258761466172413","0.321101005978456","1"
"Yes","2012","Lower Saxony","Urban Area","226","0.261295130518741","0.232050934827978","0.290539326209505","1"
"Yes","2012","Berlin","Rural Area","","","","","1"
"Yes","2012","Brandenburg","Urban Area","19","","","","1"
"Yes","2012","Lower Saxony","Rural Area","291","0.2936279346167","0.265527182039747","0.321728687193652","1"
"Yes","2012","Bremen","Urban Area","36","0.287988693944513","0.211030753845744","0.364946634043281","1"
"Yes","2012","Bremen","Rural Area","","","","","1"
"Yes","2012","North Rhine-Westphalia","Rural Area","15","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","Rural Area","150","0.325968445499667","0.283455857335856","0.368481033663478","1"
"Yes","2012","Saxony","Urban Area","154","0.251897019569851","0.220341662957971","0.283452376181732","1"
"Yes","2012","Thuringia","Rural Area","155","0.255459354764528","0.221213407876153","0.289705301652903","1"
"Yes","2012","North Rhine-Westphalia","Urban Area","1041","0.27426061907198","0.260298016797108","0.288223221346852","1"
"Yes","2012","Mecklenburg-Western Pomerania","Urban Area","9","","","","1"
"Yes","2012","Saxony","Rural Area","177","0.231733842866023","0.200827888219894","0.262639797512151","1"
"Yes","2012","Saxony-Anhalt","Urban Area","79","0.246504270155995","0.195751374250891","0.297257166061098","1"
"Yes","2012","Saxony-Anhalt","Rural Area","174","0.291763021654783","0.253807347045246","0.329718696264321","1"
"Yes","2012","Thuringia","Urban Area","80","0.320766674509671","0.262078707175218","0.379454641844125","1"
"Yes","2012","Brandenburg","Rural Area","227","0.306871852456724","0.274792681563959","0.33895102334949","1"
"No","2013","Brandenburg","Urban Area","","","","","2"
"No","2013","Brandenburg","Rural Area","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2013","Saxony","Urban Area","","","","","2"
"No","2013","Saxony","Rural Area","","","","","2"
"No","2013","Saxony-Anhalt","Urban Area","","","","","2"
"No","2013","Saxony-Anhalt","Rural Area","","","","","2"
"No","2013","Schleswig-Holstein","Urban Area","","","","","2"
"No","2013","Schleswig-Holstein","Rural Area","","","","","2"
"No","2013","Hamburg","Urban Area","","","","","2"
"No","2013","Hamburg","Rural Area","","","","","2"
"No","2013","Lower Saxony","Urban Area","","","","","2"
"No","2013","Lower Saxony","Rural Area","","","","","2"
"No","2013","Bremen","Urban Area","","","","","2"
"No","2013","Bremen","Rural Area","","","","","2"
"No","2013","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2013","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2013","Hesse","Urban Area","","","","","2"
"No","2013","Hesse","Rural Area","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2013","Baden-Württemberg","Urban Area","","","","","2"
"No","2013","Baden-Württemberg","Rural Area","","","","","2"
"No","2013","Bavaria","Urban Area","","","","","2"
"No","2013","Thuringia","Urban Area","","","","","2"
"No","2013","Bavaria","Rural Area","","","","","2"
"No","2013","Berlin","Urban Area","","","","","2"
"No","2013","Berlin","Rural Area","","","","","2"
"No","2013","Thuringia","Rural Area","","","","","2"
"Yes","2013","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2013","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2013","Hamburg","Urban Area","","","","","1"
"Yes","2013","Hesse","Urban Area","","","","","1"
"Yes","2013","Hesse","Rural Area","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2013","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2013","Hamburg","Rural Area","","","","","1"
"Yes","2013","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2013","Bavaria","Urban Area","","","","","1"
"Yes","2013","Bavaria","Rural Area","","","","","1"
"Yes","2013","Berlin","Urban Area","","","","","1"
"Yes","2013","Lower Saxony","Urban Area","","","","","1"
"Yes","2013","Berlin","Rural Area","","","","","1"
"Yes","2013","Brandenburg","Urban Area","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2013","Thuringia","Rural Area","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2013","North Rhine-Westphalia","Rural Area","","","","","1"
"Yes","2013","Saxony","Urban Area","","","","","1"
"Yes","2013","Saxony","Rural Area","","","","","1"
"Yes","2013","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2013","Thuringia","Urban Area","","","","","1"
"Yes","2013","Brandenburg","Rural Area","","","","","1"
"Yes","2013","North Rhine-Westphalia","Urban Area","","","","","1"
"Yes","2013","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2013","Lower Saxony","Rural Area","","","","","1"
"Yes","2013","Bremen","Urban Area","","","","","1"
"Yes","2013","Bremen","Rural Area","","","","","1"
"No","2014","Schleswig-Holstein","Urban Area","211","0.775482362911395","0.726255207150177","0.824709518672613","2"
"No","2014","Schleswig-Holstein","Rural Area","456","0.704988060083853","0.670062923069545","0.739913197098161","2"
"No","2014","Hamburg","Urban Area","339","0.724107888420858","0.682626628144013","0.765589148697704","2"
"No","2014","Hamburg","Rural Area","","","","","2"
"No","2014","Lower Saxony","Urban Area","850","0.751830464644345","0.727015949465102","0.776644979823587","2"
"No","2014","Lower Saxony","Rural Area","992","0.722035609045169","0.698960822083731","0.745110396006608","2"
"No","2014","Bremen","Urban Area","158","0.757910588783554","0.700918429900616","0.814902747666492","2"
"No","2014","Bremen","Rural Area","","","","","2"
