"pli0080","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","1-pers.-HH","no migration background","61","0.0704375996260658","0.053375488430372","0.0874997108217596","1"
"Daily","1990","1-pers.-HH","direct migration background","26","","","","1"
"Daily","1990","1-pers.-HH","indirect migration background","2","","","","1"
"Daily","1990","(Married) couple without C. ","no migration background","41","0.0209667400122739","0.0144643524540448","0.027469127570503","1"
"Daily","1990","(Married) couple without C. ","direct migration background","23","","","","1"
"Daily","1990","(Married) couple without C. ","indirect migration background","2","","","","1"
"Daily","1990","Single parent ","no migration background","23","","","","1"
"Daily","1990","Single parent ","direct migration background","18","","","","1"
"Daily","1990","Single parent ","indirect migration background","2","","","","1"
"Daily","1990","Couple + C. LE 16 ","no migration background","48","0.0329227169850513","0.0234844719651971","0.0423609620049056","1"
"Daily","1990","Couple + C. LE 16 ","direct migration background","60","0.087908676839173","0.0667036982126743","0.109113655465672","1"
"Daily","1990","Couple + C. LE 16 ","indirect migration background","1","","","","1"
"Daily","1990","Couple + C. GT 16 ","no migration background","80","0.0523092667609475","0.0407491214805807","0.0638694120413143","1"
"Daily","1990","Couple + C. GT 16 ","direct migration background","59","0.0764933373338896","0.0532430644995926","0.0997436101681867","1"
"Daily","1990","Couple + C. GT 16 ","indirect migration background","30","0.170054543033395","0.104716649954003","0.235392436112787","1"
"Daily","1990","Couple + C. LE and GT 16","no migration background","33","0.0810921889663219","0.0542062021388243","0.107978175793819","1"
"Daily","1990","Couple + C. LE and GT 16","direct migration background","51","0.116280566929734","0.0856959786569647","0.146865155202503","1"
"Daily","1990","Couple + C. LE and GT 16","indirect migration background","18","","","","1"
"Min 1x per month","1990","Couple + C. GT 16 ","direct migration background","93","0.266076392480192","0.227419687486184","0.3047330974742","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","direct migration background","89","0.214347585360988","0.17519446422065","0.253500706501327","3"
"Min 1x per month","1990","1-pers.-HH","indirect migration background","2","","","","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","indirect migration background","10","","","","3"
"Min 1x per month","1990","1-pers.-HH","direct migration background","23","","","","3"
"Min 1x per month","1990","1-pers.-HH","no migration background","206","0.231970795316341","0.203826087602285","0.260115503030397","3"
"Min 1x per month","1990","(Married) couple without C. ","no migration background","647","0.35298524514192","0.331296019777828","0.374674470506012","3"
"Min 1x per month","1990","(Married) couple without C. ","direct migration background","108","0.311936589868821","0.26747065215201","0.356402527585631","3"
"Min 1x per month","1990","(Married) couple without C. ","indirect migration background","2","","","","3"
"Min 1x per month","1990","Single parent ","direct migration background","16","","","","3"
"Min 1x per month","1990","Single parent ","indirect migration background","","","","","3"
