"pli0080","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Not Employed","1-pers.-HH","35","0.0646744302811832","0.0431378404199403","0.086211020142426"
"Daily","1990","Not Employed","(Married) couple without C. ","34","0.029270874498069","0.018557538850899","0.039984210145239"
"Daily","1990","Not Employed","Single parent ","14","","",""
"Daily","1990","Not Employed","Couple + C. LE 16 ","40","0.0660805233576761","0.044707996802481","0.0874530499128712"
"Daily","1990","Not Employed","Couple + C. GT 16 ","65","0.070919566957981","0.0513362696347027","0.0905028642812593"
"Daily","1990","Not Employed","Couple + C. LE and GT 16","44","0.117221033109879","0.0802611697130222","0.154180896506735"
"Daily","1990","Employed","1-pers.-HH","54","0.0802788886526074","0.0572753605565049","0.10328241674871"
"Daily","1990","Employed","(Married) couple without C. ","32","0.0183410197207639","0.0112018085515545","0.0254802308899733"
"Daily","1990","Employed","Single parent ","29","","",""
"Daily","1990","Employed","Couple + C. LE 16 ","69","0.0336770529402561","0.0247451955777696","0.0426089103027426"
"Daily","1990","Employed","Couple + C. GT 16 ","104","0.0498563608594997","0.0384309553144158","0.0612817664045836"
"Daily","1990","Employed","Couple + C. LE and GT 16","58","0.0816369559692458","0.0596729513576879","0.103600960580804"
"Min 1x per week","1990","Not Employed","1-pers.-HH","215","0.424604585435895","0.381322840002462","0.467886330869327"
"Min 1x per week","1990","Not Employed","(Married) couple without C. ","268","0.269495605969225","0.241295866686156","0.297695345252295"
"Min 1x per week","1990","Not Employed","Single parent ","69","0.434035984964349","0.356009953222067","0.51206201670663"
"Min 1x per week","1990","Not Employed","Couple + C. LE 16 ","241","0.391384953564482","0.349395732578318","0.433374174550646"
"Min 1x per week","1990","Not Employed","Couple + C. GT 16 ","278","0.374250818512368","0.337331162346356","0.411170474678381"
"Min 1x per week","1990","Not Employed","Couple + C. LE and GT 16","145","0.478014462674057","0.420622463912943","0.535406461435171"
"Min 1x per week","1990","Employed","1-pers.-HH","286","0.515559394408881","0.473251119483825","0.557867669333937"
"Min 1x per week","1990","Employed","(Married) couple without C. ","642","0.424904411630723","0.398603318120843","0.451205505140602"
"Min 1x per week","1990","Employed","Single parent ","147","0.484166827804555","0.428264350704726","0.540069304904383"
