"pli0080","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Daily","1990","16-34 y.","Full Time","157","0.0689572700385539","0.057570051087515","0.0803444889895928"
"Daily","1990","16-34 y.","Part Time","89","0.0927419354333211","0.0729961541640549","0.112487716702587"
"Daily","1990","16-34 y.","Not Working","147","0.145285742972461","0.122440437653749","0.168131048291173"
"Daily","1990","35-65 y.","Full Time","91","0.0189664474082324","0.0136321994509795","0.0243006953654853"
"Daily","1990","35-65 y.","Part Time","36","0.0363739920415702","0.0238903599786225","0.048857624104518"
"Daily","1990","35-65 y.","Not Working","63","0.0284444339949633","0.0197581602366258","0.0371307077533009"
"Daily","1990","66 and older","Full Time","","","",""
"Daily","1990","66 and older","Part Time","1","","",""
"Daily","1990","66 and older","Not Working","43","0.045121222919729","0.0323452593461577","0.0578971864933003"
"Min 1x per week","1990","16-34 y.","Full Time","1058","0.557364122577715","0.535041991922771","0.579686253232659"
"Min 1x per week","1990","16-34 y.","Part Time","454","0.533382075739563","0.499421836345874","0.567342315133251"
"Min 1x per week","1990","16-34 y.","Not Working","493","0.513605585924762","0.481202665689204","0.546008506160321"
"Min 1x per week","1990","35-65 y.","Full Time","917","0.317380339457279","0.299178399396655","0.335582279517903"
"Min 1x per week","1990","35-65 y.","Part Time","319","0.332434291725536","0.301022613660185","0.363845969790887"
"Min 1x per week","1990","35-65 y.","Not Working","526","0.323776719140755","0.299327279465614","0.348226158815895"
"Min 1x per week","1990","66 and older","Full Time","3","","",""
"Min 1x per week","1990","66 and older","Part Time","5","","",""
"Min 1x per week","1990","66 and older","Not Working","326","0.34037757151663","0.311212886638402","0.369542256394858"
"Min 1x per month","1990","16-34 y.","Full Time","422","0.238817132050278","0.219656047973439","0.257978216127116"
"Min 1x per month","1990","16-34 y.","Part Time","173","0.234075617518416","0.205252439623735","0.262898795413096"
"Min 1x per month","1990","16-34 y.","Not Working","165","0.200961977311538","0.174983382054006","0.22694057256907"
"Min 1x per month","1990","35-65 y.","Full Time","852","0.366913388944375","0.348065981563072","0.385760796325677"
"Min 1x per month","1990","35-65 y.","Part Time","291","0.350581478721089","0.318765298409121","0.382397659033057"
"Min 1x per month","1990","35-65 y.","Not Working","467","0.363805122161329","0.338667133206303","0.388943111116356"
"Min 1x per month","1990","66 and older","Full Time","5","","",""
"Min 1x per month","1990","66 and older","Part Time","9","","",""
"Min 1x per month","1990","66 and older","Not Working","289","0.259224101792981","0.232252283540025","0.286195920045937"
"Rarely","1990","16-34 y.","Full Time","239","0.1265108219963","0.111571343487975","0.141450300504625"
"Rarely","1990","16-34 y.","Part Time","104","0.127762530920234","0.105038260519131","0.150486801321336"
"Rarely","1990","16-34 y.","Not Working","95","0.12739945293095","0.105783891748135","0.149015014113765"
"Rarely","1990","35-65 y.","Full Time","588","0.274906542194622","0.257447202916779","0.292365881472465"
"Rarely","1990","35-65 y.","Part Time","197","0.249393930309124","0.220544303771935","0.278243556846313"
"Rarely","1990","35-65 y.","Not Working","314","0.252160073833051","0.229469601954721","0.274850545711382"
"Rarely","1990","66 and older","Full Time","5","","",""
"Rarely","1990","66 and older","Part Time","13","","",""
"Rarely","1990","66 and older","Not Working","274","0.267852006521813","0.240595135205359","0.295108877838266"
"Never","1990","16-34 y.","Full Time","26","","",""
"Never","1990","16-34 y.","Part Time","9","","",""
"Never","1990","16-34 y.","Not Working","14","","",""
"Never","1990","35-65 y.","Full Time","64","0.0218332819954921","0.0161184400129745","0.0275481239780098"
"Never","1990","35-65 y.","Part Time","21","","",""
"Never","1990","35-65 y.","Not Working","37","0.0318136508699013","0.0226432720744988","0.0409840296653039"
"Never","1990","66 and older","Full Time","1","","",""
"Never","1990","66 and older","Part Time","2","","",""
"Never","1990","66 and older","Not Working","82","0.0874250972488469","0.0700398274035685","0.104810367094125"
"Daily","1991","16-34 y.","Full Time","","","",""
"Daily","1991","16-34 y.","Part Time","","","",""
"Daily","1991","16-34 y.","Not Working","","","",""
"Daily","1991","35-65 y.","Full Time","","","",""
"Daily","1991","35-65 y.","Part Time","","","",""
"Daily","1991","35-65 y.","Not Working","","","",""
"Daily","1991","66 and older","Full Time","","","",""
"Daily","1991","66 and older","Part Time","","","",""
"Daily","1991","66 and older","Not Working","","","",""
