"pli0080","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Never","2008","Couple + C. LE and GT 16","East Germany","2","","","","5"
"Rarely","2008","1-pers.-HH","West Germany","417","0.20154478807362","0.185085867973983","0.218003708173258","4"
"Rarely","2008","1-pers.-HH","East Germany","170","0.215205076242235","0.186083041094854","0.244327111389615","4"
"Rarely","2008","(Married) couple without C. ","West Germany","1268","0.258645258522029","0.246741194638342","0.270549322405716","4"
"Rarely","2008","(Married) couple without C. ","East Germany","544","0.319375844200474","0.298170425545275","0.340581262855673","4"
"Rarely","2008","Single parent ","West Germany","135","0.159175410121941","0.133903338619097","0.184447481624784","4"
"Rarely","2008","Single parent ","East Germany","48","0.156872455636883","0.114425795584694","0.199319115689071","4"
"Rarely","2008","Couple + C. LE 16 ","West Germany","429","0.189525667734904","0.174437578540243","0.204613756929564","4"
"Rarely","2008","Couple + C. LE 16 ","East Germany","111","0.165440774515279","0.136025851762331","0.194855697268226","4"
"Rarely","2008","Couple + C. GT 16 ","West Germany","447","0.201006985770861","0.185073088205864","0.216940883335859","4"
"Rarely","2008","Couple + C. GT 16 ","East Germany","237","0.228458882966381","0.201432259806186","0.255485506126576","4"
"Rarely","2008","Couple + C. LE and GT 16","West Germany","177","0.168697557670247","0.145143138368368","0.192251976972126","4"
"Rarely","2008","Couple + C. LE and GT 16","East Germany","66","0.304619891475204","0.246270087443186","0.362969695507221","4"
"Daily","2009","1-pers.-HH","West Germany","","","","","1"
"Daily","2009","1-pers.-HH","East Germany","","","","","1"
"Daily","2009","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2009","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2009","Single parent ","West Germany","","","","","1"
"Daily","2009","Single parent ","East Germany","","","","","1"
"Daily","2009","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2009","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2009","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2009","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2009","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","2009","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","2009","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2009","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2009","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2009","Single parent ","West Germany","","","","","3"
"Min 1x per month","2009","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2009","Single parent ","East Germany","","","","","3"
"Min 1x per month","2009","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2009","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2009","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2009","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2009","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per month","2009","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per week","2009","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2009","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2009","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2009","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2009","Single parent ","East Germany","","","","","2"
"Min 1x per week","2009","Single parent ","West Germany","","","","","2"
"Min 1x per week","2009","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2009","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2009","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2009","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","2009","Couple + C. LE and GT 16","East Germany","","","","","2"
"Min 1x per week","2009","Couple + C. LE and GT 16","West Germany","","","","","2"
"Never","2009","1-pers.-HH","East Germany","","","","","5"
"Never","2009","1-pers.-HH","West Germany","","","","","5"
"Never","2009","(Married) couple without C. ","East Germany","","","","","5"
"Never","2009","Single parent ","West Germany","","","","","5"
"Never","2009","(Married) couple without C. ","West Germany","","","","","5"
"Never","2009","Single parent ","East Germany","","","","","5"
"Never","2009","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2009","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2009","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2009","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2009","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2009","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2009","1-pers.-HH","West Germany","","","","","4"
"Rarely","2009","1-pers.-HH","East Germany","","","","","4"
"Rarely","2009","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2009","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2009","Single parent ","West Germany","","","","","4"
"Rarely","2009","Single parent ","East Germany","","","","","4"
"Rarely","2009","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2009","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2009","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2009","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2009","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","2009","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","2010","1-pers.-HH","West Germany","","","","","1"
"Daily","2010","1-pers.-HH","East Germany","","","","","1"
"Daily","2010","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2010","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2010","Single parent ","West Germany","","","","","1"
"Daily","2010","Single parent ","East Germany","","","","","1"
"Daily","2010","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2010","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2010","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2010","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2010","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","2010","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","2010","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2010","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2010","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2010","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2010","Single parent ","East Germany","","","","","3"
"Min 1x per month","2010","Single parent ","West Germany","","","","","3"
"Min 1x per month","2010","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2010","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2010","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2010","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","2010","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2010","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","2010","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2010","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2010","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2010","Single parent ","West Germany","","","","","2"
"Min 1x per week","2010","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2010","Single parent ","East Germany","","","","","2"
"Min 1x per week","2010","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2010","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2010","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","2010","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2010","Couple + C. LE and GT 16","East Germany","","","","","2"
"Min 1x per week","2010","Couple + C. LE and GT 16","West Germany","","","","","2"
"Never","2010","1-pers.-HH","West Germany","","","","","5"
"Never","2010","1-pers.-HH","East Germany","","","","","5"
"Never","2010","(Married) couple without C. ","East Germany","","","","","5"
"Never","2010","(Married) couple without C. ","West Germany","","","","","5"
"Never","2010","Single parent ","West Germany","","","","","5"
"Never","2010","Single parent ","East Germany","","","","","5"
"Never","2010","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2010","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2010","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2010","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2010","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2010","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2010","1-pers.-HH","East Germany","","","","","4"
"Rarely","2010","1-pers.-HH","West Germany","","","","","4"
"Rarely","2010","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2010","Single parent ","West Germany","","","","","4"
"Rarely","2010","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2010","Single parent ","East Germany","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2010","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2010","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","2010","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","2011","1-pers.-HH","West Germany","","","","","1"
"Daily","2011","1-pers.-HH","East Germany","","","","","1"
"Daily","2011","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2011","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2011","Single parent ","West Germany","","","","","1"
"Daily","2011","Single parent ","East Germany","","","","","1"
"Daily","2011","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2011","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2011","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2011","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2011","Couple + C. LE and GT 16","East Germany","","","","","1"
"Daily","2011","Couple + C. LE and GT 16","West Germany","","","","","1"
"Min 1x per month","2011","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2011","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2011","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2011","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2011","Single parent ","West Germany","","","","","3"
"Min 1x per month","2011","Single parent ","East Germany","","","","","3"
"Min 1x per month","2011","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2011","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2011","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2011","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2011","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per month","2011","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per week","2011","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2011","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2011","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2011","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2011","Single parent ","West Germany","","","","","2"
"Min 1x per week","2011","Single parent ","East Germany","","","","","2"
"Min 1x per week","2011","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2011","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2011","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2011","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","2011","Couple + C. LE and GT 16","East Germany","","","","","2"
"Min 1x per week","2011","Couple + C. GT 16 ","East Germany","","","","","2"
"Never","2011","1-pers.-HH","West Germany","","","","","5"
"Never","2011","1-pers.-HH","East Germany","","","","","5"
"Never","2011","(Married) couple without C. ","West Germany","","","","","5"
"Never","2011","(Married) couple without C. ","East Germany","","","","","5"
"Never","2011","Single parent ","West Germany","","","","","5"
"Never","2011","Single parent ","East Germany","","","","","5"
"Never","2011","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2011","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2011","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2011","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2011","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2011","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2011","1-pers.-HH","West Germany","","","","","4"
"Rarely","2011","1-pers.-HH","East Germany","","","","","4"
"Rarely","2011","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2011","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2011","Single parent ","West Germany","","","","","4"
"Rarely","2011","Single parent ","East Germany","","","","","4"
"Rarely","2011","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2011","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2011","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2011","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2011","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","2011","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","2012","1-pers.-HH","West Germany","","","","","1"
"Daily","2012","1-pers.-HH","East Germany","","","","","1"
"Daily","2012","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2012","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2012","Single parent ","West Germany","","","","","1"
"Daily","2012","Single parent ","East Germany","","","","","1"
"Daily","2012","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2012","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2012","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2012","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2012","Couple + C. LE and GT 16","East Germany","","","","","1"
"Daily","2012","Couple + C. LE and GT 16","West Germany","","","","","1"
"Min 1x per month","2012","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2012","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2012","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2012","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2012","Single parent ","East Germany","","","","","3"
"Min 1x per month","2012","Single parent ","West Germany","","","","","3"
"Min 1x per month","2012","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2012","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2012","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2012","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per month","2012","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2012","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per week","2012","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2012","Single parent ","East Germany","","","","","2"
"Min 1x per week","2012","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2012","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2012","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2012","Single parent ","West Germany","","","","","2"
"Min 1x per week","2012","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2012","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2012","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2012","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","2012","Couple + C. LE and GT 16","East Germany","","","","","2"
"Min 1x per week","2012","Couple + C. LE and GT 16","West Germany","","","","","2"
"Never","2012","1-pers.-HH","West Germany","","","","","5"
"Never","2012","(Married) couple without C. ","West Germany","","","","","5"
"Never","2012","(Married) couple without C. ","East Germany","","","","","5"
"Never","2012","1-pers.-HH","East Germany","","","","","5"
"Never","2012","Single parent ","West Germany","","","","","5"
"Never","2012","Single parent ","East Germany","","","","","5"
"Never","2012","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2012","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2012","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2012","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2012","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2012","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2012","1-pers.-HH","East Germany","","","","","4"
"Rarely","2012","1-pers.-HH","West Germany","","","","","4"
"Rarely","2012","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2012","Single parent ","West Germany","","","","","4"
"Rarely","2012","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2012","Single parent ","East Germany","","","","","4"
"Rarely","2012","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2012","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2012","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","2012","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2012","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2012","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","2013","Couple + C. LE 16 ","West Germany","183","0.0351171097135099","0.0300970415630224","0.0401371778639975","1"
"Daily","2013","1-pers.-HH","West Germany","147","0.0506363025429041","0.0423291470453587","0.0589434580404496","1"
"Daily","2013","1-pers.-HH","East Germany","39","0.0389733123299015","0.0262871368429268","0.0516594878168762","1"
"Daily","2013","(Married) couple without C. ","West Germany","107","0.0150647596251995","0.0118843279340695","0.0182451913163296","1"
"Daily","2013","(Married) couple without C. ","East Germany","19","","","","1"
"Daily","2013","Single parent ","West Germany","179","0.0935125858238417","0.0808876310740469","0.106137540573636","1"
"Daily","2013","Single parent ","East Germany","44","0.0645182728192595","0.0442788139822023","0.0847577316563166","1"
"Daily","2013","Couple + C. LE 16 ","East Germany","58","0.0529154427609213","0.0407974039253017","0.065033481596541","1"
"Daily","2013","Couple + C. GT 16 ","West Germany","115","0.061190348836715","0.0512044394390381","0.0711762582343918","1"
"Daily","2013","Couple + C. LE and GT 16","West Germany","124","0.0610823547600123","0.0498007418830796","0.0723639676369451","1"
"Daily","2013","Couple + C. GT 16 ","East Germany","19","","","","1"
"Daily","2013","Couple + C. LE and GT 16","East Germany","17","","","","1"
"Min 1x per month","2013","1-pers.-HH","East Germany","254","0.29414541090076","0.264276596001658","0.324014225799862","3"
"Min 1x per month","2013","1-pers.-HH","West Germany","669","0.255322774368038","0.238801868757092","0.271843679978984","3"
"Min 1x per month","2013","(Married) couple without C. ","West Germany","2149","0.377272644711327","0.364617189794897","0.389928099627757","3"
"Min 1x per month","2013","Single parent ","West Germany","469","0.217775110494308","0.19987796188092","0.235672259107697","3"
"Min 1x per month","2013","(Married) couple without C. ","East Germany","809","0.398319975775549","0.376821767601577","0.419818183949521","3"
"Min 1x per month","2013","Single parent ","East Germany","160","0.330078329090824","0.291338259646348","0.368818398535299","3"
"Min 1x per month","2013","Couple + C. LE 16 ","East Germany","481","0.374627932305694","0.348427041173297","0.400828823438092","3"
"Min 1x per month","2013","Couple + C. LE 16 ","West Germany","1748","0.355585586036468","0.342530864121163","0.368640307951774","3"
"Min 1x per month","2013","Couple + C. GT 16 ","West Germany","725","0.31444024236849","0.295096116761764","0.333784367975215","3"
"Min 1x per month","2013","Couple + C. LE and GT 16","West Germany","511","0.310856896819987","0.289052979937671","0.332660813702302","3"
"Min 1x per month","2013","Couple + C. GT 16 ","East Germany","197","0.380867464158646","0.34064831968199","0.421086608635301","3"
"Min 1x per month","2013","Couple + C. LE and GT 16","East Germany","101","0.384892434543843","0.328697513055209","0.441087356032476","3"
"Min 1x per week","2013","1-pers.-HH","West Germany","1224","0.44521610891061","0.426386019054888","0.464046198766332","2"
"Min 1x per week","2013","1-pers.-HH","East Germany","315","0.347296438333102","0.316086889707897","0.378505986958308","2"
"Min 1x per week","2013","(Married) couple without C. ","West Germany","1812","0.317587334671559","0.305432298449667","0.329742370893452","2"
"Min 1x per week","2013","(Married) couple without C. ","East Germany","401","0.214449862754546","0.196425776181874","0.232473949327217","2"
"Min 1x per week","2013","Single parent ","West Germany","991","0.491426048946912","0.469748007096088","0.513104090797735","2"
"Min 1x per week","2013","Single parent ","East Germany","249","0.440895255184576","0.399992347979921","0.48179816238923","2"
"Min 1x per week","2013","Couple + C. LE 16 ","West Germany","2334","0.425410911287241","0.411927619662054","0.438894202912429","2"
"Min 1x per week","2013","Couple + C. LE 16 ","East Germany","486","0.35222548643451","0.326369026618803","0.378081946250217","2"
"Min 1x per week","2013","Couple + C. GT 16 ","West Germany","848","0.384100933986659","0.363836483174169","0.404365384799149","2"
"Min 1x per week","2013","Couple + C. GT 16 ","East Germany","166","0.274119966744048","0.237174867461845","0.311065066026251","2"
"Min 1x per week","2013","Couple + C. LE and GT 16","West Germany","749","0.412948723766187","0.389754190411614","0.436143257120759","2"
"Min 1x per week","2013","Couple + C. LE and GT 16","East Germany","97","0.321131952887237","0.267207432484215","0.375056473290259","2"
"Never","2013","1-pers.-HH","East Germany","73","0.0694354413263404","0.0527728253308394","0.0860980573218414","5"
"Never","2013","(Married) couple without C. ","West Germany","234","0.0442784652961861","0.0389073670477394","0.0496495635446327","5"
"Never","2013","1-pers.-HH","West Germany","130","0.0505926427026843","0.0422888783598989","0.0588964070454697","5"
"Never","2013","(Married) couple without C. ","East Germany","128","0.0599389289386835","0.0495148918651712","0.0703629660121957","5"
"Never","2013","Single parent ","West Germany","53","0.0244124698255774","0.0177205167385055","0.0311044229126493","5"
"Never","2013","Single parent ","East Germany","23","","","","5"
"Never","2013","Couple + C. LE 16 ","East Germany","39","0.0315510887240996","0.0220888853604529","0.0410132920877463","5"
"Never","2013","Couple + C. LE 16 ","West Germany","67","0.0149603639050844","0.0116497322755508","0.018270995534618","5"
"Never","2013","Couple + C. GT 16 ","West Germany","50","0.0239846491061814","0.0176100571143858","0.0303592410979769","5"
"Never","2013","Couple + C. GT 16 ","East Germany","22","","","","5"
"Never","2013","Couple + C. LE and GT 16","West Germany","26","","","","5"
"Never","2013","Couple + C. LE and GT 16","East Germany","10","","","","5"
"Rarely","2013","1-pers.-HH","West Germany","506","0.198232171475763","0.183127321414371","0.213337021537156","4"
"Rarely","2013","1-pers.-HH","East Germany","213","0.250149397109896","0.22175932900372","0.278539465216071","4"
"Rarely","2013","(Married) couple without C. ","West Germany","1333","0.245796795695728","0.234555058562687","0.257038532828769","4"
"Rarely","2013","(Married) couple without C. ","East Germany","635","0.315940935579262","0.295525757388507","0.336356113770016","4"
"Rarely","2013","Single parent ","East Germany","90","0.133504399937481","0.105484224775471","0.161524575099492","4"
"Rarely","2013","Single parent ","West Germany","351","0.172873784909361","0.156476785885429","0.189270783933292","4"
"Rarely","2013","Couple + C. GT 16 ","East Germany","156","0.255095610149018","0.218991567222803","0.291199653075233","4"
"Rarely","2013","Couple + C. LE 16 ","West Germany","833","0.168926029057696","0.158707672449436","0.179144385665956","4"
"Rarely","2013","Couple + C. GT 16 ","West Germany","475","0.216283825701955","0.199130481180425","0.233437170223485","4"
"Rarely","2013","Couple + C. LE and GT 16","East Germany","63","0.194641174104003","0.148915099961172","0.240367248246833","4"
"Rarely","2013","Couple + C. LE 16 ","East Germany","247","0.188680049774775","0.167501032045141","0.209859067504409","4"
"Rarely","2013","Couple + C. LE and GT 16","West Germany","321","0.197555677963418","0.178799179343965","0.216312176582872","4"
"Daily","2014","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2014","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2014","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2014","1-pers.-HH","West Germany","","","","","1"
"Daily","2014","1-pers.-HH","East Germany","","","","","1"
"Daily","2014","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2014","Single parent ","West Germany","","","","","1"
"Daily","2014","Single parent ","East Germany","","","","","1"
"Daily","2014","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","2014","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","2014","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2014","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","2014","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","2014","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","2014","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","2014","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","2014","Single parent ","West Germany","","","","","3"
"Min 1x per month","2014","Single parent ","East Germany","","","","","3"
"Min 1x per month","2014","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","2014","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","2014","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","2014","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","2014","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","2014","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","2014","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","2014","Single parent ","East Germany","","","","","2"
"Min 1x per week","2014","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","2014","Single parent ","West Germany","","","","","2"
"Min 1x per week","2014","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","2014","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","2014","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","2014","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","2014","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","2014","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","2014","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","2014","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","2014","1-pers.-HH","West Germany","","","","","5"
"Never","2014","1-pers.-HH","East Germany","","","","","5"
"Never","2014","(Married) couple without C. ","West Germany","","","","","5"
"Never","2014","(Married) couple without C. ","East Germany","","","","","5"
"Never","2014","Single parent ","West Germany","","","","","5"
"Never","2014","Single parent ","East Germany","","","","","5"
"Never","2014","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2014","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2014","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2014","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2014","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2014","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","2014","1-pers.-HH","West Germany","","","","","4"
"Rarely","2014","1-pers.-HH","East Germany","","","","","4"
"Rarely","2014","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2014","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2014","Single parent ","West Germany","","","","","4"
"Rarely","2014","Single parent ","East Germany","","","","","4"
"Rarely","2014","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2014","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2014","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2014","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","2014","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2014","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","2015","1-pers.-HH","West Germany","","","","","1"
"Daily","2015","1-pers.-HH","East Germany","","","","","1"
"Daily","2015","(Married) couple without C. ","West Germany","","","","","1"
"Daily","2015","(Married) couple without C. ","East Germany","","","","","1"
"Daily","2015","Single parent ","West Germany","","","","","1"
"Daily","2015","Single parent ","East Germany","","","","","1"
"Daily","2015","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","2015","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","2015","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","2015","Couple + C. GT 16 ","East Germany","","","","","1"
