"pli0080","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Never","1990","1-pers.-HH","East Germany","","","","","5"
"Never","1990","(Married) couple without C. ","West Germany","66","0.0301180458975436","0.0231453130892431","0.0370907787058441","5"
"Never","1990","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1990","(Married) couple without C. ","East Germany","","","","","5"
"Never","1990","Single parent ","West Germany","20","","","","5"
"Never","1990","Single parent ","East Germany","","","","","5"
"Never","1990","Couple + C. GT 16 ","West Germany","46","0.0242982589341621","0.0176394893167544","0.0309570285515698","5"
"Never","1990","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1990","Couple + C. LE 16 ","West Germany","31","0.0129429378643554","0.0080925272885871","0.0177933484401237","5"
"Never","1990","Couple + C. LE and GT 16","West Germany","20","","","","5"
"Never","1990","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1990","(Married) couple without C. ","West Germany","509","0.247460419905086","0.229854945392418","0.265065894417754","4"
"Rarely","1990","1-pers.-HH","East Germany","","","","","4"
"Rarely","1990","Single parent ","West Germany","88","0.193340223260608","0.157329369988494","0.229351076532723","4"
"Rarely","1990","1-pers.-HH","West Germany","163","0.172950628509762","0.149931678853427","0.195969578166097","4"
"Rarely","1990","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1990","Single parent ","East Germany","","","","","4"
"Rarely","1990","Couple + C. LE 16 ","West Germany","360","0.204635741073389","0.187323044444824","0.221948437701954","4"
"Rarely","1990","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1990","Couple + C. GT 16 ","West Germany","448","0.260388298742681","0.241409859661107","0.279366737824255","4"
"Rarely","1990","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","1990","Couple + C. LE and GT 16","West Germany","150","0.205318139793949","0.17875056460124","0.231885714986657","4"
"Rarely","1990","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","1991","1-pers.-HH","West Germany","","","","","1"
"Daily","1991","1-pers.-HH","East Germany","","","","","1"
"Daily","1991","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1991","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1991","Single parent ","West Germany","","","","","1"
"Daily","1991","Single parent ","East Germany","","","","","1"
"Daily","1991","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1991","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1991","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1991","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","1991","Single parent ","West Germany","","","","","3"
"Min 1x per month","1991","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","1991","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","1991","Single parent ","East Germany","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","1991","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","1991","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","1991","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","1991","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","1991","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","1991","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","1991","Single parent ","West Germany","","","","","2"
"Min 1x per week","1991","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","1991","Single parent ","East Germany","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","1991","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","1991","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","1991","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","1991","1-pers.-HH","East Germany","","","","","5"
"Never","1991","1-pers.-HH","West Germany","","","","","5"
"Never","1991","(Married) couple without C. ","West Germany","","","","","5"
"Never","1991","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1991","(Married) couple without C. ","East Germany","","","","","5"
"Never","1991","Single parent ","West Germany","","","","","5"
"Never","1991","Single parent ","East Germany","","","","","5"
"Never","1991","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","1991","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","1991","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1991","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","1991","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1991","1-pers.-HH","East Germany","","","","","4"
"Rarely","1991","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1991","1-pers.-HH","West Germany","","","","","4"
"Rarely","1991","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","1991","Single parent ","West Germany","","","","","4"
"Rarely","1991","Single parent ","East Germany","","","","","4"
"Rarely","1991","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","1991","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1991","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","1991","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","1991","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","1991","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","1992","1-pers.-HH","West Germany","","","","","1"
"Daily","1992","1-pers.-HH","East Germany","","","","","1"
"Daily","1992","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1992","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1992","Single parent ","West Germany","","","","","1"
"Daily","1992","Single parent ","East Germany","","","","","1"
"Daily","1992","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1992","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1992","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1992","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1992","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","1992","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","1992","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","1992","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","1992","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1992","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","1992","Single parent ","East Germany","","","","","3"
"Min 1x per month","1992","Single parent ","West Germany","","","","","3"
"Min 1x per month","1992","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","1992","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","1992","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","1992","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","1992","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per month","1992","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per week","1992","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","1992","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","1992","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","1992","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","1992","Single parent ","West Germany","","","","","2"
"Min 1x per week","1992","Single parent ","East Germany","","","","","2"
"Min 1x per week","1992","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","1992","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","1992","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","1992","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","1992","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","1992","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","1992","1-pers.-HH","West Germany","","","","","5"
"Never","1992","1-pers.-HH","East Germany","","","","","5"
"Never","1992","(Married) couple without C. ","West Germany","","","","","5"
"Never","1992","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1992","(Married) couple without C. ","East Germany","","","","","5"
"Never","1992","Single parent ","West Germany","","","","","5"
"Never","1992","Single parent ","East Germany","","","","","5"
"Never","1992","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","1992","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","1992","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1992","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","1992","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1992","1-pers.-HH","East Germany","","","","","4"
"Rarely","1992","Single parent ","West Germany","","","","","4"
"Rarely","1992","1-pers.-HH","West Germany","","","","","4"
"Rarely","1992","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","1992","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1992","Single parent ","East Germany","","","","","4"
"Rarely","1992","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","1992","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1992","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","1992","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","1992","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","1992","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","1993","1-pers.-HH","West Germany","","","","","1"
"Daily","1993","1-pers.-HH","East Germany","","","","","1"
"Daily","1993","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1993","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1993","Single parent ","West Germany","","","","","1"
"Daily","1993","Single parent ","East Germany","","","","","1"
"Daily","1993","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1993","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1993","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1993","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1993","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","1993","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","1993","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1993","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","1993","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","1993","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","1993","Single parent ","West Germany","","","","","3"
"Min 1x per month","1993","Single parent ","East Germany","","","","","3"
"Min 1x per month","1993","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","1993","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","1993","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","1993","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","1993","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","1993","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","1993","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","1993","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","1993","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","1993","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","1993","Single parent ","West Germany","","","","","2"
"Min 1x per week","1993","Single parent ","East Germany","","","","","2"
"Min 1x per week","1993","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","1993","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","1993","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","1993","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","1993","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","1993","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","1993","1-pers.-HH","West Germany","","","","","5"
"Never","1993","1-pers.-HH","East Germany","","","","","5"
"Never","1993","(Married) couple without C. ","West Germany","","","","","5"
"Never","1993","(Married) couple without C. ","East Germany","","","","","5"
"Never","1993","Single parent ","West Germany","","","","","5"
"Never","1993","Single parent ","East Germany","","","","","5"
"Never","1993","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","1993","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1993","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","1993","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1993","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","1993","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1993","1-pers.-HH","West Germany","","","","","4"
"Rarely","1993","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","1993","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1993","1-pers.-HH","East Germany","","","","","4"
"Rarely","1993","Single parent ","East Germany","","","","","4"
"Rarely","1993","Single parent ","West Germany","","","","","4"
"Rarely","1993","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","1993","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1993","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","1993","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","1993","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","1993","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","1994","1-pers.-HH","West Germany","","","","","1"
"Daily","1994","1-pers.-HH","East Germany","","","","","1"
"Daily","1994","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1994","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1994","Single parent ","West Germany","","","","","1"
"Daily","1994","Single parent ","East Germany","","","","","1"
"Daily","1994","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1994","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1994","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1994","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","1994","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","1994","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1994","Single parent ","West Germany","","","","","3"
"Min 1x per month","1994","Single parent ","East Germany","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","1994","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","1994","Single parent ","East Germany","","","","","2"
"Min 1x per week","1994","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","1994","Single parent ","West Germany","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","1994","1-pers.-HH","West Germany","","","","","5"
"Never","1994","1-pers.-HH","East Germany","","","","","5"
"Never","1994","(Married) couple without C. ","West Germany","","","","","5"
"Never","1994","(Married) couple without C. ","East Germany","","","","","5"
"Never","1994","Single parent ","West Germany","","","","","5"
"Never","1994","Single parent ","East Germany","","","","","5"
"Never","1994","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","1994","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1994","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","1994","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1994","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","1994","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1994","1-pers.-HH","West Germany","","","","","4"
"Rarely","1994","1-pers.-HH","East Germany","","","","","4"
"Rarely","1994","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1994","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","1994","Single parent ","West Germany","","","","","4"
"Rarely","1994","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1994","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","1994","Single parent ","East Germany","","","","","4"
"Rarely","1994","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","East Germany","","","","","4"
"Rarely","1994","Couple + C. GT 16 ","East Germany","","","","","4"
"Daily","1995","1-pers.-HH","West Germany","98","0.0726874157598826","0.0574689847316919","0.0879058467880734","1"
"Daily","1995","1-pers.-HH","East Germany","40","0.13636745178667","0.0993970681285896","0.173337835444751","1"
"Daily","1995","(Married) couple without C. ","West Germany","84","0.030477934726434","0.0237902791498911","0.0371655903029768","1"
"Daily","1995","(Married) couple without C. ","East Germany","26","","","","1"
"Daily","1995","Single parent ","West Germany","55","0.11453454604496","0.0850453356187596","0.14402375647116","1"
"Daily","1995","Single parent ","East Germany","22","","","","1"
"Daily","1995","Couple + C. LE 16 ","West Germany","106","0.0362285236617328","0.0285076013129249","0.0439494460105406","1"
"Daily","1995","Couple + C. LE 16 ","East Germany","18","","","","1"
"Daily","1995","Couple + C. GT 16 ","West Germany","161","0.0838735522958877","0.0709743898434419","0.0967727147483335","1"
"Daily","1995","Couple + C. GT 16 ","East Germany","41","0.0460560929843548","0.0307136867047211","0.0613984992639885","1"
"Daily","1995","Couple + C. LE and GT 16","West Germany","128","0.130469497699071","0.107971523152158","0.152967472245983","1"
"Daily","1995","Couple + C. LE and GT 16","East Germany","49","0.129794505621037","0.0960925211322781","0.163496490109795","1"
"Min 1x per month","1995","1-pers.-HH","West Germany","237","0.224618724306594","0.200155830949978","0.249081617663211","3"
"Min 1x per month","1995","1-pers.-HH","East Germany","70","0.204220270807807","0.160791258333491","0.247649283282124","3"
"Min 1x per month","1995","(Married) couple without C. ","East Germany","306","0.307911807419076","0.278980200551445","0.336843414286706","3"
"Min 1x per month","1995","(Married) couple without C. ","West Germany","827","0.344136790324028","0.325653704969418","0.362619875678638","3"
"Min 1x per month","1995","Single parent ","West Germany","94","0.227661150005062","0.188832035441979","0.266490264568145","3"
"Min 1x per month","1995","Single parent ","East Germany","39","0.232056436512907","0.167448238427313","0.296664634598501","3"
"Min 1x per month","1995","Couple + C. LE 16 ","West Germany","774","0.395399326719897","0.375196640996229","0.415602012443565","3"
"Min 1x per month","1995","Couple + C. LE 16 ","East Germany","336","0.352921030806014","0.321578087755086","0.384263973856943","3"
"Min 1x per month","1995","Couple + C. GT 16 ","East Germany","247","0.344950417564283","0.310156451323545","0.379744383805021","3"
"Min 1x per month","1995","Couple + C. GT 16 ","West Germany","453","0.271428587411286","0.250735030784325","0.292122144038247","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","West Germany","201","0.240263975667959","0.211726062990018","0.2688018883459","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","East Germany","104","0.259724938377308","0.21575358882035","0.303696287934265","3"
"Min 1x per week","1995","1-pers.-HH","West Germany","567","0.481560251552813","0.452271446647351","0.510849056458275","2"
"Min 1x per week","1995","(Married) couple without C. ","East Germany","262","0.261126562929086","0.23359764020618","0.288655485651992","2"
"Min 1x per week","1995","1-pers.-HH","East Germany","149","0.399768565013515","0.346997266235961","0.452539863791069","2"
"Min 1x per week","1995","(Married) couple without C. ","West Germany","1065","0.372529929504661","0.353720337522244","0.391339521487078","2"
"Min 1x per week","1995","Single parent ","West Germany","225","0.482768781574117","0.436496486782262","0.529041076365972","2"
"Min 1x per week","1995","Single parent ","East Germany","60","0.396712928858559","0.321839736020508","0.471586121696609","2"
"Min 1x per week","1995","Couple + C. LE 16 ","West Germany","1031","0.393226343684242","0.373043075397207","0.413409611971278","2"
"Min 1x per week","1995","Couple + C. LE 16 ","East Germany","245","0.306141636870108","0.275912971349454","0.336370302390763","2"
"Min 1x per week","1995","Couple + C. GT 16 ","West Germany","818","0.404401914693801","0.38156410070728","0.427239728680322","2"
"Min 1x per week","1995","Couple + C. GT 16 ","East Germany","218","0.309684477482782","0.27584122831006","0.343527726655504","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","West Germany","397","0.449163089172257","0.415938466122209","0.482387712222304","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","East Germany","108","0.296386033165637","0.250591619537135","0.342180446794139","2"
"Never","1995","1-pers.-HH","West Germany","48","0.0511910511285733","0.0382725062303908","0.0641095960267558","5"
"Never","1995","(Married) couple without C. ","East Germany","54","0.0719072397690665","0.0557167246998513","0.0880977548382818","5"
"Never","1995","1-pers.-HH","East Germany","25","","","","5"
"Never","1995","(Married) couple without C. ","West Germany","70","0.0299418573231448","0.0233114450518832","0.0365722695944064","5"
"Never","1995","Couple + C. LE 16 ","West Germany","33","0.0175027855135574","0.0120843228989249","0.0229212481281898","5"
"Never","1995","Couple + C. LE 16 ","East Germany","15","","","","5"
"Never","1995","Couple + C. GT 16 ","East Germany","22","","","","5"
"Never","1995","Couple + C. LE and GT 16","West Germany","10","","","","5"
"Never","1995","Couple + C. LE and GT 16","East Germany","9","","","","5"
"Never","1995","Single parent ","West Germany","9","","","","5"
"Never","1995","Single parent ","East Germany","6","","","","5"
"Never","1995","Couple + C. GT 16 ","West Germany","43","0.0271601407129636","0.0195960283907807","0.0347242530351465","5"
"Rarely","1995","1-pers.-HH","West Germany","168","0.169942557252137","0.147926865403313","0.19195824910096","4"
"Rarely","1995","(Married) couple without C. ","West Germany","492","0.222913488121732","0.206721314892239","0.239105661351225","4"
"Rarely","1995","1-pers.-HH","East Germany","47","0.157507344579305","0.118263860208456","0.196750828950154","4"
"Rarely","1995","(Married) couple without C. ","East Germany","330","0.333607740718643","0.304057454277164","0.363158027160123","4"
"Rarely","1995","Single parent ","West Germany","65","0.153168837348082","0.119819077756374","0.18651859693979","4"
"Rarely","1995","Couple + C. GT 16 ","West Germany","299","0.213135804886061","0.194079030957937","0.232192578814186","4"
"Rarely","1995","Single parent ","East Germany","37","0.2093724986586","0.147103491186213","0.271641506130987","4"
"Rarely","1995","Couple + C. GT 16 ","East Germany","189","0.264321429066596","0.232044013554421","0.296598844578772","4"
"Rarely","1995","Couple + C. LE 16 ","East Germany","279","0.297719917237768","0.267729570828276","0.327710263647261","4"
"Rarely","1995","Couple + C. LE and GT 16","East Germany","112","0.28916458987161","0.243699977637072","0.334629202106149","4"
"Rarely","1995","Couple + C. LE 16 ","West Germany","306","0.15764302042057","0.142585887129218","0.172700153711923","4"
"Rarely","1995","Couple + C. LE and GT 16","West Germany","125","0.169426021633491","0.144369214383453","0.19448282888353","4"
"Daily","1996","1-pers.-HH","West Germany","","","","","1"
"Daily","1996","1-pers.-HH","East Germany","","","","","1"
"Daily","1996","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1996","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1996","Single parent ","East Germany","","","","","1"
"Daily","1996","Single parent ","West Germany","","","","","1"
"Daily","1996","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1996","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1996","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1996","Couple + C. LE and GT 16","East Germany","","","","","1"
"Daily","1996","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1996","Couple + C. LE and GT 16","West Germany","","","","","1"
