"pli0080","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Full Time","lower secondary degree","104","0.0377647218048705","0.0293016903700836","0.0462277532396574"
"Daily","1990","Full Time","secondary school degree","37","0.0348827139965673","0.0227599420396987","0.0470054859534359"
"Daily","1990","Full Time","college entrance qualification","14","","",""
"Daily","1990","Full Time","Other degree","49","0.0834803499424299","0.0616722979322725","0.105288401952587"
"Daily","1990","Full Time","no degree/no degree yet","34","0.0934790007241503","0.0598589927458442","0.127099008702456"
"Daily","1990","Part Time","lower secondary degree","54","0.0548968440414146","0.038962779998249","0.0708309080845802"
"Daily","1990","Part Time","secondary school degree","22","","",""
"Daily","1990","Part Time","college entrance qualification","21","","",""
"Daily","1990","Part Time","Other degree","8","","",""
"Daily","1990","Part Time","no degree/no degree yet","17","","",""
"Daily","1990","Not Working","lower secondary degree","98","0.0447130699401696","0.035181303756377","0.0542448361239623"
"Daily","1990","Not Working","secondary school degree","21","","",""
"Daily","1990","Not Working","college entrance qualification","29","","",""
"Daily","1990","Not Working","Other degree","26","","",""
"Daily","1990","Not Working","no degree/no degree yet","68","0.160633990048442","0.125927693280982","0.195340286815902"
"Min 1x per week","1990","Full Time","lower secondary degree","750","0.357365956880164","0.336090415257302","0.378641498503025"
"Min 1x per week","1990","Full Time","secondary school degree","402","0.434127179890504","0.401379943056181","0.466874416724827"
"Min 1x per week","1990","Full Time","college entrance qualification","281","0.48515727214227","0.444999633050748","0.525314911233793"
"Min 1x per week","1990","Full Time","Other degree","332","0.546301142060995","0.507049868669241","0.58555241545275"
"Min 1x per week","1990","Full Time","no degree/no degree yet","159","0.613096720397294","0.556847365097341","0.669346075697248"
"Min 1x per week","1990","Part Time","lower secondary degree","283","0.338825748667703","0.305715729511299","0.371935767824106"
"Min 1x per week","1990","Part Time","secondary school degree","175","0.480370934347744","0.427264919670912","0.533476949024577"
"Min 1x per week","1990","Part Time","college entrance qualification","157","0.53025675812736","0.473012749065893","0.587500767188827"
"Min 1x per week","1990","Part Time","Other degree","76","0.438122555270199","0.355040656626997","0.5212044539134"
"Min 1x per week","1990","Part Time","no degree/no degree yet","59","0.449347723475177","0.361795487713308","0.536899959237046"
"Min 1x per week","1990","Not Working","lower secondary degree","606","0.334893120144002","0.313126647718118","0.356659592569885"
"Min 1x per week","1990","Not Working","secondary school degree","180","0.372807620514677","0.328714596968782","0.416900644060571"
"Min 1x per week","1990","Not Working","college entrance qualification","152","0.458768721303918","0.403914910578037","0.513622532029799"
"Min 1x per week","1990","Not Working","Other degree","144","0.46598520250233","0.404638116100282","0.527332288904378"
"Min 1x per week","1990","Not Working","no degree/no degree yet","233","0.498182969368073","0.45092435326644","0.545441585469707"
"Min 1x per month","1990","Full Time","lower secondary degree","591","0.324236273264346","0.303455083454656","0.345017463074036"
"Min 1x per month","1990","Full Time","secondary school degree","273","0.320023519806658","0.289202667151376","0.35084437246194"
"Min 1x per month","1990","Full Time","college entrance qualification","200","0.332330617215259","0.294481520800982","0.370179713629536"
"Min 1x per month","1990","Full Time","Other degree","145","0.222493378675559","0.189701639790524","0.255285117560594"
"Min 1x per month","1990","Full Time","no degree/no degree yet","53","0.154093907768798","0.112396826321384","0.195790989216212"
"Min 1x per month","1990","Part Time","lower secondary degree","246","0.324183749673696","0.291440393034208","0.356927106313183"
"Min 1x per month","1990","Part Time","secondary school degree","82","0.264931988438298","0.218024779343127","0.311839197533469"
"Min 1x per month","1990","Part Time","college entrance qualification","77","0.284372118942586","0.232630049016015","0.336114188869156"
"Min 1x per month","1990","Part Time","Other degree","33","0.377135617731963","0.295977244910538","0.458293990553388"
"Min 1x per month","1990","Part Time","no degree/no degree yet","30","0.273743754335083","0.195264602965078","0.352222905705088"
"Min 1x per month","1990","Not Working","lower secondary degree","561","0.306999447868239","0.285726640592787","0.328272255143692"
"Min 1x per month","1990","Not Working","secondary school degree","149","0.290981200875451","0.249563265670851","0.33239913608005"
"Min 1x per month","1990","Not Working","college entrance qualification","74","0.246186397086125","0.198764112626451","0.293608681545799"
"Min 1x per month","1990","Not Working","Other degree","50","0.263688324770859","0.209499775198653","0.317876874343065"
"Min 1x per month","1990","Not Working","no degree/no degree yet","71","0.149999737857382","0.11625013683541","0.183749338879354"
"Rarely","1990","Full Time","lower secondary degree","462","0.257867611693434","0.238446179038386","0.277289044348483"
"Rarely","1990","Full Time","secondary school degree","161","0.202534968076309","0.175982029719384","0.229087906433234"
"Rarely","1990","Full Time","college entrance qualification","94","0.146652925277926","0.118228098594673","0.175077751961179"
"Rarely","1990","Full Time","Other degree","62","0.116640087694961","0.0913327409490857","0.141947434440836"
"Rarely","1990","Full Time","no degree/no degree yet","37","0.123048236098425","0.0851099771623792","0.160986495034472"
"Rarely","1990","Part Time","lower secondary degree","182","0.247977672619699","0.21776877203788","0.278186573201517"
"Rarely","1990","Part Time","secondary school degree","57","0.184509621517996","0.143278270809605","0.225740972226387"
"Rarely","1990","Part Time","college entrance qualification","35","0.111521904868268","0.0754175061026028","0.147626303633932"
"Rarely","1990","Part Time","Other degree","18","","",""
"Rarely","1990","Part Time","no degree/no degree yet","14","","",""
"Rarely","1990","Not Working","lower secondary degree","451","0.253136037549099","0.233082686383345","0.273189388714853"
"Rarely","1990","Not Working","secondary school degree","99","0.258906504898768","0.21896401951969","0.298848990277846"
"Rarely","1990","Not Working","college entrance qualification","55","0.180963384076297","0.138582942899444","0.223343825253151"
"Rarely","1990","Not Working","Other degree","30","0.129313808223966","0.0880485552329437","0.170579061214988"
"Rarely","1990","Not Working","no degree/no degree yet","40","0.136266749274879","0.103840357133079","0.168693141416679"
"Never","1990","Full Time","lower secondary degree","42","0.0227654363571858","0.016143582823414","0.0293872898909576"
"Never","1990","Full Time","secondary school degree","7","","",""
"Never","1990","Full Time","college entrance qualification","6","","",""
"Never","1990","Full Time","Other degree","30","0.0310850416260553","0.0174023225486193","0.0447677607034913"
"Never","1990","Full Time","no degree/no degree yet","5","","",""
"Never","1990","Part Time","lower secondary degree","20","","",""
"Never","1990","Part Time","secondary school degree","4","","",""
"Never","1990","Part Time","college entrance qualification","2","","",""
"Never","1990","Part Time","Other degree","2","","",""
"Never","1990","Part Time","no degree/no degree yet","4","","",""
"Never","1990","Not Working","lower secondary degree","90","0.0602583244984906","0.04928338871986","0.0712332602771212"
"Never","1990","Not Working","secondary school degree","13","","",""
"Never","1990","Not Working","college entrance qualification","7","","",""
"Never","1990","Not Working","Other degree","4","","",""
"Never","1990","Not Working","no degree/no degree yet","18","","",""
"Daily","1991","Full Time","lower secondary degree","","","",""
"Daily","1991","Full Time","secondary school degree","","","",""
"Daily","1991","Full Time","college entrance qualification","","","",""
"Daily","1991","Full Time","Other degree","","","",""
"Daily","1991","Full Time","no degree/no degree yet","","","",""
"Daily","1991","Part Time","lower secondary degree","","","",""
"Daily","1991","Part Time","secondary school degree","","","",""
"Daily","1991","Part Time","college entrance qualification","","","",""
"Daily","1991","Part Time","Other degree","","","",""
"Daily","1991","Part Time","no degree/no degree yet","","","",""
"Daily","1991","Not Working","lower secondary degree","","","",""
"Daily","1991","Not Working","secondary school degree","","","",""
"Daily","1991","Not Working","college entrance qualification","","","",""
"Daily","1991","Not Working","Other degree","","","",""
"Daily","1991","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1991","Full Time","lower secondary degree","","","",""
"Min 1x per week","1991","Full Time","secondary school degree","","","",""
"Min 1x per week","1991","Full Time","college entrance qualification","","","",""
"Min 1x per week","1991","Full Time","Other degree","","","",""
"Min 1x per week","1991","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","1991","Part Time","lower secondary degree","","","",""
"Min 1x per week","1991","Part Time","secondary school degree","","","",""
"Min 1x per week","1991","Part Time","college entrance qualification","","","",""
"Min 1x per week","1991","Part Time","Other degree","","","",""
"Min 1x per week","1991","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","1991","Not Working","lower secondary degree","","","",""
"Min 1x per week","1991","Not Working","secondary school degree","","","",""
"Min 1x per week","1991","Not Working","college entrance qualification","","","",""
"Min 1x per week","1991","Not Working","Other degree","","","",""
"Min 1x per week","1991","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","1991","Full Time","lower secondary degree","","","",""
"Min 1x per month","1991","Full Time","secondary school degree","","","",""
"Min 1x per month","1991","Full Time","college entrance qualification","","","",""
"Min 1x per month","1991","Full Time","Other degree","","","",""
"Min 1x per month","1991","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","1991","Part Time","lower secondary degree","","","",""
"Min 1x per month","1991","Part Time","secondary school degree","","","",""
"Min 1x per month","1991","Part Time","college entrance qualification","","","",""
"Min 1x per month","1991","Part Time","Other degree","","","",""
"Min 1x per month","1991","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","1991","Not Working","lower secondary degree","","","",""
"Min 1x per month","1991","Not Working","secondary school degree","","","",""
"Min 1x per month","1991","Not Working","college entrance qualification","","","",""
"Min 1x per month","1991","Not Working","Other degree","","","",""
"Min 1x per month","1991","Not Working","no degree/no degree yet","","","",""
"Rarely","1991","Full Time","lower secondary degree","","","",""
"Rarely","1991","Full Time","secondary school degree","","","",""
"Rarely","1991","Full Time","college entrance qualification","","","",""
"Rarely","1991","Full Time","Other degree","","","",""
"Rarely","1991","Full Time","no degree/no degree yet","","","",""
"Rarely","1991","Part Time","lower secondary degree","","","",""
"Rarely","1991","Part Time","secondary school degree","","","",""
"Rarely","1991","Part Time","college entrance qualification","","","",""
"Rarely","1991","Part Time","Other degree","","","",""
"Rarely","1991","Part Time","no degree/no degree yet","","","",""
"Rarely","1991","Not Working","lower secondary degree","","","",""
"Rarely","1991","Not Working","secondary school degree","","","",""
"Rarely","1991","Not Working","college entrance qualification","","","",""
"Rarely","1991","Not Working","Other degree","","","",""
"Rarely","1991","Not Working","no degree/no degree yet","","","",""
"Never","1991","Full Time","lower secondary degree","","","",""
"Never","1991","Full Time","secondary school degree","","","",""
"Never","1991","Full Time","college entrance qualification","","","",""
"Never","1991","Full Time","Other degree","","","",""
"Never","1991","Full Time","no degree/no degree yet","","","",""
"Never","1991","Part Time","lower secondary degree","","","",""
"Never","1991","Part Time","secondary school degree","","","",""
"Never","1991","Part Time","college entrance qualification","","","",""
"Never","1991","Part Time","Other degree","","","",""
"Never","1991","Part Time","no degree/no degree yet","","","",""
"Never","1991","Not Working","lower secondary degree","","","",""
"Never","1991","Not Working","secondary school degree","","","",""
"Never","1991","Not Working","college entrance qualification","","","",""
"Never","1991","Not Working","Other degree","","","",""
"Never","1991","Not Working","no degree/no degree yet","","","",""
"Daily","1992","Full Time","lower secondary degree","","","",""
"Daily","1992","Full Time","secondary school degree","","","",""
"Daily","1992","Full Time","college entrance qualification","","","",""
"Daily","1992","Full Time","Other degree","","","",""
"Daily","1992","Full Time","no degree/no degree yet","","","",""
"Daily","1992","Part Time","lower secondary degree","","","",""
"Daily","1992","Part Time","secondary school degree","","","",""
"Daily","1992","Part Time","college entrance qualification","","","",""
"Daily","1992","Part Time","Other degree","","","",""
"Daily","1992","Part Time","no degree/no degree yet","","","",""
"Daily","1992","Not Working","lower secondary degree","","","",""
"Daily","1992","Not Working","secondary school degree","","","",""
"Daily","1992","Not Working","college entrance qualification","","","",""
"Daily","1992","Not Working","Other degree","","","",""
"Daily","1992","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1992","Full Time","lower secondary degree","","","",""
"Min 1x per week","1992","Full Time","secondary school degree","","","",""
"Min 1x per week","1992","Full Time","college entrance qualification","","","",""
"Min 1x per week","1992","Full Time","Other degree","","","",""
"Min 1x per week","1992","Full Time","no degree/no degree yet","","","",""
