"pli0080","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Never","1995","Saxony","Urban Area","27","","",""
"Never","1995","Saxony","Rural Area","26","","",""
"Never","1995","Saxony-Anhalt","Urban Area","13","","",""
"Never","1995","Saxony-Anhalt","Rural Area","18","","",""
"Never","1995","Thuringia","Urban Area","4","","",""
"Never","1995","Thuringia","Rural Area","20","","",""
"Daily","1996","Schleswig-Holstein","Urban Area","","","",""
"Daily","1996","Schleswig-Holstein","Rural Area","","","",""
"Daily","1996","Hamburg","Urban Area","","","",""
"Daily","1996","Hamburg","Rural Area","","","",""
"Daily","1996","Lower Saxony","Urban Area","","","",""
"Daily","1996","Lower Saxony","Rural Area","","","",""
"Daily","1996","Bremen","Urban Area","","","",""
"Daily","1996","Bremen","Rural Area","","","",""
"Daily","1996","North Rhine-Westphalia","Urban Area","","","",""
"Daily","1996","North Rhine-Westphalia","Rural Area","","","",""
"Daily","1996","Hesse","Urban Area","","","",""
"Daily","1996","Hesse","Rural Area","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Daily","1996","Baden-Württemberg","Urban Area","","","",""
"Daily","1996","Baden-Württemberg","Rural Area","","","",""
"Daily","1996","Bavaria","Urban Area","","","",""
"Daily","1996","Bavaria","Rural Area","","","",""
"Daily","1996","Berlin","Urban Area","","","",""
"Daily","1996","Berlin","Rural Area","","","",""
"Daily","1996","Brandenburg","Urban Area","","","",""
"Daily","1996","Brandenburg","Rural Area","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Daily","1996","Saxony","Urban Area","","","",""
"Daily","1996","Saxony","Rural Area","","","",""
"Daily","1996","Saxony-Anhalt","Urban Area","","","",""
"Daily","1996","Saxony-Anhalt","Rural Area","","","",""
"Daily","1996","Thuringia","Urban Area","","","",""
"Daily","1996","Thuringia","Rural Area","","","",""
"Min 1x per week","1996","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per week","1996","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per week","1996","Hamburg","Urban Area","","","",""
"Min 1x per week","1996","Hamburg","Rural Area","","","",""
"Min 1x per week","1996","Lower Saxony","Urban Area","","","",""
"Min 1x per week","1996","Lower Saxony","Rural Area","","","",""
"Min 1x per week","1996","Bremen","Urban Area","","","",""
"Min 1x per week","1996","Bremen","Rural Area","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per week","1996","Hesse","Urban Area","","","",""
"Min 1x per week","1996","Hesse","Rural Area","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per week","1996","Baden-Württemberg","Urban Area","","","",""
"Min 1x per week","1996","Baden-Württemberg","Rural Area","","","",""
"Min 1x per week","1996","Bavaria","Urban Area","","","",""
"Min 1x per week","1996","Bavaria","Rural Area","","","",""
"Min 1x per week","1996","Berlin","Urban Area","","","",""
"Min 1x per week","1996","Berlin","Rural Area","","","",""
"Min 1x per week","1996","Brandenburg","Urban Area","","","",""
"Min 1x per week","1996","Brandenburg","Rural Area","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per week","1996","Saxony","Urban Area","","","",""
"Min 1x per week","1996","Saxony","Rural Area","","","",""
"Min 1x per week","1996","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per week","1996","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per week","1996","Thuringia","Urban Area","","","",""
"Min 1x per week","1996","Thuringia","Rural Area","","","",""
"Min 1x per month","1996","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per month","1996","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per month","1996","Hamburg","Urban Area","","","",""
"Min 1x per month","1996","Hamburg","Rural Area","","","",""
"Min 1x per month","1996","Lower Saxony","Urban Area","","","",""
"Min 1x per month","1996","Lower Saxony","Rural Area","","","",""
"Min 1x per month","1996","Bremen","Urban Area","","","",""
"Min 1x per month","1996","Bremen","Rural Area","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per month","1996","Hesse","Urban Area","","","",""
"Min 1x per month","1996","Hesse","Rural Area","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per month","1996","Baden-Württemberg","Urban Area","","","",""
"Min 1x per month","1996","Baden-Württemberg","Rural Area","","","",""
"Min 1x per month","1996","Bavaria","Urban Area","","","",""
"Min 1x per month","1996","Bavaria","Rural Area","","","",""
"Min 1x per month","1996","Berlin","Urban Area","","","",""
"Min 1x per month","1996","Berlin","Rural Area","","","",""
"Min 1x per month","1996","Brandenburg","Urban Area","","","",""
"Min 1x per month","1996","Brandenburg","Rural Area","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per month","1996","Saxony","Urban Area","","","",""
"Min 1x per month","1996","Saxony","Rural Area","","","",""
"Min 1x per month","1996","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per month","1996","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per month","1996","Thuringia","Urban Area","","","",""
"Min 1x per month","1996","Thuringia","Rural Area","","","",""
"Rarely","1996","Schleswig-Holstein","Urban Area","","","",""
"Rarely","1996","Schleswig-Holstein","Rural Area","","","",""
"Rarely","1996","Hamburg","Urban Area","","","",""
"Rarely","1996","Hamburg","Rural Area","","","",""
"Rarely","1996","Lower Saxony","Urban Area","","","",""
"Rarely","1996","Lower Saxony","Rural Area","","","",""
"Rarely","1996","Bremen","Urban Area","","","",""
"Rarely","1996","Bremen","Rural Area","","","",""
"Rarely","1996","North Rhine-Westphalia","Urban Area","","","",""
"Rarely","1996","North Rhine-Westphalia","Rural Area","","","",""
"Rarely","1996","Hesse","Urban Area","","","",""
"Rarely","1996","Hesse","Rural Area","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rarely","1996","Baden-Württemberg","Urban Area","","","",""
"Rarely","1996","Baden-Württemberg","Rural Area","","","",""
"Rarely","1996","Bavaria","Urban Area","","","",""
"Rarely","1996","Bavaria","Rural Area","","","",""
"Rarely","1996","Berlin","Urban Area","","","",""
"Rarely","1996","Berlin","Rural Area","","","",""
"Rarely","1996","Brandenburg","Urban Area","","","",""
"Rarely","1996","Brandenburg","Rural Area","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Rarely","1996","Saxony","Urban Area","","","",""
"Rarely","1996","Saxony","Rural Area","","","",""
"Rarely","1996","Saxony-Anhalt","Urban Area","","","",""
"Rarely","1996","Saxony-Anhalt","Rural Area","","","",""
"Rarely","1996","Thuringia","Urban Area","","","",""
"Rarely","1996","Thuringia","Rural Area","","","",""
"Never","1996","Schleswig-Holstein","Urban Area","","","",""
"Never","1996","Schleswig-Holstein","Rural Area","","","",""
"Never","1996","Hamburg","Urban Area","","","",""
"Never","1996","Hamburg","Rural Area","","","",""
"Never","1996","Lower Saxony","Urban Area","","","",""
"Never","1996","Lower Saxony","Rural Area","","","",""
"Never","1996","Bremen","Urban Area","","","",""
"Never","1996","Bremen","Rural Area","","","",""
"Never","1996","North Rhine-Westphalia","Urban Area","","","",""
"Never","1996","North Rhine-Westphalia","Rural Area","","","",""
"Never","1996","Hesse","Urban Area","","","",""
"Never","1996","Hesse","Rural Area","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Never","1996","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Never","1996","Baden-Württemberg","Urban Area","","","",""
"Never","1996","Baden-Württemberg","Rural Area","","","",""
"Never","1996","Bavaria","Urban Area","","","",""
"Never","1996","Bavaria","Rural Area","","","",""
"Never","1996","Berlin","Urban Area","","","",""
"Never","1996","Berlin","Rural Area","","","",""
"Never","1996","Brandenburg","Urban Area","","","",""
"Never","1996","Brandenburg","Rural Area","","","",""
"Never","1996","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Never","1996","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Never","1996","Saxony","Urban Area","","","",""
"Never","1996","Saxony","Rural Area","","","",""
"Never","1996","Saxony-Anhalt","Urban Area","","","",""
"Never","1996","Saxony-Anhalt","Rural Area","","","",""
"Never","1996","Thuringia","Urban Area","","","",""
"Never","1996","Thuringia","Rural Area","","","",""
"Daily","1997","Schleswig-Holstein","Urban Area","","","",""
"Daily","1997","Schleswig-Holstein","Rural Area","","","",""
"Daily","1997","Hamburg","Urban Area","","","",""
"Daily","1997","Hamburg","Rural Area","","","",""
"Daily","1997","Lower Saxony","Urban Area","","","",""
"Daily","1997","Lower Saxony","Rural Area","","","",""
"Daily","1997","Bremen","Urban Area","","","",""
"Daily","1997","Bremen","Rural Area","","","",""
"Daily","1997","North Rhine-Westphalia","Urban Area","","","",""
"Daily","1997","North Rhine-Westphalia","Rural Area","","","",""
"Daily","1997","Hesse","Urban Area","","","",""
"Daily","1997","Hesse","Rural Area","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Daily","1997","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Daily","1997","Baden-Württemberg","Urban Area","","","",""
"Daily","1997","Baden-Württemberg","Rural Area","","","",""
"Daily","1997","Bavaria","Urban Area","","","",""
"Daily","1997","Bavaria","Rural Area","","","",""
"Daily","1997","Berlin","Urban Area","","","",""
"Daily","1997","Berlin","Rural Area","","","",""
"Daily","1997","Brandenburg","Urban Area","","","",""
"Daily","1997","Brandenburg","Rural Area","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","1997","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Daily","1997","Saxony","Urban Area","","","",""
"Daily","1997","Saxony","Rural Area","","","",""
"Daily","1997","Saxony-Anhalt","Urban Area","","","",""
"Daily","1997","Saxony-Anhalt","Rural Area","","","",""
"Daily","1997","Thuringia","Urban Area","","","",""
"Daily","1997","Thuringia","Rural Area","","","",""
"Min 1x per week","1997","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per week","1997","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per week","1997","Hamburg","Urban Area","","","",""
"Min 1x per week","1997","Hamburg","Rural Area","","","",""
"Min 1x per week","1997","Lower Saxony","Urban Area","","","",""
"Min 1x per week","1997","Lower Saxony","Rural Area","","","",""
"Min 1x per week","1997","Bremen","Urban Area","","","",""
"Min 1x per week","1997","Bremen","Rural Area","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per week","1997","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per week","1997","Hesse","Urban Area","","","",""
"Min 1x per week","1997","Hesse","Rural Area","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per week","1997","Baden-Württemberg","Urban Area","","","",""
"Min 1x per week","1997","Baden-Württemberg","Rural Area","","","",""
"Min 1x per week","1997","Bavaria","Urban Area","","","",""
"Min 1x per week","1997","Bavaria","Rural Area","","","",""
"Min 1x per week","1997","Berlin","Urban Area","","","",""
"Min 1x per week","1997","Berlin","Rural Area","","","",""
"Min 1x per week","1997","Brandenburg","Urban Area","","","",""
"Min 1x per week","1997","Brandenburg","Rural Area","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per week","1997","Saxony","Urban Area","","","",""
"Min 1x per week","1997","Saxony","Rural Area","","","",""
"Min 1x per week","1997","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per week","1997","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per week","1997","Thuringia","Urban Area","","","",""
"Min 1x per week","1997","Thuringia","Rural Area","","","",""
"Min 1x per month","1997","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per month","1997","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per month","1997","Hamburg","Urban Area","","","",""
"Min 1x per month","1997","Hamburg","Rural Area","","","",""
"Min 1x per month","1997","Lower Saxony","Urban Area","","","",""
"Min 1x per month","1997","Lower Saxony","Rural Area","","","",""
"Min 1x per month","1997","Bremen","Urban Area","","","",""
"Min 1x per month","1997","Bremen","Rural Area","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per month","1997","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per month","1997","Hesse","Urban Area","","","",""
"Min 1x per month","1997","Hesse","Rural Area","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per month","1997","Baden-Württemberg","Urban Area","","","",""
"Min 1x per month","1997","Baden-Württemberg","Rural Area","","","",""
"Min 1x per month","1997","Bavaria","Urban Area","","","",""
"Min 1x per month","1997","Bavaria","Rural Area","","","",""
"Min 1x per month","1997","Berlin","Urban Area","","","",""
"Min 1x per month","1997","Berlin","Rural Area","","","",""
"Min 1x per month","1997","Brandenburg","Urban Area","","","",""
"Min 1x per month","1997","Brandenburg","Rural Area","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per month","1997","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per month","1997","Saxony","Urban Area","","","",""
"Min 1x per month","1997","Saxony","Rural Area","","","",""
"Min 1x per month","1997","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per month","1997","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per month","1997","Thuringia","Urban Area","","","",""
"Min 1x per month","1997","Thuringia","Rural Area","","","",""
"Rarely","1997","Schleswig-Holstein","Urban Area","","","",""
"Rarely","1997","Schleswig-Holstein","Rural Area","","","",""
"Rarely","1997","Hamburg","Urban Area","","","",""
"Rarely","1997","Hamburg","Rural Area","","","",""
"Rarely","1997","Lower Saxony","Urban Area","","","",""
"Rarely","1997","Lower Saxony","Rural Area","","","",""
"Rarely","1997","Bremen","Urban Area","","","",""
"Rarely","1997","Bremen","Rural Area","","","",""
"Rarely","1997","North Rhine-Westphalia","Urban Area","","","",""
"Rarely","1997","North Rhine-Westphalia","Rural Area","","","",""
"Rarely","1997","Hesse","Urban Area","","","",""
"Rarely","1997","Hesse","Rural Area","","","",""
"Rarely","1997","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rarely","1997","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rarely","1997","Baden-Württemberg","Urban Area","","","",""
"Rarely","1997","Baden-Württemberg","Rural Area","","","",""
"Rarely","1997","Bavaria","Urban Area","","","",""
"Rarely","1997","Bavaria","Rural Area","","","",""
"Rarely","1997","Berlin","Urban Area","","","",""
"Rarely","1997","Berlin","Rural Area","","","",""
"Rarely","1997","Brandenburg","Urban Area","","","",""
"Rarely","1997","Brandenburg","Rural Area","","","",""
"Rarely","1997","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Rarely","1997","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Rarely","1997","Saxony","Urban Area","","","",""
"Rarely","1997","Saxony","Rural Area","","","",""
"Rarely","1997","Saxony-Anhalt","Urban Area","","","",""
"Rarely","1997","Saxony-Anhalt","Rural Area","","","",""
"Rarely","1997","Thuringia","Urban Area","","","",""
"Rarely","1997","Thuringia","Rural Area","","","",""
"Never","1997","Schleswig-Holstein","Urban Area","","","",""
"Never","1997","Schleswig-Holstein","Rural Area","","","",""
"Never","1997","Hamburg","Urban Area","","","",""
"Never","1997","Hamburg","Rural Area","","","",""
"Never","1997","Lower Saxony","Urban Area","","","",""
"Never","1997","Lower Saxony","Rural Area","","","",""
"Never","1997","Bremen","Urban Area","","","",""
"Never","1997","Bremen","Rural Area","","","",""
"Never","1997","North Rhine-Westphalia","Urban Area","","","",""
"Never","1997","North Rhine-Westphalia","Rural Area","","","",""
"Never","1997","Hesse","Urban Area","","","",""
"Never","1997","Hesse","Rural Area","","","",""
"Never","1997","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Never","1997","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Never","1997","Baden-Württemberg","Urban Area","","","",""
"Never","1997","Baden-Württemberg","Rural Area","","","",""
"Never","1997","Bavaria","Urban Area","","","",""
"Never","1997","Bavaria","Rural Area","","","",""
"Never","1997","Berlin","Urban Area","","","",""
"Never","1997","Berlin","Rural Area","","","",""
"Never","1997","Brandenburg","Urban Area","","","",""
"Never","1997","Brandenburg","Rural Area","","","",""
"Never","1997","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Never","1997","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Never","1997","Saxony","Urban Area","","","",""
"Never","1997","Saxony","Rural Area","","","",""
"Never","1997","Saxony-Anhalt","Urban Area","","","",""
"Never","1997","Saxony-Anhalt","Rural Area","","","",""
"Never","1997","Thuringia","Urban Area","","","",""
"Never","1997","Thuringia","Rural Area","","","",""
"Daily","1998","Schleswig-Holstein","Urban Area","8","","",""
"Daily","1998","Schleswig-Holstein","Rural Area","4","","",""
"Daily","1998","Hamburg","Urban Area","16","","",""
"Daily","1998","Hamburg","Rural Area","","","",""
"Daily","1998","Lower Saxony","Urban Area","35","0.0507515899681544","0.033543889100814","0.0679592908354948"
"Daily","1998","Lower Saxony","Rural Area","31","0.0471294476487311","0.0298233170361425","0.0644355782613197"
"Daily","1998","Bremen","Urban Area","11","","",""
"Daily","1998","Bremen","Rural Area","","","",""
"Daily","1998","North Rhine-Westphalia","Urban Area","230","0.0679051707198477","0.0585564755245721","0.0772538659151232"
"Daily","1998","North Rhine-Westphalia","Rural Area","1","","",""
"Daily","1998","Hesse","Urban Area","54","0.0789930653191671","0.0603022162257187","0.0976839144126156"
"Daily","1998","Hesse","Rural Area","10","","",""
"Daily","1998","Rhineland-Palatinate,Saarland","Urban Area","45","0.0629208420639736","0.0438074552694992","0.082034228858448"
"Daily","1998","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Daily","1998","Baden-Württemberg","Urban Area","190","0.0825524782709559","0.0691304700218928","0.0959744865200189"
"Daily","1998","Baden-Württemberg","Rural Area","20","","",""
"Daily","1998","Bavaria","Urban Area","47","0.052322876807691","0.0377748918976691","0.0668708617177128"
"Daily","1998","Bavaria","Rural Area","42","0.0350607916290175","0.0234497706529825","0.0466718126050525"
"Daily","1998","Berlin","Urban Area","35","0.0740662331099331","0.0517710909348972","0.096361375284969"
"Daily","1998","Berlin","Rural Area","","","",""
"Daily","1998","Brandenburg","Urban Area","2","","",""
"Daily","1998","Brandenburg","Rural Area","31","0.0444372294841976","0.0278238705492455","0.0610505884191497"
"Daily","1998","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Daily","1998","Mecklenburg-Western Pomerania","Rural Area","30","0.0850983537265351","0.0561135158311138","0.114083191621957"
"Daily","1998","Saxony","Urban Area","32","0.0584986150352861","0.0394811147392795","0.0775161153312926"
"Daily","1998","Saxony","Rural Area","21","","",""
"Daily","1998","Saxony-Anhalt","Urban Area","10","","",""
"Daily","1998","Saxony-Anhalt","Rural Area","34","0.0606119279053513","0.0396546443578193","0.0815692114528833"
"Daily","1998","Thuringia","Urban Area","11","","",""
"Daily","1998","Thuringia","Rural Area","31","0.0452271798134213","0.0272800809978492","0.0631742786289934"
"Min 1x per week","1998","Schleswig-Holstein","Urban Area","94","0.484504624236248","0.413629675542843","0.555379572929653"
"Min 1x per week","1998","Schleswig-Holstein","Rural Area","72","0.403881048558793","0.328322468860679","0.479439628256907"
"Min 1x per week","1998","Hamburg","Urban Area","69","0.414377649984478","0.33657494191851","0.492180358050445"
"Min 1x per week","1998","Hamburg","Rural Area","","","",""
"Min 1x per week","1998","Lower Saxony","Urban Area","281","0.428275603893317","0.389481733311806","0.467069474474829"
"Min 1x per week","1998","Lower Saxony","Rural Area","228","0.384060258897686","0.344340587440707","0.423779930354664"
"Min 1x per week","1998","Bremen","Urban Area","42","0.328667042498263","0.236601916126499","0.420732168870026"
"Min 1x per week","1998","Bremen","Rural Area","","","",""
"Min 1x per week","1998","North Rhine-Westphalia","Urban Area","1314","0.457868705759352","0.439355047296233","0.476382364222472"
"Min 1x per week","1998","North Rhine-Westphalia","Rural Area","32","0.486877346128451","0.364421793578038","0.609332898678863"
"Min 1x per week","1998","Hesse","Urban Area","376","0.439215374043485","0.404824761307681","0.473605986779289"
"Min 1x per week","1998","Hesse","Rural Area","70","0.435713487764469","0.356096582267028","0.51533039326191"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Urban Area","287","0.447818655127809","0.408676547927066","0.486960762328553"
"Min 1x per week","1998","Rhineland-Palatinate,Saarland","Rural Area","64","0.351574916440544","0.282586206490862","0.420563626390226"
"Min 1x per week","1998","Baden-Württemberg","Urban Area","768","0.436108502665937","0.411922902005107","0.460294103326767"
"Min 1x per week","1998","Baden-Württemberg","Rural Area","73","0.278563058951101","0.217345581416746","0.339780536485455"
"Min 1x per week","1998","Bavaria","Urban Area","389","0.415861701025776","0.383661458705573","0.448061943345979"
"Min 1x per week","1998","Bavaria","Rural Area","451","0.43631295019061","0.40500694488509","0.46761895549613"
"Min 1x per week","1998","Berlin","Urban Area","220","0.433570674675338","0.391380339928678","0.475761009421999"
"Min 1x per week","1998","Berlin","Rural Area","","","",""
"Min 1x per week","1998","Brandenburg","Urban Area","12","","",""
"Min 1x per week","1998","Brandenburg","Rural Area","172","0.316033442754184","0.278550100766007","0.353516784742361"
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Urban Area","20","","",""
"Min 1x per week","1998","Mecklenburg-Western Pomerania","Rural Area","135","0.382010160810396","0.331538079202065","0.432482242418727"
"Min 1x per week","1998","Saxony","Urban Area","168","0.296042713050972","0.259049632323564","0.333035793778379"
"Min 1x per week","1998","Saxony","Rural Area","165","0.274003513882869","0.23825624849424","0.309750779271499"
"Min 1x per week","1998","Saxony-Anhalt","Urban Area","59","0.296454100742253","0.232023172881316","0.36088502860319"
"Min 1x per week","1998","Saxony-Anhalt","Rural Area","173","0.337467040680666","0.295937909516386","0.378996171844945"
"Min 1x per week","1998","Thuringia","Urban Area","82","0.404593518262587","0.339589190241594","0.46959784628358"
"Min 1x per week","1998","Thuringia","Rural Area","180","0.405081563256267","0.362683655153439","0.447479471359095"
"Min 1x per month","1998","Schleswig-Holstein","Urban Area","60","0.301491136014994","0.236410072348831","0.366572199681156"
"Min 1x per month","1998","Schleswig-Holstein","Rural Area","53","0.326243014239969","0.254047064351112","0.398438964128826"
"Min 1x per month","1998","Hamburg","Urban Area","46","0.289486243156345","0.217857399322396","0.361115086990295"
"Min 1x per month","1998","Hamburg","Rural Area","","","",""
"Min 1x per month","1998","Lower Saxony","Urban Area","197","0.268916108067304","0.234154480798931","0.303677735335677"
"Min 1x per month","1998","Lower Saxony","Rural Area","200","0.330487304655212","0.292072940576966","0.368901668733458"
"Min 1x per month","1998","Bremen","Urban Area","24","","",""
"Min 1x per month","1998","Bremen","Rural Area","","","",""
"Min 1x per month","1998","North Rhine-Westphalia","Urban Area","776","0.289305551040783","0.272455959662088","0.306155142419479"
"Min 1x per month","1998","North Rhine-Westphalia","Rural Area","22","","",""
"Min 1x per month","1998","Hesse","Urban Area","217","0.267925857737468","0.237236489656086","0.29861522581885"
"Min 1x per month","1998","Hesse","Rural Area","45","0.298918920673156","0.22541410669477","0.372423734651542"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Urban Area","163","0.265934649582334","0.231156451869315","0.300712847295353"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Rural Area","57","0.282800950517338","0.217728154966186","0.347873746068489"
"Min 1x per month","1998","Baden-Württemberg","Urban Area","393","0.262578030327357","0.24111707468533","0.284038985969385"
"Min 1x per month","1998","Baden-Württemberg","Rural Area","53","0.276463609395385","0.215388583862352","0.337538634928419"
"Min 1x per month","1998","Bavaria","Urban Area","267","0.293051544139367","0.263314847769378","0.322788240509355"
"Min 1x per month","1998","Bavaria","Rural Area","258","0.260382068575203","0.23267957732538","0.288084559825025"
"Min 1x per month","1998","Berlin","Urban Area","168","0.291908406058549","0.25320241639199","0.330614395725107"
"Min 1x per month","1998","Berlin","Rural Area","","","",""
"Min 1x per month","1998","Brandenburg","Urban Area","7","","",""
"Min 1x per month","1998","Brandenburg","Rural Area","203","0.33996755099389","0.301777017293084","0.378158084694697"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Urban Area","24","","",""
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Rural Area","101","0.303197550442059","0.255451135218432","0.350943965665686"
"Min 1x per month","1998","Saxony","Urban Area","203","0.318045140984201","0.280305970111986","0.355784311856416"
"Min 1x per month","1998","Saxony","Rural Area","181","0.315162070086586","0.277926468555387","0.352397671617785"
"Min 1x per month","1998","Saxony-Anhalt","Urban Area","60","0.329454242804436","0.263143911402055","0.395764574206817"
"Min 1x per month","1998","Saxony-Anhalt","Rural Area","166","0.334894992541559","0.293444198409545","0.376345786673573"
"Min 1x per month","1998","Thuringia","Urban Area","66","0.266871901059944","0.208289469896988","0.325454332222899"
"Min 1x per month","1998","Thuringia","Rural Area","154","0.266914775514232","0.228710847557912","0.305118703470552"
"Rarely","1998","Schleswig-Holstein","Urban Area","24","","",""
"Rarely","1998","Schleswig-Holstein","Rural Area","30","0.235057856297794","0.169761001378454","0.300354711217134"
"Rarely","1998","Hamburg","Urban Area","21","","",""
"Rarely","1998","Hamburg","Rural Area","","","",""
"Rarely","1998","Lower Saxony","Urban Area","101","0.229533911567861","0.196564721720556","0.262503101415166"
"Rarely","1998","Lower Saxony","Rural Area","106","0.214222533613031","0.180716793910786","0.247728273315275"
"Rarely","1998","Bremen","Urban Area","21","","",""
"Rarely","1998","Bremen","Rural Area","","","",""
"Rarely","1998","North Rhine-Westphalia","Urban Area","415","0.165419153699833","0.151612239304034","0.179226068095632"
"Rarely","1998","North Rhine-Westphalia","Rural Area","9","","",""
"Rarely","1998","Hesse","Urban Area","127","0.179825134907707","0.153212889306332","0.206437380509082"
"Rarely","1998","Hesse","Rural Area","22","","",""
"Rarely","1998","Rhineland-Palatinate,Saarland","Urban Area","110","0.196084821877131","0.164832711503776","0.227336932250485"
"Rarely","1998","Rhineland-Palatinate,Saarland","Rural Area","54","0.311733234681312","0.24480503668235","0.378661432680273"
"Rarely","1998","Baden-Württemberg","Urban Area","246","0.200113037178371","0.180600496179324","0.219625578177417"
"Rarely","1998","Baden-Württemberg","Rural Area","49","0.335138668847519","0.270678373894719","0.399598963800318"
"Rarely","1998","Bavaria","Urban Area","181","0.213546942397427","0.186773148390789","0.240320736404064"
"Rarely","1998","Bavaria","Rural Area","194","0.243787942886316","0.216683687285043","0.27089219848759"
"Rarely","1998","Berlin","Urban Area","94","0.180835252742473","0.148068203632144","0.213602301852802"
"Rarely","1998","Berlin","Rural Area","","","",""
"Rarely","1998","Brandenburg","Urban Area","8","","",""
