"pli0080","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","2010","Full Time","direct migration background","","","",""
"Rarely","2010","Full Time","indirect migration background","","","",""
"Rarely","2010","Part Time","no migration background","","","",""
"Rarely","2010","Part Time","direct migration background","","","",""
"Rarely","2010","Part Time","indirect migration background","","","",""
"Rarely","2010","Not Working","no migration background","","","",""
"Rarely","2010","Not Working","direct migration background","","","",""
"Rarely","2010","Not Working","indirect migration background","","","",""
"Never","2010","Full Time","no migration background","","","",""
"Never","2010","Full Time","direct migration background","","","",""
"Never","2010","Full Time","indirect migration background","","","",""
"Never","2010","Part Time","no migration background","","","",""
"Never","2010","Part Time","direct migration background","","","",""
"Never","2010","Part Time","indirect migration background","","","",""
"Never","2010","Not Working","no migration background","","","",""
"Never","2010","Not Working","direct migration background","","","",""
"Never","2010","Not Working","indirect migration background","","","",""
"Daily","2011","Full Time","no migration background","","","",""
"Daily","2011","Full Time","direct migration background","","","",""
"Daily","2011","Full Time","indirect migration background","","","",""
"Daily","2011","Part Time","no migration background","","","",""
"Daily","2011","Part Time","direct migration background","","","",""
"Daily","2011","Part Time","indirect migration background","","","",""
"Daily","2011","Not Working","no migration background","","","",""
"Daily","2011","Not Working","direct migration background","","","",""
"Daily","2011","Not Working","indirect migration background","","","",""
"Min 1x per week","2011","Full Time","no migration background","","","",""
"Min 1x per week","2011","Full Time","direct migration background","","","",""
"Min 1x per week","2011","Full Time","indirect migration background","","","",""
"Min 1x per week","2011","Part Time","no migration background","","","",""
"Min 1x per week","2011","Part Time","direct migration background","","","",""
"Min 1x per week","2011","Part Time","indirect migration background","","","",""
"Min 1x per week","2011","Not Working","no migration background","","","",""
"Min 1x per week","2011","Not Working","direct migration background","","","",""
"Min 1x per week","2011","Not Working","indirect migration background","","","",""
"Min 1x per month","2011","Full Time","no migration background","","","",""
"Min 1x per month","2011","Full Time","direct migration background","","","",""
"Min 1x per month","2011","Full Time","indirect migration background","","","",""
"Min 1x per month","2011","Part Time","no migration background","","","",""
"Min 1x per month","2011","Part Time","direct migration background","","","",""
"Min 1x per month","2011","Part Time","indirect migration background","","","",""
"Min 1x per month","2011","Not Working","no migration background","","","",""
"Min 1x per month","2011","Not Working","direct migration background","","","",""
"Min 1x per month","2011","Not Working","indirect migration background","","","",""
"Rarely","2011","Full Time","no migration background","","","",""
"Rarely","2011","Full Time","direct migration background","","","",""
"Rarely","2011","Full Time","indirect migration background","","","",""
"Rarely","2011","Part Time","no migration background","","","",""
"Rarely","2011","Part Time","direct migration background","","","",""
"Rarely","2011","Part Time","indirect migration background","","","",""
"Rarely","2011","Not Working","no migration background","","","",""
"Rarely","2011","Not Working","direct migration background","","","",""
"Rarely","2011","Not Working","indirect migration background","","","",""
"Never","2011","Full Time","no migration background","","","",""
"Never","2011","Full Time","direct migration background","","","",""
"Never","2011","Full Time","indirect migration background","","","",""
"Never","2011","Part Time","no migration background","","","",""
"Never","2011","Part Time","direct migration background","","","",""
"Never","2011","Part Time","indirect migration background","","","",""
"Never","2011","Not Working","no migration background","","","",""
"Never","2011","Not Working","direct migration background","","","",""
"Never","2011","Not Working","indirect migration background","","","",""
"Daily","2012","Full Time","no migration background","","","",""
"Daily","2012","Full Time","direct migration background","","","",""
"Daily","2012","Full Time","indirect migration background","","","",""
"Daily","2012","Part Time","no migration background","","","",""
"Daily","2012","Part Time","direct migration background","","","",""
"Daily","2012","Part Time","indirect migration background","","","",""
"Daily","2012","Not Working","no migration background","","","",""
"Daily","2012","Not Working","direct migration background","","","",""
"Daily","2012","Not Working","indirect migration background","","","",""
"Min 1x per week","2012","Full Time","no migration background","","","",""
"Min 1x per week","2012","Full Time","direct migration background","","","",""
"Min 1x per week","2012","Full Time","indirect migration background","","","",""
"Min 1x per week","2012","Part Time","no migration background","","","",""
"Min 1x per week","2012","Part Time","direct migration background","","","",""
"Min 1x per week","2012","Part Time","indirect migration background","","","",""
"Min 1x per week","2012","Not Working","no migration background","","","",""
"Min 1x per week","2012","Not Working","direct migration background","","","",""
"Min 1x per week","2012","Not Working","indirect migration background","","","",""
"Min 1x per month","2012","Full Time","no migration background","","","",""
"Min 1x per month","2012","Full Time","direct migration background","","","",""
"Min 1x per month","2012","Full Time","indirect migration background","","","",""
"Min 1x per month","2012","Part Time","no migration background","","","",""
"Min 1x per month","2012","Part Time","direct migration background","","","",""
"Min 1x per month","2012","Part Time","indirect migration background","","","",""
"Min 1x per month","2012","Not Working","no migration background","","","",""
"Min 1x per month","2012","Not Working","direct migration background","","","",""
"Min 1x per month","2012","Not Working","indirect migration background","","","",""
"Rarely","2012","Full Time","no migration background","","","",""
"Rarely","2012","Full Time","direct migration background","","","",""
"Rarely","2012","Full Time","indirect migration background","","","",""
"Rarely","2012","Part Time","no migration background","","","",""
"Rarely","2012","Part Time","direct migration background","","","",""
"Rarely","2012","Part Time","indirect migration background","","","",""
"Rarely","2012","Not Working","no migration background","","","",""
"Rarely","2012","Not Working","direct migration background","","","",""
"Rarely","2012","Not Working","indirect migration background","","","",""
"Never","2012","Full Time","no migration background","","","",""
"Never","2012","Full Time","direct migration background","","","",""
"Never","2012","Full Time","indirect migration background","","","",""
"Never","2012","Part Time","no migration background","","","",""
"Never","2012","Part Time","direct migration background","","","",""
"Never","2012","Part Time","indirect migration background","","","",""
"Never","2012","Not Working","no migration background","","","",""
"Never","2012","Not Working","direct migration background","","","",""
"Never","2012","Not Working","indirect migration background","","","",""
"Daily","2013","Full Time","no migration background","213","0.0275983979213224","0.0240559043071294","0.0311408915355153"
"Daily","2013","Full Time","direct migration background","27","","",""
"Daily","2013","Full Time","indirect migration background","23","","",""
"Daily","2013","Part Time","no migration background","280","0.0454051686424144","0.0401103192169153","0.0507000180679135"
"Daily","2013","Part Time","direct migration background","31","0.0339449139952244","0.0211543106691195","0.0467355173213294"
"Daily","2013","Part Time","indirect migration background","44","0.0878041715707711","0.0600697117817006","0.115538631359841"
"Daily","2013","Not Working","no migration background","379","0.0456239816513389","0.0409083727660481","0.0503395905366297"
"Daily","2013","Not Working","direct migration background","46","0.0393540849198553","0.02697040606623","0.0517377637734806"
"Daily","2013","Not Working","indirect migration background","47","0.11935652147038","0.0833243002840843","0.155388742656675"
"Min 1x per week","2013","Full Time","no migration background","3039","0.37167009617398","0.36122007953736","0.3821201128106"
"Min 1x per week","2013","Full Time","direct migration background","386","0.420964009277709","0.389485986187249","0.452442032368169"
"Min 1x per week","2013","Full Time","indirect migration background","202","0.414383155992978","0.37003590060177","0.458730411384187"
"Min 1x per week","2013","Part Time","no migration background","2571","0.406050562283753","0.393560740996083","0.418540383571424"
"Min 1x per week","2013","Part Time","direct migration background","325","0.384830549266303","0.350464082935248","0.419197015597358"
"Min 1x per week","2013","Part Time","indirect migration background","201","0.525969007933876","0.477036041894411","0.574901973973341"
"Min 1x per week","2013","Not Working","no migration background","2594","0.333150468556605","0.322498850974533","0.343802086138676"
"Min 1x per week","2013","Not Working","direct migration background","370","0.34817823139318","0.317836641140831","0.37851982164553"
"Min 1x per week","2013","Not Working","indirect migration background","161","0.525714151138756","0.470218006459025","0.581210295818486"
"Min 1x per month","2013","Full Time","no migration background","3084","0.385778917133858","0.375252613052614","0.396305221215102"
"Min 1x per month","2013","Full Time","direct migration background","322","0.33361901983582","0.303556949659112","0.363681090012528"
"Min 1x per month","2013","Full Time","indirect migration background","160","0.354494588727707","0.311430657928834","0.39755851952658"
"Min 1x per month","2013","Part Time","no migration background","1977","0.337229286202565","0.325205652837307","0.349252919567823"
"Min 1x per month","2013","Part Time","direct migration background","245","0.325689768950252","0.29258926079799","0.358790277102514"
"Min 1x per month","2013","Part Time","indirect migration background","105","0.257698872440076","0.214837663689953","0.3005600811902"
"Min 1x per month","2013","Not Working","no migration background","2175","0.271944173312372","0.261888673865501","0.281999672759243"
"Min 1x per month","2013","Not Working","direct migration background","248","0.293187361999709","0.26419404676165","0.322180677237768"
"Min 1x per month","2013","Not Working","indirect migration background","62","0.204250605667863","0.159444445048267","0.249056766287458"
"Rarely","2013","Full Time","no migration background","1718","0.193655960394934","0.185110805659172","0.202201115130697"
"Rarely","2013","Full Time","direct migration background","191","0.20477340243896","0.179044905903849","0.230501898974071"
"Rarely","2013","Full Time","indirect migration background","82","0.177971417638796","0.143538207790337","0.212404627487256"
"Rarely","2013","Part Time","no migration background","983","0.186199610557056","0.176299506503512","0.1960997146106"
"Rarely","2013","Part Time","direct migration background","155","0.216531385674366","0.187439360301005","0.245623411047727"
"Rarely","2013","Part Time","indirect migration background","42","0.106684102233199","0.0764309606220745","0.136937243844323"
"Rarely","2013","Not Working","no migration background","1892","0.279153998452688","0.269016644748564","0.289291352156813"
"Rarely","2013","Not Working","direct migration background","217","0.256248237152501","0.228443579717598","0.284052894587404"
"Rarely","2013","Not Working","indirect migration background","34","0.120245280195565","0.084097409626367","0.156393150764764"
"Never","2013","Full Time","no migration background","161","0.0212966283759051","0.0181746831752293","0.0244185735765809"
"Never","2013","Full Time","direct migration background","19","","",""
"Never","2013","Full Time","indirect migration background","7","","",""
"Never","2013","Part Time","no migration background","128","0.0251153723142112","0.021135786722164","0.0290949579062583"
"Never","2013","Part Time","direct migration background","14","","",""
"Never","2013","Part Time","indirect migration background","8","","",""
"Never","2013","Not Working","no migration background","482","0.0701273780269959","0.0643565656078137","0.0758981904461781"
"Never","2013","Not Working","direct migration background","66","0.0630320845347541","0.0475540327161485","0.0785101363533597"
"Never","2013","Not Working","indirect migration background","7","","",""
"Daily","2014","Full Time","no migration background","","","",""
"Daily","2014","Full Time","direct migration background","","","",""
"Daily","2014","Full Time","indirect migration background","","","",""
"Daily","2014","Part Time","no migration background","","","",""
"Daily","2014","Part Time","direct migration background","","","",""
"Daily","2014","Part Time","indirect migration background","","","",""
"Daily","2014","Not Working","no migration background","","","",""
"Daily","2014","Not Working","direct migration background","","","",""
"Daily","2014","Not Working","indirect migration background","","","",""
"Min 1x per week","2014","Full Time","no migration background","","","",""
"Min 1x per week","2014","Full Time","direct migration background","","","",""
"Min 1x per week","2014","Full Time","indirect migration background","","","",""
"Min 1x per week","2014","Part Time","no migration background","","","",""
"Min 1x per week","2014","Part Time","direct migration background","","","",""
"Min 1x per week","2014","Part Time","indirect migration background","","","",""
"Min 1x per week","2014","Not Working","no migration background","","","",""
"Min 1x per week","2014","Not Working","direct migration background","","","",""
"Min 1x per week","2014","Not Working","indirect migration background","","","",""
"Min 1x per month","2014","Full Time","no migration background","","","",""
"Min 1x per month","2014","Full Time","direct migration background","","","",""
"Min 1x per month","2014","Full Time","indirect migration background","","","",""
"Min 1x per month","2014","Part Time","no migration background","","","",""
"Min 1x per month","2014","Part Time","direct migration background","","","",""
"Min 1x per month","2014","Part Time","indirect migration background","","","",""
"Min 1x per month","2014","Not Working","no migration background","","","",""
"Min 1x per month","2014","Not Working","direct migration background","","","",""
"Min 1x per month","2014","Not Working","indirect migration background","","","",""
"Rarely","2014","Full Time","no migration background","","","",""
"Rarely","2014","Full Time","direct migration background","","","",""
"Rarely","2014","Full Time","indirect migration background","","","",""
"Rarely","2014","Part Time","no migration background","","","",""
"Rarely","2014","Part Time","direct migration background","","","",""
"Rarely","2014","Part Time","indirect migration background","","","",""
"Rarely","2014","Not Working","no migration background","","","",""
"Rarely","2014","Not Working","direct migration background","","","",""
"Rarely","2014","Not Working","indirect migration background","","","",""
"Never","2014","Full Time","no migration background","","","",""
"Never","2014","Full Time","direct migration background","","","",""
"Never","2014","Full Time","indirect migration background","","","",""
"Never","2014","Part Time","no migration background","","","",""
"Never","2014","Part Time","direct migration background","","","",""
"Never","2014","Part Time","indirect migration background","","","",""
"Never","2014","Not Working","no migration background","","","",""
"Never","2014","Not Working","direct migration background","","","",""
"Never","2014","Not Working","indirect migration background","","","",""
"Daily","2015","Full Time","no migration background","","","",""
"Daily","2015","Full Time","direct migration background","","","",""
"Daily","2015","Full Time","indirect migration background","","","",""
"Daily","2015","Part Time","no migration background","","","",""
"Daily","2015","Part Time","direct migration background","","","",""
"Daily","2015","Part Time","indirect migration background","","","",""
"Daily","2015","Not Working","no migration background","","","",""
"Daily","2015","Not Working","direct migration background","","","",""
"Daily","2015","Not Working","indirect migration background","","","",""
"Min 1x per week","2015","Full Time","no migration background","","","",""
"Min 1x per week","2015","Full Time","direct migration background","","","",""
"Min 1x per week","2015","Full Time","indirect migration background","","","",""
"Min 1x per week","2015","Part Time","no migration background","","","",""
"Min 1x per week","2015","Part Time","direct migration background","","","",""
"Min 1x per week","2015","Part Time","indirect migration background","","","",""
"Min 1x per week","2015","Not Working","no migration background","","","",""
"Min 1x per week","2015","Not Working","direct migration background","","","",""
"Min 1x per week","2015","Not Working","indirect migration background","","","",""
"Min 1x per month","2015","Full Time","no migration background","","","",""
"Min 1x per month","2015","Full Time","direct migration background","","","",""
"Min 1x per month","2015","Full Time","indirect migration background","","","",""
"Min 1x per month","2015","Part Time","no migration background","","","",""
"Min 1x per month","2015","Part Time","direct migration background","","","",""
"Min 1x per month","2015","Part Time","indirect migration background","","","",""
"Min 1x per month","2015","Not Working","no migration background","","","",""
"Min 1x per month","2015","Not Working","direct migration background","","","",""
"Min 1x per month","2015","Not Working","indirect migration background","","","",""
"Rarely","2015","Full Time","no migration background","","","",""
"Rarely","2015","Full Time","direct migration background","","","",""
"Rarely","2015","Full Time","indirect migration background","","","",""
"Rarely","2015","Part Time","no migration background","","","",""
"Rarely","2015","Part Time","direct migration background","","","",""
"Rarely","2015","Part Time","indirect migration background","","","",""
"Rarely","2015","Not Working","no migration background","","","",""
"Rarely","2015","Not Working","direct migration background","","","",""
"Rarely","2015","Not Working","indirect migration background","","","",""
"Never","2015","Full Time","no migration background","","","",""
"Never","2015","Full Time","direct migration background","","","",""
"Never","2015","Full Time","indirect migration background","","","",""
"Never","2015","Part Time","no migration background","","","",""
"Never","2015","Part Time","direct migration background","","","",""
"Never","2015","Part Time","indirect migration background","","","",""
"Never","2015","Not Working","no migration background","","","",""
"Never","2015","Not Working","direct migration background","","","",""
"Never","2015","Not Working","indirect migration background","","","",""
"Daily","2016","Full Time","no migration background","","","",""
"Daily","2016","Full Time","direct migration background","","","",""
"Daily","2016","Full Time","indirect migration background","","","",""
"Daily","2016","Part Time","no migration background","","","",""
"Daily","2016","Part Time","direct migration background","","","",""
"Daily","2016","Part Time","indirect migration background","","","",""
"Daily","2016","Not Working","no migration background","","","",""
"Daily","2016","Not Working","direct migration background","","","",""
"Daily","2016","Not Working","indirect migration background","","","",""
"Min 1x per week","2016","Full Time","no migration background","","","",""
"Min 1x per week","2016","Full Time","direct migration background","","","",""
"Min 1x per week","2016","Full Time","indirect migration background","","","",""
"Min 1x per week","2016","Part Time","no migration background","","","",""
"Min 1x per week","2016","Part Time","direct migration background","","","",""
"Min 1x per week","2016","Part Time","indirect migration background","","","",""
"Min 1x per week","2016","Not Working","no migration background","","","",""
"Min 1x per week","2016","Not Working","direct migration background","","","",""
"Min 1x per week","2016","Not Working","indirect migration background","","","",""
"Min 1x per month","2016","Full Time","no migration background","","","",""
"Min 1x per month","2016","Full Time","direct migration background","","","",""
"Min 1x per month","2016","Full Time","indirect migration background","","","",""
"Min 1x per month","2016","Part Time","no migration background","","","",""
"Min 1x per month","2016","Part Time","direct migration background","","","",""
"Min 1x per month","2016","Part Time","indirect migration background","","","",""
"Min 1x per month","2016","Not Working","no migration background","","","",""
"Min 1x per month","2016","Not Working","direct migration background","","","",""
"Min 1x per month","2016","Not Working","indirect migration background","","","",""
"Rarely","2016","Full Time","no migration background","","","",""
"Rarely","2016","Full Time","direct migration background","","","",""
"Rarely","2016","Full Time","indirect migration background","","","",""
"Rarely","2016","Part Time","no migration background","","","",""
"Rarely","2016","Part Time","direct migration background","","","",""
"Rarely","2016","Part Time","indirect migration background","","","",""
"Rarely","2016","Not Working","no migration background","","","",""
"Rarely","2016","Not Working","direct migration background","","","",""
"Rarely","2016","Not Working","indirect migration background","","","",""
"Never","2016","Full Time","no migration background","","","",""
"Never","2016","Full Time","direct migration background","","","",""
"Never","2016","Full Time","indirect migration background","","","",""
"Never","2016","Part Time","no migration background","","","",""
"Never","2016","Part Time","direct migration background","","","",""
"Never","2016","Part Time","indirect migration background","","","",""
"Never","2016","Not Working","no migration background","","","",""
"Never","2016","Not Working","direct migration background","","","",""
"Never","2016","Not Working","indirect migration background","","","",""
"Daily","2017","Full Time","no migration background","","","",""
"Daily","2017","Full Time","direct migration background","","","",""
"Daily","2017","Full Time","indirect migration background","","","",""
"Daily","2017","Part Time","no migration background","","","",""
"Daily","2017","Part Time","direct migration background","","","",""
"Daily","2017","Part Time","indirect migration background","","","",""
"Daily","2017","Not Working","no migration background","","","",""
"Daily","2017","Not Working","direct migration background","","","",""
"Daily","2017","Not Working","indirect migration background","","","",""
"Min 1x per week","2017","Full Time","no migration background","","","",""
"Min 1x per week","2017","Full Time","direct migration background","","","",""
"Min 1x per week","2017","Full Time","indirect migration background","","","",""
"Min 1x per week","2017","Part Time","no migration background","","","",""
"Min 1x per week","2017","Part Time","direct migration background","","","",""
"Min 1x per week","2017","Part Time","indirect migration background","","","",""
"Min 1x per week","2017","Not Working","no migration background","","","",""
"Min 1x per week","2017","Not Working","direct migration background","","","",""
"Min 1x per week","2017","Not Working","indirect migration background","","","",""
"Min 1x per month","2017","Full Time","no migration background","","","",""
"Min 1x per month","2017","Full Time","direct migration background","","","",""
"Min 1x per month","2017","Full Time","indirect migration background","","","",""
"Min 1x per month","2017","Part Time","no migration background","","","",""
"Min 1x per month","2017","Part Time","direct migration background","","","",""
"Min 1x per month","2017","Part Time","indirect migration background","","","",""
"Min 1x per month","2017","Not Working","no migration background","","","",""
"Min 1x per month","2017","Not Working","direct migration background","","","",""
"Min 1x per month","2017","Not Working","indirect migration background","","","",""
"Rarely","2017","Full Time","no migration background","","","",""
"Rarely","2017","Full Time","direct migration background","","","",""
"Rarely","2017","Full Time","indirect migration background","","","",""
"Rarely","2017","Part Time","no migration background","","","",""
"Rarely","2017","Part Time","direct migration background","","","",""
"Rarely","2017","Part Time","indirect migration background","","","",""
"Rarely","2017","Not Working","no migration background","","","",""
"Rarely","2017","Not Working","direct migration background","","","",""
"Rarely","2017","Not Working","indirect migration background","","","",""
"Never","2017","Full Time","no migration background","","","",""
"Never","2017","Full Time","direct migration background","","","",""
"Never","2017","Full Time","indirect migration background","","","",""
"Never","2017","Part Time","no migration background","","","",""
"Never","2017","Part Time","direct migration background","","","",""
"Never","2017","Part Time","indirect migration background","","","",""
"Never","2017","Not Working","no migration background","","","",""
"Never","2017","Not Working","direct migration background","","","",""
"Never","2017","Not Working","indirect migration background","","","",""
"Daily","2018","Full Time","no migration background","","","",""
"Daily","2018","Full Time","direct migration background","","","",""
"Daily","2018","Full Time","indirect migration background","","","",""
"Daily","2018","Part Time","no migration background","","","",""
"Daily","2018","Part Time","direct migration background","","","",""
"Daily","2018","Part Time","indirect migration background","","","",""
"Daily","2018","Not Working","no migration background","","","",""
"Daily","2018","Not Working","direct migration background","","","",""
"Daily","2018","Not Working","indirect migration background","","","",""
"Min 1x per week","2018","Full Time","no migration background","","","",""
"Min 1x per week","2018","Full Time","direct migration background","","","",""
"Min 1x per week","2018","Full Time","indirect migration background","","","",""
"Min 1x per week","2018","Part Time","no migration background","","","",""
"Min 1x per week","2018","Part Time","direct migration background","","","",""
"Min 1x per week","2018","Part Time","indirect migration background","","","",""
"Min 1x per week","2018","Not Working","no migration background","","","",""
"Min 1x per week","2018","Not Working","direct migration background","","","",""
"Min 1x per week","2018","Not Working","indirect migration background","","","",""
"Min 1x per month","2018","Full Time","no migration background","","","",""
"Min 1x per month","2018","Full Time","direct migration background","","","",""
"Min 1x per month","2018","Full Time","indirect migration background","","","",""
"Min 1x per month","2018","Part Time","no migration background","","","",""
"Min 1x per month","2018","Part Time","direct migration background","","","",""
"Min 1x per month","2018","Part Time","indirect migration background","","","",""
"Min 1x per month","2018","Not Working","no migration background","","","",""
"Min 1x per month","2018","Not Working","direct migration background","","","",""
"Min 1x per month","2018","Not Working","indirect migration background","","","",""
"Rarely","2018","Full Time","no migration background","","","",""
"Rarely","2018","Full Time","direct migration background","","","",""
"Rarely","2018","Full Time","indirect migration background","","","",""
"Rarely","2018","Part Time","no migration background","","","",""
"Rarely","2018","Part Time","direct migration background","","","",""
"Rarely","2018","Part Time","indirect migration background","","","",""
"Rarely","2018","Not Working","no migration background","","","",""
"Rarely","2018","Not Working","direct migration background","","","",""
"Rarely","2018","Not Working","indirect migration background","","","",""
"Never","2018","Full Time","no migration background","","","",""
"Never","2018","Full Time","direct migration background","","","",""
"Never","2018","Full Time","indirect migration background","","","",""
"Never","2018","Part Time","no migration background","","","",""
"Never","2018","Part Time","direct migration background","","","",""
"Never","2018","Part Time","indirect migration background","","","",""
"Never","2018","Not Working","no migration background","","","",""
"Never","2018","Not Working","direct migration background","","","",""
"Never","2018","Not Working","indirect migration background","","","",""
"Daily","2019","Full Time","no migration background","212","0.027839922316247","0.0242901728849129","0.0313896717475811"
"Daily","2019","Full Time","direct migration background","41","0.0239302322986237","0.0162672062503966","0.0315932583468507"
"Daily","2019","Full Time","indirect migration background","22","","",""
"Daily","2019","Part Time","no migration background","214","0.0409478642057525","0.0356755059133084","0.0462202224981966"
"Daily","2019","Part Time","direct migration background","50","0.0370101829690954","0.0263109174672173","0.0477094484709735"
"Daily","2019","Part Time","indirect migration background","52","0.0596545546345418","0.0406398108571781","0.0786692984119055"
"Daily","2019","Not Working","no migration background","316","0.0431538510787338","0.0382350477930521","0.0480726543644155"
"Daily","2019","Not Working","direct migration background","79","0.062470203271726","0.0483598506007932","0.0765805559426588"
"Daily","2019","Not Working","indirect migration background","50","0.145131514260409","0.1103072192857","0.179955809235118"
"Min 1x per week","2019","Full Time","no migration background","2929","0.358365389047853","0.348018692356004","0.368712085739703"
"Min 1x per week","2019","Full Time","direct migration background","527","0.362412365159364","0.338310099981358","0.386514630337369"
"Min 1x per week","2019","Full Time","indirect migration background","307","0.432489437309813","0.396302104884288","0.468676769735338"
"Min 1x per week","2019","Part Time","no migration background","2216","0.415254828794561","0.402144642954505","0.428365014634618"
"Min 1x per week","2019","Part Time","direct migration background","466","0.389744162077555","0.362104783027617","0.417383541127493"
"Min 1x per week","2019","Part Time","indirect migration background","281","0.497207361800244","0.457066361440345","0.537348362160143"
"Min 1x per week","2019","Not Working","no migration background","2135","0.32048361445035","0.309187437147879","0.331779791752821"
"Min 1x per week","2019","Not Working","direct migration background","391","0.354957240580908","0.327058079692299","0.382856401469518"
"Min 1x per week","2019","Not Working","indirect migration background","185","0.453570448963196","0.404350486214439","0.502790411711953"
"Min 1x per month","2019","Full Time","no migration background","3208","0.386495620065431","0.375988688112719","0.397002552018143"
"Min 1x per month","2019","Full Time","direct migration background","541","0.363874998022617","0.339751862618244","0.387998133426991"
"Min 1x per month","2019","Full Time","indirect migration background","247","0.335117859166182","0.300638993995429","0.369596724336935"
"Min 1x per month","2019","Part Time","no migration background","1894","0.333267702918257","0.320726461130055","0.345808944706458"
"Min 1x per month","2019","Part Time","direct migration background","374","0.312126551784354","0.285866103743592","0.338386999825116"
"Min 1x per month","2019","Part Time","indirect migration background","159","0.292720950399654","0.256191153179877","0.329250747619431"
"Min 1x per month","2019","Not Working","no migration background","1913","0.283453677211113","0.272544504885829","0.294362849536398"
"Min 1x per month","2019","Not Working","direct migration background","313","0.283013765423174","0.256749330712528","0.309278200133821"
"Min 1x per month","2019","Not Working","indirect migration background","88","0.233929101747613","0.192075925268051","0.275782278227174"
"Rarely","2019","Full Time","no migration background","1715","0.201276887047648","0.192625417629453","0.209928356465842"
"Rarely","2019","Full Time","direct migration background","343","0.210623566550852","0.190178808590203","0.231068324511502"
"Rarely","2019","Full Time","indirect migration background","124","0.177400899805795","0.14949770911884","0.20530409049275"
"Rarely","2019","Part Time","no migration background","958","0.181929387410945","0.171665426137676","0.192193348684214"
"Rarely","2019","Part Time","direct migration background","247","0.222716490344304","0.199136239794553","0.246296740894056"
"Rarely","2019","Part Time","indirect migration background","90","0.126516109277089","0.0998275380200736","0.153204680534105"
"Rarely","2019","Not Working","no migration background","1718","0.267398276958996","0.256684517570474","0.278112036347518"
"Rarely","2019","Not Working","direct migration background","261","0.232851163941712","0.208208486575322","0.257493841308103"
"Rarely","2019","Not Working","indirect migration background","51","0.133115222586523","0.099530144254405","0.166700300918641"
"Never","2019","Full Time","no migration background","187","0.0260221815228209","0.0225870673075635","0.0294572957380782"
"Never","2019","Full Time","direct migration background","76","0.0391588379685431","0.0294329981712983","0.048884677765788"
"Never","2019","Full Time","indirect migration background","20","","",""
"Never","2019","Part Time","no migration background","145","0.028600216670485","0.0241656433177144","0.0330347900232555"
"Never","2019","Part Time","direct migration background","59","0.0384026128246911","0.0275118192769835","0.0492934063723988"
"Never","2019","Part Time","indirect migration background","14","","",""
"Never","2019","Not Working","no migration background","474","0.0855105803008068","0.0787415277138395","0.092279632887774"
"Never","2019","Not Working","direct migration background","86","0.0667076267824788","0.0521595537414033","0.0812556998235544"
"Never","2019","Not Working","indirect migration background","19","","",""
