"pli0080","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Never","1999","Part Time","indirect migration background","","","",""
"Never","1999","Not Working","no migration background","","","",""
"Never","1999","Not Working","direct migration background","","","",""
"Never","1999","Not Working","indirect migration background","","","",""
"Daily","2000","Full Time","no migration background","","","",""
"Daily","2000","Full Time","direct migration background","","","",""
"Daily","2000","Full Time","indirect migration background","","","",""
"Daily","2000","Part Time","no migration background","","","",""
"Daily","2000","Part Time","direct migration background","","","",""
"Daily","2000","Part Time","indirect migration background","","","",""
"Daily","2000","Not Working","no migration background","","","",""
"Daily","2000","Not Working","direct migration background","","","",""
"Daily","2000","Not Working","indirect migration background","","","",""
"Min 1x per week","2000","Full Time","no migration background","","","",""
"Min 1x per week","2000","Full Time","direct migration background","","","",""
"Min 1x per week","2000","Full Time","indirect migration background","","","",""
"Min 1x per week","2000","Part Time","no migration background","","","",""
"Min 1x per week","2000","Part Time","direct migration background","","","",""
"Min 1x per week","2000","Part Time","indirect migration background","","","",""
"Min 1x per week","2000","Not Working","no migration background","","","",""
"Min 1x per week","2000","Not Working","direct migration background","","","",""
"Min 1x per week","2000","Not Working","indirect migration background","","","",""
"Min 1x per month","2000","Full Time","no migration background","","","",""
"Min 1x per month","2000","Full Time","direct migration background","","","",""
"Min 1x per month","2000","Full Time","indirect migration background","","","",""
"Min 1x per month","2000","Part Time","no migration background","","","",""
"Min 1x per month","2000","Part Time","direct migration background","","","",""
"Min 1x per month","2000","Part Time","indirect migration background","","","",""
"Min 1x per month","2000","Not Working","no migration background","","","",""
"Min 1x per month","2000","Not Working","direct migration background","","","",""
"Min 1x per month","2000","Not Working","indirect migration background","","","",""
"Rarely","2000","Full Time","no migration background","","","",""
"Rarely","2000","Full Time","direct migration background","","","",""
"Rarely","2000","Full Time","indirect migration background","","","",""
"Rarely","2000","Part Time","no migration background","","","",""
"Rarely","2000","Part Time","direct migration background","","","",""
"Rarely","2000","Part Time","indirect migration background","","","",""
"Rarely","2000","Not Working","no migration background","","","",""
"Rarely","2000","Not Working","direct migration background","","","",""
"Rarely","2000","Not Working","indirect migration background","","","",""
"Never","2000","Full Time","no migration background","","","",""
"Never","2000","Full Time","direct migration background","","","",""
"Never","2000","Full Time","indirect migration background","","","",""
"Never","2000","Part Time","no migration background","","","",""
"Never","2000","Part Time","direct migration background","","","",""
"Never","2000","Part Time","indirect migration background","","","",""
"Never","2000","Not Working","no migration background","","","",""
"Never","2000","Not Working","direct migration background","","","",""
"Never","2000","Not Working","indirect migration background","","","",""
"Daily","2001","Full Time","no migration background","","","",""
"Daily","2001","Full Time","direct migration background","","","",""
"Daily","2001","Full Time","indirect migration background","","","",""
"Daily","2001","Part Time","no migration background","","","",""
"Daily","2001","Part Time","direct migration background","","","",""
"Daily","2001","Part Time","indirect migration background","","","",""
"Daily","2001","Not Working","no migration background","","","",""
"Daily","2001","Not Working","direct migration background","","","",""
"Daily","2001","Not Working","indirect migration background","","","",""
"Min 1x per week","2001","Full Time","no migration background","","","",""
"Min 1x per week","2001","Full Time","direct migration background","","","",""
"Min 1x per week","2001","Full Time","indirect migration background","","","",""
"Min 1x per week","2001","Part Time","no migration background","","","",""
"Min 1x per week","2001","Part Time","direct migration background","","","",""
"Min 1x per week","2001","Part Time","indirect migration background","","","",""
"Min 1x per week","2001","Not Working","no migration background","","","",""
"Min 1x per week","2001","Not Working","direct migration background","","","",""
"Min 1x per week","2001","Not Working","indirect migration background","","","",""
"Min 1x per month","2001","Full Time","no migration background","","","",""
"Min 1x per month","2001","Full Time","direct migration background","","","",""
"Min 1x per month","2001","Full Time","indirect migration background","","","",""
"Min 1x per month","2001","Part Time","no migration background","","","",""
"Min 1x per month","2001","Part Time","direct migration background","","","",""
"Min 1x per month","2001","Part Time","indirect migration background","","","",""
"Min 1x per month","2001","Not Working","no migration background","","","",""
"Min 1x per month","2001","Not Working","direct migration background","","","",""
"Min 1x per month","2001","Not Working","indirect migration background","","","",""
"Rarely","2001","Full Time","no migration background","","","",""
"Rarely","2001","Full Time","direct migration background","","","",""
"Rarely","2001","Full Time","indirect migration background","","","",""
"Rarely","2001","Part Time","no migration background","","","",""
"Rarely","2001","Part Time","direct migration background","","","",""
"Rarely","2001","Part Time","indirect migration background","","","",""
"Rarely","2001","Not Working","no migration background","","","",""
"Rarely","2001","Not Working","direct migration background","","","",""
"Rarely","2001","Not Working","indirect migration background","","","",""
"Never","2001","Full Time","no migration background","","","",""
"Never","2001","Full Time","direct migration background","","","",""
"Never","2001","Full Time","indirect migration background","","","",""
"Never","2001","Part Time","no migration background","","","",""
"Never","2001","Part Time","direct migration background","","","",""
"Never","2001","Part Time","indirect migration background","","","",""
"Never","2001","Not Working","no migration background","","","",""
"Never","2001","Not Working","direct migration background","","","",""
"Never","2001","Not Working","indirect migration background","","","",""
"Daily","2002","Full Time","no migration background","","","",""
"Daily","2002","Full Time","direct migration background","","","",""
"Daily","2002","Full Time","indirect migration background","","","",""
"Daily","2002","Part Time","no migration background","","","",""
"Daily","2002","Part Time","direct migration background","","","",""
"Daily","2002","Part Time","indirect migration background","","","",""
"Daily","2002","Not Working","no migration background","","","",""
"Daily","2002","Not Working","direct migration background","","","",""
"Daily","2002","Not Working","indirect migration background","","","",""
"Min 1x per week","2002","Full Time","no migration background","","","",""
"Min 1x per week","2002","Full Time","direct migration background","","","",""
"Min 1x per week","2002","Full Time","indirect migration background","","","",""
"Min 1x per week","2002","Part Time","no migration background","","","",""
"Min 1x per week","2002","Part Time","direct migration background","","","",""
"Min 1x per week","2002","Part Time","indirect migration background","","","",""
"Min 1x per week","2002","Not Working","no migration background","","","",""
"Min 1x per week","2002","Not Working","direct migration background","","","",""
"Min 1x per week","2002","Not Working","indirect migration background","","","",""
"Min 1x per month","2002","Full Time","no migration background","","","",""
"Min 1x per month","2002","Full Time","direct migration background","","","",""
"Min 1x per month","2002","Full Time","indirect migration background","","","",""
"Min 1x per month","2002","Part Time","no migration background","","","",""
"Min 1x per month","2002","Part Time","direct migration background","","","",""
"Min 1x per month","2002","Part Time","indirect migration background","","","",""
"Min 1x per month","2002","Not Working","no migration background","","","",""
"Min 1x per month","2002","Not Working","direct migration background","","","",""
"Min 1x per month","2002","Not Working","indirect migration background","","","",""
"Rarely","2002","Full Time","no migration background","","","",""
"Rarely","2002","Full Time","direct migration background","","","",""
"Rarely","2002","Full Time","indirect migration background","","","",""
"Rarely","2002","Part Time","no migration background","","","",""
"Rarely","2002","Part Time","direct migration background","","","",""
"Rarely","2002","Part Time","indirect migration background","","","",""
"Rarely","2002","Not Working","no migration background","","","",""
"Rarely","2002","Not Working","direct migration background","","","",""
"Rarely","2002","Not Working","indirect migration background","","","",""
"Never","2002","Full Time","no migration background","","","",""
"Never","2002","Full Time","direct migration background","","","",""
"Never","2002","Full Time","indirect migration background","","","",""
"Never","2002","Part Time","no migration background","","","",""
"Never","2002","Part Time","direct migration background","","","",""
"Never","2002","Part Time","indirect migration background","","","",""
"Never","2002","Not Working","no migration background","","","",""
"Never","2002","Not Working","direct migration background","","","",""
"Never","2002","Not Working","indirect migration background","","","",""
"Daily","2003","Full Time","no migration background","208","0.0313935621848152","0.027490540059601","0.0352965843100295"
"Daily","2003","Full Time","direct migration background","35","0.0415353890618519","0.0286912379481077","0.054379540175596"
"Daily","2003","Full Time","indirect migration background","27","","",""
"Daily","2003","Part Time","no migration background","265","0.0516581391064075","0.0450045745059379","0.0583117037068771"
"Daily","2003","Part Time","direct migration background","35","0.0642463599046526","0.0453094033384249","0.0831833164708803"
"Daily","2003","Part Time","indirect migration background","28","","",""
"Daily","2003","Not Working","no migration background","372","0.0497939749768199","0.0446511256124001","0.0549368243412397"
"Daily","2003","Not Working","direct migration background","65","0.0668359571507579","0.0518159577064429","0.0818559565950729"
"Daily","2003","Not Working","indirect migration background","49","0.196615987809867","0.147151529462875","0.246080446156858"
"Min 1x per week","2003","Full Time","no migration background","3021","0.407538843926125","0.396540647183957","0.418537040668293"
"Min 1x per week","2003","Full Time","direct migration background","440","0.451368764821125","0.419334538477323","0.483402991164928"
"Min 1x per week","2003","Full Time","indirect migration background","187","0.548740619098464","0.493524297671503","0.603956940525425"
"Min 1x per week","2003","Part Time","no migration background","1905","0.450138969361653","0.435183421895585","0.465094516827721"
"Min 1x per week","2003","Part Time","direct migration background","311","0.482169926782569","0.443577787678674","0.520762065886463"
"Min 1x per week","2003","Part Time","indirect migration background","134","0.572297897694122","0.507937765095688","0.636658030292555"
"Min 1x per week","2003","Not Working","no migration background","2594","0.371036917913048","0.359615299285335","0.38245853654076"
"Min 1x per week","2003","Not Working","direct migration background","482","0.442994581741095","0.413119111505424","0.472870051976766"
"Min 1x per week","2003","Not Working","indirect migration background","134","0.481063095084465","0.418878823735991","0.543247366432938"
"Min 1x per month","2003","Full Time","no migration background","2840","0.346522663678566","0.335871719071456","0.357173608285676"
"Min 1x per month","2003","Full Time","direct migration background","286","0.308775154849489","0.279035284699048","0.338515024999929"
"Min 1x per month","2003","Full Time","indirect migration background","63","0.193648822122365","0.1498017765077","0.23749586773703"
"Min 1x per month","2003","Part Time","no migration background","1349","0.304224468339398","0.290394086045729","0.318054850633066"
"Min 1x per month","2003","Part Time","direct migration background","192","0.274601152638084","0.240130876235208","0.30907142904096"
"Min 1x per month","2003","Part Time","indirect migration background","42","0.168265832404051","0.119599860294591","0.216931804513511"
"Min 1x per month","2003","Not Working","no migration background","2018","0.282877811834587","0.272228966052367","0.293526657616807"
"Min 1x per month","2003","Not Working","direct migration background","268","0.250242593189815","0.224191447300505","0.276293739079124"
"Min 1x per month","2003","Not Working","indirect migration background","37","0.181707359256644","0.133716024186569","0.229698694326719"
"Rarely","2003","Full Time","no migration background","1497","0.199252076512517","0.190311688294969","0.208192464730065"
"Rarely","2003","Full Time","direct migration background","145","0.180137114567905","0.155398211538941","0.20487601759687"
"Rarely","2003","Full Time","indirect migration background","30","0.132322068834912","0.0947239417931792","0.169920195876646"
"Rarely","2003","Part Time","no migration background","675","0.176378129206995","0.164920656279707","0.187835602134283"
"Rarely","2003","Part Time","direct migration background","85","0.139095790740392","0.112369445950352","0.165822135530431"
"Rarely","2003","Part Time","indirect migration background","21","","",""
"Rarely","2003","Not Working","no migration background","1527","0.236118710587963","0.226077532878332","0.246159888297595"
"Rarely","2003","Not Working","direct migration background","192","0.191115810739177","0.167468741961957","0.214762879516397"
"Rarely","2003","Not Working","indirect migration background","22","","",""
"Never","2003","Full Time","no migration background","102","0.0152928536979769","0.0125461940280334","0.0180395133679204"
"Never","2003","Full Time","direct migration background","21","","",""
"Never","2003","Full Time","indirect migration background","5","","",""
"Never","2003","Part Time","no migration background","57","0.0176002939855475","0.0136474778699696","0.0215531101011254"
"Never","2003","Part Time","direct migration background","21","","",""
"Never","2003","Part Time","indirect migration background","2","","",""
"Never","2003","Not Working","no migration background","361","0.0601725846875821","0.0545500789956042","0.0657950903795599"
"Never","2003","Not Working","direct migration background","55","0.0488110571791557","0.0358518528882444","0.0617702614700669"
"Never","2003","Not Working","indirect migration background","6","","",""
"Daily","2004","Full Time","no migration background","","","",""
"Daily","2004","Full Time","direct migration background","","","",""
"Daily","2004","Full Time","indirect migration background","","","",""
"Daily","2004","Part Time","no migration background","","","",""
"Daily","2004","Part Time","direct migration background","","","",""
"Daily","2004","Part Time","indirect migration background","","","",""
"Daily","2004","Not Working","no migration background","","","",""
"Daily","2004","Not Working","direct migration background","","","",""
"Daily","2004","Not Working","indirect migration background","","","",""
"Min 1x per week","2004","Full Time","no migration background","","","",""
"Min 1x per week","2004","Full Time","direct migration background","","","",""
"Min 1x per week","2004","Full Time","indirect migration background","","","",""
"Min 1x per week","2004","Part Time","no migration background","","","",""
"Min 1x per week","2004","Part Time","direct migration background","","","",""
"Min 1x per week","2004","Part Time","indirect migration background","","","",""
"Min 1x per week","2004","Not Working","no migration background","","","",""
"Min 1x per week","2004","Not Working","direct migration background","","","",""
"Min 1x per week","2004","Not Working","indirect migration background","","","",""
"Min 1x per month","2004","Full Time","no migration background","","","",""
"Min 1x per month","2004","Full Time","direct migration background","","","",""
"Min 1x per month","2004","Full Time","indirect migration background","","","",""
"Min 1x per month","2004","Part Time","no migration background","","","",""
"Min 1x per month","2004","Part Time","direct migration background","","","",""
"Min 1x per month","2004","Part Time","indirect migration background","","","",""
"Min 1x per month","2004","Not Working","no migration background","","","",""
"Min 1x per month","2004","Not Working","direct migration background","","","",""
"Min 1x per month","2004","Not Working","indirect migration background","","","",""
"Rarely","2004","Full Time","no migration background","","","",""
"Rarely","2004","Full Time","direct migration background","","","",""
"Rarely","2004","Full Time","indirect migration background","","","",""
"Rarely","2004","Part Time","no migration background","","","",""
"Rarely","2004","Part Time","direct migration background","","","",""
"Rarely","2004","Part Time","indirect migration background","","","",""
"Rarely","2004","Not Working","no migration background","","","",""
"Rarely","2004","Not Working","direct migration background","","","",""
"Rarely","2004","Not Working","indirect migration background","","","",""
"Never","2004","Full Time","no migration background","","","",""
"Never","2004","Full Time","direct migration background","","","",""
"Never","2004","Full Time","indirect migration background","","","",""
"Never","2004","Part Time","no migration background","","","",""
"Never","2004","Part Time","direct migration background","","","",""
"Never","2004","Part Time","indirect migration background","","","",""
"Never","2004","Not Working","no migration background","","","",""
"Never","2004","Not Working","direct migration background","","","",""
"Never","2004","Not Working","indirect migration background","","","",""
"Daily","2005","Full Time","no migration background","","","",""
"Daily","2005","Full Time","direct migration background","","","",""
"Daily","2005","Full Time","indirect migration background","","","",""
"Daily","2005","Part Time","no migration background","","","",""
"Daily","2005","Part Time","direct migration background","","","",""
"Daily","2005","Part Time","indirect migration background","","","",""
"Daily","2005","Not Working","no migration background","","","",""
"Daily","2005","Not Working","direct migration background","","","",""
"Daily","2005","Not Working","indirect migration background","","","",""
"Min 1x per week","2005","Full Time","no migration background","","","",""
"Min 1x per week","2005","Full Time","direct migration background","","","",""
"Min 1x per week","2005","Full Time","indirect migration background","","","",""
"Min 1x per week","2005","Part Time","no migration background","","","",""
"Min 1x per week","2005","Part Time","direct migration background","","","",""
"Min 1x per week","2005","Part Time","indirect migration background","","","",""
"Min 1x per week","2005","Not Working","no migration background","","","",""
"Min 1x per week","2005","Not Working","direct migration background","","","",""
"Min 1x per week","2005","Not Working","indirect migration background","","","",""
"Min 1x per month","2005","Full Time","no migration background","","","",""
"Min 1x per month","2005","Full Time","direct migration background","","","",""
"Min 1x per month","2005","Full Time","indirect migration background","","","",""
"Min 1x per month","2005","Part Time","no migration background","","","",""
"Min 1x per month","2005","Part Time","direct migration background","","","",""
"Min 1x per month","2005","Part Time","indirect migration background","","","",""
"Min 1x per month","2005","Not Working","no migration background","","","",""
"Min 1x per month","2005","Not Working","direct migration background","","","",""
"Min 1x per month","2005","Not Working","indirect migration background","","","",""
"Rarely","2005","Full Time","no migration background","","","",""
"Rarely","2005","Full Time","direct migration background","","","",""
"Rarely","2005","Full Time","indirect migration background","","","",""
"Rarely","2005","Part Time","no migration background","","","",""
"Rarely","2005","Part Time","direct migration background","","","",""
"Rarely","2005","Part Time","indirect migration background","","","",""
"Rarely","2005","Not Working","no migration background","","","",""
"Rarely","2005","Not Working","direct migration background","","","",""
"Rarely","2005","Not Working","indirect migration background","","","",""
"Never","2005","Full Time","no migration background","","","",""
"Never","2005","Full Time","direct migration background","","","",""
"Never","2005","Full Time","indirect migration background","","","",""
"Never","2005","Part Time","no migration background","","","",""
"Never","2005","Part Time","direct migration background","","","",""
"Never","2005","Part Time","indirect migration background","","","",""
"Never","2005","Not Working","no migration background","","","",""
"Never","2005","Not Working","direct migration background","","","",""
"Never","2005","Not Working","indirect migration background","","","",""
"Daily","2006","Full Time","no migration background","","","",""
"Daily","2006","Full Time","direct migration background","","","",""
"Daily","2006","Full Time","indirect migration background","","","",""
"Daily","2006","Part Time","no migration background","","","",""
"Daily","2006","Part Time","direct migration background","","","",""
"Daily","2006","Part Time","indirect migration background","","","",""
"Daily","2006","Not Working","no migration background","","","",""
"Daily","2006","Not Working","direct migration background","","","",""
"Daily","2006","Not Working","indirect migration background","","","",""
"Min 1x per week","2006","Full Time","no migration background","","","",""
"Min 1x per week","2006","Full Time","direct migration background","","","",""
"Min 1x per week","2006","Full Time","indirect migration background","","","",""
"Min 1x per week","2006","Part Time","no migration background","","","",""
"Min 1x per week","2006","Part Time","direct migration background","","","",""
"Min 1x per week","2006","Part Time","indirect migration background","","","",""
"Min 1x per week","2006","Not Working","no migration background","","","",""
"Min 1x per week","2006","Not Working","direct migration background","","","",""
"Min 1x per week","2006","Not Working","indirect migration background","","","",""
"Min 1x per month","2006","Full Time","no migration background","","","",""
"Min 1x per month","2006","Full Time","direct migration background","","","",""
"Min 1x per month","2006","Full Time","indirect migration background","","","",""
"Min 1x per month","2006","Part Time","no migration background","","","",""
"Min 1x per month","2006","Part Time","direct migration background","","","",""
"Min 1x per month","2006","Part Time","indirect migration background","","","",""
"Min 1x per month","2006","Not Working","no migration background","","","",""
"Min 1x per month","2006","Not Working","direct migration background","","","",""
"Min 1x per month","2006","Not Working","indirect migration background","","","",""
"Rarely","2006","Full Time","no migration background","","","",""
"Rarely","2006","Full Time","direct migration background","","","",""
"Rarely","2006","Full Time","indirect migration background","","","",""
"Rarely","2006","Part Time","no migration background","","","",""
"Rarely","2006","Part Time","direct migration background","","","",""
"Rarely","2006","Part Time","indirect migration background","","","",""
"Rarely","2006","Not Working","no migration background","","","",""
"Rarely","2006","Not Working","direct migration background","","","",""
"Rarely","2006","Not Working","indirect migration background","","","",""
"Never","2006","Full Time","no migration background","","","",""
"Never","2006","Full Time","direct migration background","","","",""
"Never","2006","Full Time","indirect migration background","","","",""
"Never","2006","Part Time","no migration background","","","",""
"Never","2006","Part Time","direct migration background","","","",""
"Never","2006","Part Time","indirect migration background","","","",""
"Never","2006","Not Working","no migration background","","","",""
"Never","2006","Not Working","direct migration background","","","",""
"Never","2006","Not Working","indirect migration background","","","",""
"Daily","2007","Full Time","no migration background","","","",""
"Daily","2007","Full Time","direct migration background","","","",""
"Daily","2007","Full Time","indirect migration background","","","",""
"Daily","2007","Part Time","no migration background","","","",""
"Daily","2007","Part Time","direct migration background","","","",""
"Daily","2007","Part Time","indirect migration background","","","",""
"Daily","2007","Not Working","no migration background","","","",""
"Daily","2007","Not Working","direct migration background","","","",""
"Daily","2007","Not Working","indirect migration background","","","",""
"Min 1x per week","2007","Full Time","no migration background","","","",""
"Min 1x per week","2007","Full Time","direct migration background","","","",""
"Min 1x per week","2007","Full Time","indirect migration background","","","",""
"Min 1x per week","2007","Part Time","no migration background","","","",""
"Min 1x per week","2007","Part Time","direct migration background","","","",""
"Min 1x per week","2007","Part Time","indirect migration background","","","",""
"Min 1x per week","2007","Not Working","no migration background","","","",""
"Min 1x per week","2007","Not Working","direct migration background","","","",""
"Min 1x per week","2007","Not Working","indirect migration background","","","",""
"Min 1x per month","2007","Full Time","no migration background","","","",""
"Min 1x per month","2007","Full Time","direct migration background","","","",""
"Min 1x per month","2007","Full Time","indirect migration background","","","",""
"Min 1x per month","2007","Part Time","no migration background","","","",""
"Min 1x per month","2007","Part Time","direct migration background","","","",""
"Min 1x per month","2007","Part Time","indirect migration background","","","",""
"Min 1x per month","2007","Not Working","no migration background","","","",""
"Min 1x per month","2007","Not Working","direct migration background","","","",""
"Min 1x per month","2007","Not Working","indirect migration background","","","",""
"Rarely","2007","Full Time","no migration background","","","",""
"Rarely","2007","Full Time","direct migration background","","","",""
"Rarely","2007","Full Time","indirect migration background","","","",""
"Rarely","2007","Part Time","no migration background","","","",""
"Rarely","2007","Part Time","direct migration background","","","",""
"Rarely","2007","Part Time","indirect migration background","","","",""
"Rarely","2007","Not Working","no migration background","","","",""
"Rarely","2007","Not Working","direct migration background","","","",""
"Rarely","2007","Not Working","indirect migration background","","","",""
"Never","2007","Full Time","no migration background","","","",""
"Never","2007","Full Time","direct migration background","","","",""
"Never","2007","Full Time","indirect migration background","","","",""
"Never","2007","Part Time","no migration background","","","",""
"Never","2007","Part Time","direct migration background","","","",""
"Never","2007","Part Time","indirect migration background","","","",""
"Never","2007","Not Working","no migration background","","","",""
"Never","2007","Not Working","direct migration background","","","",""
"Never","2007","Not Working","indirect migration background","","","",""
"Daily","2008","Full Time","no migration background","146","0.0284276128670842","0.0243908613119896","0.0324643644221788"
"Daily","2008","Full Time","direct migration background","21","","",""
"Daily","2008","Full Time","indirect migration background","17","","",""
"Daily","2008","Part Time","no migration background","183","0.0614664159216193","0.0537314847041271","0.0692013471391116"
"Daily","2008","Part Time","direct migration background","22","","",""
"Daily","2008","Part Time","indirect migration background","21","","",""
"Daily","2008","Not Working","no migration background","280","0.0461032388223369","0.0409889899979648","0.0512174876467091"
"Daily","2008","Not Working","direct migration background","45","0.0572144011175706","0.041130515304448","0.0732982869306931"
"Daily","2008","Not Working","indirect migration background","40","0.170345221183245","0.119008495238142","0.221681947128348"
"Min 1x per week","2008","Full Time","no migration background","2345","0.366303759771124","0.354601075272499","0.378006444269749"
"Min 1x per week","2008","Full Time","direct migration background","263","0.418919076182493","0.380361817778319","0.457476334586667"
"Min 1x per week","2008","Full Time","indirect migration background","199","0.589324968068776","0.537032974034665","0.641616962102887"
"Min 1x per week","2008","Part Time","no migration background","1573","0.429801163383525","0.413858548368553","0.445743778398497"
"Min 1x per week","2008","Part Time","direct migration background","212","0.425516608866905","0.381239696174564","0.469793521559247"
"Min 1x per week","2008","Part Time","indirect migration background","125","0.508087084542597","0.442471220833682","0.573702948251512"
"Min 1x per week","2008","Not Working","no migration background","2319","0.35127238922263","0.339630629076323","0.362914149368937"
"Min 1x per week","2008","Not Working","direct migration background","351","0.428041635208586","0.393776137200651","0.462307133216521"
"Min 1x per week","2008","Not Working","indirect migration background","119","0.600275972654625","0.533384603071846","0.667167342237403"
"Min 1x per month","2008","Full Time","no migration background","2476","0.359433959069114","0.347778865828731","0.371089052309497"
"Min 1x per month","2008","Full Time","direct migration background","218","0.337887150149821","0.300923520142374","0.374850780157267"
"Min 1x per month","2008","Full Time","indirect migration background","79","0.218286041983167","0.174377850557861","0.262194233408473"
"Min 1x per month","2008","Part Time","no migration background","1241","0.308653052497254","0.293776718683763","0.323529386310745"
"Min 1x per month","2008","Part Time","direct migration background","169","0.340609333185444","0.298168880829986","0.383049785540902"
"Min 1x per month","2008","Part Time","indirect migration background","47","0.211224605456454","0.157651775228819","0.264797435684089"
"Min 1x per month","2008","Not Working","no migration background","1941","0.287239978292017","0.276205303013019","0.298274653571015"
"Min 1x per month","2008","Not Working","direct migration background","202","0.264148527267443","0.23361682550289","0.294680229031997"
"Min 1x per month","2008","Not Working","indirect migration background","19","","",""
"Rarely","2008","Full Time","no migration background","1454","0.228239507593694","0.218045125071985","0.238433890115404"
"Rarely","2008","Full Time","direct migration background","116","0.197870514956178","0.166736469824982","0.229004560087373"
"Rarely","2008","Full Time","indirect migration background","38","0.135886088049691","0.0994625919441121","0.172309584155271"
"Rarely","2008","Part Time","no migration background","651","0.17733294100918","0.165032537336715","0.189633344681645"
"Rarely","2008","Part Time","direct migration background","72","0.173519163803201","0.139605832596304","0.207432495010099"
"Rarely","2008","Part Time","indirect migration background","26","","",""
"Rarely","2008","Not Working","no migration background","1581","0.256734394664231","0.246081209040428","0.267387580288035"
"Rarely","2008","Not Working","direct migration background","168","0.216206067328495","0.18769806928896","0.244714065368029"
"Rarely","2008","Not Working","indirect migration background","24","","",""
"Never","2008","Full Time","no migration background","90","0.0175951606989836","0.0144016666680577","0.0207886547299096"
"Never","2008","Full Time","direct migration background","11","","",""
"Never","2008","Full Time","indirect migration background","7","","",""
"Never","2008","Part Time","no migration background","56","0.0227464271884214","0.0179449725413212","0.0275478818355216"
"Never","2008","Part Time","direct migration background","4","","",""
"Never","2008","Part Time","indirect migration background","4","","",""
"Never","2008","Not Working","no migration background","338","0.0586499989987847","0.052919729904633","0.0643802680929363"
"Never","2008","Not Working","direct migration background","35","0.0343893690779055","0.0217697874748002","0.0470089506810107"
"Never","2008","Not Working","indirect migration background","4","","",""
"Daily","2009","Full Time","no migration background","","","",""
"Daily","2009","Full Time","direct migration background","","","",""
"Daily","2009","Full Time","indirect migration background","","","",""
"Daily","2009","Part Time","no migration background","","","",""
"Daily","2009","Part Time","direct migration background","","","",""
"Daily","2009","Part Time","indirect migration background","","","",""
"Daily","2009","Not Working","no migration background","","","",""
"Daily","2009","Not Working","direct migration background","","","",""
"Daily","2009","Not Working","indirect migration background","","","",""
"Min 1x per week","2009","Full Time","no migration background","","","",""
"Min 1x per week","2009","Full Time","direct migration background","","","",""
"Min 1x per week","2009","Full Time","indirect migration background","","","",""
"Min 1x per week","2009","Part Time","no migration background","","","",""
"Min 1x per week","2009","Part Time","direct migration background","","","",""
"Min 1x per week","2009","Part Time","indirect migration background","","","",""
"Min 1x per week","2009","Not Working","no migration background","","","",""
"Min 1x per week","2009","Not Working","direct migration background","","","",""
"Min 1x per week","2009","Not Working","indirect migration background","","","",""
"Min 1x per month","2009","Full Time","no migration background","","","",""
"Min 1x per month","2009","Full Time","direct migration background","","","",""
"Min 1x per month","2009","Full Time","indirect migration background","","","",""
"Min 1x per month","2009","Part Time","no migration background","","","",""
"Min 1x per month","2009","Part Time","direct migration background","","","",""
"Min 1x per month","2009","Part Time","indirect migration background","","","",""
"Min 1x per month","2009","Not Working","no migration background","","","",""
"Min 1x per month","2009","Not Working","direct migration background","","","",""
"Min 1x per month","2009","Not Working","indirect migration background","","","",""
"Rarely","2009","Full Time","no migration background","","","",""
"Rarely","2009","Full Time","direct migration background","","","",""
"Rarely","2009","Full Time","indirect migration background","","","",""
"Rarely","2009","Part Time","no migration background","","","",""
"Rarely","2009","Part Time","direct migration background","","","",""
"Rarely","2009","Part Time","indirect migration background","","","",""
"Rarely","2009","Not Working","no migration background","","","",""
"Rarely","2009","Not Working","direct migration background","","","",""
"Rarely","2009","Not Working","indirect migration background","","","",""
"Never","2009","Full Time","no migration background","","","",""
"Never","2009","Full Time","direct migration background","","","",""
"Never","2009","Full Time","indirect migration background","","","",""
"Never","2009","Part Time","no migration background","","","",""
"Never","2009","Part Time","direct migration background","","","",""
"Never","2009","Part Time","indirect migration background","","","",""
"Never","2009","Not Working","no migration background","","","",""
"Never","2009","Not Working","direct migration background","","","",""
"Never","2009","Not Working","indirect migration background","","","",""
"Daily","2010","Full Time","no migration background","","","",""
"Daily","2010","Full Time","direct migration background","","","",""
"Daily","2010","Full Time","indirect migration background","","","",""
"Daily","2010","Part Time","no migration background","","","",""
"Daily","2010","Part Time","direct migration background","","","",""
"Daily","2010","Part Time","indirect migration background","","","",""
"Daily","2010","Not Working","no migration background","","","",""
"Daily","2010","Not Working","direct migration background","","","",""
"Daily","2010","Not Working","indirect migration background","","","",""
"Min 1x per week","2010","Full Time","no migration background","","","",""
"Min 1x per week","2010","Full Time","direct migration background","","","",""
"Min 1x per week","2010","Full Time","indirect migration background","","","",""
"Min 1x per week","2010","Part Time","no migration background","","","",""
"Min 1x per week","2010","Part Time","direct migration background","","","",""
"Min 1x per week","2010","Part Time","indirect migration background","","","",""
"Min 1x per week","2010","Not Working","no migration background","","","",""
"Min 1x per week","2010","Not Working","direct migration background","","","",""
"Min 1x per week","2010","Not Working","indirect migration background","","","",""
"Min 1x per month","2010","Full Time","no migration background","","","",""
"Min 1x per month","2010","Full Time","direct migration background","","","",""
"Min 1x per month","2010","Full Time","indirect migration background","","","",""
"Min 1x per month","2010","Part Time","no migration background","","","",""
"Min 1x per month","2010","Part Time","direct migration background","","","",""
"Min 1x per month","2010","Part Time","indirect migration background","","","",""
"Min 1x per month","2010","Not Working","no migration background","","","",""
"Min 1x per month","2010","Not Working","direct migration background","","","",""
"Min 1x per month","2010","Not Working","indirect migration background","","","",""
"Rarely","2010","Full Time","no migration background","","","",""
