"pli0080","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","Schleswig-Holstein","Not Employed","6","","","","1"
"Daily","1990","Schleswig-Holstein","Employed","11","","","","1"
"Daily","1990","Hamburg","Not Employed","4","","","","1"
"Daily","1990","Hamburg","Employed","4","","","","1"
"Daily","1990","Lower Saxony","Not Employed","21","","","","1"
"Daily","1990","Lower Saxony","Employed","36","0.0463209193169258","0.0295868527535033","0.0630549858803483","1"
"Daily","1990","Bremen","Not Employed","5","","","","1"
"Daily","1990","Bremen","Employed","7","","","","1"
"Daily","1990","North Rhine-Westphalia","Not Employed","80","0.066998961270447","0.0515337330582101","0.0824641894826838","1"
"Daily","1990","North Rhine-Westphalia","Employed","83","0.0459180671101457","0.0355646693317718","0.0562714648885196","1"
"Daily","1990","Hesse","Not Employed","36","0.0519944078678534","0.0282554188111597","0.075733396924547","1"
"Daily","1990","Hesse","Employed","45","0.052081516585625","0.0349475017373463","0.0692155314339036","1"
"Daily","1990","Rhineland-Palatinate,Saarland","Not Employed","20","","","","1"
"Daily","1990","Rhineland-Palatinate,Saarland","Employed","25","","","","1"
"Daily","1990","Baden-Württemberg","Not Employed","44","0.061199324694232","0.0408883291147391","0.0815103202737249","1"
"Daily","1990","Baden-Württemberg","Employed","101","0.0504037951046975","0.0383286696488278","0.0624789205605672","1"
"Daily","1990","Bavaria","Not Employed","28","","","","1"
"Daily","1990","Bavaria","Employed","43","0.0333374916275601","0.0227720850248064","0.0439028982303139","1"
"Daily","1990","Berlin","Not Employed","9","","","","1"
"Daily","1990","Berlin","Employed","19","","","","1"
"Daily","1990","Brandenburg","Not Employed","","","","","1"
"Daily","1990","Brandenburg","Employed","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Daily","1990","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Daily","1990","Saxony","Not Employed","","","","","1"
"Daily","1990","Saxony","Employed","","","","","1"
"Daily","1990","Saxony-Anhalt","Not Employed","","","","","1"
"Daily","1990","Saxony-Anhalt","Employed","","","","","1"
"Daily","1990","Thuringia","Not Employed","","","","","1"
"Daily","1990","Thuringia","Employed","","","","","1"
"Min 1x per month","1990","Hamburg","Employed","26","","","","3"
"Min 1x per month","1990","Saxony","Employed","","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","Employed","64","0.38223296464092","0.311046404089974","0.453419525191867","3"
"Min 1x per month","1990","Hamburg","Not Employed","23","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Employed","","","","","3"
"Min 1x per month","1990","Saxony","Not Employed","","","","","3"
"Min 1x per month","1990","Schleswig-Holstein","Not Employed","39","0.394637715675161","0.300700345970151","0.488575085380172","3"
"Min 1x per month","1990","Brandenburg","Employed","","","","","3"
"Min 1x per month","1990","Thuringia","Employed","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","Not Employed","","","","","3"
"Min 1x per month","1990","Saxony-Anhalt","Employed","","","","","3"
"Min 1x per month","1990","Thuringia","Not Employed","","","","","3"
"Min 1x per month","1990","Lower Saxony","Not Employed","99","0.276016762718617","0.230590332935331","0.321443192501903","3"
"Min 1x per month","1990","Lower Saxony","Employed","186","0.326130022086183","0.288805416860178","0.363454627312189","3"
"Min 1x per month","1990","Bremen","Not Employed","15","","","","3"
"Min 1x per month","1990","Bremen","Employed","13","","","","3"
"Min 1x per month","1990","North Rhine-Westphalia","Not Employed","286","0.299289914510291","0.270963183407796","0.327616645612786","3"
