"year","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","(Married) couple without C.","1.24","1","2024","1","1","1","2","2","1.22","1.26","1","4","1","1"
"1990","1-pers.-HH","2.24","2","893","1","1","3","4","4","2.17","2.31","1","4","2","2"
"1990","Couple + C. GT 16 ","1.44","1","1518","1","1","2","2","4","1.41","1.47","1","4","1","1"
"1990","Couple + C. LE 16","1.2","1","1466","1","1","1","2","2","1.18","1.22","1","4","1","1"
"1990","Couple + C. LE and GT 16","1.38","1","435","1","1","2","2","4","1.32","1.44","1","4","1","1"
"1990","Single parent","1.84","2","369","1","1","2","3","4","1.75","1.93","1","4","1","2"
"1991","(Married) couple without C.","","","","","","","","","","","","","",""
"1991","1-pers.-HH","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","","","","","","","","","","","","","",""
"1991","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1991","Single parent","","","","","","","","","","","","","",""
"1992","(Married) couple without C.","1.2","1","2966","1","1","1","2","2","1.18","1.22","1","4","1","1"
"1992","1-pers.-HH","2.25","2","1159","1","1","3","4","4","2.18","2.32","1","4","2","2"
"1992","Couple + C. GT 16 ","1.41","1","2184","1","1","2","2","4","1.38","1.44","1","4","1","1"
"1992","Couple + C. LE 16","1.15","1","2725","1","1","1","2","2","1.14","1.16","1","4","1","1"
"1992","Couple + C. LE and GT 16","1.41","1","715","1","1","2","2","4","1.36","1.46","1","4","1","1"
"1992","Single parent","1.87","2","530","1","1","2","3","4","1.79","1.95","1","4","2","2"
"1993","(Married) couple without C.","","","","","","","","","","","","","",""
"1993","1-pers.-HH","","","","","","","","","","","","","",""
"1993","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1993","Couple + C. LE 16","","","","","","","","","","","","","",""
"1993","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1993","Single parent","","","","","","","","","","","","","",""
"1994","(Married) couple without C.","","","","","","","","","","","","","",""
