"year","age_gr","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","Baden-Württemberg","2.96","3","449","2","3","3","4","4","2.89","3.03","1","4","3","3"
"1990","16-34 y.","Bavaria","2.98","3","483","2","3","3","4","4","2.91","3.05","1","4","3","3"
"1990","16-34 y.","Berlin","3.01","3","73","2","3","4","4","4","2.84","3.18","1","4","3","3"
"1990","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"1990","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1990","16-34 y.","Hamburg","2.66","3","40","2","2","3","3","3","2.5","2.82","2","3","2","3"
"1990","16-34 y.","Hesse","2.84","3","231","2","2","3","4","4","2.75","2.93","1","4","3","3"
"1990","16-34 y.","Lower Saxony","2.89","3","307","2","2","3","4","4","2.81","2.97","1","4","3","3"
"1990","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1990","16-34 y.","North Rhine-Westphalia","2.87","3","716","2","2","3","4","4","2.81","2.93","1","4","3","3"
"1990","16-34 y.","Rhineland-Palatinate,Saarland","3.07","3","211","2","3","3","4","4","2.98","3.16","1","4","3","3"
"1990","16-34 y.","Saxony","","","","","","","","","","","","","",""
"1990","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1990","16-34 y.","Schleswig-Holstein","2.95","3","84","2","3","3","4","4","2.8","3.1","1","4","3","3"
"1990","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"1990","35-65 y.","Baden-Württemberg","2.98","3","551","2","2","4","4","4","2.92","3.04","1","4","3","3"
"1990","35-65 y.","Bavaria","2.99","3","596","2","3","3","4","4","2.93","3.05","1","4","3","3"
"1990","35-65 y.","Berlin","2.75","3","125","2","2","3","4","4","2.61","2.89","1","4","3","3"
"1990","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"1990","35-65 y.","Bremen","2.68","3","33","1","2","3","4","4","2.32","3.04","1","4","2","3"
"1990","35-65 y.","Hamburg","2.9","3","56","2","2","3","4","4","2.71","3.09","1","4","3","3"
"1990","35-65 y.","Hesse","2.96","3","331","2","2","4","4","4","2.88","3.04","1","4","3","3"
"1990","35-65 y.","Lower Saxony","2.96","3","417","2","3","3","4","4","2.89","3.03","1","4","3","3"
"1990","35-65 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
