"ple0098_v5","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Yes","2006","Thuringia","Full Time","39","0.0902617602029632","0.0573942512716859","0.123129269134241"
"Yes","2006","Thuringia","Part Time","16","","",""
"Yes","2006","Thuringia","Not Working","20","","",""
"No","2006","Schleswig-Holstein","Full Time","158","0.887050366127847","0.842042560006553","0.932058172249141"
"No","2006","Schleswig-Holstein","Part Time","126","0.897718084314937","0.847878623807544","0.94755754482233"
"No","2006","Schleswig-Holstein","Not Working","206","0.888353486592224","0.848002361314256","0.928704611870191"
"No","2006","Hamburg","Full Time","67","0.758947874192206","0.668549561832626","0.849346186551787"
"No","2006","Hamburg","Part Time","44","0.787352825770956","0.676138451572946","0.898567199968965"
"No","2006","Hamburg","Not Working","107","0.896510316290152","0.842237597087685","0.95078303549262"
"No","2006","Lower Saxony","Full Time","456","0.823169816260034","0.791766213189668","0.854573419330399"
"No","2006","Lower Saxony","Part Time","372","0.869754212008862","0.838269774046464","0.901238649971261"
"No","2006","Lower Saxony","Not Working","578","0.882473591501776","0.857996722722429","0.906950460281122"
"No","2006","Bremen","Full Time","34","0.888438036067394","0.792071153521369","0.984804918613419"
"No","2006","Bremen","Part Time","26","","",""
"No","2006","Bremen","Not Working","50","0.908340806623521","0.834082246793985","0.982599366453056"
"No","2006","North Rhine-Westphalia","Full Time","982","0.777976661698995","0.75518189030827","0.800771433089719"
"No","2006","North Rhine-Westphalia","Part Time","702","0.816017059326214","0.790560981810987","0.84147313684144"
"No","2006","North Rhine-Westphalia","Not Working","1345","0.87490692345919","0.858579043161341","0.891234803757039"
"No","2006","Hesse","Full Time","348","0.824304202100977","0.788945808193018","0.859662596008937"
"No","2006","Hesse","Part Time","257","0.852731063409154","0.813409352012873","0.892052774805434"
"No","2006","Hesse","Not Working","383","0.896613893783359","0.868100766194553","0.925127021372165"
"No","2006","Rhineland-Palatinate,Saarland","Full Time","327","0.836216595121474","0.799249777490328","0.87318341275262"
"No","2006","Rhineland-Palatinate,Saarland","Part Time","241","0.897852808234246","0.862124756185907","0.933580860282584"
"No","2006","Rhineland-Palatinate,Saarland","Not Working","374","0.922377883087217","0.89660309506658","0.948152671107854"
"No","2006","Baden-Württemberg","Full Time","693","0.810380298290829","0.784465978127643","0.836294618454016"
"No","2006","Baden-Württemberg","Part Time","419","0.810365469481299","0.776800858235571","0.843930080727026"
"No","2006","Baden-Württemberg","Not Working","757","0.866651671118228","0.844267175748204","0.889036166488251"
"No","2006","Bavaria","Full Time","758","0.774896525311926","0.748707835888284","0.801085214735569"
"No","2006","Bavaria","Part Time","493","0.763248940183656","0.730594919192103","0.795902961175209"
"No","2006","Bavaria","Not Working","771","0.852607703897472","0.829688350887493","0.87552705690745"
"No","2006","Berlin","Full Time","204","0.882589292100681","0.841166699365008","0.924011884836354"
"No","2006","Berlin","Part Time","132","0.885787114266585","0.835055130031933","0.936519098501237"
"No","2006","Berlin","Not Working","240","0.909571008041559","0.874975614370006","0.944166401713112"
"No","2006","Brandenburg","Full Time","255","0.800961970146395","0.755552770584012","0.846371169708779"
"No","2006","Brandenburg","Part Time","160","0.824458244159374","0.769489763761162","0.879426724557586"
"No","2006","Brandenburg","Not Working","371","0.951578827354851","0.930543071000915","0.972614583708786"
"No","2006","Mecklenburg-Western Pomerania","Full Time","145","0.885743277919093","0.837349574371505","0.934136981466681"
"No","2006","Mecklenburg-Western Pomerania","Part Time","98","0.95613508490504","0.916775573803994","0.995494596006086"
"No","2006","Mecklenburg-Western Pomerania","Not Working","216","0.983840745639667","0.967179410063058","1.00050208121628"
"No","2006","Saxony","Full Time","466","0.848022080395734","0.817798753009646","0.878245407781822"
"No","2006","Saxony","Part Time","250","0.88731234830555","0.850600851829156","0.924023844781944"
"No","2006","Saxony","Not Working","607","0.967245569384218","0.953444871025678","0.981046267742757"
"No","2006","Saxony-Anhalt","Full Time","263","0.88347418325586","0.847106092157186","0.919842274354535"
"No","2006","Saxony-Anhalt","Part Time","158","0.914210157243129","0.872598556402091","0.955821758084166"
"No","2006","Saxony-Anhalt","Not Working","370","0.983122195932658","0.970153682174108","0.996090709691208"
"No","2006","Thuringia","Full Time","253","0.909738239797037","0.876870730865759","0.942605748728314"
"No","2006","Thuringia","Part Time","174","0.949974475030237","0.918977230730954","0.980971719329519"
"No","2006","Thuringia","Not Working","373","0.959398653024791","0.939885763356251","0.978911542693331"
"Yes","2007","Schleswig-Holstein","Full Time","28","","",""
"Yes","2007","Schleswig-Holstein","Part Time","21","","",""
"Yes","2007","Schleswig-Holstein","Not Working","26","","",""
"Yes","2007","Hamburg","Full Time","21","","",""
"Yes","2007","Hamburg","Part Time","10","","",""
"Yes","2007","Hamburg","Not Working","15","","",""
"Yes","2007","Lower Saxony","Full Time","118","0.207250930906401","0.172871904161819","0.241629957650983"
"Yes","2007","Lower Saxony","Part Time","78","0.191629076830326","0.153391802052293","0.229866351608358"
"Yes","2007","Lower Saxony","Not Working","73","0.113647262863479","0.0883151029890052","0.138979422737954"
"Yes","2007","Bremen","Full Time","9","","",""
"Yes","2007","Bremen","Part Time","4","","",""
"Yes","2007","Bremen","Not Working","9","","",""
"Yes","2007","North Rhine-Westphalia","Full Time","300","0.234092976200021","0.209943630976914","0.258242321423127"
"Yes","2007","North Rhine-Westphalia","Part Time","182","0.186731536861028","0.160701647815899","0.212761425906157"
"Yes","2007","North Rhine-Westphalia","Not Working","225","0.140371400308383","0.122278374257792","0.158464426358973"
"Yes","2007","Hesse","Full Time","93","0.193816757625295","0.155127673409733","0.232505841840857"
"Yes","2007","Hesse","Part Time","59","0.148315078608728","0.108751153015324","0.187879004202132"
"Yes","2007","Hesse","Not Working","64","0.12626183732844","0.0940329943626806","0.1584906802942"
"Yes","2007","Rhineland-Palatinate,Saarland","Full Time","60","0.196367717011341","0.154142453811297","0.238592980211385"
"Yes","2007","Rhineland-Palatinate,Saarland","Part Time","33","0.133439616647294","0.0907723338936376","0.17610689940095"
"Yes","2007","Rhineland-Palatinate,Saarland","Not Working","46","0.08882060363234","0.0607301478619341","0.116911059402746"
"Yes","2007","Baden-Württemberg","Full Time","181","0.230175901218079","0.200859464848031","0.259492337588127"
"Yes","2007","Baden-Württemberg","Part Time","104","0.197517294929652","0.162266374905237","0.232768214954068"
"Yes","2007","Baden-Württemberg","Not Working","132","0.149953796116378","0.125366793923953","0.174540798308803"
"Yes","2007","Bavaria","Full Time","211","0.230527593035737","0.203415302657922","0.257639883413552"
"Yes","2007","Bavaria","Part Time","150","0.225019913127835","0.191989070447985","0.258050755807685"
"Yes","2007","Bavaria","Not Working","147","0.166149612317826","0.141416304738209","0.190882919897443"
"Yes","2007","Berlin","Full Time","35","0.120380904954674","0.0777671103737046","0.162994699535642"
"Yes","2007","Berlin","Part Time","23","","",""
"Yes","2007","Berlin","Not Working","29","","",""
"Yes","2007","Brandenburg","Full Time","45","0.178514040904882","0.132580627150149","0.224447454659614"
"Yes","2007","Brandenburg","Part Time","21","","",""
"Yes","2007","Brandenburg","Not Working","31","0.0607021411269763","0.0364696899537863","0.0849345923001664"
"Yes","2007","Mecklenburg-Western Pomerania","Full Time","18","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Part Time","6","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Not Working","13","","",""
"Yes","2007","Saxony","Full Time","87","0.146959408347931","0.116498141706042","0.17742067498982"
"Yes","2007","Saxony","Part Time","37","0.127810680835618","0.0888422881477685","0.166779073523467"
"Yes","2007","Saxony","Not Working","37","0.0580138039906972","0.0391348301548956","0.0768927778264988"
"Yes","2007","Saxony-Anhalt","Full Time","29","","",""
"Yes","2007","Saxony-Anhalt","Part Time","18","","",""
"Yes","2007","Saxony-Anhalt","Not Working","18","","",""
"Yes","2007","Thuringia","Full Time","44","0.117123717544748","0.0802404817841094","0.154006953305387"
"Yes","2007","Thuringia","Part Time","15","","",""
"Yes","2007","Thuringia","Not Working","18","","",""
"No","2007","Schleswig-Holstein","Full Time","139","0.834661661828027","0.778319712022211","0.891003611633842"
"No","2007","Schleswig-Holstein","Part Time","110","0.879456750398695","0.823700811426851","0.935212689370538"
"No","2007","Schleswig-Holstein","Not Working","197","0.870888005915059","0.826877120226062","0.914898891604055"
"No","2007","Hamburg","Full Time","58","0.706700758416963","0.606306750122889","0.807094766711037"
"No","2007","Hamburg","Part Time","42","0.779150910657694","0.66640390494124","0.891897916374148"
"No","2007","Hamburg","Not Working","101","0.901711576190574","0.847535929481843","0.955887222899305"
"No","2007","Lower Saxony","Full Time","416","0.792749069093599","0.758370042349017","0.827128095838181"
"No","2007","Lower Saxony","Part Time","329","0.808370923169675","0.770133648391642","0.846608197947707"
"No","2007","Lower Saxony","Not Working","530","0.886352737136521","0.861020577262046","0.911684897010995"
"No","2007","Bremen","Full Time","35","0.81147630813057","0.695906965464446","0.927045650796694"
"No","2007","Bremen","Part Time","21","","",""
"No","2007","Bremen","Not Working","52","0.887999304289671","0.808858611728565","0.967139996850776"
"No","2007","North Rhine-Westphalia","Full Time","881","0.765907023799979","0.741757678576872","0.790056369023086"
"No","2007","North Rhine-Westphalia","Part Time","679","0.813268463138972","0.787238574093842","0.839298352184101"
"No","2007","North Rhine-Westphalia","Not Working","1191","0.859628599691617","0.841535573641027","0.877721625742208"
"No","2007","Hesse","Full Time","308","0.806183242374705","0.767494158159143","0.844872326590267"
"No","2007","Hesse","Part Time","251","0.851684921391272","0.812120995797868","0.891248846984676"
"No","2007","Hesse","Not Working","344","0.87373816267156","0.8415093197058","0.905967005637319"
"No","2007","Rhineland-Palatinate,Saarland","Full Time","280","0.803632282988659","0.761407019788615","0.845857546188703"
"No","2007","Rhineland-Palatinate,Saarland","Part Time","211","0.866560383352706","0.82389310059905","0.909227666106362"
"No","2007","Rhineland-Palatinate,Saarland","Not Working","348","0.91117939636766","0.883088940597254","0.939269852138066"
"No","2007","Baden-Württemberg","Full Time","611","0.769824098781921","0.740507662411873","0.799140535151969"
"No","2007","Baden-Württemberg","Part Time","386","0.802482705070348","0.767231785045932","0.837733625094763"
"No","2007","Baden-Württemberg","Not Working","678","0.850046203883623","0.825459201691197","0.874633206076048"
"No","2007","Bavaria","Full Time","716","0.769472406964263","0.742360116586448","0.796584697342078"
"No","2007","Bavaria","Part Time","464","0.774980086872165","0.741949244192315","0.808010929552015"
"No","2007","Bavaria","Not Working","723","0.833850387682174","0.809117080102557","0.858583695261791"
"No","2007","Berlin","Full Time","189","0.879619095045326","0.837005300464358","0.922232889626295"
"No","2007","Berlin","Part Time","136","0.863512711431024","0.810150969337414","0.916874453524635"
"No","2007","Berlin","Not Working","211","0.915416484556461","0.880212266676135","0.950620702436788"
"No","2007","Brandenburg","Full Time","222","0.821485959095118","0.775552545340386","0.867419372849851"
"No","2007","Brandenburg","Part Time","136","0.823337759497","0.763681070152996","0.882994448841005"
"No","2007","Brandenburg","Not Working","342","0.939297858873024","0.915065407699834","0.963530310046214"
"No","2007","Mecklenburg-Western Pomerania","Full Time","143","0.903275484245837","0.857617835076708","0.948933133414966"
"No","2007","Mecklenburg-Western Pomerania","Part Time","94","0.965989651500602","0.930464178498395","1.00151512450281"
"No","2007","Mecklenburg-Western Pomerania","Not Working","184","0.959691493300947","0.932226521644243","0.98715646495765"
"No","2007","Saxony","Full Time","432","0.853040591652069","0.82257932501018","0.883501858293958"
"No","2007","Saxony","Part Time","245","0.872189319164382","0.833220926476533","0.911157711852232"
"No","2007","Saxony","Not Working","552","0.941986196009303","0.923107222173501","0.960865169845104"
"No","2007","Saxony-Anhalt","Full Time","258","0.91384632265669","0.881383921772041","0.94630872354134"
"No","2007","Saxony-Anhalt","Part Time","138","0.895866210025537","0.84793667592231","0.943795744128764"
"No","2007","Saxony-Anhalt","Not Working","346","0.959994920246906","0.939862803650786","0.980127036843026"
"No","2007","Thuringia","Full Time","248","0.882876282455252","0.845993046694613","0.919759518215891"
"No","2007","Thuringia","Part Time","147","0.906495573248193","0.861663428730041","0.951327717766346"
"No","2007","Thuringia","Not Working","373","0.971660057172318","0.955211933138264","0.988108181206372"
"Yes","2008","Schleswig-Holstein","Full Time","27","","",""
"Yes","2008","Schleswig-Holstein","Part Time","22","","",""
"Yes","2008","Schleswig-Holstein","Not Working","38","0.164517849940213","0.114493441250177","0.21454225863025"
"Yes","2008","Hamburg","Full Time","29","","",""
"Yes","2008","Hamburg","Part Time","12","","",""
"Yes","2008","Hamburg","Not Working","21","","",""
"Yes","2008","Lower Saxony","Full Time","129","0.22205380320616","0.186568651002316","0.257538955410004"
"Yes","2008","Lower Saxony","Part Time","84","0.190666970786061","0.150640380606008","0.230693560966113"
"Yes","2008","Lower Saxony","Not Working","97","0.165832650427149","0.135744835097727","0.195920465756571"
"Yes","2008","Bremen","Full Time","9","","",""
"Yes","2008","Bremen","Part Time","10","","",""
"Yes","2008","Bremen","Not Working","7","","",""
"Yes","2008","North Rhine-Westphalia","Full Time","299","0.261716496407719","0.236211081078059","0.287221911737379"
"Yes","2008","North Rhine-Westphalia","Part Time","195","0.21890607984142","0.190482199985924","0.247329959696917"
"Yes","2008","North Rhine-Westphalia","Not Working","222","0.138353532206079","0.119591964524703","0.157115099887454"
"Yes","2008","Hesse","Full Time","102","0.224006006166364","0.183045476265109","0.264966536067619"
"Yes","2008","Hesse","Part Time","58","0.152323421234866","0.110895074319099","0.193751768150633"
"Yes","2008","Hesse","Not Working","62","0.135971676636433","0.101599690692386","0.17034366258048"
"Yes","2008","Rhineland-Palatinate,Saarland","Full Time","47","0.153463120922264","0.11403368816766","0.192892553676868"
"Yes","2008","Rhineland-Palatinate,Saarland","Part Time","41","0.172189348224222","0.122747724157681","0.221630972290764"
"Yes","2008","Rhineland-Palatinate,Saarland","Not Working","48","0.10063764596092","0.0698999175631854","0.131375374358654"
"Yes","2008","Baden-Württemberg","Full Time","212","0.28152112575819","0.249979427644119","0.313062823872261"
"Yes","2008","Baden-Württemberg","Part Time","106","0.214546100495022","0.177354417860588","0.251737783129456"
"Yes","2008","Baden-Württemberg","Not Working","161","0.212559239467529","0.183491938850659","0.2416265400844"
"Yes","2008","Bavaria","Full Time","221","0.274026962534986","0.244740552871393","0.303313372198579"
"Yes","2008","Bavaria","Part Time","171","0.266839220457341","0.23071809337471","0.302960347539973"
"Yes","2008","Bavaria","Not Working","149","0.193577130423853","0.166215606976722","0.220938653870985"
"Yes","2008","Berlin","Full Time","45","0.174394483043056","0.124367464810423","0.22442150127569"
"Yes","2008","Berlin","Part Time","31","0.167806240511601","0.108202172912792","0.227410308110411"
"Yes","2008","Berlin","Not Working","35","0.129362714050038","0.0857052652983037","0.173020162801772"
"Yes","2008","Brandenburg","Full Time","45","0.195518626517793","0.146648901439328","0.244388351596259"
"Yes","2008","Brandenburg","Part Time","18","","",""
"Yes","2008","Brandenburg","Not Working","34","0.0618007155782848","0.0371988250184508","0.0864026061381188"
"Yes","2008","Mecklenburg-Western Pomerania","Full Time","19","","",""
"Yes","2008","Mecklenburg-Western Pomerania","Part Time","15","","",""
"Yes","2008","Mecklenburg-Western Pomerania","Not Working","12","","",""
"Yes","2008","Saxony","Full Time","97","0.156590640823258","0.125355136103187","0.187826145543329"
"Yes","2008","Saxony","Part Time","45","0.146320559460389","0.10392771594724","0.188713402973537"
"Yes","2008","Saxony","Not Working","51","0.0908106680917588","0.0667310259239868","0.114890310259531"
"Yes","2008","Saxony-Anhalt","Full Time","47","0.148269752962028","0.107298760255504","0.189240745668552"
"Yes","2008","Saxony-Anhalt","Part Time","17","","",""
"Yes","2008","Saxony-Anhalt","Not Working","21","","",""
"Yes","2008","Thuringia","Full Time","52","0.15649866311026","0.114609915768392","0.198387410452129"
"Yes","2008","Thuringia","Part Time","16","","",""
"Yes","2008","Thuringia","Not Working","19","","",""
"No","2008","Schleswig-Holstein","Full Time","116","0.814864982406531","0.751204901584277","0.878525063228785"
"No","2008","Schleswig-Holstein","Part Time","106","0.834399327317691","0.770002995853507","0.898795658781875"
"No","2008","Schleswig-Holstein","Not Working","173","0.835482150059787","0.78545774136975","0.885506558749823"
"No","2008","Hamburg","Full Time","53","0.562275949891897","0.454897748969795","0.669654150813999"
"No","2008","Hamburg","Part Time","35","0.751748464220116","0.62824435468373","0.875252573756502"
"No","2008","Hamburg","Not Working","85","0.769612109732142","0.689451515381276","0.849772704083008"
"No","2008","Lower Saxony","Full Time","398","0.77794619679384","0.742461044589996","0.813431348997684"
"No","2008","Lower Saxony","Part Time","286","0.809333029213939","0.769306439033887","0.849359619393992"
"No","2008","Lower Saxony","Not Working","490","0.834167349572851","0.804079534243429","0.864255164902273"
"No","2008","Bremen","Full Time","29","","",""
"No","2008","Bremen","Part Time","18","","",""
"No","2008","Bremen","Not Working","48","0.917775382765349","0.845175506789679","0.99037525874102"
"No","2008","North Rhine-Westphalia","Full Time","842","0.738283503592281","0.712778088262621","0.763788918921941"
"No","2008","North Rhine-Westphalia","Part Time","618","0.78109392015858","0.752670040303084","0.809517800014076"
"No","2008","North Rhine-Westphalia","Not Working","1079","0.861646467793921","0.842884900112545","0.880408035475297"
"No","2008","Hesse","Full Time","296","0.775993993833636","0.735033463932381","0.816954523734891"
"No","2008","Hesse","Part Time","231","0.847676578765134","0.806248231849367","0.889104925680901"
"No","2008","Hesse","Not Working","320","0.864028323363567","0.82965633741952","0.898400309307614"
"No","2008","Rhineland-Palatinate,Saarland","Full Time","274","0.846536879077736","0.807107446323132","0.885966311832339"
"No","2008","Rhineland-Palatinate,Saarland","Part Time","183","0.827810651775778","0.778369027709237","0.877252275842319"
"No","2008","Rhineland-Palatinate,Saarland","Not Working","320","0.89936235403908","0.868624625641346","0.930100082436815"
"No","2008","Baden-Württemberg","Full Time","569","0.71847887424181","0.686937176127739","0.75002057235588"
"No","2008","Baden-Württemberg","Part Time","362","0.785453899504978","0.748262216870544","0.822645582139412"
"No","2008","Baden-Württemberg","Not Working","600","0.787440760532471","0.7583734599156","0.816508061149341"
"No","2008","Bavaria","Full Time","670","0.725973037465014","0.696686627801421","0.755259447128607"
"No","2008","Bavaria","Part Time","405","0.733160779542659","0.697039652460027","0.76928190662529"
"No","2008","Bavaria","Not Working","652","0.806422869576147","0.779061346129015","0.833784393023278"
"No","2008","Berlin","Full Time","176","0.825605516956944","0.775578498724311","0.875632535189577"
"No","2008","Berlin","Part Time","120","0.832193759488399","0.772589691889589","0.891797827087208"
"No","2008","Berlin","Not Working","192","0.870637285949962","0.826979837198228","0.914294734701696"
"No","2008","Brandenburg","Full Time","208","0.804481373482207","0.755611648403741","0.853351098560673"
"No","2008","Brandenburg","Part Time","125","0.818580369674962","0.755418805891029","0.881741933458894"
"No","2008","Brandenburg","Not Working","334","0.938199284421715","0.913597393861881","0.962801174981549"
"No","2008","Mecklenburg-Western Pomerania","Full Time","133","0.857079768696174","0.801440197524578","0.91271933986777"
"No","2008","Mecklenburg-Western Pomerania","Part Time","82","0.852672918042481","0.782139528920721","0.923206307164242"
"No","2008","Mecklenburg-Western Pomerania","Not Working","184","0.967699833534704","0.942948832473201","0.992450834596207"
"No","2008","Saxony","Full Time","423","0.843409359176742","0.812173854456671","0.874644863896813"
"No","2008","Saxony","Part Time","222","0.853679440539611","0.811286597026463","0.89607228405276"
"No","2008","Saxony","Not Working","496","0.909189331908241","0.885109689740469","0.933268974076013"
"No","2008","Saxony-Anhalt","Full Time","242","0.851730247037972","0.810759254331448","0.892701239744496"
"No","2008","Saxony-Anhalt","Part Time","133","0.901731244274889","0.854093767617411","0.949368720932367"
"No","2008","Saxony-Anhalt","Not Working","309","0.945806886216267","0.921380208102579","0.970233564329956"
"No","2008","Thuringia","Full Time","237","0.84350133688974","0.801612589547871","0.885390084231608"
"No","2008","Thuringia","Part Time","140","0.86432828815781","0.810591734771151","0.91806484154447"
"No","2008","Thuringia","Not Working","356","0.969788594468944","0.952464264040165","0.987112924897723"
"Yes","2009","Schleswig-Holstein","Full Time","","","",""
"Yes","2009","Schleswig-Holstein","Part Time","","","",""
"Yes","2009","Schleswig-Holstein","Not Working","","","",""
"Yes","2009","Hamburg","Full Time","","","",""
"Yes","2009","Hamburg","Part Time","","","",""
"Yes","2009","Hamburg","Not Working","","","",""
"Yes","2009","Lower Saxony","Full Time","","","",""
"Yes","2009","Lower Saxony","Part Time","","","",""
"Yes","2009","Lower Saxony","Not Working","","","",""
"Yes","2009","Bremen","Full Time","","","",""
"Yes","2009","Bremen","Part Time","","","",""
"Yes","2009","Bremen","Not Working","","","",""
"Yes","2009","North Rhine-Westphalia","Full Time","","","",""
"Yes","2009","North Rhine-Westphalia","Part Time","","","",""
"Yes","2009","North Rhine-Westphalia","Not Working","","","",""
"Yes","2009","Hesse","Full Time","","","",""
"Yes","2009","Hesse","Part Time","","","",""
"Yes","2009","Hesse","Not Working","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Not Working","","","",""
"Yes","2009","Baden-Württemberg","Full Time","","","",""
"Yes","2009","Baden-Württemberg","Part Time","","","",""
"Yes","2009","Baden-Württemberg","Not Working","","","",""
"Yes","2009","Bavaria","Full Time","","","",""
"Yes","2009","Bavaria","Part Time","","","",""
"Yes","2009","Bavaria","Not Working","","","",""
"Yes","2009","Berlin","Full Time","","","",""
"Yes","2009","Berlin","Part Time","","","",""
"Yes","2009","Berlin","Not Working","","","",""
"Yes","2009","Brandenburg","Full Time","","","",""
"Yes","2009","Brandenburg","Part Time","","","",""
"Yes","2009","Brandenburg","Not Working","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Full Time","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Part Time","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Not Working","","","",""
"Yes","2009","Saxony","Full Time","","","",""
"Yes","2009","Saxony","Part Time","","","",""
"Yes","2009","Saxony","Not Working","","","",""
"Yes","2009","Saxony-Anhalt","Full Time","","","",""
"Yes","2009","Saxony-Anhalt","Part Time","","","",""
"Yes","2009","Saxony-Anhalt","Not Working","","","",""
"Yes","2009","Thuringia","Full Time","","","",""
"Yes","2009","Thuringia","Part Time","","","",""
"Yes","2009","Thuringia","Not Working","","","",""
"No","2009","Schleswig-Holstein","Full Time","","","",""
"No","2009","Schleswig-Holstein","Part Time","","","",""
"No","2009","Schleswig-Holstein","Not Working","","","",""
"No","2009","Hamburg","Full Time","","","",""
"No","2009","Hamburg","Part Time","","","",""
"No","2009","Hamburg","Not Working","","","",""
"No","2009","Lower Saxony","Full Time","","","",""
"No","2009","Lower Saxony","Part Time","","","",""
"No","2009","Lower Saxony","Not Working","","","",""
"No","2009","Bremen","Full Time","","","",""
"No","2009","Bremen","Part Time","","","",""
"No","2009","Bremen","Not Working","","","",""
"No","2009","North Rhine-Westphalia","Full Time","","","",""
"No","2009","North Rhine-Westphalia","Part Time","","","",""
"No","2009","North Rhine-Westphalia","Not Working","","","",""
"No","2009","Hesse","Full Time","","","",""
"No","2009","Hesse","Part Time","","","",""
"No","2009","Hesse","Not Working","","","",""
"No","2009","Rhineland-Palatinate,Saarland","Full Time","","","",""
"No","2009","Rhineland-Palatinate,Saarland","Part Time","","","",""
"No","2009","Rhineland-Palatinate,Saarland","Not Working","","","",""
"No","2009","Baden-Württemberg","Full Time","","","",""
"No","2009","Baden-Württemberg","Part Time","","","",""
"No","2009","Baden-Württemberg","Not Working","","","",""
"No","2009","Bavaria","Full Time","","","",""
"No","2009","Bavaria","Part Time","","","",""
"No","2009","Bavaria","Not Working","","","",""
"No","2009","Berlin","Full Time","","","",""
"No","2009","Berlin","Part Time","","","",""
"No","2009","Berlin","Not Working","","","",""
"No","2009","Brandenburg","Full Time","","","",""
"No","2009","Brandenburg","Part Time","","","",""
"No","2009","Brandenburg","Not Working","","","",""
"No","2009","Mecklenburg-Western Pomerania","Full Time","","","",""
"No","2009","Mecklenburg-Western Pomerania","Part Time","","","",""
"No","2009","Mecklenburg-Western Pomerania","Not Working","","","",""
"No","2009","Saxony","Full Time","","","",""
"No","2009","Saxony","Part Time","","","",""
"No","2009","Saxony","Not Working","","","",""
"No","2009","Saxony-Anhalt","Full Time","","","",""
"No","2009","Saxony-Anhalt","Part Time","","","",""
"No","2009","Saxony-Anhalt","Not Working","","","",""
"No","2009","Thuringia","Full Time","","","",""
"No","2009","Thuringia","Part Time","","","",""
"No","2009","Thuringia","Not Working","","","",""
"Yes","2010","Schleswig-Holstein","Full Time","51","0.241943353619646","0.183318895897393","0.300567811341899"
"Yes","2010","Schleswig-Holstein","Part Time","44","0.264870729098525","0.200586025641059","0.329155432555991"
"Yes","2010","Schleswig-Holstein","Not Working","46","0.197112747275952","0.148380914500534","0.24584458005137"
"Yes","2010","Hamburg","Full Time","40","0.421626911067274","0.329760912156853","0.513492909977696"
"Yes","2010","Hamburg","Part Time","20","","",""
"Yes","2010","Hamburg","Not Working","22","","",""
"Yes","2010","Lower Saxony","Full Time","170","0.216527775629876","0.184517593685324","0.248537957574429"
"Yes","2010","Lower Saxony","Part Time","127","0.202803533657154","0.169590057244791","0.236017010069516"
"Yes","2010","Lower Saxony","Not Working","97","0.141449905557643","0.115541550520943","0.167358260594343"
"Yes","2010","Bremen","Full Time","11","","",""
"Yes","2010","Bremen","Part Time","9","","",""
"Yes","2010","Bremen","Not Working","8","","",""
"Yes","2010","North Rhine-Westphalia","Full Time","371","0.280181087345322","0.257168949716217","0.303193224974426"
"Yes","2010","North Rhine-Westphalia","Part Time","268","0.208187959423172","0.184883573117421","0.231492345728924"
"Yes","2010","North Rhine-Westphalia","Not Working","260","0.145531577179219","0.128327833919084","0.162735320439353"
"Yes","2010","Hesse","Full Time","134","0.25709654117091","0.218479424275762","0.295713658066059"
"Yes","2010","Hesse","Part Time","100","0.219053644298956","0.17996058071249","0.258146707885422"
"Yes","2010","Hesse","Not Working","78","0.127467890420601","0.0969252583663929","0.158010522474809"
"Yes","2010","Rhineland-Palatinate,Saarland","Full Time","101","0.21622439725311","0.176665002023957","0.255783792482263"
"Yes","2010","Rhineland-Palatinate,Saarland","Part Time","53","0.132293239820331","0.0947586876245028","0.169827792016159"
"Yes","2010","Rhineland-Palatinate,Saarland","Not Working","55","0.104549017398843","0.0739460622882488","0.135151972509438"
"Yes","2010","Baden-Württemberg","Full Time","257","0.298739860361568","0.269495680718084","0.327984040005051"
"Yes","2010","Baden-Württemberg","Part Time","197","0.254174319909297","0.222415526534477","0.285933113284117"
"Yes","2010","Baden-Württemberg","Not Working","177","0.217834453417824","0.189266868106748","0.246402038728901"
"Yes","2010","Bavaria","Full Time","344","0.318315012903139","0.291600510119141","0.345029515687136"
"Yes","2010","Bavaria","Part Time","252","0.263752478065984","0.23508989250641","0.292415063625558"
"Yes","2010","Bavaria","Not Working","182","0.189859214655224","0.165279617997401","0.214438811313048"
"Yes","2010","Berlin","Full Time","55","0.193493869819826","0.146719251620994","0.240268488018658"
"Yes","2010","Berlin","Part Time","37","0.179475219756966","0.127323993918862","0.231626445595069"
"Yes","2010","Berlin","Not Working","45","0.116287917872215","0.0803112559563274","0.152264579788104"
"Yes","2010","Brandenburg","Full Time","55","0.214142586408573","0.167170734821999","0.261114437995148"
"Yes","2010","Brandenburg","Part Time","20","","",""
"Yes","2010","Brandenburg","Not Working","43","0.0983051066713767","0.0687945394755221","0.127815673867231"
"Yes","2010","Mecklenburg-Western Pomerania","Full Time","24","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Part Time","18","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Not Working","15","","",""
"Yes","2010","Saxony","Full Time","123","0.176364688170727","0.146267146022227","0.206462230319228"
"Yes","2010","Saxony","Part Time","61","0.199543706818366","0.158710638889511","0.240376774747222"
