"ple0098_v5","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2002","Couple + C. LE and GT 16","East Germany","30","0.0696621132691863","0.0456835687019898","0.0936406578363827","1"
"Yes","2002","1-pers.-HH","West Germany","213","0.116779391903242","0.102525006824117","0.131033776982366","1"
"Yes","2002","1-pers.-HH","East Germany","25","","","","1"
"Yes","2002","(Married) couple without C. ","West Germany","724","0.138807008954942","0.128769709714058","0.148844308195825","1"
"Yes","2002","(Married) couple without C. ","East Germany","68","0.0323310267848075","0.0239622380188845","0.0406998155507306","1"
"No","2003","1-pers.-HH","West Germany","1687","0.885268015301151","0.870949158799481","0.899586871802821","2"
"No","2003","1-pers.-HH","East Germany","660","0.958591098830146","0.943649354934483","0.97353284272581","2"
"No","2003","(Married) couple without C. ","West Germany","3736","0.866107848729779","0.85609801396062","0.876117683498939","2"
"No","2003","Couple + C. GT 16 ","West Germany","2005","0.874869190361956","0.861382423047788","0.888355957676124","2"
"No","2003","Couple + C. GT 16 ","East Germany","933","0.925971027489022","0.909927131636247","0.942014923341797","2"
"No","2003","(Married) couple without C. ","East Germany","1680","0.965160521984233","0.956569107705377","0.973751936263088","2"
"No","2003","Single parent ","West Germany","691","0.928815089802627","0.910375706503144","0.94725447310211","2"
"No","2003","Single parent ","East Germany","256","0.955490960574035","0.931028272946174","0.979953648201896","2"
"No","2003","Couple + C. LE 16 ","West Germany","2520","0.861149953162426","0.848678163610728","0.873621742714124","2"
"No","2003","Couple + C. LE and GT 16","West Germany","1078","0.919491132465892","0.903986861487742","0.934995403444043","2"
"No","2003","Couple + C. LE 16 ","East Germany","657","0.919050611280279","0.898959314769917","0.939141907790641","2"
"No","2003","Couple + C. LE and GT 16","East Germany","362","0.940804675282542","0.917323184523521","0.964286166041562","2"
"Yes","2003","Single parent ","West Germany","56","0.0711849101973731","0.0527455268978902","0.0896242934968559","1"
"Yes","2003","1-pers.-HH","West Germany","216","0.114731984698849","0.100413128197179","0.129050841200519","1"
"Yes","2003","1-pers.-HH","East Germany","23","","","","1"
"Yes","2003","(Married) couple without C. ","West Germany","710","0.133892151270221","0.123882316501061","0.14390198603938","1"
"Yes","2003","(Married) couple without C. ","East Germany","70","0.0348394780157675","0.0262480637369122","0.0434308922946227","1"
"Yes","2003","Single parent ","East Germany","17","","","","1"
"Yes","2003","Couple + C. LE 16 ","West Germany","433","0.138850046837574","0.126378257285876","0.151321836389272","1"
"Yes","2003","Couple + C. LE 16 ","East Germany","51","0.0809493887197213","0.0608580922093592","0.101040685230083","1"
"Yes","2003","Couple + C. GT 16 ","West Germany","307","0.125130809638044","0.111644042323876","0.138617576952212","1"
"Yes","2003","Couple + C. GT 16 ","East Germany","90","0.0740289725109775","0.0579850766582025","0.0900728683637525","1"
"Yes","2003","Couple + C. LE and GT 16","West Germany","105","0.0805088675341075","0.065004596555957","0.096013138512258","1"
"Yes","2003","Couple + C. LE and GT 16","East Germany","26","","","","1"
"No","2004","1-pers.-HH","East Germany","643","0.951740356910064","0.935584647294676","0.967896066525453","2"
"No","2004","(Married) couple without C. ","West Germany","3695","0.864030440937591","0.853922335631704","0.874138546243477","2"
"No","2004","Couple + C. GT 16 ","East Germany","933","0.933642182108843","0.918411803789576","0.94887256042811","2"
"No","2004","1-pers.-HH","West Germany","1634","0.875205903282117","0.860182769446243","0.890229037117991","2"
"No","2004","Couple + C. GT 16 ","West Germany","1947","0.871442246690036","0.857703436938017","0.885181056442055","2"
"No","2004","(Married) couple without C. ","East Germany","1627","0.953348779417534","0.943379412835468","0.963318145999601","2"
"No","2004","Single parent ","West Germany","650","0.899892419868173","0.877953642330813","0.921831197405532","2"
"No","2004","Single parent ","East Germany","256","0.918932990312701","0.886848902858703","0.951017077766698","2"
"No","2004","Couple + C. LE 16 ","West Germany","2347","0.863442951019591","0.85061147308323","0.876274428955952","2"
"No","2004","Couple + C. LE and GT 16","West Germany","1044","0.880697012838669","0.86215516711873","0.899238858558608","2"
"No","2004","Couple + C. LE 16 ","East Germany","600","0.916090702948526","0.894776667097443","0.93740473879961","2"
"No","2004","Couple + C. LE and GT 16","East Germany","323","0.934000698345243","0.907989680954902","0.960011715735584","2"
"Yes","2004","Single parent ","West Germany","69","0.100107580131827","0.0781688025944675","0.122046357669187","1"
"Yes","2004","1-pers.-HH","West Germany","225","0.124794096717883","0.109770962882009","0.139817230553757","1"
"Yes","2004","1-pers.-HH","East Germany","33","0.0482596430899356","0.0321039334745469","0.0644153527053244","1"
"Yes","2004","(Married) couple without C. ","West Germany","722","0.135969559062409","0.125861453756523","0.146077664368296","1"
"Yes","2004","(Married) couple without C. ","East Germany","92","0.0466512205824655","0.036681854000399","0.056620587164532","1"
"Yes","2004","Single parent ","East Germany","22","","","","1"
"Yes","2004","Couple + C. LE 16 ","West Germany","404","0.136557048980409","0.123725571044048","0.14938852691677","1"
"Yes","2004","Couple + C. LE 16 ","East Germany","50","0.0839092970514734","0.0625952612003897","0.105223332902557","1"
"Yes","2004","Couple + C. GT 16 ","West Germany","333","0.128557753309964","0.114818943557945","0.142296563061983","1"
"Yes","2004","Couple + C. GT 16 ","East Germany","93","0.0663578178911568","0.0511274395718895","0.0815881962104241","1"
"Yes","2004","Couple + C. LE and GT 16","West Germany","130","0.119302987161331","0.100761141441392","0.13784483288127","1"
"Yes","2004","Couple + C. LE and GT 16","East Germany","27","","","","1"
"No","2005","Couple + C. GT 16 ","East Germany","862","0.909871339020241","0.891728152135615","0.928014525904867","2"
"No","2005","Couple + C. GT 16 ","West Germany","1860","0.892053216537303","0.878862551389177","0.905243881685428","2"
"No","2005","1-pers.-HH","East Germany","634","0.938018798949263","0.91978827211004","0.956249325788486","2"
"No","2005","(Married) couple without C. ","East Germany","1556","0.948879423948516","0.938287699861603","0.95947114803543","2"
"No","2005","1-pers.-HH","West Germany","1613","0.845122849905282","0.828781929021658","0.861463770788905","2"
"No","2005","(Married) couple without C. ","West Germany","3480","0.843244951068593","0.832314419830782","0.854175482306404","2"
"No","2005","Single parent ","West Germany","651","0.90427521412318","0.882754911001007","0.925795517245352","2"
"No","2005","Single parent ","East Germany","271","0.943718664137145","0.917239451497704","0.970197876776586","2"
"No","2005","Couple + C. LE and GT 16","West Germany","987","0.882506111988676","0.863596962544127","0.901415261433225","2"
"No","2005","Couple + C. LE 16 ","West Germany","2063","0.841756185614481","0.827423824008465","0.856088547220497","2"
"No","2005","Couple + C. LE 16 ","East Germany","529","0.927423648265466","0.90655993920071","0.948287357330222","2"
"No","2005","Couple + C. LE and GT 16","East Germany","307","0.914870972361878","0.8849418750634","0.944800069660356","2"
"Yes","2005","1-pers.-HH","West Germany","270","0.154877150094718","0.138536229211095","0.171218070978342","1"
"Yes","2005","Single parent ","West Germany","67","0.0957247858768202","0.0742044827546476","0.117245088998993","1"
"Yes","2005","1-pers.-HH","East Germany","38","0.061981201050737","0.0437506742115141","0.0802117278899599","1"
"Yes","2005","(Married) couple without C. ","West Germany","770","0.156755048931407","0.145824517693596","0.167685580169218","1"
"Yes","2005","(Married) couple without C. ","East Germany","105","0.0511205760514836","0.0405288519645703","0.061712300138397","1"
"Yes","2005","Single parent ","East Germany","20","","","","1"
"Yes","2005","Couple + C. LE 16 ","West Germany","428","0.158243814385519","0.143911452779503","0.172576175991535","1"
"Yes","2005","Couple + C. LE 16 ","East Germany","65","0.0725763517345342","0.0517126426697781","0.0934400607992902","1"
"Yes","2005","Couple + C. GT 16 ","West Germany","266","0.107946783462698","0.0947561183145717","0.121137448610823","1"
"Yes","2005","Couple + C. GT 16 ","East Germany","95","0.0901286609797589","0.0719854740951327","0.108271847864385","1"
"Yes","2005","Couple + C. LE and GT 16","West Germany","127","0.117493888011324","0.0985847385667751","0.136403037455873","1"
"Yes","2005","Couple + C. LE and GT 16","East Germany","27","","","","1"
"No","2006","Couple + C. GT 16 ","West Germany","1805","0.865458558919389","0.850967188242559","0.879949929596219","2"
"No","2006","Couple + C. GT 16 ","East Germany","874","0.909483111559862","0.89148258083802","0.927483642281703","2"
"No","2006","1-pers.-HH","West Germany","1783","0.840758780490233","0.825161134731977","0.856356426248488","2"
"No","2006","1-pers.-HH","East Germany","716","0.922268672902617","0.903369287920951","0.941168057884282","2"
"No","2006","(Married) couple without C. ","East Germany","1717","0.932747163711096","0.921352634764142","0.94414169265805","2"
"No","2006","Single parent ","West Germany","683","0.880289506786844","0.857390412072273","0.903188601501415","2"
"No","2006","(Married) couple without C. ","West Germany","3789","0.827197762033114","0.816465163808818","0.83793036025741","2"
"No","2006","Single parent ","East Germany","253","0.905983987826236","0.871799407748429","0.940168567904042","2"
"No","2006","Couple + C. LE 16 ","West Germany","2107","0.819063510184673","0.804378711501507","0.833748308867838","2"
"No","2006","Couple + C. LE and GT 16","West Germany","871","0.876731627423263","0.856437191115973","0.897026063730553","2"
"No","2006","Couple + C. LE 16 ","East Germany","537","0.886212204419281","0.86103287317787","0.911391535660692","2"
"No","2006","Couple + C. LE and GT 16","East Germany","236","0.912179889147772","0.877973482541362","0.946386295754182","2"
"Yes","2006","1-pers.-HH","West Germany","331","0.159241219509767","0.143643573751512","0.174838865268022","1"
"Yes","2006","Single parent ","West Germany","89","0.119710493213156","0.0968113984985852","0.142609587927727","1"
"Yes","2006","Single parent ","East Germany","27","","","","1"
"Yes","2006","Couple + C. LE 16 ","West Germany","533","0.180936489815327","0.166251691132162","0.195621288498493","1"
"Yes","2006","Couple + C. LE 16 ","East Germany","74","0.113787795580719","0.0886084643393081","0.13896712682213","1"
"Yes","2006","Couple + C. GT 16 ","West Germany","325","0.134541441080611","0.120050070403781","0.149032811757441","1"
"Yes","2006","Couple + C. GT 16 ","East Germany","102","0.0905168884401385","0.0725163577182967","0.10851741916198","1"
"Yes","2006","Couple + C. LE and GT 16","West Germany","137","0.123268372576737","0.102973936269447","0.143562808884027","1"
"Yes","2006","Couple + C. LE and GT 16","East Germany","27","","","","1"
"Yes","2006","1-pers.-HH","East Germany","55","0.0777313270973832","0.0588319421157176","0.0966307120790489","1"
"Yes","2006","(Married) couple without C. ","West Germany","978","0.172802237966886","0.16206963974259","0.183534836191182","1"
"Yes","2006","(Married) couple without C. ","East Germany","139","0.0672528362889039","0.05585830734195","0.0786473652358578","1"
"No","2007","1-pers.-HH","West Germany","1652","0.827940259036324","0.811353183123024","0.844527334949625","2"
"No","2007","1-pers.-HH","East Germany","664","0.924051036553632","0.90483359514154","0.943268477965723","2"
"No","2007","(Married) couple without C. ","East Germany","1589","0.909725893244619","0.896420395700713","0.923031390788526","2"
"No","2007","Single parent ","West Germany","618","0.876290969280974","0.851917690715389","0.900664247846559","2"
"No","2007","Couple + C. GT 16 ","West Germany","1711","0.844918097546591","0.829194675551337","0.860641519541844","2"
"No","2007","Couple + C. GT 16 ","East Germany","829","0.899073180321035","0.879733871417751","0.91841248922432","2"
"No","2007","(Married) couple without C. ","West Germany","3406","0.799802302035421","0.787996323430351","0.811608280640491","2"
"No","2007","Single parent ","East Germany","258","0.926557235758887","0.896056833700577","0.957057637817198","2"
"No","2007","Couple + C. LE 16 ","West Germany","1908","0.81139176914245","0.795812157013387","0.826971381271513","2"
"No","2007","Couple + C. LE 16 ","East Germany","478","0.890516954508052","0.864254052861522","0.916779856154583","2"
"No","2007","Couple + C. LE and GT 16","West Germany","806","0.879609491131766","0.858694981076469","0.900524001187062","2"
"No","2007","Couple + C. LE and GT 16","East Germany","216","0.91179783931025","0.875693216729281","0.94790246189122","2"
"Yes","2007","1-pers.-HH","West Germany","337","0.172059740963676","0.155472665050375","0.188646816876976","1"
"Yes","2007","Single parent ","West Germany","83","0.123709030719026","0.0993357521534413","0.14808230928461","1"
"Yes","2007","Single parent ","East Germany","23","","","","1"
"Yes","2007","Couple + C. LE 16 ","West Germany","514","0.18860823085755","0.173028618728487","0.204187842986613","1"
"Yes","2007","Couple + C. LE 16 ","East Germany","65","0.109483045491948","0.083220143845417","0.135745947138478","1"
"Yes","2007","Couple + C. GT 16 ","West Germany","325","0.155081902453409","0.139358480458156","0.170805324448662","1"
"Yes","2007","Couple + C. GT 16 ","East Germany","103","0.100926819678965","0.0815875107756804","0.120266128582249","1"
"Yes","2007","Couple + C. LE and GT 16","West Germany","124","0.120390508868234","0.0994759988129382","0.141305018923531","1"
"Yes","2007","Couple + C. LE and GT 16","East Germany","21","","","","1"
"Yes","2007","1-pers.-HH","East Germany","66","0.0759489634463684","0.0567315220342765","0.0951664048584602","1"
"Yes","2007","(Married) couple without C. ","West Germany","1007","0.200197697964579","0.188391719359509","0.212003676569649","1"
"Yes","2007","(Married) couple without C. ","East Germany","193","0.0902741067553807","0.0769686092114742","0.103579604299287","1"
"No","2008","1-pers.-HH","West Germany","1528","0.784269274619465","0.76590406726965","0.80263448196928","2"
"No","2008","1-pers.-HH","East Germany","656","0.912463966274565","0.891891783149448","0.933036149399682","2"
"No","2008","(Married) couple without C. ","West Germany","3123","0.764677786138321","0.751822703923019","0.777532868353623","2"
"No","2008","(Married) couple without C. ","East Germany","1546","0.875550742002477","0.86012917258523","0.890972311419724","2"
"No","2008","Single parent ","West Germany","617","0.869797451969714","0.845284387064422","0.894310516875005","2"
"No","2008","Couple + C. GT 16 ","West Germany","1670","0.850585245099587","0.835023492991141","0.866146997208032","2"
"No","2008","Couple + C. GT 16 ","East Germany","734","0.872618088716219","0.850244298506142","0.894991878926297","2"
"No","2008","Couple + C. LE and GT 16","West Germany","684","0.833586785010426","0.808384702643692","0.858788867377161","2"
"No","2008","Single parent ","East Germany","241","0.902193658282027","0.866695539065291","0.937691777498764","2"
"No","2008","Couple + C. LE 16 ","West Germany","1673","0.776664776753798","0.759201819671384","0.794127733836212","2"
"No","2008","Couple + C. LE 16 ","East Germany","439","0.847680831585894","0.817002181586678","0.87835948158511","2"
"No","2008","Couple + C. LE and GT 16","East Germany","183","0.91444378701618","0.876613230782918","0.952274343249442","2"
"Yes","2008","1-pers.-HH","West Germany","399","0.215730725380535","0.19736551803072","0.23409593273035","1"
"Yes","2008","Single parent ","West Germany","107","0.130202548030286","0.105689483124995","0.154715612935578","1"
"Yes","2008","Single parent ","East Germany","28","","","","1"
"Yes","2008","Couple + C. LE 16 ","West Germany","512","0.223335223246202","0.205872266163788","0.240798180328616","1"
"Yes","2008","1-pers.-HH","East Germany","69","0.0875360337254347","0.0669638506003178","0.108108216850552","1"
"Yes","2008","(Married) couple without C. ","West Germany","1060","0.235322213861679","0.222467131646377","0.248177296076981","1"
"Yes","2008","(Married) couple without C. ","East Germany","214","0.124449257997523","0.109027688580276","0.13987082741477","1"
"Yes","2008","Couple + C. LE 16 ","East Germany","88","0.152319168414106","0.12164051841489","0.182997818413322","1"
"Yes","2008","Couple + C. GT 16 ","West Germany","346","0.149414754900413","0.133853002791968","0.164976507008859","1"
"Yes","2008","Couple + C. GT 16 ","East Germany","119","0.127381911283781","0.105008121073703","0.149755701493858","1"
"Yes","2008","Couple + C. LE and GT 16","West Germany","155","0.166413214989574","0.141211132622839","0.191615297356308","1"
"Yes","2008","Couple + C. LE and GT 16","East Germany","27","","","","1"
"No","2009","1-pers.-HH","West Germany","","","","","2"
"No","2009","1-pers.-HH","East Germany","","","","","2"
"No","2009","(Married) couple without C. ","West Germany","","","","","2"
"No","2009","(Married) couple without C. ","East Germany","","","","","2"
"No","2009","Single parent ","West Germany","","","","","2"
"No","2009","Couple + C. GT 16 ","West Germany","","","","","2"
"No","2009","Couple + C. GT 16 ","East Germany","","","","","2"
"No","2009","Couple + C. LE and GT 16","West Germany","","","","","2"
"No","2009","Single parent ","East Germany","","","","","2"
"No","2009","Couple + C. LE 16 ","West Germany","","","","","2"
"No","2009","Couple + C. LE 16 ","East Germany","","","","","2"
"No","2009","Couple + C. LE and GT 16","East Germany","","","","","2"
"Yes","2009","1-pers.-HH","West Germany","","","","","1"
"Yes","2009","Single parent ","West Germany","","","","","1"
"Yes","2009","Single parent ","East Germany","","","","","1"
"Yes","2009","Couple + C. LE 16 ","West Germany","","","","","1"
"Yes","2009","1-pers.-HH","East Germany","","","","","1"
"Yes","2009","(Married) couple without C. ","West Germany","","","","","1"
"Yes","2009","(Married) couple without C. ","East Germany","","","","","1"
"Yes","2009","Couple + C. LE 16 ","East Germany","","","","","1"
"Yes","2009","Couple + C. GT 16 ","West Germany","","","","","1"
"Yes","2009","Couple + C. GT 16 ","East Germany","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","West Germany","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","East Germany","","","","","1"
"No","2010","Couple + C. GT 16 ","West Germany","1465","0.814090749035061","0.796207844343754","0.831973653726369","2"
"No","2010","Couple + C. GT 16 ","East Germany","551","0.870575463821423","0.844750646226765","0.89640028141608","2"
"No","2010","Couple + C. LE and GT 16","West Germany","970","0.827677124597989","0.806192653138698","0.84916159605728","2"
"No","2010","1-pers.-HH","West Germany","1356","0.789043990148624","0.76985753507176","0.808230445225488","2"
"No","2010","1-pers.-HH","East Germany","580","0.885966716561359","0.861550289363353","0.910383143759364","2"
"No","2010","(Married) couple without C. ","West Germany","2609","0.740089915476992","0.725857635300094","0.754322195653891","2"
"No","2010","(Married) couple without C. ","East Germany","1380","0.863932203451355","0.847246667022886","0.880617739879823","2"
"No","2010","Single parent ","West Germany","1334","0.847064385460618","0.829559164138105","0.864569606783132","2"
"No","2010","Single parent ","East Germany","440","0.922557117286039","0.899057689686894","0.946056544885184","2"
"No","2010","Couple + C. LE 16 ","West Germany","4176","0.77170608633857","0.760518329060922","0.782893843616217","2"
"No","2010","Couple + C. LE 16 ","East Germany","1153","0.859175465865538","0.84042498289857","0.877925948832506","2"
"No","2010","Couple + C. LE and GT 16","East Germany","220","0.91051272714655","0.874549052925771","0.94647640136733","2"
"Yes","2010","1-pers.-HH","West Germany","381","0.210956009851376","0.191769554774512","0.23014246492824","1"
"Yes","2010","1-pers.-HH","East Germany","71","0.114033283438641","0.0896168562406363","0.138449710636647","1"
"Yes","2010","Single parent ","West Germany","290","0.152935614539382","0.135430393216868","0.170440835861895","1"
"Yes","2010","Single parent ","East Germany","57","0.0774428827139608","0.0539434551148157","0.100942310313106","1"
"Yes","2010","Couple + C. LE 16 ","West Germany","1231","0.22829391366143","0.217106156383783","0.239481670939078","1"
"Yes","2010","Couple + C. GT 16 ","East Germany","98","0.129424536178577","0.10359971858392","0.155249353773235","1"
"Yes","2010","(Married) couple without C. ","West Germany","1039","0.259910084523008","0.245677804346109","0.274142364699907","1"
"Yes","2010","(Married) couple without C. ","East Germany","242","0.136067796548645","0.119382260120177","0.152753332977114","1"
