"ple0098_v5","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","1999","Schleswig-Holstein","East Germany","","","","","2"
"No","1999","Hamburg","East Germany","","","","","2"
"No","1999","Lower Saxony","East Germany","","","","","2"
"No","1999","Schleswig-Holstein","West Germany","264","0.94423890570756","0.917314099953479","0.971163711461641","2"
"No","1999","Hamburg","West Germany","119","0.941897587829462","0.901211572881748","0.982583602777176","2"
"No","1999","Lower Saxony","West Germany","943","0.894338145306274","0.875619336627767","0.913056953984781","2"
"No","1999","Bremen","East Germany","","","","","2"
"No","1999","Bremen","West Germany","78","0.950516293247223","0.903858957057724","0.997173629436721","2"
"No","1999","North Rhine-Westphalia","West Germany","2120","0.86333043312709","0.849521569698494","0.877139296555687","2"
"No","1999","North Rhine-Westphalia","East Germany","","","","","2"
"No","1999","Hesse","West Germany","735","0.903516232509324","0.882966479622144","0.924065985396504","2"
"No","1999","Hesse","East Germany","","","","","2"
"No","1999","Berlin","East Germany","197","0.970541189358851","0.947450916185539","0.993631462532163","2"
"No","1999","Brandenburg","West Germany","","","","","2"
"No","1999","Berlin","West Germany","229","0.946795401836459","0.918691429932558","0.974899373740359","2"
"No","1999","Brandenburg","East Germany","549","0.94488117286509","0.926244197508245","0.963518148221934","2"
"No","1999","Baden-Württemberg","East Germany","","","","","2"
"No","1999","Rhineland-Palatinate,Saarland","West Germany","647","0.95210551304288","0.936067157465341","0.968143868620418","2"
"No","1999","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","1999","Baden-Württemberg","West Germany","1449","0.90666687020819","0.89225919199148","0.9210745484249","2"
"No","1999","Bavaria","West Germany","1386","0.868178216619706","0.851460315065235","0.884896118174178","2"
"No","1999","Bavaria","East Germany","","","","","2"
"No","1999","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","1999","Mecklenburg-Western Pomerania","East Germany","356","0.97068505208278","0.953426721116949","0.987943383048611","2"
"No","1999","Saxony","West Germany","","","","","2"
"No","1999","Saxony","East Germany","1043","0.945564597518809","0.93217564332469","0.958953551712928","2"
"No","1999","Saxony-Anhalt","West Germany","","","","","2"
"No","1999","Saxony-Anhalt","East Germany","636","0.94594937543021","0.928789288648915","0.963109462211504","2"
"No","1999","Thuringia","West Germany","","","","","2"
"No","1999","Thuringia","East Germany","673","0.975940023742548","0.964522965790545","0.98735708169455","2"
"Yes","1999","Schleswig-Holstein","West Germany","15","","","","1"
"Yes","1999","Schleswig-Holstein","East Germany","","","","","1"
"Yes","1999","Hamburg","West Germany","8","","","","1"
"Yes","1999","Hamburg","East Germany","","","","","1"
"Yes","1999","Lower Saxony","West Germany","93","0.105661854693726","0.0869430460152193","0.124380663372233","1"
"Yes","1999","Lower Saxony","East Germany","","","","","1"
"Yes","1999","Bremen","West Germany","5","","","","1"
"Yes","1999","Bremen","East Germany","","","","","1"
"Yes","1999","North Rhine-Westphalia","West Germany","257","0.13666956687291","0.122860703444313","0.150478430301506","1"
"Yes","1999","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","1999","Hesse","West Germany","58","0.0964837674906762","0.0759340146034962","0.117033520377856","1"
"Yes","1999","Hesse","East Germany","","","","","1"
"Yes","1999","Rhineland-Palatinate,Saarland","West Germany","34","0.0478944869571205","0.031856131379582","0.0639328425346589","1"
"Yes","1999","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","1999","Baden-Württemberg","West Germany","117","0.09333312979181","0.0789254515751","0.10774080800852","1"
"Yes","1999","Baden-Württemberg","East Germany","","","","","1"
"Yes","1999","Bavaria","West Germany","187","0.131821783380294","0.115103881825822","0.148539684934765","1"
"Yes","1999","Bavaria","East Germany","","","","","1"
"Yes","1999","Berlin","West Germany","16","","","","1"
"Yes","1999","Berlin","East Germany","9","","","","1"
"Yes","1999","Brandenburg","West Germany","","","","","1"
"Yes","1999","Brandenburg","East Germany","27","","","","1"
"Yes","1999","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Yes","1999","Mecklenburg-Western Pomerania","East Germany","11","","","","1"
"Yes","1999","Saxony","West Germany","","","","","1"
"Yes","1999","Saxony","East Germany","60","0.0544354024811912","0.0410464482870724","0.0678243566753099","1"
"Yes","1999","Saxony-Anhalt","West Germany","","","","","1"
"Yes","1999","Saxony-Anhalt","East Germany","31","0.0540506245697905","0.0368905377884962","0.0712107113510848","1"
"Yes","1999","Thuringia","West Germany","","","","","1"
"Yes","1999","Thuringia","East Germany","19","","","","1"
"No","2000","Hamburg","West Germany","238","0.941695318423924","0.913047704910143","0.970342931937705","2"
"No","2000","Brandenburg","West Germany","","","","","2"
"No","2000","Schleswig-Holstein","West Germany","544","0.923472354499337","0.902039724045808","0.944904984952867","2"
