"ple0098_v5","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"No","2006","(0) in school","East Germany","55","0.964653078572421","0.916715947631227","1.01259020951362"
"No","2006","(1a) inadequately completed","West Germany","205","0.958736787843618","0.93202582754974","0.985447748137495"
"No","2006","(1a) inadequately completed","East Germany","21","","",""
"No","2006","(1b) general elementary school","West Germany","1611","0.95956731131276","0.950148469923627","0.968986152701893"
"No","2006","(1b) general elementary school","East Germany","224","0.991966540355335","0.980328129315568","1.0036049513951"
"No","2006","(1c) basic vocational qualification","West Germany","3944","0.874036949700195","0.864442080108925","0.883631819291465"
"No","2006","(1c) basic vocational qualification","East Germany","1111","0.967947495908697","0.957806905169858","0.978088086647536"
"No","2006","(2b) intermediate general qualification","West Germany","352","0.894513635815044","0.86425898516294","0.924768286467147"
"No","2006","(2b) intermediate general qualification","East Germany","134","0.938591582650357","0.89951501860075","0.977668146699964"
"No","2006","(2a) intermediate vocational","West Germany","2178","0.76950200976268","0.75411546350025","0.78488855602511"
"No","2006","(2a) intermediate vocational","East Germany","1515","0.904606519756954","0.890513335625049","0.91869970388886"
"No","2006","(2c_gen) general maturity certificate","West Germany","431","0.855964055213838","0.825755662488091","0.886172447939585"
"No","2006","(2c_gen) general maturity certificate","East Germany","142","0.891708966436449","0.844149827484891","0.939268105388007"
"No","2006","(2c_voc) vocational maturity certificate","West Germany","890","0.77312331607854","0.749166264880652","0.797080367276429"
"No","2006","(2c_voc) vocational maturity certificate","East Germany","184","0.879781411603528","0.836610318305725","0.922952504901331"
"No","2006","(3a) lower tertiary education","West Germany","526","0.706576765399937","0.674162184225737","0.738991346574136"
"No","2006","(3a) lower tertiary education","East Germany","536","0.863572038686205","0.836554036843458","0.890590040528952"
"No","2006","(3b) higher tertiary education","West Germany","732","0.726005810315482","0.699080016836075","0.752931603794889"
"No","2006","(3b) higher tertiary education","East Germany","438","0.867759922623637","0.838214939685802","0.897304905561472"
"Yes","2007","(0) in school","West Germany","15","","",""
"Yes","2007","(0) in school","East Germany","6","","",""
"Yes","2007","(1a) inadequately completed","West Germany","8","","",""
"Yes","2007","(1a) inadequately completed","East Germany","1","","",""
"Yes","2007","(1b) general elementary school","West Germany","68","0.0468317674741855","0.0360349239115357","0.0576286110368353"
"Yes","2007","(1b) general elementary school","East Germany","4","","",""
"Yes","2007","(1c) basic vocational qualification","West Germany","642","0.14256874818392","0.131991068074517","0.153146428293322"
"Yes","2007","(1c) basic vocational qualification","East Germany","56","0.0414275777869217","0.0294084385090406","0.0534467170648028"
"Yes","2007","(2b) intermediate general qualification","West Germany","46","0.107046707079118","0.0747485466805573","0.139344867477678"
"Yes","2007","(2b) intermediate general qualification","East Germany","7","","",""
"Yes","2007","(2a) intermediate vocational","West Germany","713","0.254302768898798","0.238009326591086","0.270596211206509"
"Yes","2007","(2a) intermediate vocational","East Germany","158","0.0928396597479778","0.078511883781857","0.107167435714099"
"Yes","2007","(2c_gen) general maturity certificate","West Germany","87","0.145471075199585","0.114597925673987","0.176344224725184"
"Yes","2007","(2c_gen) general maturity certificate","East Germany","16","","",""
"Yes","2007","(2c_voc) vocational maturity certificate","West Germany","295","0.258039459212688","0.232310363199977","0.2837685552254"
"Yes","2007","(2c_voc) vocational maturity certificate","East Germany","31","0.11717734604106","0.0730414883634077","0.161313203718712"
"Yes","2007","(3a) lower tertiary education","West Germany","226","0.321078902101204","0.286904254082413","0.355253550119995"
"Yes","2007","(3a) lower tertiary education","East Germany","99","0.165829728980812","0.135844118159899","0.195815339801725"
"Yes","2007","(3b) higher tertiary education","West Germany","320","0.269975574431606","0.242771045713968","0.297180103149243"
"Yes","2007","(3b) higher tertiary education","East Germany","91","0.168322319203905","0.135395056445069","0.20124958196274"
"No","2007","(0) in school","West Germany","177","0.927188361586889","0.890436286571826","0.963940436601952"
"No","2007","(0) in school","East Germany","63","0.912884724120698","0.846345355792341","0.979424092449054"
"No","2007","(1a) inadequately completed","West Germany","182","0.970900945234477","0.947000929138434","0.99480096133052"
"No","2007","(1a) inadequately completed","East Germany","18","","",""
"No","2007","(1b) general elementary school","West Germany","1403","0.953168232525815","0.942371388963165","0.963965076088464"
"No","2007","(1b) general elementary school","East Germany","208","0.988581347373952","0.974279445397458","1.00288324935045"
"No","2007","(1c) basic vocational qualification","West Germany","3555","0.85743125181608","0.846853571706678","0.868008931925483"
"No","2007","(1c) basic vocational qualification","East Germany","1000","0.958572422213078","0.946553282935197","0.970591561490959"
"No","2007","(2b) intermediate general qualification","West Germany","306","0.892953292920882","0.860655132522322","0.925251453319443"
"No","2007","(2b) intermediate general qualification","East Germany","115","0.957842207860536","0.922184445191911","0.993499970529162"
"No","2007","(2a) intermediate vocational","West Germany","2031","0.745697231101202","0.729403788793491","0.761990673408914"
"No","2007","(2a) intermediate vocational","East Germany","1418","0.907160340252022","0.892832564285901","0.921488116218143"
"No","2007","(2c_gen) general maturity certificate","West Germany","414","0.854528924800415","0.823655775274816","0.885402074326013"
"No","2007","(2c_gen) general maturity certificate","East Germany","133","0.92058111901479","0.877165312786123","0.963996925243458"
"No","2007","(2c_voc) vocational maturity certificate","West Germany","816","0.741960540787312","0.7162314447746","0.767689636800023"
"No","2007","(2c_voc) vocational maturity certificate","East Germany","173","0.88282265395894","0.838686796281288","0.926958511636592"
"No","2007","(3a) lower tertiary education","West Germany","491","0.678921097898796","0.644746449880005","0.713095745917587"
"No","2007","(3a) lower tertiary education","East Germany","492","0.834170271019188","0.804184660198275","0.864155881840101"
"No","2007","(3b) higher tertiary education","West Germany","703","0.730024425568394","0.702819896850757","0.757228954286032"
"No","2007","(3b) higher tertiary education","East Germany","405","0.831677680796095","0.79875041803726","0.864604943554931"
"Yes","2008","(0) in school","West Germany","20","","",""
"Yes","2008","(0) in school","East Germany","8","","",""
"Yes","2008","(1a) inadequately completed","West Germany","11","","",""
"Yes","2008","(1a) inadequately completed","East Germany","1","","",""
"Yes","2008","(1b) general elementary school","West Germany","80","0.0621873175778616","0.0493478408187089","0.0750267943370144"
"Yes","2008","(1b) general elementary school","East Germany","9","","",""
"Yes","2008","(1c) basic vocational qualification","West Germany","710","0.17083477733474","0.159082861775515","0.182586692893965"
"Yes","2008","(1c) basic vocational qualification","East Germany","58","0.0516340987086741","0.0379393555982818","0.0653288418190665"
"Yes","2008","(2b) intermediate general qualification","West Germany","54","0.16136236061675","0.121612241305363","0.201112479928138"
"Yes","2008","(2b) intermediate general qualification","East Germany","10","","",""
"Yes","2008","(2a) intermediate vocational","West Germany","756","0.281310447398859","0.264070259981431","0.298550634816287"
"Yes","2008","(2a) intermediate vocational","East Germany","189","0.119699853788169","0.103375672805977","0.136024034770361"
"Yes","2008","(2c_gen) general maturity certificate","West Germany","81","0.178215905045927","0.143506933391335","0.212924876700518"
"Yes","2008","(2c_gen) general maturity certificate","East Germany","18","","",""
"Yes","2008","(2c_voc) vocational maturity certificate","West Germany","296","0.277812730478944","0.250563741075633","0.305061719882255"
"Yes","2008","(2c_voc) vocational maturity certificate","East Germany","46","0.18774174694258","0.133485587771465","0.241997906113695"
"Yes","2008","(3a) lower tertiary education","West Germany","252","0.358708205180162","0.32322866096601","0.394187749394314"
"Yes","2008","(3a) lower tertiary education","East Germany","110","0.205502455541793","0.172589749069023","0.238415162014562"
"Yes","2008","(3b) higher tertiary education","West Germany","346","0.34271870141263","0.313063895811914","0.372373507013346"
"Yes","2008","(3b) higher tertiary education","East Germany","98","0.175491985530691","0.141533316796635","0.209450654264746"
"No","2008","(0) in school","West Germany","191","0.895862173585008","0.85464941192225","0.937074935247766"
"No","2008","(0) in school","East Germany","62","0.89309474149852","0.820709942770652","0.965479540226387"
"No","2008","(1a) inadequately completed","West Germany","155","0.913724102683551","0.871012454556888","0.956435750810214"
"No","2008","(1a) inadequately completed","East Germany","15","","",""
"No","2008","(1b) general elementary school","West Germany","1279","0.937812682422138","0.924973205662986","0.950652159181291"
"No","2008","(1b) general elementary school","East Germany","185","0.932177968917063","0.896795996537269","0.967559941296856"
"No","2008","(1c) basic vocational qualification","West Germany","3230","0.82916522266526","0.817413307106035","0.840917138224485"
"No","2008","(1c) basic vocational qualification","East Germany","945","0.948365901291326","0.934671158180934","0.962060644401718"
"No","2008","(2b) intermediate general qualification","West Germany","275","0.83863763938325","0.798887520071862","0.878387758694637"
"No","2008","(2b) intermediate general qualification","East Germany","109","0.94446307038455","0.903314188974463","0.985611951794636"
"No","2008","(2a) intermediate vocational","West Germany","1857","0.718689552601141","0.701449365183713","0.735929740018568"
"No","2008","(2a) intermediate vocational","East Germany","1330","0.880300146211831","0.863975965229639","0.896624327194024"
"No","2008","(2c_gen) general maturity certificate","West Germany","386","0.821784094954073","0.787075123299482","0.856493066608665"
"No","2008","(2c_gen) general maturity certificate","East Germany","113","0.894852357369334","0.842324715226143","0.947379999512525"
"No","2008","(2c_voc) vocational maturity certificate","West Germany","742","0.722187269521056","0.694938280117745","0.749436258924367"
"No","2008","(2c_voc) vocational maturity certificate","East Germany","153","0.81225825305742","0.758002093886305","0.866514412228535"
"No","2008","(3a) lower tertiary education","West Germany","450","0.641291794819838","0.605812250605686","0.67677133903399"
"No","2008","(3a) lower tertiary education","East Germany","469","0.794497544458207","0.761584837985438","0.827410250930977"
"No","2008","(3b) higher tertiary education","West Germany","638","0.65728129858737","0.627626492986654","0.686936104188086"
"No","2008","(3b) higher tertiary education","East Germany","384","0.824508014469309","0.790549345735253","0.858466683203365"
"Yes","2009","(0) in school","West Germany","","","",""
"Yes","2009","(0) in school","East Germany","","","",""
"Yes","2009","(1a) inadequately completed","West Germany","","","",""
"Yes","2009","(1a) inadequately completed","East Germany","","","",""
"Yes","2009","(1b) general elementary school","West Germany","","","",""
"Yes","2009","(1b) general elementary school","East Germany","","","",""
"Yes","2009","(1c) basic vocational qualification","West Germany","","","",""
"Yes","2009","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2009","(2b) intermediate general qualification","West Germany","","","",""
"Yes","2009","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2009","(2a) intermediate vocational","West Germany","","","",""
"Yes","2009","(2a) intermediate vocational","East Germany","","","",""
"Yes","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","2009","(3a) lower tertiary education","West Germany","","","",""
"Yes","2009","(3a) lower tertiary education","East Germany","","","",""
"Yes","2009","(3b) higher tertiary education","West Germany","","","",""
"Yes","2009","(3b) higher tertiary education","East Germany","","","",""
"No","2009","(0) in school","West Germany","","","",""
"No","2009","(0) in school","East Germany","","","",""
"No","2009","(1a) inadequately completed","West Germany","","","",""
"No","2009","(1a) inadequately completed","East Germany","","","",""
"No","2009","(1b) general elementary school","West Germany","","","",""
"No","2009","(1b) general elementary school","East Germany","","","",""
"No","2009","(1c) basic vocational qualification","West Germany","","","",""
"No","2009","(1c) basic vocational qualification","East Germany","","","",""
"No","2009","(2b) intermediate general qualification","West Germany","","","",""
"No","2009","(2b) intermediate general qualification","East Germany","","","",""
"No","2009","(2a) intermediate vocational","West Germany","","","",""
"No","2009","(2a) intermediate vocational","East Germany","","","",""
"No","2009","(2c_gen) general maturity certificate","West Germany","","","",""
"No","2009","(2c_gen) general maturity certificate","East Germany","","","",""
"No","2009","(2c_voc) vocational maturity certificate","West Germany","","","",""
"No","2009","(2c_voc) vocational maturity certificate","East Germany","","","",""
"No","2009","(3a) lower tertiary education","West Germany","","","",""
"No","2009","(3a) lower tertiary education","East Germany","","","",""
"No","2009","(3b) higher tertiary education","West Germany","","","",""
"No","2009","(3b) higher tertiary education","East Germany","","","",""
"Yes","2010","(0) in school","West Germany","43","0.103903299086427","0.0691421324698957","0.138664465702959"
"Yes","2010","(0) in school","East Germany","3","","",""
"Yes","2010","(1a) inadequately completed","West Germany","15","","",""
"Yes","2010","(1a) inadequately completed","East Germany","4","","",""
"Yes","2010","(1b) general elementary school","West Germany","99","0.0653671547323243","0.0534660535599919","0.0772682559046567"
"Yes","2010","(1b) general elementary school","East Germany","6","","",""
"Yes","2010","(1c) basic vocational qualification","West Germany","796","0.171775143331008","0.16055864043719","0.182991646224827"
"Yes","2010","(1c) basic vocational qualification","East Germany","65","0.0697210423580438","0.0537760767204013","0.0856660079956863"
"Yes","2010","(2b) intermediate general qualification","West Germany","68","0.178985729719586","0.144143481466565","0.213827977972608"
"Yes","2010","(2b) intermediate general qualification","East Germany","12","","",""
"Yes","2010","(2a) intermediate vocational","West Germany","1064","0.295618491232132","0.280830948530309","0.310406033933956"
"Yes","2010","(2a) intermediate vocational","East Germany","244","0.125174611387066","0.110380454687869","0.139968768086263"
"Yes","2010","(2c_gen) general maturity certificate","West Germany","94","0.17984491774076","0.149589730743894","0.210100104737626"
"Yes","2010","(2c_gen) general maturity certificate","East Germany","16","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","West Germany","499","0.32288761961858","0.300026566825536","0.345748672411625"
"Yes","2010","(2c_voc) vocational maturity certificate","East Germany","58","0.179414009308069","0.135404463137728","0.22342355547841"
"Yes","2010","(3a) lower tertiary education","West Germany","325","0.391751275689656","0.3599305786421","0.423571972737211"
"Yes","2010","(3a) lower tertiary education","East Germany","120","0.210018077280282","0.177534299002829","0.242501855557734"
"Yes","2010","(3b) higher tertiary education","West Germany","515","0.351470342934619","0.327357697051489","0.375582988817748"
"Yes","2010","(3b) higher tertiary education","East Germany","133","0.227469230216806","0.193441495702861","0.261496964730751"
"No","2010","(0) in school","West Germany","253","0.896096700913573","0.861335534297041","0.930857867530104"
"No","2010","(0) in school","East Germany","36","0.918512383743201","0.832649770467407","1.004374997019"
"No","2010","(1a) inadequately completed","West Germany","298","0.953801137901443","0.930545916436618","0.977056359366269"
"No","2010","(1a) inadequately completed","East Germany","33","0.962443350855303","0.901183175487265","1.02370352622334"
"No","2010","(1b) general elementary school","West Germany","1558","0.934632845267676","0.922731744095343","0.946533946440008"
"No","2010","(1b) general elementary school","East Germany","189","0.978130068495081","0.957601777203826","0.998658359786336"
"No","2010","(1c) basic vocational qualification","West Germany","3548","0.828224856668992","0.817008353775174","0.83944135956281"
"No","2010","(1c) basic vocational qualification","East Germany","915","0.930278957641956","0.914333992004314","0.946223923279599"
"No","2010","(2b) intermediate general qualification","West Germany","397","0.821014270280414","0.786172022027392","0.855856518533435"
"No","2010","(2b) intermediate general qualification","East Germany","130","0.894690316821914","0.844203912568258","0.94517672107557"
"No","2010","(2a) intermediate vocational","West Germany","2594","0.704381508767868","0.689593966066044","0.719169051469691"
"No","2010","(2a) intermediate vocational","East Germany","1678","0.874825388612934","0.860031231913737","0.889619545312131"
"No","2010","(2c_gen) general maturity certificate","West Germany","525","0.82015508225924","0.789899895262374","0.850410269256106"
"No","2010","(2c_gen) general maturity certificate","East Germany","146","0.934349060267026","0.89621038237405","0.972487738160002"
"No","2010","(2c_voc) vocational maturity certificate","West Germany","1108","0.67711238038142","0.654251327588375","0.699973433174464"
"No","2010","(2c_voc) vocational maturity certificate","East Germany","234","0.820585990691931","0.77657644452159","0.864595536862272"
"No","2010","(3a) lower tertiary education","West Germany","579","0.608248724310344","0.576428027262789","0.6400694213579"
"No","2010","(3a) lower tertiary education","East Germany","484","0.789981922719718","0.757498144442266","0.822465700997171"
"No","2010","(3b) higher tertiary education","West Germany","991","0.648529657065381","0.624417011182252","0.672642302948511"
"No","2010","(3b) higher tertiary education","East Germany","450","0.772530769783194","0.738503035269249","0.806558504297139"
"Yes","2011","(0) in school","West Germany","31","0.127547489230387","0.0832655430663733","0.171829435394401"
"Yes","2011","(0) in school","East Germany","5","","",""
"Yes","2011","(1a) inadequately completed","West Germany","17","","",""
"Yes","2011","(1a) inadequately completed","East Germany","1","","",""
"Yes","2011","(1b) general elementary school","West Germany","113","0.0806527212006252","0.0665541758463841","0.0947512665548664"
"Yes","2011","(1b) general elementary school","East Germany","5","","",""
"Yes","2011","(1c) basic vocational qualification","West Germany","833","0.192199961429218","0.180201675502243","0.204198247356193"
"Yes","2011","(1c) basic vocational qualification","East Germany","54","0.0554362308093538","0.0412035747158095","0.069668886902898"
"Yes","2011","(2b) intermediate general qualification","West Germany","65","0.150635074788648","0.115884571288666","0.185385578288631"
"Yes","2011","(2b) intermediate general qualification","East Germany","8","","",""
"Yes","2011","(2a) intermediate vocational","West Germany","909","0.307163562162365","0.290091661854151","0.324235462470579"
"Yes","2011","(2a) intermediate vocational","East Germany","254","0.148770204921298","0.131483895614503","0.166056514228093"
"Yes","2011","(2c_gen) general maturity certificate","West Germany","102","0.161773452367494","0.131830518068544","0.191716386666444"
"Yes","2011","(2c_gen) general maturity certificate","East Germany","17","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","West Germany","365","0.308966660553206","0.282096872848387","0.335836448258026"
"Yes","2011","(2c_voc) vocational maturity certificate","East Germany","50","0.203748342343396","0.150402785801763","0.257093898885028"
"Yes","2011","(3a) lower tertiary education","West Germany","307","0.392972690402922","0.358180205187141","0.427765175618703"
"Yes","2011","(3a) lower tertiary education","East Germany","145","0.279814386273116","0.243217729548666","0.316411042997565"
"Yes","2011","(3b) higher tertiary education","West Germany","411","0.346157581318019","0.318803729050327","0.373511433585711"
"Yes","2011","(3b) higher tertiary education","East Germany","125","0.228621560221978","0.19228182583772","0.264961294606236"
"No","2011","(0) in school","West Germany","187","0.872452510769613","0.828170564605599","0.916734456933627"
"No","2011","(0) in school","East Germany","24","","",""
"No","2011","(1a) inadequately completed","West Germany","189","0.952442678757511","0.923379534549716","0.981505822965306"
"No","2011","(1a) inadequately completed","East Germany","31","0.979666222139064","0.930764831863139","1.02856761241499"
"No","2011","(1b) general elementary school","West Germany","1320","0.919347278799375","0.905248733445134","0.933445824153616"
"No","2011","(1b) general elementary school","East Germany","196","0.981619555003324","0.963050077934585","1.00018903207206"
"No","2011","(1c) basic vocational qualification","West Germany","3310","0.807800038570782","0.795801752643807","0.819798324497757"
"No","2011","(1c) basic vocational qualification","East Germany","939","0.944563769190646","0.930331113097102","0.958796425284191"
"No","2011","(2b) intermediate general qualification","West Germany","342","0.849364925211352","0.814614421711369","0.884115428711334"
"No","2011","(2b) intermediate general qualification","East Germany","92","0.931343795091171","0.881782459600468","0.980905130581874"
"No","2011","(2a) intermediate vocational","West Germany","1896","0.692836437837635","0.675764537529421","0.709908338145849"
"No","2011","(2a) intermediate vocational","East Germany","1374","0.851229795078702","0.833943485771907","0.868516104385497"
"No","2011","(2c_gen) general maturity certificate","West Germany","479","0.838226547632506","0.808283613333556","0.868169481931456"
"No","2011","(2c_gen) general maturity certificate","East Germany","132","0.902210234021287","0.854517135915082","0.949903332127491"
"No","2011","(2c_voc) vocational maturity certificate","West Germany","771","0.691033339446794","0.664163551741974","0.717903127151614"
"No","2011","(2c_voc) vocational maturity certificate","East Germany","169","0.796251657656604","0.742906101114972","0.849597214198237"
"No","2011","(3a) lower tertiary education","West Germany","450","0.607027309597078","0.572234824381297","0.641819794812859"
"No","2011","(3a) lower tertiary education","East Germany","433","0.720185613726884","0.683588957002435","0.756782270451334"
"No","2011","(3b) higher tertiary education","West Germany","751","0.653842418681981","0.626488566414289","0.681196270949673"
"No","2011","(3b) higher tertiary education","East Germany","388","0.771378439778022","0.735038705393764","0.80771817416228"
"Yes","2012","(0) in school","West Germany","40","0.103565349421096","0.0715524489721769","0.135578249870015"
"Yes","2012","(0) in school","East Germany","3","","",""
"Yes","2012","(1a) inadequately completed","West Germany","20","","",""
"Yes","2012","(1a) inadequately completed","East Germany","1","","",""
"Yes","2012","(1b) general elementary school","West Germany","152","0.0821566180596057","0.069838320406968","0.0944749157122434"
"Yes","2012","(1b) general elementary school","East Germany","11","","",""
"Yes","2012","(1c) basic vocational qualification","West Germany","1045","0.20247580951666","0.191310612017218","0.213641007016102"
"Yes","2012","(1c) basic vocational qualification","East Germany","74","0.0594008226333192","0.0457035655897303","0.0730980796769081"
"Yes","2012","(2b) intermediate general qualification","West Germany","100","0.175977795903982","0.145040311821378","0.206915279986586"
"Yes","2012","(2b) intermediate general qualification","East Germany","13","","",""
"Yes","2012","(2a) intermediate vocational","West Germany","1325","0.319400349964324","0.305211660894276","0.333589039034371"
"Yes","2012","(2a) intermediate vocational","East Germany","336","0.151680916122732","0.136612626239612","0.166749206005853"
"Yes","2012","(2c_gen) general maturity certificate","West Germany","143","0.187385196476862","0.16008767183567","0.214682721118054"
"Yes","2012","(2c_gen) general maturity certificate","East Germany","24","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","West Germany","587","0.293574135787119","0.27274910250264","0.314399169071599"
"Yes","2012","(2c_voc) vocational maturity certificate","East Germany","86","0.240466758576814","0.195821260051317","0.285112257102311"
"Yes","2012","(3a) lower tertiary education","West Germany","427","0.403216800712128","0.3740686338374","0.432364967586856"
"Yes","2012","(3a) lower tertiary education","East Germany","142","0.253526484410064","0.219420785684713","0.287632183135414"
"Yes","2012","(3b) higher tertiary education","West Germany","583","0.302661786695024","0.281192594722083","0.324130978667964"
"Yes","2012","(3b) higher tertiary education","East Germany","171","0.252706193066664","0.219677537004576","0.285734849128752"
"No","2012","(0) in school","West Germany","308","0.896434650578904","0.864421750129985","0.928447551027823"
"No","2012","(0) in school","East Germany","42","0.943047222397131","0.87533516511849","1.01075927967577"
"No","2012","(1a) inadequately completed","West Germany","335","0.947013902567446","0.923711910037186","0.970315895097706"
"No","2012","(1a) inadequately completed","East Germany","52","0.995649990299718","0.977932238406181","1.01336774219325"
"No","2012","(1b) general elementary school","West Germany","1757","0.917843381940394","0.905525084287757","0.930161679593032"
"No","2012","(1b) general elementary school","East Germany","235","0.949761223913626","0.922464704091762","0.977057743735491"
"No","2012","(1c) basic vocational qualification","West Germany","3931","0.79752419048334","0.786358992983898","0.808689387982782"
"No","2012","(1c) basic vocational qualification","East Germany","1070","0.940599177366681","0.926901920323092","0.95429643441027"
"No","2012","(2b) intermediate general qualification","West Germany","482","0.824022204096018","0.793084720013414","0.854959688178622"
"No","2012","(2b) intermediate general qualification","East Germany","123","0.935789930191353","0.894592569709194","0.976987290673512"
"No","2012","(2a) intermediate vocational","West Germany","2823","0.680599650035676","0.666410960965629","0.694788339105723"
"No","2012","(2a) intermediate vocational","East Germany","1841","0.848319083877268","0.833250793994147","0.863387373760388"
"No","2012","(2c_gen) general maturity certificate","West Germany","642","0.812614803523138","0.785317278881946","0.83991232816433"
"No","2012","(2c_gen) general maturity certificate","East Germany","135","0.85726523479036","0.802893646801793","0.911636822778927"
"No","2012","(2c_voc) vocational maturity certificate","West Germany","1250","0.70642586421288","0.685600830928401","0.72725089749736"
"No","2012","(2c_voc) vocational maturity certificate","East Germany","266","0.759533241423186","0.714887742897688","0.804178739948683"
"No","2012","(3a) lower tertiary education","West Germany","661","0.596783199287872","0.567635032413144","0.6259313661626"
"No","2012","(3a) lower tertiary education","East Germany","483","0.746473515589936","0.712367816864586","0.780579214315287"
"No","2012","(3b) higher tertiary education","West Germany","1176","0.697338213304976","0.675869021332036","0.718807405277917"
"No","2012","(3b) higher tertiary education","East Germany","494","0.747293806933336","0.714265150871248","0.780322462995424"
"Yes","2013","(0) in school","West Germany","38","0.212188061830112","0.153587869755493","0.270788253904731"
"Yes","2013","(0) in school","East Germany","4","","",""
"Yes","2013","(1a) inadequately completed","West Germany","17","","",""
"Yes","2013","(1a) inadequately completed","East Germany","1","","",""
"Yes","2013","(1b) general elementary school","West Germany","105","0.0885402845452259","0.0725338500444113","0.10454671904604"
"Yes","2013","(1b) general elementary school","East Germany","5","","",""
"Yes","2013","(1c) basic vocational qualification","West Germany","853","0.224101624635565","0.210540362999638","0.237662886271492"
"Yes","2013","(1c) basic vocational qualification","East Germany","65","0.0655110236754479","0.0493461944629581","0.0816758528879376"
"Yes","2013","(2b) intermediate general qualification","West Germany","69","0.197333674381213","0.156392254387256","0.23827509437517"
"Yes","2013","(2b) intermediate general qualification","East Germany","7","","",""
"Yes","2013","(2a) intermediate vocational","West Germany","935","0.354285465870152","0.335825989858465","0.372744941881839"
"Yes","2013","(2a) intermediate vocational","East Germany","256","0.159560982577983","0.141090592324844","0.178031372831123"
"Yes","2013","(2c_gen) general maturity certificate","West Germany","109","0.214881540410834","0.180862565251334","0.248900515570334"
"Yes","2013","(2c_gen) general maturity certificate","East Germany","15","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","West Germany","377","0.332893171576381","0.3042801074627","0.361506235690062"
"Yes","2013","(2c_voc) vocational maturity certificate","East Germany","56","0.280777193141816","0.220569242666385","0.340985143617247"
"Yes","2013","(3a) lower tertiary education","West Germany","305","0.41487133280438","0.379726861330813","0.450015804277946"
"Yes","2013","(3a) lower tertiary education","East Germany","141","0.276917172583285","0.238603708900074","0.315230636266495"
"Yes","2013","(3b) higher tertiary education","West Germany","430","0.351366172438676","0.324138976720651","0.378593368156701"
"Yes","2013","(3b) higher tertiary education","East Germany","148","0.279361281243213","0.239993610359558","0.318728952126868"
"No","2013","(0) in school","West Germany","149","0.787811938169888","0.729211746095269","0.846412130244507"
"No","2013","(0) in school","East Germany","25","","",""
"No","2013","(1a) inadequately completed","West Germany","163","0.90271674766433","0.859424849415626","0.946008645913034"
"No","2013","(1a) inadequately completed","East Germany","33","0.99097206658381","0.959178919985488","1.02276521318213"
"No","2013","(1b) general elementary school","West Germany","1105","0.911459715454774","0.89545328095396","0.927466149955589"
"No","2013","(1b) general elementary school","East Germany","169","0.958917086178955","0.929425738804926","0.988408433552984"
"No","2013","(1c) basic vocational qualification","West Germany","2779","0.775898375364435","0.762337113728508","0.789459637000362"
"No","2013","(1c) basic vocational qualification","East Germany","835","0.934488976324552","0.918324147112062","0.950653805537042"
"No","2013","(2b) intermediate general qualification","West Germany","294","0.802666325618787","0.761724905624829","0.843607745612744"
"No","2013","(2b) intermediate general qualification","East Germany","73","0.951842695478816","0.904927149642921","0.998758241314711"
"No","2013","(2a) intermediate vocational","West Germany","1644","0.645714534129848","0.627255058118161","0.664174010141535"
"No","2013","(2a) intermediate vocational","East Germany","1254","0.840439017422017","0.821968627168877","0.858909407675156"
"No","2013","(2c_gen) general maturity certificate","West Germany","451","0.785118459589166","0.751099484429666","0.819137434748666"
"No","2013","(2c_gen) general maturity certificate","East Germany","80","0.873527572271436","0.806689714032402","0.94036543051047"
"No","2013","(2c_voc) vocational maturity certificate","West Germany","665","0.667106828423619","0.638493764309938","0.6957198925373"
"No","2013","(2c_voc) vocational maturity certificate","East Germany","158","0.719222806858184","0.659014856382753","0.779430757333615"
"No","2013","(3a) lower tertiary education","West Germany","450","0.58512866719562","0.549984195722054","0.620273138669187"
"No","2013","(3a) lower tertiary education","East Germany","383","0.723082827416715","0.684769363733505","0.761396291099926"
"No","2013","(3b) higher tertiary education","West Germany","751","0.648633827561324","0.621406631843298","0.675861023279349"
"No","2013","(3b) higher tertiary education","East Germany","351","0.720638718756788","0.681271047873133","0.760006389640443"
"Yes","2014","(0) in school","West Germany","44","0.121686391427235","0.0879154900339815","0.155457292820488"
"Yes","2014","(0) in school","East Germany","3","","",""
"Yes","2014","(1a) inadequately completed","West Germany","24","","",""
"Yes","2014","(1a) inadequately completed","East Germany","6","","",""
"Yes","2014","(1b) general elementary school","West Germany","169","0.0955474575401634","0.0828559984350693","0.108238916645257"
"Yes","2014","(1b) general elementary school","East Germany","6","","",""
"Yes","2014","(1c) basic vocational qualification","West Germany","1009","0.219143099445329","0.20712740455183","0.231158794338828"
"Yes","2014","(1c) basic vocational qualification","East Germany","74","0.0747780325460199","0.0584426839465786","0.0911133811454611"
"Yes","2014","(2b) intermediate general qualification","West Germany","87","0.17510945126521","0.145525483578233","0.204693418952186"
