"ple0098_v5","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"No","2002","35-65 y.","Employed","6925","0.872056476372875","0.864750154149504","0.879362798596247"
"No","2002","66 and older","Not Employed","2875","0.917587162374991","0.907957989317726","0.927216335432257"
"No","2002","66 and older","Employed","122","0.828393446086223","0.76922760345206","0.887559288720386"
"Yes","2003","16-34 y.","Not Employed","103","0.0635574533351682","0.0509261312845293","0.0761887753858072"
"Yes","2003","16-34 y.","Employed","428","0.11516884598412","0.104980175071581","0.125357516896659"
"Yes","2003","35-65 y.","Not Employed","259","0.0866153482496526","0.0761181054418626","0.0971125910574426"
"Yes","2003","35-65 y.","Employed","1056","0.13010573480482","0.122576338164002","0.137635131445637"
"Yes","2003","66 and older","Not Employed","267","0.0824245162440018","0.0728465530576314","0.0920024794303722"
"Yes","2003","66 and older","Employed","33","0.193260394039745","0.131099054939614","0.255421733139876"
"No","2003","16-34 y.","Not Employed","1330","0.936442546664832","0.923811224614193","0.949073868715471"
"No","2003","16-34 y.","Employed","3343","0.88483115401588","0.874642483103341","0.895019824928419"
"No","2003","35-65 y.","Not Employed","2499","0.913384651750347","0.902887408942557","0.923881894558137"
"No","2003","35-65 y.","Employed","6613","0.86989426519518","0.862364868554363","0.877423661835998"
"No","2003","66 and older","Not Employed","2900","0.917575483755998","0.907997520569628","0.927153446942369"
"No","2003","66 and older","Employed","122","0.806739605960255","0.744578266860124","0.868900945060386"
"Yes","2004","16-34 y.","Not Employed","116","0.0636745146815023","0.0510849587556794","0.0762640706073252"
"Yes","2004","16-34 y.","Employed","438","0.120709043914026","0.109964847186097","0.131453240641955"
"Yes","2004","35-65 y.","Not Employed","249","0.0891640819057145","0.0782747129672916","0.100053450844137"
"Yes","2004","35-65 y.","Employed","1108","0.14391334041495","0.135918773328478","0.151907907501422"
"Yes","2004","66 and older","Not Employed","297","0.087143385248835","0.0774615477772463","0.0968252227204237"
"Yes","2004","66 and older","Employed","39","0.190532073344893","0.131497354425417","0.249566792264369"
"No","2004","16-34 y.","Not Employed","1329","0.936325485318498","0.923735929392675","0.948915041244321"
"No","2004","16-34 y.","Employed","3094","0.879290956085974","0.868546759358045","0.890035152813903"
"No","2004","35-65 y.","Not Employed","2382","0.910835918094286","0.899946549155863","0.921725287032708"
"No","2004","35-65 y.","Employed","6297","0.85608665958505","0.848092092498578","0.864081226671521"
"No","2004","66 and older","Not Employed","2963","0.912856614751165","0.903174777279576","0.922538452222754"
"No","2004","66 and older","Employed","131","0.809467926655107","0.750433207735631","0.868502645574583"
"Yes","2005","16-34 y.","Not Employed","107","0.0656419647261275","0.0526460026509311","0.0786379268013239"
"Yes","2005","16-34 y.","Employed","476","0.14794166387249","0.135861027438619","0.16002230030636"
"Yes","2005","35-65 y.","Not Employed","247","0.0898912226346129","0.0784622925844984","0.101320152684727"
"Yes","2005","35-65 y.","Employed","1131","0.154489791219996","0.146062837759641","0.162916744680352"
"Yes","2005","66 and older","Not Employed","330","0.100505400189818","0.0901634861069661","0.11084731427267"
"Yes","2005","66 and older","Employed","36","0.184597034158284","0.125754907786937","0.24343916052963"
"No","2005","16-34 y.","Not Employed","1288","0.934358035273873","0.921362073198676","0.947353997349069"
"No","2005","16-34 y.","Employed","2842","0.85205833612751","0.83997769969364","0.864138972561381"
"No","2005","35-65 y.","Not Employed","2159","0.910108777365387","0.898679847315273","0.921537707415502"
"No","2005","35-65 y.","Employed","5935","0.845510208780004","0.837083255319648","0.853937162240359"
"No","2005","66 and older","Not Employed","2917","0.899494599810182","0.88915268572733","0.909836513893034"
"No","2005","66 and older","Employed","131","0.815402965841716","0.75656083947037","0.874245092213063"
"Yes","2006","16-34 y.","Not Employed","112","0.0760374705313723","0.0614827326970207","0.0905922083657238"
"Yes","2006","16-34 y.","Employed","511","0.163507709285183","0.150868606585059","0.176146811985307"
"Yes","2006","35-65 y.","Not Employed","324","0.109947920047921","0.0978062278346682","0.122089612261174"
"Yes","2006","35-65 y.","Employed","1459","0.178604695436262","0.16997644592966","0.187232944942863"
"Yes","2006","66 and older","Not Employed","423","0.105023830371705","0.0952541673768146","0.114793493366594"
"Yes","2006","66 and older","Employed","47","0.196067521469443","0.143485333880857","0.248649709058028"
"No","2006","16-34 y.","Not Employed","1162","0.923962529468628","0.909407791634276","0.938517267302979"
"No","2006","16-34 y.","Employed","2778","0.836492290714817","0.823853188014693","0.849131393414941"
"No","2006","35-65 y.","Not Employed","2226","0.890052079952079","0.877910387738826","0.902193772165332"
"No","2006","35-65 y.","Employed","6111","0.821395304563738","0.812767055057137","0.83002355407034"
"No","2006","66 and older","Not Employed","3360","0.894976169628296","0.885206506633406","0.904745832623185"
"No","2006","66 and older","Employed","172","0.803932478530557","0.751350290941972","0.856514666119143"
"Yes","2007","16-34 y.","Not Employed","99","0.089518478751036","0.0728875389236033","0.106149418578469"
"Yes","2007","16-34 y.","Employed","508","0.16952050566087","0.156149595280978","0.182891416040762"
"Yes","2007","35-65 y.","Not Employed","307","0.123126608431884","0.109510296145911","0.136742920717857"
"Yes","2007","35-65 y.","Employed","1479","0.198038216030808","0.188790534230305","0.207285897831311"
"Yes","2007","66 and older","Not Employed","477","0.118228639225912","0.107805230550588","0.128652047901235"
"Yes","2007","66 and older","Employed","53","0.203604280980378","0.148615715279834","0.258592846680922"
"No","2007","16-34 y.","Not Employed","1033","0.910481521248964","0.893850581421531","0.927112461076397"
"No","2007","16-34 y.","Employed","2517","0.83047949433913","0.817108583959238","0.843850404719022"
"No","2007","35-65 y.","Not Employed","1930","0.876873391568116","0.863257079282143","0.890489703854089"
"No","2007","35-65 y.","Employed","5655","0.801961783969192","0.792714102168689","0.811209465769695"
"No","2007","66 and older","Not Employed","3209","0.881771360774088","0.871347952098765","0.892194769449412"
"No","2007","66 and older","Employed","153","0.796395719019622","0.741407153319078","0.851384284720166"
"Yes","2008","16-34 y.","Not Employed","106","0.104919867408324","0.086232085566906","0.123607649249741"
"Yes","2008","16-34 y.","Employed","547","0.189301960086679","0.175026799874651","0.203577120298706"
"Yes","2008","35-65 y.","Not Employed","303","0.13345361246038","0.118348422529057","0.148558802391703"
"Yes","2008","35-65 y.","Employed","1616","0.234529255882867","0.224495451808215","0.244563059957518"
"Yes","2008","66 and older","Not Employed","568","0.153816576237045","0.142088420877405","0.165544731596685"
"Yes","2008","66 and older","Employed","58","0.249468169296332","0.190944631521506","0.307991707071157"
"No","2008","16-34 y.","Not Employed","927","0.895080132591676","0.876392350750259","0.913767914433094"
"No","2008","16-34 y.","Employed","2346","0.810698039913321","0.796422879701294","0.824973200125349"
"No","2008","35-65 y.","Not Employed","1644","0.86654638753962","0.851441197608297","0.881651577470943"
"No","2008","35-65 y.","Employed","5234","0.765470744117133","0.755436940042482","0.775504548191785"
"No","2008","66 and older","Not Employed","3067","0.846183423762955","0.834455268403315","0.857911579122595"
"No","2008","66 and older","Employed","152","0.750531830703668","0.692008292928843","0.809055368478494"
"Yes","2009","16-34 y.","Not Employed","","","",""
"Yes","2009","16-34 y.","Employed","","","",""
"Yes","2009","35-65 y.","Not Employed","","","",""
"Yes","2009","35-65 y.","Employed","","","",""
"Yes","2009","66 and older","Not Employed","","","",""
"Yes","2009","66 and older","Employed","","","",""
"No","2009","16-34 y.","Not Employed","","","",""
"No","2009","16-34 y.","Employed","","","",""
"No","2009","35-65 y.","Not Employed","","","",""
"No","2009","35-65 y.","Employed","","","",""
"No","2009","66 and older","Not Employed","","","",""
"No","2009","66 and older","Employed","","","",""
"Yes","2010","16-34 y.","Not Employed","189","0.0914450545771887","0.0784946180715521","0.104395491082825"
"Yes","2010","16-34 y.","Employed","800","0.207187920310175","0.194828792074175","0.219547048546175"
"Yes","2010","35-65 y.","Not Employed","365","0.135025022838078","0.121187101790476","0.148862943885679"
"Yes","2010","35-65 y.","Employed","2239","0.250870051988459","0.241843243687568","0.259896860289351"
"Yes","2010","66 and older","Not Employed","559","0.16076709823922","0.148257517214001","0.173276679264439"
"Yes","2010","66 and older","Employed","72","0.315591529939088","0.253897917423334","0.377285142454842"
"No","2010","16-34 y.","Not Employed","1714","0.908554945422811","0.895604508917175","0.921505381928448"
"No","2010","16-34 y.","Employed","3331","0.792812079689825","0.780452951453825","0.805171207925825"
"No","2010","35-65 y.","Not Employed","1978","0.864974977161922","0.851137056114321","0.878812898209524"
"No","2010","35-65 y.","Employed","6621","0.749129948011541","0.740103139710649","0.758156756312432"
"No","2010","66 and older","Not Employed","2753","0.83923290176078","0.826723320735561","0.851742482785999"
"No","2010","66 and older","Employed","146","0.684408470060912","0.622714857545158","0.746102082576666"
"Yes","2011","16-34 y.","Not Employed","95","0.104253178339314","0.0848921058009911","0.123614250877638"
"Yes","2011","16-34 y.","Employed","576","0.196999087145473","0.182533371916164","0.211464802374781"
"Yes","2011","35-65 y.","Not Employed","313","0.135471924041702","0.120397882901107","0.150545965182296"
"Yes","2011","35-65 y.","Employed","2017","0.262848415164116","0.252856347868305","0.272840482459927"
"Yes","2011","66 and older","Not Employed","768","0.180580384777165","0.168896663297623","0.192264106256708"
"Yes","2011","66 and older","Employed","96","0.337896845707947","0.28229610332747","0.393497588088424"
"No","2011","16-34 y.","Not Employed","862","0.895746821660686","0.876385749122362","0.915107894199009"
"No","2011","16-34 y.","Employed","2328","0.803000912854528","0.788535197625219","0.817466628083837"
"No","2011","35-65 y.","Not Employed","1667","0.864528075958298","0.849454034817704","0.879602117098893"
"No","2011","35-65 y.","Employed","5438","0.737151584835884","0.727159517540073","0.747143652131695"
"No","2011","66 and older","Not Employed","3396","0.819419615222835","0.807735893743292","0.831103336702377"
"No","2011","66 and older","Employed","182","0.662103154292053","0.606502411911576","0.71770389667253"
"Yes","2012","16-34 y.","Not Employed","187","0.104063651259811","0.0896627381359525","0.118464564383669"
"Yes","2012","16-34 y.","Employed","769","0.190646611908776","0.178640422834844","0.202652800982708"
"Yes","2012","35-65 y.","Not Employed","468","0.153729569587878","0.140372080580626","0.167087058595129"
"Yes","2012","35-65 y.","Employed","3029","0.273606981057543","0.265221990219623","0.281991971895464"
"Yes","2012","66 and older","Not Employed","793","0.179027462107728","0.167384466578951","0.190670457636506"
"Yes","2012","66 and older","Employed","113","0.376397504209598","0.322378553849618","0.430416454569577"
"No","2012","16-34 y.","Not Employed","1540","0.895936348740189","0.881535435616331","0.910337261864048"
"No","2012","16-34 y.","Employed","3343","0.809353388091224","0.797347199017292","0.821359577165156"
"No","2012","35-65 y.","Not Employed","2333","0.846270430412122","0.832912941404871","0.859627919419374"
"No","2012","35-65 y.","Employed","7830","0.726393018942457","0.718008028104536","0.734778009780377"
"No","2012","66 and older","Not Employed","3372","0.820972537892272","0.809329542363494","0.832615533421049"
"No","2012","66 and older","Employed","196","0.623602495790403","0.569583545430423","0.677621446150382"
"Yes","2013","16-34 y.","Not Employed","110","0.142361179915481","0.117664821130863","0.167057538700099"
"Yes","2013","16-34 y.","Employed","517","0.199643967423816","0.184192605690376","0.215095329157257"
"Yes","2013","35-65 y.","Not Employed","329","0.176570287063613","0.158550238950592","0.194590335176634"
"Yes","2013","35-65 y.","Employed","2093","0.302442861073418","0.291584734751441","0.313300987395394"
"Yes","2013","66 and older","Not Employed","831","0.201199707949999","0.1886338399641","0.213765575935899"
"Yes","2013","66 and older","Employed","116","0.396952946487935","0.343093290543514","0.450812602432356"
"No","2013","16-34 y.","Not Employed","659","0.857638820084519","0.832942461299901","0.882335178869137"
"No","2013","16-34 y.","Employed","2054","0.800356032576183","0.784904670842743","0.815807394309624"
"No","2013","35-65 y.","Not Employed","1391","0.823429712936387","0.805409664823366","0.841449761049408"
"No","2013","35-65 y.","Employed","4781","0.697557138926582","0.686699012604606","0.708415265248559"
"No","2013","66 and older","Not Employed","3079","0.79880029205","0.786234424064101","0.811366160035899"
"No","2013","66 and older","Employed","201","0.603047053512065","0.549187397567644","0.656906709456486"
"Yes","2014","16-34 y.","Not Employed","188","0.108964112664375","0.0945854277909202","0.12334279753783"
"Yes","2014","16-34 y.","Employed","726","0.19646435693008","0.184588681441279","0.208340032418881"
"Yes","2014","35-65 y.","Not Employed","415","0.17431050415733","0.159882567897575","0.188738440417085"
"Yes","2014","35-65 y.","Employed","3067","0.29410089178308","0.285523149966078","0.302678633600083"
"Yes","2014","66 and older","Not Employed","860","0.214029804424298","0.20110604418823","0.226953564660366"
"Yes","2014","66 and older","Employed","124","0.353634439973721","0.304653859324871","0.402615020622571"
"No","2014","16-34 y.","Not Employed","1616","0.891035887335625","0.87665720246217","0.90541457220908"
"No","2014","16-34 y.","Employed","3574","0.80353564306992","0.791659967581119","0.815411318558721"
"No","2014","35-65 y.","Not Employed","2241","0.82568949584267","0.811261559582915","0.840117432102425"
"No","2014","35-65 y.","Employed","7772","0.70589910821692","0.697321366399917","0.714476850033922"
"No","2014","66 and older","Not Employed","3009","0.785970195575702","0.773046435339634","0.79889395581177"
"No","2014","66 and older","Employed","242","0.646365560026279","0.597384979377428","0.695346140675129"
"Yes","2015","16-34 y.","Not Employed","","","",""
"Yes","2015","16-34 y.","Employed","","","",""
"Yes","2015","35-65 y.","Not Employed","","","",""
"Yes","2015","35-65 y.","Employed","","","",""
"Yes","2015","66 and older","Not Employed","","","",""
"Yes","2015","66 and older","Employed","","","",""
"No","2015","16-34 y.","Not Employed","","","",""
"No","2015","16-34 y.","Employed","","","",""
"No","2015","35-65 y.","Not Employed","","","",""
"No","2015","35-65 y.","Employed","","","",""
"No","2015","66 and older","Not Employed","","","",""
"No","2015","66 and older","Employed","","","",""
"Yes","2016","16-34 y.","Not Employed","107","0.0689126841741883","0.055672311206081","0.0821530571422956"
"Yes","2016","16-34 y.","Employed","541","0.153775155555677","0.142295135599119","0.165255175512236"
"Yes","2016","35-65 y.","Not Employed","292","0.1512571946977","0.136119036787313","0.166395352608088"
"Yes","2016","35-65 y.","Employed","2610","0.280077094832131","0.271277458001507","0.288876731662756"
"Yes","2016","66 and older","Not Employed","686","0.182503965730304","0.169874107877827","0.195133823582781"
"Yes","2016","66 and older","Employed","120","0.316562403561197","0.270280487687303","0.362844319435091"
"No","2016","16-34 y.","Not Employed","1299","0.931087315825812","0.917846942857704","0.944327688793919"
"No","2016","16-34 y.","Employed","3252","0.846224844444323","0.834744824487764","0.857704864400881"
"No","2016","35-65 y.","Not Employed","1860","0.8487428053023","0.833604647391912","0.863880963212687"
"No","2016","35-65 y.","Employed","7393","0.719922905167869","0.711123268337244","0.728722541998493"
"No","2016","66 and older","Not Employed","2907","0.817496034269696","0.804866176417219","0.830125892122173"
"No","2016","66 and older","Employed","268","0.683437596438803","0.637155680564909","0.729719512312697"
"Yes","2017","16-34 y.","Not Employed","","","",""
"Yes","2017","16-34 y.","Employed","","","",""
"Yes","2017","35-65 y.","Not Employed","","","",""
"Yes","2017","35-65 y.","Employed","","","",""
"Yes","2017","66 and older","Not Employed","","","",""
"Yes","2017","66 and older","Employed","","","",""
"No","2017","16-34 y.","Not Employed","","","",""
"No","2017","16-34 y.","Employed","","","",""
"No","2017","35-65 y.","Not Employed","","","",""
"No","2017","35-65 y.","Employed","","","",""
"No","2017","66 and older","Not Employed","","","",""
"No","2017","66 and older","Employed","","","",""
"Yes","2018","16-34 y.","Not Employed","82","0.0739097053790542","0.0602052596568139","0.0876141511012944"
"Yes","2018","16-34 y.","Employed","634","0.177174889476601","0.165541461605343","0.188808317347859"
"Yes","2018","35-65 y.","Not Employed","277","0.142540394485967","0.127534189506571","0.157546599465364"
"Yes","2018","35-65 y.","Employed","2910","0.277922524073948","0.269482804171178","0.286362243976718"
"Yes","2018","66 and older","Not Employed","756","0.199911334976279","0.187017863070969","0.212804806881588"
"Yes","2018","66 and older","Employed","139","0.274356459797061","0.234605769758772","0.314107149835349"
"No","2018","16-34 y.","Not Employed","1318","0.926090294620946","0.912385848898706","0.939794740343186"
"No","2018","16-34 y.","Employed","3504","0.822825110523399","0.811191682652141","0.834458538394657"
"No","2018","35-65 y.","Not Employed","1808","0.857459605514033","0.842453400534636","0.872465810493429"
"No","2018","35-65 y.","Employed","7913","0.722077475926052","0.713637756023282","0.730517195828822"
"No","2018","66 and older","Not Employed","2940","0.800088665023721","0.787195193118412","0.812982136929031"
"No","2018","66 and older","Employed","345","0.725643540202939","0.685892850164651","0.765394230241228"
