"ple0098_v5","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","Saxony","direct migration background","2","","","","1"
"Yes","2010","Saxony","indirect migration background","1","","","","1"
"Yes","2010","Saxony-Anhalt","no migration background","108","0.130911834237288","0.10795076025973","0.153872908214845","1"
"Yes","2010","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2010","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2010","Thuringia","no migration background","97","0.0956637978057185","0.0759944356563512","0.115333159955086","1"
"Yes","2010","Thuringia","direct migration background","1","","","","1"
"Yes","2010","Thuringia","indirect migration background","3","","","","1"
"No","2011","Schleswig-Holstein","no migration background","373","0.736135380179388","0.697349229581055","0.77492153077772","2"
"No","2011","Schleswig-Holstein","direct migration background","60","0.998246878069873","0.987748838266522","1.00874491787322","2"
"No","2011","Schleswig-Holstein","indirect migration background","12","","","","2"
"No","2011","Hamburg","no migration background","160","0.716042961216028","0.656458555813862","0.775627366618194","2"
"No","2011","Hamburg","direct migration background","19","","","","2"
"No","2011","Hamburg","indirect migration background","11","","","","2"
"No","2011","Lower Saxony","no migration background","1052","0.774409141291151","0.752600401626943","0.796217880955359","2"
"No","2011","Lower Saxony","direct migration background","150","0.905687275800177","0.861227391835389","0.950147159764966","2"
"No","2011","Lower Saxony","indirect migration background","47","0.938935520731309","0.873218901000463","1.00465214046216","2"
"No","2011","Bremen","no migration background","73","0.834580341567909","0.758239836290861","0.910920846844957","2"
"No","2011","Bremen","direct migration background","16","","","","2"
"No","2011","Bremen","indirect migration background","3","","","","2"
"No","2011","North Rhine-Westphalia","no migration background","1996","0.754771241784035","0.73862101828003","0.770921465288039","2"
"No","2011","North Rhine-Westphalia","direct migration background","490","0.915064614239637","0.891396988176739","0.938732240302535","2"
"No","2011","North Rhine-Westphalia","indirect migration background","175","0.843871383422943","0.793939326412176","0.893803440433711","2"
"No","2011","Hesse","no migration background","640","0.729966311111931","0.700895679379789","0.759036942844074","2"
"No","2011","Hesse","direct migration background","148","0.915140613624578","0.873852701189151","0.956428526060006","2"
"No","2011","Hesse","indirect migration background","52","0.706225976037734","0.597160015268216","0.815291936807251","2"
"No","2011","Rhineland-Palatinate,Saarland","no migration background","620","0.789659963396886","0.761401032095967","0.817918894697804","2"
"No","2011","Rhineland-Palatinate,Saarland","direct migration background","137","0.948180922676396","0.911976861555165","0.984384983797627","2"
"No","2011","Rhineland-Palatinate,Saarland","indirect migration background","49","0.818826256547042","0.720546155501683","0.917106357592401","2"
"No","2011","Baden-Württemberg","no migration background","1080","0.674179782330208","0.650989101637814","0.697370463022602","2"
"No","2011","Bavaria","direct migration background","252","0.86332364126003","0.823720221715904","0.902927060804156","2"
"No","2011","Bavaria","indirect migration background","92","0.868198119805816","0.807674110229909","0.928722129381724","2"
"No","2011","Berlin","direct migration background","37","0.835710434874372","0.730886520127427","0.940534349621317","2"
"No","2011","Berlin","indirect migration background","17","","","","2"
"No","2011","Brandenburg","no migration background","653","0.831823926171088","0.805542065946773","0.858105786395402","2"
"No","2011","Brandenburg","direct migration background","19","","","","2"
"No","2011","Brandenburg","indirect migration background","7","","","","2"
"No","2011","Mecklenburg-Western Pomerania","no migration background","408","0.850673108486091","0.818313333205382","0.883032883766801","2"
"No","2011","Mecklenburg-Western Pomerania","direct migration background","6","","","","2"
"No","2011","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"No","2011","Saxony","no migration background","1068","0.874412871735975","0.856165907557907","0.892659835914044","2"
"No","2011","Saxony","direct migration background","24","","","","2"
"No","2011","Saxony","indirect migration background","9","","","","2"
"No","2011","Saxony-Anhalt","no migration background","681","0.885491488921262","0.863116162897867","0.907866814944656","2"
"No","2011","Saxony-Anhalt","direct migration background","14","","","","2"
"No","2011","Baden-Württemberg","direct migration background","312","0.87336631826145","0.838820464641656","0.907912171881244","2"
"No","2011","Baden-Württemberg","indirect migration background","120","0.775639557835553","0.706783579491627","0.84449553617948","2"
"No","2011","Bavaria","no migration background","1622","0.738404632272344","0.720175501503775","0.756633763040913","2"
"No","2011","Berlin","no migration background","447","0.770157730217904","0.736093069059609","0.804222391376199","2"
"No","2011","Saxony-Anhalt","indirect migration background","5","","","","2"
"No","2011","Thuringia","no migration background","700","0.878505013539742","0.855978513967484","0.901031513112","2"
"No","2011","Thuringia","direct migration background","10","","","","2"
"No","2011","Thuringia","indirect migration background","6","","","","2"
"Yes","2011","Schleswig-Holstein","no migration background","123","0.263864619820612","0.22507846922228","0.302650770418945","1"
"Yes","2011","Schleswig-Holstein","direct migration background","1","","","","1"
"Yes","2011","Schleswig-Holstein","indirect migration background","2","","","","1"
"Yes","2011","Hamburg","no migration background","60","0.283957038783972","0.224372633381806","0.343541444186138","1"
"Yes","2011","Hamburg","direct migration background","1","","","","1"
"Yes","2011","Hamburg","indirect migration background","1","","","","1"
"Yes","2011","Lower Saxony","no migration background","359","0.225590858708849","0.203782119044642","0.247399598373057","1"
"Yes","2011","Lower Saxony","direct migration background","16","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","indirect migration background","10","","","","1"
"Yes","2011","Baden-Württemberg","indirect migration background","21","","","","1"
"Yes","2011","Bavaria","no migration background","611","0.261595367727656","0.243366236959087","0.279824498496225","1"
"Yes","2011","Bavaria","direct migration background","37","0.13667635873997","0.0970729391958443","0.176279778284097","1"
"Yes","2011","Hesse","indirect migration background","15","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","no migration background","179","0.210340036603114","0.182081105302196","0.238598967904033","1"
"Yes","2011","Rhineland-Palatinate,Saarland","direct migration background","7","","","","1"
"Yes","2011","Baden-Württemberg","no migration background","489","0.325820217669793","0.302629536977399","0.349010898362186","1"
"Yes","2011","Baden-Württemberg","direct migration background","44","0.12663368173855","0.0920878281187566","0.161179535358344","1"
"Yes","2011","Bavaria","indirect migration background","28","","","","1"
"Yes","2011","Berlin","no migration background","139","0.229842269782096","0.195777608623801","0.263906930940391","1"
"Yes","2011","Berlin","direct migration background","11","","","","1"
"Yes","2011","Berlin","indirect migration background","4","","","","1"
"Yes","2011","Brandenburg","no migration background","125","0.168176073828912","0.141894213604598","0.194457934053227","1"
"Yes","2011","Brandenburg","indirect migration background","1","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","no migration background","58","0.149326891513909","0.116967116233199","0.181686666794618","1"
"Yes","2011","Saxony-Anhalt","indirect migration background","1","","","","1"
"Yes","2011","Lower Saxony","indirect migration background","4","","","","1"
"Yes","2011","Bremen","no migration background","18","","","","1"
"Yes","2011","Bremen","direct migration background","1","","","","1"
"Yes","2011","Bremen","indirect migration background","","","","","1"
"Yes","2011","North Rhine-Westphalia","no migration background","730","0.245228758215966","0.229078534711961","0.26137898171997","1"
"Yes","2011","North Rhine-Westphalia","direct migration background","43","0.0849353857603634","0.0612677596974655","0.108603011823261","1"
"Yes","2011","North Rhine-Westphalia","indirect migration background","28","","","","1"
"Yes","2011","Hesse","no migration background","256","0.270033688888069","0.240963057155926","0.299104320620211","1"
"Yes","2011","Hesse","direct migration background","27","","","","1"
"Yes","2011","Brandenburg","direct migration background","3","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2011","Saxony","no migration background","199","0.125587128264025","0.107340164085956","0.143834092442093","1"
"Yes","2011","Saxony","direct migration background","2","","","","1"
"Yes","2011","Saxony","indirect migration background","2","","","","1"
"Yes","2011","Saxony-Anhalt","no migration background","97","0.114508511078738","0.0921331850553435","0.136883837102133","1"
"Yes","2011","Saxony-Anhalt","direct migration background","2","","","","1"
"Yes","2011","Thuringia","no migration background","108","0.121494986460258","0.0989684868879994","0.144021486032516","1"
"Yes","2011","Thuringia","direct migration background","1","","","","1"
"Yes","2011","Thuringia","indirect migration background","1","","","","1"
"No","2012","Schleswig-Holstein","no migration background","587","0.794513963196102","0.765635033345979","0.823392893046225","2"
"No","2012","Schleswig-Holstein","direct migration background","83","0.930203066029873","0.87785092460189","0.982555207457857","2"
"No","2012","Schleswig-Holstein","indirect migration background","22","","","","2"
"No","2012","Hamburg","no migration background","213","0.702058224298291","0.650304723763916","0.753811724832665","2"
"No","2012","Hamburg","direct migration background","42","1","1","1","2"
"No","2012","Hamburg","indirect migration background","19","","","","2"
"No","2012","Lower Saxony","no migration background","1417","0.760594739213821","0.741382101776349","0.779807376651293","2"
"No","2012","Lower Saxony","direct migration background","235","0.905788082070295","0.869792097743483","0.941784066397106","2"
"No","2012","Lower Saxony","indirect migration background","57","0.810549501778772","0.720034723847384","0.90106427971016","2"
"No","2012","Bremen","no migration background","105","0.841040010767295","0.779813424139101","0.90226659739549","2"
"No","2012","Bremen","direct migration background","24","","","","2"
"No","2012","Bremen","indirect migration background","6","","","","2"
"No","2012","North Rhine-Westphalia","no migration background","2560","0.740418923356388","0.725919654365477","0.754918192347299","2"
"No","2012","North Rhine-Westphalia","direct migration background","801","0.934796561585048","0.918305815012281","0.951287308157814","2"
"No","2012","North Rhine-Westphalia","indirect migration background","290","0.846825056262182","0.808025674214751","0.885624438309612","2"
"No","2012","Hesse","no migration background","855","0.744969963658352","0.720236045638233","0.76970388167847","2"
"No","2012","Hesse","direct migration background","245","0.927861809038494","0.897665920739401","0.958057697337586","2"
"No","2012","Hesse","indirect migration background","93","0.770967061823202","0.690972209195908","0.850961914450497","2"
"No","2012","Rhineland-Palatinate,Saarland","no migration background","802","0.776725327568149","0.751667474232482","0.801783180903815","2"
"No","2012","Rhineland-Palatinate,Saarland","direct migration background","168","0.903270690053554","0.860444390535533","0.946096989571575","2"
"No","2012","Rhineland-Palatinate,Saarland","indirect migration background","68","0.674140070182241","0.573909777447935","0.774370362916546","2"
"No","2012","Baden-Württemberg","no migration background","1461","0.676942623702865","0.657175448023749","0.696709799381981","2"
"No","2012","Baden-Württemberg","direct migration background","418","0.873411861509741","0.843788696360757","0.903035026658725","2"
"No","2012","Baden-Württemberg","indirect migration background","167","0.762165920995639","0.704305947713525","0.820025894277753","2"
"No","2012","Bavaria","no migration background","2083","0.708116857762649","0.691899746073694","0.724333969451605","2"
"No","2012","Bavaria","direct migration background","420","0.884023888940831","0.855045252850107","0.913002525031555","2"
"No","2012","Bavaria","indirect migration background","159","0.803471607054368","0.749726818048434","0.857216396060303","2"
"No","2012","Berlin","direct migration background","68","0.908678775388168","0.844336889838155","0.97302066093818","2"
"No","2012","Berlin","indirect migration background","32","0.947252774431299","0.874234831422728","1.02027071743987","2"
"No","2012","Brandenburg","no migration background","810","0.844728621864956","0.821925699370073","0.867531544359839","2"
"No","2012","Brandenburg","direct migration background","33","0.917760415216598","0.828017131572831","1.00750369886037","2"
"No","2012","Brandenburg","indirect migration background","7","","","","2"
"No","2012","Mecklenburg-Western Pomerania","no migration background","492","0.864462587254181","0.836362131740413","0.892563042767949","2"
"No","2012","Mecklenburg-Western Pomerania","direct migration background","15","","","","2"
"No","2012","Mecklenburg-Western Pomerania","indirect migration background","8","","","","2"
"No","2012","Saxony","no migration background","1366","0.830289500279551","0.812231769408345","0.848347231150756","2"
"No","2012","Saxony","direct migration background","39","0.959226958532559","0.899417387413627","1.01903652965149","2"
"No","2012","Saxony","indirect migration background","19","","","","2"
"No","2012","Saxony-Anhalt","no migration background","823","0.890053058617124","0.870055191013061","0.910050926221187","2"
"No","2012","Saxony-Anhalt","direct migration background","20","","","","2"
"No","2012","Berlin","no migration background","591","0.752177175129249","0.721662015373525","0.782692334884973","2"
"No","2012","Saxony-Anhalt","indirect migration background","14","","","","2"
"No","2012","Thuringia","no migration background","852","0.884270673263545","0.864180534482019","0.904360812045072","2"
"No","2012","Thuringia","direct migration background","16","","","","2"
"No","2012","Thuringia","indirect migration background","9","","","","2"
"Yes","2012","Schleswig-Holstein","no migration background","165","0.205486036803898","0.176607106953775","0.234364966654021","1"
"Yes","2012","Schleswig-Holstein","direct migration background","8","","","","1"
"Yes","2012","Schleswig-Holstein","indirect migration background","6","","","","1"
"Yes","2012","Hamburg","no migration background","87","0.297941775701709","0.246188275167335","0.349695276236084","1"
"Yes","2012","Hamburg","direct migration background","","","","","1"
"Yes","2012","Hamburg","indirect migration background","5","","","","1"
"Yes","2012","Lower Saxony","no migration background","478","0.239405260786179","0.220192623348707","0.258617898223651","1"
"Yes","2012","Lower Saxony","direct migration background","18","","","","1"
"Yes","2012","Baden-Württemberg","indirect migration background","41","0.237834079004361","0.179974105722247","0.295694052286475","1"
"Yes","2012","Bavaria","no migration background","936","0.291883142237351","0.275666030548395","0.308100253926306","1"
"Yes","2012","Lower Saxony","indirect migration background","15","","","","1"
"Yes","2012","Bremen","no migration background","32","0.158959989232705","0.0977334026045099","0.220186575860899","1"
"Yes","2012","Bremen","direct migration background","4","","","","1"
"Yes","2012","Bremen","indirect migration background","3","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","indirect migration background","16","","","","1"
"Yes","2012","Baden-Württemberg","no migration background","689","0.323057376297135","0.303290200618019","0.342824551976251","1"
"Yes","2012","Baden-Württemberg","direct migration background","66","0.126588138490259","0.0969649733412748","0.156211303639243","1"
"Yes","2012","Bavaria","direct migration background","49","0.115976111059169","0.0869974749684447","0.144954747149893","1"
"Yes","2012","Bavaria","indirect migration background","51","0.196528392945632","0.142783603939697","0.250273181951566","1"
"Yes","2012","Berlin","no migration background","178","0.247822824870751","0.217307665115027","0.278337984626475","1"
"Yes","2012","Berlin","direct migration background","9","","","","1"
"Yes","2012","Berlin","indirect migration background","4","","","","1"
"Yes","2012","Brandenburg","indirect migration background","1","","","","1"
"Yes","2012","Hesse","indirect migration background","13","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","no migration background","259","0.223274672431851","0.198216819096185","0.248332525767518","1"
"Yes","2012","Rhineland-Palatinate,Saarland","direct migration background","15","","","","1"
"Yes","2012","Brandenburg","no migration background","159","0.155271378135044","0.132468455640161","0.178074300629927","1"
"Yes","2012","Brandenburg","direct migration background","3","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","no migration background","78","0.135537412745819","0.107436957232051","0.163637868259587","1"
"Yes","2012","Mecklenburg-Western Pomerania","direct migration background","1","","","","1"
"Yes","2012","North Rhine-Westphalia","direct migration background","60","0.0652034384149524","0.048712691842186","0.0816941849877188","1"
"Yes","2012","North Rhine-Westphalia","indirect migration background","41","0.153174943737818","0.114375561690388","0.191974325785249","1"
"Yes","2012","Hesse","no migration background","338","0.255030036341648","0.23029611832153","0.279763954361767","1"
"Yes","2012","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2012","Saxony","no migration background","294","0.16971049972045","0.151652768849244","0.187768230591656","1"
"Yes","2012","Saxony","direct migration background","3","","","","1"
"Yes","2012","Saxony-Anhalt","indirect migration background","2","","","","1"
"Yes","2012","Thuringia","indirect migration background","2","","","","1"
"Yes","2012","North Rhine-Westphalia","no migration background","952","0.259581076643612","0.245081807652701","0.274080345634523","1"
"Yes","2012","Hesse","direct migration background","37","0.0721381909615064","0.0419423026624141","0.102334079260599","1"
"Yes","2012","Saxony","indirect migration background","","","","","1"
"Yes","2012","Saxony-Anhalt","no migration background","117","0.109946941382876","0.0899490737788129","0.129944808986939","1"
"Yes","2012","Saxony-Anhalt","direct migration background","1","","","","1"
"Yes","2012","Thuringia","no migration background","122","0.115729326736455","0.0956391879549282","0.135819465517981","1"
"Yes","2012","Thuringia","direct migration background","1","","","","1"
"No","2013","Schleswig-Holstein","no migration background","332","0.722563927972306","0.681333428879563","0.763794427065048","2"
"No","2013","Schleswig-Holstein","direct migration background","46","0.961610755476129","0.907814197442507","1.01540731350975","2"
"No","2013","Schleswig-Holstein","indirect migration background","7","","","","2"
"No","2013","Hamburg","no migration background","156","0.688494000931752","0.627158866532293","0.749829135331211","2"
"No","2013","Hamburg","direct migration background","20","","","","2"
"No","2013","Hamburg","indirect migration background","14","","","","2"
"No","2013","Lower Saxony","no migration background","972","0.741386796361294","0.717809830066504","0.764963762656084","2"
"No","2013","Lower Saxony","direct migration background","115","0.823894963881571","0.759401232588509","0.888388695174633","2"
"No","2013","Lower Saxony","indirect migration background","39","0.828949152086829","0.723516140345363","0.934382163828295","2"
"No","2013","Bremen","no migration background","63","0.851189250268126","0.774622667900086","0.927755832636165","2"
"No","2013","Bremen","direct migration background","17","","","","2"
"No","2013","Bremen","indirect migration background","2","","","","2"
"No","2013","North Rhine-Westphalia","no migration background","1730","0.723608188569973","0.706039070346966","0.741177306792981","2"
"No","2013","North Rhine-Westphalia","direct migration background","384","0.913744447781072","0.886959070309271","0.940529825252872","2"
"No","2013","North Rhine-Westphalia","indirect migration background","147","0.853153232817564","0.799630390860743","0.906676074774386","2"
"No","2013","Hesse","no migration background","562","0.688180861935382","0.656947235236732","0.719414488634031","2"
"No","2013","Hesse","direct migration background","134","0.935208799741654","0.896581166716289","0.97383643276702","2"
"No","2013","Hesse","indirect migration background","41","0.741111421633211","0.624282757809965","0.857940085456457","2"
"No","2013","Rhineland-Palatinate,Saarland","no migration background","545","0.766295223137755","0.735638593703714","0.796951852571796","2"
"No","2013","Rhineland-Palatinate,Saarland","direct migration background","115","0.941056534600963","0.899434699401863","0.982678369800064","2"
"No","2013","Rhineland-Palatinate,Saarland","indirect migration background","48","0.678673564323569","0.561484558944243","0.795862569702895","2"
"No","2013","Baden-Württemberg","no migration background","941","0.697875379993805","0.673701382478035","0.722049377509575","2"
"No","2013","Baden-Württemberg","direct migration background","237","0.830383080837413","0.78673524128367","0.874030920391155","2"
"No","2013","Baden-Württemberg","indirect migration background","84","0.664181730465762","0.576716649588997","0.751646811342526","2"
"No","2013","Bavaria","no migration background","1391","0.687545894194452","0.667496669606918","0.707595118781987","2"
"No","2013","Bavaria","direct migration background","241","0.859876558584026","0.818999309743386","0.900753807424666","2"
"No","2013","Berlin","direct migration background","36","0.852428622496064","0.746419328848896","0.958437916143231","2"
"No","2013","Berlin","indirect migration background","21","","","","2"
"No","2013","Brandenburg","no migration background","580","0.838861294116639","0.811702731855884","0.866019856377394","2"
"No","2013","Brandenburg","direct migration background","16","","","","2"
"No","2013","Brandenburg","indirect migration background","6","","","","2"
"No","2013","Mecklenburg-Western Pomerania","no migration background","343","0.859416207094018","0.825521896383819","0.893310517804217","2"
"No","2013","Mecklenburg-Western Pomerania","direct migration background","6","","","","2"
"No","2013","Mecklenburg-Western Pomerania","indirect migration background","6","","","","2"
"No","2013","Saxony","no migration background","979","0.840010423711621","0.819311738998907","0.860709108424336","2"
"No","2013","Saxony","direct migration background","24","","","","2"
"No","2013","Saxony","indirect migration background","9","","","","2"
"No","2013","Saxony-Anhalt","no migration background","593","0.873462090462148","0.84876329183431","0.898160889089986","2"
"No","2013","Saxony-Anhalt","direct migration background","9","","","","2"
"No","2013","Bavaria","indirect migration background","81","0.608407253286655","0.520338550720008","0.696475955853301","2"
"No","2013","Berlin","no migration background","423","0.730776090146911","0.694771092081667","0.766781088212155","2"
"No","2013","Saxony-Anhalt","indirect migration background","6","","","","2"
"No","2013","Thuringia","no migration background","630","0.860185435662586","0.835131184129737","0.885239687195435","2"
"No","2013","Thuringia","direct migration background","9","","","","2"
"No","2013","Thuringia","indirect migration background","5","","","","2"
"Yes","2013","Schleswig-Holstein","no migration background","121","0.277436072027694","0.236205572934952","0.318666571120437","1"
"Yes","2013","Schleswig-Holstein","direct migration background","3","","","","1"
"Yes","2013","Schleswig-Holstein","indirect migration background","2","","","","1"
"Yes","2013","Hamburg","no migration background","63","0.311505999068248","0.250170864668789","0.372841133467707","1"
"Yes","2013","Hamburg","direct migration background","2","","","","1"
"Yes","2013","Hamburg","indirect migration background","1","","","","1"
"Yes","2013","Lower Saxony","no migration background","353","0.258613203638706","0.235036237343916","0.282190169933496","1"
"Yes","2013","Lower Saxony","direct migration background","19","","","","1"
"Yes","2013","Baden-Württemberg","indirect migration background","28","","","","1"
"Yes","2013","Lower Saxony","indirect migration background","10","","","","1"
"Yes","2013","Bremen","no migration background","20","","","","1"
"Yes","2013","Bremen","direct migration background","2","","","","1"
"Yes","2013","Bremen","indirect migration background","1","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","indirect migration background","13","","","","1"
"Yes","2013","Baden-Württemberg","no migration background","445","0.302124620006195","0.277950622490425","0.326298617521965","1"
"Yes","2013","Baden-Württemberg","direct migration background","47","0.169616919162587","0.125969079608845","0.21326475871633","1"
"Yes","2013","Bavaria","no migration background","662","0.312454105805548","0.292404881218013","0.332503330393082","1"
"Yes","2013","Bavaria","direct migration background","36","0.140123441415974","0.0992461925753342","0.181000690256614","1"
"Yes","2013","Bavaria","indirect migration background","37","0.391592746713345","0.303524044146699","0.479661449279991","1"
"Yes","2013","Berlin","no migration background","160","0.269223909853089","0.233218911787845","0.305228907918332","1"
"Yes","2013","Berlin","direct migration background","7","","","","1"
"Yes","2013","Hesse","indirect migration background","13","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","no migration background","187","0.233704776862245","0.203048147428204","0.264361406296286","1"
"Yes","2013","Rhineland-Palatinate,Saarland","direct migration background","8","","","","1"
"Yes","2013","Berlin","indirect migration background","2","","","","1"
"Yes","2013","Brandenburg","no migration background","124","0.161138705883361","0.133980143622606","0.188297268144116","1"
"Yes","2013","Brandenburg","direct migration background","2","","","","1"
"Yes","2013","Brandenburg","indirect migration background","1","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","no migration background","61","0.140583792905982","0.106689482195783","0.174478103616181","1"
"Yes","2013","North Rhine-Westphalia","direct migration background","38","0.0862555522189284","0.0594701747471278","0.113040929690729","1"
"Yes","2013","North Rhine-Westphalia","indirect migration background","21","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2013","Saxony","no migration background","226","0.159989576288379","0.139290891575664","0.180688261001093","1"
"Yes","2013","Saxony","direct migration background","2","","","","1"
"Yes","2013","North Rhine-Westphalia","no migration background","759","0.276391811430027","0.258822693207019","0.293960929653034","1"
"Yes","2013","Hesse","no migration background","283","0.311819138064618","0.280585511365969","0.343052764763268","1"
"Yes","2013","Hesse","direct migration background","22","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2013","Saxony","indirect migration background","1","","","","1"
"Yes","2013","Saxony-Anhalt","direct migration background","3","","","","1"
"Yes","2013","Saxony-Anhalt","no migration background","103","0.126537909537852","0.101839110910014","0.15123670816569","1"
"Yes","2013","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2013","Thuringia","no migration background","106","0.139814564337414","0.114760312804565","0.164868815870263","1"
"Yes","2013","Thuringia","direct migration background","1","","","","1"
"Yes","2013","Thuringia","indirect migration background","1","","","","1"
"No","2014","Berlin","direct migration background","112","0.907860199382405","0.857158069073492","0.958562329691318","2"
"No","2014","Berlin","indirect migration background","53","0.988318769697069","0.959660891928382","1.01697664746576","2"
"No","2014","Schleswig-Holstein","no migration background","442","0.719791605172327","0.684035044485368","0.755548165859285","2"
"No","2014","Schleswig-Holstein","direct migration background","154","0.92078255251282","0.880302692788415","0.961262412237225","2"
"No","2014","Schleswig-Holstein","indirect migration background","45","0.826598211220952","0.723697011931119","0.929499410510785","2"
"No","2014","Hamburg","no migration background","160","0.683080437201255","0.623466115036912","0.742694759365597","2"
"No","2014","Hamburg","direct migration background","106","0.975998751091131","0.94713333882117","1.00486416336109","2"
"No","2014","Hamburg","indirect migration background","30","0.986712819928559","0.947646462712761","1.02577917714436","2"
"No","2014","Lower Saxony","no migration background","1239","0.711671744768673","0.690201672832572","0.733141816704774","2"
"No","2014","Lower Saxony","direct migration background","432","0.863291378973538","0.832233212365837","0.894349545581239","2"
"No","2014","Lower Saxony","indirect migration background","91","0.791185716539134","0.716572633493154","0.865798799585115","2"
"No","2014","Bremen","no migration background","90","0.818323506247571","0.749903980627187","0.886743031867954","2"
"No","2014","Bremen","direct migration background","63","0.967176154410068","0.923861093102141","1.01049121571799","2"
"No","2014","Bremen","indirect migration background","13","","","","2"
"No","2014","North Rhine-Westphalia","no migration background","2185","0.728564708902442","0.712857085942308","0.744272331862575","2"
"No","2014","North Rhine-Westphalia","direct migration background","1227","0.937380174698881","0.924290346268132","0.95047000312963","2"
"No","2014","North Rhine-Westphalia","indirect migration background","445","0.889657119360108","0.862276227720666","0.917038010999549","2"
"No","2014","Hesse","no migration background","678","0.723655438196942","0.696035370922338","0.751275505471547","2"
"No","2014","Hesse","direct migration background","395","0.928394510293021","0.904411922252653","0.952377098333388","2"
"No","2014","Hesse","indirect migration background","129","0.852451418689837","0.795696330941073","0.909206506438601","2"
"No","2014","Rhineland-Palatinate,Saarland","no migration background","648","0.733399396913991","0.704574702368344","0.762224091459638","2"
"No","2014","Rhineland-Palatinate,Saarland","direct migration background","335","0.916081722530491","0.887676189850752","0.944487255210229","2"
"No","2014","Rhineland-Palatinate,Saarland","indirect migration background","93","0.774172472040505","0.697079254460855","0.851265689620154","2"
"No","2014","Baden-Württemberg","no migration background","1137","0.669437630860543","0.647541091094675","0.69133417062641","2"
"No","2014","Baden-Württemberg","direct migration background","635","0.852391782365559","0.826536228971334","0.878247335759783","2"
"No","2014","Baden-Württemberg","indirect migration background","243","0.766804523523647","0.718467843283895","0.815141203763399","2"
"No","2014","Bavaria","no migration background","1724","0.65477521243229","0.636704052772164","0.672846372092416","2"
"No","2014","Bavaria","direct migration background","782","0.907836534199931","0.888436505038713","0.927236563361148","2"
"No","2014","Bavaria","indirect migration background","217","0.724294913937914","0.671091003676294","0.777498824199534","2"
"No","2014","Berlin","no migration background","497","0.736077226522844","0.70287601889851","0.769278434147178","2"
"No","2014","Brandenburg","no migration background","682","0.817105910803537","0.791071641260111","0.843140180346964","2"
"No","2014","Brandenburg","direct migration background","95","0.954981776987379","0.914343076930598","0.995620477044161","2"
"No","2014","Brandenburg","indirect migration background","11","","","","2"
"No","2014","Mecklenburg-Western Pomerania","no migration background","410","0.853296169695273","0.821937019437127","0.884655319953418","2"
"No","2014","Mecklenburg-Western Pomerania","direct migration background","18","","","","2"
"No","2014","Mecklenburg-Western Pomerania","indirect migration background","9","","","","2"
"No","2014","Saxony","no migration background","1140","0.816297888209623","0.79607822090635","0.836517555512895","2"
"No","2014","Saxony","direct migration background","70","0.846986634993638","0.765512375656939","0.928460894330337","2"
"No","2014","Saxony","indirect migration background","23","","","","2"
"No","2014","Saxony-Anhalt","no migration background","695","0.848771099511848","0.824204233803821","0.873337965219875","2"
"No","2014","Saxony-Anhalt","direct migration background","63","0.968387929550328","0.926176770476505","1.01059908862415","2"
"No","2014","Saxony-Anhalt","indirect migration background","21","","","","2"
"No","2014","Thuringia","no migration background","762","0.877828104368","0.856116957187272","0.899539251548728","2"
"No","2014","Thuringia","direct migration background","43","0.863739085825751","0.764599725892839","0.962878445758664","2"
"No","2014","Thuringia","indirect migration background","12","","","","2"
"Yes","2014","Schleswig-Holstein","no migration background","164","0.280208394827673","0.244451834140715","0.315964955514632","1"
"Yes","2014","Schleswig-Holstein","direct migration background","17","","","","1"
"Yes","2014","Schleswig-Holstein","indirect migration background","7","","","","1"
"Yes","2014","Hamburg","no migration background","74","0.316919562798745","0.257305240634403","0.376533884963088","1"
"Yes","2014","Hamburg","direct migration background","2","","","","1"
"Yes","2014","Hamburg","indirect migration background","3","","","","1"
"Yes","2014","Lower Saxony","no migration background","471","0.288328255231327","0.266858183295226","0.309798327167429","1"
"Yes","2014","Lower Saxony","direct migration background","38","0.136708621026462","0.105650454418761","0.167766787634163","1"
"Yes","2014","Baden-Württemberg","indirect migration background","51","0.233195476476353","0.184858796236601","0.281532156716105","1"
"Yes","2014","Bavaria","indirect migration background","54","0.275705086062086","0.222501175800466","0.328908996323706","1"
