"ple0098_v5","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2010","Couple + C. LE 16 ","Urban Area","3431","0.780173309683305","0.767876567544425","0.792470051822185","2"
"No","2010","Couple + C. LE 16 ","Rural Area","1898","0.796472350765903","0.780269635170924","0.812675066360882","2"
"No","2010","Couple + C. LE and GT 16","Rural Area","462","0.870176293564881","0.841615327012948","0.898737260116815","2"
"Yes","2010","1-pers.-HH","Urban Area","365","0.219011070138046","0.198958154001428","0.239063986274665","1"
"Yes","2010","1-pers.-HH","Rural Area","87","0.117671715936839","0.0946724718687527","0.140670960004926","1"
"Yes","2010","Single parent ","Urban Area","244","0.154735127074478","0.135688675675044","0.173781578473911","1"
"Yes","2010","Single parent ","Rural Area","103","0.0988368677746186","0.0772757943433794","0.120397941205858","1"
"Yes","2010","Couple + C. LE 16 ","Urban Area","926","0.219826690316695","0.207529948177815","0.232123432455575","1"
"Yes","2010","Couple + C. GT 16 ","Rural Area","157","0.178377168395738","0.154198029514315","0.202556307277161","1"
"Yes","2010","(Married) couple without C. ","Urban Area","947","0.260353296589225","0.245622430081551","0.275084163096898","1"
"Yes","2010","(Married) couple without C. ","Rural Area","334","0.176627800380848","0.159301631851886","0.19395396890981","1"
"Yes","2010","Couple + C. LE 16 ","Rural Area","474","0.203527649234097","0.187324933639119","0.219730364829076","1"
"Yes","2010","Couple + C. GT 16 ","Urban Area","294","0.174934142880974","0.15573394205022","0.194134343711728","1"
"Yes","2010","Couple + C. LE and GT 16","Urban Area","169","0.177674744971767","0.152660549800661","0.202688940142872","1"
"Yes","2010","Couple + C. LE and GT 16","Rural Area","70","0.129823706435119","0.101262739883185","0.158384672987052","1"
"No","2011","Couple + C. GT 16 ","Urban Area","1336","0.820326878244993","0.80195233351471","0.838701422975275","2"
"No","2011","Couple + C. GT 16 ","Rural Area","869","0.839044484183908","0.816688446153994","0.861400522213822","2"
"No","2011","Couple + C. LE and GT 16","Urban Area","537","0.779614867721929","0.74861920509349","0.810610530350367","2"
"No","2011","1-pers.-HH","Urban Area","1648","0.783851142300993","0.766275585466714","0.801426699135272","2"
"No","2011","1-pers.-HH","Rural Area","879","0.876184657390067","0.855800973370694","0.896568341409439","2"
"No","2011","(Married) couple without C. ","Urban Area","3062","0.735380588815135","0.722122914988607","0.748638262641664","2"
"No","2011","(Married) couple without C. ","Rural Area","2018","0.801537553062957","0.785980816127874","0.81709428999804","2"
"No","2011","Single parent ","Urban Area","596","0.848371908996188","0.822064264849749","0.874679553142627","2"
"No","2011","Single parent ","Rural Area","298","0.868526886303097","0.833074498983789","0.903979273622405","2"
"No","2011","Couple + C. LE 16 ","Urban Area","1260","0.734881499780868","0.713862112003956","0.75590088755778","2"
"No","2011","Couple + C. LE 16 ","Rural Area","722","0.79849253937814","0.772614686651711","0.824370392104569","2"
"No","2011","Couple + C. LE and GT 16","Rural Area","322","0.828465957245783","0.791100335967951","0.865831578523616","2"
"Yes","2011","1-pers.-HH","Urban Area","459","0.216148857699007","0.198573300864728","0.233724414533286","1"
"Yes","2011","Single parent ","Urban Area","118","0.151628091003812","0.125320446857373","0.177935735150251","1"
"Yes","2011","1-pers.-HH","Rural Area","124","0.123815342609933","0.103431658590561","0.144199026629306","1"
"Yes","2011","Single parent ","Rural Area","51","0.131473113696903","0.096020726377595","0.166925501016211","1"
"Yes","2011","Couple + C. LE 16 ","Urban Area","434","0.265118500219132","0.24409911244222","0.286137887996044","1"
"Yes","2011","Couple + C. GT 16 ","Rural Area","169","0.160955515816092","0.138599477786178","0.183311553846006","1"
"Yes","2011","Couple + C. LE 16 ","Rural Area","201","0.20150746062186","0.175629607895431","0.227385313348289","1"
"Yes","2011","Couple + C. GT 16 ","Urban Area","341","0.179673121755007","0.161298577024725","0.19804766648529","1"
"Yes","2011","Couple + C. LE and GT 16","Urban Area","150","0.220385132278071","0.189389469649633","0.25138079490651","1"
"Yes","2011","Couple + C. LE and GT 16","Rural Area","69","0.171534042754217","0.134168421476384","0.208899664032049","1"
"Yes","2011","(Married) couple without C. ","Urban Area","1191","0.264619411184865","0.251361737358336","0.277877085011393","1"
"Yes","2011","(Married) couple without C. ","Rural Area","507","0.198462446937043","0.18290571000196","0.214019183872127","1"
"No","2012","1-pers.-HH","Urban Area","1678","0.778854135372038","0.761472384941669","0.796235885802407","2"
"No","2012","1-pers.-HH","Rural Area","940","0.869685325072281","0.849690763547867","0.889679886596695","2"
"No","2012","(Married) couple without C. ","Urban Area","2961","0.717895622283266","0.704309833234694","0.731481411331839","2"
"No","2012","(Married) couple without C. ","Rural Area","2075","0.782006843578843","0.766233206101417","0.79778048105627","2"
"No","2012","Single parent ","Urban Area","1339","0.838148271574382","0.82042499577823","0.855871547370534","2"
"No","2012","Single parent ","Rural Area","755","0.871697538171025","0.850016733454883","0.893378342887166","2"
"No","2012","Couple + C. LE 16 ","Urban Area","3025","0.748475183163309","0.735000391439678","0.76194997488694","2"
"No","2012","Couple + C. GT 16 ","Urban Area","1299","0.800340015039592","0.78113325048518","0.819546779594005","2"
"No","2012","Couple + C. GT 16 ","Rural Area","843","0.876689786558284","0.856402451301085","0.896977121815482","2"
"No","2012","Couple + C. LE and GT 16","Urban Area","890","0.833846019454964","0.812007947193263","0.855684091716664","2"
"No","2012","Couple + C. LE 16 ","Rural Area","1818","0.77677461938068","0.759881223297791","0.79366801546357","2"
"No","2012","Couple + C. LE and GT 16","Rural Area","585","0.857716722101488","0.831800645841323","0.883632798361653","2"
"Yes","2012","1-pers.-HH","Urban Area","512","0.221145864627962","0.203764114197593","0.238527615058331","1"
"Yes","2012","Single parent ","Urban Area","320","0.161851728425618","0.144128452629466","0.17957500422177","1"
"Yes","2012","Single parent ","Rural Area","159","0.128302461828975","0.106621657112834","0.149983266545117","1"
"Yes","2012","1-pers.-HH","Rural Area","149","0.130314674927719","0.110320113403305","0.150309236452133","1"
"Yes","2012","Couple + C. LE 16 ","Urban Area","958","0.251524816836691","0.23805002511306","0.264999608560322","1"
"Yes","2012","Couple + C. LE 16 ","Rural Area","516","0.22322538061932","0.20633198453643","0.240118776702209","1"
"Yes","2012","Couple + C. GT 16 ","Rural Area","166","0.123310213441716","0.103022878184518","0.143597548698915","1"
"Yes","2012","Couple + C. LE and GT 16","Rural Area","113","0.142283277898512","0.116367201638347","0.168199354158677","1"
"Yes","2012","Couple + C. GT 16 ","Urban Area","365","0.199659984960408","0.180453220405995","0.21886674951482","1"
"Yes","2012","Couple + C. LE and GT 16","Urban Area","226","0.166153980545036","0.144315908283336","0.187992052806737","1"
"Yes","2012","(Married) couple without C. ","Rural Area","557","0.217993156421157","0.20221951894373","0.233766793898583","1"
"Yes","2012","(Married) couple without C. ","Urban Area","1254","0.282104377716734","0.268518588668161","0.295690166765306","1"
"No","2013","1-pers.-HH","Urban Area","1532","0.754064432636939","0.735331103178613","0.772797762095266","2"
"No","2013","1-pers.-HH","Rural Area","824","0.842308919299435","0.819549077433186","0.865068761165683","2"
"No","2013","(Married) couple without C. ","Urban Area","2706","0.711457874837081","0.69729060110895","0.725625148565211","2"
"No","2013","(Married) couple without C. ","Rural Area","1927","0.782365119670788","0.765988993288198","0.798741246053378","2"
"No","2013","Single parent ","Urban Area","518","0.820142899693431","0.790548842481964","0.849736956904899","2"
"No","2013","Single parent ","Rural Area","305","0.830369608062503","0.791972137654594","0.868767078470412","2"
"No","2013","Couple + C. LE 16 ","Urban Area","1084","0.688453206167091","0.665284981411752","0.711621430922431","2"
"No","2013","Couple + C. GT 16 ","Urban Area","1067","0.764675733446392","0.742494691662006","0.786856775230779","2"
"No","2013","Couple + C. GT 16 ","Rural Area","677","0.827680246997032","0.80217139744851","0.853189096545555","2"
"No","2013","Couple + C. LE and GT 16","Urban Area","413","0.795634502786252","0.761141656623235","0.83012734894927","2"
"No","2013","Couple + C. LE and GT 16","Rural Area","217","0.692447099160566","0.639425257252884","0.745468941068248","2"
"No","2013","Couple + C. LE 16 ","Rural Area","606","0.759920176516966","0.730595643424242","0.78924470960969","2"
"Yes","2013","1-pers.-HH","Urban Area","498","0.245935567363061","0.227202237904734","0.264668896821387","1"
"Yes","2013","Single parent ","Urban Area","129","0.179857100306569","0.150263043095101","0.209451157518036","1"
"Yes","2013","1-pers.-HH","Rural Area","161","0.157691080700565","0.134931238834317","0.180450922566814","1"
"Yes","2013","Single parent ","Rural Area","62","0.169630391937497","0.131232921529588","0.208027862345406","1"
"Yes","2013","Couple + C. LE 16 ","Urban Area","451","0.311546793832909","0.288378569077569","0.334715018588249","1"
"Yes","2013","Couple + C. LE 16 ","Rural Area","209","0.240079823483034","0.21075529039031","0.269404356575758","1"
"Yes","2013","Couple + C. GT 16 ","Urban Area","338","0.235324266553608","0.213143224769221","0.257505308337995","1"
"Yes","2013","(Married) couple without C. ","Rural Area","512","0.217634880329212","0.201258753946622","0.234011006711801","1"
"Yes","2013","Couple + C. LE and GT 16","Rural Area","74","0.307552900839434","0.254531058931752","0.360574742747116","1"
"Yes","2013","(Married) couple without C. ","Urban Area","1223","0.28854212516292","0.274374851434789","0.30270939889105","1"
"Yes","2013","Couple + C. GT 16 ","Rural Area","165","0.172319753002968","0.146810903454445","0.19782860255149","1"
"Yes","2013","Couple + C. LE and GT 16","Urban Area","112","0.204365497213748","0.16987265105073","0.238858343376765","1"
"No","2014","1-pers.-HH","Urban Area","1636","0.769781839505831","0.752045128777115","0.787518550234547","2"
"No","2014","1-pers.-HH","Rural Area","860","0.824092116929074","0.800873921558582","0.847310312299566","2"
"No","2014","(Married) couple without C. ","Urban Area","2991","0.705918179584809","0.692150108256342","0.719686250913276","2"
"No","2014","(Married) couple without C. ","Rural Area","2007","0.766074590055504","0.749660119957573","0.782489060153436","2"
"No","2014","Single parent ","Urban Area","1205","0.836995932942415","0.818203109455223","0.855788756429608","2"
"No","2014","Single parent ","Rural Area","641","0.787311451964723","0.758794363243161","0.815828540686286","2"
"No","2014","Couple + C. LE 16 ","Urban Area","3044","0.733923565086605","0.720234180689334","0.747612949483876","2"
"No","2014","Couple + C. GT 16 ","Urban Area","1446","0.787485752744036","0.768629115077375","0.806342390410697","2"
"No","2014","Couple + C. GT 16 ","Rural Area","741","0.793243037810103","0.766930629447315","0.81955544617289","2"
"No","2014","Couple + C. LE and GT 16","Urban Area","1030","0.787437145805329","0.76497170148547","0.809902590125188","2"
"No","2014","Couple + C. LE and GT 16","Rural Area","602","0.816806412083405","0.789140638013422","0.844472186153388","2"
"No","2014","Couple + C. LE 16 ","Rural Area","1527","0.747277164372453","0.728354099903129","0.766200228841778","2"
"Yes","2014","1-pers.-HH","Urban Area","528","0.230218160494169","0.212481449765453","0.247954871222884","1"
"Yes","2014","Single parent ","Urban Area","279","0.163004067057584","0.144211243570392","0.181796890544777","1"
"Yes","2014","1-pers.-HH","Rural Area","173","0.175907883070926","0.152689687700434","0.199126078441418","1"
"Yes","2014","Single parent ","Rural Area","150","0.212688548035277","0.184171459313714","0.241205636756839","1"
"Yes","2014","Couple + C. LE 16 ","Urban Area","959","0.266076434913395","0.252387050516124","0.279765819310666","1"
"Yes","2014","Couple + C. LE 16 ","Rural Area","499","0.252722835627547","0.233799771158223","0.271645900096871","1"
"Yes","2014","Couple + C. GT 16 ","Urban Area","362","0.212514247255964","0.193657609589303","0.231370884922624","1"
"Yes","2014","(Married) couple without C. ","Urban Area","1216","0.294081820415191","0.280313749086724","0.307849891743658","1"
"Yes","2014","(Married) couple without C. ","Rural Area","548","0.233925409944496","0.217510939846564","0.250339880042427","1"
"Yes","2014","Couple + C. GT 16 ","Rural Area","169","0.206756962189897","0.18044455382711","0.233069370552685","1"
"Yes","2014","Couple + C. LE and GT 16","Urban Area","244","0.212562854194671","0.190097409874813","0.23502829851453","1"
"Yes","2014","Couple + C. LE and GT 16","Rural Area","149","0.183193587916595","0.155527813846612","0.210859361986578","1"
"No","2015","Couple + C. GT 16 ","Urban Area","","","","","2"
"No","2015","Couple + C. GT 16 ","Rural Area","","","","","2"
"No","2015","Couple + C. LE and GT 16","Urban Area","","","","","2"
"No","2015","Couple + C. LE and GT 16","Rural Area","","","","","2"
"No","2015","1-pers.-HH","Urban Area","","","","","2"
"No","2015","1-pers.-HH","Rural Area","","","","","2"
"No","2015","(Married) couple without C. ","Urban Area","","","","","2"
"No","2015","(Married) couple without C. ","Rural Area","","","","","2"
"No","2015","Single parent ","Urban Area","","","","","2"
"No","2015","Single parent ","Rural Area","","","","","2"
"No","2015","Couple + C. LE 16 ","Urban Area","","","","","2"
"No","2015","Couple + C. LE 16 ","Rural Area","","","","","2"
"Yes","2015","1-pers.-HH","Urban Area","","","","","1"
"Yes","2015","1-pers.-HH","Rural Area","","","","","1"
"Yes","2015","Single parent ","Urban Area","","","","","1"
"Yes","2015","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","2015","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","2015","Single parent ","Rural Area","","","","","1"
"Yes","2015","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","2015","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Yes","2015","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","2015","(Married) couple without C. ","Rural Area","","","","","1"
"No","2016","Couple + C. GT 16 ","Urban Area","1283","0.830711473927349","0.812249746946667","0.849173200908031","2"
"No","2016","Couple + C. GT 16 ","Rural Area","686","0.816704317739933","0.790508339264866","0.842900296215001","2"
"No","2016","Couple + C. LE and GT 16","Urban Area","1004","0.814343324617145","0.792389326507276","0.836297322727014","2"
"No","2016","Couple + C. LE and GT 16","Rural Area","576","0.85293060892815","0.826271155499383","0.879590062356917","2"
"No","2016","1-pers.-HH","Urban Area","1692","0.796082332481571","0.77888677653695","0.813277888426193","2"
"No","2016","1-pers.-HH","Rural Area","826","0.8426572311722","0.81969530067858","0.865619161665821","2"
"No","2016","(Married) couple without C. ","Urban Area","2851","0.745635583221541","0.731862935829922","0.759408230613161","2"
"No","2016","(Married) couple without C. ","Rural Area","1882","0.770883322528175","0.753934839967135","0.787831805089216","2"
"No","2016","Single parent ","Urban Area","1086","0.852156525940972","0.833044755575505","0.87126829630644","2"
"No","2016","Single parent ","Rural Area","579","0.885992714151316","0.861891371433994","0.910094056868638","2"
"No","2016","Couple + C. LE 16 ","Urban Area","2572","0.706970028208902","0.691570988538957","0.722369067878847","2"
"No","2016","Couple + C. LE 16 ","Rural Area","1385","0.77175339346113","0.752244903643777","0.791261883278483","2"
"Yes","2016","1-pers.-HH","Urban Area","417","0.203917667518429","0.186722111573807","0.22111322346305","1"
"Yes","2016","1-pers.-HH","Rural Area","140","0.157342768827799","0.134380838334179","0.18030469932142","1"
"Yes","2016","Single parent ","Urban Area","239","0.147843474059028","0.12873170369356","0.166955244424495","1"
"Yes","2016","Single parent ","Rural Area","89","0.114007285848684","0.0899059431313623","0.138108628566006","1"
"Yes","2016","Couple + C. LE 16 ","Urban Area","784","0.293029971791098","0.277630932121153","0.308429011461043","1"
"Yes","2016","(Married) couple without C. ","Urban Area","990","0.254364416778459","0.240591769386839","0.268137064170078","1"
"Yes","2016","Couple + C. GT 16 ","Urban Area","302","0.169288526072651","0.150826799091969","0.187750253053333","1"
"Yes","2016","Couple + C. LE 16 ","Rural Area","393","0.22824660653887","0.208738116721517","0.247755096356223","1"
"Yes","2016","Couple + C. LE and GT 16","Urban Area","201","0.185656675382855","0.163702677272986","0.207610673492724","1"
"Yes","2016","Couple + C. GT 16 ","Rural Area","152","0.183295682260067","0.157099703784999","0.209491660735134","1"
"Yes","2016","Couple + C. LE and GT 16","Rural Area","102","0.14706939107185","0.120409937643083","0.173728844500617","1"
"Yes","2016","(Married) couple without C. ","Rural Area","480","0.229116677471825","0.212168194910784","0.246065160032866","1"
"No","2017","1-pers.-HH","Urban Area","","","","","2"
"No","2017","1-pers.-HH","Rural Area","","","","","2"
"No","2017","(Married) couple without C. ","Urban Area","","","","","2"
"No","2017","(Married) couple without C. ","Rural Area","","","","","2"
"No","2017","Single parent ","Urban Area","","","","","2"
"No","2017","Single parent ","Rural Area","","","","","2"
"No","2017","Couple + C. LE 16 ","Urban Area","","","","","2"
"No","2017","Couple + C. LE 16 ","Rural Area","","","","","2"
"No","2017","Couple + C. GT 16 ","Urban Area","","","","","2"
"No","2017","Couple + C. GT 16 ","Rural Area","","","","","2"
"No","2017","Couple + C. LE and GT 16","Urban Area","","","","","2"
"No","2017","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Yes","2017","1-pers.-HH","Urban Area","","","","","1"
"Yes","2017","1-pers.-HH","Rural Area","","","","","1"
"Yes","2017","Single parent ","Urban Area","","","","","1"
"Yes","2017","Single parent ","Rural Area","","","","","1"
"Yes","2017","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","2017","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","2017","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","2017","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","2017","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","2017","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Yes","2017","(Married) couple without C. ","Rural Area","","","","","1"
"No","2018","1-pers.-HH","Urban Area","1959","0.784929818230717","0.768683646949431","0.801175989512004","2"
"No","2018","1-pers.-HH","Rural Area","1013","0.851083413922036","0.830856379686648","0.871310448157424","2"
"No","2018","(Married) couple without C. ","Urban Area","3031","0.745965658074733","0.73267804245746","0.759253273692006","2"
"No","2018","(Married) couple without C. ","Rural Area","2020","0.747141233881873","0.730576837570482","0.763705630193264","2"
"No","2018","Single parent ","Urban Area","1129","0.826941288452445","0.806858027361708","0.847024549543182","2"
"No","2018","Single parent ","Rural Area","583","0.845016079898919","0.817895695079557","0.87213646471828","2"
"No","2018","Couple + C. LE 16 ","Urban Area","2340","0.741850053711435","0.726354831942313","0.757345275480557","2"
"No","2018","Couple + C. LE 16 ","Rural Area","1354","0.750018960168995","0.729824028052056","0.770213892285935","2"
"No","2018","Couple + C. GT 16 ","Urban Area","1359","0.79230372484936","0.773065528158407","0.811541921540313","2"
"No","2018","Couple + C. GT 16 ","Rural Area","781","0.792952719792341","0.767571344153155","0.818334095431526","2"
"No","2018","Couple + C. LE and GT 16","Urban Area","1114","0.845328266584934","0.825754927615536","0.864901605554332","2"
"No","2018","Couple + C. LE and GT 16","Rural Area","537","0.814550908482015","0.784831724709069","0.844270092254961","2"
"Yes","2018","1-pers.-HH","Urban Area","498","0.215070181769283","0.198824010487996","0.231316353050569","1"
"Yes","2018","1-pers.-HH","Rural Area","177","0.148916586077964","0.128689551842576","0.169143620313352","1"
"Yes","2018","Single parent ","Urban Area","234","0.173058711547555","0.152975450456818","0.193141972638292","1"
"Yes","2018","Single parent ","Rural Area","101","0.154983920101081","0.12786353528172","0.182104304920443","1"
"Yes","2018","Couple + C. LE 16 ","Urban Area","724","0.258149946288565","0.242654724519443","0.273645168057687","1"
"Yes","2018","(Married) couple without C. ","Urban Area","1092","0.254034341925267","0.240746726307994","0.26732195754254","1"
"Yes","2018","Couple + C. LE 16 ","Rural Area","412","0.249981039831005","0.229786107714065","0.270175971947944","1"
"Yes","2018","Couple + C. GT 16 ","Urban Area","349","0.20769627515064","0.188458078459687","0.226934471841593","1"
"Yes","2018","Couple + C. GT 16 ","Rural Area","198","0.207047280207659","0.181665904568474","0.232428655846845","1"
"Yes","2018","Couple + C. LE and GT 16","Urban Area","197","0.154671733415066","0.135098394445668","0.174245072384464","1"
"Yes","2018","Couple + C. LE and GT 16","Rural Area","120","0.185449091517985","0.155729907745039","0.215168275290931","1"
"Yes","2018","(Married) couple without C. ","Rural Area","625","0.252858766118127","0.236294369806736","0.269423162429518","1"
