"ple0098_v5","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2011","Not Employed","Couple + C. GT 16 ","91","0.123861932989981","0.0995965771755319","0.14812728880443"
"Yes","2011","Not Employed","Couple + C. LE and GT 16","34","0.129242616938446","0.0883871984604331","0.17009803541646"
"Yes","2011","Employed","1-pers.-HH","361","0.241849668345995","0.219648164682002","0.264051172009987"
"Yes","2011","Employed","(Married) couple without C. ","968","0.28830988804834","0.272683573481169","0.30393620261551"
"Yes","2011","Employed","Single parent ","142","0.180167082598998","0.152191477637799","0.208142687560197"
"Yes","2011","Employed","Couple + C. LE 16 ","575","0.260182411508236","0.241903148679216","0.278461674337257"
"Yes","2011","Employed","Couple + C. GT 16 ","419","0.189429045557341","0.172285793563313","0.206572297551369"
"Yes","2011","Employed","Couple + C. LE and GT 16","185","0.221913394576023","0.193454903574219","0.250371885577827"
"No","2011","Not Employed","1-pers.-HH","1459","0.861586718277416","0.845078408305353","0.878095028249479"
"No","2011","Not Employed","(Married) couple without C. ","2820","0.805655877910875","0.792639372313249","0.8186723835085"
"No","2011","Not Employed","Single parent ","311","0.923628665650457","0.895314508917414","0.9519428223835"
"No","2011","Not Employed","Couple + C. LE 16 ","344","0.875466465172234","0.843269100704247","0.907663829640222"
"No","2011","Not Employed","Couple + C. GT 16 ","617","0.876138067010019","0.85187271119557","0.900403422824468"
"No","2011","Not Employed","Couple + C. LE and GT 16","225","0.870757383061553","0.82990196458354","0.911612801539567"
"No","2011","Employed","1-pers.-HH","1068","0.758150331654005","0.735948827990013","0.780351835317998"
"No","2011","Employed","(Married) couple without C. ","2260","0.71169011195166","0.69606379738449","0.727316426518831"
"No","2011","Employed","Single parent ","583","0.819832917401002","0.791857312439803","0.847808522362201"
"No","2011","Employed","Couple + C. LE 16 ","1638","0.739817588491763","0.721538325662743","0.758096851320784"
"No","2011","Employed","Couple + C. GT 16 ","1588","0.810570954442659","0.793427702448631","0.827714206436687"
"No","2011","Employed","Couple + C. LE and GT 16","634","0.778086605423977","0.749628114422173","0.806545096425781"
"Yes","2012","Not Employed","1-pers.-HH","240","0.140759623283389","0.124232688224904","0.157286558341875"
"Yes","2012","Not Employed","(Married) couple without C. ","770","0.201296651152216","0.188207650657907","0.214385651646525"
"Yes","2012","Not Employed","Single parent ","67","0.0888331718799203","0.0681665765230752","0.109499767236765"
"Yes","2012","Not Employed","Couple + C. LE 16 ","195","0.137519191568721","0.118725607490596","0.156312775646846"
"Yes","2012","Not Employed","Couple + C. GT 16 ","95","0.120814070724889","0.0961911434581429","0.145436997991636"
"Yes","2012","Not Employed","Couple + C. LE and GT 16","59","0.0858857300866825","0.0610003452844517","0.110771114888913"
"Yes","2012","Employed","1-pers.-HH","421","0.246532408067731","0.225267481413871","0.267797334721591"
"Yes","2012","Employed","(Married) couple without C. ","1041","0.316904813013852","0.300889087537828","0.332920538489875"
"Yes","2012","Employed","Single parent ","412","0.17602907744804","0.158651146980268","0.193407007915811"
"Yes","2012","Employed","Couple + C. LE 16 ","1279","0.263002762324858","0.250832309608494","0.275173215041222"
"Yes","2012","Employed","Couple + C. GT 16 ","436","0.192051484086352","0.174787788447707","0.209315179724997"
"Yes","2012","Employed","Couple + C. LE and GT 16","280","0.180849413955788","0.160140703515736","0.20155812439584"
"No","2012","Not Employed","1-pers.-HH","1461","0.859240376716611","0.842713441658125","0.875767311775096"
"No","2012","Not Employed","(Married) couple without C. ","2835","0.798703348847784","0.785614348353475","0.811792349342093"
"No","2012","Not Employed","Single parent ","661","0.91116682812008","0.890500232763235","0.931833423476925"
"No","2012","Not Employed","Couple + C. LE 16 ","1095","0.862480808431279","0.843687224353154","0.881274392509404"
"No","2012","Not Employed","Couple + C. GT 16 ","578","0.879185929275111","0.854563002008364","0.903808856541857"
"No","2012","Not Employed","Couple + C. LE and GT 16","428","0.914114269913318","0.889228885111087","0.938999654715548"
"No","2012","Employed","1-pers.-HH","1157","0.753467591932269","0.732202665278409","0.774732518586129"
"No","2012","Employed","(Married) couple without C. ","2201","0.683095186986148","0.667079461510125","0.699110912462171"
"No","2012","Employed","Single parent ","1433","0.823970922551961","0.806592992084189","0.841348853019732"
"No","2012","Employed","Couple + C. LE 16 ","3748","0.736997237675142","0.724826784958778","0.749167690391506"
"No","2012","Employed","Couple + C. GT 16 ","1564","0.807948515913648","0.790684820275003","0.825212211552293"
"No","2012","Employed","Couple + C. LE and GT 16","1047","0.819150586044212","0.79844187560416","0.839859296484264"
"Yes","2013","Not Employed","1-pers.-HH","264","0.167678972211769","0.149229134642975","0.186128809780563"
"Yes","2013","Not Employed","(Married) couple without C. ","776","0.219695929585233","0.205660592605872","0.233731266564595"
"Yes","2013","Not Employed","Single parent ","32","0.119155539454832","0.0819965925354879","0.156314486374176"
"Yes","2013","Not Employed","Couple + C. LE 16 ","77","0.211473445808986","0.169114019910499","0.253832871707473"
"Yes","2013","Not Employed","Couple + C. GT 16 ","74","0.130384443442819","0.10121758529863","0.159551301587007"
"Yes","2013","Not Employed","Couple + C. LE and GT 16","34","0.234125203224282","0.172940599405962","0.295309807042603"
"Yes","2013","Employed","1-pers.-HH","395","0.271467592306526","0.248498159121531","0.29443702549152"
"Yes","2013","Employed","(Married) couple without C. ","959","0.308996293519822","0.292529758391693","0.325462828647951"
"Yes","2013","Employed","Single parent ","159","0.202458375418519","0.173147820188101","0.231768930648937"
"Yes","2013","Employed","Couple + C. LE 16 ","583","0.30018640986297","0.280063946695496","0.320308873030445"
"Yes","2013","Employed","Couple + C. GT 16 ","429","0.235923015528998","0.215945012905837","0.255901018152159"
"Yes","2013","Employed","Couple + C. LE and GT 16","152","0.249810011851987","0.216059520191309","0.283560503512664"
"No","2013","Not Employed","1-pers.-HH","1311","0.832321027788231","0.813871190219437","0.850770865357025"
"No","2013","Not Employed","(Married) couple without C. ","2567","0.780304070414767","0.766268733435405","0.794339407394128"
"No","2013","Not Employed","Single parent ","260","0.880844460545168","0.843685513625824","0.918003407464512"
"No","2013","Not Employed","Couple + C. LE 16 ","280","0.788526554191014","0.746167128292527","0.830885980089501"
"No","2013","Not Employed","Couple + C. GT 16 ","438","0.869615556557181","0.840448698412993","0.89878241470137"
"No","2013","Not Employed","Couple + C. LE and GT 16","150","0.765874796775718","0.704690192957397","0.827059400594038"
"No","2013","Employed","1-pers.-HH","1045","0.728532407693474","0.70556297450848","0.751501840878469"
"No","2013","Employed","(Married) couple without C. ","2066","0.691003706480178","0.674537171352049","0.707470241608307"
"No","2013","Employed","Single parent ","563","0.797541624581481","0.768231069351063","0.826852179811899"
"No","2013","Employed","Couple + C. LE 16 ","1410","0.69981359013703","0.679691126969555","0.719936053304504"
"No","2013","Employed","Couple + C. GT 16 ","1306","0.764076984471002","0.744098981847841","0.784054987094163"
"No","2013","Employed","Couple + C. LE and GT 16","480","0.750189988148014","0.716439496487336","0.783940479808691"
"Yes","2014","Not Employed","1-pers.-HH","275","0.168189157911251","0.149734505148238","0.186643810674263"
"Yes","2014","Not Employed","(Married) couple without C. ","776","0.235637220998023","0.221270164569572","0.250004277426474"
"Yes","2014","Not Employed","Single parent ","58","0.0754765827785348","0.0557091119908221","0.0952440535662475"
"Yes","2014","Not Employed","Couple + C. LE 16 ","172","0.198242552153103","0.175099767889206","0.221385336417"
"Yes","2014","Not Employed","Couple + C. GT 16 ","88","0.14110149161091","0.115548600002485","0.166654383219334"
"Yes","2014","Not Employed","Couple + C. LE and GT 16","65","0.10556119378254","0.0795722630680911","0.131550124496989"
"Yes","2014","Employed","1-pers.-HH","426","0.256247213425694","0.234982058785482","0.277512368065905"
"Yes","2014","Employed","(Married) couple without C. ","988","0.307891597215787","0.292397835204257","0.323385359227318"
"Yes","2014","Employed","Single parent ","371","0.230412495828701","0.20970783310729","0.251117158550112"
"Yes","2014","Employed","Couple + C. LE 16 ","1286","0.27539450664487","0.262872713648211","0.287916299641528"
"Yes","2014","Employed","Couple + C. GT 16 ","443","0.233799078190978","0.215272993935124","0.252325162446832"
"Yes","2014","Employed","Couple + C. LE and GT 16","328","0.236256003472685","0.214672996218195","0.257839010727174"
"No","2014","Not Employed","1-pers.-HH","1303","0.831810842088749","0.813356189325737","0.850265494851762"
"No","2014","Not Employed","(Married) couple without C. ","2576","0.764362779001977","0.749995722573526","0.778729835430428"
"No","2014","Not Employed","Single parent ","628","0.924523417221465","0.904755946433753","0.944290888009178"
"No","2014","Not Employed","Couple + C. LE 16 ","968","0.801757447846897","0.778614663583","0.824900232110794"
"No","2014","Not Employed","Couple + C. GT 16 ","625","0.85889850838909","0.833345616780666","0.884451399997514"
"No","2014","Not Employed","Couple + C. LE and GT 16","472","0.89443880621746","0.868449875503011","0.920427736931909"
"No","2014","Employed","1-pers.-HH","1193","0.743752786574306","0.722487631934095","0.765017941214518"
"No","2014","Employed","(Married) couple without C. ","2422","0.692108402784213","0.676614640772682","0.707602164795743"
"No","2014","Employed","Single parent ","1218","0.769587504171299","0.748882841449888","0.79029216689271"
"No","2014","Employed","Couple + C. LE 16 ","3603","0.72460549335513","0.712083700358471","0.737127286351789"
"No","2014","Employed","Couple + C. GT 16 ","1562","0.766200921809022","0.747674837553168","0.784727006064876"
"No","2014","Employed","Couple + C. LE and GT 16","1160","0.763743996527315","0.742160989272826","0.785327003781805"
"Yes","2015","Not Employed","1-pers.-HH","","","",""
"Yes","2015","Not Employed","(Married) couple without C. ","","","",""
"Yes","2015","Not Employed","Single parent ","","","",""
"Yes","2015","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","2015","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","2015","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","2015","Employed","1-pers.-HH","","","",""
"Yes","2015","Employed","(Married) couple without C. ","","","",""
"Yes","2015","Employed","Single parent ","","","",""
"Yes","2015","Employed","Couple + C. LE 16 ","","","",""
"Yes","2015","Employed","Couple + C. GT 16 ","","","",""
"Yes","2015","Employed","Couple + C. LE and GT 16","","","",""
"No","2015","Not Employed","1-pers.-HH","","","",""
"No","2015","Not Employed","(Married) couple without C. ","","","",""
"No","2015","Not Employed","Single parent ","","","",""
"No","2015","Not Employed","Couple + C. LE 16 ","","","",""
"No","2015","Not Employed","Couple + C. GT 16 ","","","",""
"No","2015","Not Employed","Couple + C. LE and GT 16","","","",""
"No","2015","Employed","1-pers.-HH","","","",""
"No","2015","Employed","(Married) couple without C. ","","","",""
"No","2015","Employed","Single parent ","","","",""
"No","2015","Employed","Couple + C. LE 16 ","","","",""
"No","2015","Employed","Couple + C. GT 16 ","","","",""
"No","2015","Employed","Couple + C. LE and GT 16","","","",""
"Yes","2016","Not Employed","1-pers.-HH","212","0.154090146875731","0.135608929201195","0.172571364550267"
"Yes","2016","Not Employed","(Married) couple without C. ","586","0.195859664973138","0.181435545304128","0.210283784642148"
"Yes","2016","Not Employed","Single parent ","52","0.0750621607873332","0.0535440740502302","0.0965802475244361"
"Yes","2016","Not Employed","Couple + C. LE 16 ","102","0.151605645443699","0.127678038553905","0.175533252333492"
"Yes","2016","Not Employed","Couple + C. GT 16 ","69","0.100888598572133","0.077104563749131","0.124672633395135"
"Yes","2016","Not Employed","Couple + C. LE and GT 16","46","0.0722093023816463","0.0487590918534666","0.095659512909826"
"Yes","2016","Employed","1-pers.-HH","345","0.222464314139945","0.202142596546459","0.242786031733431"
"Yes","2016","Employed","(Married) couple without C. ","884","0.284229589033744","0.26882883815741","0.299630339910077"
"Yes","2016","Employed","Single parent ","276","0.165853458051356","0.146487160142333","0.185219755960378"
"Yes","2016","Employed","Couple + C. LE 16 ","1075","0.29418101294745","0.280515142687478","0.307846883207423"
"Yes","2016","Employed","Couple + C. GT 16 ","385","0.199003897619253","0.180595541501143","0.217412253737362"
"Yes","2016","Employed","Couple + C. LE and GT 16","257","0.204069879352933","0.183070967281735","0.22506879142413"
"No","2016","Not Employed","1-pers.-HH","1254","0.845909853124269","0.827428635449733","0.864391070798805"
"No","2016","Not Employed","(Married) couple without C. ","2322","0.804140335026862","0.789716215357852","0.818564454695872"
"No","2016","Not Employed","Single parent ","524","0.924937839212667","0.903419752475564","0.94645592594977"
"No","2016","Not Employed","Couple + C. LE 16 ","761","0.848394354556302","0.824466747666508","0.872321961446095"
"No","2016","Not Employed","Couple + C. GT 16 ","547","0.899111401427867","0.875327366604865","0.922895436250869"
"No","2016","Not Employed","Couple + C. LE and GT 16","422","0.927790697618354","0.904340487090174","0.951240908146533"
"No","2016","Employed","1-pers.-HH","1264","0.777535685860055","0.757213968266569","0.797857403453541"
"No","2016","Employed","(Married) couple without C. ","2411","0.715770410966256","0.700369660089923","0.731171161842589"
"No","2016","Employed","Single parent ","1141","0.834146541948644","0.814780244039622","0.853512839857666"
"No","2016","Employed","Couple + C. LE 16 ","3196","0.70581898705255","0.692153116792577","0.719484857312522"
"No","2016","Employed","Couple + C. GT 16 ","1422","0.800996102380747","0.782587746262638","0.819404458498857"
"No","2016","Employed","Couple + C. LE and GT 16","1158","0.795930120647067","0.77493120857587","0.816929032718265"
"Yes","2017","Not Employed","1-pers.-HH","","","",""
"Yes","2017","Not Employed","(Married) couple without C. ","","","",""
"Yes","2017","Not Employed","Single parent ","","","",""
"Yes","2017","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","2017","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","2017","Employed","1-pers.-HH","","","",""
"Yes","2017","Employed","(Married) couple without C. ","","","",""
"Yes","2017","Employed","Single parent ","","","",""
"Yes","2017","Employed","Couple + C. LE 16 ","","","",""
"Yes","2017","Employed","Couple + C. GT 16 ","","","",""
"Yes","2017","Employed","Couple + C. LE and GT 16","","","",""
"No","2017","Not Employed","1-pers.-HH","","","",""
"No","2017","Not Employed","(Married) couple without C. ","","","",""
"No","2017","Not Employed","Single parent ","","","",""
"No","2017","Not Employed","Couple + C. LE 16 ","","","",""
"No","2017","Not Employed","Couple + C. GT 16 ","","","",""
"No","2017","Not Employed","Couple + C. LE and GT 16","","","",""
"No","2017","Employed","1-pers.-HH","","","",""
"No","2017","Employed","(Married) couple without C. ","","","",""
"No","2017","Employed","Single parent ","","","",""
"No","2017","Employed","Couple + C. LE 16 ","","","",""
"No","2017","Employed","Couple + C. GT 16 ","","","",""
"No","2017","Employed","Couple + C. LE and GT 16","","","",""
"Yes","2018","Not Employed","1-pers.-HH","233","0.157047000307464","0.139112112715766","0.174981887899162"
"Yes","2018","Not Employed","(Married) couple without C. ","643","0.2155417064319","0.200783116727986","0.230300296135814"
"Yes","2018","Not Employed","Single parent ","50","0.112202509838564","0.0870945174809573","0.137310502196171"
"Yes","2018","Not Employed","Couple + C. LE 16 ","81","0.122405683023145","0.0976619150437439","0.147149451002546"
"Yes","2018","Not Employed","Couple + C. GT 16 ","59","0.0986431187292796","0.0750190788785094","0.12226715858005"
"Yes","2018","Not Employed","Couple + C. LE and GT 16","31","0.0714011643508293","0.0478704078601024","0.0949319208415562"
"Yes","2018","Employed","1-pers.-HH","442","0.225606012140542","0.20758250706479","0.243629517216294"
"Yes","2018","Employed","(Married) couple without C. ","1074","0.282347029704657","0.268008433280681","0.296685626128633"
"Yes","2018","Employed","Single parent ","285","0.19003251701876","0.169769010645576","0.210296023391944"
"Yes","2018","Employed","Couple + C. LE 16 ","1055","0.273367615087213","0.2598175547702","0.286917675404227"
"Yes","2018","Employed","Couple + C. GT 16 ","488","0.240888877714566","0.222489628920897","0.259288126508235"
"Yes","2018","Employed","Couple + C. LE and GT 16","286","0.185217379515517","0.165610469016749","0.204824290014286"
"No","2018","Not Employed","1-pers.-HH","1348","0.842952999692536","0.825018112100838","0.860887887284234"
"No","2018","Not Employed","(Married) couple without C. ","2339","0.7844582935681","0.769699703864186","0.799216883272014"
"No","2018","Not Employed","Single parent ","557","0.887797490161436","0.862689497803829","0.912905482519043"
"No","2018","Not Employed","Couple + C. LE 16 ","593","0.877594316976855","0.852850548997453","0.902338084956256"
"No","2018","Not Employed","Couple + C. GT 16 ","553","0.90135688127072","0.87773284141995","0.924980921121491"
"No","2018","Not Employed","Couple + C. LE and GT 16","429","0.928598835649171","0.905068079158444","0.952129592139898"
"No","2018","Employed","1-pers.-HH","1624","0.774393987859458","0.756370482783706","0.79241749293521"
"No","2018","Employed","(Married) couple without C. ","2712","0.717652970295343","0.703314373871367","0.731991566719319"
"No","2018","Employed","Single parent ","1155","0.80996748298124","0.789703976608056","0.830230989354424"
"No","2018","Employed","Couple + C. LE 16 ","3101","0.726632384912787","0.713082324595773","0.7401824452298"
"No","2018","Employed","Couple + C. GT 16 ","1587","0.759111122285434","0.740711873491765","0.777510371079103"
"No","2018","Employed","Couple + C. LE and GT 16","1222","0.814782620484483","0.795175709985714","0.834389530983251"
