"ple0098_v5","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"No","1999","(3b) higher tertiary education","Male","351","0.820294477837318","0.783130536319639","0.857458419354997"
"No","1999","(3b) higher tertiary education","Female","268","0.822277082093981","0.779584389790902","0.86496977439706"
"Yes","2000","(0) in school","Male","13","","",""
"Yes","2000","(0) in school","Female","13","","",""
"Yes","2000","(1a) inadequately completed","Male","7","","",""
"Yes","2000","(1a) inadequately completed","Female","4","","",""
"Yes","2000","(1b) general elementary school","Male","22","","",""
"Yes","2000","(1b) general elementary school","Female","52","0.0320008380734457","0.0242050519808754","0.039796624166016"
"Yes","2000","(1c) basic vocational qualification","Male","241","0.0632084706151881","0.0556247213508543","0.070792219879522"
"Yes","2000","(1c) basic vocational qualification","Female","261","0.0839762027051756","0.0746218432325692","0.0933305621777821"
"Yes","2000","(2b) intermediate general qualification","Male","15","","",""
"Yes","2000","(2b) intermediate general qualification","Female","34","0.10640592603038","0.0760735881218186","0.136738263938942"
"Yes","2000","(2a) intermediate vocational","Male","191","0.103364331948633","0.090185876368273","0.116542787528992"
"Yes","2000","(2a) intermediate vocational","Female","368","0.14367777165673","0.130944435275955","0.156411108037505"
"Yes","2000","(2c_gen) general maturity certificate","Male","35","0.105411410947303","0.0717657865632725","0.139057035331334"
"Yes","2000","(2c_gen) general maturity certificate","Female","36","0.0849117328450744","0.0570314083396617","0.112792057350487"
"Yes","2000","(2c_voc) vocational maturity certificate","Male","71","0.140705255547198","0.113246302632409","0.168164208461987"
"Yes","2000","(2c_voc) vocational maturity certificate","Female","92","0.119824080977117","0.0962980131348436","0.14335014881939"
"Yes","2000","(3a) lower tertiary education","Male","107","0.176723226885139","0.148506977643964","0.204939476126314"
"Yes","2000","(3a) lower tertiary education","Female","96","0.164100145214808","0.135822906945568","0.192377383484049"
"Yes","2000","(3b) higher tertiary education","Male","132","0.182821775995406","0.155748577694859","0.209894974295954"
"Yes","2000","(3b) higher tertiary education","Female","87","0.174534828494963","0.144729459936193","0.204340197053732"
"No","2000","(0) in school","Male","186","0.918437046444122","0.880409988935914","0.95646410395233"
"No","2000","(0) in school","Female","202","0.946614263986261","0.916565403970954","0.976663124001567"
"No","2000","(1a) inadequately completed","Male","172","0.944942994586126","0.911528824922805","0.978357164249447"
"No","2000","(1a) inadequately completed","Female","232","0.985844588632944","0.970773050892431","1.00091612637346"
"No","2000","(1b) general elementary school","Male","826","0.97301668456626","0.962110873649766","0.983922495482753"
"No","2000","(1b) general elementary school","Female","1906","0.967999161926554","0.960203375833984","0.975794948019125"
"No","2000","(1c) basic vocational qualification","Male","3714","0.936791529384812","0.929207780120478","0.944375278649146"
"No","2000","(1c) basic vocational qualification","Female","3116","0.916023797294824","0.906669437822218","0.925378156767431"
"No","2000","(2b) intermediate general qualification","Male","275","0.931065489295874","0.9019075011229","0.960223477468848"
"No","2000","(2b) intermediate general qualification","Female","363","0.89359407396962","0.863261736061058","0.923926411878181"
"No","2000","(2a) intermediate vocational","Male","1859","0.896635668051367","0.883457212471008","0.909814123631727"
"No","2000","(2a) intermediate vocational","Female","2547","0.85632222834327","0.843588891962495","0.869055564724045"
"No","2000","(2c_gen) general maturity certificate","Male","285","0.894588589052697","0.860942964668666","0.928234213436728"
"No","2000","(2c_gen) general maturity certificate","Female","348","0.915088267154926","0.887207942649513","0.942968591660338"
"No","2000","(2c_voc) vocational maturity certificate","Male","545","0.859294744452802","0.831835791538013","0.886753697367591"
"No","2000","(2c_voc) vocational maturity certificate","Female","640","0.880175919022883","0.85664985118061","0.903701986865156"
"No","2000","(3a) lower tertiary education","Male","595","0.823276773114861","0.795060523873686","0.851493022356036"
"No","2000","(3a) lower tertiary education","Female","563","0.835899854785192","0.807622616515952","0.864177093054432"
"No","2000","(3b) higher tertiary education","Male","651","0.817178224004594","0.790105025704047","0.844251422305141"
"No","2000","(3b) higher tertiary education","Female","536","0.825465171505037","0.795659802946268","0.855270540063807"
"Yes","2001","(0) in school","Male","13","","",""
"Yes","2001","(0) in school","Female","17","","",""
"Yes","2001","(1a) inadequately completed","Male","3","","",""
"Yes","2001","(1a) inadequately completed","Female","4","","",""
"Yes","2001","(1b) general elementary school","Male","21","","",""
"Yes","2001","(1b) general elementary school","Female","46","0.0231995410534428","0.0160267110868046","0.0303723710200809"
"Yes","2001","(1c) basic vocational qualification","Male","231","0.0712441285488012","0.0627209527705631","0.0797673043270394"
"Yes","2001","(1c) basic vocational qualification","Female","232","0.0861484441168054","0.076116446974264","0.0961804412593468"
"Yes","2001","(2b) intermediate general qualification","Male","9","","",""
"Yes","2001","(2b) intermediate general qualification","Female","24","","",""
"Yes","2001","(2a) intermediate vocational","Male","172","0.103824893951708","0.0900765777311142","0.117573210172302"
"Yes","2001","(2a) intermediate vocational","Female","341","0.14781073923297","0.134398756859449","0.161222721606491"
"Yes","2001","(2c_gen) general maturity certificate","Male","21","","",""
"Yes","2001","(2c_gen) general maturity certificate","Female","41","0.100428974668098","0.0703269333358048","0.130531016000392"
"Yes","2001","(2c_voc) vocational maturity certificate","Male","66","0.138093105799599","0.109820473008962","0.166365738590237"
"Yes","2001","(2c_voc) vocational maturity certificate","Female","101","0.145470773822444","0.119144474487156","0.171797073157732"
"Yes","2001","(3a) lower tertiary education","Male","105","0.199102602552787","0.168451139940553","0.229754065165021"
"Yes","2001","(3a) lower tertiary education","Female","88","0.166259091248313","0.137209390143584","0.195308792353042"
"Yes","2001","(3b) higher tertiary education","Male","114","0.169566939680708","0.142251890042499","0.196881989318917"
"Yes","2001","(3b) higher tertiary education","Female","76","0.154573718413588","0.124765942917764","0.184381493909413"
"No","2001","(0) in school","Male","203","0.926870336393467","0.892150514001688","0.961590158785245"
"No","2001","(0) in school","Female","218","0.937666374467417","0.906756337478826","0.968576411456007"
"No","2001","(1a) inadequately completed","Male","135","0.952490757899473","0.916998961282474","0.987982554516471"
"No","2001","(1a) inadequately completed","Female","176","0.965882414369986","0.9393630498388","0.992401778901173"
"No","2001","(1b) general elementary school","Male","717","0.970232186630218","0.957971036330134","0.982493336930301"
"No","2001","(1b) general elementary school","Female","1646","0.976800458946557","0.969627628979919","0.983973288913195"
"No","2001","(1c) basic vocational qualification","Male","3268","0.928755871451199","0.920232695672961","0.937279047229437"
"No","2001","(1c) basic vocational qualification","Female","2773","0.913851555883195","0.903819558740653","0.923883553025736"
"No","2001","(2b) intermediate general qualification","Male","238","0.96186266516381","0.937977331184405","0.985747999143214"
"No","2001","(2b) intermediate general qualification","Female","346","0.925831897676475","0.899131244702247","0.952532550650704"
"No","2001","(2a) intermediate vocational","Male","1719","0.896175106048292","0.882426789827698","0.909923422268886"
"No","2001","(2a) intermediate vocational","Female","2349","0.85218926076703","0.838777278393509","0.865601243140551"
"No","2001","(2c_gen) general maturity certificate","Male","274","0.923585909297413","0.893270568345439","0.953901250249388"
"No","2001","(2c_gen) general maturity certificate","Female","342","0.899571025331902","0.869468983999608","0.929673066664195"
"No","2001","(2c_voc) vocational maturity certificate","Male","506","0.861906894200401","0.833634261409763","0.890179526991038"
"No","2001","(2c_voc) vocational maturity certificate","Female","588","0.854529226177556","0.828202926842268","0.880855525512844"
"No","2001","(3a) lower tertiary education","Male","547","0.800897397447213","0.770245934834978","0.831548860059447"
"No","2001","(3a) lower tertiary education","Female","543","0.833740908751687","0.804691207646958","0.862790609856416"
"No","2001","(3b) higher tertiary education","Male","611","0.830433060319292","0.803118010681083","0.857748109957501"
"No","2001","(3b) higher tertiary education","Female","489","0.845426281586412","0.815618506090587","0.875234057082236"
"Yes","2002","(0) in school","Male","18","","",""
"Yes","2002","(0) in school","Female","22","","",""
"Yes","2002","(1a) inadequately completed","Male","2","","",""
"Yes","2002","(1a) inadequately completed","Female","4","","",""
"Yes","2002","(1b) general elementary school","Male","16","","",""
"Yes","2002","(1b) general elementary school","Female","52","0.0370438639597601","0.0276534664600049","0.0464342614595152"
"Yes","2002","(1c) basic vocational qualification","Male","263","0.0783005226706226","0.0691569097802032","0.087444135561042"
"Yes","2002","(1c) basic vocational qualification","Female","271","0.0956601950811763","0.0849645624582896","0.106355827704063"
"Yes","2002","(2b) intermediate general qualification","Male","13","","",""
"Yes","2002","(2b) intermediate general qualification","Female","25","","",""
"Yes","2002","(2a) intermediate vocational","Male","223","0.119024253493724","0.104483051399151","0.133565455588297"
"Yes","2002","(2a) intermediate vocational","Female","446","0.161912364136655","0.148258227913506","0.175566500359804"
"Yes","2002","(2c_gen) general maturity certificate","Male","33","0.0880302698717893","0.0576437414443156","0.118416798299263"
"Yes","2002","(2c_gen) general maturity certificate","Female","54","0.135190778477445","0.101342331456479","0.169039225498411"
"Yes","2002","(2c_voc) vocational maturity certificate","Male","75","0.124637391377439","0.0977791114414574","0.151495671313421"
"Yes","2002","(2c_voc) vocational maturity certificate","Female","130","0.149128959885191","0.123635409334268","0.174622510436113"
"Yes","2002","(3a) lower tertiary education","Male","125","0.193546201868313","0.164341518576688","0.222750885159937"
"Yes","2002","(3a) lower tertiary education","Female","110","0.157678896377451","0.129917281643432","0.185440511111471"
"Yes","2002","(3b) higher tertiary education","Male","193","0.200349925204663","0.17359871408468","0.227101136324646"
"Yes","2002","(3b) higher tertiary education","Female","116","0.146656815396232","0.119728802039579","0.173584828752886"
"No","2002","(0) in school","Male","218","0.943350850231689","0.913857411573848","0.972844288889529"
"No","2002","(0) in school","Female","236","0.948743217238367","0.921834793894327","0.975651640582407"
"No","2002","(1a) inadequately completed","Male","122","0.974553530135027","0.94683604208424","1.00227101818581"
"No","2002","(1a) inadequately completed","Female","159","0.979111830721665","0.957157478517969","1.00106618292536"
"No","2002","(1b) general elementary school","Male","666","0.982627789220806","0.972822103498574","0.992433474943038"
"No","2002","(1b) general elementary school","Female","1502","0.96295613604024","0.953565738540485","0.972346533539995"
"No","2002","(1c) basic vocational qualification","Male","3053","0.921699477329377","0.912555864438958","0.930843090219797"
"No","2002","(1c) basic vocational qualification","Female","2634","0.904339804918824","0.893644172295937","0.91503543754171"
"No","2002","(2b) intermediate general qualification","Male","237","0.957214711318848","0.932128793089762","0.982300629547935"
"No","2002","(2b) intermediate general qualification","Female","337","0.936889261257339","0.911840308815782","0.961938213698895"
"No","2002","(2a) intermediate vocational","Male","1682","0.880975746506276","0.866434544411703","0.895516948600849"
"No","2002","(2a) intermediate vocational","Female","2350","0.838087635863345","0.824433499640196","0.851741772086494"
"No","2002","(2c_gen) general maturity certificate","Male","301","0.911969730128211","0.881583201700737","0.942356258555684"
"No","2002","(2c_gen) general maturity certificate","Female","338","0.864809221522555","0.830960774501589","0.898657668543521"
"No","2002","(2c_voc) vocational maturity certificate","Male","506","0.875362608622561","0.848504328686579","0.902220888558543"
"No","2002","(2c_voc) vocational maturity certificate","Female","620","0.850871040114809","0.825377489563887","0.876364590665732"
"No","2002","(3a) lower tertiary education","Male","578","0.806453798131687","0.777249114840063","0.835658481423312"
"No","2002","(3a) lower tertiary education","Female","552","0.842321103622549","0.814559488888529","0.870082718356568"
"No","2002","(3b) higher tertiary education","Male","667","0.799650074795337","0.772898863675354","0.82640128591532"
"No","2002","(3b) higher tertiary education","Female","547","0.853343184603768","0.826415171247114","0.880271197960421"
"Yes","2003","(0) in school","Male","19","","",""
"Yes","2003","(0) in school","Female","23","","",""
"Yes","2003","(1a) inadequately completed","Male","3","","",""
"Yes","2003","(1a) inadequately completed","Female","4","","",""
"Yes","2003","(1b) general elementary school","Male","16","","",""
"Yes","2003","(1b) general elementary school","Female","48","0.0325718470471516","0.0234444732230123","0.0416992208712909"
"Yes","2003","(1c) basic vocational qualification","Male","251","0.0707466974826463","0.0617813909523005","0.0797120040129921"
"Yes","2003","(1c) basic vocational qualification","Female","267","0.100943135428887","0.0897305663392989","0.112155704518476"
"Yes","2003","(2b) intermediate general qualification","Male","14","","",""
"Yes","2003","(2b) intermediate general qualification","Female","25","","",""
"Yes","2003","(2a) intermediate vocational","Male","204","0.115421964030134","0.100841806657526","0.130002121402743"
"Yes","2003","(2a) intermediate vocational","Female","424","0.170549223146933","0.156359731698132","0.184738714595734"
"Yes","2003","(2c_gen) general maturity certificate","Male","41","0.0855699677900856","0.0550168116214675","0.116123123958704"
"Yes","2003","(2c_gen) general maturity certificate","Female","49","0.102432375465884","0.0715365757770436","0.133328175154725"
"Yes","2003","(2c_voc) vocational maturity certificate","Male","71","0.111867690390527","0.0857380545117883","0.137997326269266"
"Yes","2003","(2c_voc) vocational maturity certificate","Female","138","0.165400290328204","0.138933126860863","0.191867453795546"
"Yes","2003","(3a) lower tertiary education","Male","111","0.183699597986957","0.154464991600743","0.212934204373171"
"Yes","2003","(3a) lower tertiary education","Female","116","0.174911040181478","0.145502187927215","0.204319892435741"
"Yes","2003","(3b) higher tertiary education","Male","191","0.218212120696024","0.189838171287172","0.246586070104877"
"Yes","2003","(3b) higher tertiary education","Female","118","0.180976744843659","0.151402266050393","0.210551223636925"
"No","2003","(0) in school","Male","218","0.919821072540985","0.885246587796947","0.954395557285023"
"No","2003","(0) in school","Female","234","0.941357011465613","0.912631566983916","0.97008245594731"
"No","2003","(1a) inadequately completed","Male","109","0.964800116532325","0.930670739103521","0.99892949396113"
"No","2003","(1a) inadequately completed","Female","153","0.979463500032959","0.957278695452703","1.00164830461321"
"No","2003","(1b) general elementary school","Male","640","0.968341049703097","0.954942475115776","0.981739624290418"
"No","2003","(1b) general elementary school","Female","1405","0.967428152952848","0.958300779128709","0.976555526776988"
"No","2003","(1c) basic vocational qualification","Male","2891","0.929253302517354","0.920287995987008","0.9382186090477"
"No","2003","(1c) basic vocational qualification","Female","2506","0.899056864571113","0.887844295481524","0.910269433660701"
"No","2003","(2b) intermediate general qualification","Male","239","0.968128092673518","0.946483058858088","0.989773126488949"
"No","2003","(2b) intermediate general qualification","Female","319","0.930933936008242","0.90413851073322","0.957729361283265"
"No","2003","(2a) intermediate vocational","Male","1641","0.884578035969866","0.869997878597258","0.899158193342474"
"No","2003","(2a) intermediate vocational","Female","2275","0.829450776853067","0.815261285404266","0.843640268301868"
"No","2003","(2c_gen) general maturity certificate","Male","281","0.914430032209914","0.883876876041296","0.944983188378533"
"No","2003","(2c_gen) general maturity certificate","Female","321","0.897567624534116","0.866671824845275","0.928463424222956"
"No","2003","(2c_voc) vocational maturity certificate","Male","488","0.888132309609473","0.862002673730734","0.914261945488212"
"No","2003","(2c_voc) vocational maturity certificate","Female","619","0.834599709671796","0.808132546204454","0.861066873139137"
"No","2003","(3a) lower tertiary education","Male","563","0.816300402013043","0.787065795626829","0.845535008399257"
"No","2003","(3a) lower tertiary education","Female","525","0.825088959818522","0.795680107564259","0.854497812072785"
"No","2003","(3b) higher tertiary education","Male","623","0.781787879303976","0.753413929895123","0.810161828712828"
"No","2003","(3b) higher tertiary education","Female","533","0.819023255156341","0.789448776363075","0.848597733949607"
"Yes","2004","(0) in school","Male","19","","",""
"Yes","2004","(0) in school","Female","27","","",""
"Yes","2004","(1a) inadequately completed","Male","3","","",""
"Yes","2004","(1a) inadequately completed","Female","3","","",""
"Yes","2004","(1b) general elementary school","Male","18","","",""
"Yes","2004","(1b) general elementary school","Female","46","0.036070416817496","0.0261857492355454","0.0459550843994466"
"Yes","2004","(1c) basic vocational qualification","Male","259","0.0836211106117713","0.0737597376552764","0.0934824835682661"
"Yes","2004","(1c) basic vocational qualification","Female","276","0.101020586998079","0.0895748878868724","0.112466286109285"
"Yes","2004","(2b) intermediate general qualification","Male","24","","",""
"Yes","2004","(2b) intermediate general qualification","Female","29","","",""
"Yes","2004","(2a) intermediate vocational","Male","207","0.116068251344018","0.101250511969908","0.130885990718129"
"Yes","2004","(2a) intermediate vocational","Female","423","0.173452069564807","0.158983971911228","0.187920167218386"
"Yes","2004","(2c_gen) general maturity certificate","Male","45","0.103316262259205","0.0697040727195991","0.13692845179881"
"Yes","2004","(2c_gen) general maturity certificate","Female","60","0.150560384620596","0.114461063943494","0.186659705297698"
"Yes","2004","(2c_voc) vocational maturity certificate","Male","80","0.130755481590309","0.102807971623859","0.158702991556759"
"Yes","2004","(2c_voc) vocational maturity certificate","Female","147","0.167378630774301","0.140714687006163","0.19404257454244"
"Yes","2004","(3a) lower tertiary education","Male","122","0.218426652059678","0.186760382667715","0.250092921451641"
"Yes","2004","(3a) lower tertiary education","Female","127","0.187182872952043","0.15717361752764","0.217192128376447"
"Yes","2004","(3b) higher tertiary education","Male","202","0.222166818799691","0.193251986967878","0.251081650631505"
"Yes","2004","(3b) higher tertiary education","Female","114","0.174120499838712","0.144625763102407","0.203615236575016"
"No","2004","(0) in school","Male","219","0.903616560981354","0.866123326107844","0.941109795854865"
"No","2004","(0) in school","Female","232","0.932112816322478","0.901477219541052","0.962748413103904"
"No","2004","(1a) inadequately completed","Male","102","0.962495385211321","0.926154531618568","0.998836238804075"
"No","2004","(1a) inadequately completed","Female","150","0.987639186570144","0.97013164936842","1.00514672377187"
"No","2004","(1b) general elementary school","Male","591","0.96703533768321","0.95285505356285","0.981215621803571"
"No","2004","(1b) general elementary school","Female","1321","0.963929583182504","0.954044915600553","0.973814250764455"
"No","2004","(1c) basic vocational qualification","Male","2768","0.916378889388229","0.906517516431734","0.926240262344723"
"No","2004","(1c) basic vocational qualification","Female","2387","0.898979413001921","0.887533713890715","0.910425112113128"
"No","2004","(2b) intermediate general qualification","Male","203","0.891433470655652","0.850963992161081","0.931902949150224"
"No","2004","(2b) intermediate general qualification","Female","317","0.916484005633368","0.887332746713934","0.945635264552802"
"No","2004","(2a) intermediate vocational","Male","1588","0.883931748655982","0.869114009281872","0.898749488030092"
"No","2004","(2a) intermediate vocational","Female","2208","0.826547930435193","0.812079832781614","0.841016028088772"
"No","2004","(2c_gen) general maturity certificate","Male","270","0.896683737740795","0.86307154820119","0.930295927280401"
"No","2004","(2c_gen) general maturity certificate","Female","317","0.849439615379404","0.813340294702302","0.885538936056506"
"No","2004","(2c_voc) vocational maturity certificate","Male","479","0.869244518409691","0.841297008443241","0.897192028376141"
"No","2004","(2c_voc) vocational maturity certificate","Female","606","0.832621369225699","0.80595742545756","0.859285312993837"
"No","2004","(3a) lower tertiary education","Male","532","0.781573347940322","0.749907078548359","0.813239617332284"
"No","2004","(3a) lower tertiary education","Female","522","0.812817127047957","0.782807871623553","0.84282638247236"
"No","2004","(3b) higher tertiary education","Male","592","0.777833181200309","0.748918349368495","0.806748013032122"
"No","2004","(3b) higher tertiary education","Female","521","0.825879500161288","0.796384763424984","0.855374236897593"
"Yes","2005","(0) in school","Male","19","","",""
"Yes","2005","(0) in school","Female","19","","",""
"Yes","2005","(1a) inadequately completed","Male","3","","",""
"Yes","2005","(1a) inadequately completed","Female","4","","",""
"Yes","2005","(1b) general elementary school","Male","21","","",""
"Yes","2005","(1b) general elementary school","Female","45","0.0416916002314151","0.030659264298933","0.0527239361638972"
"Yes","2005","(1c) basic vocational qualification","Male","263","0.0877158822570614","0.0773083906220404","0.0981233738920824"
"Yes","2005","(1c) basic vocational qualification","Female","289","0.128829874224603","0.115705535071774","0.141954213377431"
"Yes","2005","(2b) intermediate general qualification","Male","17","","",""
"Yes","2005","(2b) intermediate general qualification","Female","21","","",""
"Yes","2005","(2a) intermediate vocational","Male","231","0.145516823199424","0.128759513541211","0.162274132857638"
"Yes","2005","(2a) intermediate vocational","Female","463","0.186859014409298","0.171597504236285","0.202120524582312"
"Yes","2005","(2c_gen) general maturity certificate","Male","37","0.116413122548552","0.0798765475512997","0.152949697545804"
"Yes","2005","(2c_gen) general maturity certificate","Female","59","0.13467264276563","0.0996033257818384","0.169741959749423"
"Yes","2005","(2c_voc) vocational maturity certificate","Male","86","0.151306230496192","0.12085560712584","0.181756853866544"
"Yes","2005","(2c_voc) vocational maturity certificate","Female","165","0.196489986419567","0.167938581632121","0.225041391207013"
"Yes","2005","(3a) lower tertiary education","Male","115","0.207562146701222","0.176092313943214","0.23903197945923"
"Yes","2005","(3a) lower tertiary education","Female","123","0.166195853117553","0.137173563690537","0.19521814254457"
"Yes","2005","(3b) higher tertiary education","Male","195","0.239181508082674","0.20885337866476","0.269509637500588"
"Yes","2005","(3b) higher tertiary education","Female","125","0.187276889617067","0.156932764041742","0.217621015192391"
"No","2005","(0) in school","Male","224","0.896881432040197","0.858644687695032","0.935118176385362"
"No","2005","(0) in school","Female","248","0.937451421611825","0.908406141573241","0.966496701650409"
"No","2005","(1a) inadequately completed","Male","95","0.963246483552709","0.925994172733711","1.00049879437171"
"No","2005","(1a) inadequately completed","Female","137","0.973298280819455","0.946689123271703","0.999907438367207"
"No","2005","(1b) general elementary school","Male","541","0.95606811869149","0.939124184648816","0.973012052734164"
"No","2005","(1b) general elementary school","Female","1216","0.958308399768585","0.947276063836103","0.969340735701067"
"No","2005","(1c) basic vocational qualification","Male","2575","0.912284117742939","0.901876626107918","0.92269160937796"
"No","2005","(1c) basic vocational qualification","Female","2214","0.871170125775397","0.858045786622569","0.884294464928226"
"No","2005","(2b) intermediate general qualification","Male","197","0.935230082031707","0.902254906831909","0.968205257231505"
"No","2005","(2b) intermediate general qualification","Female","308","0.924882589619437","0.896401031260233","0.953364147978642"
"No","2005","(2a) intermediate vocational","Male","1470","0.854483176800576","0.837725867142362","0.871240486458789"
"No","2005","(2a) intermediate vocational","Female","2043","0.813140985590702","0.797879475417688","0.828402495763715"
"No","2005","(2c_gen) general maturity certificate","Male","259","0.883586877451448","0.847050302454196","0.9201234524487"
"No","2005","(2c_gen) general maturity certificate","Female","305","0.86532735723437","0.830258040250578","0.900396674218162"
"No","2005","(2c_voc) vocational maturity certificate","Male","446","0.848693769503808","0.818243146133456","0.87914439287416"
"No","2005","(2c_voc) vocational maturity certificate","Female","579","0.803510013580433","0.774958608792987","0.832061418367879"
"No","2005","(3a) lower tertiary education","Male","523","0.792437853298778","0.76096802054077","0.823907686056786"
"No","2005","(3a) lower tertiary education","Female","509","0.833804146882447","0.80478185745543","0.862826436309463"
"No","2005","(3b) higher tertiary education","Male","565","0.760818491917326","0.730490362499412","0.79114662133524"
"No","2005","(3b) higher tertiary education","Female","510","0.812723110382933","0.782378984807608","0.843067235958258"
"Yes","2006","(0) in school","Male","13","","",""
"Yes","2006","(0) in school","Female","10","","",""
"Yes","2006","(1a) inadequately completed","Male","4","","",""
"Yes","2006","(1a) inadequately completed","Female","5","","",""
"Yes","2006","(1b) general elementary school","Male","23","","",""
"Yes","2006","(1b) general elementary school","Female","48","0.0379066234384865","0.0276778404354473","0.0481354064415257"
"Yes","2006","(1c) basic vocational qualification","Male","338","0.0930864405878517","0.0828202221047261","0.103352659070977"
"Yes","2006","(1c) basic vocational qualification","Female","360","0.132458153906315","0.119614470210487","0.145301837602143"
"Yes","2006","(2b) intermediate general qualification","Male","17","","",""
"Yes","2006","(2b) intermediate general qualification","Female","38","0.110920510603407","0.0774420125001165","0.144399008706697"
"Yes","2006","(2a) intermediate vocational","Male","281","0.149659522556493","0.133306102233188","0.166012942879797"
"Yes","2006","(2a) intermediate vocational","Female","573","0.218503946485707","0.202971619507559","0.234036273463855"
"Yes","2006","(2c_gen) general maturity certificate","Male","38","0.14515747175755","0.104403503731137","0.185911439783963"
"Yes","2006","(2c_gen) general maturity certificate","Female","72","0.132034964250187","0.0986926231927678","0.165377305307607"
"Yes","2006","(2c_voc) vocational maturity certificate","Male","111","0.203974972737969","0.17083701603344","0.237112929442499"
"Yes","2006","(2c_voc) vocational maturity certificate","Female","207","0.223193621589574","0.19476330039254","0.251623942786608"
"Yes","2006","(3a) lower tertiary education","Male","164","0.261742116433096","0.229154668168608","0.294329564697584"
"Yes","2006","(3a) lower tertiary education","Female","152","0.21239774769705","0.181633830614483","0.243161664779618"
"Yes","2006","(3b) higher tertiary education","Male","229","0.267137712114222","0.237180260274147","0.297095163954297"
"Yes","2006","(3b) higher tertiary education","Female","160","0.203447817413325","0.174063602469522","0.232832032357128"
"No","2006","(0) in school","Male","131","0.881729348591506","0.828985357704507","0.934473339478505"
"No","2006","(0) in school","Female","142","0.887015704001809","0.836688709729887","0.937342698273731"
"No","2006","(1a) inadequately completed","Male","90","0.951683612275265","0.908334751499559","0.995032473050971"
"No","2006","(1a) inadequately completed","Female","136","0.954524955481476","0.920136019015521","0.988913891947431"
"No","2006","(1b) general elementary school","Male","544","0.964484503411693","0.949250532065701","0.979718474757686"
"No","2006","(1b) general elementary school","Female","1291","0.962093376561514","0.951864593558474","0.972322159564553"
