"ple0098_v5","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2002","higher education","Male","1245","0.802913282796409","0.783192161640925","0.822634403951892","2"
"No","2002","higher education","Female","1099","0.847971666478949","0.828638940736505","0.867304392221393","2"
"No","2002","inadequately","Female","162","0.988810227018986","0.972711435376578","1.00490901866139","2"
"No","2002","general elemantary","Male","888","0.976352369306843","0.966517682532182","0.986187056081504","2"
"No","2002","general elemantary","Female","1818","0.958724594994774","0.949765777079665","0.967683412909882","2"
"No","2002","middle vocational","Male","4466","0.911413820933079","0.903464379684327","0.91936326218183","2"
"No","2002","middle vocational","Female","4900","0.875738758429049","0.867104243537712","0.884373273320386","2"
"No","2002","vocational + Abi","Male","383","0.882780684597512","0.8524113373534","0.913150031841624","2"
"No","2002","vocational + Abi","Female","504","0.860274509687229","0.832783934012366","0.887765085362092","2"
"No","2002","in school","Male","217","0.94317514287805","0.913575974491656","0.972774311264444","2"
"Yes","2002","in school","Male","18","","","","1"
"Yes","2002","in school","Female","22","","","","1"
"Yes","2002","inadequately","Male","","","","","1"
"Yes","2002","inadequately","Female","2","","","","1"
"Yes","2002","general elemantary","Male","29","","","","1"
"Yes","2002","general elemantary","Female","76","0.0412754050052263","0.0323165870901179","0.0502342229203348","1"
"Yes","2002","middle vocational","Male","442","0.0885861790669212","0.0806367378181698","0.0965356203156726","1"
"Yes","2002","middle vocational","Female","707","0.124261241570951","0.115626726679614","0.132895756462288","1"
"Yes","2002","vocational + Abi","Male","48","0.117219315402488","0.0868499681583766","0.1475886626466","1"
"Yes","2002","vocational + Abi","Female","107","0.139725490312771","0.112234914637908","0.167216065987634","1"
"Yes","2002","higher vocational","Male","106","0.121136385033808","0.0989387303027559","0.143334039764861","1"
"Yes","2002","higher vocational","Female","90","0.143653006426408","0.116854080231551","0.170451932621265","1"
"Yes","2002","higher education","Male","318","0.197086717203591","0.177365596048108","0.216807838359075","1"
"Yes","2002","higher education","Female","226","0.152028333521051","0.132695607778607","0.171361059263496","1"
"No","2003","in school","Female","234","0.941357011465613","0.912631566983916","0.97008245594731","2"
"No","2003","general elemantary","Male","862","0.967730581980848","0.956133774080931","0.979327389880765","2"
"No","2003","higher vocational","Male","697","0.880905027449002","0.858361454129897","0.903448600768108","2"
"No","2003","inadequately","Male","103","0.9891476153296","0.969235171434632","1.00906005922457","2"
"No","2003","inadequately","Female","154","0.989268185912531","0.973099326551796","1.00543704527327","2"
"No","2003","higher vocational","Female","560","0.863380841231741","0.836875997944797","0.889885684518685","2"
"No","2003","higher education","Male","1186","0.798591674745232","0.778214323862949","0.818969025627516","2"
"No","2003","higher education","Female","1058","0.821925978089015","0.801065057417956","0.842786898760074","2"
"No","2003","in school","Male","218","0.919821072540985","0.885246587796947","0.954395557285023","2"
"No","2003","general elemantary","Female","1706","0.961581353668098","0.95264734728167","0.970515360054525","2"
"No","2003","middle vocational","Male","4277","0.918905203035903","0.911100955916576","0.926709450155229","2"
"No","2003","middle vocational","Female","4694","0.870612152221792","0.861638724545306","0.879585579898279","2"
"No","2003","vocational + Abi","Male","361","0.883047290818032","0.852016231069179","0.914078350566884","2"
"No","2003","vocational + Abi","Female","497","0.832332545861244","0.802783958119376","0.861881133603112","2"
"Yes","2003","in school","Male","19","","","","1"
"Yes","2003","in school","Female","23","","","","1"
"Yes","2003","inadequately","Male","1","","","","1"
"Yes","2003","inadequately","Female","2","","","","1"
"Yes","2003","general elemantary","Male","30","0.0322694180191516","0.0206726101192347","0.0438662259190686","1"
"Yes","2003","general elemantary","Female","72","0.0384186463319022","0.0294846399454747","0.0473526527183297","1"
"Yes","2003","middle vocational","Male","423","0.0810947969640972","0.0732905498447707","0.0888990440834238","1"
"Yes","2003","middle vocational","Female","680","0.129387847778208","0.120414420101721","0.138361275454694","1"
"Yes","2003","vocational + Abi","Male","51","0.116952709181968","0.0859216494331158","0.14798376893082","1"
"Yes","2003","vocational + Abi","Female","117","0.167667454138756","0.138118866396888","0.197216041880624","1"
"Yes","2003","higher vocational","Male","96","0.119094972550998","0.096551399231892","0.141638545870103","1"
"Yes","2003","higher vocational","Female","85","0.136619158768259","0.110114315481315","0.163124002055203","1"
"Yes","2003","higher education","Male","302","0.201408325254768","0.181030974372484","0.221785676137051","1"
"Yes","2003","higher education","Female","234","0.178074021910985","0.157213101239926","0.198934942582044","1"
"No","2004","general elemantary","Male","774","0.94884451248144","0.933728172512013","0.963960852450866","2"
"No","2004","in school","Female","231","0.932017628093244","0.901302773909328","0.96273248227716","2"
"No","2004","inadequately","Male","98","1","1","1","2"
"No","2004","inadequately","Female","151","1","1","1","2"
"No","2004","higher vocational","Male","660","0.868733728329185","0.844788370659243","0.892679085999127","2"
"No","2004","higher vocational","Female","532","0.825378511287993","0.795896724776426","0.854860297799559","2"
"No","2004","higher education","Female","1043","0.81946002839657","0.798421461596054","0.840498595197085","2"
"No","2004","higher education","Male","1124","0.779657438747683","0.758309058965015","0.801005818530351","2"
"No","2004","in school","Male","219","0.903616560981354","0.866123326107844","0.941109795854865","2"
"No","2004","general elemantary","Female","1619","0.955922426534317","0.946147543884444","0.96569730918419","2"
"No","2004","middle vocational","Male","4133","0.91025134218165","0.901960047603234","0.918542636760066","2"
"No","2004","middle vocational","Female","4539","0.869682144684594","0.860553901900417","0.878810387468772","2"
"No","2004","vocational + Abi","Male","355","0.860079090819974","0.826703070837015","0.893455110802933","2"
"No","2004","vocational + Abi","Female","490","0.842584839434668","0.813683812670039","0.871485866199296","2"
"Yes","2004","in school","Male","19","","","","1"
"Yes","2004","in school","Female","27","","","","1"
"Yes","2004","inadequately","Male","","","","","1"
"Yes","2004","inadequately","Female","","","","","1"
"Yes","2004","general elemantary","Male","42","0.0511554875185604","0.0360391475491339","0.0662718274879869","1"
"Yes","2004","general elemantary","Female","75","0.044077573465683","0.0343026908158096","0.0538524561155563","1"
"Yes","2004","middle vocational","Male","432","0.0897486578183502","0.0814573632399343","0.098039952396766","1"
"Yes","2004","middle vocational","Female","686","0.130317855315406","0.121189612531228","0.139446098099583","1"
"Yes","2004","vocational + Abi","Male","60","0.139920909180026","0.106544889197067","0.173296929162985","1"
"Yes","2004","vocational + Abi","Female","120","0.157415160565332","0.128514133800703","0.186316187329961","1"
"Yes","2004","higher vocational","Male","104","0.131266271670815","0.107320914000873","0.155211629340757","1"
"Yes","2004","higher vocational","Female","105","0.174621488712007","0.145139702200441","0.204103275223574","1"
"Yes","2004","higher education","Male","324","0.220342561252317","0.198994181469649","0.241690941034985","1"
"Yes","2004","higher education","Female","241","0.18053997160343","0.159501404802915","0.201578538403946","1"
"No","2005","in school","Female","248","0.937451421611825","0.908406141573241","0.966496701650409","2"
"No","2005","inadequately","Male","97","1","1","1","2"
"No","2005","inadequately","Female","138","0.982905123646964","0.961356006985708","1.00445424030822","2"
"No","2005","general elemantary","Male","718","0.949231354629932","0.933582915724582","0.964879793535283","2"
"No","2005","higher vocational","Male","611","0.86357654673374","0.838452855229384","0.888700238238097","2"
"No","2005","higher vocational","Female","496","0.803298398868033","0.771331738511768","0.835265059224298","2"
"No","2005","higher education","Female","1019","0.822849114930545","0.801826266944425","0.843871962916666","2"
"No","2005","higher education","Male","1088","0.775802460297138","0.753940681142105","0.79766423945217","2"
"No","2005","in school","Male","222","0.896385311061654","0.857908630382411","0.934861991740897","2"
"No","2005","general elemantary","Female","1506","0.952110185919276","0.94155448682884","0.962665885009712","2"
"No","2005","middle vocational","Male","3851","0.895487988582352","0.886348435801549","0.904627541363154","2"
"No","2005","middle vocational","Female","4222","0.850624782058845","0.840710688225808","0.860538875891882","2"
"No","2005","vocational + Abi","Male","333","0.83821913843859","0.802040775337432","0.874397501539748","2"
"No","2005","vocational + Abi","Female","469","0.80915674865289","0.777972311686132","0.840341185619649","2"
"Yes","2005","in school","Male","19","","","","1"
"Yes","2005","in school","Female","19","","","","1"
"Yes","2005","inadequately","Male","","","","","1"
"Yes","2005","inadequately","Female","1","","","","1"
"Yes","2005","general elemantary","Male","38","0.0507686453700676","0.0351202064647168","0.0664170842754183","1"
"Yes","2005","general elemantary","Female","66","0.047889814080724","0.0373341149902878","0.0584455131711602","1"
"Yes","2005","middle vocational","Male","453","0.104512011417648","0.095372458636846","0.113651564198451","1"
"Yes","2005","middle vocational","Female","744","0.149375217941155","0.139461124108118","0.159289311774192","1"
"Yes","2005","vocational + Abi","Male","65","0.16178086156141","0.125602498460252","0.197959224662568","1"
"Yes","2005","vocational + Abi","Female","141","0.19084325134711","0.159658814380351","0.222027688313868","1"
"Yes","2005","higher vocational","Male","106","0.13642345326626","0.111299761761903","0.161547144770616","1"
"Yes","2005","higher vocational","Female","98","0.196701601131967","0.164734940775702","0.228668261488232","1"
"Yes","2005","higher education","Male","310","0.224197539702862","0.20233576054783","0.246059318857895","1"
"Yes","2005","higher education","Female","248","0.177150885069455","0.156128037083334","0.198173733055575","1"
"No","2006","in school","Male","125","0.878217531503249","0.823654061036358","0.932781001970139","2"
"No","2006","in school","Female","138","0.884032777953251","0.832448299461919","0.935617256444582","2"
"No","2006","inadequately","Male","93","0.978463699574277","0.949118161722475","1.00780923742608","2"
"No","2006","inadequately","Female","140","0.958266522920372","0.925489801082636","0.991043244758108","2"
"No","2006","general elemantary","Male","704","0.953264436226938","0.938097702516946","0.96843116993693","2"
"No","2006","higher education","Female","1088","0.792341904085807","0.771094062522937","0.813589745648677","2"
"No","2006","higher vocational","Male","640","0.856265834564195","0.831274786774081","0.881256882354309","2"
"No","2006","higher vocational","Female","518","0.803549508442135","0.772695524109898","0.834403492774371","2"
"No","2006","higher education","Male","1144","0.735257793002532","0.713200989819594","0.757314596185469","2"
"No","2006","general elemantary","Female","1569","0.948765854115026","0.93814380353007","0.959387904699982","2"
"No","2006","middle vocational","Male","4098","0.889172921465955","0.880164715161963","0.898181127769947","2"
"No","2006","middle vocational","Female","4450","0.834103871388776","0.824157426861048","0.844050315916503","2"
"No","2006","vocational + Abi","Male","324","0.772124084352154","0.731767276625127","0.81248089207918","2"
"No","2006","vocational + Abi","Female","499","0.772367889349756","0.740782762580112","0.8039530161194","2"
"Yes","2006","in school","Male","13","","","","1"
"Yes","2006","in school","Female","10","","","","1"
"Yes","2006","inadequately","Male","1","","","","1"
"Yes","2006","inadequately","Female","3","","","","1"
"Yes","2006","general elemantary","Male","40","0.0467355637730622","0.0315688300630701","0.0619022974830542","1"
"Yes","2006","general elemantary","Female","86","0.0512341458849739","0.0406120953000179","0.0618561964699299","1"
"Yes","2006","middle vocational","Male","567","0.110827078534045","0.101818872230053","0.119835284838037","1"
"Yes","2006","middle vocational","Female","923","0.165896128611224","0.155949684083497","0.175842573138952","1"
"Yes","2006","vocational + Abi","Male","91","0.227875915647846","0.18751910792082","0.268232723374873","1"
"Yes","2006","vocational + Abi","Female","178","0.227632110650244","0.1960469838806","0.259217237419888","1"
"Yes","2006","higher vocational","Male","117","0.143734165435805","0.118743117645691","0.168725213225919","1"
"Yes","2006","higher vocational","Female","119","0.196450491557865","0.165596507225629","0.227304475890102","1"
"Yes","2006","higher education","Male","393","0.264742206997468","0.242685403814531","0.286799010180406","1"
"Yes","2006","higher education","Female","312","0.207658095914193","0.186410254351323","0.228905937477063","1"
"No","2007","in school","Male","117","0.916668843497742","0.86821781234246","0.965119874653024","2"
"No","2007","in school","Female","123","0.932170218815573","0.889909541154109","0.974430896477037","2"
"No","2007","inadequately","Male","75","0.998272345849101","0.98893562833904","1.00760906335916","2"
"No","2007","inadequately","Female","134","0.967531184435936","0.937851893820922","0.997210475050949","2"
"No","2007","general elemantary","Male","617","0.938793507877503","0.920436105609892","0.957150910145114","2"
"No","2007","higher vocational","Male","595","0.837306475723419","0.810328397825543","0.864284553621295","2"
"No","2007","higher vocational","Female","439","0.739325049430118","0.703348671481639","0.775301427378597","2"
"No","2007","higher education","Male","1060","0.72876003075281","0.705938832436591","0.75158122906903","2"
"No","2007","higher education","Female","1031","0.764047973643961","0.741556467611644","0.786539479676277","2"
"No","2007","general elemantary","Female","1374","0.948713816793246","0.937399210006888","0.960028423579603","2"
"No","2007","middle vocational","Male","3773","0.884915760443263","0.875420384652324","0.894411136234202","2"
"No","2007","middle vocational","Female","4098","0.812928622239859","0.80215064770861","0.823706596771109","2"
"No","2007","vocational + Abi","Male","307","0.743782363218549","0.701001893967817","0.786562832469281","2"
"No","2007","vocational + Abi","Female","464","0.743005338864868","0.709177278717835","0.7768333990119","2"
"Yes","2007","in school","Male","8","","","","1"
"Yes","2007","in school","Female","13","","","","1"
"Yes","2007","inadequately","Male","1","","","","1"
"Yes","2007","inadequately","Female","3","","","","1"
"Yes","2007","general elemantary","Male","38","0.061206492122497","0.0428490898548864","0.0795638943901077","1"
"Yes","2007","general elemantary","Female","86","0.0512861832067544","0.0399715764203968","0.062600789993112","1"
"Yes","2007","middle vocational","Male","566","0.115084239556737","0.105588863765798","0.124579615347676","1"
"Yes","2007","middle vocational","Female","931","0.187071377760141","0.176293403228891","0.19784935229139","1"
"Yes","2007","vocational + Abi","Male","93","0.256217636781451","0.213437167530719","0.298998106032183","1"
"Yes","2007","vocational + Abi","Female","177","0.256994661135132","0.2231666009881","0.290822721282165","1"
"Yes","2007","higher vocational","Male","124","0.162693524276581","0.135715446378706","0.189671602174457","1"
"Yes","2007","higher vocational","Female","133","0.260674950569882","0.224698572621403","0.296651328518361","1"
"Yes","2007","higher education","Male","398","0.27123996924719","0.248418770930971","0.29406116756341","1"
"Yes","2007","higher education","Female","338","0.235952026356039","0.213460520323723","0.258443532388356","1"
"No","2008","in school","Male","124","0.864154246568933","0.807195639694771","0.921112853443094","2"
"No","2008","in school","Female","126","0.924533487364349","0.88062189818179","0.968445076546909","2"
"No","2008","inadequately","Male","69","0.97095623492276","0.931617050122028","1.01029541972349","2"
"No","2008","inadequately","Female","109","0.962061010282023","0.926678937810154","0.997443082753892","2"
"No","2008","general elemantary","Male","558","0.905664318293651","0.882506693940668","0.928821942646633","2"
"No","2008","higher vocational","Male","550","0.816413038306106","0.787120115029247","0.845705961582966","2"
"No","2008","higher vocational","Female","391","0.72016545849107","0.681765103130239","0.758565813851901","2"
"No","2008","higher education","Male","996","0.680651785140507","0.65643659761006","0.704866972670954","2"
"No","2008","higher education","Female","945","0.711973584700264","0.687572099021154","0.736375070379374","2"
"No","2008","general elemantary","Female","1252","0.926729339164155","0.912834231153952","0.940624447174358","2"
"No","2008","middle vocational","Male","3510","0.858637384456093","0.84799263720556","0.869282131706626","2"
"No","2008","middle vocational","Female","3760","0.782722268043109","0.771044859894009","0.794399676192209","2"
"No","2008","vocational + Abi","Male","282","0.739668458127922","0.695606119057384","0.783730797198459","2"
"No","2008","vocational + Abi","Female","417","0.704034716255187","0.667720960438311","0.740348472072063","2"
"Yes","2008","general elemantary","Male","54","0.0943356817063493","0.0711780573533668","0.117493306059332","1"
"Yes","2008","general elemantary","Female","99","0.0732706608358449","0.0593755528256421","0.0871657688460477","1"
"Yes","2008","middle vocational","Male","605","0.141362615543907","0.130717868293374","0.15200736279444","1"
"Yes","2008","middle vocational","Female","1031","0.217277731956891","0.205600323807791","0.228955140105991","1"
"Yes","2008","vocational + Abi","Male","99","0.260331541872078","0.216269202801541","0.304393880942616","1"
"Yes","2008","in school","Male","15","","","","1"
"Yes","2008","in school","Female","13","","","","1"
"Yes","2008","inadequately","Male","1","","","","1"
"Yes","2008","inadequately","Female","3","","","","1"
"Yes","2008","vocational + Abi","Female","190","0.295965283744813","0.259651527927936","0.332279039561689","1"
"Yes","2008","higher vocational","Male","121","0.183586961693894","0.154294038417034","0.212879884970753","1"
"Yes","2008","higher vocational","Female","134","0.27983454150893","0.241434186148099","0.318234896869761","1"
"Yes","2008","higher education","Male","428","0.319348214859493","0.295133027329046","0.34356340238994","1"
"Yes","2008","higher education","Female","378","0.288026415299736","0.263624929620626","0.312427900978846","1"
"No","2009","in school","Male","","","","","2"
"No","2009","in school","Female","","","","","2"
"No","2009","inadequately","Male","","","","","2"
"No","2009","inadequately","Female","","","","","2"
"No","2009","general elemantary","Male","","","","","2"
"No","2009","higher vocational","Male","","","","","2"
"No","2009","higher vocational","Female","","","","","2"
"No","2009","higher education","Male","","","","","2"
"No","2009","higher education","Female","","","","","2"
"No","2009","general elemantary","Female","","","","","2"
"No","2009","middle vocational","Male","","","","","2"
"No","2009","middle vocational","Female","","","","","2"
"No","2009","vocational + Abi","Male","","","","","2"
"No","2009","vocational + Abi","Female","","","","","2"
"Yes","2009","general elemantary","Male","","","","","1"
"Yes","2009","general elemantary","Female","","","","","1"
"Yes","2009","middle vocational","Male","","","","","1"
"Yes","2009","middle vocational","Female","","","","","1"
"Yes","2009","vocational + Abi","Male","","","","","1"
"Yes","2009","in school","Male","","","","","1"
"Yes","2009","in school","Female","","","","","1"
"Yes","2009","inadequately","Male","","","","","1"
"Yes","2009","inadequately","Female","","","","","1"
"Yes","2009","vocational + Abi","Female","","","","","1"
"Yes","2009","higher vocational","Male","","","","","1"
"Yes","2009","higher vocational","Female","","","","","1"
"Yes","2009","higher education","Male","","","","","1"
"Yes","2009","higher education","Female","","","","","1"
"No","2010","in school","Male","156","0.917763965162036","0.877741357151221","0.957786573172851","2"
"No","2010","in school","Female","132","0.870641804181624","0.817465382637066","0.923818225726183","2"
"No","2010","inadequately","Male","124","0.942755166162784","0.90266657021571","0.982843762109857","2"
"No","2010","inadequately","Female","204","0.984647793883548","0.967939108716841","1.00135647905025","2"
"No","2010","general elemantary","Male","715","0.914088813213465","0.894460351453074","0.933717274973856","2"
"No","2010","general elemantary","Female","1505","0.914792495268756","0.901201326548479","0.928383663989032","2"
"No","2010","middle vocational","Male","3972","0.842784866658644","0.832397135735686","0.853172597581602","2"
"No","2010","middle vocational","Female","4814","0.783698052380399","0.77339044473315","0.794005660027649","2"
"No","2010","vocational + Abi","Male","384","0.709931977734389","0.670890818153581","0.748973137315196","2"
"No","2010","vocational + Abi","Female","727","0.662012533790887","0.633482680684184","0.69054238689759","2"
"No","2010","higher vocational","Male","595","0.790713905259016","0.762165578111632","0.8192622324064","2"
"No","2010","higher vocational","Female","435","0.720004444609385","0.683896894224461","0.75611199499431","2"
"No","2010","higher education","Male","1197","0.656979708019146","0.634590547693198","0.679368868345094","2"
"No","2010","higher education","Female","1307","0.690564894511972","0.669613432797718","0.711516356226227","2"
"Yes","2010","general elemantary","Male","68","0.0859111867865354","0.0662827250261443","0.105539648546926","1"
"Yes","2010","general elemantary","Female","116","0.0852075047312441","0.0716163360109677","0.0987986734515205","1"
"Yes","2010","middle vocational","Male","745","0.157215133341356","0.146827402418398","0.167602864264315","1"
"Yes","2010","middle vocational","Female","1315","0.2163019476196","0.205994339972351","0.22660955526685","1"
"Yes","2010","vocational + Abi","Male","135","0.290068022265611","0.251026862684804","0.329109181846419","1"
"Yes","2010","in school","Male","25","","","","1"
"Yes","2010","in school","Female","21","","","","1"
"Yes","2010","inadequately","Male","5","","","","1"
"Yes","2010","inadequately","Female","4","","","","1"
"Yes","2010","vocational + Abi","Female","329","0.337987466209114","0.309457613102411","0.366517319315817","1"
"Yes","2010","higher vocational","Male","185","0.209286094740984","0.180737767593601","0.237834421888368","1"
"Yes","2010","higher vocational","Female","159","0.279995555390615","0.24388800500569","0.316103105775539","1"
"Yes","2010","higher education","Male","530","0.343020291980854","0.320631131654906","0.365409452306802","1"
"Yes","2010","higher education","Female","563","0.309435105488028","0.288483643773773","0.330386567202282","1"
"No","2011","in school","Male","104","0.873622770090491","0.815373636111181","0.931871904069801","2"
"No","2011","in school","Female","106","0.866040279308484","0.805351057571428","0.92672950104554","2"
"No","2011","inadequately","Male","86","0.999689290184018","0.995985908525609","1.00339267184243","2"
"No","2011","inadequately","Female","134","0.985926655508878","0.966202029797933","1.00565128121982","2"
"No","2011","general elemantary","Male","586","0.90810958853948","0.885816385962164","0.930402791116796","2"
"No","2011","general elemantary","Female","1323","0.911399999026839","0.896793798356947","0.926006199696731","2"
"No","2011","middle vocational","Male","3597","0.830216730665848","0.819049477341129","0.841383983990568","2"
"No","2011","middle vocational","Female","4007","0.770075173735126","0.758660267872419","0.781490079597832","2"
"No","2011","vocational + Abi","Male","277","0.725387127543215","0.680862550114973","0.769911704971457","2"
"No","2011","vocational + Abi","Female","464","0.645886965275221","0.610609696241521","0.681164234308922","2"
"No","2011","higher vocational","Male","565","0.801671290755441","0.772706302309496","0.830636279201386","2"
"No","2011","higher vocational","Female","344","0.722675215184752","0.683117476046882","0.762232954322623","2"
