"ple0098_v5","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2004","Full Time","(2c_gen) general maturity certificate","24","","",""
"Yes","2004","Full Time","(2c_voc) vocational maturity certificate","113","0.150715923254599","0.122393923565269","0.179037922943928"
"Yes","2004","Full Time","(3a) lower tertiary education","133","0.218093403537333","0.186100267874692","0.250086539199974"
"Yes","2004","Full Time","(3b) higher tertiary education","166","0.22539751131952","0.195086483494514","0.255708539144526"
"Yes","2004","Part Time","(0) in school","8","","",""
"Yes","2004","Part Time","(1a) inadequately completed","2","","",""
"Yes","2004","Part Time","(1b) general elementary school","16","","",""
"Yes","2004","Part Time","(1c) basic vocational qualification","131","0.115927938180513","0.0973928920478207","0.134462984313206"
"Yes","2004","Part Time","(2b) intermediate general qualification","13","","",""
"Yes","2004","Part Time","(2a) intermediate vocational","186","0.151472402869968","0.131574165490393","0.171370640249542"
"Yes","2004","Part Time","(2c_gen) general maturity certificate","39","0.115060073550614","0.0769279343595776","0.153192212741651"
"Yes","2004","Part Time","(2c_voc) vocational maturity certificate","64","0.136906610086112","0.10252520805809","0.171288012114134"
"Yes","2004","Part Time","(3a) lower tertiary education","54","0.218499580413613","0.168840670246811","0.268158490580414"
"Yes","2004","Part Time","(3b) higher tertiary education","78","0.197244980903058","0.15549753863315","0.238992423172966"
"Yes","2004","Not Working","(0) in school","37","0.064587602033584","0.0411639801659253","0.0880112239012427"
"Yes","2004","Not Working","(1a) inadequately completed","2","","",""
"Yes","2004","Not Working","(1b) general elementary school","30","0.0239823907554286","0.0153547969902434","0.0326099845206139"
"Yes","2004","Not Working","(1c) basic vocational qualification","183","0.0604271656757484","0.051591968867757","0.0692623624837399"
"Yes","2004","Not Working","(2b) intermediate general qualification","17","","",""
"Yes","2004","Not Working","(2a) intermediate vocational","163","0.158497120114195","0.136964075358325","0.180030164870066"
"Yes","2004","Not Working","(2c_gen) general maturity certificate","42","0.123579510157002","0.0853714352171778","0.161787585096826"
"Yes","2004","Not Working","(2c_voc) vocational maturity certificate","50","0.165279316521903","0.124261488888963","0.206297144154843"
"Yes","2004","Not Working","(3a) lower tertiary education","62","0.178483389760888","0.140816486661572","0.216150292860204"
"Yes","2004","Not Working","(3b) higher tertiary education","72","0.163465665227971","0.124724807897391","0.202206522558551"
"No","2004","Full Time","(0) in school","","","",""
"No","2004","Full Time","(1a) inadequately completed","49","0.970932577912511","0.924826222030142","1.01703893379488"
"No","2004","Full Time","(1b) general elementary school","372","0.936496167298536","0.912293191954275","0.960699142642797"
"No","2004","Full Time","(1c) basic vocational qualification","1529","0.870699350747754","0.854978953011188","0.886419748484321"
"No","2004","Full Time","(2b) intermediate general qualification","191","0.883937299259333","0.841023371033041","0.926851227485625"
"No","2004","Full Time","(2a) intermediate vocational","1793","0.857883437678492","0.842856163735013","0.87291071162197"
"No","2004","Full Time","(2c_gen) general maturity certificate","114","0.841611128860557","0.780695797018673","0.90252646070244"
"No","2004","Full Time","(2c_voc) vocational maturity certificate","500","0.849284076745402","0.820962077056072","0.877606076434731"
"No","2004","Full Time","(3a) lower tertiary education","507","0.781906596462667","0.749913460800026","0.813899732125308"
"No","2004","Full Time","(3b) higher tertiary education","564","0.77460248868048","0.744291460855474","0.804913516505485"
"No","2004","Part Time","(0) in school","65","0.791133128358481","0.697883689434076","0.884382567282885"
"No","2004","Part Time","(1a) inadequately completed","53","0.976078050421096","0.935694239025784","1.01646186181641"
"No","2004","Part Time","(1b) general elementary school","362","0.955815600887995","0.935098750719135","0.976532451056855"
"No","2004","Part Time","(1c) basic vocational qualification","1015","0.884072061819487","0.865537015686794","0.902607107952179"
"No","2004","Part Time","(2b) intermediate general qualification","152","0.933412790728682","0.895372975425051","0.971452606032314"
"No","2004","Part Time","(2a) intermediate vocational","1061","0.848527597130032","0.828629359750458","0.868425834509607"
"No","2004","Part Time","(2c_gen) general maturity certificate","230","0.884939926449386","0.846807787258349","0.923072065640422"
"No","2004","Part Time","(2c_voc) vocational maturity certificate","320","0.863093389913888","0.828711987885866","0.897474791941909"
"No","2004","Part Time","(3a) lower tertiary education","212","0.781500419586387","0.731841509419586","0.831159329753189"
"No","2004","Part Time","(3b) higher tertiary education","271","0.802755019096942","0.761007576827034","0.84450246136685"
"No","2004","Not Working","(0) in school","386","0.935412397966416","0.911988776098757","0.958836019834075"
"No","2004","Not Working","(1a) inadequately completed","150","0.978891474597978","0.956039563920134","1.00174338527582"
"No","2004","Not Working","(1b) general elementary school","1178","0.976017609244571","0.967390015479386","0.984645203009757"
"No","2004","Not Working","(1c) basic vocational qualification","2611","0.939572834324252","0.93073763751626","0.948408031132243"
"No","2004","Not Working","(2b) intermediate general qualification","177","0.908376473006058","0.867780433392997","0.948972512619119"
"No","2004","Not Working","(2a) intermediate vocational","942","0.841502879885805","0.819969835129934","0.863035924641675"
"No","2004","Not Working","(2c_gen) general maturity certificate","243","0.876420489842998","0.838212414903174","0.914628564782822"
"No","2004","Not Working","(2c_voc) vocational maturity certificate","265","0.834720683478097","0.793702855845157","0.875738511111037"
"No","2004","Not Working","(3a) lower tertiary education","335","0.821516610239112","0.783849707139796","0.859183513338428"
"No","2004","Not Working","(3b) higher tertiary education","278","0.836534334772029","0.797793477441449","0.875275192102609"
"Yes","2005","Full Time","(0) in school","","","",""
"Yes","2005","Full Time","(1a) inadequately completed","2","","",""
"Yes","2005","Full Time","(1b) general elementary school","20","","",""
"Yes","2005","Full Time","(1c) basic vocational qualification","233","0.151269404637674","0.133864110434991","0.168674698840357"
"Yes","2005","Full Time","(2b) intermediate general qualification","18","","",""
"Yes","2005","Full Time","(2a) intermediate vocational","309","0.168160365909271","0.151632090630036","0.184688641188506"
"Yes","2005","Full Time","(2c_gen) general maturity certificate","17","","",""
"Yes","2005","Full Time","(2c_voc) vocational maturity certificate","118","0.175991431188042","0.145263472470909","0.206719389905176"
"Yes","2005","Full Time","(3a) lower tertiary education","118","0.222668588556954","0.189267736326597","0.256069440787312"
"Yes","2005","Full Time","(3b) higher tertiary education","168","0.262678311602343","0.22998310517245","0.295373518032236"
"Yes","2005","Part Time","(0) in school","8","","",""
"Yes","2005","Part Time","(1a) inadequately completed","2","","",""
"Yes","2005","Part Time","(1b) general elementary school","13","","",""
"Yes","2005","Part Time","(1c) basic vocational qualification","121","0.122803384440504","0.102846444103507","0.142760324777501"
"Yes","2005","Part Time","(2b) intermediate general qualification","10","","",""
"Yes","2005","Part Time","(2a) intermediate vocational","208","0.16617548700738","0.145296420945827","0.187054553068933"
"Yes","2005","Part Time","(2c_gen) general maturity certificate","45","0.161099605391333","0.116754206554359","0.205445004228307"
"Yes","2005","Part Time","(2c_voc) vocational maturity certificate","79","0.168975269365809","0.131048049875981","0.206902488855637"
"Yes","2005","Part Time","(3a) lower tertiary education","57","0.175056339311341","0.130937230932206","0.219175447690475"
"Yes","2005","Part Time","(3b) higher tertiary education","79","0.211236138093346","0.168654893597351","0.253817382589341"
"Yes","2005","Not Working","(0) in school","30","0.0689813229466541","0.0450283833389642","0.0929342625543441"
"Yes","2005","Not Working","(1a) inadequately completed","3","","",""
"Yes","2005","Not Working","(1b) general elementary school","33","0.0335946777094535","0.0231489218334062","0.0440404335855008"
"Yes","2005","Not Working","(1c) basic vocational qualification","198","0.0740259792948868","0.0641026164529849","0.0839493421367886"
"Yes","2005","Not Working","(2b) intermediate general qualification","10","","",""
"Yes","2005","Not Working","(2a) intermediate vocational","177","0.174003470436939","0.150726360087806","0.197280580786072"
"Yes","2005","Not Working","(2c_gen) general maturity certificate","34","0.0897303760109346","0.0555138855071467","0.123946866514722"
"Yes","2005","Not Working","(2c_voc) vocational maturity certificate","54","0.184749409611853","0.141616874242799","0.227881944980907"
"Yes","2005","Not Working","(3a) lower tertiary education","63","0.151152285960591","0.115556749556073","0.186747822365108"
"Yes","2005","Not Working","(3b) higher tertiary education","73","0.146843970238433","0.109548822409781","0.184139118067086"
"No","2005","Full Time","(0) in school","3","","",""
"No","2005","Full Time","(1a) inadequately completed","47","0.968018152815804","0.918752575811576","1.01728372982003"
"No","2005","Full Time","(1b) general elementary school","322","0.926963907651754","0.899387657189988","0.954540158113519"
"No","2005","Full Time","(1c) basic vocational qualification","1395","0.848730595362326","0.831325301159643","0.866135889565009"
"No","2005","Full Time","(2b) intermediate general qualification","188","0.912715030155375","0.874171471026465","0.951258589284286"
"No","2005","Full Time","(2a) intermediate vocational","1658","0.831839634090729","0.815311358811494","0.848367909369964"
"No","2005","Full Time","(2c_gen) general maturity certificate","111","0.869465911424178","0.811103751467047","0.927828071381309"
"No","2005","Full Time","(2c_voc) vocational maturity certificate","472","0.824008568811957","0.793280610094824","0.854736527529091"
"No","2005","Full Time","(3a) lower tertiary education","478","0.777331411443046","0.743930559212688","0.810732263673403"
"No","2005","Full Time","(3b) higher tertiary education","528","0.737321688397657","0.704626481967764","0.77001689482755"
"No","2005","Part Time","(0) in school","69","0.835173901961409","0.75230259758095","0.918045206341869"
"No","2005","Part Time","(1a) inadequately completed","33","0.969179410383763","0.911921350310924","1.0264374704566"
"No","2005","Part Time","(1b) general elementary school","325","0.957777793846957","0.936339383288672","0.979216204405241"
"No","2005","Part Time","(1c) basic vocational qualification","918","0.877196615559496","0.857239675222499","0.897153555896493"
"No","2005","Part Time","(2b) intermediate general qualification","139","0.942290483018794","0.904847444997691","0.979733521039898"
"No","2005","Part Time","(2a) intermediate vocational","1013","0.83382451299262","0.812945446931067","0.854703579054173"
"No","2005","Part Time","(2c_gen) general maturity certificate","219","0.838900394608667","0.794554995771693","0.883245793445641"
"No","2005","Part Time","(2c_voc) vocational maturity certificate","296","0.831024730634191","0.793097511144363","0.868951950124019"
"No","2005","Part Time","(3a) lower tertiary education","228","0.824943660688659","0.780824552309525","0.869062769067794"
"No","2005","Part Time","(3b) higher tertiary education","274","0.788763861906654","0.746182617410659","0.831345106402649"
"No","2005","Not Working","(0) in school","400","0.931018677053346","0.907065737445656","0.954971616661036"
"No","2005","Not Working","(1a) inadequately completed","152","0.968804741369513","0.941436640299372","0.996172842439655"
"No","2005","Not Working","(1b) general elementary school","1110","0.966405322290547","0.955959566414499","0.976851078166594"
"No","2005","Not Working","(1c) basic vocational qualification","2476","0.925974020705113","0.916050657863211","0.935897383547015"
"No","2005","Not Working","(2b) intermediate general qualification","178","0.936432779031401","0.901556986717298","0.971308571345503"
"No","2005","Not Working","(2a) intermediate vocational","842","0.825996529563061","0.802719419213928","0.849273639912194"
"No","2005","Not Working","(2c_gen) general maturity certificate","234","0.910269623989065","0.876053133485278","0.944486114492853"
"No","2005","Not Working","(2c_voc) vocational maturity certificate","257","0.815250590388147","0.772118055019093","0.858383125757201"
"No","2005","Not Working","(3a) lower tertiary education","326","0.84884771403941","0.813252177634892","0.884443250443927"
"No","2005","Not Working","(3b) higher tertiary education","273","0.853156029761566","0.815860881932914","0.890451177590219"
"Yes","2006","Full Time","(0) in school","1","","",""
"Yes","2006","Full Time","(1a) inadequately completed","1","","",""
"Yes","2006","Full Time","(1b) general elementary school","18","","",""
"Yes","2006","Full Time","(1c) basic vocational qualification","286","0.154405306025589","0.137333876455854","0.171476735595324"
"Yes","2006","Full Time","(2b) intermediate general qualification","23","","",""
"Yes","2006","Full Time","(2a) intermediate vocational","379","0.189710107849117","0.172766870630929","0.206653345067304"
"Yes","2006","Full Time","(2c_gen) general maturity certificate","20","","",""
"Yes","2006","Full Time","(2c_voc) vocational maturity certificate","144","0.229835034698876","0.19749120754787","0.262178861849882"
"Yes","2006","Full Time","(3a) lower tertiary education","174","0.277064786819757","0.242790549682978","0.311339023956536"
"Yes","2006","Full Time","(3b) higher tertiary education","201","0.27206927461562","0.240676896574039","0.303461652657201"
"Yes","2006","Part Time","(0) in school","3","","",""
"Yes","2006","Part Time","(1a) inadequately completed","3","","",""
"Yes","2006","Part Time","(1b) general elementary school","17","","",""
"Yes","2006","Part Time","(1c) basic vocational qualification","152","0.121520546550791","0.10202533151408","0.141015761587503"
"Yes","2006","Part Time","(2b) intermediate general qualification","16","","",""
"Yes","2006","Part Time","(2a) intermediate vocational","256","0.204803326295751","0.182832248058031","0.22677440453347"
"Yes","2006","Part Time","(2c_gen) general maturity certificate","43","0.140247564027342","0.0974595429289183","0.183035585125765"
"Yes","2006","Part Time","(2c_voc) vocational maturity certificate","103","0.217534118949617","0.17710311814925","0.257965119749985"
"Yes","2006","Part Time","(3a) lower tertiary education","59","0.223318582722661","0.175468192345276","0.271168973100045"
"Yes","2006","Part Time","(3b) higher tertiary education","92","0.237804313602868","0.195442422878867","0.280166204326869"
"Yes","2006","Not Working","(0) in school","19","","",""
"Yes","2006","Not Working","(1a) inadequately completed","5","","",""
"Yes","2006","Not Working","(1b) general elementary school","36","0.0322210415742518","0.0224160563127487","0.042026026835755"
"Yes","2006","Not Working","(1c) basic vocational qualification","260","0.0810548643480538","0.0712113381657247","0.0908983905303828"
"Yes","2006","Not Working","(2b) intermediate general qualification","16","","",""
"Yes","2006","Not Working","(2a) intermediate vocational","219","0.173466142112958","0.151988647842208","0.194943636383709"
"Yes","2006","Not Working","(2c_gen) general maturity certificate","47","0.1138615018104","0.0785019704518245","0.149221033168975"
"Yes","2006","Not Working","(2c_voc) vocational maturity certificate","71","0.183776006136143","0.142728750966147","0.224823261306138"
"Yes","2006","Not Working","(3a) lower tertiary education","83","0.193690759671636","0.156424870564704","0.230956648778567"
"Yes","2006","Not Working","(3b) higher tertiary education","96","0.187458635538595","0.149164073368747","0.225753197708443"
"No","2006","Full Time","(0) in school","4","","",""
"No","2006","Full Time","(1a) inadequately completed","44","0.961911548008905","0.905986538767308","1.0178365572505"
"No","2006","Full Time","(1b) general elementary school","316","0.951658075001079","0.928655455465202","0.974660694536957"
"No","2006","Full Time","(1c) basic vocational qualification","1435","0.845594693974411","0.828523264404676","0.862666123544146"
"No","2006","Full Time","(2b) intermediate general qualification","159","0.879039317599059","0.831665469689208","0.926413165508911"
"No","2006","Full Time","(2a) intermediate vocational","1678","0.810289892150883","0.793346654932696","0.827233129369071"
"No","2006","Full Time","(2c_gen) general maturity certificate","100","0.809339126014619","0.739055602503592","0.879622649525646"
"No","2006","Full Time","(2c_voc) vocational maturity certificate","506","0.770164965301124","0.737821138150118","0.80250879245213"
"No","2006","Full Time","(3a) lower tertiary education","481","0.722935213180243","0.688660976043464","0.757209450317022"
"No","2006","Full Time","(3b) higher tertiary education","571","0.72793072538438","0.696538347342799","0.759323103425961"
"No","2006","Part Time","(0) in school","48","0.846855831742911","0.748019191042972","0.94569247244285"
"No","2006","Part Time","(1a) inadequately completed","29","","",""
"No","2006","Part Time","(1b) general elementary school","309","0.955138909485405","0.932668681808532","0.977609137162278"
"No","2006","Part Time","(1c) basic vocational qualification","927","0.878479453449209","0.858984238412497","0.89797466848592"
"No","2006","Part Time","(2b) intermediate general qualification","152","0.939091649426152","0.902926866811591","0.975256432040713"
"No","2006","Part Time","(2a) intermediate vocational","1040","0.795196673704249","0.77322559546653","0.817167751941969"
"No","2006","Part Time","(2c_gen) general maturity certificate","210","0.859752435972658","0.816964414874235","0.902540457071082"
"No","2006","Part Time","(2c_voc) vocational maturity certificate","297","0.782465881050383","0.742034880250015","0.82289688185075"
"No","2006","Part Time","(3a) lower tertiary education","232","0.776681417277339","0.728831026899955","0.824531807654724"
"No","2006","Part Time","(3b) higher tertiary education","296","0.762195686397133","0.719833795673132","0.804557577121134"
"No","2006","Not Working","(0) in school","221","0.913243329034581","0.877632083493059","0.948854574576102"
"No","2006","Not Working","(1a) inadequately completed","153","0.960015941386682","0.929466574966313","0.990565307807052"
"No","2006","Not Working","(1b) general elementary school","1210","0.967778958425748","0.957973973164245","0.977583943687251"
"No","2006","Not Working","(1c) basic vocational qualification","2693","0.918945135651946","0.909101609469617","0.928788661834275"
"No","2006","Not Working","(2b) intermediate general qualification","175","0.893333631546096","0.849556025951629","0.937111237140563"
"No","2006","Not Working","(2a) intermediate vocational","975","0.826533857887042","0.805056363616291","0.848011352157792"
"No","2006","Not Working","(2c_gen) general maturity certificate","263","0.8861384981896","0.850778966831025","0.921498029548176"
"No","2006","Not Working","(2c_voc) vocational maturity certificate","271","0.816223993863857","0.775176738693862","0.857271249033853"
"No","2006","Not Working","(3a) lower tertiary education","349","0.806309240328364","0.769043351221433","0.843575129435296"
"No","2006","Not Working","(3b) higher tertiary education","303","0.812541364461405","0.774246802291557","0.850835926631253"
"Yes","2007","Full Time","(0) in school","","","",""
"Yes","2007","Full Time","(1a) inadequately completed","1","","",""
"Yes","2007","Full Time","(1b) general elementary school","18","","",""
"Yes","2007","Full Time","(1c) basic vocational qualification","286","0.174458163331135","0.15569798286638","0.19321834379589"
"Yes","2007","Full Time","(2b) intermediate general qualification","18","","",""
"Yes","2007","Full Time","(2a) intermediate vocational","395","0.193577448412991","0.176068003490814","0.211086893335167"
"Yes","2007","Full Time","(2c_gen) general maturity certificate","17","","",""
"Yes","2007","Full Time","(2c_voc) vocational maturity certificate","166","0.277349657600371","0.242138507199103","0.312560808001639"
"Yes","2007","Full Time","(3a) lower tertiary education","158","0.308283687815759","0.271178990800004","0.345388384831514"
"Yes","2007","Full Time","(3b) higher tertiary education","203","0.280937400780317","0.248554156098249","0.313320645462386"
"Yes","2007","Part Time","(0) in school","3","","",""
"Yes","2007","Part Time","(1a) inadequately completed","5","","",""
"Yes","2007","Part Time","(1b) general elementary school","18","","",""
"Yes","2007","Part Time","(1c) basic vocational qualification","150","0.129902102124347","0.108701330049723","0.151102874198971"
"Yes","2007","Part Time","(2b) intermediate general qualification","16","","",""
"Yes","2007","Part Time","(2a) intermediate vocational","252","0.238851978746675","0.215081504922497","0.262622452570853"
"Yes","2007","Part Time","(2c_gen) general maturity certificate","44","0.123988099764073","0.0829707821553131","0.165005417372833"
"Yes","2007","Part Time","(2c_voc) vocational maturity certificate","85","0.215278109513201","0.173510998130086","0.257045220896315"
"Yes","2007","Part Time","(3a) lower tertiary education","74","0.251766239235001","0.202069067111388","0.301463411358613"
"Yes","2007","Part Time","(3b) higher tertiary education","103","0.245772120559308","0.202020492308356","0.289523748810259"
"Yes","2007","Not Working","(0) in school","18","","",""
"Yes","2007","Not Working","(1a) inadequately completed","3","","",""
"Yes","2007","Not Working","(1b) general elementary school","36","0.0325968302380909","0.0220692284680447","0.0431244320081371"
"Yes","2007","Not Working","(1c) basic vocational qualification","262","0.0972193016804082","0.0860755723426794","0.108363031018137"
"Yes","2007","Not Working","(2b) intermediate general qualification","19","","",""
"Yes","2007","Not Working","(2a) intermediate vocational","224","0.196538135954889","0.17334819773963","0.219728074170149"
"Yes","2007","Not Working","(2c_gen) general maturity certificate","42","0.152090778340485","0.11002826727105","0.19415328940992"
"Yes","2007","Not Working","(2c_voc) vocational maturity certificate","75","0.20597660347951","0.161804736962136","0.250148469996884"
"Yes","2007","Not Working","(3a) lower tertiary education","93","0.216524273960915","0.177133953494842","0.255914594426988"
"Yes","2007","Not Working","(3b) higher tertiary education","105","0.191808806666701","0.153557857616728","0.230059755716675"
"No","2007","Full Time","(0) in school","","","",""
"No","2007","Full Time","(1a) inadequately completed","33","0.993231764345512","0.965672243136568","1.02079128555446"
"No","2007","Full Time","(1b) general elementary school","259","0.922400002008886","0.890893607328276","0.953906396689496"
"No","2007","Full Time","(1c) basic vocational qualification","1286","0.825541836668865","0.80678165620411","0.84430201713362"
"No","2007","Full Time","(2b) intermediate general qualification","144","0.916108667741634","0.873419014656314","0.958798320826954"
"No","2007","Full Time","(2a) intermediate vocational","1561","0.806422551587009","0.788913106664833","0.823931996509186"
"No","2007","Full Time","(2c_gen) general maturity certificate","105","0.880760604656894","0.823255420486406","0.938265788827383"
"No","2007","Full Time","(2c_voc) vocational maturity certificate","455","0.722650342399629","0.687439191998361","0.757861492800897"
"No","2007","Full Time","(3a) lower tertiary education","437","0.691716312184241","0.654611615168487","0.728821009199996"
"No","2007","Full Time","(3b) higher tertiary education","537","0.719062599219683","0.686679354537614","0.751445843901751"
"No","2007","Part Time","(0) in school","37","0.84938468322414","0.738542549420598","0.960226817027682"
"No","2007","Part Time","(1a) inadequately completed","35","0.945864895392044","0.875740014073773","1.01598977671031"
"No","2007","Part Time","(1b) general elementary school","295","0.950761025221497","0.926791131510002","0.974730918932992"
"No","2007","Part Time","(1c) basic vocational qualification","816","0.870097897875653","0.848897125801029","0.891298669950277"
"No","2007","Part Time","(2b) intermediate general qualification","118","0.901808717089244","0.851425096429894","0.952192337748594"
"No","2007","Part Time","(2a) intermediate vocational","984","0.761148021253325","0.737377547429147","0.784918495077503"
"No","2007","Part Time","(2c_gen) general maturity certificate","204","0.876011900235927","0.834994582627167","0.917029217844687"
"No","2007","Part Time","(2c_voc) vocational maturity certificate","287","0.784721890486799","0.742954779103685","0.826489001869913"
"No","2007","Part Time","(3a) lower tertiary education","219","0.748233760764999","0.698536588641387","0.797930932888612"
"No","2007","Part Time","(3b) higher tertiary education","269","0.754227879440692","0.710476251189741","0.797979507691644"
"No","2007","Not Working","(0) in school","203","0.941071343521969","0.910023853334823","0.972118833709115"
"No","2007","Not Working","(1a) inadequately completed","132","0.974857143595333","0.948447715073585","1.00126657211708"
"No","2007","Not Working","(1b) general elementary school","1057","0.967403169761909","0.956875567991863","0.977930771531955"
"No","2007","Not Working","(1c) basic vocational qualification","2453","0.902780698319592","0.891636968981863","0.913924427657321"
"No","2007","Not Working","(2b) intermediate general qualification","159","0.89605838221245","0.851225054073104","0.940891710351796"
"No","2007","Not Working","(2a) intermediate vocational","904","0.803461864045111","0.780271925829851","0.82665180226037"
"No","2007","Not Working","(2c_gen) general maturity certificate","238","0.847909221659515","0.80584671059008","0.88997173272895"
"No","2007","Not Working","(2c_voc) vocational maturity certificate","247","0.79402339652049","0.749851530003116","0.838195263037864"
"No","2007","Not Working","(3a) lower tertiary education","327","0.783475726039085","0.744085405573012","0.822866046505158"
"No","2007","Not Working","(3b) higher tertiary education","302","0.808191193333299","0.769940244283325","0.846442142383272"
"Yes","2008","Full Time","(0) in school","","","",""
"Yes","2008","Full Time","(1a) inadequately completed","3","","",""
"Yes","2008","Full Time","(1b) general elementary school","23","","",""
"Yes","2008","Full Time","(1c) basic vocational qualification","299","0.197729177978183","0.177492346989628","0.217966008966738"
"Yes","2008","Full Time","(2b) intermediate general qualification","22","","",""
"Yes","2008","Full Time","(2a) intermediate vocational","419","0.219556691982683","0.201174485731389","0.237938898233978"
"Yes","2008","Full Time","(2c_gen) general maturity certificate","24","","",""
"Yes","2008","Full Time","(2c_voc) vocational maturity certificate","168","0.307492245596154","0.269741846330843","0.345242644861466"
"Yes","2008","Full Time","(3a) lower tertiary education","172","0.335866870156341","0.297594856386141","0.374138883926541"
"Yes","2008","Full Time","(3b) higher tertiary education","228","0.354072077333686","0.319091760572924","0.389052394094449"
"Yes","2008","Part Time","(0) in school","7","","",""
"Yes","2008","Part Time","(1a) inadequately completed","4","","",""
"Yes","2008","Part Time","(1b) general elementary school","17","","",""
"Yes","2008","Part Time","(1c) basic vocational qualification","174","0.173655028130273","0.149096667703564","0.198213388556982"
"Yes","2008","Part Time","(2b) intermediate general qualification","17","","",""
"Yes","2008","Part Time","(2a) intermediate vocational","297","0.26701066520298","0.241475035641272","0.292546294764689"
"Yes","2008","Part Time","(2c_gen) general maturity certificate","34","0.118548165534446","0.0767717778313075","0.160324553237584"
"Yes","2008","Part Time","(2c_voc) vocational maturity certificate","99","0.217194465768057","0.175123136975257","0.259265794560858"
"Yes","2008","Part Time","(3a) lower tertiary education","85","0.329787538950701","0.274222053347864","0.385353024553538"
"Yes","2008","Part Time","(3b) higher tertiary education","96","0.274460743692415","0.227440961040318","0.321480526344512"
"Yes","2008","Not Working","(0) in school","21","","",""
"Yes","2008","Not Working","(1a) inadequately completed","5","","",""
"Yes","2008","Not Working","(1b) general elementary school","49","0.0542928331440955","0.0402975094268316","0.0682881568613594"
"Yes","2008","Not Working","(1c) basic vocational qualification","295","0.116882913107856","0.104390957968929","0.129374868246783"
"Yes","2008","Not Working","(2b) intermediate general qualification","25","","",""
"Yes","2008","Not Working","(2a) intermediate vocational","229","0.222554871368392","0.197164316949125","0.247945425787659"
"Yes","2008","Not Working","(2c_gen) general maturity certificate","41","0.169814142060768","0.124262668519932","0.215365615601604"
"Yes","2008","Not Working","(2c_voc) vocational maturity certificate","75","0.249938827530499","0.200446300136596","0.299431354924402"
"Yes","2008","Not Working","(3a) lower tertiary education","105","0.248433125439328","0.20715731495298","0.289708935925676"
"Yes","2008","Not Working","(3b) higher tertiary education","120","0.245133230410503","0.203082716049386","0.287183744771619"
"No","2008","Full Time","(0) in school","2","","",""
"No","2008","Full Time","(1a) inadequately completed","29","","",""
"No","2008","Full Time","(1b) general elementary school","241","0.901905032391154","0.866025242041983","0.937784822740325"
"No","2008","Full Time","(1c) basic vocational qualification","1189","0.802270822021817","0.782033991033262","0.822507653010372"
"No","2008","Full Time","(2b) intermediate general qualification","140","0.836577058275635","0.779639338460453","0.893514778090816"
"No","2008","Full Time","(2a) intermediate vocational","1529","0.780443308017317","0.762061101766022","0.798825514268611"
"No","2008","Full Time","(2c_gen) general maturity certificate","83","0.732574868876318","0.648709373057749","0.816440364694886"
"No","2008","Full Time","(2c_voc) vocational maturity certificate","406","0.692507754403846","0.654757355138534","0.730258153669157"
"No","2008","Full Time","(3a) lower tertiary education","413","0.664133129843659","0.625861116073459","0.702405143613859"
"No","2008","Full Time","(3b) higher tertiary education","490","0.645927922666314","0.610947605905551","0.680908239427076"
"No","2008","Part Time","(0) in school","45","0.819281363514637","0.714697561081118","0.923865165948157"
"No","2008","Part Time","(1a) inadequately completed","32","0.856666825901222","0.742200913463845","0.971132738338598"
"No","2008","Part Time","(1b) general elementary school","265","0.943426502102192","0.916462516368021","0.970390487836362"
"No","2008","Part Time","(1c) basic vocational qualification","740","0.826344971869727","0.801786611443018","0.850903332296436"
"No","2008","Part Time","(2b) intermediate general qualification","101","0.886994962219042","0.829871231083867","0.944118693354217"
"No","2008","Part Time","(2a) intermediate vocational","856","0.73298933479702","0.707453705235311","0.758524964358728"
"No","2008","Part Time","(2c_gen) general maturity certificate","196","0.881451834465554","0.839675446762416","0.923228222168692"
"No","2008","Part Time","(2c_voc) vocational maturity certificate","270","0.782805534231942","0.740734205439142","0.824876863024743"
"No","2008","Part Time","(3a) lower tertiary education","190","0.670212461049299","0.614646975446462","0.725777946652136"
"No","2008","Part Time","(3b) higher tertiary education","250","0.725539256307585","0.678519473655487","0.772559038959682"
"No","2008","Not Working","(0) in school","206","0.912097437532883","0.875262787499957","0.948932087565809"
"No","2008","Not Working","(1a) inadequately completed","109","0.945369312039258","0.903652150571898","0.987086473506618"
"No","2008","Not Working","(1b) general elementary school","958","0.945707166855905","0.931711843138641","0.959702490573168"
"No","2008","Not Working","(1c) basic vocational qualification","2246","0.883117086892144","0.870625131753217","0.89560904203107"
"No","2008","Not Working","(2b) intermediate general qualification","143","0.859591376938287","0.807057873409188","0.912124880467386"
"No","2008","Not Working","(2a) intermediate vocational","802","0.777445128631608","0.752054574212341","0.802835683050875"
"No","2008","Not Working","(2c_gen) general maturity certificate","220","0.830185857939232","0.784634384398396","0.875737331480068"
"No","2008","Not Working","(2c_voc) vocational maturity certificate","219","0.750061172469501","0.700568645075598","0.799553699863404"
"No","2008","Not Working","(3a) lower tertiary education","316","0.751566874560672","0.710291064074324","0.79284268504702"
"No","2008","Not Working","(3b) higher tertiary education","282","0.754866769589497","0.712816255228381","0.796917283950614"
"Yes","2009","Full Time","(0) in school","","","",""
"Yes","2009","Full Time","(1a) inadequately completed","","","",""
"Yes","2009","Full Time","(1b) general elementary school","","","",""
"Yes","2009","Full Time","(1c) basic vocational qualification","","","",""
"Yes","2009","Full Time","(2b) intermediate general qualification","","","",""
