"ple0098_v5","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"No","2004","Lower Saxony","Urban Area","684","0.8839090506983","0.861641753871583","0.906176347525017"
"No","2004","Lower Saxony","Rural Area","713","0.895806061215762","0.874740616266913","0.91687150616461"
"No","2004","Bremen","Urban Area","131","0.909736999509286","0.863570170547956","0.955903828470616"
"No","2004","Bremen","Rural Area","","","",""
"No","2004","North Rhine-Westphalia","Urban Area","3056","0.848748309160841","0.837162720762267","0.860333897559416"
"No","2004","North Rhine-Westphalia","Rural Area","79","0.962681713551997","0.922853514144099","1.00250991295989"
"No","2004","Hesse","Urban Area","840","0.895873064547762","0.87646140724375","0.915284721851774"
"No","2004","Hesse","Rural Area","199","0.963937120744816","0.939243738168199","0.988630503321434"
"No","2004","Rhineland-Palatinate,Saarland","Urban Area","757","0.906349169294929","0.886705467886343","0.925992870703514"
"No","2004","Rhineland-Palatinate,Saarland","Rural Area","229","0.877949881607724","0.837772468952285","0.918127294263164"
"No","2004","Baden-Württemberg","Urban Area","1718","0.850566497386209","0.835057697351742","0.866075297420677"
"No","2004","Baden-Württemberg","Rural Area","169","0.852859738220678","0.80275231782226","0.902967158619096"
"No","2004","Bavaria","Urban Area","983","0.822475173565594","0.800617446950403","0.844332900180785"
"No","2004","Bavaria","Rural Area","1091","0.856613962250786","0.83749646764878","0.875731456852793"
"No","2004","Berlin","Urban Area","614","0.930098982594789","0.910763002385104","0.949434962804473"
"No","2004","Berlin","Rural Area","","","",""
"No","2004","Brandenburg","Urban Area","55","0.886863060615578","0.809857531602973","0.963868589628184"
"No","2004","Brandenburg","Rural Area","736","0.932276711756586","0.914732800636198","0.949820622876974"
"No","2004","Mecklenburg-Western Pomerania","Urban Area","64","0.956512068877497","0.907676045793598","1.0053480919614"
"No","2004","Mecklenburg-Western Pomerania","Rural Area","378","0.938190545290875","0.914532463054646","0.961848627527104"
"No","2004","Saxony","Urban Area","655","0.927329443088107","0.908314814420357","0.946344071755858"
"No","2004","Saxony","Rural Area","690","0.94552176955191","0.929169445172409","0.961874093931411"
"No","2004","Saxony-Anhalt","Urban Area","211","0.955358405823417","0.928314021812471","0.982402789834364"
"No","2004","Saxony-Anhalt","Rural Area","607","0.96288310506723","0.948236711295202","0.977529498839257"
"No","2004","Thuringia","Urban Area","245","0.960154272445247","0.936470066146047","0.983838478744447"
"No","2004","Thuringia","Rural Area","576","0.958075886830171","0.942184588415066","0.973967185245277"
"Yes","2005","Schleswig-Holstein","Urban Area","17","","",""
"Yes","2005","Schleswig-Holstein","Rural Area","26","","",""
"Yes","2005","Hamburg","Urban Area","32","0.129522491246422","0.0876478609149167","0.171397121577928"
"Yes","2005","Hamburg","Rural Area","","","",""
"Yes","2005","Lower Saxony","Urban Area","107","0.113000050370651","0.0903572968709126","0.13564280387039"
"Yes","2005","Lower Saxony","Rural Area","107","0.133670026510223","0.109727172485321","0.157612880535125"
"Yes","2005","Bremen","Urban Area","17","","",""
"Yes","2005","Bremen","Rural Area","","","",""
"Yes","2005","North Rhine-Westphalia","Urban Area","608","0.165721323317245","0.1533992736065","0.17804337302799"
"Yes","2005","North Rhine-Westphalia","Rural Area","7","","",""
"Yes","2005","Hesse","Urban Area","131","0.134858033653969","0.112480167366664","0.157235899941274"
"Yes","2005","Hesse","Rural Area","25","","",""
"Yes","2005","Rhineland-Palatinate,Saarland","Urban Area","103","0.121268942306461","0.0986340994167595","0.143903785196163"
"Yes","2005","Rhineland-Palatinate,Saarland","Rural Area","26","","",""
"Yes","2005","Baden-Württemberg","Urban Area","312","0.160869673653141","0.144583220703286","0.177156126602995"
"Yes","2005","Baden-Württemberg","Rural Area","25","","",""
"Yes","2005","Bavaria","Urban Area","191","0.186392553588277","0.163606275198028","0.209178831978526"
"Yes","2005","Bavaria","Rural Area","208","0.144678264086994","0.124890116235314","0.164466411938673"
"Yes","2005","Berlin","Urban Area","50","0.0703624112004008","0.0504070034594093","0.0903178189413922"
"Yes","2005","Berlin","Rural Area","","","",""
"Yes","2005","Brandenburg","Urban Area","12","","",""
"Yes","2005","Brandenburg","Rural Area","59","0.0942573130917282","0.0734568294019311","0.115057796781525"
"Yes","2005","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"Yes","2005","Mecklenburg-Western Pomerania","Rural Area","16","","",""
"Yes","2005","Saxony","Urban Area","57","0.0676019090230432","0.0489499849382301","0.0862538331078563"
"Yes","2005","Saxony","Rural Area","72","0.0783976277734998","0.0584424796989457","0.098352775848054"
"Yes","2005","Saxony-Anhalt","Urban Area","18","","",""
"Yes","2005","Saxony-Anhalt","Rural Area","38","0.0422559465791183","0.0264335982813582","0.0580782948768785"
"Yes","2005","Thuringia","Urban Area","23","","",""
"Yes","2005","Thuringia","Rural Area","39","0.0449213665450574","0.0279469005331997","0.0618958325569151"
"No","2005","Schleswig-Holstein","Urban Area","201","0.944612052374338","0.914248385231816","0.974975719516861"
"No","2005","Schleswig-Holstein","Rural Area","287","0.943153598772579","0.917501752808672","0.968805444736487"
"No","2005","Hamburg","Urban Area","215","0.870477508753578","0.828602878422072","0.912352139085083"
"No","2005","Hamburg","Rural Area","","","",""
"No","2005","Lower Saxony","Urban Area","644","0.886999949629349","0.86435719612961","0.909642703129087"
"No","2005","Lower Saxony","Rural Area","669","0.866329973489777","0.842387119464876","0.890272827514679"
"No","2005","Bremen","Urban Area","113","0.870589055616322","0.812890024605587","0.928288086627057"
"No","2005","Bremen","Rural Area","","","",""
"No","2005","North Rhine-Westphalia","Urban Area","2890","0.834278676682755","0.82195662697201","0.8466007263935"
"No","2005","North Rhine-Westphalia","Rural Area","79","0.956239684492483","0.913005978058637","0.999473390926329"
"No","2005","Hesse","Urban Area","764","0.865141966346031","0.842764100058726","0.887519832633336"
"No","2005","Hesse","Rural Area","193","0.881335791168868","0.838406825783199","0.924264756554537"
"No","2005","Rhineland-Palatinate,Saarland","Urban Area","696","0.878731057693539","0.856096214803837","0.901365900583241"
"No","2005","Rhineland-Palatinate,Saarland","Rural Area","213","0.876907656883473","0.83525510720544","0.918560206561506"
"No","2005","Baden-Württemberg","Urban Area","1643","0.839130326346859","0.822843873397005","0.855416779296714"
"No","2005","Baden-Württemberg","Rural Area","151","0.873940336600701","0.824903694748127","0.922976978453274"
"No","2005","Bavaria","Urban Area","931","0.813607446411723","0.790821168021474","0.836393724801972"
"No","2005","Bavaria","Rural Area","1006","0.855321735913006","0.835533588061327","0.875109883764686"
"No","2005","Berlin","Urban Area","581","0.929637588799599","0.909682181058608","0.949592996540591"
"No","2005","Berlin","Rural Area","","","",""
"No","2005","Brandenburg","Urban Area","56","0.864989342412303","0.783765591896888","0.946213092927717"
"No","2005","Brandenburg","Rural Area","699","0.905742686908272","0.884942203218475","0.926543170598069"
"No","2005","Mecklenburg-Western Pomerania","Urban Area","60","0.992373193871736","0.970541268444751","1.01420511929872"
"No","2005","Mecklenburg-Western Pomerania","Rural Area","375","0.970696721754138","0.953979673416404","0.987413770091871"
"No","2005","Saxony","Urban Area","639","0.932398090976957","0.913746166892144","0.95105001506177"
"No","2005","Saxony","Rural Area","625","0.9216023722265","0.901647224151946","0.941557520301054"
"No","2005","Saxony-Anhalt","Urban Area","195","0.932946055037531","0.899356927573502","0.96653518250156"
"No","2005","Saxony-Anhalt","Rural Area","583","0.957744053420882","0.941921705123121","0.973566401718642"
"No","2005","Thuringia","Urban Area","231","0.930283262896372","0.89896430067527","0.961602225117475"
"No","2005","Thuringia","Rural Area","533","0.955078633454943","0.938104167443085","0.9720530994668"
"Yes","2006","Schleswig-Holstein","Urban Area","33","0.131758404728674","0.0886974776247868","0.174819331832562"
"Yes","2006","Schleswig-Holstein","Rural Area","43","0.0956584953402091","0.0638767205163277","0.12744027016409"
"Yes","2006","Hamburg","Urban Area","41","0.168236158992436","0.122678867157445","0.213793450827426"
"Yes","2006","Hamburg","Rural Area","","","",""
"Yes","2006","Lower Saxony","Urban Area","138","0.129694965852976","0.106443078286772","0.15294685341918"
"Yes","2006","Lower Saxony","Rural Area","127","0.150568319482077","0.126790652972365","0.174345985991788"
"Yes","2006","Bremen","Urban Area","18","","",""
"Yes","2006","Bremen","Rural Area","","","",""
"Yes","2006","North Rhine-Westphalia","Urban Area","708","0.173895378251789","0.161597711926727","0.186193044576851"
"Yes","2006","North Rhine-Westphalia","Rural Area","7","","",""
"Yes","2006","Hesse","Urban Area","175","0.146766719593333","0.124393211558878","0.169140227627788"
"Yes","2006","Hesse","Rural Area","32","0.119428205958341","0.0778777301248775","0.160978681791805"
"Yes","2006","Rhineland-Palatinate,Saarland","Urban Area","105","0.120222063632317","0.0979487535876949","0.142495373676939"
"Yes","2006","Rhineland-Palatinate,Saarland","Rural Area","28","","",""
"Yes","2006","Baden-Württemberg","Urban Area","381","0.16436432587211","0.148502209078052","0.180226442666167"
"Yes","2006","Baden-Württemberg","Rural Area","39","0.200733368692714","0.144076430098778","0.25739030728665"
"Yes","2006","Bavaria","Urban Area","274","0.23171878396573","0.207935289312545","0.255502278618915"
"Yes","2006","Bavaria","Rural Area","251","0.167415541787846","0.147410840516749","0.187420243058943"
"Yes","2006","Berlin","Urban Area","71","0.105142284544557","0.0815069557211658","0.128777613367948"
"Yes","2006","Berlin","Rural Area","","","",""
"Yes","2006","Brandenburg","Urban Area","11","","",""
"Yes","2006","Brandenburg","Rural Area","84","0.123236154739057","0.100682683337729","0.145789626140385"
"Yes","2006","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Yes","2006","Mecklenburg-Western Pomerania","Rural Area","29","","",""
"Yes","2006","Saxony","Urban Area","73","0.0785868801503459","0.0594430239709781","0.0977307363297137"
"Yes","2006","Saxony","Rural Area","70","0.094122632429429","0.0725987742736539","0.115646490585204"
"Yes","2006","Saxony-Anhalt","Urban Area","19","","",""
"Yes","2006","Saxony-Anhalt","Rural Area","42","0.0439476639076826","0.0280670665431302","0.0598282612722351"
"Yes","2006","Thuringia","Urban Area","24","","",""
"Yes","2006","Thuringia","Rural Area","51","0.0573262408620973","0.0390279853664235","0.0756244963577711"
"No","2006","Schleswig-Holstein","Urban Area","204","0.868241595271326","0.825180668167438","0.911302522375213"
"No","2006","Schleswig-Holstein","Rural Area","286","0.904341504659791","0.87255972983591","0.936123279483672"
"No","2006","Hamburg","Urban Area","218","0.831763841007564","0.786206549172574","0.877321132842555"
"No","2006","Hamburg","Rural Area","","","",""
"No","2006","Lower Saxony","Urban Area","664","0.870305034147024","0.84705314658082","0.893556921713228"
"No","2006","Lower Saxony","Rural Area","742","0.849431680517923","0.825654014008212","0.873209347027635"
"No","2006","Bremen","Urban Area","110","0.916105298691792","0.868078562939668","0.964132034443917"
"No","2006","Bremen","Rural Area","","","",""
"No","2006","North Rhine-Westphalia","Urban Area","2941","0.826104621748211","0.813806955423149","0.838402288073273"
"No","2006","North Rhine-Westphalia","Rural Area","88","0.91312416772145","0.856487108383347","0.969761227059552"
"No","2006","Hesse","Urban Area","786","0.853233280406667","0.830859772372212","0.875606788441122"
"No","2006","Hesse","Rural Area","202","0.880571794041659","0.839021318208194","0.922122269875123"
"No","2006","Rhineland-Palatinate,Saarland","Urban Area","714","0.879777936367683","0.857504626323061","0.902051246412305"
"No","2006","Rhineland-Palatinate,Saarland","Rural Area","228","0.89890785018717","0.861980817478767","0.935834882895573"
"No","2006","Baden-Württemberg","Urban Area","1716","0.83563567412789","0.819773557333832","0.851497790921948"
"No","2006","Baden-Württemberg","Rural Area","153","0.799266631307286","0.74260969271335","0.855923569901222"
"No","2006","Bavaria","Urban Area","935","0.76828121603427","0.744497721381085","0.792064710687455"
"No","2006","Bavaria","Rural Area","1087","0.832584458212154","0.812579756941057","0.852589159483251"
"No","2006","Berlin","Urban Area","576","0.894857715455443","0.871222386632052","0.918493044278834"
"No","2006","Berlin","Rural Area","","","",""
"No","2006","Brandenburg","Urban Area","54","0.865988963414228","0.783172272303501","0.948805654524955"
"No","2006","Brandenburg","Rural Area","732","0.876763845260943","0.854210373859615","0.899317316662271"
"No","2006","Mecklenburg-Western Pomerania","Urban Area","58","0.976679553916545","0.938492430862028","1.01486667697106"
"No","2006","Mecklenburg-Western Pomerania","Rural Area","401","0.943275292181183","0.921411815359581","0.965138769002784"
"No","2006","Saxony","Urban Area","686","0.921413119849654","0.902269263670286","0.940556976029022"
"No","2006","Saxony","Rural Area","637","0.905877367570571","0.884353509414796","0.927401225726346"
"No","2006","Saxony-Anhalt","Urban Area","193","0.890792203692868","0.848807104260361","0.932777303125375"
"No","2006","Saxony-Anhalt","Rural Area","598","0.956052336092317","0.940171738727765","0.97193293345687"
"No","2006","Thuringia","Urban Area","231","0.942168547550776","0.91351856566215","0.970818529439403"
"No","2006","Thuringia","Rural Area","569","0.942673759137903","0.924375503642229","0.960972014633577"
"Yes","2007","Schleswig-Holstein","Urban Area","34","0.197138385737367","0.143585101998941","0.250691669475792"
"Yes","2007","Schleswig-Holstein","Rural Area","41","0.108727420493501","0.0740182954199569","0.143436545567045"
"Yes","2007","Hamburg","Urban Area","46","0.185086618937701","0.136653453960831","0.23351978391457"
"Yes","2007","Hamburg","Rural Area","","","",""
"Yes","2007","Lower Saxony","Urban Area","141","0.169374968474826","0.142350363640167","0.196399573309485"
"Yes","2007","Lower Saxony","Rural Area","128","0.159683862593928","0.134363382662737","0.185004342525119"
"Yes","2007","Bremen","Urban Area","22","","",""
"Yes","2007","Bremen","Rural Area","","","",""
"Yes","2007","North Rhine-Westphalia","Urban Area","703","0.188702206502676","0.175488012266883","0.201916400738468"
"Yes","2007","North Rhine-Westphalia","Rural Area","4","","",""
"Yes","2007","Hesse","Urban Area","177","0.164099992823824","0.140062890215348","0.188137095432301"
"Yes","2007","Hesse","Rural Area","39","0.124815538276953","0.0797912304986946","0.169839846055211"
"Yes","2007","Rhineland-Palatinate,Saarland","Urban Area","111","0.145201766544808","0.119903677745181","0.170499855344435"
"Yes","2007","Rhineland-Palatinate,Saarland","Rural Area","28","","",""
"Yes","2007","Baden-Württemberg","Urban Area","382","0.188535105675068","0.17100295762288","0.206067253727257"
"Yes","2007","Baden-Württemberg","Rural Area","35","0.205269167483402","0.14626485829479","0.264273476672014"
"Yes","2007","Bavaria","Urban Area","264","0.218832774648023","0.194894989066398","0.242770560229648"
"Yes","2007","Bavaria","Rural Area","244","0.191398124180057","0.169719134478524","0.213077113881589"
"Yes","2007","Berlin","Urban Area","87","0.10983739422959","0.0852838691438776","0.134390919315303"
"Yes","2007","Berlin","Rural Area","","","",""
"Yes","2007","Brandenburg","Urban Area","11","","",""
"Yes","2007","Brandenburg","Rural Area","86","0.11805765899286","0.0946822224269511","0.14143309555877"
"Yes","2007","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Rural Area","36","0.063330491944374","0.0394921784503665","0.0871688054383815"
"Yes","2007","Saxony","Urban Area","86","0.0967715562641829","0.0749788558011426","0.118564256727223"
"Yes","2007","Saxony","Rural Area","75","0.106223921630809","0.083115873258203","0.129331970003414"
"Yes","2007","Saxony-Anhalt","Urban Area","23","","",""
"Yes","2007","Saxony-Anhalt","Rural Area","42","0.0503175629496103","0.0329130938011976","0.067722032098023"
"Yes","2007","Thuringia","Urban Area","27","","",""
"Yes","2007","Thuringia","Rural Area","50","0.0639128903396115","0.0443576473618954","0.0834681333173275"
"No","2007","Schleswig-Holstein","Urban Area","178","0.802861614262633","0.749308330524208","0.856414898001059"
"No","2007","Schleswig-Holstein","Rural Area","268","0.891272579506499","0.856563454432955","0.925981704580043"
"No","2007","Hamburg","Urban Area","201","0.814913381062299","0.76648021608543","0.863346546039169"
"No","2007","Hamburg","Rural Area","","","",""
"No","2007","Lower Saxony","Urban Area","599","0.830625031525174","0.803600426690515","0.857649636359833"
"No","2007","Lower Saxony","Rural Area","676","0.840316137406072","0.814995657474881","0.865636617337263"
"No","2007","Bremen","Urban Area","108","0.877423908703008","0.82104923629657","0.933798581109445"
"No","2007","Bremen","Rural Area","","","",""
"No","2007","North Rhine-Westphalia","Urban Area","2665","0.811297793497324","0.798083599261532","0.824511987733117"
"No","2007","North Rhine-Westphalia","Rural Area","86","0.984700738812832","0.959342785515962","1.0100586921097"
"No","2007","Hesse","Urban Area","735","0.835900007176176","0.8118629045677","0.859937109784653"
"No","2007","Hesse","Rural Area","168","0.875184461723047","0.830160153944789","0.920208769501305"
"No","2007","Rhineland-Palatinate,Saarland","Urban Area","634","0.854798233455192","0.829500144655565","0.880096322254819"
"No","2007","Rhineland-Palatinate,Saarland","Rural Area","205","0.885074586619007","0.844123247935786","0.926025925302228"
"No","2007","Baden-Württemberg","Urban Area","1530","0.811464894324932","0.793932746272743","0.82899704237712"
"No","2007","Baden-Württemberg","Rural Area","145","0.794730832516598","0.735726523327986","0.85373514170521"
"No","2007","Bavaria","Urban Area","882","0.781167225351977","0.757229439770352","0.805105010933602"
"No","2007","Bavaria","Rural Area","1021","0.808601875819943","0.786922886118411","0.830280865521476"
"No","2007","Berlin","Urban Area","536","0.89016260577041","0.865609080684697","0.914716130856122"
"No","2007","Berlin","Rural Area","","","",""
"No","2007","Brandenburg","Urban Area","54","0.859474866275076","0.774988816086768","0.943960916463384"
"No","2007","Brandenburg","Rural Area","646","0.88194234100714","0.85856690444123","0.905317777573049"
"No","2007","Mecklenburg-Western Pomerania","Urban Area","56","0.994750347583329","0.97599034094721","1.01351035421945"
"No","2007","Mecklenburg-Western Pomerania","Rural Area","365","0.936669508055626","0.912831194561619","0.960507821549633"
"No","2007","Saxony","Urban Area","621","0.903228443735817","0.881435743272777","0.925021144198857"
"No","2007","Saxony","Rural Area","608","0.893776078369191","0.870668029996586","0.916884126741797"
"No","2007","Saxony-Anhalt","Urban Area","178","0.885863545698973","0.841904762147253","0.929822329250692"
"No","2007","Saxony-Anhalt","Rural Area","564","0.94968243705039","0.932277967901977","0.967086906198802"
"No","2007","Thuringia","Urban Area","217","0.913897573706648","0.878700250607879","0.949094896805416"
"No","2007","Thuringia","Rural Area","551","0.936087109660389","0.916531866682673","0.955642352638105"
"Yes","2008","Schleswig-Holstein","Urban Area","33","0.185181579785095","0.130379284546917","0.239983875023272"
"Yes","2008","Schleswig-Holstein","Rural Area","54","0.163667719236461","0.121012702680465","0.206322735792457"
"Yes","2008","Hamburg","Urban Area","62","0.302510256940163","0.243781186778523","0.361239327101802"
"Yes","2008","Hamburg","Rural Area","","","",""
"Yes","2008","Lower Saxony","Urban Area","163","0.191560022668856","0.163012857259568","0.220107188078144"
"Yes","2008","Lower Saxony","Rural Area","147","0.191813724038405","0.163710380497436","0.219917067579375"
"Yes","2008","Bremen","Urban Area","26","","",""
"Yes","2008","Bremen","Rural Area","","","",""
"Yes","2008","North Rhine-Westphalia","Urban Area","710","0.205431310220505","0.191349249908625","0.219513370532384"
"Yes","2008","North Rhine-Westphalia","Rural Area","6","","",""
"Yes","2008","Hesse","Urban Area","189","0.182104124348149","0.156677696195855","0.207530552500444"
"Yes","2008","Hesse","Rural Area","33","0.127783372685882","0.0795454570573328","0.176021288314432"
"Yes","2008","Rhineland-Palatinate,Saarland","Urban Area","113","0.153261931357816","0.126382799636216","0.180141063079416"
"Yes","2008","Rhineland-Palatinate,Saarland","Rural Area","23","","",""
"Yes","2008","Baden-Württemberg","Urban Area","439","0.237072506970491","0.217613875830421","0.256531138110561"
"Yes","2008","Baden-Württemberg","Rural Area","40","0.265616492657444","0.200180296887506","0.331052688427382"
"Yes","2008","Bavaria","Urban Area","284","0.266160365681137","0.239592679477911","0.292728051884363"
"Yes","2008","Bavaria","Rural Area","257","0.224063228306102","0.200520703924478","0.247605752687727"
"Yes","2008","Berlin","Urban Area","111","0.15466374351449","0.125707402218821","0.18362008481016"
"Yes","2008","Berlin","Rural Area","","","",""
"Yes","2008","Brandenburg","Urban Area","13","","",""
"Yes","2008","Brandenburg","Rural Area","84","0.121417132073304","0.0973078164249708","0.145526447721637"
"Yes","2008","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Yes","2008","Mecklenburg-Western Pomerania","Rural Area","44","0.104750935640973","0.0743584177653865","0.13514345351656"
"Yes","2008","Saxony","Urban Area","114","0.148052277673217","0.121417335464975","0.174687219881459"
"Yes","2008","Saxony","Rural Area","79","0.10505863815974","0.081504307339086","0.128612968980394"
"Yes","2008","Saxony-Anhalt","Urban Area","25","","",""
"Yes","2008","Saxony-Anhalt","Rural Area","60","0.0767763251230022","0.0549199674044109","0.0986326828415934"
"Yes","2008","Thuringia","Urban Area","31","0.119253171096881","0.0784211459389903","0.160085196254771"
"Yes","2008","Thuringia","Rural Area","56","0.0835830885522499","0.0610204478855515","0.106145729218948"
"No","2008","Schleswig-Holstein","Urban Area","160","0.814818420214905","0.760016124976728","0.869620715453083"
"No","2008","Schleswig-Holstein","Rural Area","235","0.836332280763539","0.793677264207543","0.878987297319535"
"No","2008","Hamburg","Urban Area","173","0.697489743059837","0.638760672898198","0.756218813221477"
"No","2008","Hamburg","Rural Area","","","",""
"No","2008","Lower Saxony","Urban Area","567","0.808439977331144","0.779892811921856","0.836987142740432"
"No","2008","Lower Saxony","Rural Area","607","0.808186275961594","0.780082932420625","0.836289619502564"
"No","2008","Bremen","Urban Area","95","0.835135564812858","0.769020963284193","0.901250166341523"
"No","2008","Bremen","Rural Area","","","",""
"No","2008","North Rhine-Westphalia","Urban Area","2452","0.794568689779495","0.780486629467616","0.808650750091375"
"No","2008","North Rhine-Westphalia","Rural Area","87","0.944486763935183","0.897949287736528","0.991024240133838"
"No","2008","Hesse","Urban Area","696","0.817895875651851","0.792469447499556","0.843322303804145"
"No","2008","Hesse","Rural Area","151","0.872216627314118","0.823978711685568","0.920454542942667"
"No","2008","Rhineland-Palatinate,Saarland","Urban Area","577","0.846738068642184","0.819858936920584","0.873617200363784"
"No","2008","Rhineland-Palatinate,Saarland","Rural Area","200","0.9157869003359","0.879338145255855","0.952235655415945"
"No","2008","Baden-Württemberg","Urban Area","1396","0.762927493029509","0.743468861889439","0.782386124169579"
"No","2008","Baden-Württemberg","Rural Area","135","0.734383507342556","0.668947311572618","0.799819703112494"
"No","2008","Bavaria","Urban Area","779","0.733839634318863","0.707271948115637","0.760407320522089"
"No","2008","Bavaria","Rural Area","948","0.775936771693898","0.752394247312273","0.799479296075522"
"No","2008","Berlin","Urban Area","488","0.84533625648551","0.81637991518984","0.874292597781179"
"No","2008","Berlin","Rural Area","","","",""
"No","2008","Brandenburg","Urban Area","46","0.771554112843895","0.664427603888973","0.878680621798817"
"No","2008","Brandenburg","Rural Area","621","0.878582867926696","0.854473552278363","0.902692183575029"
"No","2008","Mecklenburg-Western Pomerania","Urban Area","53","0.991494638361476","0.967225278389938","1.01576399833301"
"No","2008","Mecklenburg-Western Pomerania","Rural Area","346","0.895249064359027","0.86485654648344","0.925641582234613"
"No","2008","Saxony","Urban Area","569","0.851947722326783","0.82531278011854","0.878582664535025"
"No","2008","Saxony","Rural Area","572","0.89494136184026","0.871387031019606","0.918495692660914"
"No","2008","Saxony-Anhalt","Urban Area","174","0.861553400983619","0.813568588808019","0.90953821315922"
"No","2008","Saxony-Anhalt","Rural Area","510","0.923223674876998","0.901367317158407","0.945080032595589"
"No","2008","Thuringia","Urban Area","211","0.880746828903119","0.839914803745229","0.92157885406101"
"No","2008","Thuringia","Rural Area","522","0.91641691144775","0.893854270781052","0.938979552114449"
"Yes","2009","Schleswig-Holstein","Urban Area","","","",""
"Yes","2009","Schleswig-Holstein","Rural Area","","","",""
"Yes","2009","Hamburg","Urban Area","","","",""
"Yes","2009","Hamburg","Rural Area","","","",""
"Yes","2009","Lower Saxony","Urban Area","","","",""
"Yes","2009","Lower Saxony","Rural Area","","","",""
"Yes","2009","Bremen","Urban Area","","","",""
"Yes","2009","Bremen","Rural Area","","","",""
"Yes","2009","North Rhine-Westphalia","Urban Area","","","",""
"Yes","2009","North Rhine-Westphalia","Rural Area","","","",""
"Yes","2009","Hesse","Urban Area","","","",""
"Yes","2009","Hesse","Rural Area","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","2009","Baden-Württemberg","Urban Area","","","",""
"Yes","2009","Baden-Württemberg","Rural Area","","","",""
"Yes","2009","Bavaria","Urban Area","","","",""
"Yes","2009","Bavaria","Rural Area","","","",""
"Yes","2009","Berlin","Urban Area","","","",""
"Yes","2009","Berlin","Rural Area","","","",""
"Yes","2009","Brandenburg","Urban Area","","","",""
"Yes","2009","Brandenburg","Rural Area","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","2009","Saxony","Urban Area","","","",""
"Yes","2009","Saxony","Rural Area","","","",""
"Yes","2009","Saxony-Anhalt","Urban Area","","","",""
"Yes","2009","Saxony-Anhalt","Rural Area","","","",""
"Yes","2009","Thuringia","Urban Area","","","",""
"Yes","2009","Thuringia","Rural Area","","","",""
"No","2009","Schleswig-Holstein","Urban Area","","","",""
"No","2009","Schleswig-Holstein","Rural Area","","","",""
"No","2009","Hamburg","Urban Area","","","",""
"No","2009","Hamburg","Rural Area","","","",""
"No","2009","Lower Saxony","Urban Area","","","",""
"No","2009","Lower Saxony","Rural Area","","","",""
"No","2009","Bremen","Urban Area","","","",""
"No","2009","Bremen","Rural Area","","","",""
"No","2009","North Rhine-Westphalia","Urban Area","","","",""
"No","2009","North Rhine-Westphalia","Rural Area","","","",""
"No","2009","Hesse","Urban Area","","","",""
"No","2009","Hesse","Rural Area","","","",""
"No","2009","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"No","2009","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"No","2009","Baden-Württemberg","Urban Area","","","",""
"No","2009","Baden-Württemberg","Rural Area","","","",""
"No","2009","Bavaria","Urban Area","","","",""
"No","2009","Bavaria","Rural Area","","","",""
"No","2009","Berlin","Urban Area","","","",""
"No","2009","Berlin","Rural Area","","","",""
"No","2009","Brandenburg","Urban Area","","","",""
"No","2009","Brandenburg","Rural Area","","","",""
"No","2009","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No","2009","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No","2009","Saxony","Urban Area","","","",""
"No","2009","Saxony","Rural Area","","","",""
"No","2009","Saxony-Anhalt","Urban Area","","","",""
"No","2009","Saxony-Anhalt","Rural Area","","","",""
"No","2009","Thuringia","Urban Area","","","",""
"No","2009","Thuringia","Rural Area","","","",""
"Yes","2010","Schleswig-Holstein","Urban Area","51","0.275114934747187","0.217650947361813","0.33257892213256"
"Yes","2010","Schleswig-Holstein","Rural Area","90","0.199336296615274","0.160666274016079","0.238006319214469"
"Yes","2010","Hamburg","Urban Area","82","0.296810699800365","0.246833550745625","0.346787848855105"
"Yes","2010","Hamburg","Rural Area","","","",""
"Yes","2010","Lower Saxony","Urban Area","194","0.187972483914423","0.162011510179259","0.213933457649587"
"Yes","2010","Lower Saxony","Rural Area","200","0.176955769037007","0.153581283381428","0.200330254692586"
"Yes","2010","Bremen","Urban Area","28","","",""
"Yes","2010","Bremen","Rural Area","","","",""
"Yes","2010","North Rhine-Westphalia","Urban Area","884","0.211870743441759","0.199405164116678","0.224336322766841"
"Yes","2010","North Rhine-Westphalia","Rural Area","15","","",""
"Yes","2010","Hesse","Urban Area","263","0.205946924112128","0.181972927962329","0.229920920261927"
"Yes","2010","Hesse","Rural Area","49","0.164515558421118","0.121623211097964","0.207407905744272"
"Yes","2010","Rhineland-Palatinate,Saarland","Urban Area","162","0.168237163401581","0.143015108819874","0.193459217983288"
"Yes","2010","Rhineland-Palatinate,Saarland","Rural Area","47","0.112378576521724","0.0745659935285763","0.150191159514872"
