"ple0098_v5","year","e11103","n","percent","lower_confidence","upper_confidence"
"No","2007","Part Time","3389","0.828451441779933","0.816981766890423","0.839921116669444"
"No","2007","Not Working","6172","0.884492054612605","0.877033537690586","0.891950571534624"
"Yes","2008","Full Time","1380","0.233537387828696","0.222872956152741","0.244201819504652"
"Yes","2008","Part Time","841","0.200872326345368","0.188309292630536","0.2134353600602"
"Yes","2008","Not Working","977","0.140568785622929","0.132192853006914","0.148944718238944"
"No","2008","Full Time","4666","0.766462612171304","0.755798180495348","0.777127043847259"
"No","2008","Part Time","3066","0.799127673654632","0.7865646399398","0.811690707369464"
"No","2008","Not Working","5638","0.859431214377071","0.851055281761056","0.867807146993086"
"Yes","2009","Full Time","","","",""
"Yes","2009","Part Time","","","",""
"Yes","2009","Not Working","","","",""
"No","2009","Full Time","","","",""
"No","2009","Part Time","","","",""
"No","2009","Not Working","","","",""
"Yes","2010","Full Time","1852","0.259447865719654","0.249528329250029","0.269367402189279"
"Yes","2010","Part Time","1259","0.207957576642473","0.197429047472998","0.218486105811948"
"Yes","2010","Not Working","1113","0.143493622788837","0.135589999215801","0.151397246361873"
"No","2010","Full Time","5649","0.740552134280346","0.730632597810721","0.750471670749971"
"No","2010","Part Time","4449","0.792042423357527","0.781513894188052","0.802570952527002"
"No","2010","Not Working","6445","0.856506377211163","0.848602753638127","0.864410000784199"
"Yes","2011","Full Time","1658","0.258282420897953","0.247491555826707","0.269073285969198"
"Yes","2011","Part Time","1031","0.223081550075966","0.210662836491966","0.235500263659966"
"Yes","2011","Not Working","1176","0.160361230638764","0.151826609115615","0.168895852161913"
"No","2011","Full Time","4662","0.741717579102048","0.730926714030802","0.752508444173293"
"No","2011","Part Time","3286","0.776918449924034","0.764499736340034","0.789337163508034"
"No","2011","Not Working","5925","0.839638769361236","0.831104147838087","0.848173390884386"
"Yes","2012","Full Time","2289","0.266457329044106","0.257086207733715","0.275828450354496"
"Yes","2012","Part Time","1622","0.225888963445209","0.215898406609821","0.235879520280597"
"Yes","2012","Not Working","1448","0.161529102091208","0.153792813940073","0.169265390242344"
"No","2012","Full Time","6261","0.733542670955894","0.724171549645504","0.742913792266285"
"No","2012","Part Time","5108","0.774111036554791","0.764120479719403","0.784101593390179"
"No","2012","Not Working","7245","0.838470897908792","0.830734609757656","0.846207186059928"
"Yes","2013","Full Time","1645","0.287968617963107","0.276201983210462","0.299735252715752"
"Yes","2013","Part Time","1081","0.257892015779564","0.24445683896315","0.271327192595978"
"Yes","2013","Not Working","1270","0.189317253203329","0.17971854922297","0.198915957183688"
"No","2013","Full Time","4044","0.712031382036893","0.700264747284248","0.723798016789538"
"No","2013","Part Time","2992","0.742107984220436","0.728672807404022","0.755543161036849"
"No","2013","Not Working","5129","0.810682746796671","0.801084042816312","0.82028145077703"
"Yes","2014","Full Time","2259","0.286915415782104","0.277349550613888","0.29648128095032"
"Yes","2014","Part Time","1658","0.235070138157449","0.225076350034768","0.24506392628013"
"Yes","2014","Not Working","1463","0.187793447966406","0.179406091092864","0.196180804839948"
"No","2014","Full Time","6330","0.713084584217896","0.70351871904968","0.722650449386112"
"No","2014","Part Time","5258","0.764929861842551","0.75493607371987","0.774923649965232"
"No","2014","Not Working","6866","0.812206552033594","0.803819195160052","0.820593908907136"
"Yes","2015","Full Time","","","",""
"Yes","2015","Part Time","","","",""
"Yes","2015","Not Working","","","",""
"No","2015","Full Time","","","",""
"No","2015","Part Time","","","",""
"No","2015","Not Working","","","",""
"Yes","2016","Full Time","1886","0.262860058179056","0.2531063234048","0.272613792953311"
"Yes","2016","Part Time","1385","0.216611847632231","0.20648791757351","0.226735777690951"
"Yes","2016","Not Working","1085","0.157193135298955","0.148756961423332","0.165629309174577"
"No","2016","Full Time","5938","0.737139941820944","0.727386207046689","0.7468936765952"
"No","2016","Part Time","4975","0.783388152367769","0.773264222309049","0.79351208242649"
"No","2016","Not Working","6066","0.842806864701045","0.834370690825423","0.851243038576668"
"Yes","2017","Full Time","","","",""
"Yes","2017","Part Time","","","",""
"Yes","2017","Not Working","","","",""
"No","2017","Full Time","","","",""
"No","2017","Part Time","","","",""
"No","2017","Not Working","","","",""
"Yes","2018","Full Time","2195","0.272233232523253","0.262781303276431","0.281685161770075"
"Yes","2018","Part Time","1488","0.214613419389942","0.204944520411125","0.224282318368758"
"Yes","2018","Not Working","1115","0.168837890344107","0.160173590877991","0.177502189810223"
"No","2018","Full Time","6324","0.727766767476747","0.718314838229925","0.737218696723569"
"No","2018","Part Time","5438","0.785386580610058","0.775717681631242","0.795055479588875"
"No","2018","Not Working","6066","0.831162109655893","0.822497810189776","0.839826409122009"
