"ple0098_v5","year","e11103","n","percent","lower_confidence","upper_confidence"
"Yes","1999","Full Time","467","0.112165700102673","0.103479294455263","0.120852105750082"
"Yes","1999","Part Time","232","0.107410004968774","0.0957544835216586","0.119065526415889"
"Yes","1999","Not Working","248","0.0698891115224733","0.0625132310164986","0.077264992028448"
"No","1999","Full Time","4603","0.887834299897327","0.879147894249918","0.896520705544737"
"No","1999","Part Time","2479","0.892589995031226","0.880934473584111","0.904245516478342"
"No","1999","Not Working","4342","0.930110888477527","0.922735007971552","0.937486768983501"
"Yes","2000","Full Time","887","0.114405704357591","0.10765324260893","0.121158166106253"
"Yes","2000","Part Time","456","0.108583042811952","0.0996389462183757","0.117527139405528"
"Yes","2000","Not Working","537","0.0724064453670011","0.0668300312141386","0.0779828595198636"
"No","2000","Full Time","7649","0.885594295642409","0.878841833893747","0.89234675739107"
"No","2000","Part Time","4192","0.891416957188048","0.882472860594472","0.900361053781624"
"No","2000","Not Working","7760","0.927593554632999","0.922017140480136","0.933169968785861"
"Yes","2001","Full Time","822","0.121260483157204","0.113958955025716","0.128562011288691"
"Yes","2001","Part Time","431","0.106355150962971","0.0972572479131229","0.11545305401282"
"Yes","2001","Not Working","474","0.0714838006274233","0.0656237897522236","0.0773438115026229"
"No","2001","Full Time","6856","0.878739516842796","0.871437988711309","0.886041044974284"
"No","2001","Part Time","3980","0.893644849037029","0.88454694598718","0.902742752086877"
"No","2001","Not Working","6951","0.928516199372577","0.922656188497377","0.934376210247777"
"Yes","2002","Full Time","1006","0.128156596992701","0.120645020240258","0.135668173745144"
"Yes","2002","Part Time","565","0.110199613964403","0.101167186445517","0.11923204148329"
"Yes","2002","Not Working","625","0.0805172718733071","0.0743412126062919","0.0866933311403223"
"No","2002","Full Time","6601","0.871843403007299","0.864331826254856","0.879354979759742"
"No","2002","Part Time","4052","0.889800386035597","0.88076795851671","0.898832813554484"
"No","2002","Not Working","6831","0.919482728126693","0.913306668859678","0.925658787393708"
"Yes","2003","Full Time","937","0.130623605918976","0.122766813093189","0.138480398744762"
"Yes","2003","Part Time","580","0.120057754906422","0.110590652500715","0.12952485731213"
"Yes","2003","Not Working","629","0.0809130906963484","0.0746821174756356","0.0871440639170611"
"No","2003","Full Time","6130","0.869376394081024","0.861519601255238","0.877233186906811"
"No","2003","Part Time","3948","0.879942245093578","0.87047514268787","0.889409347499285"
"No","2003","Not Working","6729","0.919086909303652","0.912855936082939","0.925317882524364"
"Yes","2004","Full Time","991","0.144363828897991","0.135943841482586","0.152783816313396"
"Yes","2004","Part Time","594","0.127178546708446","0.117349722633752","0.13700737078314"
"Yes","2004","Not Working","662","0.0840778288540147","0.0777276134112085","0.0904280442968209"
"No","2004","Full Time","5702","0.855636171102009","0.847216183686604","0.864056158517414"
"No","2004","Part Time","3820","0.872821453291554","0.86299262921686","0.882650277366248"
"No","2004","Not Working","6674","0.915922171145985","0.909571955703179","0.922272386588792"
"Yes","2005","Full Time","1015","0.163804280384557","0.154674784661594","0.17293377610752"
"Yes","2005","Part Time","628","0.136768243123645","0.126423398945271","0.147113087302019"
"Yes","2005","Not Working","684","0.0912699805889964","0.0845464627748465","0.0979934984031462"
"No","2005","Full Time","5298","0.836195719615443","0.82706622389248","0.845325215338406"
"No","2005","Part Time","3610","0.863231756876355","0.852886912697981","0.873576601054729"
"No","2005","Not Working","6364","0.908730019411004","0.902006501596854","0.915453537225153"
"Yes","2006","Full Time","1266","0.184753584798424","0.175443291945608","0.194063877651241"
"Yes","2006","Part Time","751","0.157692112200272","0.14692710890011","0.168457115500435"
"Yes","2006","Not Working","859","0.102116728821208","0.0953121731734015","0.108921284469015"
"No","2006","Full Time","5409","0.815246415201576","0.805936122348759","0.824556708054392"
"No","2006","Part Time","3652","0.842307887799728","0.831542884499565","0.85307289109989"
"No","2006","Not Working","6748","0.897883271178792","0.891078715530985","0.904687826826598"
"Yes","2007","Full Time","1279","0.20087375812814","0.190912898426546","0.210834617829734"
"Yes","2007","Part Time","761","0.171548558220067","0.160078883330556","0.183018233109577"
"Yes","2007","Not Working","883","0.115507945387395","0.108049428465376","0.122966462309414"
"No","2007","Full Time","4936","0.79912624187186","0.789165382170267","0.809087101573454"
