"ple0098_v5","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2011","higher vocational","West Germany","599","0.736515271312691","0.707021773403269","0.766008769222113","2"
"No","2011","higher vocational","East Germany","310","0.875318051946318","0.841333659469129","0.909302444423508","2"
"No","2011","higher education","West Germany","1201","0.635136039264771","0.613597836261043","0.6566742422685","2"
"No","2011","higher education","East Germany","821","0.743155317834678","0.71723079331249","0.769079842356865","2"
"Yes","2011","general elemantary","West Germany","177","0.0963959450736777","0.0827881586891152","0.11000373145824","1"
"Yes","2011","general elemantary","East Germany","13","","","","1"
"Yes","2011","middle vocational","West Germany","1670","0.224529958364077","0.214794471110378","0.234265445617775","1"
"Yes","2011","middle vocational","East Germany","288","0.111647736104643","0.0993149331334645","0.123980539075822","1"
"Yes","2011","vocational + Abi","West Germany","311","0.334674485266761","0.304215809218743","0.36513316131478","1"
"Yes","2011","in school","East Germany","5","","","","1"
"Yes","2011","inadequately","West Germany","4","","","","1"
"Yes","2011","inadequately","East Germany","","","","","1"
"Yes","2011","in school","West Germany","31","0.127877692713504","0.0834448276769206","0.172310557750087","1"
"Yes","2011","vocational + Abi","East Germany","40","0.222961594202235","0.160392494910176","0.285530693494295","1"
"Yes","2011","higher vocational","West Germany","258","0.263484728687309","0.233991230777887","0.292978226596731","1"
"Yes","2011","higher vocational","East Germany","53","0.124681948053682","0.0906975555764925","0.158666340530872","1"
"Yes","2011","higher education","West Germany","718","0.364863960735228","0.3433257577315","0.386402163738957","1"
"Yes","2011","higher education","East Germany","270","0.256844682165322","0.230920157643135","0.28276920668751","1"
"No","2012","in school","West Germany","303","0.894919838021713","0.862466941465296","0.92737273457813","2"
"No","2012","in school","East Germany","42","0.943047222397131","0.87533516511849","1.01075927967577","2"
"No","2012","inadequately","West Germany","322","0.975973175256945","0.959501181081491","0.992445169432399","2"
"No","2012","inadequately","East Germany","49","1","1","1","2"
"No","2012","general elemantary","West Germany","2190","0.897453693012071","0.885411730323521","0.90949565570062","2"
"No","2012","general elemantary","East Germany","345","0.943709210394487","0.92019271095348","0.967225709835495","2"
"No","2012","middle vocational","West Germany","7034","0.762434272253047","0.753801753897452","0.771066790608642","2"
"No","2012","middle vocational","East Germany","2796","0.888147918335845","0.877207003907386","0.899088832764304","2"
"No","2012","vocational + Abi","West Germany","1042","0.707428212463039","0.684647037539871","0.730209387386206","2"
"No","2012","vocational + Abi","East Germany","208","0.744918818810975","0.693860941193649","0.795976696428302","2"
"No","2012","higher vocational","West Germany","755","0.703966420410624","0.677050241145936","0.730882599675312","2"
"No","2012","higher vocational","East Germany","363","0.82648978356174","0.790487098078251","0.862492469045228","2"
"No","2012","higher education","West Germany","1837","0.657763782504907","0.640335591155913","0.675191973853901","2"
"No","2012","higher education","East Germany","977","0.746871296173827","0.723144078310628","0.770598514037026","2"
"Yes","2012","general elemantary","West Germany","248","0.102546306987929","0.0905043442993799","0.114588269676479","1"
"Yes","2012","general elemantary","East Germany","24","","","","1"
"Yes","2012","middle vocational","West Germany","2303","0.237565727746953","0.228933209391358","0.246198246102548","1"
"Yes","2012","middle vocational","East Germany","392","0.111852081664155","0.100911167235696","0.122792996092614","1"
"Yes","2012","vocational + Abi","West Germany","490","0.292571787536961","0.269790612613794","0.315352962460129","1"
"Yes","2012","higher education","East Germany","313","0.253128703826173","0.229401485962974","0.276855921689372","1"
"Yes","2012","in school","East Germany","3","","","","1"
"Yes","2012","in school","West Germany","40","0.105080161978287","0.0726272654218703","0.137533058534704","1"
"Yes","2012","inadequately","West Germany","10","","","","1"
"Yes","2012","inadequately","East Germany","","","","","1"
"Yes","2012","vocational + Abi","East Germany","72","0.255081181189025","0.204023303571698","0.306139058806351","1"
"Yes","2012","higher vocational","West Germany","350","0.296033579589376","0.269117400324688","0.322949758854064","1"
"Yes","2012","higher vocational","East Germany","62","0.173510216438261","0.137507530954772","0.209512901921749","1"
"Yes","2012","higher education","West Germany","1010","0.342236217495093","0.324808026146099","0.359664408844087","1"
"No","2013","in school","West Germany","146","0.784553511103766","0.72514889753573","0.843958124671803","2"
"No","2013","in school","East Germany","25","","","","2"
"No","2013","inadequately","West Germany","150","0.970989273775021","0.944819132683668","0.997159414866374","2"
"No","2013","inadequately","East Germany","31","1","1","1","2"
"No","2013","general elemantary","West Germany","1378","0.886788292391663","0.871004249268285","0.902572335515042","2"
"No","2013","general elemantary","East Germany","232","0.955235487230349","0.929289193344771","0.981181781115927","2"
"No","2013","middle vocational","West Germany","4634","0.73518741420885","0.724354520681439","0.746020307736261","2"
"No","2013","middle vocational","East Germany","1975","0.882458772247983","0.869224510673024","0.895693033822942","2"
"No","2013","vocational + Abi","West Germany","525","0.647907196186524","0.6156653961645","0.680148996208549","2"
"No","2013","vocational + Abi","East Germany","119","0.702305972345113","0.632325896511909","0.772286048178317","2"
"No","2013","higher vocational","West Germany","512","0.701142150871277","0.668746569321787","0.733537732420767","2"
"No","2013","higher vocational","East Germany","281","0.815241866689878","0.773682329006194","0.856801404373562","2"
"No","2013","higher education","West Germany","1201","0.621839551686254","0.600238612341949","0.643440491030559","2"
"No","2013","higher education","East Germany","734","0.72192618932212","0.694470224048283","0.749382154595957","2"
"Yes","2013","general elemantary","West Germany","170","0.113211707608337","0.0974276644849582","0.128995750731715","1"
"Yes","2013","general elemantary","East Germany","12","","","","1"
"Yes","2013","middle vocational","West Germany","1739","0.26481258579115","0.253979692263739","0.275645479318561","1"
"Yes","2013","middle vocational","East Germany","300","0.117541227752017","0.104306966177058","0.130775489326976","1"
"Yes","2013","vocational + Abi","West Germany","318","0.352092803813476","0.319851003791451","0.3843346038355","1"
"Yes","2013","higher education","East Germany","289","0.27807381067788","0.250617845404043","0.305529775951717","1"
"Yes","2013","in school","East Germany","4","","","","1"
"Yes","2013","in school","West Germany","38","0.215446488896234","0.156041875328197","0.27485110246427","1"
"Yes","2013","inadequately","West Germany","8","","","","1"
"Yes","2013","inadequately","East Germany","","","","","1"
"Yes","2013","higher vocational","West Germany","255","0.298857849128723","0.266462267579233","0.331253430678213","1"
"Yes","2013","higher vocational","East Germany","54","0.184758133310122","0.143198595626438","0.226317670993806","1"
"Yes","2013","higher education","West Germany","735","0.378160448313746","0.356559508969441","0.399761387658051","1"
"Yes","2013","vocational + Abi","East Germany","45","0.297694027654887","0.227713951821683","0.36767410348809","1"
"No","2014","in school","West Germany","308","0.875311756227085","0.840750567822448","0.909872944631722","2"
"No","2014","in school","East Germany","42","0.972596455540803","0.924897206127285","1.02029570495432","2"
"No","2014","inadequately","West Germany","425","0.971271987480114","0.95562847553398","0.986915499426247","2"
"No","2014","inadequately","East Germany","52","0.972768010220177","0.92935743516363","1.01617858527672","2"
"No","2014","general elemantary","West Germany","2393","0.885526934323325","0.873395679773928","0.897658188872723","2"
"No","2014","general elemantary","East Germany","357","0.959713645676568","0.939812307658307","0.97961498369483","2"
"No","2014","middle vocational","West Germany","6661","0.741015301238817","0.731923694330343","0.750106908147291","2"
"No","2014","middle vocational","East Germany","2372","0.870026525758636","0.857476501335878","0.882576550181393","2"
"No","2014","vocational + Abi","West Germany","1141","0.696393626513658","0.674153136549453","0.718634116477863","2"
"No","2014","vocational + Abi","East Germany","220","0.73607794171932","0.684906764597669","0.787249118840971","2"
"No","2014","higher vocational","West Germany","641","0.690803909704907","0.66180927961217","0.719798539797644","2"
"No","2014","higher vocational","East Germany","309","0.779670307350251","0.737266283439343","0.822074331261159","2"
"No","2014","higher education","West Germany","2106","0.637218120666501","0.620499273203527","0.653936968129474","2"
"No","2014","higher education","East Germany","907","0.724197718960103","0.699140089015866","0.749255348904339","2"
"Yes","2014","general elemantary","West Germany","253","0.114473065676675","0.102341811127277","0.126604320226072","1"
"Yes","2014","general elemantary","East Germany","18","","","","1"
"Yes","2014","middle vocational","West Germany","2258","0.258984698761183","0.249893091852709","0.268076305669656","1"
"Yes","2014","middle vocational","East Germany","386","0.129973474241364","0.117423449818606","0.142523498664122","1"
"Yes","2014","vocational + Abi","West Germany","501","0.303606373486342","0.281365883522137","0.325846863450547","1"
"Yes","2014","higher education","East Germany","315","0.275802281039897","0.250744651095661","0.300859910984134","1"
"Yes","2014","in school","West Germany","43","0.124688243772915","0.0901270553682776","0.159249432177552","1"
"Yes","2014","in school","East Germany","3","","","","1"
"Yes","2014","inadequately","West Germany","13","","","","1"
"Yes","2014","higher vocational","West Germany","335","0.309196090295093","0.280201460202356","0.33819072038783","1"
"Yes","2014","higher vocational","East Germany","58","0.220329692649749","0.177925668738841","0.262733716560657","1"
"Yes","2014","inadequately","East Germany","2","","","","1"
"Yes","2014","vocational + Abi","East Germany","65","0.26392205828068","0.212750881159029","0.315093235402331","1"
"Yes","2014","higher education","West Germany","1071","0.362781879333499","0.346063031870526","0.379500726796473","1"
"No","2015","in school","West Germany","","","","","2"
"No","2015","in school","East Germany","","","","","2"
"No","2015","inadequately","West Germany","","","","","2"
"No","2015","inadequately","East Germany","","","","","2"
"No","2015","general elemantary","West Germany","","","","","2"
"No","2015","general elemantary","East Germany","","","","","2"
"No","2015","middle vocational","West Germany","","","","","2"
"No","2015","middle vocational","East Germany","","","","","2"
"No","2015","vocational + Abi","West Germany","","","","","2"
"No","2015","vocational + Abi","East Germany","","","","","2"
"No","2015","higher vocational","West Germany","","","","","2"
"No","2015","higher vocational","East Germany","","","","","2"
"No","2015","higher education","West Germany","","","","","2"
"No","2015","higher education","East Germany","","","","","2"
"Yes","2015","higher education","East Germany","","","","","1"
"Yes","2015","general elemantary","West Germany","","","","","1"
"Yes","2015","general elemantary","East Germany","","","","","1"
"Yes","2015","middle vocational","West Germany","","","","","1"
"Yes","2015","middle vocational","East Germany","","","","","1"
"Yes","2015","vocational + Abi","West Germany","","","","","1"
"Yes","2015","vocational + Abi","East Germany","","","","","1"
"Yes","2015","higher vocational","West Germany","","","","","1"
"Yes","2015","in school","West Germany","","","","","1"
"Yes","2015","in school","East Germany","","","","","1"
"Yes","2015","inadequately","West Germany","","","","","1"
"Yes","2015","higher vocational","East Germany","","","","","1"
"Yes","2015","higher education","West Germany","","","","","1"
"Yes","2015","inadequately","East Germany","","","","","1"
"No","2016","in school","West Germany","224","0.913457841945302","0.878464907332751","0.948450776557853","2"
"No","2016","in school","East Germany","32","0.843988846177237","0.72706760768483","0.960910084669644","2"
"No","2016","inadequately","West Germany","341","0.984452513368365","0.971509898895118","0.997395127841613","2"
"No","2016","inadequately","East Germany","44","0.999738721209067","0.995016599574956","1.00446084284318","2"
"No","2016","general elemantary","West Germany","1993","0.90507709581659","0.892778684501516","0.917375507131663","2"
"No","2016","general elemantary","East Germany","303","0.978733668467478","0.962776279870973","0.994691057063984","2"
"No","2016","middle vocational","West Germany","6021","0.765805085626697","0.756394727629115","0.775215443624278","2"
"No","2016","middle vocational","East Germany","2166","0.88312506466808","0.870455216464199","0.895794912871961","2"
"No","2016","vocational + Abi","West Germany","1223","0.723123416948724","0.701565915792244","0.744680918105205","2"
"No","2016","vocational + Abi","East Germany","211","0.78569165259218","0.736563966745935","0.834819338438424","2"
"No","2016","higher vocational","West Germany","595","0.705958916313069","0.675666638995721","0.736251193630417","2"
"No","2016","higher vocational","East Germany","269","0.840385464195112","0.8008100355313","0.879960892858925","2"
"No","2016","higher education","West Germany","2167","0.673754726072037","0.657245359481711","0.690264092662363","2"
"No","2016","higher education","East Germany","882","0.784871495632252","0.760955425340436","0.808787565924068","2"
"Yes","2016","middle vocational","East Germany","304","0.11687493533192","0.104205087128039","0.129544783535801","1"
"Yes","2016","vocational + Abi","West Germany","432","0.276876583051276","0.255319081894795","0.298434084207756","1"
"Yes","2016","vocational + Abi","East Germany","57","0.21430834740782","0.165180661561576","0.263436033254065","1"
"Yes","2016","higher education","East Germany","252","0.215128504367748","0.191212434075932","0.239044574659563","1"
"Yes","2016","general elemantary","West Germany","189","0.0949229041834101","0.0826244928683366","0.107221315498484","1"
"Yes","2016","general elemantary","East Germany","11","","","","1"
"Yes","2016","middle vocational","West Germany","1759","0.234194914373303","0.224784556375722","0.243605272370885","1"
"Yes","2016","higher vocational","West Germany","274","0.294041083686931","0.263748806369584","0.324333361004279","1"
"Yes","2016","higher vocational","East Germany","60","0.159614535804888","0.120039107141075","0.1991899644687","1"
"Yes","2016","in school","East Germany","5","","","","1"
"Yes","2016","inadequately","West Germany","10","","","","1"
"Yes","2016","inadequately","East Germany","1","","","","1"
"Yes","2016","in school","West Germany","24","","","","1"
"Yes","2016","higher education","West Germany","931","0.326245273927963","0.309735907337637","0.342754640518289","1"
"No","2017","in school","West Germany","","","","","2"
"No","2017","in school","East Germany","","","","","2"
"No","2017","inadequately","West Germany","","","","","2"
"No","2017","inadequately","East Germany","","","","","2"
"No","2017","general elemantary","West Germany","","","","","2"
"No","2017","general elemantary","East Germany","","","","","2"
"No","2017","middle vocational","West Germany","","","","","2"
"No","2017","middle vocational","East Germany","","","","","2"
"No","2017","vocational + Abi","West Germany","","","","","2"
"No","2017","vocational + Abi","East Germany","","","","","2"
"No","2017","higher vocational","West Germany","","","","","2"
"No","2017","higher vocational","East Germany","","","","","2"
"No","2017","higher education","West Germany","","","","","2"
"No","2017","higher education","East Germany","","","","","2"
"Yes","2017","general elemantary","West Germany","","","","","1"
"Yes","2017","general elemantary","East Germany","","","","","1"
"Yes","2017","middle vocational","West Germany","","","","","1"
"Yes","2017","middle vocational","East Germany","","","","","1"
"Yes","2017","in school","West Germany","","","","","1"
"Yes","2017","in school","East Germany","","","","","1"
"Yes","2017","vocational + Abi","West Germany","","","","","1"
"Yes","2017","vocational + Abi","East Germany","","","","","1"
"Yes","2017","higher education","East Germany","","","","","1"
"Yes","2017","inadequately","West Germany","","","","","1"
"Yes","2017","inadequately","East Germany","","","","","1"
"Yes","2017","higher vocational","West Germany","","","","","1"
"Yes","2017","higher vocational","East Germany","","","","","1"
"Yes","2017","higher education","West Germany","","","","","1"
"No","2018","in school","West Germany","218","0.837403059264284","0.791008354988141","0.883797763540428","2"
"No","2018","in school","East Germany","50","0.956353856394723","0.900823729672167","1.01188398311728","2"
"No","2018","inadequately","West Germany","400","0.984428480462856","0.972444150854469","0.996412810071243","2"
"No","2018","inadequately","East Germany","57","0.968060307804201","0.922806965121706","1.0133136504867","2"
"No","2018","general elemantary","West Germany","1993","0.895755827563711","0.882960611722778","0.908551043404643","2"
"No","2018","general elemantary","East Germany","367","0.94067554899822","0.917200306777659","0.964150791218782","2"
"No","2018","middle vocational","West Germany","6177","0.761712380507858","0.752377211126603","0.771047549889114","2"
"No","2018","middle vocational","East Germany","2261","0.861765331960598","0.848666288605746","0.87486437531545","2"
"No","2018","vocational + Abi","West Germany","1239","0.715809794219435","0.694319058518279","0.73730052992059","2"
"No","2018","vocational + Abi","East Germany","236","0.764769750758239","0.717781653661826","0.811757847854652","2"
"No","2018","higher vocational","West Germany","587","0.694243782331196","0.66376872851751","0.724718836144881","2"
"No","2018","higher vocational","East Germany","283","0.763587751585145","0.719390183052229","0.807785320118061","2"
"No","2018","higher education","West Germany","2357","0.684870467277462","0.669266382355478","0.700474552199446","2"
"No","2018","higher education","East Germany","891","0.764669403249681","0.740434799999465","0.788904006499897","2"
"Yes","2018","middle vocational","East Germany","406","0.138234668039402","0.12513562468455","0.151333711394254","1"
"Yes","2018","general elemantary","West Germany","198","0.104244172436289","0.0914489565953572","0.117039388277222","1"
"Yes","2018","general elemantary","East Germany","22","","","","1"
"Yes","2018","middle vocational","West Germany","1824","0.238287619492142","0.228952450110886","0.247622788873397","1"
"Yes","2018","vocational + Abi","West Germany","453","0.284190205780565","0.26269947007941","0.305680941481721","1"
"Yes","2018","in school","West Germany","25","","","","1"
"Yes","2018","in school","East Germany","2","","","","1"
"Yes","2018","vocational + Abi","East Germany","77","0.235230249241761","0.188242152145348","0.282218346338174","1"
"Yes","2018","higher vocational","West Germany","291","0.305756217668804","0.275281163855119","0.33623127148249","1"
"Yes","2018","higher education","East Germany","286","0.235330596750319","0.211095993500103","0.259565200000535","1"
"Yes","2018","inadequately","West Germany","10","","","","1"
"Yes","2018","inadequately","East Germany","1","","","","1"
"Yes","2018","higher vocational","East Germany","72","0.236412248414855","0.192214679881939","0.280609816947771","1"
"Yes","2018","higher education","West Germany","1048","0.315129532722538","0.299525447800554","0.330733617644522","1"
