"ple0098_v5","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2009","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"No","2009","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"No","2009","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"No","2009","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"No","2009","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"No","2009","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"No","2009","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"No","2009","Couple + C. LE and GT 16","(0) in school","","","",""
"No","2009","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"No","2009","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"No","2009","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"No","2009","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"No","2009","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"No","2009","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"No","2009","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"No","2009","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No","2009","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Yes","2010","1-pers.-HH","(0) in school","","","",""
"Yes","2010","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2010","1-pers.-HH","(1b) general elementary school","21","","",""
"Yes","2010","1-pers.-HH","(1c) basic vocational qualification","101","0.133408672807126","0.109171252491697","0.157646093122555"
"Yes","2010","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"Yes","2010","1-pers.-HH","(2a) intermediate vocational","130","0.243479775638935","0.206941178083522","0.280018373194348"
"Yes","2010","1-pers.-HH","(2c_gen) general maturity certificate","16","","",""
"Yes","2010","1-pers.-HH","(2c_voc) vocational maturity certificate","48","0.320616057619402","0.246904089964442","0.394328025274361"
"Yes","2010","1-pers.-HH","(3a) lower tertiary education","60","0.320674665759318","0.254655701347138","0.386693630171497"
"Yes","2010","1-pers.-HH","(3b) higher tertiary education","63","0.31960244371301","0.255295358596118","0.383909528829901"
"Yes","2010","(Married) couple without C. ","(0) in school","","","",""
"Yes","2010","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"Yes","2010","(Married) couple without C. ","(1b) general elementary school","32","0.0728727516669559","0.0473364022649901","0.0984091010689216"
"Yes","2010","(Married) couple without C. ","(1c) basic vocational qualification","334","0.175751152202215","0.158614667063132","0.192887637341298"
"Yes","2010","(Married) couple without C. ","(2b) intermediate general qualification","16","","",""
"Yes","2010","(Married) couple without C. ","(2a) intermediate vocational","351","0.261996591443498","0.237717086744393","0.286276096142603"
"Yes","2010","(Married) couple without C. ","(2c_gen) general maturity certificate","26","","",""
"Yes","2010","(Married) couple without C. ","(2c_voc) vocational maturity certificate","120","0.33641856985744","0.286122351349964","0.386714788364916"
"Yes","2010","(Married) couple without C. ","(3a) lower tertiary education","164","0.352614188220742","0.312278897776259","0.392949478665225"
"Yes","2010","(Married) couple without C. ","(3b) higher tertiary education","222","0.388739892734172","0.348616361906937","0.428863423561407"
"Yes","2010","Single parent ","(0) in school","13","","",""
"Yes","2010","Single parent ","(1a) inadequately completed","1","","",""
"Yes","2010","Single parent ","(1b) general elementary school","10","","",""
"Yes","2010","Single parent ","(1c) basic vocational qualification","48","0.142270752658599","0.106628279431516","0.177913225885683"
"Yes","2010","Single parent ","(2b) intermediate general qualification","13","","",""
"Yes","2010","Single parent ","(2a) intermediate vocational","137","0.194359327625811","0.164283980128326","0.224434675123297"
"Yes","2010","Single parent ","(2c_gen) general maturity certificate","8","","",""
"Yes","2010","Single parent ","(2c_voc) vocational maturity certificate","48","0.149705134877685","0.101101802698143","0.198308467057226"
"Yes","2010","Single parent ","(3a) lower tertiary education","26","","",""
"Yes","2010","Single parent ","(3b) higher tertiary education","41","0.336332878551745","0.259166759513872","0.413498997589619"
"Yes","2010","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2010","Couple + C. LE 16 ","(1a) inadequately completed","10","","",""
"Yes","2010","Couple + C. LE 16 ","(1b) general elementary school","22","","",""
"Yes","2010","Couple + C. LE 16 ","(1c) basic vocational qualification","228","0.17057406662668","0.150290609003367","0.190857524249993"
"Yes","2010","Couple + C. LE 16 ","(2b) intermediate general qualification","14","","",""
"Yes","2010","Couple + C. LE 16 ","(2a) intermediate vocational","474","0.238259573156777","0.220205658676773","0.256313487636781"
"Yes","2010","Couple + C. LE 16 ","(2c_gen) general maturity certificate","27","","",""
"Yes","2010","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","260","0.29771294386318","0.267922292982136","0.327503594744223"
"Yes","2010","Couple + C. LE 16 ","(3a) lower tertiary education","122","0.276917062446336","0.235058457930294","0.318775666962377"
"Yes","2010","Couple + C. LE 16 ","(3b) higher tertiary education","238","0.26750036928919","0.238086350689675","0.296914387888704"
"Yes","2010","Couple + C. GT 16 ","(0) in school","12","","",""
"Yes","2010","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Yes","2010","Couple + C. GT 16 ","(1b) general elementary school","11","","",""
"Yes","2010","Couple + C. GT 16 ","(1c) basic vocational qualification","93","0.147048400408543","0.118543922511777","0.175552878305308"
"Yes","2010","Couple + C. GT 16 ","(2b) intermediate general qualification","16","","",""
"Yes","2010","Couple + C. GT 16 ","(2a) intermediate vocational","122","0.225013971750556","0.191848122382634","0.258179821118478"
"Yes","2010","Couple + C. GT 16 ","(2c_gen) general maturity certificate","21","","",""
"Yes","2010","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","48","0.289310137519021","0.21882924175786","0.359791033280183"
"Yes","2010","Couple + C. GT 16 ","(3a) lower tertiary education","53","0.331680774053798","0.258499215331122","0.404862332776475"
"Yes","2010","Couple + C. GT 16 ","(3b) higher tertiary education","56","0.255987265156991","0.193269440905746","0.318705089408237"
"Yes","2010","Couple + C. LE and GT 16","(0) in school","21","","",""
"Yes","2010","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"Yes","2010","Couple + C. LE and GT 16","(1b) general elementary school","5","","",""
"Yes","2010","Couple + C. LE and GT 16","(1c) basic vocational qualification","44","0.125006842577702","0.0863377347274347","0.16367595042797"
"Yes","2010","Couple + C. LE and GT 16","(2b) intermediate general qualification","12","","",""
"Yes","2010","Couple + C. LE and GT 16","(2a) intermediate vocational","74","0.221717158276973","0.175097772083787","0.26833654447016"
"Yes","2010","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","10","","",""
"Yes","2010","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","24","","",""
"Yes","2010","Couple + C. LE and GT 16","(3a) lower tertiary education","17","","",""
"Yes","2010","Couple + C. LE and GT 16","(3b) higher tertiary education","26","","",""
"No","2010","1-pers.-HH","(0) in school","","","",""
"No","2010","1-pers.-HH","(1a) inadequately completed","23","","",""
"No","2010","1-pers.-HH","(1b) general elementary school","309","0.93945091876401","0.913718420768028","0.965183416759991"
"No","2010","1-pers.-HH","(1c) basic vocational qualification","655","0.866591327192874","0.842353906877445","0.890828747508303"
"No","2010","1-pers.-HH","(2b) intermediate general qualification","36","0.743904798638137","0.616378065447824","0.87143153182845"
"No","2010","1-pers.-HH","(2a) intermediate vocational","400","0.756520224361065","0.719981626805652","0.793058821916478"
"No","2010","1-pers.-HH","(2c_gen) general maturity certificate","87","0.81561520575812","0.740723333630988","0.890507077885253"
"No","2010","1-pers.-HH","(2c_voc) vocational maturity certificate","106","0.679383942380598","0.605671974725639","0.753095910035558"
"No","2010","1-pers.-HH","(3a) lower tertiary education","132","0.679325334240682","0.613306369828503","0.745344298652862"
"No","2010","1-pers.-HH","(3b) higher tertiary education","139","0.68039755628699","0.616090471170099","0.744704641403882"
"No","2010","(Married) couple without C. ","(0) in school","2","","",""
"No","2010","(Married) couple without C. ","(1a) inadequately completed","58","0.96677268504136","0.922159620559187","1.01138574952353"
"No","2010","(Married) couple without C. ","(1b) general elementary school","366","0.927127248333044","0.901590898931078","0.95266359773501"
"No","2010","(Married) couple without C. ","(1c) basic vocational qualification","1561","0.824248847797785","0.807112362658702","0.841385332936868"
"No","2010","(Married) couple without C. ","(2b) intermediate general qualification","39","0.822558302458181","0.721591655646797","0.923524949269565"
"No","2010","(Married) couple without C. ","(2a) intermediate vocational","909","0.738003408556502","0.713723903857397","0.762282913255607"
"No","2010","(Married) couple without C. ","(2c_gen) general maturity certificate","76","0.778523804998827","0.697940053765915","0.859107556231739"
"No","2010","(Married) couple without C. ","(2c_voc) vocational maturity certificate","219","0.66358143014256","0.613285211635084","0.713877648650036"
"No","2010","(Married) couple without C. ","(3a) lower tertiary education","375","0.647385811779258","0.607050521334774","0.687721102223741"
"No","2010","(Married) couple without C. ","(3b) higher tertiary education","345","0.611260107265828","0.571136576438593","0.651383638093063"
"No","2010","Single parent ","(0) in school","62","0.904309379514714","0.837734458117805","0.970884300911622"
"No","2010","Single parent ","(1a) inadequately completed","48","0.993736269239085","0.971645941340984","1.01582659713719"
"No","2010","Single parent ","(1b) general elementary school","213","0.961913077975174","0.936791234082774","0.987034921867574"
"No","2010","Single parent ","(1c) basic vocational qualification","321","0.857729247341401","0.822086774114317","0.893371720568484"
"No","2010","Single parent ","(2b) intermediate general qualification","134","0.936646366630892","0.897267518040342","0.976025215221442"
"No","2010","Single parent ","(2a) intermediate vocational","528","0.805640672374189","0.775565324876703","0.835716019871674"
"No","2010","Single parent ","(2c_gen) general maturity certificate","71","0.82904195480991","0.746024852265769","0.912059057354051"
"No","2010","Single parent ","(2c_voc) vocational maturity certificate","159","0.850294865122315","0.801691532942774","0.898898197301856"
"No","2010","Single parent ","(3a) lower tertiary education","82","0.764803273144006","0.684814926688283","0.844791619599728"
"No","2010","Single parent ","(3b) higher tertiary education","103","0.663667121448255","0.586501002410381","0.740833240486128"
"No","2010","Couple + C. LE 16 ","(0) in school","3","","",""
"No","2010","Couple + C. LE 16 ","(1a) inadequately completed","153","0.953168371729115","0.920733758068499","0.985602985389732"
"No","2010","Couple + C. LE 16 ","(1b) general elementary school","478","0.94949509367868","0.930300618753023","0.968689568604338"
"No","2010","Couple + C. LE 16 ","(1c) basic vocational qualification","1093","0.82942593337332","0.809142475750007","0.849709390996633"
"No","2010","Couple + C. LE 16 ","(2b) intermediate general qualification","118","0.89362367269382","0.841026675099917","0.946220670287723"
"No","2010","Couple + C. LE 16 ","(2a) intermediate vocational","1665","0.761740426843223","0.743686512363219","0.779794341323227"
"No","2010","Couple + C. LE 16 ","(2c_gen) general maturity certificate","179","0.851916952806182","0.803414267628162","0.900419637984202"
"No","2010","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","645","0.70228705613682","0.672496405255777","0.732077707017864"
"No","2010","Couple + C. LE 16 ","(3a) lower tertiary education","317","0.723082937553664","0.681224333037623","0.764941542069706"
"No","2010","Couple + C. LE 16 ","(3b) higher tertiary education","632","0.73249963071081","0.703085612111296","0.761913649310325"
"No","2010","Couple + C. GT 16 ","(0) in school","87","0.894409676848799","0.833874084293347","0.95494526940425"
"No","2010","Couple + C. GT 16 ","(1a) inadequately completed","12","","",""
"No","2010","Couple + C. GT 16 ","(1b) general elementary school","181","0.928681852570074","0.892279371653193","0.965084333486954"
"No","2010","Couple + C. GT 16 ","(1c) basic vocational qualification","500","0.852951599591457","0.824447121694692","0.881456077488223"
"No","2010","Couple + C. GT 16 ","(2b) intermediate general qualification","108","0.795797069555989","0.724844291988662","0.866749847123316"
"No","2010","Couple + C. GT 16 ","(2a) intermediate vocational","487","0.774986028249444","0.741820178881522","0.808151877617366"
"No","2010","Couple + C. GT 16 ","(2c_gen) general maturity certificate","163","0.892420023653757","0.847649770012544","0.937190277294971"
"No","2010","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","111","0.710689862480979","0.640208966719817","0.78117075824214"
"No","2010","Couple + C. GT 16 ","(3a) lower tertiary education","106","0.668319225946202","0.595137667223525","0.741500784668878"
"No","2010","Couple + C. GT 16 ","(3b) higher tertiary education","130","0.744012734843009","0.681294910591763","0.806730559094254"
"No","2010","Couple + C. LE and GT 16","(0) in school","129","0.888607009065095","0.838258540965725","0.938955477164465"
"No","2010","Couple + C. LE and GT 16","(1a) inadequately completed","29","","",""
"No","2010","Couple + C. LE and GT 16","(1b) general elementary school","133","0.978471035291566","0.95425549809646","1.00268657248667"
"No","2010","Couple + C. LE and GT 16","(1c) basic vocational qualification","237","0.874993157422298","0.83632404957203","0.913662265272565"
"No","2010","Couple + C. LE and GT 16","(2b) intermediate general qualification","83","0.864545855838529","0.79573191125668","0.933359800420379"
"No","2010","Couple + C. LE and GT 16","(2a) intermediate vocational","231","0.778282841723027","0.73166345552984","0.824902227916213"
"No","2010","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","78","0.851206689653738","0.776850697654814","0.925562681652663"
"No","2010","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","87","0.720135943435987","0.63662038142008","0.803651505451893"
"No","2010","Couple + C. LE and GT 16","(3a) lower tertiary education","44","0.490914088988677","0.365460970697265","0.616367207280088"
"No","2010","Couple + C. LE and GT 16","(3b) higher tertiary education","74","0.786221475699952","0.705868386195444","0.866574565204461"
"Yes","2011","1-pers.-HH","(0) in school","","","",""
"Yes","2011","1-pers.-HH","(1a) inadequately completed","3","","",""
"Yes","2011","1-pers.-HH","(1b) general elementary school","25","","",""
"Yes","2011","1-pers.-HH","(1c) basic vocational qualification","120","0.127243882806156","0.106064039644815","0.148423725967497"
"Yes","2011","1-pers.-HH","(2b) intermediate general qualification","13","","",""
"Yes","2011","1-pers.-HH","(2a) intermediate vocational","171","0.243493681003676","0.210995367998593","0.275991994008758"
"Yes","2011","1-pers.-HH","(2c_gen) general maturity certificate","27","","",""
"Yes","2011","1-pers.-HH","(2c_voc) vocational maturity certificate","57","0.267381566706786","0.209678549267257","0.325084584146314"
"Yes","2011","1-pers.-HH","(3a) lower tertiary education","73","0.339755597201636","0.279071368493548","0.400439825909724"
"Yes","2011","1-pers.-HH","(3b) higher tertiary education","87","0.341711832267583","0.284822544916738","0.398601119618427"
"Yes","2011","(Married) couple without C. ","(0) in school","","","",""
"Yes","2011","(Married) couple without C. ","(1a) inadequately completed","11","","",""
"Yes","2011","(Married) couple without C. ","(1b) general elementary school","61","0.103698516470471","0.0787796950373199","0.128617337903622"
"Yes","2011","(Married) couple without C. ","(1c) basic vocational qualification","474","0.188889384556709","0.173478014158786","0.204300754954632"
"Yes","2011","(Married) couple without C. ","(2b) intermediate general qualification","24","","",""
"Yes","2011","(Married) couple without C. ","(2a) intermediate vocational","471","0.286067185958107","0.264012869547319","0.308121502368895"
"Yes","2011","(Married) couple without C. ","(2c_gen) general maturity certificate","29","","",""
"Yes","2011","(Married) couple without C. ","(2c_voc) vocational maturity certificate","155","0.329914911737821","0.285730465938593","0.37409935753705"
"Yes","2011","(Married) couple without C. ","(3a) lower tertiary education","207","0.352490798903043","0.314327429600678","0.390654168205408"
"Yes","2011","(Married) couple without C. ","(3b) higher tertiary education","252","0.368707195549435","0.333119327904677","0.404295063194192"
"Yes","2011","Single parent ","(0) in school","6","","",""
"Yes","2011","Single parent ","(1a) inadequately completed","1","","",""
"Yes","2011","Single parent ","(1b) general elementary school","6","","",""
"Yes","2011","Single parent ","(1c) basic vocational qualification","22","","",""
"Yes","2011","Single parent ","(2b) intermediate general qualification","11","","",""
"Yes","2011","Single parent ","(2a) intermediate vocational","57","0.224387727347091","0.172570961415135","0.276204493279048"
"Yes","2011","Single parent ","(2c_gen) general maturity certificate","8","","",""
"Yes","2011","Single parent ","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2011","Single parent ","(3a) lower tertiary education","12","","",""
"Yes","2011","Single parent ","(3b) higher tertiary education","24","","",""
"Yes","2011","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2011","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Yes","2011","Couple + C. LE 16 ","(1b) general elementary school","10","","",""
"Yes","2011","Couple + C. LE 16 ","(1c) basic vocational qualification","119","0.249081184403616","0.212468409084078","0.285693959723154"
"Yes","2011","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Yes","2011","Couple + C. LE 16 ","(2a) intermediate vocational","231","0.251556532533559","0.223533471229381","0.279579593837737"
"Yes","2011","Couple + C. LE 16 ","(2c_gen) general maturity certificate","7","","",""
"Yes","2011","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","98","0.286080341204812","0.237829841145426","0.334330841264197"
"Yes","2011","Couple + C. LE 16 ","(3a) lower tertiary education","72","0.342320961636061","0.278146506434504","0.406495416837617"
"Yes","2011","Couple + C. LE 16 ","(3b) higher tertiary education","88","0.267947570056946","0.219116015035916","0.316779125077976"
"Yes","2011","Couple + C. GT 16 ","(0) in school","18","","",""
"Yes","2011","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Yes","2011","Couple + C. GT 16 ","(1b) general elementary school","11","","",""
"Yes","2011","Couple + C. GT 16 ","(1c) basic vocational qualification","113","0.176852960488731","0.14724676318592","0.206459157791542"
"Yes","2011","Couple + C. GT 16 ","(2b) intermediate general qualification","13","","",""
"Yes","2011","Couple + C. GT 16 ","(2a) intermediate vocational","139","0.212266517736792","0.181093577882479","0.243439457591105"
"Yes","2011","Couple + C. GT 16 ","(2c_gen) general maturity certificate","31","0.131067789343199","0.0876422687006306","0.174493309985766"
"Yes","2011","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","56","0.271932517280521","0.208829838446869","0.335035196114173"
"Yes","2011","Couple + C. GT 16 ","(3a) lower tertiary education","54","0.365004436394235","0.289936588623468","0.440072284165002"
"Yes","2011","Couple + C. GT 16 ","(3b) higher tertiary education","61","0.236982285528709","0.180274006493353","0.293690564564064"
"Yes","2011","Couple + C. LE and GT 16","(0) in school","11","","",""
"Yes","2011","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2011","Couple + C. LE and GT 16","(1b) general elementary school","4","","",""
"Yes","2011","Couple + C. LE and GT 16","(1c) basic vocational qualification","29","","",""
"Yes","2011","Couple + C. LE and GT 16","(2b) intermediate general qualification","6","","",""
"Yes","2011","Couple + C. LE and GT 16","(2a) intermediate vocational","72","0.256094852470169","0.201102839837157","0.311086865103182"
"Yes","2011","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","16","","",""
"Yes","2011","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2011","Couple + C. LE and GT 16","(3a) lower tertiary education","32","0.676693500511124","0.567120818674926","0.786266182347321"
"Yes","2011","Couple + C. LE and GT 16","(3b) higher tertiary education","21","","",""
"No","2011","1-pers.-HH","(0) in school","7","","",""
"No","2011","1-pers.-HH","(1a) inadequately completed","51","0.957676323221557","0.903979044025889","1.01137360241722"
"No","2011","1-pers.-HH","(1b) general elementary school","401","0.937649311812981","0.914688664020159","0.960609959605802"
"No","2011","1-pers.-HH","(1c) basic vocational qualification","831","0.872756117193844","0.851576274032503","0.893935960355185"
"No","2011","1-pers.-HH","(2b) intermediate general qualification","51","0.747953556496643","0.641579503523543","0.854327609469743"
"No","2011","1-pers.-HH","(2a) intermediate vocational","499","0.756506318996325","0.724008005991243","0.789004632001407"
"No","2011","1-pers.-HH","(2c_gen) general maturity certificate","112","0.817586238667031","0.753386054098636","0.881786423235426"
"No","2011","1-pers.-HH","(2c_voc) vocational maturity certificate","169","0.732618433293214","0.674915415853686","0.790321450732743"
"No","2011","1-pers.-HH","(3a) lower tertiary education","161","0.660244402798364","0.599560174090276","0.720928631506452"
"No","2011","1-pers.-HH","(3b) higher tertiary education","180","0.658288167732417","0.601398880381573","0.715177455083262"
"No","2011","(Married) couple without C. ","(0) in school","","","",""
"No","2011","(Married) couple without C. ","(1a) inadequately completed","76","0.923219618544163","0.867273996142831","0.979165240945495"
"No","2011","(Married) couple without C. ","(1b) general elementary school","514","0.896301483529529","0.871382662096378","0.92122030496268"
"No","2011","(Married) couple without C. ","(1c) basic vocational qualification","2004","0.811110615443291","0.795699245045368","0.826521985841214"
"No","2011","(Married) couple without C. ","(2b) intermediate general qualification","71","0.810133431483993","0.731267612742356","0.88899925022563"
"No","2011","(Married) couple without C. ","(2a) intermediate vocational","1142","0.713932814041893","0.691878497631105","0.735987130452682"
"No","2011","(Married) couple without C. ","(2c_gen) general maturity certificate","95","0.812613868411091","0.743931053473622","0.88129668334856"
"No","2011","(Married) couple without C. ","(2c_voc) vocational maturity certificate","280","0.670085088262179","0.62590064246295","0.714269534061407"
"No","2011","(Married) couple without C. ","(3a) lower tertiary education","395","0.647509201096957","0.609345831794592","0.685672570399322"
"No","2011","(Married) couple without C. ","(3b) higher tertiary education","454","0.631292804450565","0.595704936805808","0.666880672095323"
"No","2011","Single parent ","(0) in school","36","0.952791197314298","0.888650480837974","1.01693191379062"
"No","2011","Single parent ","(1a) inadequately completed","21","","",""
"No","2011","Single parent ","(1b) general elementary school","135","0.955313087977128","0.921209382348322","0.989416793605934"
"No","2011","Single parent ","(1c) basic vocational qualification","195","0.864056737734697","0.818456385384831","0.909657090084564"
"No","2011","Single parent ","(2b) intermediate general qualification","65","0.871999315380691","0.796887974832332","0.94711065592905"
"No","2011","Single parent ","(2a) intermediate vocational","192","0.775612272652909","0.723795506720952","0.827429038584865"
"No","2011","Single parent ","(2c_gen) general maturity certificate","53","0.895137295590043","0.818252842991701","0.972021748188385"
"No","2011","Single parent ","(2c_voc) vocational maturity certificate","49","0.697912185682925","0.589571759473402","0.806252611892448"
"No","2011","Single parent ","(3a) lower tertiary education","37","0.755869012119938","0.635591405973323","0.876146618266552"
"No","2011","Single parent ","(3b) higher tertiary education","55","0.725497699208848","0.627090797251661","0.823904601166035"
"No","2011","Couple + C. LE 16 ","(0) in school","","","",""
"No","2011","Couple + C. LE 16 ","(1a) inadequately completed","26","","",""
"No","2011","Couple + C. LE 16 ","(1b) general elementary school","110","0.912298569152857","0.861689388727333","0.962907749578381"
"No","2011","Couple + C. LE 16 ","(1c) basic vocational qualification","417","0.750918815596384","0.714306040276846","0.787531590915922"
"No","2011","Couple + C. LE 16 ","(2b) intermediate general qualification","50","0.942336886799879","0.88073147215502","1.00394230144474"
"No","2011","Couple + C. LE 16 ","(2a) intermediate vocational","690","0.748443467466441","0.720420406162263","0.776466528770619"
"No","2011","Couple + C. LE 16 ","(2c_gen) general maturity certificate","54","0.897735473497199","0.821699366586705","0.973771580407692"
"No","2011","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","239","0.713919658795189","0.665669158735803","0.762170158854574"
"No","2011","Couple + C. LE 16 ","(3a) lower tertiary education","138","0.657679038363939","0.593504583162383","0.721853493565496"
"No","2011","Couple + C. LE 16 ","(3b) higher tertiary education","228","0.732052429943054","0.683220874922024","0.780883984964084"
"No","2011","Couple + C. GT 16 ","(0) in school","97","0.868477875902592","0.806707825223645","0.930247926581539"
"No","2011","Couple + C. GT 16 ","(1a) inadequately completed","24","","",""
"No","2011","Couple + C. GT 16 ","(1b) general elementary school","188","0.957439229377242","0.92939252071628","0.985485938038205"
"No","2011","Couple + C. GT 16 ","(1c) basic vocational qualification","525","0.823147039511269","0.793540842208458","0.85275323681408"
"No","2011","Couple + C. GT 16 ","(2b) intermediate general qualification","118","0.923772321052778","0.878330966996567","0.969213675108988"
"No","2011","Couple + C. GT 16 ","(2a) intermediate vocational","522","0.787733482263208","0.756560542408895","0.818906422117521"
"No","2011","Couple + C. GT 16 ","(2c_gen) general maturity certificate","201","0.868932210656801","0.825506690014233","0.912357731299369"
"No","2011","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","135","0.728067482719479","0.664964803885827","0.791170161553131"
"No","2011","Couple + C. GT 16 ","(3a) lower tertiary education","104","0.634995563605765","0.559927715834998","0.710063411376532"
"No","2011","Couple + C. GT 16 ","(3b) higher tertiary education","155","0.763017714471292","0.706309435435936","0.819725993506647"
"No","2011","Couple + C. LE and GT 16","(0) in school","67","0.797946967631436","0.708838189151817","0.887055746111055"
"No","2011","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"No","2011","Couple + C. LE and GT 16","(1b) general elementary school","98","0.903507744169172","0.846207011557795","0.96080847678055"
"No","2011","Couple + C. LE and GT 16","(1c) basic vocational qualification","181","0.858589986185601","0.811462808107303","0.9057171642639"
"No","2011","Couple + C. LE and GT 16","(2b) intermediate general qualification","67","0.920192514123956","0.858027244191092","0.982357784056821"
"No","2011","Couple + C. LE and GT 16","(2a) intermediate vocational","170","0.743905147529831","0.688913134896818","0.798897160162843"
"No","2011","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","79","0.832400209033442","0.757291704490453","0.907508713576431"
"No","2011","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","54","0.721914337309832","0.619828765930083","0.823999908689581"
"No","2011","Couple + C. LE and GT 16","(3a) lower tertiary education","38","0.323306499488876","0.213733817652679","0.432879181325074"
"No","2011","Couple + C. LE and GT 16","(3b) higher tertiary education","50","0.847007859488981","0.763274754267318","0.930740964710644"
"Yes","2012","1-pers.-HH","(0) in school","","","",""
"Yes","2012","1-pers.-HH","(1a) inadequately completed","3","","",""
"Yes","2012","1-pers.-HH","(1b) general elementary school","32","0.0650422975010891","0.0413736205440689","0.0887109744581094"
"Yes","2012","1-pers.-HH","(1c) basic vocational qualification","142","0.147424618178921","0.124997995593577","0.169851240764264"
"Yes","2012","1-pers.-HH","(2b) intermediate general qualification","13","","",""
"Yes","2012","1-pers.-HH","(2a) intermediate vocational","175","0.221257300034413","0.191042140875538","0.251472459193288"
"Yes","2012","1-pers.-HH","(2c_gen) general maturity certificate","36","0.23416893017007","0.168137504471674","0.300200355868467"
"Yes","2012","1-pers.-HH","(2c_voc) vocational maturity certificate","71","0.291649325459183","0.2345015146536","0.348797136264766"
"Yes","2012","1-pers.-HH","(3a) lower tertiary education","83","0.358729408342713","0.299155983245468","0.418302833439958"
"Yes","2012","1-pers.-HH","(3b) higher tertiary education","99","0.302943687465828","0.251871697211329","0.354015677720327"
"Yes","2012","(Married) couple without C. ","(0) in school","","","",""
"Yes","2012","(Married) couple without C. ","(1a) inadequately completed","10","","",""
"Yes","2012","(Married) couple without C. ","(1b) general elementary school","72","0.123583681744731","0.0966133760545744","0.150553987434887"
"Yes","2012","(Married) couple without C. ","(1c) basic vocational qualification","503","0.204317106046537","0.18836769253811","0.220266519554963"
"Yes","2012","(Married) couple without C. ","(2b) intermediate general qualification","30","0.292497298125136","0.202431472625147","0.382563123625124"
"Yes","2012","(Married) couple without C. ","(2a) intermediate vocational","507","0.330589957811186","0.307822365447128","0.353357550175244"
"Yes","2012","(Married) couple without C. ","(2c_gen) general maturity certificate","36","0.285039270641383","0.206833905297351","0.363244635985414"
"Yes","2012","(Married) couple without C. ","(2c_voc) vocational maturity certificate","170","0.329291231830604","0.286391487528178","0.37219097613303"
"Yes","2012","(Married) couple without C. ","(3a) lower tertiary education","203","0.362003521880096","0.323645608553817","0.400361435206374"
"Yes","2012","(Married) couple without C. ","(3b) higher tertiary education","260","0.325147566693831","0.291143646357419","0.359151487030242"
"Yes","2012","Single parent ","(0) in school","14","","",""
"Yes","2012","Single parent ","(1a) inadequately completed","1","","",""
"Yes","2012","Single parent ","(1b) general elementary school","16","","",""
"Yes","2012","Single parent ","(1c) basic vocational qualification","69","0.138066087697009","0.105460325512958","0.170671849881059"
"Yes","2012","Single parent ","(2b) intermediate general qualification","22","","",""
"Yes","2012","Single parent ","(2a) intermediate vocational","170","0.2216237494379","0.19203660250243","0.251210896373371"
