"ple0098_v5","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1999","Couple + C. GT 16 ","Male","1138","0.944565883387713","0.931640615864296","0.957491150911131","2"
"No","1999","1-pers.-HH","Male","514","0.91311290746998","0.889700257698855","0.936525557241105","2"
"No","1999","1-pers.-HH","Female","887","0.91057358904183","0.892550660002124","0.928596518081537","2"
"No","1999","(Married) couple without C. ","Male","1635","0.892749803392987","0.878407190931735","0.907092415854239","2"
"No","1999","(Married) couple without C. ","Female","1720","0.87468980806654","0.859869498842676","0.889510117290403","2"
"No","1999","Single parent ","Male","210","0.943012089239694","0.912586033437126","0.973438145042262","2"
"No","1999","Couple + C. GT 16 ","Female","1003","0.936615698819029","0.921996032815115","0.951235364822944","2"
"No","1999","Single parent ","Female","395","0.88845756611042","0.858840527624197","0.918074604596644","2"
"No","1999","Couple + C. LE 16 ","Male","1189","0.905734112531672","0.889807387901257","0.921660837162087","2"
"No","1999","Couple + C. LE 16 ","Female","1314","0.910403715563669","0.895538473477227","0.92526895765011","2"
"No","1999","Couple + C. LE and GT 16","Male","493","0.916241464638622","0.892589768457087","0.939893160820157","2"
"No","1999","Couple + C. LE and GT 16","Female","489","0.920936299977078","0.897765950062436","0.944106649891721","2"
"Yes","1999","1-pers.-HH","Male","42","0.0868870925300201","0.0634744427588953","0.110299742301145","1"
"Yes","1999","1-pers.-HH","Female","76","0.0894264109581696","0.071403481918463","0.107449339997876","1"
"Yes","1999","(Married) couple without C. ","Male","153","0.107250196607013","0.0929075841457606","0.121592809068265","1"
"Yes","1999","(Married) couple without C. ","Female","197","0.12531019193346","0.110489882709597","0.140130501157324","1"
"Yes","1999","Single parent ","Male","13","","","","1"
"Yes","1999","Single parent ","Female","39","0.11154243388958","0.0819253954033563","0.141159472375803","1"
"Yes","1999","Couple + C. LE 16 ","Male","104","0.0942658874683278","0.0783391628379132","0.110192612098743","1"
"Yes","1999","Couple + C. LE 16 ","Female","104","0.0895962844363311","0.0747310423498896","0.104461526522773","1"
"Yes","1999","Couple + C. GT 16 ","Male","66","0.0554341166122866","0.0425088490888687","0.0683593841357045","1"
"Yes","1999","Couple + C. GT 16 ","Female","64","0.0633843011809706","0.0487646351770561","0.0780039671848852","1"
"Yes","1999","Couple + C. LE and GT 16","Male","34","0.083758535361378","0.0601068391798434","0.107410231542913","1"
"Yes","1999","Couple + C. LE and GT 16","Female","32","0.0790637000229219","0.0558933501082793","0.102234049937564","1"
"No","2000","Couple + C. GT 16 ","Male","1685","0.913037445865492","0.900123716627409","0.925951175103575","2"
"No","2000","1-pers.-HH","Male","1074","0.904255694230001","0.887402906647096","0.921108481812905","2"
"No","2000","1-pers.-HH","Female","1640","0.907354805851863","0.89395331028241","0.920756301421315","2"
"No","2000","(Married) couple without C. ","Male","2909","0.895215503114177","0.884633512190777","0.905797494037577","2"
"No","2000","Couple + C. GT 16 ","Female","1555","0.920306952275795","0.907372333987165","0.933241570564425","2"
"No","2000","(Married) couple without C. ","Female","3084","0.880036328007087","0.869211463555435","0.890861192458739","2"
"No","2000","Single parent ","Male","318","0.934819868127995","0.908543228415728","0.961096507840263","2"
"No","2000","Single parent ","Female","712","0.915900184259088","0.896322512798803","0.935477855719373","2"
"No","2000","Couple + C. LE 16 ","Male","1998","0.905537800036772","0.89330532768121","0.917770272392334","2"
"No","2000","Couple + C. LE 16 ","Female","2195","0.898101235657965","0.886065841758076","0.910136629557853","2"
"No","2000","Couple + C. LE and GT 16","Male","814","0.947699458964486","0.932837267042877","0.962561650886096","2"
"No","2000","Couple + C. LE and GT 16","Female","819","0.93045986830158","0.913605571322844","0.947314165280316","2"
"Yes","2000","1-pers.-HH","Male","97","0.0957443057699994","0.0788915181870949","0.112597093352904","1"
"Yes","2000","1-pers.-HH","Female","158","0.0926451941481373","0.0792436985786845","0.10604668971759","1"
"Yes","2000","(Married) couple without C. ","Male","309","0.104784496885823","0.0942025059624232","0.115366487809223","1"
"Yes","2000","(Married) couple without C. ","Female","377","0.119963671992913","0.109138807541261","0.130788536444565","1"
"Yes","2000","Single parent ","Male","21","","","","1"
"Yes","2000","Single parent ","Female","60","0.0840998157409121","0.0645221442806269","0.103677487201197","1"
"Yes","2000","Couple + C. LE 16 ","Male","198","0.0944621999632281","0.0822297276076661","0.10669467231879","1"
"Yes","2000","Couple + C. LE 16 ","Female","232","0.101898764342035","0.0898633704421467","0.113934158241924","1"
"Yes","2000","Couple + C. GT 16 ","Male","144","0.0869625541345081","0.0740488248964249","0.0998762833725913","1"
"Yes","2000","Couple + C. GT 16 ","Female","129","0.0796930477242052","0.0667584294355753","0.0926276660128351","1"
"Yes","2000","Couple + C. LE and GT 16","Male","48","0.0523005410355136","0.037438349113904","0.0671627329571233","1"
"Yes","2000","Couple + C. LE and GT 16","Female","56","0.0695401316984201","0.0526858347196842","0.086394428677156","1"
"No","2001","Couple + C. GT 16 ","Male","1513","0.91113227865274","0.897410645378559","0.924853911926921","2"
"No","2001","1-pers.-HH","Male","951","0.890640836391511","0.871754868852365","0.909526803930657","2"
"No","2001","(Married) couple without C. ","Male","2670","0.897509017173719","0.886515880028598","0.90850215431884","2"
"No","2001","1-pers.-HH","Female","1477","0.91002554603485","0.896039612158647","0.924011479911053","2"
"No","2001","Single parent ","Male","294","0.955969820521077","0.933131479001963","0.978808162040191","2"
"No","2001","(Married) couple without C. ","Female","2847","0.88630775235155","0.87524692651974","0.897368578183359","2"
"No","2001","Couple + C. GT 16 ","Female","1399","0.895527912683455","0.88032025657775","0.91073556878916","2"
"No","2001","Single parent ","Female","678","0.938627895880068","0.921169191317727","0.956086600442409","2"
"No","2001","Couple + C. LE 16 ","Male","1787","0.8917447658423","0.878083407166589","0.905406124518012","2"
"No","2001","Couple + C. LE 16 ","Female","1952","0.875082421564518","0.861263576911453","0.888901266217583","2"
"No","2001","Couple + C. LE and GT 16","Male","766","0.962236861847558","0.949035860763869","0.975437862931246","2"
"No","2001","Couple + C. LE and GT 16","Female","740","0.944069735413247","0.928015626703076","0.960123844123418","2"
"Yes","2001","Single parent ","Male","16","","","","1"
"Yes","2001","Single parent ","Female","48","0.0613721041199318","0.0439133995575905","0.078830808682273","1"
