"ple0098_v5","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"No","2010","Hamburg","Male","95","0.584773369231212","0.500711795088013","0.668834943374411"
"No","2010","Hamburg","Female","144","0.806602976686329","0.750294731659114","0.862911221713543"
"No","2010","Lower Saxony","Male","647","0.834910400527481","0.809311447518647","0.860509353536314"
"No","2010","Lower Saxony","Female","853","0.803059090636434","0.779406707836085","0.826711473436783"
"No","2010","Bremen","Male","53","0.842756145980203","0.752865268395438","0.932647023564969"
"No","2010","Bremen","Female","69","0.786328015089703","0.700196094493687","0.872459935685719"
"No","2010","North Rhine-Westphalia","Male","1489","0.806418923844338","0.788385448189227","0.824452399499449"
"No","2010","North Rhine-Westphalia","Female","1855","0.780584969840752","0.764024363020762","0.797145576660741"
"No","2010","Hesse","Male","478","0.817597310066521","0.786825308207347","0.848369311925695"
"No","2010","Hesse","Female","590","0.787155452148757","0.758337789125078","0.815973115172436"
"No","2010","Rhineland-Palatinate,Saarland","Male","387","0.863068012329153","0.831788205146838","0.894347819511467"
"No","2010","Rhineland-Palatinate,Saarland","Female","517","0.834196483345868","0.805583918577626","0.862809048114109"
"No","2010","Baden-Württemberg","Male","814","0.765479222578676","0.740080223368709","0.790878221788643"
"No","2010","Baden-Württemberg","Female","1020","0.720871806904253","0.697341030647481","0.744402583161026"
"No","2010","Bavaria","Male","995","0.757935328910874","0.734740337105906","0.781130320715842"
"No","2010","Bavaria","Female","1281","0.724983015182608","0.704026526125739","0.745939504239478"
"No","2010","Berlin","Male","273","0.849576886740857","0.810770972305046","0.888382801176668"
"No","2010","Berlin","Female","377","0.831403533625607","0.797227017055887","0.865580050195327"
"No","2010","Brandenburg","Male","330","0.850606369239689","0.814998328141703","0.886214410337675"
"No","2010","Brandenburg","Female","430","0.87398584944397","0.844691322448288","0.903280376439652"
"No","2010","Mecklenburg-Western Pomerania","Male","206","0.918687771976017","0.882895770851775","0.954479773100259"
"No","2010","Mecklenburg-Western Pomerania","Female","275","0.884080388735209","0.848671882686352","0.919488894784067"
"No","2010","Saxony","Male","616","0.86387331148237","0.838859713783027","0.888886909181713"
"No","2010","Saxony","Female","714","0.86875218700059","0.845876225594198","0.891628148406982"
"No","2010","Saxony-Anhalt","Male","316","0.8780804593036","0.844328553115253","0.911832365491948"
"No","2010","Saxony-Anhalt","Female","432","0.867712229305975","0.837865743776292","0.897558714835659"
"No","2010","Thuringia","Male","353","0.89903581596291","0.869172922905554","0.928898709020265"
"No","2010","Thuringia","Female","433","0.902932680836423","0.876878857947585","0.928986503725261"
"Yes","2011","Schleswig-Holstein","Male","50","0.201556646026894","0.152981058518861","0.250132233534926"
"Yes","2011","Schleswig-Holstein","Female","76","0.261050352894804","0.212079415572275","0.310021290217333"
"Yes","2011","Hamburg","Male","30","0.299462348227435","0.21575067458096","0.383174021873909"
"Yes","2011","Hamburg","Female","32","0.22416454678107","0.154332289314004","0.293996804248137"
"Yes","2011","Lower Saxony","Male","164","0.2081390265332","0.178587472986948","0.237690580079452"
"Yes","2011","Lower Saxony","Female","215","0.206926399173769","0.18050420298551","0.233348595362028"
"Yes","2011","Bremen","Male","7","","",""
"Yes","2011","Bremen","Female","12","","",""
"Yes","2011","North Rhine-Westphalia","Male","334","0.19961721361103","0.179926770114309","0.219307657107752"
"Yes","2011","North Rhine-Westphalia","Female","467","0.222152372536274","0.203356718413322","0.240948026659226"
"Yes","2011","Hesse","Male","126","0.220435947613067","0.184209044463194","0.25666285076294"
"Yes","2011","Hesse","Female","172","0.255124836619987","0.221218619007574","0.289031054232401"
"Yes","2011","Rhineland-Palatinate,Saarland","Male","77","0.160359212391976","0.125473520008382","0.19524490477557"
"Yes","2011","Rhineland-Palatinate,Saarland","Female","119","0.200639505856112","0.167962688578531","0.233316323133694"
"Yes","2011","Baden-Württemberg","Male","237","0.278928991667879","0.249790756737238","0.30806722659852"
"Yes","2011","Baden-Württemberg","Female","317","0.284529079760803","0.258519789758624","0.310538369762983"
"Yes","2011","Bavaria","Male","276","0.209062661512703","0.18602649058212","0.232098832443286"
"Yes","2011","Bavaria","Female","400","0.259784894395224","0.237174919163335","0.282394869627112"
"Yes","2011","Berlin","Male","62","0.219759115056747","0.172018614273038","0.267499615840455"
"Yes","2011","Berlin","Female","92","0.217989648235272","0.175690489051873","0.260288807418671"
"Yes","2011","Brandenburg","Male","62","0.144786910478333","0.109028480579532","0.180545340377135"
"Yes","2011","Brandenburg","Female","67","0.188472799904704","0.151763108985334","0.225182490824073"
"Yes","2011","Mecklenburg-Western Pomerania","Male","19","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Female","39","0.178793069373316","0.131945919681602","0.22564021906503"
"Yes","2011","Saxony","Male","90","0.108919793875808","0.084277807724496","0.133561780027121"
"Yes","2011","Saxony","Female","113","0.137928505798884","0.112199547461717","0.163657464136051"
"Yes","2011","Saxony-Anhalt","Male","45","0.101821078342183","0.0706253761602133","0.133016780524154"
"Yes","2011","Saxony-Anhalt","Female","55","0.12641159067258","0.0953257432805232","0.157497438064636"
"Yes","2011","Thuringia","Male","41","0.109216503916044","0.077562846964339","0.14087016086775"
"Yes","2011","Thuringia","Female","69","0.133435615741609","0.102121850610652","0.164749380872566"
"No","2011","Schleswig-Holstein","Male","212","0.798443353973106","0.749867766465074","0.847018941481139"
"No","2011","Schleswig-Holstein","Female","233","0.738949647105196","0.689978709782668","0.787920584427725"
"No","2011","Hamburg","Male","85","0.700537651772565","0.616825978126091","0.78424932541904"
"No","2011","Hamburg","Female","105","0.77583545321893","0.706003195751863","0.845667710685996"
"No","2011","Lower Saxony","Male","561","0.7918609734668","0.762309419920548","0.821412527013052"
"No","2011","Lower Saxony","Female","688","0.793073600826231","0.766651404637972","0.81949579701449"
"No","2011","Bremen","Male","43","0.880326555614738","0.790359421631472","0.970293689598004"
"No","2011","Bremen","Female","49","0.826281176026085","0.731205254542253","0.921357097509918"
"No","2011","North Rhine-Westphalia","Male","1249","0.80038278638897","0.780692342892248","0.820073229885691"
"No","2011","North Rhine-Westphalia","Female","1412","0.777847627463726","0.759051973340774","0.796643281586678"
"No","2011","Hesse","Male","377","0.779564052386933","0.74333714923706","0.815790955536806"
"No","2011","Hesse","Female","463","0.744875163380013","0.710968945767599","0.778781380992426"
"No","2011","Rhineland-Palatinate,Saarland","Male","348","0.839640787608024","0.80475509522443","0.874526479991618"
"No","2011","Rhineland-Palatinate,Saarland","Female","458","0.799360494143887","0.766683676866306","0.832037311421469"
"No","2011","Baden-Württemberg","Male","673","0.721071008332121","0.69193277340148","0.750209243262762"
"No","2011","Baden-Württemberg","Female","839","0.715470920239197","0.689461630237017","0.741480210241376"
"No","2011","Bavaria","Male","921","0.790937338487297","0.767901167556714","0.81397350941788"
"No","2011","Bavaria","Female","1045","0.740215105604776","0.717605130372888","0.762825080836665"
"No","2011","Berlin","Male","227","0.780240884943253","0.732500384159545","0.827981385726962"
"No","2011","Berlin","Female","274","0.782010351764728","0.739711192581329","0.824309510948127"
"No","2011","Brandenburg","Male","310","0.855213089521667","0.819454659622865","0.890971519420468"
"No","2011","Brandenburg","Female","369","0.811527200095296","0.774817509175927","0.848236891014666"
"No","2011","Mecklenburg-Western Pomerania","Male","197","0.887491638013536","0.845351519637031","0.92963175639004"
"No","2011","Mecklenburg-Western Pomerania","Female","218","0.821206930626684","0.77435978093497","0.868054080318398"
"No","2011","Saxony","Male","524","0.891080206124192","0.866438219972879","0.915722192275504"
"No","2011","Saxony","Female","577","0.862071494201116","0.836342535863949","0.887800452538283"
"No","2011","Saxony-Anhalt","Male","316","0.898178921657817","0.866983219475846","0.929374623839787"
"No","2011","Saxony-Anhalt","Female","384","0.87358840932742","0.842502561935364","0.904674256719477"
"No","2011","Thuringia","Male","332","0.890783496083956","0.85912983913225","0.922437153035661"
"No","2011","Thuringia","Female","384","0.866564384258391","0.835250619127434","0.897878149389348"
"Yes","2012","Schleswig-Holstein","Male","73","0.174469898377532","0.136362235538465","0.212577561216598"
"Yes","2012","Schleswig-Holstein","Female","106","0.19999428076052","0.164577801572653","0.235410759948386"
"Yes","2012","Hamburg","Male","39","0.294124498608403","0.221206940562685","0.367042056654122"
"Yes","2012","Hamburg","Female","53","0.214737391478239","0.159974986674983","0.269499796281495"
"Yes","2012","Lower Saxony","Male","219","0.225208488015774","0.198853110653505","0.251563865378043"
"Yes","2012","Lower Saxony","Female","292","0.216615405224556","0.193824666030053","0.239406144419058"
"Yes","2012","Bremen","Male","15","","",""
"Yes","2012","Bremen","Female","24","","",""
"Yes","2012","North Rhine-Westphalia","Male","419","0.201822505128982","0.184397194180408","0.219247816077555"
"Yes","2012","North Rhine-Westphalia","Female","634","0.22638483853288","0.210499218382239","0.24227045868352"
"Yes","2012","Hesse","Male","147","0.195234135885045","0.164947726059456","0.225520545710634"
"Yes","2012","Hesse","Female","241","0.235619188742062","0.20824082704067","0.262997550443454"
"Yes","2012","Rhineland-Palatinate,Saarland","Male","113","0.199768318579527","0.166682808227593","0.232853828931461"
"Yes","2012","Rhineland-Palatinate,Saarland","Female","177","0.219235194762294","0.189955559630095","0.248514829894493"
"Yes","2012","Baden-Württemberg","Male","319","0.255152762574224","0.230789845980811","0.279515679167638"
"Yes","2012","Baden-Württemberg","Female","477","0.291811056692141","0.269619334097691","0.314002779286591"
"Yes","2012","Bavaria","Male","430","0.2461054777214","0.224992971375165","0.267217984067636"
"Yes","2012","Bavaria","Female","606","0.26489588411131","0.24601797442211","0.28377379380051"
"Yes","2012","Berlin","Male","69","0.197285772960543","0.157062025200474","0.237509520720613"
"Yes","2012","Berlin","Female","122","0.258575262284838","0.220424795537342","0.296725729032334"
"Yes","2012","Brandenburg","Male","72","0.15161507708172","0.118292717083142","0.184937437080298"
"Yes","2012","Brandenburg","Female","91","0.154378382574894","0.124664787218678","0.18409197793111"
"Yes","2012","Mecklenburg-Western Pomerania","Male","26","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Female","53","0.152483650365809","0.114272130238484","0.190695170493134"
"Yes","2012","Saxony","Male","130","0.146882324828544","0.122103580272835","0.171661069384253"
"Yes","2012","Saxony","Female","167","0.180506609277044","0.155880399346472","0.205132819207616"
"Yes","2012","Saxony-Anhalt","Male","52","0.109941962136156","0.0801314928851413","0.139752431387171"
"Yes","2012","Saxony-Anhalt","Female","68","0.114792629972577","0.0882482416444317","0.141337018300722"
"Yes","2012","Thuringia","Male","49","0.117936299578604","0.0875920117108975","0.14828058744631"
"Yes","2012","Thuringia","Female","76","0.114616909752048","0.0884191664566093","0.140814653047487"
"No","2012","Schleswig-Holstein","Male","308","0.825530101622468","0.787422438783402","0.863637764461535"
"No","2012","Schleswig-Holstein","Female","384","0.80000571923948","0.764589240051614","0.835422198427347"
"No","2012","Hamburg","Male","111","0.705875501391597","0.632957943345878","0.778793059437315"
"No","2012","Hamburg","Female","163","0.785262608521761","0.730500203718505","0.840025013325017"
"No","2012","Lower Saxony","Male","746","0.774791511984226","0.748436134621957","0.801146889346495"
"No","2012","Lower Saxony","Female","963","0.783384594775444","0.760593855580942","0.806175333969947"
"No","2012","Bremen","Male","59","0.899931439552474","0.831558261083305","0.968304618021642"
"No","2012","Bremen","Female","76","0.796234115801162","0.71728737263639","0.875180858965934"
"No","2012","North Rhine-Westphalia","Male","1619","0.798177494871019","0.780752183922445","0.815602805819593"
"No","2012","North Rhine-Westphalia","Female","2032","0.77361516146712","0.75772954131648","0.789500781617761"
"No","2012","Hesse","Male","511","0.804765864114955","0.774479454289366","0.835052273940544"
"No","2012","Hesse","Female","682","0.764380811257938","0.737002449556546","0.79175917295933"
"No","2012","Rhineland-Palatinate,Saarland","Male","448","0.800231681420473","0.767146171068539","0.833317191772407"
"No","2012","Rhineland-Palatinate,Saarland","Female","590","0.780764805237706","0.751485170105507","0.810044440369905"
"No","2012","Baden-Württemberg","Male","911","0.744847237425776","0.720484320832362","0.769210154019189"
"No","2012","Baden-Württemberg","Female","1135","0.708188943307859","0.685997220713409","0.730380665902309"
"No","2012","Bavaria","Male","1169","0.7538945222786","0.732782015932364","0.775007028624835"
"No","2012","Bavaria","Female","1493","0.73510411588869","0.71622620619949","0.75398202557789"
"No","2012","Berlin","Male","307","0.802714227039457","0.762490479279388","0.842937974799526"
"No","2012","Berlin","Female","384","0.741424737715162","0.703274270967665","0.779575204462658"
"No","2012","Brandenburg","Male","373","0.84838492291828","0.815062562919702","0.881707282916858"
"No","2012","Brandenburg","Female","477","0.845621617425106","0.81590802206889","0.875335212781323"
"No","2012","Mecklenburg-Western Pomerania","Male","228","0.89172581147875","0.853512966689973","0.929938656267528"
"No","2012","Mecklenburg-Western Pomerania","Female","287","0.847516349634191","0.809304829506866","0.885727869761516"
"No","2012","Saxony","Male","654","0.853117675171456","0.828338930615747","0.877896419727165"
"No","2012","Saxony","Female","770","0.819493390722956","0.794867180792384","0.844119600653527"
"No","2012","Saxony-Anhalt","Male","371","0.890058037863844","0.860247568612829","0.919868507114859"
"No","2012","Saxony-Anhalt","Female","486","0.885207370027423","0.858662981699278","0.911751758355568"
"No","2012","Thuringia","Male","385","0.882063700421396","0.85171941255369","0.912407988289103"
"No","2012","Thuringia","Female","492","0.885383090247952","0.859185346952513","0.911580833543391"
"Yes","2013","Schleswig-Holstein","Male","49","0.249220055759182","0.19231911725345","0.306120994264915"
"Yes","2013","Schleswig-Holstein","Female","77","0.269213074668616","0.218075205462295","0.320350943874937"
"Yes","2013","Hamburg","Male","30","0.32835516967551","0.243261563800735","0.413448775550285"
"Yes","2013","Hamburg","Female","36","0.253320255488982","0.181019500115408","0.325621010862555"
"Yes","2013","Lower Saxony","Male","167","0.250464599898343","0.217705443817782","0.283223755978903"
"Yes","2013","Lower Saxony","Female","215","0.250729960176437","0.221348914265595","0.280111006087279"
"Yes","2013","Bremen","Male","8","","",""
"Yes","2013","Bremen","Female","15","","",""
"Yes","2013","North Rhine-Westphalia","Male","334","0.23387697144781","0.211616212994263","0.256137729901357"
"Yes","2013","North Rhine-Westphalia","Female","484","0.259142864192583","0.238252712186204","0.280033016198963"
"Yes","2013","Hesse","Male","138","0.258006990156342","0.217935915006147","0.298078065306537"
"Yes","2013","Hesse","Female","180","0.29209570078766","0.255619400459605","0.328572001115714"
"Yes","2013","Rhineland-Palatinate,Saarland","Male","82","0.209241228137826","0.16881912278048","0.249663333495172"
"Yes","2013","Rhineland-Palatinate,Saarland","Female","126","0.220970748083184","0.185547607795667","0.256393888370701"
"Yes","2013","Baden-Württemberg","Male","216","0.259253548900531","0.22849980917953","0.290007288621531"
"Yes","2013","Baden-Württemberg","Female","304","0.299985942675227","0.271612106097691","0.328359779252763"
"Yes","2013","Bavaria","Male","291","0.260633536131437","0.234680135729314","0.286586936533559"
"Yes","2013","Bavaria","Female","444","0.32537381349855","0.300372374129992","0.350375252867108"
"Yes","2013","Berlin","Male","68","0.232828703499907","0.185162665796824","0.28049474120299"
"Yes","2013","Berlin","Female","101","0.28467811658379","0.237198068374058","0.332158164793522"
"Yes","2013","Brandenburg","Male","62","0.166416452971508","0.126884925169517","0.205947980773498"
"Yes","2013","Brandenburg","Female","65","0.154817606620204","0.11882464166643","0.190810571573979"
"Yes","2013","Mecklenburg-Western Pomerania","Male","20","","",""
"Yes","2013","Mecklenburg-Western Pomerania","Female","41","0.170680030432269","0.122162965686543","0.219197095177994"
"Yes","2013","Saxony","Male","93","0.131564267765145","0.104055450846999","0.15907308468329"
"Yes","2013","Saxony","Female","136","0.18150766521384","0.152124257941876","0.210891072485804"
"Yes","2013","Saxony-Anhalt","Male","48","0.120525038250086","0.0850194094175744","0.156030667082597"
"Yes","2013","Saxony-Anhalt","Female","58","0.13091819925546","0.0974840673412514","0.164352331169668"
"Yes","2013","Thuringia","Male","37","0.13883377745863","0.101640015013812","0.176027539903449"
"Yes","2013","Thuringia","Female","71","0.143425498678371","0.109904326161619","0.176946671195124"
"No","2013","Schleswig-Holstein","Male","173","0.750779944240818","0.693879005735085","0.80768088274655"
"No","2013","Schleswig-Holstein","Female","212","0.730786925331384","0.679649056125063","0.781924794537705"
"No","2013","Hamburg","Male","87","0.67164483032449","0.586551224449715","0.756738436199265"
"No","2013","Hamburg","Female","103","0.746679744511018","0.674378989137445","0.818980499884592"
"No","2013","Lower Saxony","Male","505","0.749535400101657","0.716776244021097","0.782294556182218"
"No","2013","Lower Saxony","Female","621","0.749270039823563","0.719888993912721","0.778651085734405"
"No","2013","Bremen","Male","39","0.925609027384548","0.85058971635891","1.00062833841018"
"No","2013","Bremen","Female","43","0.802050238219483","0.699505738172569","0.904594738266396"
"No","2013","North Rhine-Westphalia","Male","1055","0.76612302855219","0.743862270098643","0.788383787005737"
"No","2013","North Rhine-Westphalia","Female","1206","0.740857135807417","0.719966983801037","0.761747287813796"
"No","2013","Hesse","Male","320","0.741993009843658","0.701921934693463","0.782064084993853"
"No","2013","Hesse","Female","417","0.70790429921234","0.671427998884286","0.744380599540395"
"No","2013","Rhineland-Palatinate,Saarland","Male","307","0.790758771862174","0.750336666504828","0.83118087721952"
"No","2013","Rhineland-Palatinate,Saarland","Female","401","0.779029251916816","0.743606111629299","0.814452392204333"
"No","2013","Baden-Württemberg","Male","564","0.740746451099469","0.709992711378469","0.77150019082047"
"No","2013","Baden-Württemberg","Female","698","0.700014057324773","0.671640220747237","0.728387893902309"
"No","2013","Bavaria","Male","808","0.739366463868564","0.713413063466441","0.765319864270686"
"No","2013","Bavaria","Female","905","0.67462618650145","0.649624747132892","0.699627625870008"
"No","2013","Berlin","Male","234","0.767171296500093","0.71950525879701","0.814837334203176"
"No","2013","Berlin","Female","246","0.71532188341621","0.667841835206478","0.762801931625942"
"No","2013","Brandenburg","Male","279","0.833583547028492","0.794052019226502","0.873115074830483"
"No","2013","Brandenburg","Female","323","0.845182393379796","0.809189428426021","0.88117535833357"
"No","2013","Mecklenburg-Western Pomerania","Male","165","0.900875618198842","0.857814541048745","0.943936695348938"
"No","2013","Mecklenburg-Western Pomerania","Female","190","0.829319969567731","0.780802904822005","0.877837034313457"
"No","2013","Saxony","Male","487","0.868435732234855","0.84092691531671","0.895944549153001"
"No","2013","Saxony","Female","525","0.81849233478616","0.789108927514196","0.847875742058124"
"No","2013","Saxony-Anhalt","Male","275","0.879474961749914","0.843969332917403","0.914980590582426"
"No","2013","Saxony-Anhalt","Female","333","0.86908180074454","0.835647668830332","0.902515932658749"
"No","2013","Thuringia","Male","295","0.86116622254137","0.823972460096551","0.898359984986189"
"No","2013","Thuringia","Female","349","0.856574501321628","0.823053328804876","0.890095673838381"
"Yes","2014","Schleswig-Holstein","Male","77","0.226963896284524","0.183574375291175","0.270353417277873"
"Yes","2014","Schleswig-Holstein","Female","111","0.273164046794737","0.232923154021948","0.313404939567525"
"Yes","2014","Hamburg","Male","36","0.252948517833816","0.186418521065011","0.319478514602621"
"Yes","2014","Hamburg","Female","43","0.251302697121637","0.192775385940134","0.309830008303141"
"Yes","2014","Lower Saxony","Male","232","0.257929767932583","0.231276457658791","0.284583078206376"
"Yes","2014","Lower Saxony","Female","300","0.270478732332761","0.245941771717738","0.295015692947783"
"Yes","2014","Bremen","Male","9","","",""
"Yes","2014","Bremen","Female","26","","",""
"Yes","2014","North Rhine-Westphalia","Male","423","0.207357631988163","0.190240811058452","0.224474452917874"
"Yes","2014","North Rhine-Westphalia","Female","618","0.232722464158051","0.216908870240952","0.24853605807515"
"Yes","2014","Hesse","Male","159","0.18936903893948","0.160630474768943","0.218107603110016"
"Yes","2014","Hesse","Female","240","0.258397487463769","0.2295892942862","0.287205680641338"
"Yes","2014","Rhineland-Palatinate,Saarland","Male","126","0.214119495831015","0.181619841369842","0.246619150292188"
"Yes","2014","Rhineland-Palatinate,Saarland","Female","181","0.241404104861901","0.21119773947459","0.271610470249212"
"Yes","2014","Baden-Württemberg","Male","320","0.255906815728142","0.231549964558246","0.280263666898039"
"Yes","2014","Baden-Württemberg","Female","455","0.302515414040413","0.27969913361263","0.325331694468196"
"Yes","2014","Bavaria","Male","419","0.266734052092508","0.245542141624118","0.287925962560898"
"Yes","2014","Bavaria","Female","642","0.322908158395706","0.30296163210636","0.342854684685053"
"Yes","2014","Berlin","Male","73","0.222892046676534","0.181046980825048","0.264737112528021"
"Yes","2014","Berlin","Female","121","0.242840669627182","0.204319544390076","0.281361794864288"
"Yes","2014","Brandenburg","Male","73","0.157706975683241","0.123137626197516","0.192276325168966"
"Yes","2014","Brandenburg","Female","98","0.189909139623896","0.156579388237256","0.223238891010535"
"Yes","2014","Mecklenburg-Western Pomerania","Male","25","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Female","56","0.179945298848758","0.136403721216879","0.223486876480638"
"Yes","2014","Saxony","Male","120","0.174784980985731","0.146406477506522","0.203163484464941"
"Yes","2014","Saxony","Female","155","0.187563597518223","0.160845217101697","0.214281977934748"
"Yes","2014","Saxony-Anhalt","Male","50","0.122248908947496","0.0899038337615101","0.154593984133481"
"Yes","2014","Saxony-Anhalt","Female","76","0.165346990506347","0.133137135478519","0.197556845534175"
"Yes","2014","Thuringia","Male","46","0.135866321454199","0.102371209105536","0.169361433802862"
"Yes","2014","Thuringia","Female","70","0.110164233877764","0.0835339332818051","0.136794534473723"
"No","2014","Schleswig-Holstein","Male","281","0.773036103715476","0.729646582722127","0.816425624708825"
"No","2014","Schleswig-Holstein","Female","360","0.726835953205264","0.686595060432475","0.767076845978052"
"No","2014","Hamburg","Male","128","0.747051482166184","0.680521485397379","0.813581478934989"
"No","2014","Hamburg","Female","168","0.748697302878363","0.690169991696859","0.807224614059866"
"No","2014","Lower Saxony","Male","803","0.742070232067417","0.715416921793624","0.768723542341209"
"No","2014","Lower Saxony","Female","959","0.729521267667239","0.704984307052217","0.754058228282262"
"No","2014","Bremen","Male","75","0.934495031413657","0.881585481435395","0.987404581391919"
"No","2014","Bremen","Female","91","0.780574274456704","0.705583809090529","0.855564739822878"
"No","2014","North Rhine-Westphalia","Male","1732","0.792642368011837","0.775525547082126","0.809759188941548"
"No","2014","North Rhine-Westphalia","Female","2125","0.767277535841949","0.75146394192485","0.783091129759048"
"No","2014","Hesse","Male","555","0.81063096106052","0.781892396889984","0.839369525231057"
"No","2014","Hesse","Female","647","0.741602512536231","0.712794319358662","0.7704107057138"
"No","2014","Rhineland-Palatinate,Saarland","Male","486","0.785880504168985","0.753380849707812","0.818380158630158"
"No","2014","Rhineland-Palatinate,Saarland","Female","590","0.758595895138099","0.728389529750788","0.78880226052541"
"No","2014","Baden-Württemberg","Male","913","0.744093184271858","0.719736333101961","0.768450035441754"
"No","2014","Baden-Württemberg","Female","1102","0.697484585959587","0.674668305531804","0.72030086638737"
"No","2014","Bavaria","Male","1254","0.733265947907492","0.712074037439102","0.754457858375882"
"No","2014","Bavaria","Female","1469","0.677091841604294","0.657145315314947","0.69703836789364"
"No","2014","Berlin","Male","307","0.777107953323466","0.735262887471979","0.818953019174952"
"No","2014","Berlin","Female","355","0.757159330372818","0.718638205135712","0.795680455609924"
"No","2014","Brandenburg","Male","354","0.842293024316759","0.807723674831034","0.876862373802484"
"No","2014","Brandenburg","Female","434","0.810090860376104","0.776761108989465","0.843420611762744"
"No","2014","Mecklenburg-Western Pomerania","Male","194","0.891008075918303","0.849735268263204","0.932280883573401"
"No","2014","Mecklenburg-Western Pomerania","Female","243","0.820054701151241","0.776513123519362","0.863596278783121"
"No","2014","Saxony","Male","568","0.825215019014269","0.796836515535059","0.853593522493479"
"No","2014","Saxony","Female","665","0.812436402481777","0.785718022065252","0.839154782898303"
"No","2014","Saxony-Anhalt","Male","344","0.877751091052504","0.845406015866519","0.91009616623849"
"No","2014","Saxony-Anhalt","Female","435","0.834653009493653","0.802443154465825","0.866862864521481"
"No","2014","Thuringia","Male","356","0.864133678545801","0.830638566197138","0.897628790894464"
"No","2014","Thuringia","Female","461","0.889835766122236","0.863205465526277","0.916466066718195"
"Yes","2015","Schleswig-Holstein","Male","","","",""
"Yes","2015","Schleswig-Holstein","Female","","","",""
"Yes","2015","Hamburg","Male","","","",""
"Yes","2015","Hamburg","Female","","","",""
"Yes","2015","Lower Saxony","Male","","","",""
"Yes","2015","Lower Saxony","Female","","","",""
"Yes","2015","Bremen","Male","","","",""
"Yes","2015","Bremen","Female","","","",""
"Yes","2015","North Rhine-Westphalia","Male","","","",""
"Yes","2015","North Rhine-Westphalia","Female","","","",""
"Yes","2015","Hesse","Male","","","",""
"Yes","2015","Hesse","Female","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2015","Baden-Württemberg","Male","","","",""
"Yes","2015","Baden-Württemberg","Female","","","",""
"Yes","2015","Bavaria","Male","","","",""
"Yes","2015","Bavaria","Female","","","",""
"Yes","2015","Berlin","Male","","","",""
"Yes","2015","Berlin","Female","","","",""
"Yes","2015","Brandenburg","Male","","","",""
"Yes","2015","Brandenburg","Female","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2015","Saxony","Male","","","",""
"Yes","2015","Saxony","Female","","","",""
"Yes","2015","Saxony-Anhalt","Male","","","",""
"Yes","2015","Saxony-Anhalt","Female","","","",""
"Yes","2015","Thuringia","Male","","","",""
"Yes","2015","Thuringia","Female","","","",""
"No","2015","Schleswig-Holstein","Male","","","",""
"No","2015","Schleswig-Holstein","Female","","","",""
"No","2015","Hamburg","Male","","","",""
"No","2015","Hamburg","Female","","","",""
"No","2015","Lower Saxony","Male","","","",""
"No","2015","Lower Saxony","Female","","","",""
"No","2015","Bremen","Male","","","",""
"No","2015","Bremen","Female","","","",""
"No","2015","North Rhine-Westphalia","Male","","","",""
"No","2015","North Rhine-Westphalia","Female","","","",""
"No","2015","Hesse","Male","","","",""
"No","2015","Hesse","Female","","","",""
"No","2015","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2015","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2015","Baden-Württemberg","Male","","","",""
"No","2015","Baden-Württemberg","Female","","","",""
"No","2015","Bavaria","Male","","","",""
"No","2015","Bavaria","Female","","","",""
"No","2015","Berlin","Male","","","",""
"No","2015","Berlin","Female","","","",""
"No","2015","Brandenburg","Male","","","",""
"No","2015","Brandenburg","Female","","","",""
"No","2015","Mecklenburg-Western Pomerania","Male","","","",""
"No","2015","Mecklenburg-Western Pomerania","Female","","","",""
"No","2015","Saxony","Male","","","",""
"No","2015","Saxony","Female","","","",""
"No","2015","Saxony-Anhalt","Male","","","",""
"No","2015","Saxony-Anhalt","Female","","","",""
"No","2015","Thuringia","Male","","","",""
"No","2015","Thuringia","Female","","","",""
"Yes","2016","Schleswig-Holstein","Male","61","0.204113906300677","0.160022156922888","0.248205655678467"
"Yes","2016","Schleswig-Holstein","Female","92","0.254398886381477","0.212242144412094","0.29655562835086"
"Yes","2016","Hamburg","Male","27","","",""
"Yes","2016","Hamburg","Female","39","0.242492643898344","0.183679320782777","0.30130596701391"
"Yes","2016","Lower Saxony","Male","189","0.261044570593023","0.232862446441469","0.289226694744578"
"Yes","2016","Lower Saxony","Female","259","0.283253099556771","0.257245295495383","0.309260903618159"
"Yes","2016","Bremen","Male","5","","",""
"Yes","2016","Bremen","Female","17","","",""
"Yes","2016","North Rhine-Westphalia","Male","315","0.175522711472801","0.158655557113525","0.192389865832076"
"Yes","2016","North Rhine-Westphalia","Female","538","0.220756503566817","0.204282773144439","0.237230233989195"
"Yes","2016","Hesse","Male","118","0.168976967462968","0.138765304099427","0.199188630826508"
"Yes","2016","Hesse","Female","175","0.208463393036594","0.17975325208267","0.237173533990518"
"Yes","2016","Rhineland-Palatinate,Saarland","Male","95","0.162671653338271","0.132687593493146","0.192655713183396"
