"ple0098_v5","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","1999","16-34 y.","Urban Area","2565","0.909994873024858","0.899362147940875","0.920627598108841","2"
"No","1999","66 and older","Urban Area","1025","0.906467716647046","0.889353672951071","0.923581760343021","2"
"No","1999","16-34 y.","Rural Area","1345","0.917630947546394","0.903426192300741","0.931835702792048","2"
"No","1999","66 and older","Rural Area","557","0.962134866868966","0.946560948099244","0.977708785638689","2"
"No","1999","35-65 y.","Urban Area","3738","0.885439018695432","0.875709124928496","0.895168912462368","2"
"No","1999","35-65 y.","Rural Area","2194","0.922205183825235","0.911361960653785","0.933048406996686","2"
"Yes","1999","16-34 y.","Urban Area","218","0.0900051269751422","0.0793724018911595","0.100637852059125","1"
"Yes","1999","16-34 y.","Rural Area","94","0.082369052453606","0.0681642972079524","0.0965738076992595","1"
"Yes","1999","35-65 y.","Urban Area","378","0.114560981304568","0.104831087537632","0.124290875071504","1"
"Yes","1999","35-65 y.","Rural Area","150","0.0777948161747648","0.0669515930033141","0.0886380393462154","1"
"Yes","1999","66 and older","Urban Area","87","0.0935322833529538","0.0764182396569786","0.110646327048929","1"
"Yes","1999","66 and older","Rural Area","20","","","","1"
"No","2000","16-34 y.","Urban Area","3816","0.905988950443051","0.897152212405319","0.914825688480782","2"
"No","2000","16-34 y.","Rural Area","2115","0.932636181994089","0.922290853272294","0.942981510715883","2"
"No","2000","66 and older","Urban Area","1964","0.907461524563063","0.895220962606169","0.919702086519957","2"
"No","2000","66 and older","Rural Area","1146","0.966925999350387","0.95672686937182","0.977125129328955","2"
"No","2000","35-65 y.","Urban Area","6729","0.876463832575627","0.869062576123146","0.883865089028108","2"
"No","2000","35-65 y.","Rural Area","3831","0.919293465597319","0.910965067881999","0.927621863312638","2"
"Yes","2000","16-34 y.","Urban Area","374","0.0940110495569493","0.0851743115192176","0.102847787594681","1"
"Yes","2000","16-34 y.","Rural Area","140","0.0673638180059114","0.0570184892841171","0.0777091467277057","1"
"Yes","2000","35-65 y.","Urban Area","864","0.123536167424373","0.116134910971893","0.130937423876854","1"
"Yes","2000","35-65 y.","Rural Area","278","0.0807065344026815","0.0723781366873624","0.0890349321180006","1"
"Yes","2000","66 and older","Urban Area","189","0.0925384754369371","0.0802979134800427","0.104779037393831","1"
"Yes","2000","66 and older","Rural Area","35","0.0330740006496127","0.0228748706710451","0.0432731306281802","1"
"No","2001","16-34 y.","Urban Area","3383","0.903931582734749","0.894456820146858","0.91340634532264","2"
"No","2001","16-34 y.","Rural Area","1818","0.924021876392391","0.91227367940559","0.935770073379191","2"
"No","2001","66 and older","Urban Area","1859","0.911205788236175","0.898822904943982","0.923588671528367","2"
"No","2001","66 and older","Rural Area","1076","0.964837089841436","0.954011162749998","0.975663016932873","2"
"No","2001","35-65 y.","Urban Area","6139","0.874036644007489","0.866212103226382","0.881861184788596","2"
"No","2001","35-65 y.","Rural Area","3512","0.916627880354152","0.907834927484192","0.925420833224113","2"
"Yes","2001","16-34 y.","Urban Area","333","0.0960684172652507","0.0865936546773598","0.105543179853142","1"
"Yes","2001","16-34 y.","Rural Area","136","0.0759781236076093","0.0642299266208086","0.08772632059441","1"
"Yes","2001","35-65 y.","Urban Area","769","0.125963355992511","0.118138815211404","0.133787896773618","1"
"Yes","2001","35-65 y.","Rural Area","285","0.0833721196458478","0.0745791667758875","0.0921650725158081","1"
"Yes","2001","66 and older","Urban Area","168","0.0887942117638253","0.0764113284716326","0.101177095056018","1"
"Yes","2001","66 and older","Rural Area","36","0.0351629101585644","0.0243369830671266","0.0459888372500023","1"
"No","2002","16-34 y.","Urban Area","3251","0.907003672387329","0.897519189464365","0.916488155310294","2"
"No","2002","16-34 y.","Rural Area","1693","0.903446486765769","0.890056544716154","0.916836428815385","2"
"No","2002","66 and older","Urban Area","1896","0.886513240376854","0.873065136934937","0.899961343818771","2"
"No","2002","66 and older","Rural Area","1101","0.97013540898173","0.960306251000724","0.979964566962736","2"
"No","2002","35-65 y.","Urban Area","6120","0.869580566255512","0.861778517673919","0.877382614837105","2"
"No","2002","35-65 y.","Rural Area","3423","0.911996998939755","0.902945376554939","0.921048621324572","2"
"Yes","2002","16-34 y.","Urban Area","351","0.0929963276126708","0.0835118446897062","0.102480810535635","1"
"Yes","2002","16-34 y.","Rural Area","176","0.0965535132342308","0.0831635711846156","0.109943455283846","1"
"Yes","2002","35-65 y.","Urban Area","1037","0.130419433744488","0.122617385162895","0.138221482326081","1"
"Yes","2002","35-65 y.","Rural Area","340","0.0880030010602447","0.078951378675428","0.0970546234450613","1"
"Yes","2002","66 and older","Urban Area","241","0.113486759623146","0.100038656181229","0.126934863065063","1"
"Yes","2002","66 and older","Rural Area","51","0.0298645910182696","0.0200354330372635","0.0396937489992756","1"
"No","2003","16-34 y.","Urban Area","3087","0.901287258671443","0.891319739218868","0.911254778124018","2"
"No","2003","16-34 y.","Rural Area","1586","0.892433394895779","0.877974821687414","0.906891968104143","2"
"No","2003","66 and older","Urban Area","1917","0.892012789419366","0.878902937740374","0.905122641098357","2"
"No","2003","66 and older","Rural Area","1105","0.954028971090707","0.94202392783887","0.966034014342545","2"
"No","2003","35-65 y.","Urban Area","5868","0.868060192011565","0.860051734472135","0.876068649550996","2"
"No","2003","35-65 y.","Rural Area","3244","0.91188982619294","0.902587731621955","0.921191920763926","2"
"Yes","2003","16-34 y.","Urban Area","353","0.0987127413285571","0.0887452218759824","0.108680260781132","1"
"Yes","2003","16-34 y.","Rural Area","178","0.107566605104221","0.0931080318958571","0.122025178312586","1"
"Yes","2003","35-65 y.","Urban Area","992","0.131939807988435","0.123931350449004","0.139948265527865","1"
"Yes","2003","35-65 y.","Rural Area","323","0.0881101738070598","0.0788080792360743","0.0974122683780452","1"
"Yes","2003","66 and older","Urban Area","236","0.107987210580634","0.0948773589016429","0.121097062259626","1"
"Yes","2003","66 and older","Rural Area","64","0.0459710289092927","0.0339659856574554","0.05797607216113","1"
"No","2004","16-34 y.","Urban Area","2885","0.89003027390608","0.879307351188242","0.900753196623919","2"
"No","2004","16-34 y.","Rural Area","1538","0.905611599353325","0.891742072928303","0.919481125778348","2"
"No","2004","66 and older","Urban Area","1955","0.887475463535784","0.874324150544422","0.900626776527147","2"
"No","2004","66 and older","Rural Area","1139","0.950233128146972","0.93799029201696","0.962475964276984","2"
"No","2004","35-65 y.","Urban Area","5595","0.859512877204623","0.851128834538659","0.867896919870587","2"
"No","2004","35-65 y.","Rural Area","3084","0.89647390616017","0.886289116472801","0.906658695847539","2"
"Yes","2004","16-34 y.","Urban Area","385","0.10996972609392","0.0992468033760813","0.120692648811758","1"
"Yes","2004","16-34 y.","Rural Area","169","0.0943884006466745","0.0805188742216517","0.108257927071697","1"
"Yes","2004","35-65 y.","Urban Area","1004","0.140487122795377","0.132103080129412","0.148871165461341","1"
"Yes","2004","35-65 y.","Rural Area","353","0.10352609383983","0.0933413041524608","0.113710883527199","1"
"Yes","2004","66 and older","Urban Area","263","0.112524536464216","0.0993732234728532","0.125675849455578","1"
"Yes","2004","66 and older","Rural Area","73","0.0497668718530279","0.037524035723016","0.0620097079830399","1"
"No","2005","66 and older","Urban Area","1933","0.872548527442037","0.858704569203224","0.886392485680851","2"
"No","2005","16-34 y.","Urban Area","2712","0.870279747346067","0.858463469434782","0.882096025257352","2"
"No","2005","16-34 y.","Rural Area","1418","0.883188849954579","0.867484893176701","0.898892806732458","2"
"No","2005","66 and older","Rural Area","1115","0.945214243597136","0.932257738338245","0.958170748856027","2"
"No","2005","35-65 y.","Urban Area","5214","0.849117185936159","0.840209786998271","0.858024584874047","2"
"No","2005","35-65 y.","Rural Area","2880","0.89037117995638","0.879661202723156","0.901081157189605","2"
"Yes","2005","16-34 y.","Urban Area","394","0.129720252653933","0.117903974742648","0.141536530565218","1"
"Yes","2005","16-34 y.","Rural Area","189","0.116811150045421","0.101107193267542","0.132515106823299","1"
"Yes","2005","35-65 y.","Urban Area","989","0.150882814063841","0.141975415125953","0.159790213001729","1"
"Yes","2005","35-65 y.","Rural Area","389","0.10962882004362","0.0989188428103952","0.120338797276844","1"
"Yes","2005","66 and older","Urban Area","296","0.127451472557963","0.113607514319149","0.141295430796776","1"
