"ple0098_v5","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2010","Baden-Württemberg","(2c_gen) general maturity certificate","15","","",""
"Yes","2010","Baden-Württemberg","(2c_voc) vocational maturity certificate","66","0.351388797719338","0.28816039478884","0.414617200649836"
"Yes","2010","Baden-Württemberg","(3a) lower tertiary education","62","0.326352169701997","0.254809386922652","0.397894952481341"
"Yes","2010","Baden-Württemberg","(3b) higher tertiary education","110","0.421197512034437","0.362083724377084","0.480311299691789"
"Yes","2010","Bavaria","(0) in school","9","","",""
"Yes","2010","Bavaria","(1a) inadequately completed","10","","",""
"Yes","2010","Bavaria","(1b) general elementary school","23","","",""
"Yes","2010","Bavaria","(1c) basic vocational qualification","225","0.215148921403767","0.190538640436463","0.239759202371071"
"Yes","2010","Bavaria","(2b) intermediate general qualification","15","","",""
"Yes","2010","Bavaria","(2a) intermediate vocational","232","0.35802071740069","0.322953568721949","0.393087866079431"
"Yes","2010","Bavaria","(2c_gen) general maturity certificate","10","","",""
"Yes","2010","Bavaria","(2c_voc) vocational maturity certificate","80","0.334202551769051","0.275612435286612","0.392792668251491"
"Yes","2010","Bavaria","(3a) lower tertiary education","79","0.475858045333949","0.4048456011888","0.546870489479097"
"Yes","2010","Bavaria","(3b) higher tertiary education","89","0.37874239581774","0.317115905882177","0.440368885753304"
"Yes","2010","Berlin","(0) in school","2","","",""
"Yes","2010","Berlin","(1a) inadequately completed","1","","",""
"Yes","2010","Berlin","(1b) general elementary school","2","","",""
"Yes","2010","Berlin","(1c) basic vocational qualification","17","","",""
"Yes","2010","Berlin","(2b) intermediate general qualification","2","","",""
"Yes","2010","Berlin","(2a) intermediate vocational","35","0.152698582980276","0.101687108469566","0.203710057490985"
"Yes","2010","Berlin","(2c_gen) general maturity certificate","4","","",""
"Yes","2010","Berlin","(2c_voc) vocational maturity certificate","16","","",""
"Yes","2010","Berlin","(3a) lower tertiary education","21","","",""
"Yes","2010","Berlin","(3b) higher tertiary education","34","0.205332930380857","0.14565501174814","0.265010849013574"
"Yes","2010","Brandenburg","(0) in school","1","","",""
"Yes","2010","Brandenburg","(1a) inadequately completed","1","","",""
"Yes","2010","Brandenburg","(1b) general elementary school","1","","",""
"Yes","2010","Brandenburg","(1c) basic vocational qualification","17","","",""
"Yes","2010","Brandenburg","(2b) intermediate general qualification","2","","",""
"Yes","2010","Brandenburg","(2a) intermediate vocational","36","0.147785175162808","0.107891754459996","0.187678595865621"
"Yes","2010","Brandenburg","(2c_gen) general maturity certificate","4","","",""
"Yes","2010","Brandenburg","(2c_voc) vocational maturity certificate","9","","",""
"Yes","2010","Brandenburg","(3a) lower tertiary education","22","","",""
"Yes","2010","Brandenburg","(3b) higher tertiary education","24","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(1a) inadequately completed","2","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(1b) general elementary school","2","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","6","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","2","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(2a) intermediate vocational","15","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","2","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(3a) lower tertiary education","13","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(3b) higher tertiary education","11","","",""
"Yes","2010","Saxony","(0) in school","2","","",""
"Yes","2010","Saxony","(1a) inadequately completed","1","","",""
"Yes","2010","Saxony","(1b) general elementary school","1","","",""
"Yes","2010","Saxony","(1c) basic vocational qualification","16","","",""
"Yes","2010","Saxony","(2b) intermediate general qualification","6","","",""
"Yes","2010","Saxony","(2a) intermediate vocational","100","0.146123919938802","0.118757613550531","0.173490226327074"
"Yes","2010","Saxony","(2c_gen) general maturity certificate","4","","",""
"Yes","2010","Saxony","(2c_voc) vocational maturity certificate","21","","",""
"Yes","2010","Saxony","(3a) lower tertiary education","36","0.196244616153102","0.138544960673476","0.253944271632728"
"Yes","2010","Saxony","(3b) higher tertiary education","41","0.206850185566549","0.149104072105437","0.264596299027661"
"Yes","2010","Saxony-Anhalt","(0) in school","","","",""
"Yes","2010","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","2010","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","2010","Saxony-Anhalt","(1c) basic vocational qualification","8","","",""
"Yes","2010","Saxony-Anhalt","(2b) intermediate general qualification","1","","",""
"Yes","2010","Saxony-Anhalt","(2a) intermediate vocational","48","0.171335018801437","0.129855756752534","0.21281428085034"
"Yes","2010","Saxony-Anhalt","(2c_gen) general maturity certificate","3","","",""
"Yes","2010","Saxony-Anhalt","(2c_voc) vocational maturity certificate","9","","",""
"Yes","2010","Saxony-Anhalt","(3a) lower tertiary education","21","","",""
"Yes","2010","Saxony-Anhalt","(3b) higher tertiary education","18","","",""
"Yes","2010","Thuringia","(0) in school","","","",""
"Yes","2010","Thuringia","(1a) inadequately completed","","","",""
"Yes","2010","Thuringia","(1b) general elementary school","1","","",""
"Yes","2010","Thuringia","(1c) basic vocational qualification","11","","",""
"Yes","2010","Thuringia","(2b) intermediate general qualification","1","","",""
"Yes","2010","Thuringia","(2a) intermediate vocational","34","0.0757221098699606","0.0479268266031416","0.10351739313678"
"Yes","2010","Thuringia","(2c_gen) general maturity certificate","1","","",""
"Yes","2010","Thuringia","(2c_voc) vocational maturity certificate","12","","",""
"Yes","2010","Thuringia","(3a) lower tertiary education","17","","",""
"Yes","2010","Thuringia","(3b) higher tertiary education","20","","",""
"No","2010","Schleswig-Holstein","(0) in school","11","","",""
"No","2010","Schleswig-Holstein","(1a) inadequately completed","13","","",""
"No","2010","Schleswig-Holstein","(1b) general elementary school","51","0.909527915888876","0.835058837828773","0.983996993948978"
"No","2010","Schleswig-Holstein","(1c) basic vocational qualification","139","0.848892199708324","0.795522500799548","0.9022618986171"
"No","2010","Schleswig-Holstein","(2b) intermediate general qualification","23","","",""
"No","2010","Schleswig-Holstein","(2a) intermediate vocational","130","0.723435784018503","0.656588794327918","0.790282773709088"
"No","2010","Schleswig-Holstein","(2c_gen) general maturity certificate","20","","",""
"No","2010","Schleswig-Holstein","(2c_voc) vocational maturity certificate","47","0.622208448844135","0.507810663143932","0.736606234544338"
"No","2010","Schleswig-Holstein","(3a) lower tertiary education","25","","",""
"No","2010","Schleswig-Holstein","(3b) higher tertiary education","32","0.591484448946412","0.442822641731823","0.740146256161002"
"No","2010","Hamburg","(0) in school","4","","",""
"No","2010","Hamburg","(1a) inadequately completed","1","","",""
"No","2010","Hamburg","(1b) general elementary school","20","","",""
"No","2010","Hamburg","(1c) basic vocational qualification","41","0.752458084109212","0.640417286115217","0.864498882103206"
"No","2010","Hamburg","(2b) intermediate general qualification","5","","",""
"No","2010","Hamburg","(2a) intermediate vocational","65","0.76827309882718","0.6801169122852","0.85642928536916"
"No","2010","Hamburg","(2c_gen) general maturity certificate","19","","",""
"No","2010","Hamburg","(2c_voc) vocational maturity certificate","26","","",""
"No","2010","Hamburg","(3a) lower tertiary education","19","","",""
"No","2010","Hamburg","(3b) higher tertiary education","33","0.715470802071808","0.583644760469989","0.847296843673626"
"No","2010","Lower Saxony","(0) in school","40","0.91508436393729","0.833639025001263","0.996529702873318"
"No","2010","Lower Saxony","(1a) inadequately completed","38","1","1","1"
"No","2010","Lower Saxony","(1b) general elementary school","190","0.985837638822152","0.969253179558446","1.00242209808586"
"No","2010","Lower Saxony","(1c) basic vocational qualification","394","0.832556069330395","0.799119494331871","0.865992644328918"
"No","2010","Lower Saxony","(2b) intermediate general qualification","56","0.870781810618108","0.791053945574907","0.950509675661309"
"No","2010","Lower Saxony","(2a) intermediate vocational","420","0.769207217656198","0.734279116684252","0.804135318628145"
"No","2010","Lower Saxony","(2c_gen) general maturity certificate","56","0.941564186864503","0.884540417142089","0.998587956586916"
"No","2010","Lower Saxony","(2c_voc) vocational maturity certificate","116","0.666563627845268","0.596913960078592","0.736213295611945"
"No","2010","Lower Saxony","(3a) lower tertiary education","71","0.813180323804036","0.733964607240768","0.892396040367303"
"No","2010","Lower Saxony","(3b) higher tertiary education","92","0.649183980478057","0.570413745642439","0.727954215313676"
"No","2010","Bremen","(0) in school","4","","",""
"No","2010","Bremen","(1a) inadequately completed","3","","",""
"No","2010","Bremen","(1b) general elementary school","10","","",""
"No","2010","Bremen","(1c) basic vocational qualification","26","","",""
"No","2010","Bremen","(2b) intermediate general qualification","6","","",""
"No","2010","Bremen","(2a) intermediate vocational","29","","",""
"No","2010","Bremen","(2c_gen) general maturity certificate","6","","",""
"No","2010","Bremen","(2c_voc) vocational maturity certificate","9","","",""
"No","2010","Bremen","(3a) lower tertiary education","7","","",""
"No","2010","Bremen","(3b) higher tertiary education","19","","",""
"No","2010","North Rhine-Westphalia","(0) in school","77","0.874128676503039","0.806713496257596","0.941543856748482"
"No","2010","North Rhine-Westphalia","(1a) inadequately completed","105","0.939041674159105","0.893708602069891","0.98437474624832"
"No","2010","North Rhine-Westphalia","(1b) general elementary school","476","0.941348402119696","0.920752623837669","0.961944180401722"
"No","2010","North Rhine-Westphalia","(1c) basic vocational qualification","981","0.852553294264015","0.832007951827561","0.873098636700469"
"No","2010","North Rhine-Westphalia","(2b) intermediate general qualification","118","0.892934566002932","0.840582942992508","0.945286189013356"
"No","2010","North Rhine-Westphalia","(2a) intermediate vocational","610","0.707886480331068","0.677189762545565","0.738583198116571"
"No","2010","North Rhine-Westphalia","(2c_gen) general maturity certificate","169","0.810936320517168","0.757072457001161","0.864800184033175"
"No","2010","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","369","0.689180131856818","0.650287314735164","0.728072948978471"
"No","2010","North Rhine-Westphalia","(3a) lower tertiary education","114","0.571821632568064","0.501647983781191","0.641995281354937"
"No","2010","North Rhine-Westphalia","(3b) higher tertiary education","242","0.6328213138911","0.584980884579531","0.680661743202669"
"No","2010","Hesse","(0) in school","26","","",""
"No","2010","Hesse","(1a) inadequately completed","30","1","1","1"
"No","2010","Hesse","(1b) general elementary school","115","0.912256574685301","0.862459590512815","0.962053558857787"
"No","2010","Hesse","(1c) basic vocational qualification","253","0.860682910685148","0.822443023684095","0.898922797686201"
"No","2010","Hesse","(2b) intermediate general qualification","29","","",""
"No","2010","Hesse","(2a) intermediate vocational","223","0.795227470875453","0.750233907915011","0.840221033835895"
"No","2010","Hesse","(2c_gen) general maturity certificate","59","0.830499693540927","0.741972126722693","0.919027260359162"
"No","2010","Hesse","(2c_voc) vocational maturity certificate","107","0.674674415633267","0.599700759228574","0.749648072037961"
"No","2010","Hesse","(3a) lower tertiary education","61","0.63928540634332","0.544210850547417","0.734359962139223"
"No","2010","Hesse","(3b) higher tertiary education","141","0.662588731602936","0.596394237186897","0.728783226018975"
"No","2010","Rhineland-Palatinate,Saarland","(0) in school","10","","",""
"No","2010","Rhineland-Palatinate,Saarland","(1a) inadequately completed","16","","",""
"No","2010","Rhineland-Palatinate,Saarland","(1b) general elementary school","157","0.95865164782458","0.928273196236602","0.989030099412558"
"No","2010","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","297","0.806276207085044","0.766168569781766","0.846383844388322"
"No","2010","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","31","0.967418514299492","0.906844861988515","1.02799216661047"
"No","2010","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","169","0.734732835397411","0.678408177617706","0.791057493177116"
"No","2010","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","31","0.943811279229292","0.86751888876675","1.02010366969183"
